game,2011,13,20111204,201112040tam,car,"Carolina Panthers",38,tam,"Tampa Bay Buccaneers",19
team,201112040tam,car,First Downs,26,,,,,,
team,201112040tam,tam,First Downs,15,,,,,,
team,201112040tam,car,Rush-Yds-TDs,39-163-4,,,,,,
team,201112040tam,tam,Rush-Yds-TDs,27-78-0,,,,,,
team,201112040tam,car,Cmp-Att-Yd-TD-INT,13-22-231-1-0,,,,,,
team,201112040tam,tam,Cmp-Att-Yd-TD-INT,16-27-229-1-1,,,,,,
team,201112040tam,car,Sacked-Yards,2-9,,,,,,
team,201112040tam,tam,Sacked-Yards,2-22,,,,,,
team,201112040tam,car,Net Pass Yards,222,,,,,,
team,201112040tam,tam,Net Pass Yards,207,,,,,,
team,201112040tam,car,Total Yards,385,,,,,,
team,201112040tam,tam,Total Yards,285,,,,,,
team,201112040tam,car,Fumbles-Lost,0-0,,,,,,
team,201112040tam,tam,Fumbles-Lost,0-0,,,,,,
team,201112040tam,car,Turnovers,0,,,,,,
team,201112040tam,tam,Turnovers,1,,,,,,
team,201112040tam,car,Penalties-Yards,2-20,,,,,,
team,201112040tam,tam,Penalties-Yards,9-73,,,,,,
team,201112040tam,car,Third Down Conv.,6-11,,,,,,
team,201112040tam,tam,Third Down Conv.,5-13,,,,,,
team,201112040tam,car,Fourth Down Conv.,1-1,,,,,,
team,201112040tam,tam,Fourth Down Conv.,0-1,,,,,,
team,201112040tam,car,Time of Possession,32:41,,,,,,
team,201112040tam,tam,Time of Possession,27:19,,,,,,
player,201112040tam,car,NewtCa00,pass_cmp,12,,,,,
player,201112040tam,car,NewtCa00,pass_att,21,,,,,
player,201112040tam,car,NewtCa00,pass_yds,204,,,,,
player,201112040tam,car,NewtCa00,pass_td,1,,,,,
player,201112040tam,car,NewtCa00,pass_int,0,,,,,
player,201112040tam,car,NewtCa00,pass_sacked,2,,,,,
player,201112040tam,car,NewtCa00,pass_sacked_yds,9,,,,,
