game,2011,3,20110926,201109260dal,was,"Washington Redskins",16,dal,"Dallas Cowboys",18
team,201109260dal,was,First Downs,20,,,,,,
team,201109260dal,dal,First Downs,17,,,,,,
team,201109260dal,was,Rush-Yds-TDs,22-65-0,,,,,,
team,201109260dal,dal,Rush-Yds-TDs,26-125-0,,,,,,
team,201109260dal,was,Cmp-Att-Yd-TD-INT,22-37-250-1-1,,,,,,
team,201109260dal,dal,Cmp-Att-Yd-TD-INT,22-36-255-0-1,,,,,,
team,201109260dal,was,Sacked-Yards,3-17,,,,,,
team,201109260dal,dal,Sacked-Yards,1-5,,,,,,
team,201109260dal,was,Net Pass Yards,233,,,,,,
team,201109260dal,dal,Net Pass Yards,250,,,,,,
team,201109260dal,was,Total Yards,298,,,,,,
team,201109260dal,dal,Total Yards,375,,,,,,
team,201109260dal,was,Fumbles-Lost,1-1,,,,,,
team,201109260dal,dal,Fumbles-Lost,6-1,,,,,,
team,201109260dal,was,Turnovers,2,,,,,,
team,201109260dal,dal,Turnovers,2,,,,,,
team,201109260dal,was,Penalties-Yards,4-35,,,,,,
team,201109260dal,dal,Penalties-Yards,6-55,,,,,,
team,201109260dal,was,Third Down Conv.,3-12,,,,,,
team,201109260dal,dal,Third Down Conv.,3-13,,,,,,
team,201109260dal,was,Fourth Down Conv.,0-0,,,,,,
team,201109260dal,dal,Fourth Down Conv.,0-0,,,,,,
team,201109260dal,was,Time of Possession,28:24,,,,,,
team,201109260dal,dal,Time of Possession,31:36,,,,,,
player,201109260dal,was,GrosRe00,pass_cmp,22,,,,,
player,201109260dal,was,GrosRe00,pass_att,37,,,,,
player,201109260dal,was,GrosRe00,pass_yds,250,,,,,
player,201109260dal,was,GrosRe00,pass_td,1,,,,,
player,201109260dal,was,GrosRe00,pass_int,1,,,,,
player,201109260dal,was,GrosRe00,pass_sacked,3,,,,,
player,201109260dal,was,GrosRe00,pass_sacked_yds,17,,,,,
player,201109260dal,was,GrosRe00,pass_long,36,,,,,
player,201109260dal,was,GrosRe00,pass_rating,77.5,,,,,
player,201109260dal,was,GrosRe00,rush_att,1,,,,,
player,201109260dal,was,GrosRe00,rush_yds,6,,,,,
player,201109260dal,was,GrosRe00,rush_td,0,,,,,
player,201109260dal,was,GrosRe00,rush_long,6,,,,,
player,201109260dal,was,GrosRe00,targets,0,,,,,
player,201109260dal,was,GrosRe00,rec,0,,,,,
player,201109260dal,was,GrosRe00,rec_yds,0,,,,,
player,201109260dal,was,GrosRe00,rec_td,0,,,,,
player,201109260dal,was,GrosRe00,rec_long,0,,,,,
player,201109260dal,was,GrosRe00,fumbles,1,,,,,
player,201109260dal,was,GrosRe00,fumbles_lost,1,,,,,
