game,2011,12,20111127,201111270nyj,buf,"Buffalo Bills",24,nyj,"New York Jets",28
player,201111270nyj,buf,MoatAr00,tackles_loss,0,,,,,
player,201111270nyj,buf,MoatAr00,qb_hits,0,,,,,
player,201111270nyj,buf,MoatAr00,fumbles_rec,0,,,,,
player,201111270nyj,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,MoatAr00,fumbles_forced,0,,,,,
player,201111270nyj,buf,RogeJu00,def_int,0,,,,,
player,201111270nyj,buf,RogeJu00,def_int_yds,0,,,,,
player,201111270nyj,buf,RogeJu00,def_int_td,0,,,,,
player,201111270nyj,buf,RogeJu00,def_int_long,0,,,,,
player,201111270nyj,buf,RogeJu00,pass_defended,1,,,,,
player,201111270nyj,buf,RogeJu00,sacks,0.0,,,,,
player,201111270nyj,buf,RogeJu00,tackles_combined,3,,,,,
player,201111270nyj,buf,RogeJu00,tackles_solo,2,,,,,
player,201111270nyj,buf,RogeJu00,tackles_assists,1,,,,,
player,201111270nyj,buf,RogeJu00,tackles_loss,0,,,,,
player,201111270nyj,buf,RogeJu00,qb_hits,0,,,,,
player,201111270nyj,buf,RogeJu00,fumbles_rec,0,,,,,
player,201111270nyj,buf,RogeJu00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,RogeJu00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,RogeJu00,fumbles_forced,0,,,,,
player,201111270nyj,buf,SearDa00,def_int,0,,,,,
player,201111270nyj,buf,SearDa00,def_int_yds,0,,,,,
player,201111270nyj,buf,SearDa00,def_int_td,0,,,,,
player,201111270nyj,buf,SearDa00,def_int_long,0,,,,,
player,201111270nyj,buf,SearDa00,pass_defended,0,,,,,
player,201111270nyj,buf,SearDa00,sacks,0.0,,,,,
player,201111270nyj,buf,SearDa00,tackles_combined,3,,,,,
player,201111270nyj,buf,SearDa00,tackles_solo,3,,,,,
player,201111270nyj,buf,SearDa00,tackles_assists,0,,,,,
player,201111270nyj,buf,SearDa00,tackles_loss,0,,,,,
player,201111270nyj,buf,SearDa00,qb_hits,0,,,,,
player,201111270nyj,buf,SearDa00,fumbles_rec,0,,,,,
player,201111270nyj,buf,SearDa00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,SearDa00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,SearDa00,fumbles_forced,0,,,,,
player,201111270nyj,buf,ShepKe00,def_int,0,,,,,
player,201111270nyj,buf,ShepKe00,def_int_yds,0,,,,,
player,201111270nyj,buf,ShepKe00,def_int_td,0,,,,,
player,201111270nyj,buf,ShepKe00,def_int_long,0,,,,,
player,201111270nyj,buf,ShepKe00,pass_defended,0,,,,,
player,201111270nyj,buf,ShepKe00,sacks,0.0,,,,,
player,201111270nyj,buf,ShepKe00,tackles_combined,3,,,,,
player,201111270nyj,buf,ShepKe00,tackles_solo,3,,,,,
player,201111270nyj,buf,ShepKe00,tackles_assists,0,,,,,
player,201111270nyj,buf,ShepKe00,tackles_loss,0,,,,,
player,201111270nyj,buf,ShepKe00,qb_hits,0,,,,,
player,201111270nyj,buf,ShepKe00,fumbles_rec,0,,,,,
player,201111270nyj,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,ShepKe00,fumbles_forced,0,,,,,
player,201111270nyj,buf,BattDa99,def_int,0,,,,,
player,201111270nyj,buf,BattDa99,def_int_yds,0,,,,,
player,201111270nyj,buf,BattDa99,def_int_td,0,,,,,
player,201111270nyj,buf,BattDa99,def_int_long,0,,,,,
player,201111270nyj,buf,BattDa99,pass_defended,0,,,,,
player,201111270nyj,buf,BattDa99,sacks,0.0,,,,,
player,201111270nyj,buf,BattDa99,tackles_combined,2,,,,,
player,201111270nyj,buf,BattDa99,tackles_solo,2,,,,,
player,201111270nyj,buf,BattDa99,tackles_assists,0,,,,,
player,201111270nyj,buf,BattDa99,tackles_loss,0,,,,,
player,201111270nyj,buf,BattDa99,qb_hits,0,,,,,
player,201111270nyj,buf,BattDa99,fumbles_rec,0,,,,,
player,201111270nyj,buf,BattDa99,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,BattDa99,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,BattDa99,fumbles_forced,0,,,,,
player,201111270nyj,buf,JohnSp20,def_int,0,,,,,
player,201111270nyj,buf,JohnSp20,def_int_yds,0,,,,,
player,201111270nyj,buf,JohnSp20,def_int_td,0,,,,,
player,201111270nyj,buf,JohnSp20,def_int_long,0,,,,,
player,201111270nyj,buf,JohnSp20,pass_defended,0,,,,,
player,201111270nyj,buf,JohnSp20,sacks,0.0,,,,,
player,201111270nyj,buf,JohnSp20,tackles_combined,2,,,,,
player,201111270nyj,buf,JohnSp20,tackles_solo,2,,,,,
player,201111270nyj,buf,JohnSp20,tackles_assists,0,,,,,
player,201111270nyj,buf,JohnSp20,tackles_loss,0,,,,,
player,201111270nyj,buf,JohnSp20,qb_hits,1,,,,,
player,201111270nyj,buf,JohnSp20,fumbles_rec,0,,,,,
player,201111270nyj,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,JohnSp20,fumbles_forced,0,,,,,
player,201111270nyj,buf,WillAa00,def_int,0,,,,,
player,201111270nyj,buf,WillAa00,def_int_yds,0,,,,,
player,201111270nyj,buf,WillAa00,def_int_td,0,,,,,
player,201111270nyj,buf,WillAa00,def_int_long,0,,,,,
player,201111270nyj,buf,WillAa00,pass_defended,1,,,,,
player,201111270nyj,buf,WillAa00,sacks,0.0,,,,,
player,201111270nyj,buf,WillAa00,tackles_combined,2,,,,,
player,201111270nyj,buf,WillAa00,tackles_solo,2,,,,,
player,201111270nyj,buf,WillAa00,tackles_assists,0,,,,,
player,201111270nyj,buf,WillAa00,tackles_loss,0,,,,,
player,201111270nyj,buf,WillAa00,qb_hits,0,,,,,
player,201111270nyj,buf,WillAa00,fumbles_rec,0,,,,,
player,201111270nyj,buf,WillAa00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,WillAa00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,WillAa00,fumbles_forced,0,,,,,
player,201111270nyj,buf,CarrAl99,def_int,0,,,,,
player,201111270nyj,buf,CarrAl99,def_int_yds,0,,,,,
player,201111270nyj,buf,CarrAl99,def_int_td,0,,,,,
player,201111270nyj,buf,CarrAl99,def_int_long,0,,,,,
player,201111270nyj,buf,CarrAl99,pass_defended,0,,,,,
player,201111270nyj,buf,CarrAl99,sacks,0.0,,,,,
player,201111270nyj,buf,CarrAl99,tackles_combined,1,,,,,
player,201111270nyj,buf,CarrAl99,tackles_solo,1,,,,,
player,201111270nyj,buf,CarrAl99,tackles_assists,0,,,,,
player,201111270nyj,buf,CarrAl99,tackles_loss,0,,,,,
player,201111270nyj,buf,CarrAl99,qb_hits,0,,,,,
player,201111270nyj,buf,CarrAl99,fumbles_rec,0,,,,,
player,201111270nyj,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,CarrAl99,fumbles_forced,0,,,,,
player,201111270nyj,buf,CausMi00,def_int,0,,,,,
player,201111270nyj,buf,CausMi00,def_int_yds,0,,,,,
player,201111270nyj,buf,CausMi00,def_int_td,0,,,,,
player,201111270nyj,buf,CausMi00,def_int_long,0,,,,,
player,201111270nyj,buf,CausMi00,pass_defended,0,,,,,
player,201111270nyj,buf,CausMi00,sacks,0.0,,,,,
player,201111270nyj,buf,CausMi00,tackles_combined,1,,,,,
player,201111270nyj,buf,CausMi00,tackles_solo,1,,,,,
player,201111270nyj,buf,CausMi00,tackles_assists,0,,,,,
player,201111270nyj,buf,CausMi00,tackles_loss,0,,,,,
player,201111270nyj,buf,CausMi00,qb_hits,0,,,,,
player,201111270nyj,buf,CausMi00,fumbles_rec,0,,,,,
player,201111270nyj,buf,CausMi00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,CausMi00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,CausMi00,fumbles_forced,0,,,,,
player,201111270nyj,buf,DareMa00,def_int,0,,,,,
player,201111270nyj,buf,DareMa00,def_int_yds,0,,,,,
player,201111270nyj,buf,DareMa00,def_int_td,0,,,,,
player,201111270nyj,buf,DareMa00,def_int_long,0,,,,,
player,201111270nyj,buf,DareMa00,pass_defended,0,,,,,
player,201111270nyj,buf,DareMa00,sacks,0.0,,,,,
player,201111270nyj,buf,DareMa00,tackles_combined,1,,,,,
player,201111270nyj,buf,DareMa00,tackles_solo,1,,,,,
player,201111270nyj,buf,DareMa00,tackles_assists,0,,,,,
player,201111270nyj,buf,DareMa00,tackles_loss,0,,,,,
player,201111270nyj,buf,DareMa00,qb_hits,1,,,,,
player,201111270nyj,buf,DareMa00,fumbles_rec,0,,,,,
player,201111270nyj,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,DareMa00,fumbles_forced,0,,,,,
player,201111270nyj,buf,HearKe00,def_int,0,,,,,
player,201111270nyj,buf,HearKe00,def_int_yds,0,,,,,
player,201111270nyj,buf,HearKe00,def_int_td,0,,,,,
player,201111270nyj,buf,HearKe00,def_int_long,0,,,,,
player,201111270nyj,buf,HearKe00,pass_defended,0,,,,,
player,201111270nyj,buf,HearKe00,sacks,0.0,,,,,
player,201111270nyj,buf,HearKe00,tackles_combined,1,,,,,
player,201111270nyj,buf,HearKe00,tackles_solo,1,,,,,
player,201111270nyj,buf,HearKe00,tackles_assists,0,,,,,
player,201111270nyj,buf,HearKe00,tackles_loss,0,,,,,
player,201111270nyj,buf,HearKe00,qb_hits,0,,,,,
player,201111270nyj,buf,HearKe00,fumbles_rec,0,,,,,
player,201111270nyj,buf,HearKe00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,HearKe00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,HearKe00,fumbles_forced,0,,,,,
player,201111270nyj,buf,MartRu00,def_int,0,,,,,
player,201111270nyj,buf,MartRu00,def_int_yds,0,,,,,
player,201111270nyj,buf,MartRu00,def_int_td,0,,,,,
player,201111270nyj,buf,MartRu00,def_int_long,0,,,,,
player,201111270nyj,buf,MartRu00,pass_defended,0,,,,,
player,201111270nyj,buf,MartRu00,sacks,0.0,,,,,
player,201111270nyj,buf,MartRu00,tackles_combined,1,,,,,
player,201111270nyj,buf,MartRu00,tackles_solo,1,,,,,
player,201111270nyj,buf,MartRu00,tackles_assists,0,,,,,
player,201111270nyj,buf,MartRu00,tackles_loss,0,,,,,
player,201111270nyj,buf,MartRu00,qb_hits,0,,,,,
player,201111270nyj,buf,MartRu00,fumbles_rec,0,,,,,
player,201111270nyj,buf,MartRu00,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,MartRu00,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,MartRu00,fumbles_forced,0,,,,,
player,201111270nyj,buf,McKeLe99,def_int,0,,,,,
player,201111270nyj,buf,McKeLe99,def_int_yds,0,,,,,
player,201111270nyj,buf,McKeLe99,def_int_td,0,,,,,
player,201111270nyj,buf,McKeLe99,def_int_long,0,,,,,
player,201111270nyj,buf,McKeLe99,pass_defended,0,,,,,
player,201111270nyj,buf,McKeLe99,sacks,0.0,,,,,
player,201111270nyj,buf,McKeLe99,tackles_combined,1,,,,,
player,201111270nyj,buf,McKeLe99,tackles_solo,1,,,,,
player,201111270nyj,buf,McKeLe99,tackles_assists,0,,,,,
player,201111270nyj,buf,McKeLe99,tackles_loss,0,,,,,
player,201111270nyj,buf,McKeLe99,qb_hits,0,,,,,
player,201111270nyj,buf,McKeLe99,fumbles_rec,1,,,,,
player,201111270nyj,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,McKeLe99,fumbles_forced,0,,,,,
player,201111270nyj,buf,raynedav01,def_int,0,,,,,
player,201111270nyj,buf,raynedav01,def_int_yds,0,,,,,
player,201111270nyj,buf,raynedav01,def_int_td,0,,,,,
player,201111270nyj,buf,raynedav01,def_int_long,0,,,,,
player,201111270nyj,buf,raynedav01,pass_defended,0,,,,,
player,201111270nyj,buf,raynedav01,sacks,0.0,,,,,
player,201111270nyj,buf,raynedav01,tackles_combined,1,,,,,
player,201111270nyj,buf,raynedav01,tackles_solo,1,,,,,
player,201111270nyj,buf,raynedav01,tackles_assists,0,,,,,
player,201111270nyj,buf,raynedav01,tackles_loss,0,,,,,
player,201111270nyj,buf,raynedav01,qb_hits,0,,,,,
player,201111270nyj,buf,raynedav01,fumbles_rec,0,,,,,
player,201111270nyj,buf,raynedav01,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,raynedav01,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,raynedav01,fumbles_forced,0,,,,,
player,201111270nyj,buf,ScotBr20,def_int,0,,,,,
player,201111270nyj,buf,ScotBr20,def_int_yds,0,,,,,
player,201111270nyj,buf,ScotBr20,def_int_td,0,,,,,
player,201111270nyj,buf,ScotBr20,def_int_long,0,,,,,
player,201111270nyj,buf,ScotBr20,pass_defended,0,,,,,
player,201111270nyj,buf,ScotBr20,sacks,0.0,,,,,
player,201111270nyj,buf,ScotBr20,tackles_combined,1,,,,,
player,201111270nyj,buf,ScotBr20,tackles_solo,1,,,,,
player,201111270nyj,buf,ScotBr20,tackles_assists,0,,,,,
player,201111270nyj,buf,ScotBr20,tackles_loss,0,,,,,
player,201111270nyj,buf,ScotBr20,qb_hits,0,,,,,
player,201111270nyj,buf,ScotBr20,fumbles_rec,0,,,,,
player,201111270nyj,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201111270nyj,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201111270nyj,buf,ScotBr20,fumbles_forced,0,,,,,
player,201111270nyj,nyj,MaybAa99,def_int,0,,,,,
player,201111270nyj,nyj,MaybAa99,def_int_yds,0,,,,,
player,201111270nyj,nyj,MaybAa99,def_int_td,0,,,,,
player,201111270nyj,nyj,MaybAa99,def_int_long,0,,,,,
player,201111270nyj,nyj,MaybAa99,pass_defended,0,,,,,
player,201111270nyj,nyj,MaybAa99,sacks,2.0,,,,,
player,201111270nyj,nyj,MaybAa99,tackles_combined,2,,,,,
player,201111270nyj,nyj,MaybAa99,tackles_solo,2,,,,,
player,201111270nyj,nyj,MaybAa99,tackles_assists,0,,,,,
player,201111270nyj,nyj,MaybAa99,tackles_loss,2,,,,,
player,201111270nyj,nyj,MaybAa99,qb_hits,2,,,,,
player,201111270nyj,nyj,MaybAa99,fumbles_rec,0,,,,,
player,201111270nyj,nyj,MaybAa99,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,MaybAa99,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,MaybAa99,fumbles_forced,0,,,,,
player,201111270nyj,nyj,HarrDa99,def_int,0,,,,,
player,201111270nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201111270nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201111270nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201111270nyj,nyj,HarrDa99,pass_defended,0,,,,,
player,201111270nyj,nyj,HarrDa99,sacks,1.0,,,,,
player,201111270nyj,nyj,HarrDa99,tackles_combined,8,,,,,
player,201111270nyj,nyj,HarrDa99,tackles_solo,7,,,,,
player,201111270nyj,nyj,HarrDa99,tackles_assists,1,,,,,
player,201111270nyj,nyj,HarrDa99,tackles_loss,1,,,,,
player,201111270nyj,nyj,HarrDa99,qb_hits,1,,,,,
player,201111270nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201111270nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201111270nyj,nyj,ReviDa99,def_int,0,,,,,
player,201111270nyj,nyj,ReviDa99,def_int_yds,0,,,,,
player,201111270nyj,nyj,ReviDa99,def_int_td,0,,,,,
player,201111270nyj,nyj,ReviDa99,def_int_long,0,,,,,
player,201111270nyj,nyj,ReviDa99,pass_defended,1,,,,,
player,201111270nyj,nyj,ReviDa99,sacks,0.0,,,,,
player,201111270nyj,nyj,ReviDa99,tackles_combined,8,,,,,
player,201111270nyj,nyj,ReviDa99,tackles_solo,8,,,,,
player,201111270nyj,nyj,ReviDa99,tackles_assists,0,,,,,
player,201111270nyj,nyj,ReviDa99,tackles_loss,0,,,,,
player,201111270nyj,nyj,ReviDa99,qb_hits,0,,,,,
player,201111270nyj,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201111270nyj,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201111270nyj,nyj,StriDo20,def_int,0,,,,,
player,201111270nyj,nyj,StriDo20,def_int_yds,0,,,,,
player,201111270nyj,nyj,StriDo20,def_int_td,0,,,,,
player,201111270nyj,nyj,StriDo20,def_int_long,0,,,,,
player,201111270nyj,nyj,StriDo20,pass_defended,0,,,,,
player,201111270nyj,nyj,StriDo20,sacks,0.0,,,,,
player,201111270nyj,nyj,StriDo20,tackles_combined,6,,,,,
player,201111270nyj,nyj,StriDo20,tackles_solo,5,,,,,
player,201111270nyj,nyj,StriDo20,tackles_assists,1,,,,,
player,201111270nyj,nyj,StriDo20,tackles_loss,0,,,,,
player,201111270nyj,nyj,StriDo20,qb_hits,0,,,,,
player,201111270nyj,nyj,StriDo20,fumbles_rec,0,,,,,
player,201111270nyj,nyj,StriDo20,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,StriDo20,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,StriDo20,fumbles_forced,0,,,,,
player,201111270nyj,nyj,LeonJi23,def_int,0,,,,,
player,201111270nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201111270nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201111270nyj,nyj,LeonJi23,def_int_long,0,,,,,
player,201111270nyj,nyj,LeonJi23,pass_defended,0,,,,,
player,201111270nyj,nyj,LeonJi23,sacks,0.0,,,,,
player,201111270nyj,nyj,LeonJi23,tackles_combined,5,,,,,
player,201111270nyj,nyj,LeonJi23,tackles_solo,3,,,,,
player,201111270nyj,nyj,LeonJi23,tackles_assists,2,,,,,
player,201111270nyj,nyj,LeonJi23,tackles_loss,0,,,,,
player,201111270nyj,nyj,LeonJi23,qb_hits,0,,,,,
player,201111270nyj,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201111270nyj,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201111270nyj,nyj,PoolBr20,def_int,0,,,,,
player,201111270nyj,nyj,PoolBr20,def_int_yds,0,,,,,
player,201111270nyj,nyj,PoolBr20,def_int_td,0,,,,,
player,201111270nyj,nyj,PoolBr20,def_int_long,0,,,,,
player,201111270nyj,nyj,PoolBr20,pass_defended,0,,,,,
player,201111270nyj,nyj,PoolBr20,sacks,0.0,,,,,
player,201111270nyj,nyj,PoolBr20,tackles_combined,5,,,,,
player,201111270nyj,nyj,PoolBr20,tackles_solo,3,,,,,
player,201111270nyj,nyj,PoolBr20,tackles_assists,2,,,,,
player,201111270nyj,nyj,PoolBr20,tackles_loss,0,,,,,
player,201111270nyj,nyj,PoolBr20,qb_hits,0,,,,,
player,201111270nyj,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201111270nyj,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201111270nyj,nyj,SmitEr22,def_int,0,,,,,
player,201111270nyj,nyj,SmitEr22,def_int_yds,0,,,,,
player,201111270nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201111270nyj,nyj,SmitEr22,def_int_long,0,,,,,
player,201111270nyj,nyj,SmitEr22,pass_defended,0,,,,,
player,201111270nyj,nyj,SmitEr22,sacks,0.0,,,,,
player,201111270nyj,nyj,SmitEr22,tackles_combined,5,,,,,
player,201111270nyj,nyj,SmitEr22,tackles_solo,5,,,,,
player,201111270nyj,nyj,SmitEr22,tackles_assists,0,,,,,
player,201111270nyj,nyj,SmitEr22,tackles_loss,1,,,,,
player,201111270nyj,nyj,SmitEr22,qb_hits,0,,,,,
player,201111270nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201111270nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201111270nyj,nyj,PaceCa20,def_int,0,,,,,
player,201111270nyj,nyj,PaceCa20,def_int_yds,0,,,,,
player,201111270nyj,nyj,PaceCa20,def_int_td,0,,,,,
player,201111270nyj,nyj,PaceCa20,def_int_long,0,,,,,
player,201111270nyj,nyj,PaceCa20,pass_defended,0,,,,,
player,201111270nyj,nyj,PaceCa20,sacks,0.0,,,,,
player,201111270nyj,nyj,PaceCa20,tackles_combined,4,,,,,
player,201111270nyj,nyj,PaceCa20,tackles_solo,4,,,,,
player,201111270nyj,nyj,PaceCa20,tackles_assists,0,,,,,
player,201111270nyj,nyj,PaceCa20,tackles_loss,0,,,,,
player,201111270nyj,nyj,PaceCa20,qb_hits,2,,,,,
player,201111270nyj,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201111270nyj,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201111270nyj,nyj,PouhSi20,def_int,0,,,,,
player,201111270nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201111270nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201111270nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201111270nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201111270nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201111270nyj,nyj,PouhSi20,tackles_combined,4,,,,,
player,201111270nyj,nyj,PouhSi20,tackles_solo,4,,,,,
player,201111270nyj,nyj,PouhSi20,tackles_assists,0,,,,,
player,201111270nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201111270nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201111270nyj,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201111270nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201111270nyj,nyj,CromAn20,def_int,0,,,,,
player,201111270nyj,nyj,CromAn20,def_int_yds,0,,,,,
player,201111270nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201111270nyj,nyj,CromAn20,def_int_long,0,,,,,
player,201111270nyj,nyj,CromAn20,pass_defended,0,,,,,
player,201111270nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201111270nyj,nyj,CromAn20,tackles_combined,3,,,,,
player,201111270nyj,nyj,CromAn20,tackles_solo,3,,,,,
player,201111270nyj,nyj,CromAn20,tackles_assists,0,,,,,
player,201111270nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201111270nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201111270nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201111270nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201111270nyj,nyj,McInGa00,def_int,0,,,,,
player,201111270nyj,nyj,McInGa00,def_int_yds,0,,,,,
player,201111270nyj,nyj,McInGa00,def_int_td,0,,,,,
player,201111270nyj,nyj,McInGa00,def_int_long,0,,,,,
player,201111270nyj,nyj,McInGa00,pass_defended,0,,,,,
player,201111270nyj,nyj,McInGa00,sacks,0.0,,,,,
player,201111270nyj,nyj,McInGa00,tackles_combined,3,,,,,
player,201111270nyj,nyj,McInGa00,tackles_solo,3,,,,,
player,201111270nyj,nyj,McInGa00,tackles_assists,0,,,,,
player,201111270nyj,nyj,McInGa00,tackles_loss,0,,,,,
player,201111270nyj,nyj,McInGa00,qb_hits,0,,,,,
player,201111270nyj,nyj,McInGa00,fumbles_rec,0,,,,,
player,201111270nyj,nyj,McInGa00,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,McInGa00,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,McInGa00,fumbles_forced,0,,,,,
player,201111270nyj,nyj,DeViMi99,def_int,0,,,,,
player,201111270nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201111270nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201111270nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201111270nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201111270nyj,nyj,DeViMi99,sacks,0.0,,,,,
player,201111270nyj,nyj,DeViMi99,tackles_combined,2,,,,,
player,201111270nyj,nyj,DeViMi99,tackles_solo,2,,,,,
player,201111270nyj,nyj,DeViMi99,tackles_assists,0,,,,,
player,201111270nyj,nyj,DeViMi99,tackles_loss,0,,,,,
player,201111270nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201111270nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201111270nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201111270nyj,nyj,PitoRo00,def_int,0,,,,,
player,201111270nyj,nyj,PitoRo00,def_int_yds,0,,,,,
player,201111270nyj,nyj,PitoRo00,def_int_td,0,,,,,
player,201111270nyj,nyj,PitoRo00,def_int_long,0,,,,,
player,201111270nyj,nyj,PitoRo00,pass_defended,0,,,,,
player,201111270nyj,nyj,PitoRo00,sacks,0.0,,,,,
player,201111270nyj,nyj,PitoRo00,tackles_combined,2,,,,,
player,201111270nyj,nyj,PitoRo00,tackles_solo,0,,,,,
player,201111270nyj,nyj,PitoRo00,tackles_assists,2,,,,,
player,201111270nyj,nyj,PitoRo00,tackles_loss,0,,,,,
player,201111270nyj,nyj,PitoRo00,qb_hits,0,,,,,
player,201111270nyj,nyj,PitoRo00,fumbles_rec,0,,,,,
player,201111270nyj,nyj,PitoRo00,fumbles_rec_yds,0,,,,,
player,201111270nyj,nyj,PitoRo00,fumbles_rec_td,0,,,,,
player,201111270nyj,nyj,PitoRo00,fumbles_forced,0,,,,,
player,201111270nyj,nyj,WilkMu00,def_int,0,,,,,
player,201111270nyj,nyj,WilkMu00,def_int_yds,0,,,,,
player,201111270nyj,nyj,WilkMu00,def_int_td,0,,,,,
player,201111270nyj,nyj,WilkMu00,def_int_long,0,,,,,
player,201111270nyj,nyj,WilkMu00,pass_defended,0,,,,,
player,201111270nyj,nyj,WilkMu00,sacks,0.0,,,,,
player,201111270nyj,nyj,WilkMu00,tackles_combined,2,,,,,
player,201111270nyj,nyj,WilkMu00,tackles_solo,2,,,,,
player,201111270nyj,nyj,WilkMu00,tackles_assists,0,,,,,
