game,2011,12,20111127,201111270sdg,den,"Denver Broncos",16,sdg,"San Diego Chargers",13
team,201111270sdg,den,First Downs,18,,,,,,
team,201111270sdg,sdg,First Downs,20,,,,,,
team,201111270sdg,den,Rush-Yds-TDs,51-208-0,,,,,,
team,201111270sdg,sdg,Rush-Yds-TDs,36-185-0,,,,,,
team,201111270sdg,den,Cmp-Att-Yd-TD-INT,9-18-143-1-0,,,,,,
team,201111270sdg,sdg,Cmp-Att-Yd-TD-INT,19-36-188-1-0,,,,,,
team,201111270sdg,den,Sacked-Yards,1-2,,,,,,
team,201111270sdg,sdg,Sacked-Yards,3-29,,,,,,
team,201111270sdg,den,Net Pass Yards,141,,,,,,
team,201111270sdg,sdg,Net Pass Yards,159,,,,,,
team,201111270sdg,den,Total Yards,349,,,,,,
team,201111270sdg,sdg,Total Yards,344,,,,,,
team,201111270sdg,den,Fumbles-Lost,2-0,,,,,,
team,201111270sdg,sdg,Fumbles-Lost,0-0,,,,,,
team,201111270sdg,den,Turnovers,0,,,,,,
team,201111270sdg,sdg,Turnovers,0,,,,,,
team,201111270sdg,den,Penalties-Yards,9-63,,,,,,
team,201111270sdg,sdg,Penalties-Yards,4-30,,,,,,
team,201111270sdg,den,Third Down Conv.,5-16,,,,,,
team,201111270sdg,sdg,Third Down Conv.,6-17,,,,,,
team,201111270sdg,den,Fourth Down Conv.,0-0,,,,,,
team,201111270sdg,sdg,Fourth Down Conv.,0-0,,,,,,
team,201111270sdg,den,Time of Possession,37:08,,,,,,
team,201111270sdg,sdg,Time of Possession,37:23,,,,,,
player,201111270sdg,den,TeboTi00,pass_cmp,9,,,,,
player,201111270sdg,den,TeboTi00,pass_att,18,,,,,
player,201111270sdg,den,TeboTi00,pass_yds,143,,,,,
player,201111270sdg,den,TeboTi00,pass_td,1,,,,,
player,201111270sdg,den,TeboTi00,pass_int,0,,,,,
player,201111270sdg,den,TeboTi00,pass_sacked,1,,,,,
player,201111270sdg,den,TeboTi00,pass_sacked_yds,2,,,,,
player,201111270sdg,den,TeboTi00,pass_long,39,,,,,
player,201111270sdg,den,TeboTi00,pass_rating,95.4,,,,,
player,201111270sdg,den,TeboTi00,rush_att,22,,,,,
player,201111270sdg,den,TeboTi00,rush_yds,67,,,,,
player,201111270sdg,den,TeboTi00,rush_td,0,,,,,
player,201111270sdg,den,TeboTi00,rush_long,12,,,,,
player,201111270sdg,den,TeboTi00,targets,0,,,,,
player,201111270sdg,den,TeboTi00,rec,0,,,,,
player,201111270sdg,den,TeboTi00,rec_yds,0,,,,,
player,201111270sdg,den,TeboTi00,rec_td,0,,,,,
player,201111270sdg,den,TeboTi00,rec_long,0,,,,,
player,201111270sdg,den,TeboTi00,fumbles,1,,,,,
player,201111270sdg,den,TeboTi00,fumbles_lost,0,,,,,
player,201111270sdg,den,McGaWi00,pass_cmp,0,,,,,
player,201111270sdg,den,McGaWi00,pass_att,0,,,,,
player,201111270sdg,den,McGaWi00,pass_yds,0,,,,,
player,201111270sdg,den,McGaWi00,pass_td,0,,,,,
player,201111270sdg,den,McGaWi00,pass_int,0,,,,,
player,201111270sdg,den,McGaWi00,pass_sacked,0,,,,,
player,201111270sdg,den,McGaWi00,pass_sacked_yds,0,,,,,
player,201111270sdg,den,McGaWi00,pass_long,0,,,,,
player,201111270sdg,den,McGaWi00,pass_rating,,,,,,
player,201111270sdg,den,McGaWi00,rush_att,23,,,,,
player,201111270sdg,den,McGaWi00,rush_yds,117,,,,,
player,201111270sdg,den,McGaWi00,rush_td,0,,,,,
player,201111270sdg,den,McGaWi00,rush_long,24,,,,,
player,201111270sdg,den,McGaWi00,targets,0,,,,,
player,201111270sdg,den,McGaWi00,rec,0,,,,,
player,201111270sdg,den,McGaWi00,rec_yds,0,,,,,
player,201111270sdg,den,McGaWi00,rec_td,0,,,,,
player,201111270sdg,den,McGaWi00,rec_long,0,,,,,
player,201111270sdg,den,McGaWi00,fumbles,0,,,,,
player,201111270sdg,den,McGaWi00,fumbles_lost,,,,,,
player,201111270sdg,den,BallLa00,pass_cmp,0,,,,,
player,201111270sdg,den,BallLa00,pass_att,0,,,,,
player,201111270sdg,den,BallLa00,pass_yds,0,,,,,
player,201111270sdg,den,BallLa00,pass_td,0,,,,,
player,201111270sdg,den,BallLa00,pass_int,0,,,,,
player,201111270sdg,den,BallLa00,pass_sacked,0,,,,,
player,201111270sdg,den,BallLa00,pass_sacked_yds,0,,,,,
player,201111270sdg,den,BallLa00,pass_long,0,,,,,
player,201111270sdg,den,BallLa00,pass_rating,,,,,,
player,201111270sdg,den,BallLa00,rush_att,4,,,,,
player,201111270sdg,den,BallLa00,rush_yds,19,,,,,
player,201111270sdg,den,BallLa00,rush_td,0,,,,,
player,201111270sdg,den,BallLa00,rush_long,7,,,,,
player,201111270sdg,den,BallLa00,targets,0,,,,,
player,201111270sdg,den,BallLa00,rec,0,,,,,
player,201111270sdg,den,BallLa00,rec_yds,0,,,,,
player,201111270sdg,den,BallLa00,rec_td,0,,,,,
player,201111270sdg,den,BallLa00,rec_long,0,,,,,
player,201111270sdg,den,BallLa00,fumbles,0,,,,,
player,201111270sdg,den,BallLa00,fumbles_lost,,,,,,
player,201111270sdg,den,LarsSp99,pass_cmp,0,,,,,
player,201111270sdg,den,LarsSp99,pass_att,0,,,,,
player,201111270sdg,den,LarsSp99,pass_yds,0,,,,,
player,201111270sdg,den,LarsSp99,pass_td,0,,,,,
player,201111270sdg,den,LarsSp99,pass_int,0,,,,,
player,201111270sdg,den,LarsSp99,pass_sacked,0,,,,,
player,201111270sdg,den,LarsSp99,pass_sacked_yds,0,,,,,
player,201111270sdg,den,LarsSp99,pass_long,0,,,,,
player,201111270sdg,den,LarsSp99,pass_rating,,,,,,
player,201111270sdg,den,LarsSp99,rush_att,1,,,,,
player,201111270sdg,den,LarsSp99,rush_yds,4,,,,,
player,201111270sdg,den,LarsSp99,rush_td,0,,,,,
player,201111270sdg,den,LarsSp99,rush_long,4,,,,,
player,201111270sdg,den,LarsSp99,targets,0,,,,,
player,201111270sdg,den,LarsSp99,rec,0,,,,,
player,201111270sdg,den,LarsSp99,rec_yds,0,,,,,
player,201111270sdg,den,LarsSp99,rec_td,0,,,,,
player,201111270sdg,den,LarsSp99,rec_long,0,,,,,
player,201111270sdg,den,LarsSp99,fumbles,0,,,,,
player,201111270sdg,den,LarsSp99,fumbles_lost,,,,,,
player,201111270sdg,den,RoyaEd00,pass_cmp,0,,,,,
player,201111270sdg,den,RoyaEd00,pass_att,0,,,,,
player,201111270sdg,den,RoyaEd00,pass_yds,0,,,,,
player,201111270sdg,den,RoyaEd00,pass_td,0,,,,,
player,201111270sdg,den,RoyaEd00,pass_int,0,,,,,
player,201111270sdg,den,RoyaEd00,pass_sacked,0,,,,,
player,201111270sdg,den,RoyaEd00,pass_sacked_yds,0,,,,,
player,201111270sdg,den,RoyaEd00,pass_long,0,,,,,
player,201111270sdg,den,RoyaEd00,pass_rating,,,,,,
player,201111270sdg,den,RoyaEd00,rush_att,1,,,,,
player,201111270sdg,den,RoyaEd00,rush_yds,1,,,,,
player,201111270sdg,den,RoyaEd00,rush_td,0,,,,,
player,201111270sdg,den,RoyaEd00,rush_long,1,,,,,
player,201111270sdg,den,RoyaEd00,targets,2,,,,,
player,201111270sdg,den,RoyaEd00,rec,0,,,,,
player,201111270sdg,den,RoyaEd00,rec_yds,0,,,,,
player,201111270sdg,den,RoyaEd00,rec_td,0,,,,,
player,201111270sdg,den,RoyaEd00,rec_long,0,,,,,
player,201111270sdg,den,RoyaEd00,fumbles,0,,,,,
player,201111270sdg,den,RoyaEd00,fumbles_lost,,,,,,
player,201111270sdg,den,DeckEr00,pass_cmp,0,,,,,
player,201111270sdg,den,DeckEr00,pass_att,0,,,,,
player,201111270sdg,den,DeckEr00,pass_yds,0,,,,,
player,201111270sdg,den,DeckEr00,pass_td,0,,,,,
player,201111270sdg,den,DeckEr00,pass_int,0,,,,,
player,201111270sdg,den,DeckEr00,pass_sacked,0,,,,,
player,201111270sdg,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201111270sdg,den,DeckEr00,pass_long,0,,,,,
