game,2011,12,20111128,201111280nor,nyg,"New York Giants",24,nor,"New Orleans Saints",49
player,201111280nor,nyg,PhilKe99,tackles_assists,4,,,,,
player,201111280nor,nyg,PhilKe99,tackles_loss,0,,,,,
player,201111280nor,nyg,PhilKe99,qb_hits,0,,,,,
player,201111280nor,nyg,PhilKe99,fumbles_rec,0,,,,,
player,201111280nor,nyg,PhilKe99,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,PhilKe99,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,PhilKe99,fumbles_forced,0,,,,,
player,201111280nor,nyg,PierJa99,def_int,0,,,,,
player,201111280nor,nyg,PierJa99,def_int_yds,0,,,,,
player,201111280nor,nyg,PierJa99,def_int_td,0,,,,,
player,201111280nor,nyg,PierJa99,def_int_long,0,,,,,
player,201111280nor,nyg,PierJa99,pass_defended,0,,,,,
player,201111280nor,nyg,PierJa99,sacks,0.0,,,,,
player,201111280nor,nyg,PierJa99,tackles_combined,6,,,,,
player,201111280nor,nyg,PierJa99,tackles_solo,5,,,,,
player,201111280nor,nyg,PierJa99,tackles_assists,1,,,,,
player,201111280nor,nyg,PierJa99,tackles_loss,1,,,,,
player,201111280nor,nyg,PierJa99,qb_hits,1,,,,,
player,201111280nor,nyg,PierJa99,fumbles_rec,0,,,,,
player,201111280nor,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,PierJa99,fumbles_forced,0,,,,,
player,201111280nor,nyg,RollAn20,def_int,0,,,,,
player,201111280nor,nyg,RollAn20,def_int_yds,0,,,,,
player,201111280nor,nyg,RollAn20,def_int_td,0,,,,,
player,201111280nor,nyg,RollAn20,def_int_long,0,,,,,
player,201111280nor,nyg,RollAn20,pass_defended,0,,,,,
player,201111280nor,nyg,RollAn20,sacks,0.0,,,,,
player,201111280nor,nyg,RollAn20,tackles_combined,6,,,,,
player,201111280nor,nyg,RollAn20,tackles_solo,5,,,,,
player,201111280nor,nyg,RollAn20,tackles_assists,1,,,,,
player,201111280nor,nyg,RollAn20,tackles_loss,0,,,,,
player,201111280nor,nyg,RollAn20,qb_hits,0,,,,,
player,201111280nor,nyg,RollAn20,fumbles_rec,0,,,,,
player,201111280nor,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,RollAn20,fumbles_forced,0,,,,,
player,201111280nor,nyg,GranDe21,def_int,0,,,,,
player,201111280nor,nyg,GranDe21,def_int_yds,0,,,,,
player,201111280nor,nyg,GranDe21,def_int_td,0,,,,,
player,201111280nor,nyg,GranDe21,def_int_long,0,,,,,
player,201111280nor,nyg,GranDe21,pass_defended,0,,,,,
player,201111280nor,nyg,GranDe21,sacks,0.0,,,,,
player,201111280nor,nyg,GranDe21,tackles_combined,5,,,,,
player,201111280nor,nyg,GranDe21,tackles_solo,2,,,,,
player,201111280nor,nyg,GranDe21,tackles_assists,3,,,,,
player,201111280nor,nyg,GranDe21,tackles_loss,0,,,,,
player,201111280nor,nyg,GranDe21,qb_hits,0,,,,,
player,201111280nor,nyg,GranDe21,fumbles_rec,0,,,,,
player,201111280nor,nyg,GranDe21,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,GranDe21,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,GranDe21,fumbles_forced,0,,,,,
player,201111280nor,nyg,JoseLi99,def_int,0,,,,,
player,201111280nor,nyg,JoseLi99,def_int_yds,0,,,,,
player,201111280nor,nyg,JoseLi99,def_int_td,0,,,,,
player,201111280nor,nyg,JoseLi99,def_int_long,0,,,,,
player,201111280nor,nyg,JoseLi99,pass_defended,0,,,,,
player,201111280nor,nyg,JoseLi99,sacks,0.0,,,,,
player,201111280nor,nyg,JoseLi99,tackles_combined,5,,,,,
player,201111280nor,nyg,JoseLi99,tackles_solo,3,,,,,
player,201111280nor,nyg,JoseLi99,tackles_assists,2,,,,,
player,201111280nor,nyg,JoseLi99,tackles_loss,0,,,,,
player,201111280nor,nyg,JoseLi99,qb_hits,0,,,,,
player,201111280nor,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201111280nor,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201111280nor,nyg,RossAa99,def_int,0,,,,,
player,201111280nor,nyg,RossAa99,def_int_yds,0,,,,,
player,201111280nor,nyg,RossAa99,def_int_td,0,,,,,
player,201111280nor,nyg,RossAa99,def_int_long,0,,,,,
player,201111280nor,nyg,RossAa99,pass_defended,1,,,,,
player,201111280nor,nyg,RossAa99,sacks,0.0,,,,,
player,201111280nor,nyg,RossAa99,tackles_combined,5,,,,,
player,201111280nor,nyg,RossAa99,tackles_solo,2,,,,,
player,201111280nor,nyg,RossAa99,tackles_assists,3,,,,,
player,201111280nor,nyg,RossAa99,tackles_loss,0,,,,,
player,201111280nor,nyg,RossAa99,qb_hits,0,,,,,
player,201111280nor,nyg,RossAa99,fumbles_rec,0,,,,,
player,201111280nor,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,RossAa99,fumbles_forced,0,,,,,
player,201111280nor,nyg,KiwaMa20,def_int,0,,,,,
player,201111280nor,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201111280nor,nyg,KiwaMa20,def_int_td,0,,,,,
player,201111280nor,nyg,KiwaMa20,def_int_long,0,,,,,
player,201111280nor,nyg,KiwaMa20,pass_defended,0,,,,,
player,201111280nor,nyg,KiwaMa20,sacks,0.0,,,,,
player,201111280nor,nyg,KiwaMa20,tackles_combined,4,,,,,
player,201111280nor,nyg,KiwaMa20,tackles_solo,3,,,,,
player,201111280nor,nyg,KiwaMa20,tackles_assists,1,,,,,
player,201111280nor,nyg,KiwaMa20,tackles_loss,0,,,,,
player,201111280nor,nyg,KiwaMa20,qb_hits,0,,,,,
player,201111280nor,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201111280nor,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201111280nor,nyg,TuckJu20,def_int,0,,,,,
player,201111280nor,nyg,TuckJu20,def_int_yds,0,,,,,
player,201111280nor,nyg,TuckJu20,def_int_td,0,,,,,
player,201111280nor,nyg,TuckJu20,def_int_long,0,,,,,
player,201111280nor,nyg,TuckJu20,pass_defended,0,,,,,
player,201111280nor,nyg,TuckJu20,sacks,0.0,,,,,
player,201111280nor,nyg,TuckJu20,tackles_combined,4,,,,,
player,201111280nor,nyg,TuckJu20,tackles_solo,4,,,,,
player,201111280nor,nyg,TuckJu20,tackles_assists,0,,,,,
player,201111280nor,nyg,TuckJu20,tackles_loss,0,,,,,
player,201111280nor,nyg,TuckJu20,qb_hits,2,,,,,
player,201111280nor,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201111280nor,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201111280nor,nyg,WillJa02,def_int,0,,,,,
player,201111280nor,nyg,WillJa02,def_int_yds,0,,,,,
player,201111280nor,nyg,WillJa02,def_int_td,0,,,,,
player,201111280nor,nyg,WillJa02,def_int_long,0,,,,,
player,201111280nor,nyg,WillJa02,pass_defended,0,,,,,
player,201111280nor,nyg,WillJa02,sacks,0.0,,,,,
player,201111280nor,nyg,WillJa02,tackles_combined,4,,,,,
player,201111280nor,nyg,WillJa02,tackles_solo,3,,,,,
player,201111280nor,nyg,WillJa02,tackles_assists,1,,,,,
player,201111280nor,nyg,WillJa02,tackles_loss,0,,,,,
player,201111280nor,nyg,WillJa02,qb_hits,0,,,,,
player,201111280nor,nyg,WillJa02,fumbles_rec,0,,,,,
player,201111280nor,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,WillJa02,fumbles_forced,0,,,,,
player,201111280nor,nyg,HerzMa00,def_int,0,,,,,
player,201111280nor,nyg,HerzMa00,def_int_yds,0,,,,,
player,201111280nor,nyg,HerzMa00,def_int_td,0,,,,,
player,201111280nor,nyg,HerzMa00,def_int_long,0,,,,,
player,201111280nor,nyg,HerzMa00,pass_defended,0,,,,,
player,201111280nor,nyg,HerzMa00,sacks,0.0,,,,,
player,201111280nor,nyg,HerzMa00,tackles_combined,3,,,,,
player,201111280nor,nyg,HerzMa00,tackles_solo,3,,,,,
player,201111280nor,nyg,HerzMa00,tackles_assists,0,,,,,
player,201111280nor,nyg,HerzMa00,tackles_loss,0,,,,,
player,201111280nor,nyg,HerzMa00,qb_hits,1,,,,,
player,201111280nor,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201111280nor,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201111280nor,nyg,BernRo20,def_int,0,,,,,
player,201111280nor,nyg,BernRo20,def_int_yds,0,,,,,
player,201111280nor,nyg,BernRo20,def_int_td,0,,,,,
player,201111280nor,nyg,BernRo20,def_int_long,0,,,,,
player,201111280nor,nyg,BernRo20,pass_defended,0,,,,,
player,201111280nor,nyg,BernRo20,sacks,0.0,,,,,
player,201111280nor,nyg,BernRo20,tackles_combined,2,,,,,
player,201111280nor,nyg,BernRo20,tackles_solo,1,,,,,
player,201111280nor,nyg,BernRo20,tackles_assists,1,,,,,
player,201111280nor,nyg,BernRo20,tackles_loss,0,,,,,
player,201111280nor,nyg,BernRo20,qb_hits,0,,,,,
player,201111280nor,nyg,BernRo20,fumbles_rec,0,,,,,
player,201111280nor,nyg,BernRo20,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,BernRo20,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,BernRo20,fumbles_forced,0,,,,,
player,201111280nor,nyg,JoneGr02,def_int,0,,,,,
player,201111280nor,nyg,JoneGr02,def_int_yds,0,,,,,
player,201111280nor,nyg,JoneGr02,def_int_td,0,,,,,
player,201111280nor,nyg,JoneGr02,def_int_long,0,,,,,
player,201111280nor,nyg,JoneGr02,pass_defended,0,,,,,
player,201111280nor,nyg,JoneGr02,sacks,0.0,,,,,
player,201111280nor,nyg,JoneGr02,tackles_combined,2,,,,,
player,201111280nor,nyg,JoneGr02,tackles_solo,2,,,,,
player,201111280nor,nyg,JoneGr02,tackles_assists,0,,,,,
player,201111280nor,nyg,JoneGr02,tackles_loss,0,,,,,
player,201111280nor,nyg,JoneGr02,qb_hits,0,,,,,
player,201111280nor,nyg,JoneGr02,fumbles_rec,0,,,,,
player,201111280nor,nyg,JoneGr02,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,JoneGr02,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,JoneGr02,fumbles_forced,0,,,,,
player,201111280nor,nyg,WebsCo20,def_int,0,,,,,
player,201111280nor,nyg,WebsCo20,def_int_yds,0,,,,,
player,201111280nor,nyg,WebsCo20,def_int_td,0,,,,,
player,201111280nor,nyg,WebsCo20,def_int_long,0,,,,,
player,201111280nor,nyg,WebsCo20,pass_defended,0,,,,,
player,201111280nor,nyg,WebsCo20,sacks,0.0,,,,,
player,201111280nor,nyg,WebsCo20,tackles_combined,2,,,,,
player,201111280nor,nyg,WebsCo20,tackles_solo,1,,,,,
player,201111280nor,nyg,WebsCo20,tackles_assists,1,,,,,
player,201111280nor,nyg,WebsCo20,tackles_loss,0,,,,,
player,201111280nor,nyg,WebsCo20,qb_hits,0,,,,,
player,201111280nor,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201111280nor,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201111280nor,nyg,AmukPr00,def_int,0,,,,,
player,201111280nor,nyg,AmukPr00,def_int_yds,0,,,,,
player,201111280nor,nyg,AmukPr00,def_int_td,0,,,,,
player,201111280nor,nyg,AmukPr00,def_int_long,0,,,,,
player,201111280nor,nyg,AmukPr00,pass_defended,0,,,,,
player,201111280nor,nyg,AmukPr00,sacks,0.0,,,,,
player,201111280nor,nyg,AmukPr00,tackles_combined,1,,,,,
player,201111280nor,nyg,AmukPr00,tackles_solo,1,,,,,
player,201111280nor,nyg,AmukPr00,tackles_assists,0,,,,,
player,201111280nor,nyg,AmukPr00,tackles_loss,0,,,,,
player,201111280nor,nyg,AmukPr00,qb_hits,0,,,,,
player,201111280nor,nyg,AmukPr00,fumbles_rec,1,,,,,
player,201111280nor,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201111280nor,nyg,CantCh21,def_int,0,,,,,
player,201111280nor,nyg,CantCh21,def_int_yds,0,,,,,
player,201111280nor,nyg,CantCh21,def_int_td,0,,,,,
player,201111280nor,nyg,CantCh21,def_int_long,0,,,,,
player,201111280nor,nyg,CantCh21,pass_defended,0,,,,,
player,201111280nor,nyg,CantCh21,sacks,0.0,,,,,
player,201111280nor,nyg,CantCh21,tackles_combined,1,,,,,
player,201111280nor,nyg,CantCh21,tackles_solo,0,,,,,
player,201111280nor,nyg,CantCh21,tackles_assists,1,,,,,
player,201111280nor,nyg,CantCh21,tackles_loss,0,,,,,
player,201111280nor,nyg,CantCh21,qb_hits,1,,,,,
player,201111280nor,nyg,CantCh21,fumbles_rec,0,,,,,
player,201111280nor,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,CantCh21,fumbles_forced,0,,,,,
player,201111280nor,nyg,PaysSp00,def_int,0,,,,,
player,201111280nor,nyg,PaysSp00,def_int_yds,0,,,,,
player,201111280nor,nyg,PaysSp00,def_int_td,0,,,,,
player,201111280nor,nyg,PaysSp00,def_int_long,0,,,,,
player,201111280nor,nyg,PaysSp00,pass_defended,0,,,,,
player,201111280nor,nyg,PaysSp00,sacks,0.0,,,,,
player,201111280nor,nyg,PaysSp00,tackles_combined,1,,,,,
player,201111280nor,nyg,PaysSp00,tackles_solo,1,,,,,
player,201111280nor,nyg,PaysSp00,tackles_assists,0,,,,,
player,201111280nor,nyg,PaysSp00,tackles_loss,0,,,,,
player,201111280nor,nyg,PaysSp00,qb_hits,0,,,,,
player,201111280nor,nyg,PaysSp00,fumbles_rec,0,,,,,
player,201111280nor,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201111280nor,nyg,TollDa99,def_int,0,,,,,
player,201111280nor,nyg,TollDa99,def_int_yds,0,,,,,
player,201111280nor,nyg,TollDa99,def_int_td,0,,,,,
player,201111280nor,nyg,TollDa99,def_int_long,0,,,,,
player,201111280nor,nyg,TollDa99,pass_defended,0,,,,,
player,201111280nor,nyg,TollDa99,sacks,0.0,,,,,
player,201111280nor,nyg,TollDa99,tackles_combined,1,,,,,
player,201111280nor,nyg,TollDa99,tackles_solo,1,,,,,
player,201111280nor,nyg,TollDa99,tackles_assists,0,,,,,
player,201111280nor,nyg,TollDa99,tackles_loss,0,,,,,
player,201111280nor,nyg,TollDa99,qb_hits,0,,,,,
player,201111280nor,nyg,TollDa99,fumbles_rec,0,,,,,
player,201111280nor,nyg,TollDa99,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,TollDa99,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,TollDa99,fumbles_forced,0,,,,,
player,201111280nor,nyg,UmenOs99,def_int,0,,,,,
player,201111280nor,nyg,UmenOs99,def_int_yds,0,,,,,
player,201111280nor,nyg,UmenOs99,def_int_td,0,,,,,
player,201111280nor,nyg,UmenOs99,def_int_long,0,,,,,
player,201111280nor,nyg,UmenOs99,pass_defended,0,,,,,
player,201111280nor,nyg,UmenOs99,sacks,0.0,,,,,
player,201111280nor,nyg,UmenOs99,tackles_combined,1,,,,,
player,201111280nor,nyg,UmenOs99,tackles_solo,0,,,,,
player,201111280nor,nyg,UmenOs99,tackles_assists,1,,,,,
player,201111280nor,nyg,UmenOs99,tackles_loss,0,,,,,
player,201111280nor,nyg,UmenOs99,qb_hits,1,,,,,
player,201111280nor,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201111280nor,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201111280nor,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201111280nor,nyg,UmenOs99,fumbles_forced,0,,,,,
player,201111280nor,nor,HerrWi99,def_int,1,,,,,
player,201111280nor,nor,HerrWi99,def_int_yds,0,,,,,
player,201111280nor,nor,HerrWi99,def_int_td,0,,,,,
player,201111280nor,nor,HerrWi99,def_int_long,0,,,,,
player,201111280nor,nor,HerrWi99,pass_defended,1,,,,,
player,201111280nor,nor,HerrWi99,sacks,0.0,,,,,
player,201111280nor,nor,HerrWi99,tackles_combined,1,,,,,
player,201111280nor,nor,HerrWi99,tackles_solo,1,,,,,
player,201111280nor,nor,HerrWi99,tackles_assists,0,,,,,
player,201111280nor,nor,HerrWi99,tackles_loss,0,,,,,
player,201111280nor,nor,HerrWi99,qb_hits,0,,,,,
player,201111280nor,nor,HerrWi99,fumbles_rec,0,,,,,
player,201111280nor,nor,HerrWi99,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,HerrWi99,fumbles_rec_td,0,,,,,
player,201111280nor,nor,HerrWi99,fumbles_forced,0,,,,,
player,201111280nor,nor,SmitWi99,def_int,0,,,,,
player,201111280nor,nor,SmitWi99,def_int_yds,0,,,,,
player,201111280nor,nor,SmitWi99,def_int_td,0,,,,,
player,201111280nor,nor,SmitWi99,def_int_long,0,,,,,
player,201111280nor,nor,SmitWi99,pass_defended,0,,,,,
player,201111280nor,nor,SmitWi99,sacks,1.0,,,,,
player,201111280nor,nor,SmitWi99,tackles_combined,5,,,,,
player,201111280nor,nor,SmitWi99,tackles_solo,4,,,,,
player,201111280nor,nor,SmitWi99,tackles_assists,1,,,,,
player,201111280nor,nor,SmitWi99,tackles_loss,0,,,,,
player,201111280nor,nor,SmitWi99,qb_hits,1,,,,,
player,201111280nor,nor,SmitWi99,fumbles_rec,0,,,,,
player,201111280nor,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201111280nor,nor,SmitWi99,fumbles_forced,1,,,,,
player,201111280nor,nor,DunbJo20,def_int,0,,,,,
player,201111280nor,nor,DunbJo20,def_int_yds,0,,,,,
player,201111280nor,nor,DunbJo20,def_int_td,0,,,,,
player,201111280nor,nor,DunbJo20,def_int_long,0,,,,,
player,201111280nor,nor,DunbJo20,pass_defended,0,,,,,
player,201111280nor,nor,DunbJo20,sacks,0.0,,,,,
player,201111280nor,nor,DunbJo20,tackles_combined,11,,,,,
player,201111280nor,nor,DunbJo20,tackles_solo,6,,,,,
player,201111280nor,nor,DunbJo20,tackles_assists,5,,,,,
player,201111280nor,nor,DunbJo20,tackles_loss,0,,,,,
player,201111280nor,nor,DunbJo20,qb_hits,0,,,,,
player,201111280nor,nor,DunbJo20,fumbles_rec,0,,,,,
player,201111280nor,nor,DunbJo20,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,DunbJo20,fumbles_rec_td,0,,,,,
player,201111280nor,nor,DunbJo20,fumbles_forced,1,,,,,
player,201111280nor,nor,PortTr99,def_int,0,,,,,
player,201111280nor,nor,PortTr99,def_int_yds,0,,,,,
player,201111280nor,nor,PortTr99,def_int_td,0,,,,,
player,201111280nor,nor,PortTr99,def_int_long,0,,,,,
player,201111280nor,nor,PortTr99,pass_defended,1,,,,,
player,201111280nor,nor,PortTr99,sacks,0.0,,,,,
player,201111280nor,nor,PortTr99,tackles_combined,10,,,,,
player,201111280nor,nor,PortTr99,tackles_solo,8,,,,,
player,201111280nor,nor,PortTr99,tackles_assists,2,,,,,
player,201111280nor,nor,PortTr99,tackles_loss,0,,,,,
player,201111280nor,nor,PortTr99,qb_hits,0,,,,,
player,201111280nor,nor,PortTr99,fumbles_rec,0,,,,,
player,201111280nor,nor,PortTr99,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,PortTr99,fumbles_rec_td,0,,,,,
player,201111280nor,nor,PortTr99,fumbles_forced,1,,,,,
player,201111280nor,nor,JenkMa99,def_int,0,,,,,
player,201111280nor,nor,JenkMa99,def_int_yds,0,,,,,
player,201111280nor,nor,JenkMa99,def_int_td,0,,,,,
player,201111280nor,nor,JenkMa99,def_int_long,0,,,,,
player,201111280nor,nor,JenkMa99,pass_defended,1,,,,,
player,201111280nor,nor,JenkMa99,sacks,0.0,,,,,
player,201111280nor,nor,JenkMa99,tackles_combined,8,,,,,
player,201111280nor,nor,JenkMa99,tackles_solo,5,,,,,
player,201111280nor,nor,JenkMa99,tackles_assists,3,,,,,
player,201111280nor,nor,JenkMa99,tackles_loss,0,,,,,
player,201111280nor,nor,JenkMa99,qb_hits,0,,,,,
player,201111280nor,nor,JenkMa99,fumbles_rec,0,,,,,
player,201111280nor,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201111280nor,nor,JenkMa99,fumbles_forced,0,,,,,
player,201111280nor,nor,RobiPa99,def_int,0,,,,,
player,201111280nor,nor,RobiPa99,def_int_yds,0,,,,,
player,201111280nor,nor,RobiPa99,def_int_td,0,,,,,
player,201111280nor,nor,RobiPa99,def_int_long,0,,,,,
player,201111280nor,nor,RobiPa99,pass_defended,0,,,,,
player,201111280nor,nor,RobiPa99,sacks,0.0,,,,,
player,201111280nor,nor,RobiPa99,tackles_combined,7,,,,,
player,201111280nor,nor,RobiPa99,tackles_solo,6,,,,,
player,201111280nor,nor,RobiPa99,tackles_assists,1,,,,,
player,201111280nor,nor,RobiPa99,tackles_loss,0,,,,,
player,201111280nor,nor,RobiPa99,qb_hits,0,,,,,
player,201111280nor,nor,RobiPa99,fumbles_rec,0,,,,,
player,201111280nor,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201111280nor,nor,RobiPa99,fumbles_forced,0,,,,,
player,201111280nor,nor,CasiJo99,def_int,0,,,,,
player,201111280nor,nor,CasiJo99,def_int_yds,0,,,,,
player,201111280nor,nor,CasiJo99,def_int_td,0,,,,,
player,201111280nor,nor,CasiJo99,def_int_long,0,,,,,
player,201111280nor,nor,CasiJo99,pass_defended,0,,,,,
player,201111280nor,nor,CasiJo99,sacks,0.0,,,,,
player,201111280nor,nor,CasiJo99,tackles_combined,5,,,,,
player,201111280nor,nor,CasiJo99,tackles_solo,4,,,,,
player,201111280nor,nor,CasiJo99,tackles_assists,1,,,,,
player,201111280nor,nor,CasiJo99,tackles_loss,0,,,,,
player,201111280nor,nor,CasiJo99,qb_hits,0,,,,,
player,201111280nor,nor,CasiJo99,fumbles_rec,0,,,,,
player,201111280nor,nor,CasiJo99,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,CasiJo99,fumbles_rec_td,0,,,,,
player,201111280nor,nor,CasiJo99,fumbles_forced,0,,,,,
player,201111280nor,nor,GreeJa22,def_int,0,,,,,
player,201111280nor,nor,GreeJa22,def_int_yds,0,,,,,
player,201111280nor,nor,GreeJa22,def_int_td,0,,,,,
player,201111280nor,nor,GreeJa22,def_int_long,0,,,,,
player,201111280nor,nor,GreeJa22,pass_defended,2,,,,,
player,201111280nor,nor,GreeJa22,sacks,0.0,,,,,
player,201111280nor,nor,GreeJa22,tackles_combined,5,,,,,
player,201111280nor,nor,GreeJa22,tackles_solo,4,,,,,
player,201111280nor,nor,GreeJa22,tackles_assists,1,,,,,
player,201111280nor,nor,GreeJa22,tackles_loss,0,,,,,
player,201111280nor,nor,GreeJa22,qb_hits,0,,,,,
player,201111280nor,nor,GreeJa22,fumbles_rec,0,,,,,
player,201111280nor,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201111280nor,nor,GreeJa22,fumbles_forced,0,,,,,
player,201111280nor,nor,HarpRo21,def_int,0,,,,,
player,201111280nor,nor,HarpRo21,def_int_yds,0,,,,,
player,201111280nor,nor,HarpRo21,def_int_td,0,,,,,
player,201111280nor,nor,HarpRo21,def_int_long,0,,,,,
player,201111280nor,nor,HarpRo21,pass_defended,0,,,,,
player,201111280nor,nor,HarpRo21,sacks,0.0,,,,,
player,201111280nor,nor,HarpRo21,tackles_combined,4,,,,,
player,201111280nor,nor,HarpRo21,tackles_solo,3,,,,,
player,201111280nor,nor,HarpRo21,tackles_assists,1,,,,,
player,201111280nor,nor,HarpRo21,tackles_loss,0,,,,,
player,201111280nor,nor,HarpRo21,qb_hits,0,,,,,
player,201111280nor,nor,HarpRo21,fumbles_rec,1,,,,,
player,201111280nor,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201111280nor,nor,HarpRo21,fumbles_forced,0,,,,,
player,201111280nor,nor,HumbRa00,def_int,0,,,,,
player,201111280nor,nor,HumbRa00,def_int_yds,0,,,,,
player,201111280nor,nor,HumbRa00,def_int_td,0,,,,,
player,201111280nor,nor,HumbRa00,def_int_long,0,,,,,
player,201111280nor,nor,HumbRa00,pass_defended,0,,,,,
player,201111280nor,nor,HumbRa00,sacks,0.0,,,,,
player,201111280nor,nor,HumbRa00,tackles_combined,4,,,,,
player,201111280nor,nor,HumbRa00,tackles_solo,3,,,,,
player,201111280nor,nor,HumbRa00,tackles_assists,1,,,,,
player,201111280nor,nor,HumbRa00,tackles_loss,1,,,,,
player,201111280nor,nor,HumbRa00,qb_hits,0,,,,,
player,201111280nor,nor,HumbRa00,fumbles_rec,0,,,,,
player,201111280nor,nor,HumbRa00,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,HumbRa00,fumbles_rec_td,0,,,,,
player,201111280nor,nor,HumbRa00,fumbles_forced,0,,,,,
player,201111280nor,nor,ShanSc20,def_int,0,,,,,
player,201111280nor,nor,ShanSc20,def_int_yds,0,,,,,
player,201111280nor,nor,ShanSc20,def_int_td,0,,,,,
player,201111280nor,nor,ShanSc20,def_int_long,0,,,,,
player,201111280nor,nor,ShanSc20,pass_defended,0,,,,,
player,201111280nor,nor,ShanSc20,sacks,0.0,,,,,
player,201111280nor,nor,ShanSc20,tackles_combined,3,,,,,
player,201111280nor,nor,ShanSc20,tackles_solo,1,,,,,
player,201111280nor,nor,ShanSc20,tackles_assists,2,,,,,
player,201111280nor,nor,ShanSc20,tackles_loss,0,,,,,
player,201111280nor,nor,ShanSc20,qb_hits,0,,,,,
player,201111280nor,nor,ShanSc20,fumbles_rec,0,,,,,
player,201111280nor,nor,ShanSc20,fumbles_rec_yds,0,,,,,
player,201111280nor,nor,ShanSc20,fumbles_rec_td,0,,,,,
player,201111280nor,nor,ShanSc20,fumbles_forced,0,,,,,
player,201111280nor,nor,AbduIs00,def_int,0,,,,,
player,201111280nor,nor,AbduIs00,def_int_yds,0,,,,,
player,201111280nor,nor,AbduIs00,def_int_td,0,,,,,
