game,2011,5,20111009,201110090nyg,sea,"Seattle Seahawks",36,nyg,"New York Giants",25
player,201110090nyg,sea,WhitCh02,pass_cmp,11,,,,,
player,201110090nyg,sea,WhitCh02,pass_att,19,,,,,
player,201110090nyg,sea,WhitCh02,pass_yds,149,,,,,
player,201110090nyg,sea,WhitCh02,pass_td,1,,,,,
player,201110090nyg,sea,WhitCh02,pass_int,0,,,,,
player,201110090nyg,sea,WhitCh02,pass_sacked,2,,,,,
player,201110090nyg,sea,WhitCh02,pass_sacked_yds,12,,,,,
player,201110090nyg,sea,WhitCh02,pass_long,27,,,,,
player,201110090nyg,sea,WhitCh02,pass_rating,100.5,,,,,
player,201110090nyg,sea,WhitCh02,rush_att,2,,,,,
player,201110090nyg,sea,WhitCh02,rush_yds,6,,,,,
player,201110090nyg,sea,WhitCh02,rush_td,0,,,,,
player,201110090nyg,sea,WhitCh02,rush_long,7,,,,,
player,201110090nyg,sea,WhitCh02,targets,0,,,,,
player,201110090nyg,sea,WhitCh02,rec,0,,,,,
player,201110090nyg,sea,WhitCh02,rec_yds,0,,,,,
player,201110090nyg,sea,WhitCh02,rec_td,0,,,,,
player,201110090nyg,sea,WhitCh02,rec_long,0,,,,,
player,201110090nyg,sea,WhitCh02,fumbles,0,,,,,
player,201110090nyg,sea,WhitCh02,fumbles_lost,,,,,,
player,201110090nyg,sea,LyncMa00,pass_cmp,0,,,,,
player,201110090nyg,sea,LyncMa00,pass_att,0,,,,,
player,201110090nyg,sea,LyncMa00,pass_yds,0,,,,,
player,201110090nyg,sea,LyncMa00,pass_td,0,,,,,
player,201110090nyg,sea,LyncMa00,pass_int,0,,,,,
player,201110090nyg,sea,LyncMa00,pass_sacked,0,,,,,
player,201110090nyg,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,LyncMa00,pass_long,0,,,,,
player,201110090nyg,sea,LyncMa00,pass_rating,,,,,,
player,201110090nyg,sea,LyncMa00,rush_att,12,,,,,
player,201110090nyg,sea,LyncMa00,rush_yds,98,,,,,
player,201110090nyg,sea,LyncMa00,rush_td,1,,,,,
player,201110090nyg,sea,LyncMa00,rush_long,47,,,,,
player,201110090nyg,sea,LyncMa00,targets,6,,,,,
player,201110090nyg,sea,LyncMa00,rec,4,,,,,
player,201110090nyg,sea,LyncMa00,rec_yds,33,,,,,
player,201110090nyg,sea,LyncMa00,rec_td,0,,,,,
player,201110090nyg,sea,LyncMa00,rec_long,17,,,,,
player,201110090nyg,sea,LyncMa00,fumbles,1,,,,,
player,201110090nyg,sea,LyncMa00,fumbles_lost,1,,,,,
player,201110090nyg,sea,WashLe00,pass_cmp,0,,,,,
player,201110090nyg,sea,WashLe00,pass_att,0,,,,,
player,201110090nyg,sea,WashLe00,pass_yds,0,,,,,
player,201110090nyg,sea,WashLe00,pass_td,0,,,,,
player,201110090nyg,sea,WashLe00,pass_int,0,,,,,
player,201110090nyg,sea,WashLe00,pass_sacked,0,,,,,
player,201110090nyg,sea,WashLe00,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,WashLe00,pass_long,0,,,,,
player,201110090nyg,sea,WashLe00,pass_rating,,,,,,
player,201110090nyg,sea,WashLe00,rush_att,3,,,,,
player,201110090nyg,sea,WashLe00,rush_yds,10,,,,,
player,201110090nyg,sea,WashLe00,rush_td,0,,,,,
player,201110090nyg,sea,WashLe00,rush_long,6,,,,,
player,201110090nyg,sea,WashLe00,targets,1,,,,,
player,201110090nyg,sea,WashLe00,rec,1,,,,,
player,201110090nyg,sea,WashLe00,rec_yds,6,,,,,
player,201110090nyg,sea,WashLe00,rec_td,0,,,,,
player,201110090nyg,sea,WashLe00,rec_long,6,,,,,
player,201110090nyg,sea,WashLe00,fumbles,0,,,,,
player,201110090nyg,sea,WashLe00,fumbles_lost,,,,,,
player,201110090nyg,sea,ForsJu00,pass_cmp,0,,,,,
player,201110090nyg,sea,ForsJu00,pass_att,0,,,,,
player,201110090nyg,sea,ForsJu00,pass_yds,0,,,,,
player,201110090nyg,sea,ForsJu00,pass_td,0,,,,,
player,201110090nyg,sea,ForsJu00,pass_int,0,,,,,
player,201110090nyg,sea,ForsJu00,pass_sacked,0,,,,,
player,201110090nyg,sea,ForsJu00,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,ForsJu00,pass_long,0,,,,,
player,201110090nyg,sea,ForsJu00,pass_rating,,,,,,
player,201110090nyg,sea,ForsJu00,rush_att,4,,,,,
player,201110090nyg,sea,ForsJu00,rush_yds,9,,,,,
player,201110090nyg,sea,ForsJu00,rush_td,0,,,,,
player,201110090nyg,sea,ForsJu00,rush_long,4,,,,,
player,201110090nyg,sea,ForsJu00,targets,1,,,,,
player,201110090nyg,sea,ForsJu00,rec,0,,,,,
player,201110090nyg,sea,ForsJu00,rec_yds,0,,,,,
player,201110090nyg,sea,ForsJu00,rec_td,0,,,,,
player,201110090nyg,sea,ForsJu00,rec_long,0,,,,,
player,201110090nyg,sea,ForsJu00,fumbles,0,,,,,
player,201110090nyg,sea,ForsJu00,fumbles_lost,,,,,,
player,201110090nyg,sea,RobiMi00,pass_cmp,0,,,,,
player,201110090nyg,sea,RobiMi00,pass_att,0,,,,,
player,201110090nyg,sea,RobiMi00,pass_yds,0,,,,,
player,201110090nyg,sea,RobiMi00,pass_td,0,,,,,
player,201110090nyg,sea,RobiMi00,pass_int,0,,,,,
player,201110090nyg,sea,RobiMi00,pass_sacked,0,,,,,
player,201110090nyg,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,RobiMi00,pass_long,0,,,,,
player,201110090nyg,sea,RobiMi00,pass_rating,,,,,,
player,201110090nyg,sea,RobiMi00,rush_att,3,,,,,
player,201110090nyg,sea,RobiMi00,rush_yds,5,,,,,
player,201110090nyg,sea,RobiMi00,rush_td,0,,,,,
player,201110090nyg,sea,RobiMi00,rush_long,3,,,,,
player,201110090nyg,sea,RobiMi00,targets,0,,,,,
player,201110090nyg,sea,RobiMi00,rec,0,,,,,
player,201110090nyg,sea,RobiMi00,rec_yds,0,,,,,
player,201110090nyg,sea,RobiMi00,rec_td,0,,,,,
player,201110090nyg,sea,RobiMi00,rec_long,0,,,,,
player,201110090nyg,sea,RobiMi00,fumbles,1,,,,,
player,201110090nyg,sea,RobiMi00,fumbles_lost,1,,,,,
player,201110090nyg,sea,BaldDo00,pass_cmp,0,,,,,
player,201110090nyg,sea,BaldDo00,pass_att,0,,,,,
player,201110090nyg,sea,BaldDo00,pass_yds,0,,,,,
player,201110090nyg,sea,BaldDo00,pass_td,0,,,,,
player,201110090nyg,sea,BaldDo00,pass_int,0,,,,,
player,201110090nyg,sea,BaldDo00,pass_sacked,0,,,,,
player,201110090nyg,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,BaldDo00,pass_long,0,,,,,
player,201110090nyg,sea,BaldDo00,pass_rating,,,,,,
player,201110090nyg,sea,BaldDo00,rush_att,0,,,,,
player,201110090nyg,sea,BaldDo00,rush_yds,0,,,,,
player,201110090nyg,sea,BaldDo00,rush_td,0,,,,,
player,201110090nyg,sea,BaldDo00,rush_long,0,,,,,
player,201110090nyg,sea,BaldDo00,targets,9,,,,,
player,201110090nyg,sea,BaldDo00,rec,8,,,,,
player,201110090nyg,sea,BaldDo00,rec_yds,136,,,,,
player,201110090nyg,sea,BaldDo00,rec_td,1,,,,,
player,201110090nyg,sea,BaldDo00,rec_long,27,,,,,
player,201110090nyg,sea,BaldDo00,fumbles,0,,,,,
player,201110090nyg,sea,BaldDo00,fumbles_lost,,,,,,
player,201110090nyg,sea,ObomBe00,pass_cmp,0,,,,,
player,201110090nyg,sea,ObomBe00,pass_att,0,,,,,
player,201110090nyg,sea,ObomBe00,pass_yds,0,,,,,
player,201110090nyg,sea,ObomBe00,pass_td,0,,,,,
player,201110090nyg,sea,ObomBe00,pass_int,0,,,,,
player,201110090nyg,sea,ObomBe00,pass_sacked,0,,,,,
player,201110090nyg,sea,ObomBe00,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,ObomBe00,pass_long,0,,,,,
player,201110090nyg,sea,ObomBe00,pass_rating,,,,,,
player,201110090nyg,sea,ObomBe00,rush_att,0,,,,,
player,201110090nyg,sea,ObomBe00,rush_yds,0,,,,,
player,201110090nyg,sea,ObomBe00,rush_td,0,,,,,
player,201110090nyg,sea,ObomBe00,rush_long,0,,,,,
player,201110090nyg,sea,ObomBe00,targets,10,,,,,
player,201110090nyg,sea,ObomBe00,rec,6,,,,,
player,201110090nyg,sea,ObomBe00,rec_yds,51,,,,,
player,201110090nyg,sea,ObomBe00,rec_td,1,,,,,
player,201110090nyg,sea,ObomBe00,rec_long,11,,,,,
player,201110090nyg,sea,ObomBe00,fumbles,0,,,,,
player,201110090nyg,sea,ObomBe00,fumbles_lost,,,,,,
player,201110090nyg,sea,RiceSi01,pass_cmp,0,,,,,
player,201110090nyg,sea,RiceSi01,pass_att,0,,,,,
player,201110090nyg,sea,RiceSi01,pass_yds,0,,,,,
player,201110090nyg,sea,RiceSi01,pass_td,0,,,,,
player,201110090nyg,sea,RiceSi01,pass_int,0,,,,,
player,201110090nyg,sea,RiceSi01,pass_sacked,0,,,,,
player,201110090nyg,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,RiceSi01,pass_long,0,,,,,
player,201110090nyg,sea,RiceSi01,pass_rating,,,,,,
player,201110090nyg,sea,RiceSi01,rush_att,1,,,,,
player,201110090nyg,sea,RiceSi01,rush_yds,0,,,,,
player,201110090nyg,sea,RiceSi01,rush_td,0,,,,,
player,201110090nyg,sea,RiceSi01,rush_long,0,,,,,
player,201110090nyg,sea,RiceSi01,targets,5,,,,,
player,201110090nyg,sea,RiceSi01,rec,4,,,,,
player,201110090nyg,sea,RiceSi01,rec_yds,38,,,,,
player,201110090nyg,sea,RiceSi01,rec_td,0,,,,,
player,201110090nyg,sea,RiceSi01,rec_long,16,,,,,
player,201110090nyg,sea,RiceSi01,fumbles,1,,,,,
player,201110090nyg,sea,RiceSi01,fumbles_lost,0,,,,,
player,201110090nyg,sea,TateGo00,pass_cmp,0,,,,,
player,201110090nyg,sea,TateGo00,pass_att,0,,,,,
player,201110090nyg,sea,TateGo00,pass_yds,0,,,,,
player,201110090nyg,sea,TateGo00,pass_td,0,,,,,
player,201110090nyg,sea,TateGo00,pass_int,0,,,,,
player,201110090nyg,sea,TateGo00,pass_sacked,0,,,,,
player,201110090nyg,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,TateGo00,pass_long,0,,,,,
player,201110090nyg,sea,TateGo00,pass_rating,,,,,,
player,201110090nyg,sea,TateGo00,rush_att,0,,,,,
player,201110090nyg,sea,TateGo00,rush_yds,0,,,,,
player,201110090nyg,sea,TateGo00,rush_td,0,,,,,
player,201110090nyg,sea,TateGo00,rush_long,0,,,,,
player,201110090nyg,sea,TateGo00,targets,3,,,,,
player,201110090nyg,sea,TateGo00,rec,2,,,,,
player,201110090nyg,sea,TateGo00,rec_yds,31,,,,,
player,201110090nyg,sea,TateGo00,rec_td,0,,,,,
player,201110090nyg,sea,TateGo00,rec_long,17,,,,,
player,201110090nyg,sea,TateGo00,fumbles,0,,,,,
player,201110090nyg,sea,TateGo00,fumbles_lost,,,,,,
player,201110090nyg,sea,McCoAn00,pass_cmp,0,,,,,
player,201110090nyg,sea,McCoAn00,pass_att,0,,,,,
player,201110090nyg,sea,McCoAn00,pass_yds,0,,,,,
player,201110090nyg,sea,McCoAn00,pass_td,0,,,,,
player,201110090nyg,sea,McCoAn00,pass_int,0,,,,,
player,201110090nyg,sea,McCoAn00,pass_sacked,0,,,,,
player,201110090nyg,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201110090nyg,sea,McCoAn00,pass_long,0,,,,,
player,201110090nyg,sea,McCoAn00,pass_rating,,,,,,
player,201110090nyg,sea,McCoAn00,rush_att,0,,,,,
player,201110090nyg,sea,McCoAn00,rush_yds,0,,,,,
player,201110090nyg,sea,McCoAn00,rush_td,0,,,,,
player,201110090nyg,sea,McCoAn00,rush_long,0,,,,,
player,201110090nyg,sea,McCoAn00,targets,6,,,,,
player,201110090nyg,sea,McCoAn00,rec,1,,,,,
player,201110090nyg,sea,McCoAn00,rec_yds,20,,,,,
player,201110090nyg,sea,McCoAn00,rec_td,0,,,,,
player,201110090nyg,sea,McCoAn00,rec_long,20,,,,,
player,201110090nyg,sea,McCoAn00,fumbles,0,,,,,
player,201110090nyg,sea,McCoAn00,fumbles_lost,,,,,,
player,201110090nyg,nyg,MannEl00,pass_cmp,24,,,,,
player,201110090nyg,nyg,MannEl00,pass_att,39,,,,,
player,201110090nyg,nyg,MannEl00,pass_yds,420,,,,,
player,201110090nyg,nyg,MannEl00,pass_td,3,,,,,
player,201110090nyg,nyg,MannEl00,pass_int,3,,,,,
player,201110090nyg,nyg,MannEl00,pass_sacked,3,,,,,
player,201110090nyg,nyg,MannEl00,pass_sacked_yds,25,,,,,
player,201110090nyg,nyg,MannEl00,pass_long,68,,,,,
player,201110090nyg,nyg,MannEl00,pass_rating,91.8,,,,,
player,201110090nyg,nyg,MannEl00,rush_att,3,,,,,
player,201110090nyg,nyg,MannEl00,rush_yds,5,,,,,
player,201110090nyg,nyg,MannEl00,rush_td,0,,,,,
player,201110090nyg,nyg,MannEl00,rush_long,3,,,,,
player,201110090nyg,nyg,MannEl00,targets,0,,,,,
player,201110090nyg,nyg,MannEl00,rec,0,,,,,
player,201110090nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201110090nyg,nyg,MannEl00,rec_td,0,,,,,
player,201110090nyg,nyg,MannEl00,rec_long,0,,,,,
player,201110090nyg,nyg,MannEl00,fumbles,2,,,,,
player,201110090nyg,nyg,MannEl00,fumbles_lost,1,,,,,
player,201110090nyg,nyg,BradAh00,pass_cmp,0,,,,,
player,201110090nyg,nyg,BradAh00,pass_att,0,,,,,
player,201110090nyg,nyg,BradAh00,pass_yds,0,,,,,
player,201110090nyg,nyg,BradAh00,pass_td,0,,,,,
player,201110090nyg,nyg,BradAh00,pass_int,0,,,,,
player,201110090nyg,nyg,BradAh00,pass_sacked,0,,,,,
player,201110090nyg,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201110090nyg,nyg,BradAh00,pass_long,0,,,,,
player,201110090nyg,nyg,BradAh00,pass_rating,,,,,,
player,201110090nyg,nyg,BradAh00,rush_att,17,,,,,
player,201110090nyg,nyg,BradAh00,rush_yds,58,,,,,
player,201110090nyg,nyg,BradAh00,rush_td,0,,,,,
player,201110090nyg,nyg,BradAh00,rush_long,13,,,,,
player,201110090nyg,nyg,BradAh00,targets,5,,,,,
player,201110090nyg,nyg,BradAh00,rec,2,,,,,
player,201110090nyg,nyg,BradAh00,rec_yds,27,,,,,
player,201110090nyg,nyg,BradAh00,rec_td,0,,,,,
player,201110090nyg,nyg,BradAh00,rec_long,15,,,,,
player,201110090nyg,nyg,BradAh00,fumbles,0,,,,,
player,201110090nyg,nyg,BradAh00,fumbles_lost,,,,,,
player,201110090nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201110090nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201110090nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201110090nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201110090nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201110090nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201110090nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201110090nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201110090nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201110090nyg,nyg,CruzVi00,rush_att,1,,,,,
player,201110090nyg,nyg,CruzVi00,rush_yds,3,,,,,
player,201110090nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201110090nyg,nyg,CruzVi00,rush_long,3,,,,,
player,201110090nyg,nyg,CruzVi00,targets,11,,,,,
player,201110090nyg,nyg,CruzVi00,rec,8,,,,,
player,201110090nyg,nyg,CruzVi00,rec_yds,161,,,,,
player,201110090nyg,nyg,CruzVi00,rec_td,1,,,,,
player,201110090nyg,nyg,CruzVi00,rec_long,68,,,,,
player,201110090nyg,nyg,CruzVi00,fumbles,1,,,,,
player,201110090nyg,nyg,CruzVi00,fumbles_lost,1,,,,,
player,201110090nyg,nyg,WareDa00,pass_cmp,0,,,,,
player,201110090nyg,nyg,WareDa00,pass_att,0,,,,,
player,201110090nyg,nyg,WareDa00,pass_yds,0,,,,,
player,201110090nyg,nyg,WareDa00,pass_td,0,,,,,
player,201110090nyg,nyg,WareDa00,pass_int,0,,,,,
player,201110090nyg,nyg,WareDa00,pass_sacked,0,,,,,
player,201110090nyg,nyg,WareDa00,pass_sacked_yds,0,,,,,
player,201110090nyg,nyg,WareDa00,pass_long,0,,,,,
player,201110090nyg,nyg,WareDa00,pass_rating,,,,,,
player,201110090nyg,nyg,WareDa00,rush_att,4,,,,,
player,201110090nyg,nyg,WareDa00,rush_yds,3,,,,,
player,201110090nyg,nyg,WareDa00,rush_td,0,,,,,
player,201110090nyg,nyg,WareDa00,rush_long,3,,,,,
player,201110090nyg,nyg,WareDa00,targets,1,,,,,
player,201110090nyg,nyg,WareDa00,rec,1,,,,,
player,201110090nyg,nyg,WareDa00,rec_yds,22,,,,,
player,201110090nyg,nyg,WareDa00,rec_td,0,,,,,
player,201110090nyg,nyg,WareDa00,rec_long,22,,,,,
player,201110090nyg,nyg,WareDa00,fumbles,0,,,,,
player,201110090nyg,nyg,WareDa00,fumbles_lost,,,,,,
player,201110090nyg,nyg,BallJa21,pass_cmp,0,,,,,
player,201110090nyg,nyg,BallJa21,pass_att,0,,,,,
player,201110090nyg,nyg,BallJa21,pass_yds,0,,,,,
player,201110090nyg,nyg,BallJa21,pass_td,0,,,,,
player,201110090nyg,nyg,BallJa21,pass_int,0,,,,,
player,201110090nyg,nyg,BallJa21,pass_sacked,0,,,,,
player,201110090nyg,nyg,BallJa21,pass_sacked_yds,0,,,,,
player,201110090nyg,nyg,BallJa21,pass_long,0,,,,,
player,201110090nyg,nyg,BallJa21,pass_rating,,,,,,
player,201110090nyg,nyg,BallJa21,rush_att,0,,,,,
player,201110090nyg,nyg,BallJa21,rush_yds,0,,,,,
player,201110090nyg,nyg,BallJa21,rush_td,0,,,,,
player,201110090nyg,nyg,BallJa21,rush_long,0,,,,,
player,201110090nyg,nyg,BallJa21,targets,4,,,,,
player,201110090nyg,nyg,BallJa21,rec,3,,,,,
player,201110090nyg,nyg,BallJa21,rec_yds,72,,,,,
player,201110090nyg,nyg,BallJa21,rec_td,1,,,,,
player,201110090nyg,nyg,BallJa21,rec_long,32,,,,,
player,201110090nyg,nyg,BallJa21,fumbles,0,,,,,
player,201110090nyg,nyg,BallJa21,fumbles_lost,,,,,,
player,201110090nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201110090nyg,nyg,NickHa01,pass_att,0,,,,,
player,201110090nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201110090nyg,nyg,NickHa01,pass_td,0,,,,,
player,201110090nyg,nyg,NickHa01,pass_int,0,,,,,
player,201110090nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201110090nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201110090nyg,nyg,NickHa01,pass_long,0,,,,,
player,201110090nyg,nyg,NickHa01,pass_rating,,,,,,
player,201110090nyg,nyg,NickHa01,rush_att,0,,,,,
player,201110090nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201110090nyg,nyg,NickHa01,rush_td,0,,,,,
player,201110090nyg,nyg,NickHa01,rush_long,0,,,,,
player,201110090nyg,nyg,NickHa01,targets,7,,,,,
player,201110090nyg,nyg,NickHa01,rec,4,,,,,
player,201110090nyg,nyg,NickHa01,rec_yds,65,,,,,
player,201110090nyg,nyg,NickHa01,rec_td,1,,,,,
player,201110090nyg,nyg,NickHa01,rec_long,19,,,,,
player,201110090nyg,nyg,NickHa01,fumbles,0,,,,,
player,201110090nyg,nyg,NickHa01,fumbles_lost,,,,,,
player,201110090nyg,nyg,MannMa01,pass_cmp,0,,,,,
player,201110090nyg,nyg,MannMa01,pass_att,0,,,,,
player,201110090nyg,nyg,MannMa01,pass_yds,0,,,,,
player,201110090nyg,nyg,MannMa01,pass_td,0,,,,,
player,201110090nyg,nyg,MannMa01,pass_int,0,,,,,
player,201110090nyg,nyg,MannMa01,pass_sacked,0,,,,,
player,201110090nyg,nyg,MannMa01,pass_sacked_yds,0,,,,,
player,201110090nyg,nyg,MannMa01,pass_long,0,,,,,
player,201110090nyg,nyg,MannMa01,pass_rating,,,,,,
player,201110090nyg,nyg,MannMa01,rush_att,0,,,,,
player,201110090nyg,nyg,MannMa01,rush_yds,0,,,,,
player,201110090nyg,nyg,MannMa01,rush_td,0,,,,,
player,201110090nyg,nyg,MannMa01,rush_long,0,,,,,
player,201110090nyg,nyg,MannMa01,targets,9,,,,,
player,201110090nyg,nyg,MannMa01,rec,5,,,,,
player,201110090nyg,nyg,MannMa01,rec_yds,56,,,,,
player,201110090nyg,nyg,MannMa01,rec_td,0,,,,,
player,201110090nyg,nyg,MannMa01,rec_long,17,,,,,
player,201110090nyg,nyg,MannMa01,fumbles,0,,,,,
player,201110090nyg,nyg,MannMa01,fumbles_lost,,,,,,
player,201110090nyg,nyg,PascBe00,pass_cmp,0,,,,,
player,201110090nyg,nyg,PascBe00,pass_att,0,,,,,
player,201110090nyg,nyg,PascBe00,pass_yds,0,,,,,
player,201110090nyg,nyg,PascBe00,pass_td,0,,,,,
player,201110090nyg,nyg,PascBe00,pass_int,0,,,,,
player,201110090nyg,nyg,PascBe00,pass_sacked,0,,,,,
player,201110090nyg,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201110090nyg,nyg,PascBe00,pass_long,0,,,,,
player,201110090nyg,nyg,PascBe00,pass_rating,,,,,,
player,201110090nyg,nyg,PascBe00,rush_att,0,,,,,
player,201110090nyg,nyg,PascBe00,rush_yds,0,,,,,
player,201110090nyg,nyg,PascBe00,rush_td,0,,,,,
player,201110090nyg,nyg,PascBe00,rush_long,0,,,,,
player,201110090nyg,nyg,PascBe00,targets,1,,,,,
player,201110090nyg,nyg,PascBe00,rec,1,,,,,
player,201110090nyg,nyg,PascBe00,rec_yds,17,,,,,
player,201110090nyg,nyg,PascBe00,rec_td,0,,,,,
player,201110090nyg,nyg,PascBe00,rec_long,17,,,,,
player,201110090nyg,nyg,PascBe00,fumbles,0,,,,,
player,201110090nyg,nyg,PascBe00,fumbles_lost,,,,,,
player,201110090nyg,nyg,BeckTr00,pass_cmp,0,,,,,
player,201110090nyg,nyg,BeckTr00,pass_att,0,,,,,
player,201110090nyg,nyg,BeckTr00,pass_yds,0,,,,,
player,201110090nyg,nyg,BeckTr00,pass_td,0,,,,,
player,201110090nyg,nyg,BeckTr00,pass_int,0,,,,,
player,201110090nyg,nyg,BeckTr00,pass_sacked,0,,,,,
player,201110090nyg,nyg,BeckTr00,pass_sacked_yds,0,,,,,
player,201110090nyg,nyg,BeckTr00,pass_long,0,,,,,
player,201110090nyg,nyg,BeckTr00,pass_rating,,,,,,
player,201110090nyg,nyg,BeckTr00,rush_att,0,,,,,
player,201110090nyg,nyg,BeckTr00,rush_yds,0,,,,,
player,201110090nyg,nyg,BeckTr00,rush_td,0,,,,,
player,201110090nyg,nyg,BeckTr00,rush_long,0,,,,,
player,201110090nyg,nyg,BeckTr00,targets,1,,,,,
player,201110090nyg,nyg,BeckTr00,rec,0,,,,,
player,201110090nyg,nyg,BeckTr00,rec_yds,0,,,,,
player,201110090nyg,nyg,BeckTr00,rec_td,0,,,,,
player,201110090nyg,nyg,BeckTr00,rec_long,0,,,,,
player,201110090nyg,nyg,BeckTr00,fumbles,0,,,,,
player,201110090nyg,nyg,BeckTr00,fumbles_lost,,,,,,
player,201110090nyg,sea,BrowBr00,def_int,1,,,,,
player,201110090nyg,sea,BrowBr00,def_int_yds,94,,,,,
player,201110090nyg,sea,BrowBr00,def_int_td,1,,,,,
player,201110090nyg,sea,BrowBr00,def_int_long,94,,,,,
player,201110090nyg,sea,BrowBr00,pass_defended,3,,,,,
player,201110090nyg,sea,BrowBr00,sacks,0.0,,,,,
player,201110090nyg,sea,BrowBr00,tackles_combined,6,,,,,
player,201110090nyg,sea,BrowBr00,tackles_solo,6,,,,,
player,201110090nyg,sea,BrowBr00,tackles_assists,0,,,,,
player,201110090nyg,sea,BrowBr00,tackles_loss,0,,,,,
player,201110090nyg,sea,BrowBr00,qb_hits,0,,,,,
player,201110090nyg,sea,BrowBr00,fumbles_rec,0,,,,,
player,201110090nyg,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201110090nyg,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201110090nyg,sea,BrowBr00,fumbles_forced,0,,,,,
player,201110090nyg,sea,ChanKa99,def_int,1,,,,,
