game,2011,17,20120101,201201010atl,tam,"Tampa Bay Buccaneers",24,atl,"Atlanta Falcons",45
player,201201010atl,tam,MaduMo00,pass_int,0,,,,,
player,201201010atl,tam,MaduMo00,pass_sacked,0,,,,,
player,201201010atl,tam,MaduMo00,pass_sacked_yds,0,,,,,
player,201201010atl,tam,MaduMo00,pass_long,0,,,,,
player,201201010atl,tam,MaduMo00,pass_rating,,,,,,
player,201201010atl,tam,MaduMo00,rush_att,2,,,,,
player,201201010atl,tam,MaduMo00,rush_yds,4,,,,,
player,201201010atl,tam,MaduMo00,rush_td,0,,,,,
player,201201010atl,tam,MaduMo00,rush_long,3,,,,,
player,201201010atl,tam,MaduMo00,targets,3,,,,,
player,201201010atl,tam,MaduMo00,rec,3,,,,,
player,201201010atl,tam,MaduMo00,rec_yds,19,,,,,
player,201201010atl,tam,MaduMo00,rec_td,0,,,,,
player,201201010atl,tam,MaduMo00,rec_long,8,,,,,
player,201201010atl,tam,MaduMo00,fumbles,0,,,,,
player,201201010atl,tam,MaduMo00,fumbles_lost,,,,,,
player,201201010atl,tam,ParkPr00,pass_cmp,0,,,,,
player,201201010atl,tam,ParkPr00,pass_att,0,,,,,
player,201201010atl,tam,ParkPr00,pass_yds,0,,,,,
player,201201010atl,tam,ParkPr00,pass_td,0,,,,,
player,201201010atl,tam,ParkPr00,pass_int,0,,,,,
player,201201010atl,tam,ParkPr00,pass_sacked,0,,,,,
player,201201010atl,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201201010atl,tam,ParkPr00,pass_long,0,,,,,
player,201201010atl,tam,ParkPr00,pass_rating,,,,,,
player,201201010atl,tam,ParkPr00,rush_att,0,,,,,
player,201201010atl,tam,ParkPr00,rush_yds,0,,,,,
player,201201010atl,tam,ParkPr00,rush_td,0,,,,,
player,201201010atl,tam,ParkPr00,rush_long,0,,,,,
player,201201010atl,tam,ParkPr00,targets,6,,,,,
player,201201010atl,tam,ParkPr00,rec,4,,,,,
player,201201010atl,tam,ParkPr00,rec_yds,74,,,,,
player,201201010atl,tam,ParkPr00,rec_td,0,,,,,
player,201201010atl,tam,ParkPr00,rec_long,48,,,,,
player,201201010atl,tam,ParkPr00,fumbles,0,,,,,
player,201201010atl,tam,ParkPr00,fumbles_lost,,,,,,
player,201201010atl,tam,WinsKe01,pass_cmp,0,,,,,
player,201201010atl,tam,WinsKe01,pass_att,0,,,,,
player,201201010atl,tam,WinsKe01,pass_yds,0,,,,,
player,201201010atl,tam,WinsKe01,pass_td,0,,,,,
player,201201010atl,tam,WinsKe01,pass_int,0,,,,,
player,201201010atl,tam,WinsKe01,pass_sacked,0,,,,,
player,201201010atl,tam,WinsKe01,pass_sacked_yds,0,,,,,
player,201201010atl,tam,WinsKe01,pass_long,0,,,,,
player,201201010atl,tam,WinsKe01,pass_rating,,,,,,
player,201201010atl,tam,WinsKe01,rush_att,0,,,,,
player,201201010atl,tam,WinsKe01,rush_yds,0,,,,,
player,201201010atl,tam,WinsKe01,rush_td,0,,,,,
player,201201010atl,tam,WinsKe01,rush_long,0,,,,,
player,201201010atl,tam,WinsKe01,targets,10,,,,,
player,201201010atl,tam,WinsKe01,rec,7,,,,,
player,201201010atl,tam,WinsKe01,rec_yds,56,,,,,
player,201201010atl,tam,WinsKe01,rec_td,0,,,,,
player,201201010atl,tam,WinsKe01,rec_long,22,,,,,
player,201201010atl,tam,WinsKe01,fumbles,1,,,,,
player,201201010atl,tam,WinsKe01,fumbles_lost,0,,,,,
player,201201010atl,tam,BrisDe00,pass_cmp,0,,,,,
player,201201010atl,tam,BrisDe00,pass_att,0,,,,,
player,201201010atl,tam,BrisDe00,pass_yds,0,,,,,
player,201201010atl,tam,BrisDe00,pass_td,0,,,,,
player,201201010atl,tam,BrisDe00,pass_int,0,,,,,
player,201201010atl,tam,BrisDe00,pass_sacked,0,,,,,
player,201201010atl,tam,BrisDe00,pass_sacked_yds,0,,,,,
player,201201010atl,tam,BrisDe00,pass_long,0,,,,,
player,201201010atl,tam,BrisDe00,pass_rating,,,,,,
player,201201010atl,tam,BrisDe00,rush_att,0,,,,,
player,201201010atl,tam,BrisDe00,rush_yds,0,,,,,
player,201201010atl,tam,BrisDe00,rush_td,0,,,,,
player,201201010atl,tam,BrisDe00,rush_long,0,,,,,
player,201201010atl,tam,BrisDe00,targets,11,,,,,
player,201201010atl,tam,BrisDe00,rec,8,,,,,
player,201201010atl,tam,BrisDe00,rec_yds,53,,,,,
player,201201010atl,tam,BrisDe00,rec_td,2,,,,,
player,201201010atl,tam,BrisDe00,rec_long,9,,,,,
player,201201010atl,tam,BrisDe00,fumbles,0,,,,,
player,201201010atl,tam,BrisDe00,fumbles_lost,,,,,,
player,201201010atl,tam,WillMi04,pass_cmp,0,,,,,
player,201201010atl,tam,WillMi04,pass_att,0,,,,,
player,201201010atl,tam,WillMi04,pass_yds,0,,,,,
player,201201010atl,tam,WillMi04,pass_td,0,,,,,
player,201201010atl,tam,WillMi04,pass_int,0,,,,,
player,201201010atl,tam,WillMi04,pass_sacked,0,,,,,
player,201201010atl,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201201010atl,tam,WillMi04,pass_long,0,,,,,
player,201201010atl,tam,WillMi04,pass_rating,,,,,,
player,201201010atl,tam,WillMi04,rush_att,0,,,,,
player,201201010atl,tam,WillMi04,rush_yds,0,,,,,
player,201201010atl,tam,WillMi04,rush_td,0,,,,,
player,201201010atl,tam,WillMi04,rush_long,0,,,,,
player,201201010atl,tam,WillMi04,targets,2,,,,,
player,201201010atl,tam,WillMi04,rec,1,,,,,
player,201201010atl,tam,WillMi04,rec_yds,31,,,,,
player,201201010atl,tam,WillMi04,rec_td,0,,,,,
player,201201010atl,tam,WillMi04,rec_long,31,,,,,
player,201201010atl,tam,WillMi04,fumbles,0,,,,,
player,201201010atl,tam,WillMi04,fumbles_lost,,,,,,
player,201201010atl,tam,LumpKr00,pass_cmp,0,,,,,
player,201201010atl,tam,LumpKr00,pass_att,0,,,,,
player,201201010atl,tam,LumpKr00,pass_yds,0,,,,,
player,201201010atl,tam,LumpKr00,pass_td,0,,,,,
player,201201010atl,tam,LumpKr00,pass_int,0,,,,,
player,201201010atl,tam,LumpKr00,pass_sacked,0,,,,,
player,201201010atl,tam,LumpKr00,pass_sacked_yds,0,,,,,
player,201201010atl,tam,LumpKr00,pass_long,0,,,,,
player,201201010atl,tam,LumpKr00,pass_rating,,,,,,
player,201201010atl,tam,LumpKr00,rush_att,2,,,,,
player,201201010atl,tam,LumpKr00,rush_yds,0,,,,,
player,201201010atl,tam,LumpKr00,rush_td,0,,,,,
player,201201010atl,tam,LumpKr00,rush_long,2,,,,,
player,201201010atl,tam,LumpKr00,targets,7,,,,,
player,201201010atl,tam,LumpKr00,rec,5,,,,,
player,201201010atl,tam,LumpKr00,rec_yds,27,,,,,
player,201201010atl,tam,LumpKr00,rec_td,0,,,,,
player,201201010atl,tam,LumpKr00,rec_long,12,,,,,
player,201201010atl,tam,LumpKr00,fumbles,0,,,,,
player,201201010atl,tam,LumpKr00,fumbles_lost,,,,,,
player,201201010atl,atl,RedmCh00,pass_cmp,7,,,,,
player,201201010atl,atl,RedmCh00,pass_att,12,,,,,
player,201201010atl,atl,RedmCh00,pass_yds,71,,,,,
player,201201010atl,atl,RedmCh00,pass_td,0,,,,,
player,201201010atl,atl,RedmCh00,pass_int,1,,,,,
player,201201010atl,atl,RedmCh00,pass_sacked,0,,,,,
player,201201010atl,atl,RedmCh00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,RedmCh00,pass_long,18,,,,,
player,201201010atl,atl,RedmCh00,pass_rating,40.6,,,,,
player,201201010atl,atl,RedmCh00,rush_att,3,,,,,
player,201201010atl,atl,RedmCh00,rush_yds,-4,,,,,
player,201201010atl,atl,RedmCh00,rush_td,0,,,,,
player,201201010atl,atl,RedmCh00,rush_long,-1,,,,,
player,201201010atl,atl,RedmCh00,targets,0,,,,,
player,201201010atl,atl,RedmCh00,rec,0,,,,,
player,201201010atl,atl,RedmCh00,rec_yds,0,,,,,
player,201201010atl,atl,RedmCh00,rec_td,0,,,,,
player,201201010atl,atl,RedmCh00,rec_long,0,,,,,
player,201201010atl,atl,RedmCh00,fumbles,0,,,,,
player,201201010atl,atl,RedmCh00,fumbles_lost,,,,,,
player,201201010atl,atl,RyanMa00,pass_cmp,6,,,,,
player,201201010atl,atl,RyanMa00,pass_att,9,,,,,
player,201201010atl,atl,RyanMa00,pass_yds,106,,,,,
player,201201010atl,atl,RyanMa00,pass_td,2,,,,,
player,201201010atl,atl,RyanMa00,pass_int,0,,,,,
player,201201010atl,atl,RyanMa00,pass_sacked,0,,,,,
player,201201010atl,atl,RyanMa00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,RyanMa00,pass_long,48,,,,,
player,201201010atl,atl,RyanMa00,pass_rating,146.3,,,,,
player,201201010atl,atl,RyanMa00,rush_att,0,,,,,
player,201201010atl,atl,RyanMa00,rush_yds,0,,,,,
player,201201010atl,atl,RyanMa00,rush_td,0,,,,,
player,201201010atl,atl,RyanMa00,rush_long,0,,,,,
player,201201010atl,atl,RyanMa00,targets,0,,,,,
player,201201010atl,atl,RyanMa00,rec,0,,,,,
player,201201010atl,atl,RyanMa00,rec_yds,0,,,,,
player,201201010atl,atl,RyanMa00,rec_td,0,,,,,
player,201201010atl,atl,RyanMa00,rec_long,0,,,,,
player,201201010atl,atl,RyanMa00,fumbles,0,,,,,
player,201201010atl,atl,RyanMa00,fumbles_lost,,,,,,
player,201201010atl,atl,TurnMi00,pass_cmp,0,,,,,
player,201201010atl,atl,TurnMi00,pass_att,0,,,,,
player,201201010atl,atl,TurnMi00,pass_yds,0,,,,,
player,201201010atl,atl,TurnMi00,pass_td,0,,,,,
player,201201010atl,atl,TurnMi00,pass_int,0,,,,,
player,201201010atl,atl,TurnMi00,pass_sacked,0,,,,,
player,201201010atl,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,TurnMi00,pass_long,0,,,,,
player,201201010atl,atl,TurnMi00,pass_rating,,,,,,
player,201201010atl,atl,TurnMi00,rush_att,17,,,,,
player,201201010atl,atl,TurnMi00,rush_yds,172,,,,,
player,201201010atl,atl,TurnMi00,rush_td,2,,,,,
player,201201010atl,atl,TurnMi00,rush_long,81,,,,,
player,201201010atl,atl,TurnMi00,targets,1,,,,,
player,201201010atl,atl,TurnMi00,rec,0,,,,,
player,201201010atl,atl,TurnMi00,rec_yds,0,,,,,
player,201201010atl,atl,TurnMi00,rec_td,0,,,,,
player,201201010atl,atl,TurnMi00,rec_long,0,,,,,
player,201201010atl,atl,TurnMi00,fumbles,0,,,,,
player,201201010atl,atl,TurnMi00,fumbles_lost,,,,,,
player,201201010atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201201010atl,atl,SnelJa00,pass_att,0,,,,,
player,201201010atl,atl,SnelJa00,pass_yds,0,,,,,
player,201201010atl,atl,SnelJa00,pass_td,0,,,,,
player,201201010atl,atl,SnelJa00,pass_int,0,,,,,
player,201201010atl,atl,SnelJa00,pass_sacked,0,,,,,
player,201201010atl,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,SnelJa00,pass_long,0,,,,,
player,201201010atl,atl,SnelJa00,pass_rating,,,,,,
player,201201010atl,atl,SnelJa00,rush_att,9,,,,,
player,201201010atl,atl,SnelJa00,rush_yds,50,,,,,
player,201201010atl,atl,SnelJa00,rush_td,0,,,,,
player,201201010atl,atl,SnelJa00,rush_long,18,,,,,
player,201201010atl,atl,SnelJa00,targets,1,,,,,
player,201201010atl,atl,SnelJa00,rec,1,,,,,
player,201201010atl,atl,SnelJa00,rec_yds,4,,,,,
player,201201010atl,atl,SnelJa00,rec_td,0,,,,,
player,201201010atl,atl,SnelJa00,rec_long,4,,,,,
player,201201010atl,atl,SnelJa00,fumbles,0,,,,,
player,201201010atl,atl,SnelJa00,fumbles_lost,,,,,,
player,201201010atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201201010atl,atl,RodgJa00,pass_att,0,,,,,
player,201201010atl,atl,RodgJa00,pass_yds,0,,,,,
player,201201010atl,atl,RodgJa00,pass_td,0,,,,,
player,201201010atl,atl,RodgJa00,pass_int,0,,,,,
player,201201010atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201201010atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,RodgJa00,pass_long,0,,,,,
player,201201010atl,atl,RodgJa00,pass_rating,,,,,,
player,201201010atl,atl,RodgJa00,rush_att,8,,,,,
player,201201010atl,atl,RodgJa00,rush_yds,24,,,,,
player,201201010atl,atl,RodgJa00,rush_td,1,,,,,
player,201201010atl,atl,RodgJa00,rush_long,12,,,,,
player,201201010atl,atl,RodgJa00,targets,1,,,,,
player,201201010atl,atl,RodgJa00,rec,1,,,,,
player,201201010atl,atl,RodgJa00,rec_yds,5,,,,,
player,201201010atl,atl,RodgJa00,rec_td,0,,,,,
player,201201010atl,atl,RodgJa00,rec_long,5,,,,,
player,201201010atl,atl,RodgJa00,fumbles,1,,,,,
player,201201010atl,atl,RodgJa00,fumbles_lost,1,,,,,
player,201201010atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201201010atl,atl,JoneJu02,pass_att,0,,,,,
player,201201010atl,atl,JoneJu02,pass_yds,0,,,,,
player,201201010atl,atl,JoneJu02,pass_td,0,,,,,
player,201201010atl,atl,JoneJu02,pass_int,0,,,,,
player,201201010atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201201010atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201201010atl,atl,JoneJu02,pass_long,0,,,,,
player,201201010atl,atl,JoneJu02,pass_rating,,,,,,
player,201201010atl,atl,JoneJu02,rush_att,1,,,,,
player,201201010atl,atl,JoneJu02,rush_yds,9,,,,,
player,201201010atl,atl,JoneJu02,rush_td,0,,,,,
player,201201010atl,atl,JoneJu02,rush_long,9,,,,,
player,201201010atl,atl,JoneJu02,targets,5,,,,,
player,201201010atl,atl,JoneJu02,rec,4,,,,,
player,201201010atl,atl,JoneJu02,rec_yds,76,,,,,
player,201201010atl,atl,JoneJu02,rec_td,2,,,,,
player,201201010atl,atl,JoneJu02,rec_long,48,,,,,
player,201201010atl,atl,JoneJu02,fumbles,0,,,,,
player,201201010atl,atl,JoneJu02,fumbles_lost,,,,,,
player,201201010atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201201010atl,atl,WhitRo00,pass_att,0,,,,,
player,201201010atl,atl,WhitRo00,pass_yds,0,,,,,
player,201201010atl,atl,WhitRo00,pass_td,0,,,,,
player,201201010atl,atl,WhitRo00,pass_int,0,,,,,
player,201201010atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201201010atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,WhitRo00,pass_long,0,,,,,
player,201201010atl,atl,WhitRo00,pass_rating,,,,,,
player,201201010atl,atl,WhitRo00,rush_att,0,,,,,
player,201201010atl,atl,WhitRo00,rush_yds,0,,,,,
player,201201010atl,atl,WhitRo00,rush_td,0,,,,,
player,201201010atl,atl,WhitRo00,rush_long,0,,,,,
player,201201010atl,atl,WhitRo00,targets,9,,,,,
player,201201010atl,atl,WhitRo00,rec,4,,,,,
player,201201010atl,atl,WhitRo00,rec_yds,69,,,,,
player,201201010atl,atl,WhitRo00,rec_td,0,,,,,
player,201201010atl,atl,WhitRo00,rec_long,23,,,,,
player,201201010atl,atl,WhitRo00,fumbles,0,,,,,
player,201201010atl,atl,WhitRo00,fumbles_lost,,,,,,
player,201201010atl,atl,WeemEr00,pass_cmp,0,,,,,
player,201201010atl,atl,WeemEr00,pass_att,0,,,,,
player,201201010atl,atl,WeemEr00,pass_yds,0,,,,,
player,201201010atl,atl,WeemEr00,pass_td,0,,,,,
player,201201010atl,atl,WeemEr00,pass_int,0,,,,,
player,201201010atl,atl,WeemEr00,pass_sacked,0,,,,,
player,201201010atl,atl,WeemEr00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,WeemEr00,pass_long,0,,,,,
player,201201010atl,atl,WeemEr00,pass_rating,,,,,,
player,201201010atl,atl,WeemEr00,rush_att,0,,,,,
player,201201010atl,atl,WeemEr00,rush_yds,0,,,,,
player,201201010atl,atl,WeemEr00,rush_td,0,,,,,
player,201201010atl,atl,WeemEr00,rush_long,0,,,,,
player,201201010atl,atl,WeemEr00,targets,1,,,,,
player,201201010atl,atl,WeemEr00,rec,1,,,,,
player,201201010atl,atl,WeemEr00,rec_yds,8,,,,,
player,201201010atl,atl,WeemEr00,rec_td,0,,,,,
player,201201010atl,atl,WeemEr00,rec_long,8,,,,,
player,201201010atl,atl,WeemEr00,fumbles,0,,,,,
player,201201010atl,atl,WeemEr00,fumbles_lost,,,,,,
player,201201010atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201201010atl,atl,GonzTo00,pass_att,0,,,,,
player,201201010atl,atl,GonzTo00,pass_yds,0,,,,,
player,201201010atl,atl,GonzTo00,pass_td,0,,,,,
player,201201010atl,atl,GonzTo00,pass_int,0,,,,,
player,201201010atl,atl,GonzTo00,pass_sacked,0,,,,,
player,201201010atl,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,GonzTo00,pass_long,0,,,,,
player,201201010atl,atl,GonzTo00,pass_rating,,,,,,
player,201201010atl,atl,GonzTo00,rush_att,0,,,,,
player,201201010atl,atl,GonzTo00,rush_yds,0,,,,,
player,201201010atl,atl,GonzTo00,rush_td,0,,,,,
player,201201010atl,atl,GonzTo00,rush_long,0,,,,,
player,201201010atl,atl,GonzTo00,targets,1,,,,,
player,201201010atl,atl,GonzTo00,rec,1,,,,,
player,201201010atl,atl,GonzTo00,rec_yds,8,,,,,
player,201201010atl,atl,GonzTo00,rec_td,0,,,,,
player,201201010atl,atl,GonzTo00,rec_long,8,,,,,
player,201201010atl,atl,GonzTo00,fumbles,0,,,,,
player,201201010atl,atl,GonzTo00,fumbles_lost,,,,,,
player,201201010atl,atl,PalmMi00,pass_cmp,0,,,,,
player,201201010atl,atl,PalmMi00,pass_att,0,,,,,
player,201201010atl,atl,PalmMi00,pass_yds,0,,,,,
player,201201010atl,atl,PalmMi00,pass_td,0,,,,,
player,201201010atl,atl,PalmMi00,pass_int,0,,,,,
player,201201010atl,atl,PalmMi00,pass_sacked,0,,,,,
player,201201010atl,atl,PalmMi00,pass_sacked_yds,0,,,,,
player,201201010atl,atl,PalmMi00,pass_long,0,,,,,
player,201201010atl,atl,PalmMi00,pass_rating,,,,,,
player,201201010atl,atl,PalmMi00,rush_att,0,,,,,
player,201201010atl,atl,PalmMi00,rush_yds,0,,,,,
player,201201010atl,atl,PalmMi00,rush_td,0,,,,,
player,201201010atl,atl,PalmMi00,rush_long,0,,,,,
player,201201010atl,atl,PalmMi00,targets,2,,,,,
player,201201010atl,atl,PalmMi00,rec,1,,,,,
player,201201010atl,atl,PalmMi00,rec_yds,7,,,,,
player,201201010atl,atl,PalmMi00,rec_td,0,,,,,
player,201201010atl,atl,PalmMi00,rec_long,7,,,,,
player,201201010atl,atl,PalmMi00,fumbles,0,,,,,
player,201201010atl,atl,PalmMi00,fumbles_lost,,,,,,
player,201201010atl,tam,MackEl20,def_int,1,,,,,
player,201201010atl,tam,MackEl20,def_int_yds,40,,,,,
player,201201010atl,tam,MackEl20,def_int_td,1,,,,,
player,201201010atl,tam,MackEl20,def_int_long,40,,,,,
player,201201010atl,tam,MackEl20,pass_defended,1,,,,,
player,201201010atl,tam,MackEl20,sacks,0.0,,,,,
player,201201010atl,tam,MackEl20,tackles_combined,5,,,,,
player,201201010atl,tam,MackEl20,tackles_solo,3,,,,,
player,201201010atl,tam,MackEl20,tackles_assists,2,,,,,
player,201201010atl,tam,MackEl20,tackles_loss,0,,,,,
player,201201010atl,tam,MackEl20,qb_hits,0,,,,,
player,201201010atl,tam,MackEl20,fumbles_rec,0,,,,,
player,201201010atl,tam,MackEl20,fumbles_rec_yds,0,,,,,
player,201201010atl,tam,MackEl20,fumbles_rec_td,0,,,,,
player,201201010atl,tam,MackEl20,fumbles_forced,0,,,,,
player,201201010atl,tam,AsanLa99,def_int,0,,,,,
player,201201010atl,tam,AsanLa99,def_int_yds,0,,,,,
player,201201010atl,tam,AsanLa99,def_int_td,0,,,,,
player,201201010atl,tam,AsanLa99,def_int_long,0,,,,,
player,201201010atl,tam,AsanLa99,pass_defended,0,,,,,
player,201201010atl,tam,AsanLa99,sacks,0.0,,,,,
player,201201010atl,tam,AsanLa99,tackles_combined,8,,,,,
player,201201010atl,tam,AsanLa99,tackles_solo,7,,,,,
player,201201010atl,tam,AsanLa99,tackles_assists,1,,,,,
player,201201010atl,tam,AsanLa99,tackles_loss,0,,,,,
player,201201010atl,tam,AsanLa99,qb_hits,0,,,,,
player,201201010atl,tam,AsanLa99,fumbles_rec,0,,,,,
player,201201010atl,tam,AsanLa99,fumbles_rec_yds,0,,,,,
player,201201010atl,tam,AsanLa99,fumbles_rec_td,0,,,,,
player,201201010atl,tam,AsanLa99,fumbles_forced,1,,,,,
player,201201010atl,tam,FostMa00,def_int,0,,,,,
player,201201010atl,tam,FostMa00,def_int_yds,0,,,,,
player,201201010atl,tam,FostMa00,def_int_td,0,,,,,
player,201201010atl,tam,FostMa00,def_int_long,0,,,,,
player,201201010atl,tam,FostMa00,pass_defended,0,,,,,
player,201201010atl,tam,FostMa00,sacks,0.0,,,,,
player,201201010atl,tam,FostMa00,tackles_combined,6,,,,,
player,201201010atl,tam,FostMa00,tackles_solo,4,,,,,
player,201201010atl,tam,FostMa00,tackles_assists,2,,,,,
player,201201010atl,tam,FostMa00,tackles_loss,1,,,,,
player,201201010atl,tam,FostMa00,qb_hits,0,,,,,
player,201201010atl,tam,FostMa00,fumbles_rec,0,,,,,
player,201201010atl,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201201010atl,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201201010atl,tam,FostMa00,fumbles_forced,0,,,,,
player,201201010atl,tam,BarbRo00,def_int,0,,,,,
player,201201010atl,tam,BarbRo00,def_int_yds,0,,,,,
player,201201010atl,tam,BarbRo00,def_int_td,0,,,,,
player,201201010atl,tam,BarbRo00,def_int_long,0,,,,,
player,201201010atl,tam,BarbRo00,pass_defended,0,,,,,
