game,2011,10,20111113,201111130phi,crd,"Arizona Cardinals",21,phi,"Philadelphia Eagles",17
player,201111130phi,phi,VickMi00,rec_long,0,,,,,
player,201111130phi,phi,VickMi00,fumbles,0,,,,,
player,201111130phi,phi,VickMi00,fumbles_lost,,,,,,
player,201111130phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201111130phi,phi,McCoLe01,pass_att,0,,,,,
player,201111130phi,phi,McCoLe01,pass_yds,0,,,,,
player,201111130phi,phi,McCoLe01,pass_td,0,,,,,
player,201111130phi,phi,McCoLe01,pass_int,0,,,,,
player,201111130phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201111130phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201111130phi,phi,McCoLe01,pass_long,0,,,,,
player,201111130phi,phi,McCoLe01,pass_rating,,,,,,
player,201111130phi,phi,McCoLe01,rush_att,14,,,,,
player,201111130phi,phi,McCoLe01,rush_yds,81,,,,,
player,201111130phi,phi,McCoLe01,rush_td,1,,,,,
player,201111130phi,phi,McCoLe01,rush_long,29,,,,,
player,201111130phi,phi,McCoLe01,targets,5,,,,,
player,201111130phi,phi,McCoLe01,rec,3,,,,,
player,201111130phi,phi,McCoLe01,rec_yds,12,,,,,
player,201111130phi,phi,McCoLe01,rec_td,0,,,,,
player,201111130phi,phi,McCoLe01,rec_long,9,,,,,
player,201111130phi,phi,McCoLe01,fumbles,0,,,,,
player,201111130phi,phi,McCoLe01,fumbles_lost,,,,,,
player,201111130phi,phi,BrowRo05,pass_cmp,0,,,,,
player,201111130phi,phi,BrowRo05,pass_att,0,,,,,
player,201111130phi,phi,BrowRo05,pass_yds,0,,,,,
player,201111130phi,phi,BrowRo05,pass_td,0,,,,,
player,201111130phi,phi,BrowRo05,pass_int,0,,,,,
player,201111130phi,phi,BrowRo05,pass_sacked,0,,,,,
player,201111130phi,phi,BrowRo05,pass_sacked_yds,0,,,,,
player,201111130phi,phi,BrowRo05,pass_long,0,,,,,
player,201111130phi,phi,BrowRo05,pass_rating,,,,,,
player,201111130phi,phi,BrowRo05,rush_att,1,,,,,
player,201111130phi,phi,BrowRo05,rush_yds,4,,,,,
player,201111130phi,phi,BrowRo05,rush_td,0,,,,,
player,201111130phi,phi,BrowRo05,rush_long,4,,,,,
player,201111130phi,phi,BrowRo05,targets,0,,,,,
player,201111130phi,phi,BrowRo05,rec,0,,,,,
player,201111130phi,phi,BrowRo05,rec_yds,0,,,,,
player,201111130phi,phi,BrowRo05,rec_td,0,,,,,
player,201111130phi,phi,BrowRo05,rec_long,0,,,,,
player,201111130phi,phi,BrowRo05,fumbles,0,,,,,
player,201111130phi,phi,BrowRo05,fumbles_lost,,,,,,
player,201111130phi,phi,LewiDi00,pass_cmp,0,,,,,
player,201111130phi,phi,LewiDi00,pass_att,0,,,,,
player,201111130phi,phi,LewiDi00,pass_yds,0,,,,,
player,201111130phi,phi,LewiDi00,pass_td,0,,,,,
player,201111130phi,phi,LewiDi00,pass_int,0,,,,,
player,201111130phi,phi,LewiDi00,pass_sacked,0,,,,,
player,201111130phi,phi,LewiDi00,pass_sacked_yds,0,,,,,
player,201111130phi,phi,LewiDi00,pass_long,0,,,,,
player,201111130phi,phi,LewiDi00,pass_rating,,,,,,
player,201111130phi,phi,LewiDi00,rush_att,1,,,,,
player,201111130phi,phi,LewiDi00,rush_yds,2,,,,,
player,201111130phi,phi,LewiDi00,rush_td,0,,,,,
player,201111130phi,phi,LewiDi00,rush_long,2,,,,,
player,201111130phi,phi,LewiDi00,targets,0,,,,,
player,201111130phi,phi,LewiDi00,rec,0,,,,,
player,201111130phi,phi,LewiDi00,rec_yds,0,,,,,
player,201111130phi,phi,LewiDi00,rec_td,0,,,,,
player,201111130phi,phi,LewiDi00,rec_long,0,,,,,
player,201111130phi,phi,LewiDi00,fumbles,0,,,,,
player,201111130phi,phi,LewiDi00,fumbles_lost,,,,,,
player,201111130phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201111130phi,phi,CeleBr00,pass_att,0,,,,,
player,201111130phi,phi,CeleBr00,pass_yds,0,,,,,
player,201111130phi,phi,CeleBr00,pass_td,0,,,,,
player,201111130phi,phi,CeleBr00,pass_int,0,,,,,
player,201111130phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201111130phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201111130phi,phi,CeleBr00,pass_long,0,,,,,
player,201111130phi,phi,CeleBr00,pass_rating,,,,,,
player,201111130phi,phi,CeleBr00,rush_att,0,,,,,
player,201111130phi,phi,CeleBr00,rush_yds,0,,,,,
player,201111130phi,phi,CeleBr00,rush_td,0,,,,,
player,201111130phi,phi,CeleBr00,rush_long,0,,,,,
player,201111130phi,phi,CeleBr00,targets,7,,,,,
player,201111130phi,phi,CeleBr00,rec,4,,,,,
player,201111130phi,phi,CeleBr00,rec_yds,53,,,,,
player,201111130phi,phi,CeleBr00,rec_td,0,,,,,
player,201111130phi,phi,CeleBr00,rec_long,20,,,,,
player,201111130phi,phi,CeleBr00,fumbles,0,,,,,
player,201111130phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201111130phi,phi,SmitSt02,pass_cmp,0,,,,,
player,201111130phi,phi,SmitSt02,pass_att,0,,,,,
player,201111130phi,phi,SmitSt02,pass_yds,0,,,,,
player,201111130phi,phi,SmitSt02,pass_td,0,,,,,
player,201111130phi,phi,SmitSt02,pass_int,0,,,,,
player,201111130phi,phi,SmitSt02,pass_sacked,0,,,,,
player,201111130phi,phi,SmitSt02,pass_sacked_yds,0,,,,,
player,201111130phi,phi,SmitSt02,pass_long,0,,,,,
player,201111130phi,phi,SmitSt02,pass_rating,,,,,,
player,201111130phi,phi,SmitSt02,rush_att,0,,,,,
player,201111130phi,phi,SmitSt02,rush_yds,0,,,,,
player,201111130phi,phi,SmitSt02,rush_td,0,,,,,
player,201111130phi,phi,SmitSt02,rush_long,0,,,,,
player,201111130phi,phi,SmitSt02,targets,10,,,,,
player,201111130phi,phi,SmitSt02,rec,5,,,,,
player,201111130phi,phi,SmitSt02,rec_yds,47,,,,,
player,201111130phi,phi,SmitSt02,rec_td,0,,,,,
player,201111130phi,phi,SmitSt02,rec_long,19,,,,,
player,201111130phi,phi,SmitSt02,fumbles,1,,,,,
player,201111130phi,phi,SmitSt02,fumbles_lost,0,,,,,
player,201111130phi,phi,SchmOw00,pass_cmp,0,,,,,
player,201111130phi,phi,SchmOw00,pass_att,0,,,,,
player,201111130phi,phi,SchmOw00,pass_yds,0,,,,,
player,201111130phi,phi,SchmOw00,pass_td,0,,,,,
player,201111130phi,phi,SchmOw00,pass_int,0,,,,,
player,201111130phi,phi,SchmOw00,pass_sacked,0,,,,,
player,201111130phi,phi,SchmOw00,pass_sacked_yds,0,,,,,
player,201111130phi,phi,SchmOw00,pass_long,0,,,,,
player,201111130phi,phi,SchmOw00,pass_rating,,,,,,
player,201111130phi,phi,SchmOw00,rush_att,0,,,,,
player,201111130phi,phi,SchmOw00,rush_yds,0,,,,,
player,201111130phi,phi,SchmOw00,rush_td,0,,,,,
player,201111130phi,phi,SchmOw00,rush_long,0,,,,,
player,201111130phi,phi,SchmOw00,targets,1,,,,,
player,201111130phi,phi,SchmOw00,rec,1,,,,,
player,201111130phi,phi,SchmOw00,rec_yds,8,,,,,
player,201111130phi,phi,SchmOw00,rec_td,0,,,,,
player,201111130phi,phi,SchmOw00,rec_long,8,,,,,
player,201111130phi,phi,SchmOw00,fumbles,0,,,,,
player,201111130phi,phi,SchmOw00,fumbles_lost,,,,,,
player,201111130phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201111130phi,phi,MaclJe00,pass_att,0,,,,,
player,201111130phi,phi,MaclJe00,pass_yds,0,,,,,
player,201111130phi,phi,MaclJe00,pass_td,0,,,,,
player,201111130phi,phi,MaclJe00,pass_int,0,,,,,
player,201111130phi,phi,MaclJe00,pass_sacked,0,,,,,
player,201111130phi,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201111130phi,phi,MaclJe00,pass_long,0,,,,,
player,201111130phi,phi,MaclJe00,pass_rating,,,,,,
player,201111130phi,phi,MaclJe00,rush_att,0,,,,,
player,201111130phi,phi,MaclJe00,rush_yds,0,,,,,
player,201111130phi,phi,MaclJe00,rush_td,0,,,,,
player,201111130phi,phi,MaclJe00,rush_long,0,,,,,
player,201111130phi,phi,MaclJe00,targets,5,,,,,
player,201111130phi,phi,MaclJe00,rec,2,,,,,
player,201111130phi,phi,MaclJe00,rec_yds,6,,,,,
player,201111130phi,phi,MaclJe00,rec_td,0,,,,,
player,201111130phi,phi,MaclJe00,rec_long,6,,,,,
player,201111130phi,phi,MaclJe00,fumbles,0,,,,,
player,201111130phi,phi,MaclJe00,fumbles_lost,,,,,,
player,201111130phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201111130phi,phi,AvanJa00,pass_att,0,,,,,
player,201111130phi,phi,AvanJa00,pass_yds,0,,,,,
player,201111130phi,phi,AvanJa00,pass_td,0,,,,,
player,201111130phi,phi,AvanJa00,pass_int,0,,,,,
player,201111130phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201111130phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201111130phi,phi,AvanJa00,pass_long,0,,,,,
player,201111130phi,phi,AvanJa00,pass_rating,,,,,,
player,201111130phi,phi,AvanJa00,rush_att,0,,,,,
player,201111130phi,phi,AvanJa00,rush_yds,0,,,,,
player,201111130phi,phi,AvanJa00,rush_td,0,,,,,
player,201111130phi,phi,AvanJa00,rush_long,0,,,,,
player,201111130phi,phi,AvanJa00,targets,1,,,,,
player,201111130phi,phi,AvanJa00,rec,1,,,,,
player,201111130phi,phi,AvanJa00,rec_yds,2,,,,,
player,201111130phi,phi,AvanJa00,rec_td,0,,,,,
player,201111130phi,phi,AvanJa00,rec_long,2,,,,,
player,201111130phi,phi,AvanJa00,fumbles,0,,,,,
player,201111130phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201111130phi,phi,HarbCl00,pass_cmp,0,,,,,
player,201111130phi,phi,HarbCl00,pass_att,0,,,,,
player,201111130phi,phi,HarbCl00,pass_yds,0,,,,,
player,201111130phi,phi,HarbCl00,pass_td,0,,,,,
player,201111130phi,phi,HarbCl00,pass_int,0,,,,,
player,201111130phi,phi,HarbCl00,pass_sacked,0,,,,,
player,201111130phi,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201111130phi,phi,HarbCl00,pass_long,0,,,,,
player,201111130phi,phi,HarbCl00,pass_rating,,,,,,
player,201111130phi,phi,HarbCl00,rush_att,0,,,,,
player,201111130phi,phi,HarbCl00,rush_yds,0,,,,,
player,201111130phi,phi,HarbCl00,rush_td,0,,,,,
player,201111130phi,phi,HarbCl00,rush_long,0,,,,,
player,201111130phi,phi,HarbCl00,targets,1,,,,,
player,201111130phi,phi,HarbCl00,rec,0,,,,,
player,201111130phi,phi,HarbCl00,rec_yds,0,,,,,
player,201111130phi,phi,HarbCl00,rec_td,0,,,,,
player,201111130phi,phi,HarbCl00,rec_long,0,,,,,
player,201111130phi,phi,HarbCl00,fumbles,0,,,,,
player,201111130phi,phi,HarbCl00,fumbles_lost,,,,,,
player,201111130phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201111130phi,phi,CoopRi00,pass_att,0,,,,,
player,201111130phi,phi,CoopRi00,pass_yds,0,,,,,
player,201111130phi,phi,CoopRi00,pass_td,0,,,,,
player,201111130phi,phi,CoopRi00,pass_int,0,,,,,
player,201111130phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201111130phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201111130phi,phi,CoopRi00,pass_long,0,,,,,
player,201111130phi,phi,CoopRi00,pass_rating,,,,,,
player,201111130phi,phi,CoopRi00,rush_att,0,,,,,
player,201111130phi,phi,CoopRi00,rush_yds,0,,,,,
player,201111130phi,phi,CoopRi00,rush_td,0,,,,,
player,201111130phi,phi,CoopRi00,rush_long,0,,,,,
player,201111130phi,phi,CoopRi00,targets,2,,,,,
player,201111130phi,phi,CoopRi00,rec,0,,,,,
player,201111130phi,phi,CoopRi00,rec_yds,0,,,,,
player,201111130phi,phi,CoopRi00,rec_td,0,,,,,
player,201111130phi,phi,CoopRi00,rec_long,0,,,,,
player,201111130phi,phi,CoopRi00,fumbles,0,,,,,
player,201111130phi,phi,CoopRi00,fumbles_lost,,,,,,
player,201111130phi,crd,CampCa99,def_int,1,,,,,
player,201111130phi,crd,CampCa99,def_int_yds,0,,,,,
player,201111130phi,crd,CampCa99,def_int_td,0,,,,,
player,201111130phi,crd,CampCa99,def_int_long,0,,,,,
player,201111130phi,crd,CampCa99,pass_defended,2,,,,,
player,201111130phi,crd,CampCa99,sacks,0.0,,,,,
player,201111130phi,crd,CampCa99,tackles_combined,2,,,,,
player,201111130phi,crd,CampCa99,tackles_solo,2,,,,,
player,201111130phi,crd,CampCa99,tackles_assists,0,,,,,
player,201111130phi,crd,CampCa99,tackles_loss,0,,,,,
player,201111130phi,crd,CampCa99,qb_hits,0,,,,,
player,201111130phi,crd,CampCa99,fumbles_rec,0,,,,,
player,201111130phi,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201111130phi,crd,CampCa99,fumbles_rec_td,0,,,,,
