game,2011,9,20111106,201111060sdg,gnb,"Green Bay Packers",45,sdg,"San Diego Chargers",38
player,201111060sdg,gnb,HawkA.20,sacks,0.0,,,,,
player,201111060sdg,gnb,HawkA.20,tackles_combined,7,,,,,
player,201111060sdg,gnb,HawkA.20,tackles_solo,6,,,,,
player,201111060sdg,gnb,HawkA.20,tackles_assists,1,,,,,
player,201111060sdg,gnb,HawkA.20,tackles_loss,0,,,,,
player,201111060sdg,gnb,HawkA.20,qb_hits,0,,,,,
player,201111060sdg,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201111060sdg,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201111060sdg,gnb,WoodCh00,def_int,0,,,,,
player,201111060sdg,gnb,WoodCh00,def_int_yds,0,,,,,
player,201111060sdg,gnb,WoodCh00,def_int_td,0,,,,,
player,201111060sdg,gnb,WoodCh00,def_int_long,0,,,,,
player,201111060sdg,gnb,WoodCh00,pass_defended,0,,,,,
player,201111060sdg,gnb,WoodCh00,sacks,0.0,,,,,
player,201111060sdg,gnb,WoodCh00,tackles_combined,7,,,,,
player,201111060sdg,gnb,WoodCh00,tackles_solo,6,,,,,
player,201111060sdg,gnb,WoodCh00,tackles_assists,1,,,,,
player,201111060sdg,gnb,WoodCh00,tackles_loss,0,,,,,
player,201111060sdg,gnb,WoodCh00,qb_hits,0,,,,,
player,201111060sdg,gnb,WoodCh00,fumbles_rec,0,,,,,
player,201111060sdg,gnb,WoodCh00,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,WoodCh00,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,WoodCh00,fumbles_forced,1,,,,,
player,201111060sdg,gnb,PickRy20,def_int,0,,,,,
player,201111060sdg,gnb,PickRy20,def_int_yds,0,,,,,
player,201111060sdg,gnb,PickRy20,def_int_td,0,,,,,
player,201111060sdg,gnb,PickRy20,def_int_long,0,,,,,
player,201111060sdg,gnb,PickRy20,pass_defended,1,,,,,
player,201111060sdg,gnb,PickRy20,sacks,0.0,,,,,
player,201111060sdg,gnb,PickRy20,tackles_combined,3,,,,,
player,201111060sdg,gnb,PickRy20,tackles_solo,3,,,,,
player,201111060sdg,gnb,PickRy20,tackles_assists,0,,,,,
player,201111060sdg,gnb,PickRy20,tackles_loss,0,,,,,
player,201111060sdg,gnb,PickRy20,qb_hits,0,,,,,
player,201111060sdg,gnb,PickRy20,fumbles_rec,0,,,,,
player,201111060sdg,gnb,PickRy20,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,PickRy20,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,PickRy20,fumbles_forced,0,,,,,
player,201111060sdg,gnb,ShieSa00,def_int,0,,,,,
player,201111060sdg,gnb,ShieSa00,def_int_yds,0,,,,,
player,201111060sdg,gnb,ShieSa00,def_int_td,0,,,,,
player,201111060sdg,gnb,ShieSa00,def_int_long,0,,,,,
player,201111060sdg,gnb,ShieSa00,pass_defended,1,,,,,
player,201111060sdg,gnb,ShieSa00,sacks,0.0,,,,,
player,201111060sdg,gnb,ShieSa00,tackles_combined,3,,,,,
player,201111060sdg,gnb,ShieSa00,tackles_solo,3,,,,,
player,201111060sdg,gnb,ShieSa00,tackles_assists,0,,,,,
player,201111060sdg,gnb,ShieSa00,tackles_loss,0,,,,,
player,201111060sdg,gnb,ShieSa00,qb_hits,0,,,,,
player,201111060sdg,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201111060sdg,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201111060sdg,gnb,BurnMo99,def_int,0,,,,,
player,201111060sdg,gnb,BurnMo99,def_int_yds,0,,,,,
player,201111060sdg,gnb,BurnMo99,def_int_td,0,,,,,
player,201111060sdg,gnb,BurnMo99,def_int_long,0,,,,,
player,201111060sdg,gnb,BurnMo99,pass_defended,1,,,,,
player,201111060sdg,gnb,BurnMo99,sacks,0.0,,,,,
player,201111060sdg,gnb,BurnMo99,tackles_combined,2,,,,,
player,201111060sdg,gnb,BurnMo99,tackles_solo,2,,,,,
player,201111060sdg,gnb,BurnMo99,tackles_assists,0,,,,,
player,201111060sdg,gnb,BurnMo99,tackles_loss,0,,,,,
player,201111060sdg,gnb,BurnMo99,qb_hits,0,,,,,
player,201111060sdg,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201111060sdg,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201111060sdg,gnb,TaylRy00,def_int,0,,,,,
player,201111060sdg,gnb,TaylRy00,def_int_yds,0,,,,,
player,201111060sdg,gnb,TaylRy00,def_int_td,0,,,,,
player,201111060sdg,gnb,TaylRy00,def_int_long,0,,,,,
player,201111060sdg,gnb,TaylRy00,pass_defended,0,,,,,
player,201111060sdg,gnb,TaylRy00,sacks,0.0,,,,,
player,201111060sdg,gnb,TaylRy00,tackles_combined,2,,,,,
player,201111060sdg,gnb,TaylRy00,tackles_solo,2,,,,,
player,201111060sdg,gnb,TaylRy00,tackles_assists,0,,,,,
player,201111060sdg,gnb,TaylRy00,tackles_loss,0,,,,,
player,201111060sdg,gnb,TaylRy00,qb_hits,0,,,,,
player,201111060sdg,gnb,TaylRy00,fumbles_rec,0,,,,,
player,201111060sdg,gnb,TaylRy00,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,TaylRy00,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,TaylRy00,fumbles_forced,0,,,,,
player,201111060sdg,gnb,CrosMa20,def_int,0,,,,,
player,201111060sdg,gnb,CrosMa20,def_int_yds,0,,,,,
player,201111060sdg,gnb,CrosMa20,def_int_td,0,,,,,
player,201111060sdg,gnb,CrosMa20,def_int_long,0,,,,,
player,201111060sdg,gnb,CrosMa20,pass_defended,0,,,,,
player,201111060sdg,gnb,CrosMa20,sacks,0.0,,,,,
player,201111060sdg,gnb,CrosMa20,tackles_combined,1,,,,,
player,201111060sdg,gnb,CrosMa20,tackles_solo,1,,,,,
player,201111060sdg,gnb,CrosMa20,tackles_assists,0,,,,,
player,201111060sdg,gnb,CrosMa20,tackles_loss,0,,,,,
player,201111060sdg,gnb,CrosMa20,qb_hits,0,,,,,
player,201111060sdg,gnb,CrosMa20,fumbles_rec,0,,,,,
player,201111060sdg,gnb,CrosMa20,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,CrosMa20,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,CrosMa20,fumbles_forced,0,,,,,
player,201111060sdg,gnb,JoneBr99,def_int,0,,,,,
player,201111060sdg,gnb,JoneBr99,def_int_yds,0,,,,,
player,201111060sdg,gnb,JoneBr99,def_int_td,0,,,,,
player,201111060sdg,gnb,JoneBr99,def_int_long,0,,,,,
player,201111060sdg,gnb,JoneBr99,pass_defended,0,,,,,
player,201111060sdg,gnb,JoneBr99,sacks,0.0,,,,,
player,201111060sdg,gnb,JoneBr99,tackles_combined,1,,,,,
player,201111060sdg,gnb,JoneBr99,tackles_solo,1,,,,,
player,201111060sdg,gnb,JoneBr99,tackles_assists,0,,,,,
player,201111060sdg,gnb,JoneBr99,tackles_loss,0,,,,,
player,201111060sdg,gnb,JoneBr99,qb_hits,0,,,,,
player,201111060sdg,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201111060sdg,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201111060sdg,gnb,MattCl99,def_int,0,,,,,
player,201111060sdg,gnb,MattCl99,def_int_yds,0,,,,,
player,201111060sdg,gnb,MattCl99,def_int_td,0,,,,,
player,201111060sdg,gnb,MattCl99,def_int_long,0,,,,,
player,201111060sdg,gnb,MattCl99,pass_defended,0,,,,,
player,201111060sdg,gnb,MattCl99,sacks,0.0,,,,,
player,201111060sdg,gnb,MattCl99,tackles_combined,1,,,,,
player,201111060sdg,gnb,MattCl99,tackles_solo,1,,,,,
player,201111060sdg,gnb,MattCl99,tackles_assists,0,,,,,
player,201111060sdg,gnb,MattCl99,tackles_loss,0,,,,,
player,201111060sdg,gnb,MattCl99,qb_hits,1,,,,,
player,201111060sdg,gnb,MattCl99,fumbles_rec,0,,,,,
player,201111060sdg,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,MattCl99,fumbles_forced,0,,,,,
player,201111060sdg,gnb,SainBr00,def_int,0,,,,,
player,201111060sdg,gnb,SainBr00,def_int_yds,0,,,,,
player,201111060sdg,gnb,SainBr00,def_int_td,0,,,,,
player,201111060sdg,gnb,SainBr00,def_int_long,0,,,,,
player,201111060sdg,gnb,SainBr00,pass_defended,0,,,,,
player,201111060sdg,gnb,SainBr00,sacks,0.0,,,,,
player,201111060sdg,gnb,SainBr00,tackles_combined,1,,,,,
player,201111060sdg,gnb,SainBr00,tackles_solo,1,,,,,
player,201111060sdg,gnb,SainBr00,tackles_assists,0,,,,,
player,201111060sdg,gnb,SainBr00,tackles_loss,0,,,,,
player,201111060sdg,gnb,SainBr00,qb_hits,0,,,,,
player,201111060sdg,gnb,SainBr00,fumbles_rec,0,,,,,
player,201111060sdg,gnb,SainBr00,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,SainBr00,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,SainBr00,fumbles_forced,0,,,,,
player,201111060sdg,gnb,WilsC.98,def_int,0,,,,,
player,201111060sdg,gnb,WilsC.98,def_int_yds,0,,,,,
player,201111060sdg,gnb,WilsC.98,def_int_td,0,,,,,
player,201111060sdg,gnb,WilsC.98,def_int_long,0,,,,,
player,201111060sdg,gnb,WilsC.98,pass_defended,0,,,,,
player,201111060sdg,gnb,WilsC.98,sacks,0.0,,,,,
player,201111060sdg,gnb,WilsC.98,tackles_combined,1,,,,,
player,201111060sdg,gnb,WilsC.98,tackles_solo,1,,,,,
player,201111060sdg,gnb,WilsC.98,tackles_assists,0,,,,,
player,201111060sdg,gnb,WilsC.98,tackles_loss,0,,,,,
player,201111060sdg,gnb,WilsC.98,qb_hits,0,,,,,
player,201111060sdg,gnb,WilsC.98,fumbles_rec,0,,,,,
player,201111060sdg,gnb,WilsC.98,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,WilsC.98,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,WilsC.98,fumbles_forced,0,,,,,
player,201111060sdg,gnb,WynnJa99,def_int,0,,,,,
player,201111060sdg,gnb,WynnJa99,def_int_yds,0,,,,,
player,201111060sdg,gnb,WynnJa99,def_int_td,0,,,,,
player,201111060sdg,gnb,WynnJa99,def_int_long,0,,,,,
player,201111060sdg,gnb,WynnJa99,pass_defended,0,,,,,
player,201111060sdg,gnb,WynnJa99,sacks,0.0,,,,,
player,201111060sdg,gnb,WynnJa99,tackles_combined,1,,,,,
player,201111060sdg,gnb,WynnJa99,tackles_solo,1,,,,,
player,201111060sdg,gnb,WynnJa99,tackles_assists,0,,,,,
player,201111060sdg,gnb,WynnJa99,tackles_loss,0,,,,,
player,201111060sdg,gnb,WynnJa99,qb_hits,0,,,,,
player,201111060sdg,gnb,WynnJa99,fumbles_rec,0,,,,,
player,201111060sdg,gnb,WynnJa99,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,WynnJa99,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,WynnJa99,fumbles_forced,0,,,,,
player,201111060sdg,gnb,ZombFr00,def_int,0,,,,,
player,201111060sdg,gnb,ZombFr00,def_int_yds,0,,,,,
player,201111060sdg,gnb,ZombFr00,def_int_td,0,,,,,
player,201111060sdg,gnb,ZombFr00,def_int_long,0,,,,,
player,201111060sdg,gnb,ZombFr00,pass_defended,0,,,,,
player,201111060sdg,gnb,ZombFr00,sacks,0.0,,,,,
player,201111060sdg,gnb,ZombFr00,tackles_combined,1,,,,,
player,201111060sdg,gnb,ZombFr00,tackles_solo,1,,,,,
player,201111060sdg,gnb,ZombFr00,tackles_assists,0,,,,,
player,201111060sdg,gnb,ZombFr00,tackles_loss,0,,,,,
player,201111060sdg,gnb,ZombFr00,qb_hits,0,,,,,
player,201111060sdg,gnb,ZombFr00,fumbles_rec,0,,,,,
player,201111060sdg,gnb,ZombFr00,fumbles_rec_yds,0,,,,,
player,201111060sdg,gnb,ZombFr00,fumbles_rec_td,0,,,,,
player,201111060sdg,gnb,ZombFr00,fumbles_forced,0,,,,,
player,201111060sdg,sdg,BarnAn99,def_int,0,,,,,
player,201111060sdg,sdg,BarnAn99,def_int_yds,0,,,,,
player,201111060sdg,sdg,BarnAn99,def_int_td,0,,,,,
player,201111060sdg,sdg,BarnAn99,def_int_long,0,,,,,
player,201111060sdg,sdg,BarnAn99,pass_defended,0,,,,,
player,201111060sdg,sdg,BarnAn99,sacks,2.0,,,,,
player,201111060sdg,sdg,BarnAn99,tackles_combined,7,,,,,
player,201111060sdg,sdg,BarnAn99,tackles_solo,6,,,,,
player,201111060sdg,sdg,BarnAn99,tackles_assists,1,,,,,
player,201111060sdg,sdg,BarnAn99,tackles_loss,1,,,,,
player,201111060sdg,sdg,BarnAn99,qb_hits,2,,,,,
player,201111060sdg,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201111060sdg,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201111060sdg,sdg,GaraAn20,def_int,0,,,,,
player,201111060sdg,sdg,GaraAn20,def_int_yds,0,,,,,
player,201111060sdg,sdg,GaraAn20,def_int_td,0,,,,,
player,201111060sdg,sdg,GaraAn20,def_int_long,0,,,,,
player,201111060sdg,sdg,GaraAn20,pass_defended,0,,,,,
player,201111060sdg,sdg,GaraAn20,sacks,1.0,,,,,
player,201111060sdg,sdg,GaraAn20,tackles_combined,6,,,,,
player,201111060sdg,sdg,GaraAn20,tackles_solo,3,,,,,
player,201111060sdg,sdg,GaraAn20,tackles_assists,3,,,,,
player,201111060sdg,sdg,GaraAn20,tackles_loss,1,,,,,
player,201111060sdg,sdg,GaraAn20,qb_hits,1,,,,,
player,201111060sdg,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201111060sdg,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201111060sdg,sdg,HarrTo99,def_int,0,,,,,
player,201111060sdg,sdg,HarrTo99,def_int_yds,0,,,,,
player,201111060sdg,sdg,HarrTo99,def_int_td,0,,,,,
player,201111060sdg,sdg,HarrTo99,def_int_long,0,,,,,
player,201111060sdg,sdg,HarrTo99,pass_defended,0,,,,,
player,201111060sdg,sdg,HarrTo99,sacks,1.0,,,,,
player,201111060sdg,sdg,HarrTo99,tackles_combined,2,,,,,
player,201111060sdg,sdg,HarrTo99,tackles_solo,2,,,,,
player,201111060sdg,sdg,HarrTo99,tackles_assists,0,,,,,
player,201111060sdg,sdg,HarrTo99,tackles_loss,1,,,,,
player,201111060sdg,sdg,HarrTo99,qb_hits,1,,,,,
player,201111060sdg,sdg,HarrTo99,fumbles_rec,0,,,,,
player,201111060sdg,sdg,HarrTo99,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,HarrTo99,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,HarrTo99,fumbles_forced,0,,,,,
player,201111060sdg,sdg,GilcMa00,def_int,0,,,,,
player,201111060sdg,sdg,GilcMa00,def_int_yds,0,,,,,
player,201111060sdg,sdg,GilcMa00,def_int_td,0,,,,,
player,201111060sdg,sdg,GilcMa00,def_int_long,0,,,,,
player,201111060sdg,sdg,GilcMa00,pass_defended,0,,,,,
player,201111060sdg,sdg,GilcMa00,sacks,0.0,,,,,
player,201111060sdg,sdg,GilcMa00,tackles_combined,9,,,,,
player,201111060sdg,sdg,GilcMa00,tackles_solo,8,,,,,
player,201111060sdg,sdg,GilcMa00,tackles_assists,1,,,,,
player,201111060sdg,sdg,GilcMa00,tackles_loss,0,,,,,
player,201111060sdg,sdg,GilcMa00,qb_hits,0,,,,,
player,201111060sdg,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201111060sdg,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201111060sdg,sdg,SpikTa00,def_int,0,,,,,
player,201111060sdg,sdg,SpikTa00,def_int_yds,0,,,,,
player,201111060sdg,sdg,SpikTa00,def_int_td,0,,,,,
player,201111060sdg,sdg,SpikTa00,def_int_long,0,,,,,
player,201111060sdg,sdg,SpikTa00,pass_defended,0,,,,,
player,201111060sdg,sdg,SpikTa00,sacks,0.0,,,,,
player,201111060sdg,sdg,SpikTa00,tackles_combined,7,,,,,
player,201111060sdg,sdg,SpikTa00,tackles_solo,4,,,,,
player,201111060sdg,sdg,SpikTa00,tackles_assists,3,,,,,
player,201111060sdg,sdg,SpikTa00,tackles_loss,0,,,,,
player,201111060sdg,sdg,SpikTa00,qb_hits,0,,,,,
player,201111060sdg,sdg,SpikTa00,fumbles_rec,0,,,,,
player,201111060sdg,sdg,SpikTa00,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,SpikTa00,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,SpikTa00,fumbles_forced,0,,,,,
player,201111060sdg,sdg,ButlDo99,def_int,0,,,,,
player,201111060sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201111060sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201111060sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201111060sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201111060sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201111060sdg,sdg,ButlDo99,tackles_combined,5,,,,,
player,201111060sdg,sdg,ButlDo99,tackles_solo,4,,,,,
player,201111060sdg,sdg,ButlDo99,tackles_assists,1,,,,,
player,201111060sdg,sdg,ButlDo99,tackles_loss,0,,,,,
player,201111060sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201111060sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201111060sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201111060sdg,sdg,HughDa99,def_int,0,,,,,
player,201111060sdg,sdg,HughDa99,def_int_yds,0,,,,,
player,201111060sdg,sdg,HughDa99,def_int_td,0,,,,,
player,201111060sdg,sdg,HughDa99,def_int_long,0,,,,,
player,201111060sdg,sdg,HughDa99,pass_defended,0,,,,,
player,201111060sdg,sdg,HughDa99,sacks,0.0,,,,,
player,201111060sdg,sdg,HughDa99,tackles_combined,5,,,,,
player,201111060sdg,sdg,HughDa99,tackles_solo,3,,,,,
player,201111060sdg,sdg,HughDa99,tackles_assists,2,,,,,
player,201111060sdg,sdg,HughDa99,tackles_loss,0,,,,,
player,201111060sdg,sdg,HughDa99,qb_hits,0,,,,,
player,201111060sdg,sdg,HughDa99,fumbles_rec,0,,,,,
player,201111060sdg,sdg,HughDa99,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,HughDa99,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,HughDa99,fumbles_forced,0,,,,,
player,201111060sdg,sdg,JammQu20,def_int,0,,,,,
player,201111060sdg,sdg,JammQu20,def_int_yds,0,,,,,
player,201111060sdg,sdg,JammQu20,def_int_td,0,,,,,
player,201111060sdg,sdg,JammQu20,def_int_long,0,,,,,
player,201111060sdg,sdg,JammQu20,pass_defended,2,,,,,
player,201111060sdg,sdg,JammQu20,sacks,0.0,,,,,
player,201111060sdg,sdg,JammQu20,tackles_combined,4,,,,,
player,201111060sdg,sdg,JammQu20,tackles_solo,4,,,,,
player,201111060sdg,sdg,JammQu20,tackles_assists,0,,,,,
player,201111060sdg,sdg,JammQu20,tackles_loss,0,,,,,
player,201111060sdg,sdg,JammQu20,qb_hits,0,,,,,
player,201111060sdg,sdg,JammQu20,fumbles_rec,0,,,,,
player,201111060sdg,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,JammQu20,fumbles_forced,0,,,,,
player,201111060sdg,sdg,GregSt20,def_int,0,,,,,
player,201111060sdg,sdg,GregSt20,def_int_yds,0,,,,,
player,201111060sdg,sdg,GregSt20,def_int_td,0,,,,,
player,201111060sdg,sdg,GregSt20,def_int_long,0,,,,,
player,201111060sdg,sdg,GregSt20,pass_defended,0,,,,,
player,201111060sdg,sdg,GregSt20,sacks,0.0,,,,,
player,201111060sdg,sdg,GregSt20,tackles_combined,3,,,,,
player,201111060sdg,sdg,GregSt20,tackles_solo,3,,,,,
player,201111060sdg,sdg,GregSt20,tackles_assists,0,,,,,
player,201111060sdg,sdg,GregSt20,tackles_loss,0,,,,,
player,201111060sdg,sdg,GregSt20,qb_hits,0,,,,,
player,201111060sdg,sdg,GregSt20,fumbles_rec,0,,,,,
player,201111060sdg,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,GregSt20,fumbles_forced,0,,,,,
player,201111060sdg,sdg,LaBoTr20,def_int,0,,,,,
player,201111060sdg,sdg,LaBoTr20,def_int_yds,0,,,,,
player,201111060sdg,sdg,LaBoTr20,def_int_td,0,,,,,
player,201111060sdg,sdg,LaBoTr20,def_int_long,0,,,,,
player,201111060sdg,sdg,LaBoTr20,pass_defended,0,,,,,
player,201111060sdg,sdg,LaBoTr20,sacks,0.0,,,,,
player,201111060sdg,sdg,LaBoTr20,tackles_combined,3,,,,,
player,201111060sdg,sdg,LaBoTr20,tackles_solo,3,,,,,
player,201111060sdg,sdg,LaBoTr20,tackles_assists,0,,,,,
player,201111060sdg,sdg,LaBoTr20,tackles_loss,0,,,,,
player,201111060sdg,sdg,LaBoTr20,qb_hits,0,,,,,
player,201111060sdg,sdg,LaBoTr20,fumbles_rec,0,,,,,
player,201111060sdg,sdg,LaBoTr20,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,LaBoTr20,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,LaBoTr20,fumbles_forced,0,,,,,
player,201111060sdg,sdg,MartVa99,def_int,0,,,,,
player,201111060sdg,sdg,MartVa99,def_int_yds,0,,,,,
player,201111060sdg,sdg,MartVa99,def_int_td,0,,,,,
player,201111060sdg,sdg,MartVa99,def_int_long,0,,,,,
player,201111060sdg,sdg,MartVa99,pass_defended,0,,,,,
player,201111060sdg,sdg,MartVa99,sacks,0.0,,,,,
player,201111060sdg,sdg,MartVa99,tackles_combined,3,,,,,
player,201111060sdg,sdg,MartVa99,tackles_solo,1,,,,,
player,201111060sdg,sdg,MartVa99,tackles_assists,2,,,,,
player,201111060sdg,sdg,MartVa99,tackles_loss,0,,,,,
player,201111060sdg,sdg,MartVa99,qb_hits,0,,,,,
player,201111060sdg,sdg,MartVa99,fumbles_rec,0,,,,,
player,201111060sdg,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,MartVa99,fumbles_forced,0,,,,,
player,201111060sdg,sdg,WeddEr99,def_int,0,,,,,
player,201111060sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201111060sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201111060sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201111060sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201111060sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201111060sdg,sdg,WeddEr99,tackles_combined,3,,,,,
player,201111060sdg,sdg,WeddEr99,tackles_solo,2,,,,,
player,201111060sdg,sdg,WeddEr99,tackles_assists,1,,,,,
player,201111060sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201111060sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201111060sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201111060sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201111060sdg,sdg,BirdBr00,def_int,0,,,,,
player,201111060sdg,sdg,BirdBr00,def_int_yds,0,,,,,
player,201111060sdg,sdg,BirdBr00,def_int_td,0,,,,,
player,201111060sdg,sdg,BirdBr00,def_int_long,0,,,,,
player,201111060sdg,sdg,BirdBr00,pass_defended,0,,,,,
player,201111060sdg,sdg,BirdBr00,sacks,0.0,,,,,
player,201111060sdg,sdg,BirdBr00,tackles_combined,2,,,,,
player,201111060sdg,sdg,BirdBr00,tackles_solo,0,,,,,
player,201111060sdg,sdg,BirdBr00,tackles_assists,2,,,,,
player,201111060sdg,sdg,BirdBr00,tackles_loss,0,,,,,
player,201111060sdg,sdg,BirdBr00,qb_hits,0,,,,,
player,201111060sdg,sdg,BirdBr00,fumbles_rec,0,,,,,
player,201111060sdg,sdg,BirdBr00,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,BirdBr00,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,BirdBr00,fumbles_forced,0,,,,,
player,201111060sdg,sdg,CasoAn99,def_int,0,,,,,
player,201111060sdg,sdg,CasoAn99,def_int_yds,0,,,,,
player,201111060sdg,sdg,CasoAn99,def_int_td,0,,,,,
player,201111060sdg,sdg,CasoAn99,def_int_long,0,,,,,
player,201111060sdg,sdg,CasoAn99,pass_defended,0,,,,,
player,201111060sdg,sdg,CasoAn99,sacks,0.0,,,,,
player,201111060sdg,sdg,CasoAn99,tackles_combined,2,,,,,
player,201111060sdg,sdg,CasoAn99,tackles_solo,2,,,,,
player,201111060sdg,sdg,CasoAn99,tackles_assists,0,,,,,
player,201111060sdg,sdg,CasoAn99,tackles_loss,0,,,,,
player,201111060sdg,sdg,CasoAn99,qb_hits,0,,,,,
player,201111060sdg,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201111060sdg,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201111060sdg,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201111060sdg,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201111060sdg,sdg,StucDa20,def_int,0,,,,,
player,201111060sdg,sdg,StucDa20,def_int_yds,0,,,,,
player,201111060sdg,sdg,StucDa20,def_int_td,0,,,,,
player,201111060sdg,sdg,StucDa20,def_int_long,0,,,,,
player,201111060sdg,sdg,StucDa20,pass_defended,0,,,,,
player,201111060sdg,sdg,StucDa20,sacks,0.0,,,,,
player,201111060sdg,sdg,StucDa20,tackles_combined,2,,,,,
player,201111060sdg,sdg,StucDa20,tackles_solo,1,,,,,
player,201111060sdg,sdg,StucDa20,tackles_assists,1,,,,,
player,201111060sdg,sdg,StucDa20,tackles_loss,0,,,,,
player,201111060sdg,sdg,StucDa20,qb_hits,0,,,,,
player,201111060sdg,sdg,StucDa20,fumbles_rec,0,,,,,
