game,2011,16,20111224,201112240dal,phi,"Philadelphia Eagles",20,dal,"Dallas Cowboys",7
team,201112240dal,phi,First Downs,20,,,,,,
team,201112240dal,dal,First Downs,16,,,,,,
team,201112240dal,phi,Rush-Yds-TDs,26-105-0,,,,,,
team,201112240dal,dal,Rush-Yds-TDs,23-81-0,,,,,,
team,201112240dal,phi,Cmp-Att-Yd-TD-INT,18-32-293-2-0,,,,,,
team,201112240dal,dal,Cmp-Att-Yd-TD-INT,24-40-182-1-0,,,,,,
team,201112240dal,phi,Sacked-Yards,2-12,,,,,,
team,201112240dal,dal,Sacked-Yards,3-25,,,,,,
team,201112240dal,phi,Net Pass Yards,281,,,,,,
team,201112240dal,dal,Net Pass Yards,157,,,,,,
team,201112240dal,phi,Total Yards,386,,,,,,
team,201112240dal,dal,Total Yards,238,,,,,,
team,201112240dal,phi,Fumbles-Lost,1-1,,,,,,
team,201112240dal,dal,Fumbles-Lost,0-0,,,,,,
team,201112240dal,phi,Turnovers,1,,,,,,
team,201112240dal,dal,Turnovers,0,,,,,,
team,201112240dal,phi,Penalties-Yards,5-47,,,,,,
team,201112240dal,dal,Penalties-Yards,6-47,,,,,,
team,201112240dal,phi,Third Down Conv.,5-13,,,,,,
team,201112240dal,dal,Third Down Conv.,6-17,,,,,,
team,201112240dal,phi,Fourth Down Conv.,0-0,,,,,,
team,201112240dal,dal,Fourth Down Conv.,1-2,,,,,,
team,201112240dal,phi,Time of Possession,27:37,,,,,,
team,201112240dal,dal,Time of Possession,32:23,,,,,,
player,201112240dal,phi,VickMi00,pass_cmp,18,,,,,
player,201112240dal,phi,VickMi00,pass_att,32,,,,,
player,201112240dal,phi,VickMi00,pass_yds,293,,,,,
player,201112240dal,phi,VickMi00,pass_td,2,,,,,
player,201112240dal,phi,VickMi00,pass_int,0,,,,,
player,201112240dal,phi,VickMi00,pass_sacked,2,,,,,
player,201112240dal,phi,VickMi00,pass_sacked_yds,12,,,,,
player,201112240dal,phi,VickMi00,pass_long,39,,,,,
player,201112240dal,phi,VickMi00,pass_rating,107.9,,,,,
player,201112240dal,phi,VickMi00,rush_att,3,,,,,
player,201112240dal,phi,VickMi00,rush_yds,10,,,,,
player,201112240dal,phi,VickMi00,rush_td,0,,,,,
player,201112240dal,phi,VickMi00,rush_long,10,,,,,
player,201112240dal,phi,VickMi00,targets,0,,,,,
player,201112240dal,phi,VickMi00,rec,0,,,,,
player,201112240dal,phi,VickMi00,rec_yds,0,,,,,
player,201112240dal,phi,VickMi00,rec_td,0,,,,,
player,201112240dal,phi,VickMi00,rec_long,0,,,,,
player,201112240dal,phi,VickMi00,fumbles,0,,,,,
player,201112240dal,phi,VickMi00,fumbles_lost,,,,,,
player,201112240dal,phi,McCoLe01,pass_cmp,0,,,,,
player,201112240dal,phi,McCoLe01,pass_att,0,,,,,
player,201112240dal,phi,McCoLe01,pass_yds,0,,,,,
player,201112240dal,phi,McCoLe01,pass_td,0,,,,,
player,201112240dal,phi,McCoLe01,pass_int,0,,,,,
