game,2011,5,20111009,201110090pit,oti,"Tennessee Titans",17,pit,"Pittsburgh Steelers",38
player,201110090pit,pit,SaunWe00,rec_yds,0,,,,,
player,201110090pit,pit,SaunWe00,rec_td,0,,,,,
player,201110090pit,pit,SaunWe00,rec_long,0,,,,,
player,201110090pit,pit,SaunWe00,fumbles,0,,,,,
player,201110090pit,pit,SaunWe00,fumbles_lost,,,,,,
player,201110090pit,pit,CotcJe00,pass_cmp,0,,,,,
player,201110090pit,pit,CotcJe00,pass_att,0,,,,,
player,201110090pit,pit,CotcJe00,pass_yds,0,,,,,
player,201110090pit,pit,CotcJe00,pass_td,0,,,,,
player,201110090pit,pit,CotcJe00,pass_int,0,,,,,
player,201110090pit,pit,CotcJe00,pass_sacked,0,,,,,
player,201110090pit,pit,CotcJe00,pass_sacked_yds,0,,,,,
player,201110090pit,pit,CotcJe00,pass_long,0,,,,,
player,201110090pit,pit,CotcJe00,pass_rating,,,,,,
player,201110090pit,pit,CotcJe00,rush_att,0,,,,,
player,201110090pit,pit,CotcJe00,rush_yds,0,,,,,
player,201110090pit,pit,CotcJe00,rush_td,0,,,,,
player,201110090pit,pit,CotcJe00,rush_long,0,,,,,
player,201110090pit,pit,CotcJe00,targets,1,,,,,
player,201110090pit,pit,CotcJe00,rec,0,,,,,
player,201110090pit,pit,CotcJe00,rec_yds,0,,,,,
player,201110090pit,pit,CotcJe00,rec_td,0,,,,,
player,201110090pit,pit,CotcJe00,rec_long,0,,,,,
player,201110090pit,pit,CotcJe00,fumbles,0,,,,,
player,201110090pit,pit,CotcJe00,fumbles_lost,,,,,,
player,201110090pit,oti,FinnCo20,def_int,1,,,,,
player,201110090pit,oti,FinnCo20,def_int_yds,8,,,,,
player,201110090pit,oti,FinnCo20,def_int_td,0,,,,,
player,201110090pit,oti,FinnCo20,def_int_long,8,,,,,
player,201110090pit,oti,FinnCo20,pass_defended,1,,,,,
player,201110090pit,oti,FinnCo20,sacks,0.0,,,,,
player,201110090pit,oti,FinnCo20,tackles_combined,3,,,,,
player,201110090pit,oti,FinnCo20,tackles_solo,2,,,,,
player,201110090pit,oti,FinnCo20,tackles_assists,1,,,,,
player,201110090pit,oti,FinnCo20,tackles_loss,0,,,,,
player,201110090pit,oti,FinnCo20,qb_hits,0,,,,,
player,201110090pit,oti,FinnCo20,fumbles_rec,0,,,,,
player,201110090pit,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201110090pit,oti,FinnCo20,fumbles_forced,0,,,,,
player,201110090pit,oti,CaseJu00,def_int,0,,,,,
player,201110090pit,oti,CaseJu00,def_int_yds,0,,,,,
player,201110090pit,oti,CaseJu00,def_int_td,0,,,,,
player,201110090pit,oti,CaseJu00,def_int_long,0,,,,,
player,201110090pit,oti,CaseJu00,pass_defended,0,,,,,
player,201110090pit,oti,CaseJu00,sacks,1.0,,,,,
player,201110090pit,oti,CaseJu00,tackles_combined,4,,,,,
player,201110090pit,oti,CaseJu00,tackles_solo,3,,,,,
player,201110090pit,oti,CaseJu00,tackles_assists,1,,,,,
player,201110090pit,oti,CaseJu00,tackles_loss,1,,,,,
player,201110090pit,oti,CaseJu00,qb_hits,1,,,,,
player,201110090pit,oti,CaseJu00,fumbles_rec,0,,,,,
player,201110090pit,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201110090pit,oti,CaseJu00,fumbles_forced,0,,,,,
player,201110090pit,oti,McCoJa99,def_int,0,,,,,
player,201110090pit,oti,McCoJa99,def_int_yds,0,,,,,
player,201110090pit,oti,McCoJa99,def_int_td,0,,,,,
player,201110090pit,oti,McCoJa99,def_int_long,0,,,,,
player,201110090pit,oti,McCoJa99,pass_defended,1,,,,,
player,201110090pit,oti,McCoJa99,sacks,0.0,,,,,
player,201110090pit,oti,McCoJa99,tackles_combined,14,,,,,
player,201110090pit,oti,McCoJa99,tackles_solo,8,,,,,
player,201110090pit,oti,McCoJa99,tackles_assists,6,,,,,
player,201110090pit,oti,McCoJa99,tackles_loss,0,,,,,
player,201110090pit,oti,McCoJa99,qb_hits,0,,,,,
player,201110090pit,oti,McCoJa99,fumbles_rec,0,,,,,
player,201110090pit,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,McCoJa99,fumbles_forced,0,,,,,
player,201110090pit,oti,BabiJo21,def_int,0,,,,,
player,201110090pit,oti,BabiJo21,def_int_yds,0,,,,,
player,201110090pit,oti,BabiJo21,def_int_td,0,,,,,
player,201110090pit,oti,BabiJo21,def_int_long,0,,,,,
player,201110090pit,oti,BabiJo21,pass_defended,0,,,,,
player,201110090pit,oti,BabiJo21,sacks,0.0,,,,,
player,201110090pit,oti,BabiJo21,tackles_combined,10,,,,,
player,201110090pit,oti,BabiJo21,tackles_solo,5,,,,,
player,201110090pit,oti,BabiJo21,tackles_assists,5,,,,,
player,201110090pit,oti,BabiJo21,tackles_loss,0,,,,,
player,201110090pit,oti,BabiJo21,qb_hits,0,,,,,
player,201110090pit,oti,BabiJo21,fumbles_rec,0,,,,,
player,201110090pit,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201110090pit,oti,BabiJo21,fumbles_forced,0,,,,,
player,201110090pit,oti,RuudBa20,def_int,0,,,,,
player,201110090pit,oti,RuudBa20,def_int_yds,0,,,,,
player,201110090pit,oti,RuudBa20,def_int_td,0,,,,,
player,201110090pit,oti,RuudBa20,def_int_long,0,,,,,
player,201110090pit,oti,RuudBa20,pass_defended,0,,,,,
player,201110090pit,oti,RuudBa20,sacks,0.0,,,,,
player,201110090pit,oti,RuudBa20,tackles_combined,10,,,,,
player,201110090pit,oti,RuudBa20,tackles_solo,7,,,,,
player,201110090pit,oti,RuudBa20,tackles_assists,3,,,,,
player,201110090pit,oti,RuudBa20,tackles_loss,0,,,,,
player,201110090pit,oti,RuudBa20,qb_hits,0,,,,,
player,201110090pit,oti,RuudBa20,fumbles_rec,0,,,,,
player,201110090pit,oti,RuudBa20,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,RuudBa20,fumbles_rec_td,0,,,,,
player,201110090pit,oti,RuudBa20,fumbles_forced,0,,,,,
player,201110090pit,oti,WithWi20,def_int,0,,,,,
player,201110090pit,oti,WithWi20,def_int_yds,0,,,,,
player,201110090pit,oti,WithWi20,def_int_td,0,,,,,
player,201110090pit,oti,WithWi20,def_int_long,0,,,,,
player,201110090pit,oti,WithWi20,pass_defended,0,,,,,
player,201110090pit,oti,WithWi20,sacks,0.0,,,,,
player,201110090pit,oti,WithWi20,tackles_combined,6,,,,,
player,201110090pit,oti,WithWi20,tackles_solo,5,,,,,
player,201110090pit,oti,WithWi20,tackles_assists,1,,,,,
player,201110090pit,oti,WithWi20,tackles_loss,1,,,,,
player,201110090pit,oti,WithWi20,qb_hits,0,,,,,
player,201110090pit,oti,WithWi20,fumbles_rec,0,,,,,
player,201110090pit,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201110090pit,oti,WithWi20,fumbles_forced,0,,,,,
player,201110090pit,oti,GrifMi99,def_int,0,,,,,
player,201110090pit,oti,GrifMi99,def_int_yds,0,,,,,
player,201110090pit,oti,GrifMi99,def_int_td,0,,,,,
player,201110090pit,oti,GrifMi99,def_int_long,0,,,,,
player,201110090pit,oti,GrifMi99,pass_defended,0,,,,,
player,201110090pit,oti,GrifMi99,sacks,0.0,,,,,
player,201110090pit,oti,GrifMi99,tackles_combined,4,,,,,
player,201110090pit,oti,GrifMi99,tackles_solo,3,,,,,
player,201110090pit,oti,GrifMi99,tackles_assists,1,,,,,
player,201110090pit,oti,GrifMi99,tackles_loss,0,,,,,
player,201110090pit,oti,GrifMi99,qb_hits,0,,,,,
player,201110090pit,oti,GrifMi99,fumbles_rec,0,,,,,
player,201110090pit,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,GrifMi99,fumbles_forced,0,,,,,
player,201110090pit,oti,BallDa20,def_int,0,,,,,
player,201110090pit,oti,BallDa20,def_int_yds,0,,,,,
player,201110090pit,oti,BallDa20,def_int_td,0,,,,,
player,201110090pit,oti,BallDa20,def_int_long,0,,,,,
player,201110090pit,oti,BallDa20,pass_defended,0,,,,,
player,201110090pit,oti,BallDa20,sacks,0.0,,,,,
player,201110090pit,oti,BallDa20,tackles_combined,3,,,,,
player,201110090pit,oti,BallDa20,tackles_solo,1,,,,,
player,201110090pit,oti,BallDa20,tackles_assists,2,,,,,
player,201110090pit,oti,BallDa20,tackles_loss,0,,,,,
player,201110090pit,oti,BallDa20,qb_hits,0,,,,,
player,201110090pit,oti,BallDa20,fumbles_rec,0,,,,,
player,201110090pit,oti,BallDa20,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,BallDa20,fumbles_rec_td,0,,,,,
player,201110090pit,oti,BallDa20,fumbles_forced,0,,,,,
player,201110090pit,oti,JoneJa99,def_int,0,,,,,
player,201110090pit,oti,JoneJa99,def_int_yds,0,,,,,
player,201110090pit,oti,JoneJa99,def_int_td,0,,,,,
player,201110090pit,oti,JoneJa99,def_int_long,0,,,,,
player,201110090pit,oti,JoneJa99,pass_defended,0,,,,,
player,201110090pit,oti,JoneJa99,sacks,0.0,,,,,
player,201110090pit,oti,JoneJa99,tackles_combined,3,,,,,
player,201110090pit,oti,JoneJa99,tackles_solo,0,,,,,
player,201110090pit,oti,JoneJa99,tackles_assists,3,,,,,
player,201110090pit,oti,JoneJa99,tackles_loss,0,,,,,
player,201110090pit,oti,JoneJa99,qb_hits,0,,,,,
player,201110090pit,oti,JoneJa99,fumbles_rec,0,,,,,
player,201110090pit,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,JoneJa99,fumbles_forced,0,,,,,
player,201110090pit,oti,AyerAk00,def_int,0,,,,,
player,201110090pit,oti,AyerAk00,def_int_yds,0,,,,,
player,201110090pit,oti,AyerAk00,def_int_td,0,,,,,
player,201110090pit,oti,AyerAk00,def_int_long,0,,,,,
player,201110090pit,oti,AyerAk00,pass_defended,0,,,,,
player,201110090pit,oti,AyerAk00,sacks,0.0,,,,,
player,201110090pit,oti,AyerAk00,tackles_combined,2,,,,,
player,201110090pit,oti,AyerAk00,tackles_solo,1,,,,,
player,201110090pit,oti,AyerAk00,tackles_assists,1,,,,,
player,201110090pit,oti,AyerAk00,tackles_loss,0,,,,,
player,201110090pit,oti,AyerAk00,qb_hits,0,,,,,
player,201110090pit,oti,AyerAk00,fumbles_rec,0,,,,,
player,201110090pit,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201110090pit,oti,AyerAk00,fumbles_forced,0,,,,,
player,201110090pit,oti,HayeWi99,def_int,0,,,,,
player,201110090pit,oti,HayeWi99,def_int_yds,0,,,,,
player,201110090pit,oti,HayeWi99,def_int_td,0,,,,,
player,201110090pit,oti,HayeWi99,def_int_long,0,,,,,
player,201110090pit,oti,HayeWi99,pass_defended,0,,,,,
player,201110090pit,oti,HayeWi99,sacks,0.0,,,,,
player,201110090pit,oti,HayeWi99,tackles_combined,2,,,,,
player,201110090pit,oti,HayeWi99,tackles_solo,1,,,,,
player,201110090pit,oti,HayeWi99,tackles_assists,1,,,,,
player,201110090pit,oti,HayeWi99,tackles_loss,0,,,,,
player,201110090pit,oti,HayeWi99,qb_hits,0,,,,,
player,201110090pit,oti,HayeWi99,fumbles_rec,0,,,,,
player,201110090pit,oti,HayeWi99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,HayeWi99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,HayeWi99,fumbles_forced,0,,,,,
player,201110090pit,oti,SmitSh20,def_int,0,,,,,
player,201110090pit,oti,SmitSh20,def_int_yds,0,,,,,
player,201110090pit,oti,SmitSh20,def_int_td,0,,,,,
player,201110090pit,oti,SmitSh20,def_int_long,0,,,,,
player,201110090pit,oti,SmitSh20,pass_defended,0,,,,,
player,201110090pit,oti,SmitSh20,sacks,0.0,,,,,
player,201110090pit,oti,SmitSh20,tackles_combined,2,,,,,
player,201110090pit,oti,SmitSh20,tackles_solo,1,,,,,
player,201110090pit,oti,SmitSh20,tackles_assists,1,,,,,
player,201110090pit,oti,SmitSh20,tackles_loss,0,,,,,
player,201110090pit,oti,SmitSh20,qb_hits,0,,,,,
player,201110090pit,oti,SmitSh20,fumbles_rec,0,,,,,
player,201110090pit,oti,SmitSh20,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,SmitSh20,fumbles_rec_td,0,,,,,
player,201110090pit,oti,SmitSh20,fumbles_forced,0,,,,,
player,201110090pit,oti,VernAl99,def_int,0,,,,,
player,201110090pit,oti,VernAl99,def_int_yds,0,,,,,
player,201110090pit,oti,VernAl99,def_int_td,0,,,,,
player,201110090pit,oti,VernAl99,def_int_long,0,,,,,
player,201110090pit,oti,VernAl99,pass_defended,1,,,,,
player,201110090pit,oti,VernAl99,sacks,0.0,,,,,
player,201110090pit,oti,VernAl99,tackles_combined,2,,,,,
player,201110090pit,oti,VernAl99,tackles_solo,1,,,,,
player,201110090pit,oti,VernAl99,tackles_assists,1,,,,,
player,201110090pit,oti,VernAl99,tackles_loss,0,,,,,
player,201110090pit,oti,VernAl99,qb_hits,0,,,,,
player,201110090pit,oti,VernAl99,fumbles_rec,0,,,,,
player,201110090pit,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,VernAl99,fumbles_forced,0,,,,,
player,201110090pit,oti,bironrob01,def_int,0,,,,,
player,201110090pit,oti,bironrob01,def_int_yds,0,,,,,
player,201110090pit,oti,bironrob01,def_int_td,0,,,,,
player,201110090pit,oti,bironrob01,def_int_long,0,,,,,
player,201110090pit,oti,bironrob01,pass_defended,0,,,,,
player,201110090pit,oti,bironrob01,sacks,0.0,,,,,
player,201110090pit,oti,bironrob01,tackles_combined,1,,,,,
player,201110090pit,oti,bironrob01,tackles_solo,1,,,,,
player,201110090pit,oti,bironrob01,tackles_assists,0,,,,,
player,201110090pit,oti,bironrob01,tackles_loss,0,,,,,
player,201110090pit,oti,bironrob01,qb_hits,0,,,,,
player,201110090pit,oti,bironrob01,fumbles_rec,0,,,,,
player,201110090pit,oti,bironrob01,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,bironrob01,fumbles_rec_td,0,,,,,
player,201110090pit,oti,bironrob01,fumbles_forced,0,,,,,
player,201110090pit,oti,MariMa00,def_int,0,,,,,
player,201110090pit,oti,MariMa00,def_int_yds,0,,,,,
player,201110090pit,oti,MariMa00,def_int_td,0,,,,,
player,201110090pit,oti,MariMa00,def_int_long,0,,,,,
player,201110090pit,oti,MariMa00,pass_defended,0,,,,,
player,201110090pit,oti,MariMa00,sacks,0.0,,,,,
player,201110090pit,oti,MariMa00,tackles_combined,1,,,,,
player,201110090pit,oti,MariMa00,tackles_solo,1,,,,,
player,201110090pit,oti,MariMa00,tackles_assists,0,,,,,
player,201110090pit,oti,MariMa00,tackles_loss,0,,,,,
player,201110090pit,oti,MariMa00,qb_hits,0,,,,,
player,201110090pit,oti,MariMa00,fumbles_rec,0,,,,,
player,201110090pit,oti,MariMa00,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,MariMa00,fumbles_rec_td,0,,,,,
player,201110090pit,oti,MariMa00,fumbles_forced,0,,,,,
player,201110090pit,oti,MarkSe99,def_int,0,,,,,
player,201110090pit,oti,MarkSe99,def_int_yds,0,,,,,
player,201110090pit,oti,MarkSe99,def_int_td,0,,,,,
player,201110090pit,oti,MarkSe99,def_int_long,0,,,,,
player,201110090pit,oti,MarkSe99,pass_defended,0,,,,,
player,201110090pit,oti,MarkSe99,sacks,0.0,,,,,
player,201110090pit,oti,MarkSe99,tackles_combined,1,,,,,
player,201110090pit,oti,MarkSe99,tackles_solo,1,,,,,
player,201110090pit,oti,MarkSe99,tackles_assists,0,,,,,
player,201110090pit,oti,MarkSe99,tackles_loss,0,,,,,
player,201110090pit,oti,MarkSe99,qb_hits,0,,,,,
player,201110090pit,oti,MarkSe99,fumbles_rec,0,,,,,
player,201110090pit,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,MarkSe99,fumbles_forced,0,,,,,
player,201110090pit,oti,McRaGe99,def_int,0,,,,,
player,201110090pit,oti,McRaGe99,def_int_yds,0,,,,,
player,201110090pit,oti,McRaGe99,def_int_td,0,,,,,
player,201110090pit,oti,McRaGe99,def_int_long,0,,,,,
player,201110090pit,oti,McRaGe99,pass_defended,0,,,,,
player,201110090pit,oti,McRaGe99,sacks,0.0,,,,,
player,201110090pit,oti,McRaGe99,tackles_combined,1,,,,,
player,201110090pit,oti,McRaGe99,tackles_solo,1,,,,,
player,201110090pit,oti,McRaGe99,tackles_assists,0,,,,,
player,201110090pit,oti,McRaGe99,tackles_loss,0,,,,,
player,201110090pit,oti,McRaGe99,qb_hits,0,,,,,
player,201110090pit,oti,McRaGe99,fumbles_rec,0,,,,,
player,201110090pit,oti,McRaGe99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,McRaGe99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,McRaGe99,fumbles_forced,0,,,,,
player,201110090pit,oti,MorgDe99,def_int,0,,,,,
player,201110090pit,oti,MorgDe99,def_int_yds,0,,,,,
player,201110090pit,oti,MorgDe99,def_int_td,0,,,,,
player,201110090pit,oti,MorgDe99,def_int_long,0,,,,,
player,201110090pit,oti,MorgDe99,pass_defended,0,,,,,
player,201110090pit,oti,MorgDe99,sacks,0.0,,,,,
player,201110090pit,oti,MorgDe99,tackles_combined,1,,,,,
player,201110090pit,oti,MorgDe99,tackles_solo,0,,,,,
player,201110090pit,oti,MorgDe99,tackles_assists,1,,,,,
player,201110090pit,oti,MorgDe99,tackles_loss,0,,,,,
player,201110090pit,oti,MorgDe99,qb_hits,0,,,,,
player,201110090pit,oti,MorgDe99,fumbles_rec,0,,,,,
player,201110090pit,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,MorgDe99,fumbles_forced,0,,,,,
player,201110090pit,oti,ShawTi99,def_int,0,,,,,
player,201110090pit,oti,ShawTi99,def_int_yds,0,,,,,
player,201110090pit,oti,ShawTi99,def_int_td,0,,,,,
player,201110090pit,oti,ShawTi99,def_int_long,0,,,,,
player,201110090pit,oti,ShawTi99,pass_defended,0,,,,,
player,201110090pit,oti,ShawTi99,sacks,0.0,,,,,
player,201110090pit,oti,ShawTi99,tackles_combined,1,,,,,
player,201110090pit,oti,ShawTi99,tackles_solo,1,,,,,
player,201110090pit,oti,ShawTi99,tackles_assists,0,,,,,
player,201110090pit,oti,ShawTi99,tackles_loss,0,,,,,
player,201110090pit,oti,ShawTi99,qb_hits,0,,,,,
player,201110090pit,oti,ShawTi99,fumbles_rec,0,,,,,
player,201110090pit,oti,ShawTi99,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,ShawTi99,fumbles_rec_td,0,,,,,
player,201110090pit,oti,ShawTi99,fumbles_forced,0,,,,,
player,201110090pit,oti,SmitAn21,def_int,0,,,,,
player,201110090pit,oti,SmitAn21,def_int_yds,0,,,,,
player,201110090pit,oti,SmitAn21,def_int_td,0,,,,,
player,201110090pit,oti,SmitAn21,def_int_long,0,,,,,
player,201110090pit,oti,SmitAn21,pass_defended,2,,,,,
player,201110090pit,oti,SmitAn21,sacks,0.0,,,,,
player,201110090pit,oti,SmitAn21,tackles_combined,1,,,,,
player,201110090pit,oti,SmitAn21,tackles_solo,1,,,,,
player,201110090pit,oti,SmitAn21,tackles_assists,0,,,,,
player,201110090pit,oti,SmitAn21,tackles_loss,0,,,,,
player,201110090pit,oti,SmitAn21,qb_hits,0,,,,,
player,201110090pit,oti,SmitAn21,fumbles_rec,0,,,,,
player,201110090pit,oti,SmitAn21,fumbles_rec_yds,0,,,,,
player,201110090pit,oti,SmitAn21,fumbles_rec_td,0,,,,,
player,201110090pit,oti,SmitAn21,fumbles_forced,0,,,,,
player,201110090pit,pit,WoodLa99,def_int,1,,,,,
player,201110090pit,pit,WoodLa99,def_int_yds,1,,,,,
player,201110090pit,pit,WoodLa99,def_int_td,0,,,,,
player,201110090pit,pit,WoodLa99,def_int_long,1,,,,,
player,201110090pit,pit,WoodLa99,pass_defended,1,,,,,
player,201110090pit,pit,WoodLa99,sacks,1.5,,,,,
player,201110090pit,pit,WoodLa99,tackles_combined,3,,,,,
player,201110090pit,pit,WoodLa99,tackles_solo,1,,,,,
player,201110090pit,pit,WoodLa99,tackles_assists,2,,,,,
player,201110090pit,pit,WoodLa99,tackles_loss,1,,,,,
player,201110090pit,pit,WoodLa99,qb_hits,2,,,,,
player,201110090pit,pit,WoodLa99,fumbles_rec,0,,,,,
player,201110090pit,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201110090pit,pit,WoodLa99,fumbles_forced,0,,,,,
player,201110090pit,pit,HeywCa01,def_int,0,,,,,
player,201110090pit,pit,HeywCa01,def_int_yds,0,,,,,
player,201110090pit,pit,HeywCa01,def_int_td,0,,,,,
player,201110090pit,pit,HeywCa01,def_int_long,0,,,,,
player,201110090pit,pit,HeywCa01,pass_defended,0,,,,,
player,201110090pit,pit,HeywCa01,sacks,1.0,,,,,
player,201110090pit,pit,HeywCa01,tackles_combined,2,,,,,
player,201110090pit,pit,HeywCa01,tackles_solo,2,,,,,
player,201110090pit,pit,HeywCa01,tackles_assists,0,,,,,
player,201110090pit,pit,HeywCa01,tackles_loss,0,,,,,
player,201110090pit,pit,HeywCa01,qb_hits,1,,,,,
player,201110090pit,pit,HeywCa01,fumbles_rec,0,,,,,
player,201110090pit,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201110090pit,pit,HeywCa01,fumbles_forced,1,,,,,
player,201110090pit,pit,HoodEv99,def_int,0,,,,,
player,201110090pit,pit,HoodEv99,def_int_yds,0,,,,,
player,201110090pit,pit,HoodEv99,def_int_td,0,,,,,
player,201110090pit,pit,HoodEv99,def_int_long,0,,,,,
player,201110090pit,pit,HoodEv99,pass_defended,0,,,,,
player,201110090pit,pit,HoodEv99,sacks,0.5,,,,,
player,201110090pit,pit,HoodEv99,tackles_combined,4,,,,,
player,201110090pit,pit,HoodEv99,tackles_solo,2,,,,,
player,201110090pit,pit,HoodEv99,tackles_assists,2,,,,,
player,201110090pit,pit,HoodEv99,tackles_loss,0,,,,,
player,201110090pit,pit,HoodEv99,qb_hits,1,,,,,
player,201110090pit,pit,HoodEv99,fumbles_rec,0,,,,,
player,201110090pit,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201110090pit,pit,HoodEv99,fumbles_forced,0,,,,,
player,201110090pit,pit,FarrJa99,def_int,0,,,,,
player,201110090pit,pit,FarrJa99,def_int_yds,0,,,,,
player,201110090pit,pit,FarrJa99,def_int_td,0,,,,,
player,201110090pit,pit,FarrJa99,def_int_long,0,,,,,
player,201110090pit,pit,FarrJa99,pass_defended,1,,,,,
player,201110090pit,pit,FarrJa99,sacks,0.0,,,,,
player,201110090pit,pit,FarrJa99,tackles_combined,13,,,,,
player,201110090pit,pit,FarrJa99,tackles_solo,9,,,,,
player,201110090pit,pit,FarrJa99,tackles_assists,4,,,,,
player,201110090pit,pit,FarrJa99,tackles_loss,0,,,,,
player,201110090pit,pit,FarrJa99,qb_hits,0,,,,,
player,201110090pit,pit,FarrJa99,fumbles_rec,0,,,,,
player,201110090pit,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201110090pit,pit,FarrJa99,fumbles_forced,0,,,,,
player,201110090pit,pit,PolaTr99,def_int,0,,,,,
player,201110090pit,pit,PolaTr99,def_int_yds,0,,,,,
player,201110090pit,pit,PolaTr99,def_int_td,0,,,,,
player,201110090pit,pit,PolaTr99,def_int_long,0,,,,,
player,201110090pit,pit,PolaTr99,pass_defended,3,,,,,
player,201110090pit,pit,PolaTr99,sacks,0.0,,,,,
player,201110090pit,pit,PolaTr99,tackles_combined,9,,,,,
player,201110090pit,pit,PolaTr99,tackles_solo,5,,,,,
player,201110090pit,pit,PolaTr99,tackles_assists,4,,,,,
player,201110090pit,pit,PolaTr99,tackles_loss,0,,,,,
player,201110090pit,pit,PolaTr99,qb_hits,0,,,,,
player,201110090pit,pit,PolaTr99,fumbles_rec,0,,,,,
player,201110090pit,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201110090pit,pit,PolaTr99,fumbles_forced,0,,,,,
player,201110090pit,pit,ClarRy20,def_int,0,,,,,
player,201110090pit,pit,ClarRy20,def_int_yds,0,,,,,
player,201110090pit,pit,ClarRy20,def_int_td,0,,,,,
player,201110090pit,pit,ClarRy20,def_int_long,0,,,,,
player,201110090pit,pit,ClarRy20,pass_defended,0,,,,,
player,201110090pit,pit,ClarRy20,sacks,0.0,,,,,
player,201110090pit,pit,ClarRy20,tackles_combined,5,,,,,
player,201110090pit,pit,ClarRy20,tackles_solo,5,,,,,
player,201110090pit,pit,ClarRy20,tackles_assists,0,,,,,
player,201110090pit,pit,ClarRy20,tackles_loss,0,,,,,
player,201110090pit,pit,ClarRy20,qb_hits,0,,,,,
player,201110090pit,pit,ClarRy20,fumbles_rec,0,,,,,
player,201110090pit,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201110090pit,pit,ClarRy20,fumbles_forced,0,,,,,
player,201110090pit,pit,GayxWi99,def_int,0,,,,,
player,201110090pit,pit,GayxWi99,def_int_yds,0,,,,,
player,201110090pit,pit,GayxWi99,def_int_td,0,,,,,
player,201110090pit,pit,GayxWi99,def_int_long,0,,,,,
player,201110090pit,pit,GayxWi99,pass_defended,0,,,,,
player,201110090pit,pit,GayxWi99,sacks,0.0,,,,,
player,201110090pit,pit,GayxWi99,tackles_combined,5,,,,,
player,201110090pit,pit,GayxWi99,tackles_solo,5,,,,,
player,201110090pit,pit,GayxWi99,tackles_assists,0,,,,,
player,201110090pit,pit,GayxWi99,tackles_loss,1,,,,,
player,201110090pit,pit,GayxWi99,qb_hits,0,,,,,
player,201110090pit,pit,GayxWi99,fumbles_rec,0,,,,,
player,201110090pit,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201110090pit,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201110090pit,pit,GayxWi99,fumbles_forced,0,,,,,
player,201110090pit,pit,TimmLa99,def_int,0,,,,,
player,201110090pit,pit,TimmLa99,def_int_yds,0,,,,,
player,201110090pit,pit,TimmLa99,def_int_td,0,,,,,
player,201110090pit,pit,TimmLa99,def_int_long,0,,,,,
player,201110090pit,pit,TimmLa99,pass_defended,1,,,,,
player,201110090pit,pit,TimmLa99,sacks,0.0,,,,,
player,201110090pit,pit,TimmLa99,tackles_combined,5,,,,,
player,201110090pit,pit,TimmLa99,tackles_solo,3,,,,,
