game,2011,5,20111009,201110090sfo,tam,"Tampa Bay Buccaneers",3,sfo,"San Francisco 49ers",48
team,201110090sfo,tam,First Downs,14,,,,,,
team,201110090sfo,sfo,First Downs,28,,,,,,
team,201110090sfo,tam,Rush-Yds-TDs,23-86-0,,,,,,
team,201110090sfo,sfo,Rush-Yds-TDs,36-213-2,,,,,,
team,201110090sfo,tam,Cmp-Att-Yd-TD-INT,18-35-194-0-2,,,,,,
team,201110090sfo,sfo,Cmp-Att-Yd-TD-INT,14-22-205-3-0,,,,,,
team,201110090sfo,tam,Sacked-Yards,3-8,,,,,,
team,201110090sfo,sfo,Sacked-Yards,0-0,,,,,,
team,201110090sfo,tam,Net Pass Yards,186,,,,,,
team,201110090sfo,sfo,Net Pass Yards,205,,,,,,
team,201110090sfo,tam,Total Yards,272,,,,,,
team,201110090sfo,sfo,Total Yards,418,,,,,,
team,201110090sfo,tam,Fumbles-Lost,1-1,,,,,,
team,201110090sfo,sfo,Fumbles-Lost,1-1,,,,,,
team,201110090sfo,tam,Turnovers,3,,,,,,
team,201110090sfo,sfo,Turnovers,1,,,,,,
team,201110090sfo,tam,Penalties-Yards,9-96,,,,,,
team,201110090sfo,sfo,Penalties-Yards,3-30,,,,,,
team,201110090sfo,tam,Third Down Conv.,7-16,,,,,,
team,201110090sfo,sfo,Third Down Conv.,2-7,,,,,,
team,201110090sfo,tam,Fourth Down Conv.,0-1,,,,,,
team,201110090sfo,sfo,Fourth Down Conv.,1-1,,,,,,
team,201110090sfo,tam,Time of Possession,28:58,,,,,,
team,201110090sfo,sfo,Time of Possession,31:02,,,,,,
player,201110090sfo,tam,FreeJo00,pass_cmp,17,,,,,
player,201110090sfo,tam,FreeJo00,pass_att,33,,,,,
player,201110090sfo,tam,FreeJo00,pass_yds,187,,,,,
player,201110090sfo,tam,FreeJo00,pass_td,0,,,,,
player,201110090sfo,tam,FreeJo00,pass_int,2,,,,,
player,201110090sfo,tam,FreeJo00,pass_sacked,2,,,,,
player,201110090sfo,tam,FreeJo00,pass_sacked_yds,6,,,,,
player,201110090sfo,tam,FreeJo00,pass_long,33,,,,,
player,201110090sfo,tam,FreeJo00,pass_rating,43.4,,,,,
player,201110090sfo,tam,FreeJo00,rush_att,1,,,,,
player,201110090sfo,tam,FreeJo00,rush_yds,2,,,,,
player,201110090sfo,tam,FreeJo00,rush_td,0,,,,,
player,201110090sfo,tam,FreeJo00,rush_long,2,,,,,
player,201110090sfo,tam,FreeJo00,targets,0,,,,,
player,201110090sfo,tam,FreeJo00,rec,0,,,,,
player,201110090sfo,tam,FreeJo00,rec_yds,0,,,,,
player,201110090sfo,tam,FreeJo00,rec_td,0,,,,,
player,201110090sfo,tam,FreeJo00,rec_long,0,,,,,
player,201110090sfo,tam,FreeJo00,fumbles,0,,,,,
player,201110090sfo,tam,FreeJo00,fumbles_lost,,,,,,
player,201110090sfo,tam,JohnJo05,pass_cmp,1,,,,,
player,201110090sfo,tam,JohnJo05,pass_att,2,,,,,
player,201110090sfo,tam,JohnJo05,pass_yds,7,,,,,
player,201110090sfo,tam,JohnJo05,pass_td,0,,,,,
player,201110090sfo,tam,JohnJo05,pass_int,0,,,,,
player,201110090sfo,tam,JohnJo05,pass_sacked,1,,,,,
player,201110090sfo,tam,JohnJo05,pass_sacked_yds,2,,,,,
player,201110090sfo,tam,JohnJo05,pass_long,7,,,,,
player,201110090sfo,tam,JohnJo05,pass_rating,58.3,,,,,
player,201110090sfo,tam,JohnJo05,rush_att,0,,,,,
player,201110090sfo,tam,JohnJo05,rush_yds,0,,,,,
player,201110090sfo,tam,JohnJo05,rush_td,0,,,,,
player,201110090sfo,tam,JohnJo05,rush_long,0,,,,,
player,201110090sfo,tam,JohnJo05,targets,0,,,,,
player,201110090sfo,tam,JohnJo05,rec,0,,,,,
player,201110090sfo,tam,JohnJo05,rec_yds,0,,,,,
player,201110090sfo,tam,JohnJo05,rec_td,0,,,,,
player,201110090sfo,tam,JohnJo05,rec_long,0,,,,,
player,201110090sfo,tam,JohnJo05,fumbles,0,,,,,
player,201110090sfo,tam,JohnJo05,fumbles_lost,,,,,,
