game,2011,5,20111009,201110090sfo,tam,"Tampa Bay Buccaneers",3,sfo,"San Francisco 49ers",48
player,201110090sfo,tam,BlouLe00,pass_cmp,0,,,,,
player,201110090sfo,tam,BlouLe00,pass_att,0,,,,,
player,201110090sfo,tam,BlouLe00,pass_yds,0,,,,,
player,201110090sfo,tam,BlouLe00,pass_td,0,,,,,
player,201110090sfo,tam,BlouLe00,pass_int,0,,,,,
player,201110090sfo,tam,BlouLe00,pass_sacked,0,,,,,
player,201110090sfo,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,BlouLe00,pass_long,0,,,,,
player,201110090sfo,tam,BlouLe00,pass_rating,,,,,,
player,201110090sfo,tam,BlouLe00,rush_att,10,,,,,
player,201110090sfo,tam,BlouLe00,rush_yds,34,,,,,
player,201110090sfo,tam,BlouLe00,rush_td,0,,,,,
player,201110090sfo,tam,BlouLe00,rush_long,9,,,,,
player,201110090sfo,tam,BlouLe00,targets,3,,,,,
player,201110090sfo,tam,BlouLe00,rec,2,,,,,
player,201110090sfo,tam,BlouLe00,rec_yds,31,,,,,
player,201110090sfo,tam,BlouLe00,rec_td,0,,,,,
player,201110090sfo,tam,BlouLe00,rec_long,29,,,,,
player,201110090sfo,tam,BlouLe00,fumbles,0,,,,,
player,201110090sfo,tam,BlouLe00,fumbles_lost,,,,,,
player,201110090sfo,tam,GrahEa00,pass_cmp,0,,,,,
player,201110090sfo,tam,GrahEa00,pass_att,0,,,,,
player,201110090sfo,tam,GrahEa00,pass_yds,0,,,,,
player,201110090sfo,tam,GrahEa00,pass_td,0,,,,,
player,201110090sfo,tam,GrahEa00,pass_int,0,,,,,
player,201110090sfo,tam,GrahEa00,pass_sacked,0,,,,,
player,201110090sfo,tam,GrahEa00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,GrahEa00,pass_long,0,,,,,
player,201110090sfo,tam,GrahEa00,pass_rating,,,,,,
player,201110090sfo,tam,GrahEa00,rush_att,5,,,,,
player,201110090sfo,tam,GrahEa00,rush_yds,30,,,,,
player,201110090sfo,tam,GrahEa00,rush_td,0,,,,,
player,201110090sfo,tam,GrahEa00,rush_long,8,,,,,
player,201110090sfo,tam,GrahEa00,targets,0,,,,,
player,201110090sfo,tam,GrahEa00,rec,0,,,,,
player,201110090sfo,tam,GrahEa00,rec_yds,0,,,,,
player,201110090sfo,tam,GrahEa00,rec_td,0,,,,,
player,201110090sfo,tam,GrahEa00,rec_long,0,,,,,
player,201110090sfo,tam,GrahEa00,fumbles,0,,,,,
player,201110090sfo,tam,GrahEa00,fumbles_lost,,,,,,
player,201110090sfo,tam,BradAl00,pass_cmp,0,,,,,
player,201110090sfo,tam,BradAl00,pass_att,0,,,,,
player,201110090sfo,tam,BradAl00,pass_yds,0,,,,,
player,201110090sfo,tam,BradAl00,pass_td,0,,,,,
player,201110090sfo,tam,BradAl00,pass_int,0,,,,,
player,201110090sfo,tam,BradAl00,pass_sacked,0,,,,,
player,201110090sfo,tam,BradAl00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,BradAl00,pass_long,0,,,,,
player,201110090sfo,tam,BradAl00,pass_rating,,,,,,
player,201110090sfo,tam,BradAl00,rush_att,5,,,,,
player,201110090sfo,tam,BradAl00,rush_yds,13,,,,,
player,201110090sfo,tam,BradAl00,rush_td,0,,,,,
player,201110090sfo,tam,BradAl00,rush_long,4,,,,,
player,201110090sfo,tam,BradAl00,targets,0,,,,,
player,201110090sfo,tam,BradAl00,rec,0,,,,,
player,201110090sfo,tam,BradAl00,rec_yds,0,,,,,
player,201110090sfo,tam,BradAl00,rec_td,0,,,,,
player,201110090sfo,tam,BradAl00,rec_long,0,,,,,
player,201110090sfo,tam,BradAl00,fumbles,0,,,,,
player,201110090sfo,tam,BradAl00,fumbles_lost,,,,,,
player,201110090sfo,tam,LumpKr00,pass_cmp,0,,,,,
player,201110090sfo,tam,LumpKr00,pass_att,0,,,,,
player,201110090sfo,tam,LumpKr00,pass_yds,0,,,,,
player,201110090sfo,tam,LumpKr00,pass_td,0,,,,,
player,201110090sfo,tam,LumpKr00,pass_int,0,,,,,
player,201110090sfo,tam,LumpKr00,pass_sacked,0,,,,,
player,201110090sfo,tam,LumpKr00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,LumpKr00,pass_long,0,,,,,
player,201110090sfo,tam,LumpKr00,pass_rating,,,,,,
player,201110090sfo,tam,LumpKr00,rush_att,2,,,,,
player,201110090sfo,tam,LumpKr00,rush_yds,7,,,,,
player,201110090sfo,tam,LumpKr00,rush_td,0,,,,,
player,201110090sfo,tam,LumpKr00,rush_long,5,,,,,
player,201110090sfo,tam,LumpKr00,targets,1,,,,,
player,201110090sfo,tam,LumpKr00,rec,1,,,,,
player,201110090sfo,tam,LumpKr00,rec_yds,4,,,,,
player,201110090sfo,tam,LumpKr00,rec_td,0,,,,,
player,201110090sfo,tam,LumpKr00,rec_long,4,,,,,
player,201110090sfo,tam,LumpKr00,fumbles,0,,,,,
player,201110090sfo,tam,LumpKr00,fumbles_lost,,,,,,
player,201110090sfo,tam,WinsKe01,pass_cmp,0,,,,,
player,201110090sfo,tam,WinsKe01,pass_att,0,,,,,
player,201110090sfo,tam,WinsKe01,pass_yds,0,,,,,
player,201110090sfo,tam,WinsKe01,pass_td,0,,,,,
player,201110090sfo,tam,WinsKe01,pass_int,0,,,,,
player,201110090sfo,tam,WinsKe01,pass_sacked,0,,,,,
player,201110090sfo,tam,WinsKe01,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,WinsKe01,pass_long,0,,,,,
player,201110090sfo,tam,WinsKe01,pass_rating,,,,,,
player,201110090sfo,tam,WinsKe01,rush_att,0,,,,,
player,201110090sfo,tam,WinsKe01,rush_yds,0,,,,,
player,201110090sfo,tam,WinsKe01,rush_td,0,,,,,
player,201110090sfo,tam,WinsKe01,rush_long,0,,,,,
player,201110090sfo,tam,WinsKe01,targets,9,,,,,
player,201110090sfo,tam,WinsKe01,rec,5,,,,,
player,201110090sfo,tam,WinsKe01,rec_yds,54,,,,,
player,201110090sfo,tam,WinsKe01,rec_td,0,,,,,
player,201110090sfo,tam,WinsKe01,rec_long,17,,,,,
player,201110090sfo,tam,WinsKe01,fumbles,0,,,,,
player,201110090sfo,tam,WinsKe01,fumbles_lost,,,,,,
player,201110090sfo,tam,BennAr00,pass_cmp,0,,,,,
player,201110090sfo,tam,BennAr00,pass_att,0,,,,,
player,201110090sfo,tam,BennAr00,pass_yds,0,,,,,
player,201110090sfo,tam,BennAr00,pass_td,0,,,,,
player,201110090sfo,tam,BennAr00,pass_int,0,,,,,
player,201110090sfo,tam,BennAr00,pass_sacked,0,,,,,
player,201110090sfo,tam,BennAr00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,BennAr00,pass_long,0,,,,,
player,201110090sfo,tam,BennAr00,pass_rating,,,,,,
player,201110090sfo,tam,BennAr00,rush_att,0,,,,,
player,201110090sfo,tam,BennAr00,rush_yds,0,,,,,
player,201110090sfo,tam,BennAr00,rush_td,0,,,,,
player,201110090sfo,tam,BennAr00,rush_long,0,,,,,
player,201110090sfo,tam,BennAr00,targets,4,,,,,
player,201110090sfo,tam,BennAr00,rec,3,,,,,
player,201110090sfo,tam,BennAr00,rec_yds,46,,,,,
player,201110090sfo,tam,BennAr00,rec_td,0,,,,,
player,201110090sfo,tam,BennAr00,rec_long,33,,,,,
player,201110090sfo,tam,BennAr00,fumbles,0,,,,,
player,201110090sfo,tam,BennAr00,fumbles_lost,,,,,,
player,201110090sfo,tam,WillMi04,pass_cmp,0,,,,,
player,201110090sfo,tam,WillMi04,pass_att,0,,,,,
player,201110090sfo,tam,WillMi04,pass_yds,0,,,,,
player,201110090sfo,tam,WillMi04,pass_td,0,,,,,
player,201110090sfo,tam,WillMi04,pass_int,0,,,,,
player,201110090sfo,tam,WillMi04,pass_sacked,0,,,,,
player,201110090sfo,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,WillMi04,pass_long,0,,,,,
player,201110090sfo,tam,WillMi04,pass_rating,,,,,,
player,201110090sfo,tam,WillMi04,rush_att,0,,,,,
player,201110090sfo,tam,WillMi04,rush_yds,0,,,,,
player,201110090sfo,tam,WillMi04,rush_td,0,,,,,
player,201110090sfo,tam,WillMi04,rush_long,0,,,,,
player,201110090sfo,tam,WillMi04,targets,9,,,,,
player,201110090sfo,tam,WillMi04,rec,4,,,,,
player,201110090sfo,tam,WillMi04,rec_yds,28,,,,,
player,201110090sfo,tam,WillMi04,rec_td,0,,,,,
player,201110090sfo,tam,WillMi04,rec_long,13,,,,,
player,201110090sfo,tam,WillMi04,fumbles,1,,,,,
player,201110090sfo,tam,WillMi04,fumbles_lost,1,,,,,
player,201110090sfo,tam,BrisDe00,pass_cmp,0,,,,,
player,201110090sfo,tam,BrisDe00,pass_att,0,,,,,
player,201110090sfo,tam,BrisDe00,pass_yds,0,,,,,
player,201110090sfo,tam,BrisDe00,pass_td,0,,,,,
player,201110090sfo,tam,BrisDe00,pass_int,0,,,,,
player,201110090sfo,tam,BrisDe00,pass_sacked,0,,,,,
player,201110090sfo,tam,BrisDe00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,BrisDe00,pass_long,0,,,,,
player,201110090sfo,tam,BrisDe00,pass_rating,,,,,,
player,201110090sfo,tam,BrisDe00,rush_att,0,,,,,
player,201110090sfo,tam,BrisDe00,rush_yds,0,,,,,
player,201110090sfo,tam,BrisDe00,rush_td,0,,,,,
player,201110090sfo,tam,BrisDe00,rush_long,0,,,,,
player,201110090sfo,tam,BrisDe00,targets,2,,,,,
player,201110090sfo,tam,BrisDe00,rec,2,,,,,
player,201110090sfo,tam,BrisDe00,rec_yds,18,,,,,
player,201110090sfo,tam,BrisDe00,rec_td,0,,,,,
player,201110090sfo,tam,BrisDe00,rec_long,11,,,,,
player,201110090sfo,tam,BrisDe00,fumbles,0,,,,,
player,201110090sfo,tam,BrisDe00,fumbles_lost,,,,,,
player,201110090sfo,tam,ParkPr00,pass_cmp,0,,,,,
player,201110090sfo,tam,ParkPr00,pass_att,0,,,,,
player,201110090sfo,tam,ParkPr00,pass_yds,0,,,,,
player,201110090sfo,tam,ParkPr00,pass_td,0,,,,,
player,201110090sfo,tam,ParkPr00,pass_int,0,,,,,
player,201110090sfo,tam,ParkPr00,pass_sacked,0,,,,,
player,201110090sfo,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,ParkPr00,pass_long,0,,,,,
player,201110090sfo,tam,ParkPr00,pass_rating,,,,,,
player,201110090sfo,tam,ParkPr00,rush_att,0,,,,,
player,201110090sfo,tam,ParkPr00,rush_yds,0,,,,,
player,201110090sfo,tam,ParkPr00,rush_td,0,,,,,
player,201110090sfo,tam,ParkPr00,rush_long,0,,,,,
player,201110090sfo,tam,ParkPr00,targets,3,,,,,
player,201110090sfo,tam,ParkPr00,rec,1,,,,,
player,201110090sfo,tam,ParkPr00,rec_yds,13,,,,,
player,201110090sfo,tam,ParkPr00,rec_td,0,,,,,
player,201110090sfo,tam,ParkPr00,rec_long,13,,,,,
player,201110090sfo,tam,ParkPr00,fumbles,0,,,,,
player,201110090sfo,tam,ParkPr00,fumbles_lost,,,,,,
player,201110090sfo,tam,FranCo00,pass_cmp,0,,,,,
player,201110090sfo,tam,FranCo00,pass_att,0,,,,,
player,201110090sfo,tam,FranCo00,pass_yds,0,,,,,
player,201110090sfo,tam,FranCo00,pass_td,0,,,,,
player,201110090sfo,tam,FranCo00,pass_int,0,,,,,
player,201110090sfo,tam,FranCo00,pass_sacked,0,,,,,
player,201110090sfo,tam,FranCo00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,FranCo00,pass_long,0,,,,,
player,201110090sfo,tam,FranCo00,pass_rating,,,,,,
player,201110090sfo,tam,FranCo00,rush_att,0,,,,,
player,201110090sfo,tam,FranCo00,rush_yds,0,,,,,
player,201110090sfo,tam,FranCo00,rush_td,0,,,,,
player,201110090sfo,tam,FranCo00,rush_long,0,,,,,
player,201110090sfo,tam,FranCo00,targets,2,,,,,
player,201110090sfo,tam,FranCo00,rec,0,,,,,
player,201110090sfo,tam,FranCo00,rec_yds,0,,,,,
player,201110090sfo,tam,FranCo00,rec_td,0,,,,,
player,201110090sfo,tam,FranCo00,rec_long,0,,,,,
player,201110090sfo,tam,FranCo00,fumbles,0,,,,,
player,201110090sfo,tam,FranCo00,fumbles_lost,,,,,,
player,201110090sfo,tam,SpurMi00,pass_cmp,0,,,,,
player,201110090sfo,tam,SpurMi00,pass_att,0,,,,,
player,201110090sfo,tam,SpurMi00,pass_yds,0,,,,,
player,201110090sfo,tam,SpurMi00,pass_td,0,,,,,
player,201110090sfo,tam,SpurMi00,pass_int,0,,,,,
player,201110090sfo,tam,SpurMi00,pass_sacked,0,,,,,
player,201110090sfo,tam,SpurMi00,pass_sacked_yds,0,,,,,
player,201110090sfo,tam,SpurMi00,pass_long,0,,,,,
player,201110090sfo,tam,SpurMi00,pass_rating,,,,,,
player,201110090sfo,tam,SpurMi00,rush_att,0,,,,,
player,201110090sfo,tam,SpurMi00,rush_yds,0,,,,,
player,201110090sfo,tam,SpurMi00,rush_td,0,,,,,
player,201110090sfo,tam,SpurMi00,rush_long,0,,,,,
player,201110090sfo,tam,SpurMi00,targets,2,,,,,
player,201110090sfo,tam,SpurMi00,rec,0,,,,,
player,201110090sfo,tam,SpurMi00,rec_yds,0,,,,,
player,201110090sfo,tam,SpurMi00,rec_td,0,,,,,
player,201110090sfo,tam,SpurMi00,rec_long,0,,,,,
player,201110090sfo,tam,SpurMi00,fumbles,0,,,,,
player,201110090sfo,tam,SpurMi00,fumbles_lost,,,,,,
player,201110090sfo,sfo,SmitAl03,pass_cmp,11,,,,,
player,201110090sfo,sfo,SmitAl03,pass_att,19,,,,,
player,201110090sfo,sfo,SmitAl03,pass_yds,170,,,,,
player,201110090sfo,sfo,SmitAl03,pass_td,3,,,,,
player,201110090sfo,sfo,SmitAl03,pass_int,0,,,,,
player,201110090sfo,sfo,SmitAl03,pass_sacked,0,,,,,
player,201110090sfo,sfo,SmitAl03,pass_sacked_yds,0,,,,,
player,201110090sfo,sfo,SmitAl03,pass_long,26,,,,,
player,201110090sfo,sfo,SmitAl03,pass_rating,127.2,,,,,
player,201110090sfo,sfo,SmitAl03,rush_att,0,,,,,
player,201110090sfo,sfo,SmitAl03,rush_yds,0,,,,,
player,201110090sfo,sfo,SmitAl03,rush_td,0,,,,,
player,201110090sfo,sfo,SmitAl03,rush_long,0,,,,,
player,201110090sfo,sfo,SmitAl03,targets,0,,,,,
player,201110090sfo,sfo,SmitAl03,rec,0,,,,,
player,201110090sfo,sfo,SmitAl03,rec_yds,0,,,,,
player,201110090sfo,sfo,SmitAl03,rec_td,0,,,,,
player,201110090sfo,sfo,SmitAl03,rec_long,0,,,,,
player,201110090sfo,sfo,SmitAl03,fumbles,0,,,,,
player,201110090sfo,sfo,SmitAl03,fumbles_lost,,,,,,
player,201110090sfo,sfo,KaepCo00,pass_cmp,3,,,,,
player,201110090sfo,sfo,KaepCo00,pass_att,3,,,,,
player,201110090sfo,sfo,KaepCo00,pass_yds,35,,,,,
player,201110090sfo,sfo,KaepCo00,pass_td,0,,,,,
player,201110090sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201110090sfo,sfo,KaepCo00,pass_sacked,0,,,,,
player,201110090sfo,sfo,KaepCo00,pass_sacked_yds,0,,,,,
player,201110090sfo,sfo,KaepCo00,pass_long,19,,,,,
player,201110090sfo,sfo,KaepCo00,pass_rating,115.3,,,,,
player,201110090sfo,sfo,KaepCo00,rush_att,2,,,,,
player,201110090sfo,sfo,KaepCo00,rush_yds,-2,,,,,
player,201110090sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201110090sfo,sfo,KaepCo00,rush_long,-1,,,,,
player,201110090sfo,sfo,KaepCo00,targets,0,,,,,
player,201110090sfo,sfo,KaepCo00,rec,0,,,,,
player,201110090sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201110090sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201110090sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201110090sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201110090sfo,sfo,KaepCo00,fumbles_lost,,,,,,
player,201110090sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201110090sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201110090sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201110090sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201110090sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201110090sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201110090sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201110090sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201110090sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201110090sfo,sfo,GoreFr00,rush_att,20,,,,,
player,201110090sfo,sfo,GoreFr00,rush_yds,125,,,,,
player,201110090sfo,sfo,GoreFr00,rush_td,1,,,,,
player,201110090sfo,sfo,GoreFr00,rush_long,21,,,,,
player,201110090sfo,sfo,GoreFr00,targets,2,,,,,
player,201110090sfo,sfo,GoreFr00,rec,2,,,,,
player,201110090sfo,sfo,GoreFr00,rec_yds,18,,,,,
player,201110090sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201110090sfo,sfo,GoreFr00,rec_long,12,,,,,
player,201110090sfo,sfo,GoreFr00,fumbles,1,,,,,
player,201110090sfo,sfo,GoreFr00,fumbles_lost,1,,,,,
player,201110090sfo,sfo,HuntKe00,pass_cmp,0,,,,,
player,201110090sfo,sfo,HuntKe00,pass_att,0,,,,,
player,201110090sfo,sfo,HuntKe00,pass_yds,0,,,,,
player,201110090sfo,sfo,HuntKe00,pass_td,0,,,,,
player,201110090sfo,sfo,HuntKe00,pass_int,0,,,,,
player,201110090sfo,sfo,HuntKe00,pass_sacked,0,,,,,
player,201110090sfo,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201110090sfo,sfo,HuntKe00,pass_long,0,,,,,
player,201110090sfo,sfo,HuntKe00,pass_rating,,,,,,
player,201110090sfo,sfo,HuntKe00,rush_att,9,,,,,
player,201110090sfo,sfo,HuntKe00,rush_yds,65,,,,,
player,201110090sfo,sfo,HuntKe00,rush_td,0,,,,,
player,201110090sfo,sfo,HuntKe00,rush_long,44,,,,,
player,201110090sfo,sfo,HuntKe00,targets,0,,,,,
player,201110090sfo,sfo,HuntKe00,rec,0,,,,,
player,201110090sfo,sfo,HuntKe00,rec_yds,0,,,,,
player,201110090sfo,sfo,HuntKe00,rec_td,0,,,,,
player,201110090sfo,sfo,HuntKe00,rec_long,0,,,,,
player,201110090sfo,sfo,HuntKe00,fumbles,0,,,,,
player,201110090sfo,sfo,HuntKe00,fumbles_lost,,,,,,
player,201110090sfo,sfo,GinnTe00,pass_cmp,0,,,,,
player,201110090sfo,sfo,GinnTe00,pass_att,0,,,,,
player,201110090sfo,sfo,GinnTe00,pass_yds,0,,,,,
player,201110090sfo,sfo,GinnTe00,pass_td,0,,,,,
player,201110090sfo,sfo,GinnTe00,pass_int,0,,,,,
player,201110090sfo,sfo,GinnTe00,pass_sacked,0,,,,,
player,201110090sfo,sfo,GinnTe00,pass_sacked_yds,0,,,,,
player,201110090sfo,sfo,GinnTe00,pass_long,0,,,,,
player,201110090sfo,sfo,GinnTe00,pass_rating,,,,,,
player,201110090sfo,sfo,GinnTe00,rush_att,1,,,,,
player,201110090sfo,sfo,GinnTe00,rush_yds,24,,,,,
player,201110090sfo,sfo,GinnTe00,rush_td,0,,,,,
player,201110090sfo,sfo,GinnTe00,rush_long,24,,,,,
player,201110090sfo,sfo,GinnTe00,targets,0,,,,,
player,201110090sfo,sfo,GinnTe00,rec,0,,,,,
player,201110090sfo,sfo,GinnTe00,rec_yds,0,,,,,
player,201110090sfo,sfo,GinnTe00,rec_td,0,,,,,
player,201110090sfo,sfo,GinnTe00,rec_long,0,,,,,
player,201110090sfo,sfo,GinnTe00,fumbles,0,,,,,
player,201110090sfo,sfo,GinnTe00,fumbles_lost,,,,,,
player,201110090sfo,sfo,DixoAn00,pass_cmp,0,,,,,
player,201110090sfo,sfo,DixoAn00,pass_att,0,,,,,
player,201110090sfo,sfo,DixoAn00,pass_yds,0,,,,,
player,201110090sfo,sfo,DixoAn00,pass_td,0,,,,,
player,201110090sfo,sfo,DixoAn00,pass_int,0,,,,,
player,201110090sfo,sfo,DixoAn00,pass_sacked,0,,,,,
player,201110090sfo,sfo,DixoAn00,pass_sacked_yds,0,,,,,
player,201110090sfo,sfo,DixoAn00,pass_long,0,,,,,
player,201110090sfo,sfo,DixoAn00,pass_rating,,,,,,
player,201110090sfo,sfo,DixoAn00,rush_att,2,,,,,
player,201110090sfo,sfo,DixoAn00,rush_yds,4,,,,,
player,201110090sfo,sfo,DixoAn00,rush_td,1,,,,,
player,201110090sfo,sfo,DixoAn00,rush_long,3,,,,,
player,201110090sfo,sfo,DixoAn00,targets,0,,,,,
player,201110090sfo,sfo,DixoAn00,rec,0,,,,,
player,201110090sfo,sfo,DixoAn00,rec_yds,0,,,,,
player,201110090sfo,sfo,DixoAn00,rec_td,0,,,,,
player,201110090sfo,sfo,DixoAn00,rec_long,0,,,,,
player,201110090sfo,sfo,DixoAn00,fumbles,0,,,,,
player,201110090sfo,sfo,DixoAn00,fumbles_lost,,,,,,
player,201110090sfo,sfo,MorgJo00,pass_cmp,0,,,,,
player,201110090sfo,sfo,MorgJo00,pass_att,0,,,,,
player,201110090sfo,sfo,MorgJo00,pass_yds,0,,,,,
player,201110090sfo,sfo,MorgJo00,pass_td,0,,,,,
player,201110090sfo,sfo,MorgJo00,pass_int,0,,,,,
player,201110090sfo,sfo,MorgJo00,pass_sacked,0,,,,,
player,201110090sfo,sfo,MorgJo00,pass_sacked_yds,0,,,,,
player,201110090sfo,sfo,MorgJo00,pass_long,0,,,,,
player,201110090sfo,sfo,MorgJo00,pass_rating,,,,,,
player,201110090sfo,sfo,MorgJo00,rush_att,0,,,,,
player,201110090sfo,sfo,MorgJo00,rush_yds,0,,,,,
player,201110090sfo,sfo,MorgJo00,rush_td,0,,,,,
player,201110090sfo,sfo,MorgJo00,rush_long,0,,,,,
player,201110090sfo,sfo,MorgJo00,targets,6,,,,,
player,201110090sfo,sfo,MorgJo00,rec,5,,,,,
player,201110090sfo,sfo,MorgJo00,rec_yds,75,,,,,
player,201110090sfo,sfo,MorgJo00,rec_td,0,,,,,
player,201110090sfo,sfo,MorgJo00,rec_long,24,,,,,
player,201110090sfo,sfo,MorgJo00,fumbles,0,,,,,
player,201110090sfo,sfo,MorgJo00,fumbles_lost,,,,,,
player,201110090sfo,sfo,WalkHu00,pass_cmp,0,,,,,
player,201110090sfo,sfo,WalkHu00,pass_att,0,,,,,
player,201110090sfo,sfo,WalkHu00,pass_yds,0,,,,,
player,201110090sfo,sfo,WalkHu00,pass_td,0,,,,,
player,201110090sfo,sfo,WalkHu00,pass_int,0,,,,,
player,201110090sfo,sfo,WalkHu00,pass_sacked,0,,,,,
player,201110090sfo,sfo,WalkHu00,pass_sacked_yds,0,,,,,
player,201110090sfo,sfo,WalkHu00,pass_long,0,,,,,
player,201110090sfo,sfo,WalkHu00,pass_rating,,,,,,
player,201110090sfo,sfo,WalkHu00,rush_att,0,,,,,
player,201110090sfo,sfo,WalkHu00,rush_yds,0,,,,,
player,201110090sfo,sfo,WalkHu00,rush_td,0,,,,,
player,201110090sfo,sfo,WalkHu00,rush_long,0,,,,,
