game,2011,6,20111016,201110160gnb,ram,"St. Louis Rams",3,gnb,"Green Bay Packers",24
player,201110160gnb,ram,SalaGr00,rec_td,0,,,,,
player,201110160gnb,ram,SalaGr00,rec_long,19,,,,,
player,201110160gnb,ram,SalaGr00,fumbles,0,,,,,
player,201110160gnb,ram,SalaGr00,fumbles_lost,,,,,,
player,201110160gnb,ram,KendLa00,pass_cmp,0,,,,,
player,201110160gnb,ram,KendLa00,pass_att,0,,,,,
player,201110160gnb,ram,KendLa00,pass_yds,0,,,,,
player,201110160gnb,ram,KendLa00,pass_td,0,,,,,
player,201110160gnb,ram,KendLa00,pass_int,0,,,,,
player,201110160gnb,ram,KendLa00,pass_sacked,0,,,,,
player,201110160gnb,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201110160gnb,ram,KendLa00,pass_long,0,,,,,
player,201110160gnb,ram,KendLa00,pass_rating,,,,,,
player,201110160gnb,ram,KendLa00,rush_att,0,,,,,
player,201110160gnb,ram,KendLa00,rush_yds,0,,,,,
player,201110160gnb,ram,KendLa00,rush_td,0,,,,,
player,201110160gnb,ram,KendLa00,rush_long,0,,,,,
player,201110160gnb,ram,KendLa00,targets,6,,,,,
player,201110160gnb,ram,KendLa00,rec,4,,,,,
player,201110160gnb,ram,KendLa00,rec_yds,71,,,,,
player,201110160gnb,ram,KendLa00,rec_td,0,,,,,
player,201110160gnb,ram,KendLa00,rec_long,45,,,,,
player,201110160gnb,ram,KendLa00,fumbles,0,,,,,
player,201110160gnb,ram,KendLa00,fumbles_lost,,,,,,
player,201110160gnb,gnb,RodgAa00,pass_cmp,18,,,,,
player,201110160gnb,gnb,RodgAa00,pass_att,29,,,,,
player,201110160gnb,gnb,RodgAa00,pass_yds,316,,,,,
player,201110160gnb,gnb,RodgAa00,pass_td,3,,,,,
player,201110160gnb,gnb,RodgAa00,pass_int,1,,,,,
player,201110160gnb,gnb,RodgAa00,pass_sacked,1,,,,,
player,201110160gnb,gnb,RodgAa00,pass_sacked_yds,7,,,,,
player,201110160gnb,gnb,RodgAa00,pass_long,93,,,,,
player,201110160gnb,gnb,RodgAa00,pass_rating,119.3,,,,,
player,201110160gnb,gnb,RodgAa00,rush_att,7,,,,,
player,201110160gnb,gnb,RodgAa00,rush_yds,15,,,,,
player,201110160gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201110160gnb,gnb,RodgAa00,rush_long,9,,,,,
player,201110160gnb,gnb,RodgAa00,targets,0,,,,,
player,201110160gnb,gnb,RodgAa00,rec,0,,,,,
player,201110160gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201110160gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201110160gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201110160gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201110160gnb,gnb,RodgAa00,fumbles_lost,,,,,,
player,201110160gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201110160gnb,gnb,StarJa00,pass_att,0,,,,,
player,201110160gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201110160gnb,gnb,StarJa00,pass_td,0,,,,,
player,201110160gnb,gnb,StarJa00,pass_int,0,,,,,
player,201110160gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201110160gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,StarJa00,pass_long,0,,,,,
player,201110160gnb,gnb,StarJa00,pass_rating,,,,,,
player,201110160gnb,gnb,StarJa00,rush_att,13,,,,,
player,201110160gnb,gnb,StarJa00,rush_yds,49,,,,,
player,201110160gnb,gnb,StarJa00,rush_td,0,,,,,
player,201110160gnb,gnb,StarJa00,rush_long,15,,,,,
player,201110160gnb,gnb,StarJa00,targets,2,,,,,
player,201110160gnb,gnb,StarJa00,rec,2,,,,,
player,201110160gnb,gnb,StarJa00,rec_yds,17,,,,,
player,201110160gnb,gnb,StarJa00,rec_td,0,,,,,
player,201110160gnb,gnb,StarJa00,rec_long,9,,,,,
player,201110160gnb,gnb,StarJa00,fumbles,0,,,,,
player,201110160gnb,gnb,StarJa00,fumbles_lost,,,,,,
player,201110160gnb,gnb,GranRy00,pass_cmp,0,,,,,
player,201110160gnb,gnb,GranRy00,pass_att,0,,,,,
player,201110160gnb,gnb,GranRy00,pass_yds,0,,,,,
player,201110160gnb,gnb,GranRy00,pass_td,0,,,,,
player,201110160gnb,gnb,GranRy00,pass_int,0,,,,,
player,201110160gnb,gnb,GranRy00,pass_sacked,0,,,,,
player,201110160gnb,gnb,GranRy00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,GranRy00,pass_long,0,,,,,
player,201110160gnb,gnb,GranRy00,pass_rating,,,,,,
player,201110160gnb,gnb,GranRy00,rush_att,9,,,,,
player,201110160gnb,gnb,GranRy00,rush_yds,25,,,,,
player,201110160gnb,gnb,GranRy00,rush_td,0,,,,,
player,201110160gnb,gnb,GranRy00,rush_long,6,,,,,
player,201110160gnb,gnb,GranRy00,targets,2,,,,,
player,201110160gnb,gnb,GranRy00,rec,2,,,,,
player,201110160gnb,gnb,GranRy00,rec_yds,27,,,,,
player,201110160gnb,gnb,GranRy00,rec_td,0,,,,,
player,201110160gnb,gnb,GranRy00,rec_long,15,,,,,
player,201110160gnb,gnb,GranRy00,fumbles,0,,,,,
player,201110160gnb,gnb,GranRy00,fumbles_lost,,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201110160gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201110160gnb,gnb,KuhnJo00,rush_att,2,,,,,
player,201110160gnb,gnb,KuhnJo00,rush_yds,1,,,,,
player,201110160gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201110160gnb,gnb,KuhnJo00,rush_long,1,,,,,
player,201110160gnb,gnb,KuhnJo00,targets,0,,,,,
player,201110160gnb,gnb,KuhnJo00,rec,0,,,,,
player,201110160gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201110160gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201110160gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201110160gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201110160gnb,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201110160gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201110160gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201110160gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201110160gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201110160gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201110160gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201110160gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201110160gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201110160gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201110160gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201110160gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201110160gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201110160gnb,gnb,NelsJo00,targets,3,,,,,
player,201110160gnb,gnb,NelsJo00,rec,2,,,,,
player,201110160gnb,gnb,NelsJo00,rec_yds,104,,,,,
player,201110160gnb,gnb,NelsJo00,rec_td,1,,,,,
player,201110160gnb,gnb,NelsJo00,rec_long,93,,,,,
player,201110160gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201110160gnb,gnb,NelsJo00,fumbles_lost,,,,,,
player,201110160gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201110160gnb,gnb,JennGr00,pass_att,0,,,,,
player,201110160gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201110160gnb,gnb,JennGr00,pass_td,0,,,,,
player,201110160gnb,gnb,JennGr00,pass_int,0,,,,,
player,201110160gnb,gnb,JennGr00,pass_sacked,0,,,,,
player,201110160gnb,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,JennGr00,pass_long,0,,,,,
player,201110160gnb,gnb,JennGr00,pass_rating,,,,,,
player,201110160gnb,gnb,JennGr00,rush_att,0,,,,,
player,201110160gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201110160gnb,gnb,JennGr00,rush_td,0,,,,,
player,201110160gnb,gnb,JennGr00,rush_long,0,,,,,
player,201110160gnb,gnb,JennGr00,targets,10,,,,,
player,201110160gnb,gnb,JennGr00,rec,6,,,,,
player,201110160gnb,gnb,JennGr00,rec_yds,82,,,,,
player,201110160gnb,gnb,JennGr00,rec_td,0,,,,,
player,201110160gnb,gnb,JennGr00,rec_long,24,,,,,
player,201110160gnb,gnb,JennGr00,fumbles,0,,,,,
player,201110160gnb,gnb,JennGr00,fumbles_lost,,,,,,
player,201110160gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201110160gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201110160gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201110160gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201110160gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201110160gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201110160gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201110160gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201110160gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201110160gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201110160gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201110160gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201110160gnb,gnb,JoneJa04,targets,1,,,,,
player,201110160gnb,gnb,JoneJa04,rec,1,,,,,
player,201110160gnb,gnb,JoneJa04,rec_yds,35,,,,,
player,201110160gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201110160gnb,gnb,JoneJa04,rec_long,35,,,,,
player,201110160gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201110160gnb,gnb,JoneJa04,fumbles_lost,,,,,,
player,201110160gnb,gnb,DrivDo00,pass_cmp,0,,,,,
player,201110160gnb,gnb,DrivDo00,pass_att,0,,,,,
player,201110160gnb,gnb,DrivDo00,pass_yds,0,,,,,
player,201110160gnb,gnb,DrivDo00,pass_td,0,,,,,
player,201110160gnb,gnb,DrivDo00,pass_int,0,,,,,
player,201110160gnb,gnb,DrivDo00,pass_sacked,0,,,,,
player,201110160gnb,gnb,DrivDo00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,DrivDo00,pass_long,0,,,,,
player,201110160gnb,gnb,DrivDo00,pass_rating,,,,,,
player,201110160gnb,gnb,DrivDo00,rush_att,0,,,,,
player,201110160gnb,gnb,DrivDo00,rush_yds,0,,,,,
player,201110160gnb,gnb,DrivDo00,rush_td,0,,,,,
player,201110160gnb,gnb,DrivDo00,rush_long,0,,,,,
player,201110160gnb,gnb,DrivDo00,targets,5,,,,,
player,201110160gnb,gnb,DrivDo00,rec,3,,,,,
player,201110160gnb,gnb,DrivDo00,rec_yds,25,,,,,
player,201110160gnb,gnb,DrivDo00,rec_td,1,,,,,
player,201110160gnb,gnb,DrivDo00,rec_long,12,,,,,
player,201110160gnb,gnb,DrivDo00,fumbles,0,,,,,
player,201110160gnb,gnb,DrivDo00,fumbles_lost,,,,,,
player,201110160gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201110160gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201110160gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201110160gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201110160gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201110160gnb,gnb,FinlJe00,pass_sacked,0,,,,,
player,201110160gnb,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201110160gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201110160gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201110160gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201110160gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201110160gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201110160gnb,gnb,FinlJe00,targets,4,,,,,
player,201110160gnb,gnb,FinlJe00,rec,1,,,,,
player,201110160gnb,gnb,FinlJe00,rec_yds,20,,,,,
player,201110160gnb,gnb,FinlJe00,rec_td,0,,,,,
player,201110160gnb,gnb,FinlJe00,rec_long,20,,,,,
player,201110160gnb,gnb,FinlJe00,fumbles,0,,,,,
player,201110160gnb,gnb,FinlJe00,fumbles_lost,,,,,,
player,201110160gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201110160gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201110160gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201110160gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201110160gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201110160gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201110160gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201110160gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201110160gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201110160gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201110160gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201110160gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201110160gnb,gnb,CobbRa00,targets,1,,,,,
player,201110160gnb,gnb,CobbRa00,rec,1,,,,,
player,201110160gnb,gnb,CobbRa00,rec_yds,6,,,,,
player,201110160gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201110160gnb,gnb,CobbRa00,rec_long,6,,,,,
player,201110160gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201110160gnb,gnb,CobbRa00,fumbles_lost,,,,,,
player,201110160gnb,gnb,WillD.00,pass_cmp,0,,,,,
player,201110160gnb,gnb,WillD.00,pass_att,0,,,,,
player,201110160gnb,gnb,WillD.00,pass_yds,0,,,,,
player,201110160gnb,gnb,WillD.00,pass_td,0,,,,,
player,201110160gnb,gnb,WillD.00,pass_int,0,,,,,
player,201110160gnb,gnb,WillD.00,pass_sacked,0,,,,,
player,201110160gnb,gnb,WillD.00,pass_sacked_yds,0,,,,,
player,201110160gnb,gnb,WillD.00,pass_long,0,,,,,
player,201110160gnb,gnb,WillD.00,pass_rating,,,,,,
player,201110160gnb,gnb,WillD.00,rush_att,0,,,,,
player,201110160gnb,gnb,WillD.00,rush_yds,0,,,,,
player,201110160gnb,gnb,WillD.00,rush_td,0,,,,,
player,201110160gnb,gnb,WillD.00,rush_long,0,,,,,
player,201110160gnb,gnb,WillD.00,targets,1,,,,,
player,201110160gnb,gnb,WillD.00,rec,0,,,,,
player,201110160gnb,gnb,WillD.00,rec_yds,0,,,,,
player,201110160gnb,gnb,WillD.00,rec_td,0,,,,,
player,201110160gnb,gnb,WillD.00,rec_long,0,,,,,
player,201110160gnb,gnb,WillD.00,fumbles,0,,,,,
player,201110160gnb,gnb,WillD.00,fumbles_lost,,,,,,
player,201110160gnb,ram,DahlCr99,def_int,1,,,,,
player,201110160gnb,ram,DahlCr99,def_int_yds,-3,,,,,
player,201110160gnb,ram,DahlCr99,def_int_td,0,,,,,
player,201110160gnb,ram,DahlCr99,def_int_long,-3,,,,,
player,201110160gnb,ram,DahlCr99,pass_defended,1,,,,,
player,201110160gnb,ram,DahlCr99,sacks,0.0,,,,,
player,201110160gnb,ram,DahlCr99,tackles_combined,3,,,,,
player,201110160gnb,ram,DahlCr99,tackles_solo,3,,,,,
player,201110160gnb,ram,DahlCr99,tackles_assists,0,,,,,
player,201110160gnb,ram,DahlCr99,tackles_loss,0,,,,,
player,201110160gnb,ram,DahlCr99,qb_hits,0,,,,,
player,201110160gnb,ram,DahlCr99,fumbles_rec,0,,,,,
player,201110160gnb,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201110160gnb,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201110160gnb,ram,DahlCr99,fumbles_forced,0,,,,,
player,201110160gnb,ram,GibsGa99,def_int,0,,,,,
player,201110160gnb,ram,GibsGa99,def_int_yds,0,,,,,
player,201110160gnb,ram,GibsGa99,def_int_td,0,,,,,
player,201110160gnb,ram,GibsGa99,def_int_long,0,,,,,
player,201110160gnb,ram,GibsGa99,pass_defended,0,,,,,
player,201110160gnb,ram,GibsGa99,sacks,1.0,,,,,
player,201110160gnb,ram,GibsGa99,tackles_combined,1,,,,,
player,201110160gnb,ram,GibsGa99,tackles_solo,1,,,,,
player,201110160gnb,ram,GibsGa99,tackles_assists,0,,,,,
player,201110160gnb,ram,GibsGa99,tackles_loss,1,,,,,
player,201110160gnb,ram,GibsGa99,qb_hits,1,,,,,
player,201110160gnb,ram,GibsGa99,fumbles_rec,0,,,,,
player,201110160gnb,ram,GibsGa99,fumbles_rec_yds,0,,,,,
player,201110160gnb,ram,GibsGa99,fumbles_rec_td,0,,,,,
player,201110160gnb,ram,GibsGa99,fumbles_forced,0,,,,,
player,201110160gnb,ram,LaurJa99,def_int,0,,,,,
player,201110160gnb,ram,LaurJa99,def_int_yds,0,,,,,
player,201110160gnb,ram,LaurJa99,def_int_td,0,,,,,
player,201110160gnb,ram,LaurJa99,def_int_long,0,,,,,
player,201110160gnb,ram,LaurJa99,pass_defended,0,,,,,
player,201110160gnb,ram,LaurJa99,sacks,0.0,,,,,
player,201110160gnb,ram,LaurJa99,tackles_combined,8,,,,,
player,201110160gnb,ram,LaurJa99,tackles_solo,5,,,,,
player,201110160gnb,ram,LaurJa99,tackles_assists,3,,,,,
player,201110160gnb,ram,LaurJa99,tackles_loss,1,,,,,
player,201110160gnb,ram,LaurJa99,qb_hits,0,,,,,
player,201110160gnb,ram,LaurJa99,fumbles_rec,0,,,,,
player,201110160gnb,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201110160gnb,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201110160gnb,ram,LaurJa99,fumbles_forced,0,,,,,
player,201110160gnb,ram,ChamCh99,def_int,0,,,,,
player,201110160gnb,ram,ChamCh99,def_int_yds,0,,,,,
player,201110160gnb,ram,ChamCh99,def_int_td,0,,,,,
player,201110160gnb,ram,ChamCh99,def_int_long,0,,,,,
player,201110160gnb,ram,ChamCh99,pass_defended,0,,,,,
player,201110160gnb,ram,ChamCh99,sacks,0.0,,,,,
