game,2011,2,20110918,201109180nwe,sdg,"San Diego Chargers",21,nwe,"New England Patriots",35
player,201109180nwe,sdg,MathRy00,pass_sacked,0,,,,,
player,201109180nwe,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,MathRy00,pass_long,0,,,,,
player,201109180nwe,sdg,MathRy00,pass_rating,,,,,,
player,201109180nwe,sdg,MathRy00,rush_att,12,,,,,
player,201109180nwe,sdg,MathRy00,rush_yds,64,,,,,
player,201109180nwe,sdg,MathRy00,rush_td,1,,,,,
player,201109180nwe,sdg,MathRy00,rush_long,14,,,,,
player,201109180nwe,sdg,MathRy00,targets,9,,,,,
player,201109180nwe,sdg,MathRy00,rec,7,,,,,
player,201109180nwe,sdg,MathRy00,rec_yds,62,,,,,
player,201109180nwe,sdg,MathRy00,rec_td,0,,,,,
player,201109180nwe,sdg,MathRy00,rec_long,14,,,,,
player,201109180nwe,sdg,MathRy00,fumbles,0,,,,,
player,201109180nwe,sdg,MathRy00,fumbles_lost,,,,,,
player,201109180nwe,sdg,HestJa00,pass_cmp,0,,,,,
player,201109180nwe,sdg,HestJa00,pass_att,0,,,,,
player,201109180nwe,sdg,HestJa00,pass_yds,0,,,,,
player,201109180nwe,sdg,HestJa00,pass_td,0,,,,,
player,201109180nwe,sdg,HestJa00,pass_int,0,,,,,
player,201109180nwe,sdg,HestJa00,pass_sacked,0,,,,,
player,201109180nwe,sdg,HestJa00,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,HestJa00,pass_long,0,,,,,
player,201109180nwe,sdg,HestJa00,pass_rating,,,,,,
player,201109180nwe,sdg,HestJa00,rush_att,1,,,,,
player,201109180nwe,sdg,HestJa00,rush_yds,12,,,,,
player,201109180nwe,sdg,HestJa00,rush_td,0,,,,,
player,201109180nwe,sdg,HestJa00,rush_long,12,,,,,
player,201109180nwe,sdg,HestJa00,targets,0,,,,,
player,201109180nwe,sdg,HestJa00,rec,0,,,,,
player,201109180nwe,sdg,HestJa00,rec_yds,0,,,,,
player,201109180nwe,sdg,HestJa00,rec_td,0,,,,,
player,201109180nwe,sdg,HestJa00,rec_long,0,,,,,
player,201109180nwe,sdg,HestJa00,fumbles,0,,,,,
player,201109180nwe,sdg,HestJa00,fumbles_lost,,,,,,
player,201109180nwe,sdg,TolbMi00,pass_cmp,0,,,,,
player,201109180nwe,sdg,TolbMi00,pass_att,0,,,,,
player,201109180nwe,sdg,TolbMi00,pass_yds,0,,,,,
player,201109180nwe,sdg,TolbMi00,pass_td,0,,,,,
player,201109180nwe,sdg,TolbMi00,pass_int,0,,,,,
player,201109180nwe,sdg,TolbMi00,pass_sacked,0,,,,,
player,201109180nwe,sdg,TolbMi00,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,TolbMi00,pass_long,0,,,,,
player,201109180nwe,sdg,TolbMi00,pass_rating,,,,,,
player,201109180nwe,sdg,TolbMi00,rush_att,9,,,,,
player,201109180nwe,sdg,TolbMi00,rush_yds,10,,,,,
player,201109180nwe,sdg,TolbMi00,rush_td,0,,,,,
player,201109180nwe,sdg,TolbMi00,rush_long,7,,,,,
player,201109180nwe,sdg,TolbMi00,targets,9,,,,,
player,201109180nwe,sdg,TolbMi00,rec,8,,,,,
player,201109180nwe,sdg,TolbMi00,rec_yds,73,,,,,
player,201109180nwe,sdg,TolbMi00,rec_td,0,,,,,
player,201109180nwe,sdg,TolbMi00,rec_long,21,,,,,
player,201109180nwe,sdg,TolbMi00,fumbles,1,,,,,
player,201109180nwe,sdg,TolbMi00,fumbles_lost,1,,,,,
player,201109180nwe,sdg,JackVi00,pass_cmp,0,,,,,
player,201109180nwe,sdg,JackVi00,pass_att,0,,,,,
player,201109180nwe,sdg,JackVi00,pass_yds,0,,,,,
player,201109180nwe,sdg,JackVi00,pass_td,0,,,,,
player,201109180nwe,sdg,JackVi00,pass_int,0,,,,,
player,201109180nwe,sdg,JackVi00,pass_sacked,0,,,,,
player,201109180nwe,sdg,JackVi00,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,JackVi00,pass_long,0,,,,,
player,201109180nwe,sdg,JackVi00,pass_rating,,,,,,
player,201109180nwe,sdg,JackVi00,rush_att,0,,,,,
player,201109180nwe,sdg,JackVi00,rush_yds,0,,,,,
player,201109180nwe,sdg,JackVi00,rush_td,0,,,,,
player,201109180nwe,sdg,JackVi00,rush_long,0,,,,,
player,201109180nwe,sdg,JackVi00,targets,15,,,,,
player,201109180nwe,sdg,JackVi00,rec,10,,,,,
player,201109180nwe,sdg,JackVi00,rec_yds,172,,,,,
player,201109180nwe,sdg,JackVi00,rec_td,2,,,,,
player,201109180nwe,sdg,JackVi00,rec_long,29,,,,,
player,201109180nwe,sdg,JackVi00,fumbles,0,,,,,
player,201109180nwe,sdg,JackVi00,fumbles_lost,,,,,,
player,201109180nwe,sdg,FloyMa00,pass_cmp,0,,,,,
player,201109180nwe,sdg,FloyMa00,pass_att,0,,,,,
player,201109180nwe,sdg,FloyMa00,pass_yds,0,,,,,
player,201109180nwe,sdg,FloyMa00,pass_td,0,,,,,
player,201109180nwe,sdg,FloyMa00,pass_int,0,,,,,
player,201109180nwe,sdg,FloyMa00,pass_sacked,0,,,,,
player,201109180nwe,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,FloyMa00,pass_long,0,,,,,
player,201109180nwe,sdg,FloyMa00,pass_rating,,,,,,
player,201109180nwe,sdg,FloyMa00,rush_att,0,,,,,
player,201109180nwe,sdg,FloyMa00,rush_yds,0,,,,,
player,201109180nwe,sdg,FloyMa00,rush_td,0,,,,,
player,201109180nwe,sdg,FloyMa00,rush_long,0,,,,,
player,201109180nwe,sdg,FloyMa00,targets,2,,,,,
player,201109180nwe,sdg,FloyMa00,rec,2,,,,,
player,201109180nwe,sdg,FloyMa00,rec_yds,59,,,,,
player,201109180nwe,sdg,FloyMa00,rec_td,0,,,,,
player,201109180nwe,sdg,FloyMa00,rec_long,36,,,,,
player,201109180nwe,sdg,FloyMa00,fumbles,0,,,,,
player,201109180nwe,sdg,FloyMa00,fumbles_lost,,,,,,
player,201109180nwe,sdg,McMiRa01,pass_cmp,0,,,,,
player,201109180nwe,sdg,McMiRa01,pass_att,0,,,,,
player,201109180nwe,sdg,McMiRa01,pass_yds,0,,,,,
player,201109180nwe,sdg,McMiRa01,pass_td,0,,,,,
player,201109180nwe,sdg,McMiRa01,pass_int,0,,,,,
player,201109180nwe,sdg,McMiRa01,pass_sacked,0,,,,,
player,201109180nwe,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,McMiRa01,pass_long,0,,,,,
player,201109180nwe,sdg,McMiRa01,pass_rating,,,,,,
player,201109180nwe,sdg,McMiRa01,rush_att,0,,,,,
player,201109180nwe,sdg,McMiRa01,rush_yds,0,,,,,
player,201109180nwe,sdg,McMiRa01,rush_td,0,,,,,
player,201109180nwe,sdg,McMiRa01,rush_long,0,,,,,
player,201109180nwe,sdg,McMiRa01,targets,1,,,,,
player,201109180nwe,sdg,McMiRa01,rec,1,,,,,
player,201109180nwe,sdg,McMiRa01,rec_yds,6,,,,,
player,201109180nwe,sdg,McMiRa01,rec_td,0,,,,,
player,201109180nwe,sdg,McMiRa01,rec_long,6,,,,,
player,201109180nwe,sdg,McMiRa01,fumbles,0,,,,,
player,201109180nwe,sdg,McMiRa01,fumbles_lost,,,,,,
player,201109180nwe,sdg,WaltBr00,pass_cmp,0,,,,,
player,201109180nwe,sdg,WaltBr00,pass_att,0,,,,,
player,201109180nwe,sdg,WaltBr00,pass_yds,0,,,,,
player,201109180nwe,sdg,WaltBr00,pass_td,0,,,,,
player,201109180nwe,sdg,WaltBr00,pass_int,0,,,,,
player,201109180nwe,sdg,WaltBr00,pass_sacked,0,,,,,
player,201109180nwe,sdg,WaltBr00,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,WaltBr00,pass_long,0,,,,,
player,201109180nwe,sdg,WaltBr00,pass_rating,,,,,,
player,201109180nwe,sdg,WaltBr00,rush_att,0,,,,,
player,201109180nwe,sdg,WaltBr00,rush_yds,0,,,,,
player,201109180nwe,sdg,WaltBr00,rush_td,0,,,,,
player,201109180nwe,sdg,WaltBr00,rush_long,0,,,,,
player,201109180nwe,sdg,WaltBr00,targets,2,,,,,
player,201109180nwe,sdg,WaltBr00,rec,1,,,,,
player,201109180nwe,sdg,WaltBr00,rec_yds,6,,,,,
player,201109180nwe,sdg,WaltBr00,rec_td,0,,,,,
player,201109180nwe,sdg,WaltBr00,rec_long,6,,,,,
player,201109180nwe,sdg,WaltBr00,fumbles,0,,,,,
player,201109180nwe,sdg,WaltBr00,fumbles_lost,,,,,,
player,201109180nwe,sdg,GoodRi00,pass_cmp,0,,,,,
player,201109180nwe,sdg,GoodRi00,pass_att,0,,,,,
player,201109180nwe,sdg,GoodRi00,pass_yds,0,,,,,
player,201109180nwe,sdg,GoodRi00,pass_td,0,,,,,
player,201109180nwe,sdg,GoodRi00,pass_int,0,,,,,
player,201109180nwe,sdg,GoodRi00,pass_sacked,0,,,,,
player,201109180nwe,sdg,GoodRi00,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,GoodRi00,pass_long,0,,,,,
player,201109180nwe,sdg,GoodRi00,pass_rating,,,,,,
player,201109180nwe,sdg,GoodRi00,rush_att,0,,,,,
player,201109180nwe,sdg,GoodRi00,rush_yds,0,,,,,
player,201109180nwe,sdg,GoodRi00,rush_td,0,,,,,
player,201109180nwe,sdg,GoodRi00,rush_long,0,,,,,
player,201109180nwe,sdg,GoodRi00,targets,1,,,,,
player,201109180nwe,sdg,GoodRi00,rec,0,,,,,
player,201109180nwe,sdg,GoodRi00,rec_yds,0,,,,,
player,201109180nwe,sdg,GoodRi00,rec_td,0,,,,,
player,201109180nwe,sdg,GoodRi00,rec_long,0,,,,,
player,201109180nwe,sdg,GoodRi00,fumbles,0,,,,,
player,201109180nwe,sdg,GoodRi00,fumbles_lost,,,,,,
player,201109180nwe,sdg,GateAn00,pass_cmp,0,,,,,
player,201109180nwe,sdg,GateAn00,pass_att,0,,,,,
player,201109180nwe,sdg,GateAn00,pass_yds,0,,,,,
player,201109180nwe,sdg,GateAn00,pass_td,0,,,,,
player,201109180nwe,sdg,GateAn00,pass_int,0,,,,,
player,201109180nwe,sdg,GateAn00,pass_sacked,0,,,,,
player,201109180nwe,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201109180nwe,sdg,GateAn00,pass_long,0,,,,,
player,201109180nwe,sdg,GateAn00,pass_rating,,,,,,
player,201109180nwe,sdg,GateAn00,rush_att,0,,,,,
player,201109180nwe,sdg,GateAn00,rush_yds,0,,,,,
player,201109180nwe,sdg,GateAn00,rush_td,0,,,,,
player,201109180nwe,sdg,GateAn00,rush_long,0,,,,,
player,201109180nwe,sdg,GateAn00,targets,1,,,,,
player,201109180nwe,sdg,GateAn00,rec,0,,,,,
player,201109180nwe,sdg,GateAn00,rec_yds,0,,,,,
player,201109180nwe,sdg,GateAn00,rec_td,0,,,,,
player,201109180nwe,sdg,GateAn00,rec_long,0,,,,,
player,201109180nwe,sdg,GateAn00,fumbles,0,,,,,
player,201109180nwe,sdg,GateAn00,fumbles_lost,,,,,,
player,201109180nwe,nwe,BradTo00,pass_cmp,31,,,,,
player,201109180nwe,nwe,BradTo00,pass_att,40,,,,,
player,201109180nwe,nwe,BradTo00,pass_yds,423,,,,,
player,201109180nwe,nwe,BradTo00,pass_td,3,,,,,
player,201109180nwe,nwe,BradTo00,pass_int,0,,,,,
player,201109180nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201109180nwe,nwe,BradTo00,pass_sacked_yds,13,,,,,
player,201109180nwe,nwe,BradTo00,pass_long,33,,,,,
player,201109180nwe,nwe,BradTo00,pass_rating,135.7,,,,,
player,201109180nwe,nwe,BradTo00,rush_att,2,,,,,
player,201109180nwe,nwe,BradTo00,rush_yds,3,,,,,
player,201109180nwe,nwe,BradTo00,rush_td,0,,,,,
player,201109180nwe,nwe,BradTo00,rush_long,4,,,,,
player,201109180nwe,nwe,BradTo00,targets,0,,,,,
player,201109180nwe,nwe,BradTo00,rec,0,,,,,
player,201109180nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201109180nwe,nwe,BradTo00,rec_td,0,,,,,
player,201109180nwe,nwe,BradTo00,rec_long,0,,,,,
player,201109180nwe,nwe,BradTo00,fumbles,0,,,,,
player,201109180nwe,nwe,BradTo00,fumbles_lost,,,,,,
player,201109180nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201109180nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201109180nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201109180nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201109180nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201109180nwe,nwe,GreeBe00,pass_sacked,0,,,,,
player,201109180nwe,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201109180nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201109180nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201109180nwe,nwe,GreeBe00,rush_att,17,,,,,
player,201109180nwe,nwe,GreeBe00,rush_yds,70,,,,,
player,201109180nwe,nwe,GreeBe00,rush_td,1,,,,,
player,201109180nwe,nwe,GreeBe00,rush_long,16,,,,,
player,201109180nwe,nwe,GreeBe00,targets,1,,,,,
player,201109180nwe,nwe,GreeBe00,rec,1,,,,,
player,201109180nwe,nwe,GreeBe00,rec_yds,5,,,,,
player,201109180nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201109180nwe,nwe,GreeBe00,rec_long,5,,,,,
player,201109180nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201109180nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201109180nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201109180nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201109180nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201109180nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201109180nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201109180nwe,nwe,WoodDa02,pass_sacked,0,,,,,
player,201109180nwe,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201109180nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201109180nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201109180nwe,nwe,WoodDa02,rush_att,4,,,,,
player,201109180nwe,nwe,WoodDa02,rush_yds,12,,,,,
player,201109180nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201109180nwe,nwe,WoodDa02,rush_long,5,,,,,
player,201109180nwe,nwe,WoodDa02,targets,2,,,,,
player,201109180nwe,nwe,WoodDa02,rec,2,,,,,
player,201109180nwe,nwe,WoodDa02,rec_yds,15,,,,,
player,201109180nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201109180nwe,nwe,WoodDa02,rec_long,9,,,,,
player,201109180nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201109180nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201109180nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201109180nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201109180nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201109180nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201109180nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201109180nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201109180nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201109180nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201109180nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201109180nwe,nwe,RidlSt00,rush_att,2,,,,,
player,201109180nwe,nwe,RidlSt00,rush_yds,9,,,,,
player,201109180nwe,nwe,RidlSt00,rush_td,0,,,,,
player,201109180nwe,nwe,RidlSt00,rush_long,6,,,,,
player,201109180nwe,nwe,RidlSt00,targets,0,,,,,
player,201109180nwe,nwe,RidlSt00,rec,0,,,,,
player,201109180nwe,nwe,RidlSt00,rec_yds,0,,,,,
player,201109180nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201109180nwe,nwe,RidlSt00,rec_long,0,,,,,
player,201109180nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201109180nwe,nwe,RidlSt00,fumbles_lost,,,,,,
player,201109180nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201109180nwe,nwe,BranDe00,pass_att,0,,,,,
player,201109180nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201109180nwe,nwe,BranDe00,pass_td,0,,,,,
player,201109180nwe,nwe,BranDe00,pass_int,0,,,,,
player,201109180nwe,nwe,BranDe00,pass_sacked,0,,,,,
player,201109180nwe,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201109180nwe,nwe,BranDe00,pass_long,0,,,,,
player,201109180nwe,nwe,BranDe00,pass_rating,,,,,,
player,201109180nwe,nwe,BranDe00,rush_att,0,,,,,
player,201109180nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201109180nwe,nwe,BranDe00,rush_td,0,,,,,
player,201109180nwe,nwe,BranDe00,rush_long,0,,,,,
player,201109180nwe,nwe,BranDe00,targets,10,,,,,
player,201109180nwe,nwe,BranDe00,rec,8,,,,,
player,201109180nwe,nwe,BranDe00,rec_yds,129,,,,,
player,201109180nwe,nwe,BranDe00,rec_td,0,,,,,
player,201109180nwe,nwe,BranDe00,rec_long,33,,,,,
player,201109180nwe,nwe,BranDe00,fumbles,0,,,,,
player,201109180nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201109180nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201109180nwe,nwe,GronRo00,pass_att,0,,,,,
player,201109180nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201109180nwe,nwe,GronRo00,pass_td,0,,,,,
player,201109180nwe,nwe,GronRo00,pass_int,0,,,,,
player,201109180nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201109180nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201109180nwe,nwe,GronRo00,pass_long,0,,,,,
player,201109180nwe,nwe,GronRo00,pass_rating,,,,,,
player,201109180nwe,nwe,GronRo00,rush_att,0,,,,,
player,201109180nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201109180nwe,nwe,GronRo00,rush_td,0,,,,,
player,201109180nwe,nwe,GronRo00,rush_long,0,,,,,
player,201109180nwe,nwe,GronRo00,targets,6,,,,,
player,201109180nwe,nwe,GronRo00,rec,4,,,,,
player,201109180nwe,nwe,GronRo00,rec_yds,86,,,,,
player,201109180nwe,nwe,GronRo00,rec_td,2,,,,,
player,201109180nwe,nwe,GronRo00,rec_long,30,,,,,
player,201109180nwe,nwe,GronRo00,fumbles,0,,,,,
player,201109180nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201109180nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201109180nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201109180nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201109180nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201109180nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201109180nwe,nwe,WelkWe00,pass_sacked,0,,,,,
player,201109180nwe,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201109180nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201109180nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201109180nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201109180nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201109180nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201109180nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201109180nwe,nwe,WelkWe00,targets,11,,,,,
player,201109180nwe,nwe,WelkWe00,rec,7,,,,,
player,201109180nwe,nwe,WelkWe00,rec_yds,81,,,,,
player,201109180nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201109180nwe,nwe,WelkWe00,rec_long,17,,,,,
player,201109180nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201109180nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201109180nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201109180nwe,nwe,HernAa00,pass_att,0,,,,,
player,201109180nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201109180nwe,nwe,HernAa00,pass_td,0,,,,,
player,201109180nwe,nwe,HernAa00,pass_int,0,,,,,
player,201109180nwe,nwe,HernAa00,pass_sacked,0,,,,,
player,201109180nwe,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201109180nwe,nwe,HernAa00,pass_long,0,,,,,
player,201109180nwe,nwe,HernAa00,pass_rating,,,,,,
player,201109180nwe,nwe,HernAa00,rush_att,0,,,,,
player,201109180nwe,nwe,HernAa00,rush_yds,0,,,,,
player,201109180nwe,nwe,HernAa00,rush_td,0,,,,,
player,201109180nwe,nwe,HernAa00,rush_long,0,,,,,
player,201109180nwe,nwe,HernAa00,targets,8,,,,,
player,201109180nwe,nwe,HernAa00,rec,7,,,,,
player,201109180nwe,nwe,HernAa00,rec_yds,62,,,,,
player,201109180nwe,nwe,HernAa00,rec_td,1,,,,,
player,201109180nwe,nwe,HernAa00,rec_long,16,,,,,
player,201109180nwe,nwe,HernAa00,fumbles,0,,,,,
player,201109180nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201109180nwe,nwe,JohnCh01,pass_cmp,0,,,,,
player,201109180nwe,nwe,JohnCh01,pass_att,0,,,,,
player,201109180nwe,nwe,JohnCh01,pass_yds,0,,,,,
player,201109180nwe,nwe,JohnCh01,pass_td,0,,,,,
player,201109180nwe,nwe,JohnCh01,pass_int,0,,,,,
player,201109180nwe,nwe,JohnCh01,pass_sacked,0,,,,,
player,201109180nwe,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201109180nwe,nwe,JohnCh01,pass_long,0,,,,,
player,201109180nwe,nwe,JohnCh01,pass_rating,,,,,,
player,201109180nwe,nwe,JohnCh01,rush_att,0,,,,,
player,201109180nwe,nwe,JohnCh01,rush_yds,0,,,,,
player,201109180nwe,nwe,JohnCh01,rush_td,0,,,,,
player,201109180nwe,nwe,JohnCh01,rush_long,0,,,,,
player,201109180nwe,nwe,JohnCh01,targets,2,,,,,
player,201109180nwe,nwe,JohnCh01,rec,2,,,,,
player,201109180nwe,nwe,JohnCh01,rec_yds,45,,,,,
player,201109180nwe,nwe,JohnCh01,rec_td,0,,,,,
player,201109180nwe,nwe,JohnCh01,rec_long,30,,,,,
player,201109180nwe,nwe,JohnCh01,fumbles,0,,,,,
player,201109180nwe,nwe,JohnCh01,fumbles_lost,,,,,,
player,201109180nwe,sdg,ButlDo99,def_int,0,,,,,
player,201109180nwe,sdg,ButlDo99,def_int_yds,0,,,,,
player,201109180nwe,sdg,ButlDo99,def_int_td,0,,,,,
player,201109180nwe,sdg,ButlDo99,def_int_long,0,,,,,
player,201109180nwe,sdg,ButlDo99,pass_defended,0,,,,,
player,201109180nwe,sdg,ButlDo99,sacks,1.0,,,,,
player,201109180nwe,sdg,ButlDo99,tackles_combined,9,,,,,
player,201109180nwe,sdg,ButlDo99,tackles_solo,6,,,,,
player,201109180nwe,sdg,ButlDo99,tackles_assists,3,,,,,
player,201109180nwe,sdg,ButlDo99,tackles_loss,1,,,,,
player,201109180nwe,sdg,ButlDo99,qb_hits,1,,,,,
player,201109180nwe,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201109180nwe,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201109180nwe,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201109180nwe,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201109180nwe,sdg,PhilSh20,def_int,0,,,,,
player,201109180nwe,sdg,PhilSh20,def_int_yds,0,,,,,
player,201109180nwe,sdg,PhilSh20,def_int_td,0,,,,,
player,201109180nwe,sdg,PhilSh20,def_int_long,0,,,,,
player,201109180nwe,sdg,PhilSh20,pass_defended,1,,,,,
player,201109180nwe,sdg,PhilSh20,sacks,1.0,,,,,
player,201109180nwe,sdg,PhilSh20,tackles_combined,4,,,,,
player,201109180nwe,sdg,PhilSh20,tackles_solo,3,,,,,
player,201109180nwe,sdg,PhilSh20,tackles_assists,1,,,,,
player,201109180nwe,sdg,PhilSh20,tackles_loss,1,,,,,
player,201109180nwe,sdg,PhilSh20,qb_hits,1,,,,,
player,201109180nwe,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201109180nwe,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
