game,2011,17,20120101,201201010rai,sdg,"San Diego Chargers",38,rai,"Oakland Raiders",26
team,201201010rai,sdg,First Downs,25,,,,,,
team,201201010rai,rai,First Downs,28,,,,,,
team,201201010rai,sdg,Rush-Yds-TDs,31-153-1,,,,,,
team,201201010rai,rai,Rush-Yds-TDs,24-103-0,,,,,,
team,201201010rai,sdg,Cmp-Att-Yd-TD-INT,19-26-310-3-1,,,,,,
team,201201010rai,rai,Cmp-Att-Yd-TD-INT,28-43-417-2-1,,,,,,
team,201201010rai,sdg,Sacked-Yards,0-0,,,,,,
team,201201010rai,rai,Sacked-Yards,0-0,,,,,,
team,201201010rai,sdg,Net Pass Yards,310,,,,,,
team,201201010rai,rai,Net Pass Yards,417,,,,,,
team,201201010rai,sdg,Total Yards,463,,,,,,
team,201201010rai,rai,Total Yards,520,,,,,,
team,201201010rai,sdg,Fumbles-Lost,0-0,,,,,,
team,201201010rai,rai,Fumbles-Lost,0-0,,,,,,
team,201201010rai,sdg,Turnovers,1,,,,,,
team,201201010rai,rai,Turnovers,1,,,,,,
team,201201010rai,sdg,Penalties-Yards,8-68,,,,,,
team,201201010rai,rai,Penalties-Yards,8-64,,,,,,
team,201201010rai,sdg,Third Down Conv.,7-10,,,,,,
team,201201010rai,rai,Third Down Conv.,8-13,,,,,,
team,201201010rai,sdg,Fourth Down Conv.,0-1,,,,,,
team,201201010rai,rai,Fourth Down Conv.,0-0,,,,,,
team,201201010rai,sdg,Time of Possession,30:27,,,,,,
team,201201010rai,rai,Time of Possession,29:33,,,,,,
player,201201010rai,sdg,RivePh00,pass_cmp,19,,,,,
player,201201010rai,sdg,RivePh00,pass_att,26,,,,,
player,201201010rai,sdg,RivePh00,pass_yds,310,,,,,
player,201201010rai,sdg,RivePh00,pass_td,3,,,,,
player,201201010rai,sdg,RivePh00,pass_int,1,,,,,
player,201201010rai,sdg,RivePh00,pass_sacked,0,,,,,
player,201201010rai,sdg,RivePh00,pass_sacked_yds,0,,,,,
player,201201010rai,sdg,RivePh00,pass_long,43,,,,,
player,201201010rai,sdg,RivePh00,pass_rating,135.1,,,,,
player,201201010rai,sdg,RivePh00,rush_att,3,,,,,
player,201201010rai,sdg,RivePh00,rush_yds,-3,,,,,
player,201201010rai,sdg,RivePh00,rush_td,0,,,,,
player,201201010rai,sdg,RivePh00,rush_long,-1,,,,,
player,201201010rai,sdg,RivePh00,targets,0,,,,,
player,201201010rai,sdg,RivePh00,rec,0,,,,,
player,201201010rai,sdg,RivePh00,rec_yds,0,,,,,
player,201201010rai,sdg,RivePh00,rec_td,0,,,,,
player,201201010rai,sdg,RivePh00,rec_long,0,,,,,
player,201201010rai,sdg,RivePh00,fumbles,0,,,,,
player,201201010rai,sdg,RivePh00,fumbles_lost,,,,,,
player,201201010rai,sdg,TolbMi00,pass_cmp,0,,,,,
player,201201010rai,sdg,TolbMi00,pass_att,0,,,,,
player,201201010rai,sdg,TolbMi00,pass_yds,0,,,,,
player,201201010rai,sdg,TolbMi00,pass_td,0,,,,,
player,201201010rai,sdg,TolbMi00,pass_int,0,,,,,
player,201201010rai,sdg,TolbMi00,pass_sacked,0,,,,,
player,201201010rai,sdg,TolbMi00,pass_sacked_yds,0,,,,,
player,201201010rai,sdg,TolbMi00,pass_long,0,,,,,
player,201201010rai,sdg,TolbMi00,pass_rating,,,,,,
player,201201010rai,sdg,TolbMi00,rush_att,9,,,,,
player,201201010rai,sdg,TolbMi00,rush_yds,58,,,,,
player,201201010rai,sdg,TolbMi00,rush_td,1,,,,,
player,201201010rai,sdg,TolbMi00,rush_long,40,,,,,
player,201201010rai,sdg,TolbMi00,targets,1,,,,,
player,201201010rai,sdg,TolbMi00,rec,1,,,,,
player,201201010rai,sdg,TolbMi00,rec_yds,13,,,,,
player,201201010rai,sdg,TolbMi00,rec_td,0,,,,,
player,201201010rai,sdg,TolbMi00,rec_long,13,,,,,
player,201201010rai,sdg,TolbMi00,fumbles,0,,,,,
player,201201010rai,sdg,TolbMi00,fumbles_lost,,,,,,
player,201201010rai,sdg,BrinCu00,pass_cmp,0,,,,,
player,201201010rai,sdg,BrinCu00,pass_att,0,,,,,
player,201201010rai,sdg,BrinCu00,pass_yds,0,,,,,
player,201201010rai,sdg,BrinCu00,pass_td,0,,,,,
player,201201010rai,sdg,BrinCu00,pass_int,0,,,,,
player,201201010rai,sdg,BrinCu00,pass_sacked,0,,,,,
player,201201010rai,sdg,BrinCu00,pass_sacked_yds,0,,,,,
player,201201010rai,sdg,BrinCu00,pass_long,0,,,,,
player,201201010rai,sdg,BrinCu00,pass_rating,,,,,,
player,201201010rai,sdg,BrinCu00,rush_att,16,,,,,
player,201201010rai,sdg,BrinCu00,rush_yds,52,,,,,
player,201201010rai,sdg,BrinCu00,rush_td,0,,,,,
player,201201010rai,sdg,BrinCu00,rush_long,12,,,,,
player,201201010rai,sdg,BrinCu00,targets,5,,,,,
player,201201010rai,sdg,BrinCu00,rec,3,,,,,
player,201201010rai,sdg,BrinCu00,rec_yds,12,,,,,
player,201201010rai,sdg,BrinCu00,rec_td,0,,,,,
player,201201010rai,sdg,BrinCu00,rec_long,5,,,,,
player,201201010rai,sdg,BrinCu00,fumbles,0,,,,,
player,201201010rai,sdg,BrinCu00,fumbles_lost,,,,,,
player,201201010rai,sdg,JackVi00,pass_cmp,0,,,,,
player,201201010rai,sdg,JackVi00,pass_att,0,,,,,
player,201201010rai,sdg,JackVi00,pass_yds,0,,,,,
player,201201010rai,sdg,JackVi00,pass_td,0,,,,,
player,201201010rai,sdg,JackVi00,pass_int,0,,,,,
player,201201010rai,sdg,JackVi00,pass_sacked,0,,,,,
player,201201010rai,sdg,JackVi00,pass_sacked_yds,0,,,,,
player,201201010rai,sdg,JackVi00,pass_long,0,,,,,
player,201201010rai,sdg,JackVi00,pass_rating,,,,,,
player,201201010rai,sdg,JackVi00,rush_att,1,,,,,
player,201201010rai,sdg,JackVi00,rush_yds,41,,,,,
player,201201010rai,sdg,JackVi00,rush_td,0,,,,,
player,201201010rai,sdg,JackVi00,rush_long,41,,,,,
player,201201010rai,sdg,JackVi00,targets,5,,,,,
player,201201010rai,sdg,JackVi00,rec,2,,,,,
player,201201010rai,sdg,JackVi00,rec_yds,29,,,,,
player,201201010rai,sdg,JackVi00,rec_td,1,,,,,
player,201201010rai,sdg,JackVi00,rec_long,16,,,,,
player,201201010rai,sdg,JackVi00,fumbles,0,,,,,
player,201201010rai,sdg,JackVi00,fumbles_lost,,,,,,
player,201201010rai,sdg,HestJa00,pass_cmp,0,,,,,
player,201201010rai,sdg,HestJa00,pass_att,0,,,,,
player,201201010rai,sdg,HestJa00,pass_yds,0,,,,,
player,201201010rai,sdg,HestJa00,pass_td,0,,,,,
player,201201010rai,sdg,HestJa00,pass_int,0,,,,,
player,201201010rai,sdg,HestJa00,pass_sacked,0,,,,,
player,201201010rai,sdg,HestJa00,pass_sacked_yds,0,,,,,
player,201201010rai,sdg,HestJa00,pass_long,0,,,,,
player,201201010rai,sdg,HestJa00,pass_rating,,,,,,
player,201201010rai,sdg,HestJa00,rush_att,2,,,,,
player,201201010rai,sdg,HestJa00,rush_yds,5,,,,,
player,201201010rai,sdg,HestJa00,rush_td,0,,,,,
player,201201010rai,sdg,HestJa00,rush_long,5,,,,,
player,201201010rai,sdg,HestJa00,targets,0,,,,,
player,201201010rai,sdg,HestJa00,rec,0,,,,,
player,201201010rai,sdg,HestJa00,rec_yds,0,,,,,
player,201201010rai,sdg,HestJa00,rec_td,0,,,,,
player,201201010rai,sdg,HestJa00,rec_long,0,,,,,
player,201201010rai,sdg,HestJa00,fumbles,0,,,,,
player,201201010rai,sdg,HestJa00,fumbles_lost,,,,,,
player,201201010rai,sdg,FloyMa00,pass_cmp,0,,,,,
player,201201010rai,sdg,FloyMa00,pass_att,0,,,,,
player,201201010rai,sdg,FloyMa00,pass_yds,0,,,,,
player,201201010rai,sdg,FloyMa00,pass_td,0,,,,,
player,201201010rai,sdg,FloyMa00,pass_int,0,,,,,
player,201201010rai,sdg,FloyMa00,pass_sacked,0,,,,,
player,201201010rai,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201201010rai,sdg,FloyMa00,pass_long,0,,,,,
player,201201010rai,sdg,FloyMa00,pass_rating,,,,,,
player,201201010rai,sdg,FloyMa00,rush_att,0,,,,,
player,201201010rai,sdg,FloyMa00,rush_yds,0,,,,,
player,201201010rai,sdg,FloyMa00,rush_td,0,,,,,
player,201201010rai,sdg,FloyMa00,rush_long,0,,,,,
player,201201010rai,sdg,FloyMa00,targets,9,,,,,
player,201201010rai,sdg,FloyMa00,rec,7,,,,,
player,201201010rai,sdg,FloyMa00,rec_yds,127,,,,,
player,201201010rai,sdg,FloyMa00,rec_td,1,,,,,
player,201201010rai,sdg,FloyMa00,rec_long,43,,,,,
player,201201010rai,sdg,FloyMa00,fumbles,0,,,,,
player,201201010rai,sdg,FloyMa00,fumbles_lost,,,,,,
player,201201010rai,sdg,GateAn00,pass_cmp,0,,,,,
player,201201010rai,sdg,GateAn00,pass_att,0,,,,,
player,201201010rai,sdg,GateAn00,pass_yds,0,,,,,
player,201201010rai,sdg,GateAn00,pass_td,0,,,,,
player,201201010rai,sdg,GateAn00,pass_int,0,,,,,
player,201201010rai,sdg,GateAn00,pass_sacked,0,,,,,
player,201201010rai,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201201010rai,sdg,GateAn00,pass_long,0,,,,,
player,201201010rai,sdg,GateAn00,pass_rating,,,,,,
player,201201010rai,sdg,GateAn00,rush_att,0,,,,,
player,201201010rai,sdg,GateAn00,rush_yds,0,,,,,
player,201201010rai,sdg,GateAn00,rush_td,0,,,,,
player,201201010rai,sdg,GateAn00,rush_long,0,,,,,
player,201201010rai,sdg,GateAn00,targets,5,,,,,
player,201201010rai,sdg,GateAn00,rec,5,,,,,
player,201201010rai,sdg,GateAn00,rec_yds,106,,,,,
player,201201010rai,sdg,GateAn00,rec_td,1,,,,,
player,201201010rai,sdg,GateAn00,rec_long,38,,,,,
player,201201010rai,sdg,GateAn00,fumbles,0,,,,,
player,201201010rai,sdg,GateAn00,fumbles_lost,,,,,,
player,201201010rai,sdg,CrayPa00,pass_cmp,0,,,,,
player,201201010rai,sdg,CrayPa00,pass_att,0,,,,,
player,201201010rai,sdg,CrayPa00,pass_yds,0,,,,,
player,201201010rai,sdg,CrayPa00,pass_td,0,,,,,
player,201201010rai,sdg,CrayPa00,pass_int,0,,,,,
player,201201010rai,sdg,CrayPa00,pass_sacked,0,,,,,
player,201201010rai,sdg,CrayPa00,pass_sacked_yds,0,,,,,
player,201201010rai,sdg,CrayPa00,pass_long,0,,,,,
player,201201010rai,sdg,CrayPa00,pass_rating,,,,,,
player,201201010rai,sdg,CrayPa00,rush_att,0,,,,,
player,201201010rai,sdg,CrayPa00,rush_yds,0,,,,,
player,201201010rai,sdg,CrayPa00,rush_td,0,,,,,
player,201201010rai,sdg,CrayPa00,rush_long,0,,,,,
player,201201010rai,sdg,CrayPa00,targets,1,,,,,
player,201201010rai,sdg,CrayPa00,rec,1,,,,,
player,201201010rai,sdg,CrayPa00,rec_yds,23,,,,,
player,201201010rai,sdg,CrayPa00,rec_td,0,,,,,
player,201201010rai,sdg,CrayPa00,rec_long,23,,,,,
player,201201010rai,sdg,CrayPa00,fumbles,0,,,,,
player,201201010rai,sdg,CrayPa00,fumbles_lost,,,,,,
player,201201010rai,rai,PalmCa00,pass_cmp,28,,,,,
player,201201010rai,rai,PalmCa00,pass_att,43,,,,,
player,201201010rai,rai,PalmCa00,pass_yds,417,,,,,
player,201201010rai,rai,PalmCa00,pass_td,2,,,,,
player,201201010rai,rai,PalmCa00,pass_int,1,,,,,
player,201201010rai,rai,PalmCa00,pass_sacked,0,,,,,
player,201201010rai,rai,PalmCa00,pass_sacked_yds,0,,,,,
player,201201010rai,rai,PalmCa00,pass_long,78,,,,,
player,201201010rai,rai,PalmCa00,pass_rating,102.6,,,,,
