game,2011,4,20111002,201110020htx,pit,"Pittsburgh Steelers",10,htx,"Houston Texans",17
player,201110020htx,pit,ClarRy20,def_int,0,,,,,
player,201110020htx,pit,ClarRy20,def_int_yds,0,,,,,
player,201110020htx,pit,ClarRy20,def_int_td,0,,,,,
player,201110020htx,pit,ClarRy20,def_int_long,0,,,,,
player,201110020htx,pit,ClarRy20,pass_defended,0,,,,,
player,201110020htx,pit,ClarRy20,sacks,0.0,,,,,
player,201110020htx,pit,ClarRy20,tackles_combined,7,,,,,
player,201110020htx,pit,ClarRy20,tackles_solo,7,,,,,
player,201110020htx,pit,ClarRy20,tackles_assists,0,,,,,
player,201110020htx,pit,ClarRy20,tackles_loss,0,,,,,
player,201110020htx,pit,ClarRy20,qb_hits,0,,,,,
player,201110020htx,pit,ClarRy20,fumbles_rec,0,,,,,
player,201110020htx,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201110020htx,pit,ClarRy20,fumbles_forced,0,,,,,
player,201110020htx,pit,FarrJa99,def_int,0,,,,,
player,201110020htx,pit,FarrJa99,def_int_yds,0,,,,,
player,201110020htx,pit,FarrJa99,def_int_td,0,,,,,
player,201110020htx,pit,FarrJa99,def_int_long,0,,,,,
player,201110020htx,pit,FarrJa99,pass_defended,0,,,,,
player,201110020htx,pit,FarrJa99,sacks,0.0,,,,,
player,201110020htx,pit,FarrJa99,tackles_combined,6,,,,,
player,201110020htx,pit,FarrJa99,tackles_solo,6,,,,,
player,201110020htx,pit,FarrJa99,tackles_assists,0,,,,,
player,201110020htx,pit,FarrJa99,tackles_loss,0,,,,,
player,201110020htx,pit,FarrJa99,qb_hits,0,,,,,
player,201110020htx,pit,FarrJa99,fumbles_rec,0,,,,,
player,201110020htx,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201110020htx,pit,FarrJa99,fumbles_forced,0,,,,,
player,201110020htx,pit,WoodLa99,def_int,0,,,,,
player,201110020htx,pit,WoodLa99,def_int_yds,0,,,,,
player,201110020htx,pit,WoodLa99,def_int_td,0,,,,,
player,201110020htx,pit,WoodLa99,def_int_long,0,,,,,
player,201110020htx,pit,WoodLa99,pass_defended,0,,,,,
player,201110020htx,pit,WoodLa99,sacks,0.0,,,,,
player,201110020htx,pit,WoodLa99,tackles_combined,5,,,,,
player,201110020htx,pit,WoodLa99,tackles_solo,4,,,,,
player,201110020htx,pit,WoodLa99,tackles_assists,1,,,,,
player,201110020htx,pit,WoodLa99,tackles_loss,0,,,,,
player,201110020htx,pit,WoodLa99,qb_hits,0,,,,,
player,201110020htx,pit,WoodLa99,fumbles_rec,0,,,,,
player,201110020htx,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201110020htx,pit,WoodLa99,fumbles_forced,0,,,,,
player,201110020htx,pit,FootLa20,def_int,0,,,,,
player,201110020htx,pit,FootLa20,def_int_yds,0,,,,,
player,201110020htx,pit,FootLa20,def_int_td,0,,,,,
player,201110020htx,pit,FootLa20,def_int_long,0,,,,,
player,201110020htx,pit,FootLa20,pass_defended,0,,,,,
player,201110020htx,pit,FootLa20,sacks,0.0,,,,,
player,201110020htx,pit,FootLa20,tackles_combined,4,,,,,
player,201110020htx,pit,FootLa20,tackles_solo,2,,,,,
player,201110020htx,pit,FootLa20,tackles_assists,2,,,,,
player,201110020htx,pit,FootLa20,tackles_loss,0,,,,,
player,201110020htx,pit,FootLa20,qb_hits,0,,,,,
player,201110020htx,pit,FootLa20,fumbles_rec,0,,,,,
player,201110020htx,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,FootLa20,fumbles_rec_td,0,,,,,
player,201110020htx,pit,FootLa20,fumbles_forced,0,,,,,
player,201110020htx,pit,GayxWi99,def_int,0,,,,,
player,201110020htx,pit,GayxWi99,def_int_yds,0,,,,,
player,201110020htx,pit,GayxWi99,def_int_td,0,,,,,
player,201110020htx,pit,GayxWi99,def_int_long,0,,,,,
player,201110020htx,pit,GayxWi99,pass_defended,0,,,,,
player,201110020htx,pit,GayxWi99,sacks,0.0,,,,,
player,201110020htx,pit,GayxWi99,tackles_combined,4,,,,,
player,201110020htx,pit,GayxWi99,tackles_solo,3,,,,,
player,201110020htx,pit,GayxWi99,tackles_assists,1,,,,,
player,201110020htx,pit,GayxWi99,tackles_loss,0,,,,,
player,201110020htx,pit,GayxWi99,qb_hits,0,,,,,
player,201110020htx,pit,GayxWi99,fumbles_rec,0,,,,,
player,201110020htx,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201110020htx,pit,GayxWi99,fumbles_forced,0,,,,,
player,201110020htx,pit,SmitAa99,def_int,0,,,,,
player,201110020htx,pit,SmitAa99,def_int_yds,0,,,,,
player,201110020htx,pit,SmitAa99,def_int_td,0,,,,,
player,201110020htx,pit,SmitAa99,def_int_long,0,,,,,
player,201110020htx,pit,SmitAa99,pass_defended,0,,,,,
player,201110020htx,pit,SmitAa99,sacks,0.0,,,,,
player,201110020htx,pit,SmitAa99,tackles_combined,4,,,,,
player,201110020htx,pit,SmitAa99,tackles_solo,3,,,,,
player,201110020htx,pit,SmitAa99,tackles_assists,1,,,,,
player,201110020htx,pit,SmitAa99,tackles_loss,0,,,,,
player,201110020htx,pit,SmitAa99,qb_hits,0,,,,,
player,201110020htx,pit,SmitAa99,fumbles_rec,0,,,,,
player,201110020htx,pit,SmitAa99,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,SmitAa99,fumbles_rec_td,0,,,,,
player,201110020htx,pit,SmitAa99,fumbles_forced,0,,,,,
player,201110020htx,pit,BrowCu01,def_int,0,,,,,
player,201110020htx,pit,BrowCu01,def_int_yds,0,,,,,
player,201110020htx,pit,BrowCu01,def_int_td,0,,,,,
player,201110020htx,pit,BrowCu01,def_int_long,0,,,,,
player,201110020htx,pit,BrowCu01,pass_defended,0,,,,,
player,201110020htx,pit,BrowCu01,sacks,0.0,,,,,
player,201110020htx,pit,BrowCu01,tackles_combined,3,,,,,
player,201110020htx,pit,BrowCu01,tackles_solo,3,,,,,
player,201110020htx,pit,BrowCu01,tackles_assists,0,,,,,
player,201110020htx,pit,BrowCu01,tackles_loss,0,,,,,
player,201110020htx,pit,BrowCu01,qb_hits,0,,,,,
player,201110020htx,pit,BrowCu01,fumbles_rec,0,,,,,
player,201110020htx,pit,BrowCu01,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,BrowCu01,fumbles_rec_td,0,,,,,
player,201110020htx,pit,BrowCu01,fumbles_forced,1,,,,,
player,201110020htx,pit,HampCa00,def_int,0,,,,,
player,201110020htx,pit,HampCa00,def_int_yds,0,,,,,
player,201110020htx,pit,HampCa00,def_int_td,0,,,,,
player,201110020htx,pit,HampCa00,def_int_long,0,,,,,
player,201110020htx,pit,HampCa00,pass_defended,0,,,,,
player,201110020htx,pit,HampCa00,sacks,0.0,,,,,
player,201110020htx,pit,HampCa00,tackles_combined,3,,,,,
player,201110020htx,pit,HampCa00,tackles_solo,2,,,,,
player,201110020htx,pit,HampCa00,tackles_assists,1,,,,,
player,201110020htx,pit,HampCa00,tackles_loss,0,,,,,
player,201110020htx,pit,HampCa00,qb_hits,0,,,,,
player,201110020htx,pit,HampCa00,fumbles_rec,0,,,,,
player,201110020htx,pit,HampCa00,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,HampCa00,fumbles_rec_td,0,,,,,
player,201110020htx,pit,HampCa00,fumbles_forced,0,,,,,
player,201110020htx,pit,HarrJa23,def_int,0,,,,,
player,201110020htx,pit,HarrJa23,def_int_yds,0,,,,,
player,201110020htx,pit,HarrJa23,def_int_td,0,,,,,
player,201110020htx,pit,HarrJa23,def_int_long,0,,,,,
player,201110020htx,pit,HarrJa23,pass_defended,0,,,,,
player,201110020htx,pit,HarrJa23,sacks,0.0,,,,,
player,201110020htx,pit,HarrJa23,tackles_combined,3,,,,,
player,201110020htx,pit,HarrJa23,tackles_solo,3,,,,,
player,201110020htx,pit,HarrJa23,tackles_assists,0,,,,,
player,201110020htx,pit,HarrJa23,tackles_loss,0,,,,,
player,201110020htx,pit,HarrJa23,qb_hits,0,,,,,
player,201110020htx,pit,HarrJa23,fumbles_rec,0,,,,,
player,201110020htx,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201110020htx,pit,HarrJa23,fumbles_forced,0,,,,,
player,201110020htx,pit,HeywCa01,def_int,0,,,,,
player,201110020htx,pit,HeywCa01,def_int_yds,0,,,,,
player,201110020htx,pit,HeywCa01,def_int_td,0,,,,,
player,201110020htx,pit,HeywCa01,def_int_long,0,,,,,
player,201110020htx,pit,HeywCa01,pass_defended,0,,,,,
player,201110020htx,pit,HeywCa01,sacks,0.0,,,,,
player,201110020htx,pit,HeywCa01,tackles_combined,2,,,,,
player,201110020htx,pit,HeywCa01,tackles_solo,2,,,,,
player,201110020htx,pit,HeywCa01,tackles_assists,0,,,,,
player,201110020htx,pit,HeywCa01,tackles_loss,0,,,,,
player,201110020htx,pit,HeywCa01,qb_hits,1,,,,,
player,201110020htx,pit,HeywCa01,fumbles_rec,0,,,,,
player,201110020htx,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201110020htx,pit,HeywCa01,fumbles_forced,0,,,,,
player,201110020htx,pit,TimmLa99,def_int,0,,,,,
player,201110020htx,pit,TimmLa99,def_int_yds,0,,,,,
player,201110020htx,pit,TimmLa99,def_int_td,0,,,,,
player,201110020htx,pit,TimmLa99,def_int_long,0,,,,,
player,201110020htx,pit,TimmLa99,pass_defended,1,,,,,
player,201110020htx,pit,TimmLa99,sacks,0.0,,,,,
player,201110020htx,pit,TimmLa99,tackles_combined,2,,,,,
player,201110020htx,pit,TimmLa99,tackles_solo,2,,,,,
player,201110020htx,pit,TimmLa99,tackles_assists,0,,,,,
player,201110020htx,pit,TimmLa99,tackles_loss,0,,,,,
player,201110020htx,pit,TimmLa99,qb_hits,0,,,,,
player,201110020htx,pit,TimmLa99,fumbles_rec,0,,,,,
player,201110020htx,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201110020htx,pit,TimmLa99,fumbles_forced,0,,,,,
player,201110020htx,pit,AlleWi21,def_int,0,,,,,
player,201110020htx,pit,AlleWi21,def_int_yds,0,,,,,
player,201110020htx,pit,AlleWi21,def_int_td,0,,,,,
player,201110020htx,pit,AlleWi21,def_int_long,0,,,,,
player,201110020htx,pit,AlleWi21,pass_defended,0,,,,,
player,201110020htx,pit,AlleWi21,sacks,0.0,,,,,
player,201110020htx,pit,AlleWi21,tackles_combined,1,,,,,
player,201110020htx,pit,AlleWi21,tackles_solo,1,,,,,
player,201110020htx,pit,AlleWi21,tackles_assists,0,,,,,
player,201110020htx,pit,AlleWi21,tackles_loss,0,,,,,
player,201110020htx,pit,AlleWi21,qb_hits,0,,,,,
player,201110020htx,pit,AlleWi21,fumbles_rec,0,,,,,
player,201110020htx,pit,AlleWi21,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,AlleWi21,fumbles_rec_td,0,,,,,
player,201110020htx,pit,AlleWi21,fumbles_forced,0,,,,,
player,201110020htx,pit,LewiKe96,def_int,0,,,,,
player,201110020htx,pit,LewiKe96,def_int_yds,0,,,,,
player,201110020htx,pit,LewiKe96,def_int_td,0,,,,,
player,201110020htx,pit,LewiKe96,def_int_long,0,,,,,
player,201110020htx,pit,LewiKe96,pass_defended,1,,,,,
player,201110020htx,pit,LewiKe96,sacks,0.0,,,,,
player,201110020htx,pit,LewiKe96,tackles_combined,1,,,,,
player,201110020htx,pit,LewiKe96,tackles_solo,1,,,,,
player,201110020htx,pit,LewiKe96,tackles_assists,0,,,,,
player,201110020htx,pit,LewiKe96,tackles_loss,0,,,,,
player,201110020htx,pit,LewiKe96,qb_hits,0,,,,,
player,201110020htx,pit,LewiKe96,fumbles_rec,0,,,,,
player,201110020htx,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201110020htx,pit,LewiKe96,fumbles_forced,0,,,,,
player,201110020htx,pit,MundRy00,def_int,0,,,,,
player,201110020htx,pit,MundRy00,def_int_yds,0,,,,,
player,201110020htx,pit,MundRy00,def_int_td,0,,,,,
player,201110020htx,pit,MundRy00,def_int_long,0,,,,,
player,201110020htx,pit,MundRy00,pass_defended,0,,,,,
player,201110020htx,pit,MundRy00,sacks,0.0,,,,,
player,201110020htx,pit,MundRy00,tackles_combined,1,,,,,
player,201110020htx,pit,MundRy00,tackles_solo,1,,,,,
player,201110020htx,pit,MundRy00,tackles_assists,0,,,,,
player,201110020htx,pit,MundRy00,tackles_loss,0,,,,,
player,201110020htx,pit,MundRy00,qb_hits,0,,,,,
player,201110020htx,pit,MundRy00,fumbles_rec,0,,,,,
player,201110020htx,pit,MundRy00,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,MundRy00,fumbles_rec_td,0,,,,,
player,201110020htx,pit,MundRy00,fumbles_forced,0,,,,,
player,201110020htx,pit,SylvSt99,def_int,0,,,,,
player,201110020htx,pit,SylvSt99,def_int_yds,0,,,,,
player,201110020htx,pit,SylvSt99,def_int_td,0,,,,,
player,201110020htx,pit,SylvSt99,def_int_long,0,,,,,
player,201110020htx,pit,SylvSt99,pass_defended,0,,,,,
player,201110020htx,pit,SylvSt99,sacks,0.0,,,,,
player,201110020htx,pit,SylvSt99,tackles_combined,1,,,,,
player,201110020htx,pit,SylvSt99,tackles_solo,0,,,,,
player,201110020htx,pit,SylvSt99,tackles_assists,1,,,,,
player,201110020htx,pit,SylvSt99,tackles_loss,0,,,,,
player,201110020htx,pit,SylvSt99,qb_hits,0,,,,,
player,201110020htx,pit,SylvSt99,fumbles_rec,0,,,,,
player,201110020htx,pit,SylvSt99,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,SylvSt99,fumbles_rec_td,0,,,,,
player,201110020htx,pit,SylvSt99,fumbles_forced,0,,,,,
player,201110020htx,pit,TaylIk20,def_int,0,,,,,
player,201110020htx,pit,TaylIk20,def_int_yds,0,,,,,
player,201110020htx,pit,TaylIk20,def_int_td,0,,,,,
player,201110020htx,pit,TaylIk20,def_int_long,0,,,,,
player,201110020htx,pit,TaylIk20,pass_defended,0,,,,,
player,201110020htx,pit,TaylIk20,sacks,0.0,,,,,
player,201110020htx,pit,TaylIk20,tackles_combined,1,,,,,
player,201110020htx,pit,TaylIk20,tackles_solo,1,,,,,
player,201110020htx,pit,TaylIk20,tackles_assists,0,,,,,
player,201110020htx,pit,TaylIk20,tackles_loss,0,,,,,
player,201110020htx,pit,TaylIk20,qb_hits,0,,,,,
player,201110020htx,pit,TaylIk20,fumbles_rec,0,,,,,
player,201110020htx,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201110020htx,pit,TaylIk20,fumbles_forced,0,,,,,
player,201110020htx,pit,WoriJa99,def_int,0,,,,,
player,201110020htx,pit,WoriJa99,def_int_yds,0,,,,,
player,201110020htx,pit,WoriJa99,def_int_td,0,,,,,
player,201110020htx,pit,WoriJa99,def_int_long,0,,,,,
player,201110020htx,pit,WoriJa99,pass_defended,0,,,,,
player,201110020htx,pit,WoriJa99,sacks,0.0,,,,,
player,201110020htx,pit,WoriJa99,tackles_combined,1,,,,,
player,201110020htx,pit,WoriJa99,tackles_solo,1,,,,,
player,201110020htx,pit,WoriJa99,tackles_assists,0,,,,,
player,201110020htx,pit,WoriJa99,tackles_loss,0,,,,,
player,201110020htx,pit,WoriJa99,qb_hits,0,,,,,
player,201110020htx,pit,WoriJa99,fumbles_rec,0,,,,,
player,201110020htx,pit,WoriJa99,fumbles_rec_yds,0,,,,,
player,201110020htx,pit,WoriJa99,fumbles_rec_td,0,,,,,
player,201110020htx,pit,WoriJa99,fumbles_forced,0,,,,,
player,201110020htx,htx,AlleJa23,def_int,1,,,,,
player,201110020htx,htx,AlleJa23,def_int_yds,0,,,,,
player,201110020htx,htx,AlleJa23,def_int_td,0,,,,,
player,201110020htx,htx,AlleJa23,def_int_long,0,,,,,
player,201110020htx,htx,AlleJa23,pass_defended,2,,,,,
player,201110020htx,htx,AlleJa23,sacks,0.0,,,,,
player,201110020htx,htx,AlleJa23,tackles_combined,7,,,,,
player,201110020htx,htx,AlleJa23,tackles_solo,7,,,,,
player,201110020htx,htx,AlleJa23,tackles_assists,0,,,,,
player,201110020htx,htx,AlleJa23,tackles_loss,1,,,,,
player,201110020htx,htx,AlleJa23,qb_hits,0,,,,,
player,201110020htx,htx,AlleJa23,fumbles_rec,0,,,,,
player,201110020htx,htx,AlleJa23,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,AlleJa23,fumbles_rec_td,0,,,,,
player,201110020htx,htx,AlleJa23,fumbles_forced,0,,,,,
player,201110020htx,htx,WillMa22,def_int,0,,,,,
player,201110020htx,htx,WillMa22,def_int_yds,0,,,,,
player,201110020htx,htx,WillMa22,def_int_td,0,,,,,
player,201110020htx,htx,WillMa22,def_int_long,0,,,,,
player,201110020htx,htx,WillMa22,pass_defended,0,,,,,
player,201110020htx,htx,WillMa22,sacks,2.0,,,,,
player,201110020htx,htx,WillMa22,tackles_combined,5,,,,,
player,201110020htx,htx,WillMa22,tackles_solo,4,,,,,
player,201110020htx,htx,WillMa22,tackles_assists,1,,,,,
player,201110020htx,htx,WillMa22,tackles_loss,2,,,,,
player,201110020htx,htx,WillMa22,qb_hits,2,,,,,
player,201110020htx,htx,WillMa22,fumbles_rec,0,,,,,
player,201110020htx,htx,WillMa22,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,WillMa22,fumbles_rec_td,0,,,,,
player,201110020htx,htx,WillMa22,fumbles_forced,0,,,,,
player,201110020htx,htx,BarwCo99,def_int,0,,,,,
player,201110020htx,htx,BarwCo99,def_int_yds,0,,,,,
player,201110020htx,htx,BarwCo99,def_int_td,0,,,,,
player,201110020htx,htx,BarwCo99,def_int_long,0,,,,,
player,201110020htx,htx,BarwCo99,pass_defended,1,,,,,
player,201110020htx,htx,BarwCo99,sacks,1.0,,,,,
player,201110020htx,htx,BarwCo99,tackles_combined,4,,,,,
player,201110020htx,htx,BarwCo99,tackles_solo,3,,,,,
player,201110020htx,htx,BarwCo99,tackles_assists,1,,,,,
player,201110020htx,htx,BarwCo99,tackles_loss,1,,,,,
player,201110020htx,htx,BarwCo99,qb_hits,2,,,,,
player,201110020htx,htx,BarwCo99,fumbles_rec,0,,,,,
player,201110020htx,htx,BarwCo99,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,BarwCo99,fumbles_rec_td,0,,,,,
player,201110020htx,htx,BarwCo99,fumbles_forced,0,,,,,
player,201110020htx,htx,CodySh20,def_int,0,,,,,
player,201110020htx,htx,CodySh20,def_int_yds,0,,,,,
player,201110020htx,htx,CodySh20,def_int_td,0,,,,,
player,201110020htx,htx,CodySh20,def_int_long,0,,,,,
player,201110020htx,htx,CodySh20,pass_defended,0,,,,,
player,201110020htx,htx,CodySh20,sacks,1.0,,,,,
player,201110020htx,htx,CodySh20,tackles_combined,2,,,,,
player,201110020htx,htx,CodySh20,tackles_solo,2,,,,,
player,201110020htx,htx,CodySh20,tackles_assists,0,,,,,
player,201110020htx,htx,CodySh20,tackles_loss,1,,,,,
player,201110020htx,htx,CodySh20,qb_hits,1,,,,,
player,201110020htx,htx,CodySh20,fumbles_rec,0,,,,,
player,201110020htx,htx,CodySh20,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,CodySh20,fumbles_rec_td,0,,,,,
player,201110020htx,htx,CodySh20,fumbles_forced,0,,,,,
player,201110020htx,htx,SmitAn22,def_int,0,,,,,
player,201110020htx,htx,SmitAn22,def_int_yds,0,,,,,
player,201110020htx,htx,SmitAn22,def_int_td,0,,,,,
player,201110020htx,htx,SmitAn22,def_int_long,0,,,,,
player,201110020htx,htx,SmitAn22,pass_defended,0,,,,,
player,201110020htx,htx,SmitAn22,sacks,1.0,,,,,
player,201110020htx,htx,SmitAn22,tackles_combined,2,,,,,
player,201110020htx,htx,SmitAn22,tackles_solo,2,,,,,
player,201110020htx,htx,SmitAn22,tackles_assists,0,,,,,
player,201110020htx,htx,SmitAn22,tackles_loss,1,,,,,
player,201110020htx,htx,SmitAn22,qb_hits,1,,,,,
player,201110020htx,htx,SmitAn22,fumbles_rec,0,,,,,
player,201110020htx,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201110020htx,htx,SmitAn22,fumbles_forced,0,,,,,
player,201110020htx,htx,CushBr99,def_int,0,,,,,
player,201110020htx,htx,CushBr99,def_int_yds,0,,,,,
player,201110020htx,htx,CushBr99,def_int_td,0,,,,,
player,201110020htx,htx,CushBr99,def_int_long,0,,,,,
player,201110020htx,htx,CushBr99,pass_defended,0,,,,,
player,201110020htx,htx,CushBr99,sacks,0.0,,,,,
player,201110020htx,htx,CushBr99,tackles_combined,6,,,,,
player,201110020htx,htx,CushBr99,tackles_solo,2,,,,,
player,201110020htx,htx,CushBr99,tackles_assists,4,,,,,
player,201110020htx,htx,CushBr99,tackles_loss,0,,,,,
player,201110020htx,htx,CushBr99,qb_hits,1,,,,,
player,201110020htx,htx,CushBr99,fumbles_rec,0,,,,,
player,201110020htx,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201110020htx,htx,CushBr99,fumbles_forced,0,,,,,
player,201110020htx,htx,MannDa21,def_int,0,,,,,
player,201110020htx,htx,MannDa21,def_int_yds,0,,,,,
player,201110020htx,htx,MannDa21,def_int_td,0,,,,,
player,201110020htx,htx,MannDa21,def_int_long,0,,,,,
player,201110020htx,htx,MannDa21,pass_defended,0,,,,,
player,201110020htx,htx,MannDa21,sacks,0.0,,,,,
player,201110020htx,htx,MannDa21,tackles_combined,5,,,,,
player,201110020htx,htx,MannDa21,tackles_solo,5,,,,,
player,201110020htx,htx,MannDa21,tackles_assists,0,,,,,
player,201110020htx,htx,MannDa21,tackles_loss,0,,,,,
player,201110020htx,htx,MannDa21,qb_hits,1,,,,,
player,201110020htx,htx,MannDa21,fumbles_rec,0,,,,,
player,201110020htx,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201110020htx,htx,MannDa21,fumbles_forced,0,,,,,
player,201110020htx,htx,RyanDe20,def_int,0,,,,,
player,201110020htx,htx,RyanDe20,def_int_yds,0,,,,,
player,201110020htx,htx,RyanDe20,def_int_td,0,,,,,
player,201110020htx,htx,RyanDe20,def_int_long,0,,,,,
player,201110020htx,htx,RyanDe20,pass_defended,1,,,,,
player,201110020htx,htx,RyanDe20,sacks,0.0,,,,,
player,201110020htx,htx,RyanDe20,tackles_combined,4,,,,,
player,201110020htx,htx,RyanDe20,tackles_solo,4,,,,,
player,201110020htx,htx,RyanDe20,tackles_assists,0,,,,,
player,201110020htx,htx,RyanDe20,tackles_loss,0,,,,,
player,201110020htx,htx,RyanDe20,qb_hits,0,,,,,
player,201110020htx,htx,RyanDe20,fumbles_rec,0,,,,,
player,201110020htx,htx,RyanDe20,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,RyanDe20,fumbles_rec_td,0,,,,,
player,201110020htx,htx,RyanDe20,fumbles_forced,0,,,,,
player,201110020htx,htx,McCaBr99,def_int,0,,,,,
player,201110020htx,htx,McCaBr99,def_int_yds,0,,,,,
player,201110020htx,htx,McCaBr99,def_int_td,0,,,,,
player,201110020htx,htx,McCaBr99,def_int_long,0,,,,,
player,201110020htx,htx,McCaBr99,pass_defended,0,,,,,
player,201110020htx,htx,McCaBr99,sacks,0.0,,,,,
player,201110020htx,htx,McCaBr99,tackles_combined,3,,,,,
player,201110020htx,htx,McCaBr99,tackles_solo,3,,,,,
player,201110020htx,htx,McCaBr99,tackles_assists,0,,,,,
player,201110020htx,htx,McCaBr99,tackles_loss,0,,,,,
player,201110020htx,htx,McCaBr99,qb_hits,0,,,,,
player,201110020htx,htx,McCaBr99,fumbles_rec,0,,,,,
player,201110020htx,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201110020htx,htx,McCaBr99,fumbles_forced,0,,,,,
player,201110020htx,htx,NolaTr99,def_int,0,,,,,
player,201110020htx,htx,NolaTr99,def_int_yds,0,,,,,
player,201110020htx,htx,NolaTr99,def_int_td,0,,,,,
player,201110020htx,htx,NolaTr99,def_int_long,0,,,,,
player,201110020htx,htx,NolaTr99,pass_defended,1,,,,,
player,201110020htx,htx,NolaTr99,sacks,0.0,,,,,
player,201110020htx,htx,NolaTr99,tackles_combined,3,,,,,
player,201110020htx,htx,NolaTr99,tackles_solo,3,,,,,
player,201110020htx,htx,NolaTr99,tackles_assists,0,,,,,
player,201110020htx,htx,NolaTr99,tackles_loss,0,,,,,
player,201110020htx,htx,NolaTr99,qb_hits,0,,,,,
player,201110020htx,htx,NolaTr99,fumbles_rec,0,,,,,
player,201110020htx,htx,NolaTr99,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,NolaTr99,fumbles_rec_td,0,,,,,
player,201110020htx,htx,NolaTr99,fumbles_forced,0,,,,,
player,201110020htx,htx,JamiTi99,def_int,0,,,,,
player,201110020htx,htx,JamiTi99,def_int_yds,0,,,,,
player,201110020htx,htx,JamiTi99,def_int_td,0,,,,,
player,201110020htx,htx,JamiTi99,def_int_long,0,,,,,
player,201110020htx,htx,JamiTi99,pass_defended,0,,,,,
player,201110020htx,htx,JamiTi99,sacks,0.0,,,,,
player,201110020htx,htx,JamiTi99,tackles_combined,2,,,,,
player,201110020htx,htx,JamiTi99,tackles_solo,2,,,,,
player,201110020htx,htx,JamiTi99,tackles_assists,0,,,,,
player,201110020htx,htx,JamiTi99,tackles_loss,0,,,,,
player,201110020htx,htx,JamiTi99,qb_hits,0,,,,,
player,201110020htx,htx,JamiTi99,fumbles_rec,0,,,,,
player,201110020htx,htx,JamiTi99,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,JamiTi99,fumbles_rec_td,0,,,,,
player,201110020htx,htx,JamiTi99,fumbles_forced,0,,,,,
player,201110020htx,htx,QuinGl99,def_int,0,,,,,
player,201110020htx,htx,QuinGl99,def_int_yds,0,,,,,
player,201110020htx,htx,QuinGl99,def_int_td,0,,,,,
player,201110020htx,htx,QuinGl99,def_int_long,0,,,,,
player,201110020htx,htx,QuinGl99,pass_defended,0,,,,,
player,201110020htx,htx,QuinGl99,sacks,0.0,,,,,
player,201110020htx,htx,QuinGl99,tackles_combined,2,,,,,
player,201110020htx,htx,QuinGl99,tackles_solo,2,,,,,
player,201110020htx,htx,QuinGl99,tackles_assists,0,,,,,
player,201110020htx,htx,QuinGl99,tackles_loss,0,,,,,
player,201110020htx,htx,QuinGl99,qb_hits,0,,,,,
player,201110020htx,htx,QuinGl99,fumbles_rec,0,,,,,
player,201110020htx,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201110020htx,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201110020htx,htx,QuinGl99,fumbles_forced,0,,,,,
player,201110020htx,htx,BulmTi20,def_int,0,,,,,
player,201110020htx,htx,BulmTi20,def_int_yds,0,,,,,
player,201110020htx,htx,BulmTi20,def_int_td,0,,,,,
