game,2011,11,20111120,201111200gnb,tam,"Tampa Bay Buccaneers",26,gnb,"Green Bay Packers",35
player,201111200gnb,tam,BlouLe00,pass_yds,0,,,,,
player,201111200gnb,tam,BlouLe00,pass_td,0,,,,,
player,201111200gnb,tam,BlouLe00,pass_int,0,,,,,
player,201111200gnb,tam,BlouLe00,pass_sacked,0,,,,,
player,201111200gnb,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,BlouLe00,pass_long,0,,,,,
player,201111200gnb,tam,BlouLe00,pass_rating,,,,,,
player,201111200gnb,tam,BlouLe00,rush_att,18,,,,,
player,201111200gnb,tam,BlouLe00,rush_yds,107,,,,,
player,201111200gnb,tam,BlouLe00,rush_td,1,,,,,
player,201111200gnb,tam,BlouLe00,rush_long,54,,,,,
player,201111200gnb,tam,BlouLe00,targets,1,,,,,
player,201111200gnb,tam,BlouLe00,rec,1,,,,,
player,201111200gnb,tam,BlouLe00,rec_yds,6,,,,,
player,201111200gnb,tam,BlouLe00,rec_td,0,,,,,
player,201111200gnb,tam,BlouLe00,rec_long,6,,,,,
player,201111200gnb,tam,BlouLe00,fumbles,0,,,,,
player,201111200gnb,tam,BlouLe00,fumbles_lost,,,,,,
player,201111200gnb,tam,BennAr00,pass_cmp,0,,,,,
player,201111200gnb,tam,BennAr00,pass_att,0,,,,,
player,201111200gnb,tam,BennAr00,pass_yds,0,,,,,
player,201111200gnb,tam,BennAr00,pass_td,0,,,,,
player,201111200gnb,tam,BennAr00,pass_int,0,,,,,
player,201111200gnb,tam,BennAr00,pass_sacked,0,,,,,
player,201111200gnb,tam,BennAr00,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,BennAr00,pass_long,0,,,,,
player,201111200gnb,tam,BennAr00,pass_rating,,,,,,
player,201111200gnb,tam,BennAr00,rush_att,1,,,,,
player,201111200gnb,tam,BennAr00,rush_yds,9,,,,,
player,201111200gnb,tam,BennAr00,rush_td,0,,,,,
player,201111200gnb,tam,BennAr00,rush_long,9,,,,,
player,201111200gnb,tam,BennAr00,targets,6,,,,,
player,201111200gnb,tam,BennAr00,rec,5,,,,,
player,201111200gnb,tam,BennAr00,rec_yds,75,,,,,
player,201111200gnb,tam,BennAr00,rec_td,0,,,,,
player,201111200gnb,tam,BennAr00,rec_long,37,,,,,
player,201111200gnb,tam,BennAr00,fumbles,0,,,,,
player,201111200gnb,tam,BennAr00,fumbles_lost,,,,,,
player,201111200gnb,tam,WinsKe01,pass_cmp,0,,,,,
player,201111200gnb,tam,WinsKe01,pass_att,0,,,,,
player,201111200gnb,tam,WinsKe01,pass_yds,0,,,,,
player,201111200gnb,tam,WinsKe01,pass_td,0,,,,,
player,201111200gnb,tam,WinsKe01,pass_int,0,,,,,
player,201111200gnb,tam,WinsKe01,pass_sacked,0,,,,,
player,201111200gnb,tam,WinsKe01,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,WinsKe01,pass_long,0,,,,,
player,201111200gnb,tam,WinsKe01,pass_rating,,,,,,
player,201111200gnb,tam,WinsKe01,rush_att,0,,,,,
player,201111200gnb,tam,WinsKe01,rush_yds,0,,,,,
player,201111200gnb,tam,WinsKe01,rush_td,0,,,,,
player,201111200gnb,tam,WinsKe01,rush_long,0,,,,,
player,201111200gnb,tam,WinsKe01,targets,11,,,,,
player,201111200gnb,tam,WinsKe01,rec,9,,,,,
player,201111200gnb,tam,WinsKe01,rec_yds,132,,,,,
player,201111200gnb,tam,WinsKe01,rec_td,0,,,,,
player,201111200gnb,tam,WinsKe01,rec_long,37,,,,,
player,201111200gnb,tam,WinsKe01,fumbles,0,,,,,
player,201111200gnb,tam,WinsKe01,fumbles_lost,,,,,,
player,201111200gnb,tam,WillMi04,pass_cmp,0,,,,,
player,201111200gnb,tam,WillMi04,pass_att,0,,,,,
player,201111200gnb,tam,WillMi04,pass_yds,0,,,,,
player,201111200gnb,tam,WillMi04,pass_td,0,,,,,
player,201111200gnb,tam,WillMi04,pass_int,0,,,,,
player,201111200gnb,tam,WillMi04,pass_sacked,0,,,,,
player,201111200gnb,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,WillMi04,pass_long,0,,,,,
player,201111200gnb,tam,WillMi04,pass_rating,,,,,,
player,201111200gnb,tam,WillMi04,rush_att,0,,,,,
player,201111200gnb,tam,WillMi04,rush_yds,0,,,,,
player,201111200gnb,tam,WillMi04,rush_td,0,,,,,
player,201111200gnb,tam,WillMi04,rush_long,0,,,,,
player,201111200gnb,tam,WillMi04,targets,11,,,,,
player,201111200gnb,tam,WillMi04,rec,7,,,,,
player,201111200gnb,tam,WillMi04,rec_yds,83,,,,,
player,201111200gnb,tam,WillMi04,rec_td,1,,,,,
player,201111200gnb,tam,WillMi04,rec_long,21,,,,,
player,201111200gnb,tam,WillMi04,fumbles,0,,,,,
player,201111200gnb,tam,WillMi04,fumbles_lost,,,,,,
player,201111200gnb,tam,ParkPr00,pass_cmp,0,,,,,
player,201111200gnb,tam,ParkPr00,pass_att,0,,,,,
player,201111200gnb,tam,ParkPr00,pass_yds,0,,,,,
player,201111200gnb,tam,ParkPr00,pass_td,0,,,,,
player,201111200gnb,tam,ParkPr00,pass_int,0,,,,,
player,201111200gnb,tam,ParkPr00,pass_sacked,0,,,,,
player,201111200gnb,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,ParkPr00,pass_long,0,,,,,
player,201111200gnb,tam,ParkPr00,pass_rating,,,,,,
player,201111200gnb,tam,ParkPr00,rush_att,0,,,,,
player,201111200gnb,tam,ParkPr00,rush_yds,0,,,,,
player,201111200gnb,tam,ParkPr00,rush_td,0,,,,,
player,201111200gnb,tam,ParkPr00,rush_long,0,,,,,
player,201111200gnb,tam,ParkPr00,targets,2,,,,,
player,201111200gnb,tam,ParkPr00,rec,1,,,,,
player,201111200gnb,tam,ParkPr00,rec_yds,20,,,,,
player,201111200gnb,tam,ParkPr00,rec_td,0,,,,,
player,201111200gnb,tam,ParkPr00,rec_long,20,,,,,
player,201111200gnb,tam,ParkPr00,fumbles,1,,,,,
player,201111200gnb,tam,ParkPr00,fumbles_lost,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_cmp,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_att,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_yds,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_td,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_int,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_sacked,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_long,0,,,,,
player,201111200gnb,tam,LoriEr99,pass_rating,,,,,,
player,201111200gnb,tam,LoriEr99,rush_att,0,,,,,
player,201111200gnb,tam,LoriEr99,rush_yds,0,,,,,
player,201111200gnb,tam,LoriEr99,rush_td,0,,,,,
player,201111200gnb,tam,LoriEr99,rush_long,0,,,,,
player,201111200gnb,tam,LoriEr99,targets,1,,,,,
player,201111200gnb,tam,LoriEr99,rec,1,,,,,
player,201111200gnb,tam,LoriEr99,rec_yds,10,,,,,
player,201111200gnb,tam,LoriEr99,rec_td,0,,,,,
player,201111200gnb,tam,LoriEr99,rec_long,10,,,,,
player,201111200gnb,tam,LoriEr99,fumbles,0,,,,,
player,201111200gnb,tam,LoriEr99,fumbles_lost,,,,,,
player,201111200gnb,tam,LumpKr00,pass_cmp,0,,,,,
player,201111200gnb,tam,LumpKr00,pass_att,0,,,,,
player,201111200gnb,tam,LumpKr00,pass_yds,0,,,,,
player,201111200gnb,tam,LumpKr00,pass_td,0,,,,,
player,201111200gnb,tam,LumpKr00,pass_int,0,,,,,
player,201111200gnb,tam,LumpKr00,pass_sacked,0,,,,,
player,201111200gnb,tam,LumpKr00,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,LumpKr00,pass_long,0,,,,,
player,201111200gnb,tam,LumpKr00,pass_rating,,,,,,
player,201111200gnb,tam,LumpKr00,rush_att,0,,,,,
player,201111200gnb,tam,LumpKr00,rush_yds,0,,,,,
player,201111200gnb,tam,LumpKr00,rush_td,0,,,,,
player,201111200gnb,tam,LumpKr00,rush_long,0,,,,,
player,201111200gnb,tam,LumpKr00,targets,1,,,,,
player,201111200gnb,tam,LumpKr00,rec,1,,,,,
player,201111200gnb,tam,LumpKr00,rec_yds,8,,,,,
player,201111200gnb,tam,LumpKr00,rec_td,0,,,,,
player,201111200gnb,tam,LumpKr00,rec_long,8,,,,,
player,201111200gnb,tam,LumpKr00,fumbles,0,,,,,
player,201111200gnb,tam,LumpKr00,fumbles_lost,,,,,,
player,201111200gnb,tam,BrisDe00,pass_cmp,0,,,,,
player,201111200gnb,tam,BrisDe00,pass_att,0,,,,,
player,201111200gnb,tam,BrisDe00,pass_yds,0,,,,,
player,201111200gnb,tam,BrisDe00,pass_td,0,,,,,
player,201111200gnb,tam,BrisDe00,pass_int,0,,,,,
player,201111200gnb,tam,BrisDe00,pass_sacked,0,,,,,
player,201111200gnb,tam,BrisDe00,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,BrisDe00,pass_long,0,,,,,
player,201111200gnb,tam,BrisDe00,pass_rating,,,,,,
player,201111200gnb,tam,BrisDe00,rush_att,0,,,,,
player,201111200gnb,tam,BrisDe00,rush_yds,0,,,,,
player,201111200gnb,tam,BrisDe00,rush_td,0,,,,,
player,201111200gnb,tam,BrisDe00,rush_long,0,,,,,
player,201111200gnb,tam,BrisDe00,targets,3,,,,,
player,201111200gnb,tam,BrisDe00,rec,2,,,,,
player,201111200gnb,tam,BrisDe00,rec_yds,7,,,,,
player,201111200gnb,tam,BrisDe00,rec_td,1,,,,,
player,201111200gnb,tam,BrisDe00,rec_long,5,,,,,
player,201111200gnb,tam,BrisDe00,fumbles,0,,,,,
player,201111200gnb,tam,BrisDe00,fumbles_lost,,,,,,
player,201111200gnb,tam,StocLu00,pass_cmp,0,,,,,
player,201111200gnb,tam,StocLu00,pass_att,0,,,,,
player,201111200gnb,tam,StocLu00,pass_yds,0,,,,,
player,201111200gnb,tam,StocLu00,pass_td,0,,,,,
player,201111200gnb,tam,StocLu00,pass_int,0,,,,,
player,201111200gnb,tam,StocLu00,pass_sacked,0,,,,,
player,201111200gnb,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201111200gnb,tam,StocLu00,pass_long,0,,,,,
player,201111200gnb,tam,StocLu00,pass_rating,,,,,,
player,201111200gnb,tam,StocLu00,rush_att,0,,,,,
player,201111200gnb,tam,StocLu00,rush_yds,0,,,,,
player,201111200gnb,tam,StocLu00,rush_td,0,,,,,
player,201111200gnb,tam,StocLu00,rush_long,0,,,,,
player,201111200gnb,tam,StocLu00,targets,1,,,,,
player,201111200gnb,tam,StocLu00,rec,1,,,,,
player,201111200gnb,tam,StocLu00,rec_yds,1,,,,,
player,201111200gnb,tam,StocLu00,rec_td,0,,,,,
player,201111200gnb,tam,StocLu00,rec_long,1,,,,,
player,201111200gnb,tam,StocLu00,fumbles,0,,,,,
player,201111200gnb,tam,StocLu00,fumbles_lost,,,,,,
player,201111200gnb,gnb,RodgAa00,pass_cmp,23,,,,,
player,201111200gnb,gnb,RodgAa00,pass_att,34,,,,,
player,201111200gnb,gnb,RodgAa00,pass_yds,299,,,,,
player,201111200gnb,gnb,RodgAa00,pass_td,3,,,,,
player,201111200gnb,gnb,RodgAa00,pass_int,1,,,,,
player,201111200gnb,gnb,RodgAa00,pass_sacked,2,,,,,
player,201111200gnb,gnb,RodgAa00,pass_sacked_yds,12,,,,,
player,201111200gnb,gnb,RodgAa00,pass_long,40,,,,,
player,201111200gnb,gnb,RodgAa00,pass_rating,112.3,,,,,
player,201111200gnb,gnb,RodgAa00,rush_att,5,,,,,
player,201111200gnb,gnb,RodgAa00,rush_yds,28,,,,,
player,201111200gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201111200gnb,gnb,RodgAa00,rush_long,11,,,,,
player,201111200gnb,gnb,RodgAa00,targets,0,,,,,
player,201111200gnb,gnb,RodgAa00,rec,0,,,,,
player,201111200gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201111200gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201111200gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201111200gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201111200gnb,gnb,RodgAa00,fumbles_lost,,,,,,
player,201111200gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201111200gnb,gnb,StarJa00,pass_att,0,,,,,
player,201111200gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201111200gnb,gnb,StarJa00,pass_td,0,,,,,
player,201111200gnb,gnb,StarJa00,pass_int,0,,,,,
player,201111200gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201111200gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,StarJa00,pass_long,0,,,,,
player,201111200gnb,gnb,StarJa00,pass_rating,,,,,,
player,201111200gnb,gnb,StarJa00,rush_att,11,,,,,
player,201111200gnb,gnb,StarJa00,rush_yds,38,,,,,
player,201111200gnb,gnb,StarJa00,rush_td,0,,,,,
player,201111200gnb,gnb,StarJa00,rush_long,20,,,,,
player,201111200gnb,gnb,StarJa00,targets,6,,,,,
player,201111200gnb,gnb,StarJa00,rec,6,,,,,
player,201111200gnb,gnb,StarJa00,rec_yds,53,,,,,
player,201111200gnb,gnb,StarJa00,rec_td,0,,,,,
player,201111200gnb,gnb,StarJa00,rec_long,17,,,,,
player,201111200gnb,gnb,StarJa00,fumbles,0,,,,,
player,201111200gnb,gnb,StarJa00,fumbles_lost,,,,,,
player,201111200gnb,gnb,GranRy00,pass_cmp,0,,,,,
player,201111200gnb,gnb,GranRy00,pass_att,0,,,,,
player,201111200gnb,gnb,GranRy00,pass_yds,0,,,,,
player,201111200gnb,gnb,GranRy00,pass_td,0,,,,,
player,201111200gnb,gnb,GranRy00,pass_int,0,,,,,
player,201111200gnb,gnb,GranRy00,pass_sacked,0,,,,,
player,201111200gnb,gnb,GranRy00,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,GranRy00,pass_long,0,,,,,
player,201111200gnb,gnb,GranRy00,pass_rating,,,,,,
player,201111200gnb,gnb,GranRy00,rush_att,4,,,,,
player,201111200gnb,gnb,GranRy00,rush_yds,16,,,,,
player,201111200gnb,gnb,GranRy00,rush_td,0,,,,,
player,201111200gnb,gnb,GranRy00,rush_long,5,,,,,
player,201111200gnb,gnb,GranRy00,targets,0,,,,,
player,201111200gnb,gnb,GranRy00,rec,0,,,,,
player,201111200gnb,gnb,GranRy00,rec_yds,0,,,,,
player,201111200gnb,gnb,GranRy00,rec_td,0,,,,,
player,201111200gnb,gnb,GranRy00,rec_long,0,,,,,
player,201111200gnb,gnb,GranRy00,fumbles,0,,,,,
player,201111200gnb,gnb,GranRy00,fumbles_lost,,,,,,
player,201111200gnb,gnb,MastTi99,pass_cmp,0,,,,,
player,201111200gnb,gnb,MastTi99,pass_att,0,,,,,
player,201111200gnb,gnb,MastTi99,pass_yds,0,,,,,
player,201111200gnb,gnb,MastTi99,pass_td,0,,,,,
player,201111200gnb,gnb,MastTi99,pass_int,0,,,,,
player,201111200gnb,gnb,MastTi99,pass_sacked,0,,,,,
player,201111200gnb,gnb,MastTi99,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,MastTi99,pass_long,0,,,,,
player,201111200gnb,gnb,MastTi99,pass_rating,,,,,,
player,201111200gnb,gnb,MastTi99,rush_att,1,,,,,
player,201111200gnb,gnb,MastTi99,rush_yds,6,,,,,
player,201111200gnb,gnb,MastTi99,rush_td,0,,,,,
player,201111200gnb,gnb,MastTi99,rush_long,6,,,,,
player,201111200gnb,gnb,MastTi99,targets,0,,,,,
player,201111200gnb,gnb,MastTi99,rec,0,,,,,
player,201111200gnb,gnb,MastTi99,rec_yds,0,,,,,
player,201111200gnb,gnb,MastTi99,rec_td,0,,,,,
player,201111200gnb,gnb,MastTi99,rec_long,0,,,,,
player,201111200gnb,gnb,MastTi99,fumbles,2,,,,,
player,201111200gnb,gnb,MastTi99,fumbles_lost,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201111200gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201111200gnb,gnb,KuhnJo00,rush_att,1,,,,,
player,201111200gnb,gnb,KuhnJo00,rush_yds,2,,,,,
player,201111200gnb,gnb,KuhnJo00,rush_td,1,,,,,
player,201111200gnb,gnb,KuhnJo00,rush_long,2,,,,,
player,201111200gnb,gnb,KuhnJo00,targets,1,,,,,
player,201111200gnb,gnb,KuhnJo00,rec,1,,,,,
player,201111200gnb,gnb,KuhnJo00,rec_yds,-1,,,,,
player,201111200gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201111200gnb,gnb,KuhnJo00,rec_long,-1,,,,,
player,201111200gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201111200gnb,gnb,KuhnJo00,fumbles_lost,,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_cmp,0,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_att,0,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_yds,0,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_td,0,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_int,0,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_sacked,0,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_long,0,,,,,
player,201111200gnb,gnb,RajiBJ99,pass_rating,,,,,,
player,201111200gnb,gnb,RajiBJ99,rush_att,1,,,,,
player,201111200gnb,gnb,RajiBJ99,rush_yds,1,,,,,
player,201111200gnb,gnb,RajiBJ99,rush_td,1,,,,,
player,201111200gnb,gnb,RajiBJ99,rush_long,1,,,,,
player,201111200gnb,gnb,RajiBJ99,targets,0,,,,,
player,201111200gnb,gnb,RajiBJ99,rec,0,,,,,
player,201111200gnb,gnb,RajiBJ99,rec_yds,0,,,,,
player,201111200gnb,gnb,RajiBJ99,rec_td,0,,,,,
player,201111200gnb,gnb,RajiBJ99,rec_long,0,,,,,
player,201111200gnb,gnb,RajiBJ99,fumbles,0,,,,,
player,201111200gnb,gnb,RajiBJ99,fumbles_lost,,,,,,
player,201111200gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201111200gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201111200gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201111200gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201111200gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201111200gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201111200gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201111200gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201111200gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201111200gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201111200gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201111200gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201111200gnb,gnb,NelsJo00,targets,7,,,,,
player,201111200gnb,gnb,NelsJo00,rec,6,,,,,
player,201111200gnb,gnb,NelsJo00,rec_yds,123,,,,,
player,201111200gnb,gnb,NelsJo00,rec_td,2,,,,,
player,201111200gnb,gnb,NelsJo00,rec_long,40,,,,,
player,201111200gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201111200gnb,gnb,NelsJo00,fumbles_lost,,,,,,
player,201111200gnb,gnb,DrivDo00,pass_cmp,0,,,,,
player,201111200gnb,gnb,DrivDo00,pass_att,0,,,,,
player,201111200gnb,gnb,DrivDo00,pass_yds,0,,,,,
player,201111200gnb,gnb,DrivDo00,pass_td,0,,,,,
player,201111200gnb,gnb,DrivDo00,pass_int,0,,,,,
player,201111200gnb,gnb,DrivDo00,pass_sacked,0,,,,,
player,201111200gnb,gnb,DrivDo00,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,DrivDo00,pass_long,0,,,,,
player,201111200gnb,gnb,DrivDo00,pass_rating,,,,,,
player,201111200gnb,gnb,DrivDo00,rush_att,0,,,,,
player,201111200gnb,gnb,DrivDo00,rush_yds,0,,,,,
player,201111200gnb,gnb,DrivDo00,rush_td,0,,,,,
player,201111200gnb,gnb,DrivDo00,rush_long,0,,,,,
player,201111200gnb,gnb,DrivDo00,targets,5,,,,,
player,201111200gnb,gnb,DrivDo00,rec,4,,,,,
player,201111200gnb,gnb,DrivDo00,rec_yds,72,,,,,
player,201111200gnb,gnb,DrivDo00,rec_td,0,,,,,
player,201111200gnb,gnb,DrivDo00,rec_long,35,,,,,
player,201111200gnb,gnb,DrivDo00,fumbles,0,,,,,
player,201111200gnb,gnb,DrivDo00,fumbles_lost,,,,,,
player,201111200gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201111200gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201111200gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201111200gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201111200gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201111200gnb,gnb,FinlJe00,pass_sacked,0,,,,,
player,201111200gnb,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201111200gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201111200gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201111200gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201111200gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201111200gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201111200gnb,gnb,FinlJe00,targets,3,,,,,
player,201111200gnb,gnb,FinlJe00,rec,1,,,,,
player,201111200gnb,gnb,FinlJe00,rec_yds,30,,,,,
player,201111200gnb,gnb,FinlJe00,rec_td,0,,,,,
player,201111200gnb,gnb,FinlJe00,rec_long,30,,,,,
player,201111200gnb,gnb,FinlJe00,fumbles,0,,,,,
player,201111200gnb,gnb,FinlJe00,fumbles_lost,,,,,,
player,201111200gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201111200gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201111200gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201111200gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201111200gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201111200gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201111200gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201111200gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201111200gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201111200gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201111200gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201111200gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201111200gnb,gnb,CobbRa00,targets,1,,,,,
player,201111200gnb,gnb,CobbRa00,rec,1,,,,,
player,201111200gnb,gnb,CobbRa00,rec_yds,11,,,,,
player,201111200gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201111200gnb,gnb,CobbRa00,rec_long,11,,,,,
player,201111200gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201111200gnb,gnb,CobbRa00,fumbles_lost,,,,,,
player,201111200gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201111200gnb,gnb,JennGr00,pass_att,0,,,,,
player,201111200gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201111200gnb,gnb,JennGr00,pass_td,0,,,,,
player,201111200gnb,gnb,JennGr00,pass_int,0,,,,,
player,201111200gnb,gnb,JennGr00,pass_sacked,0,,,,,
player,201111200gnb,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201111200gnb,gnb,JennGr00,pass_long,0,,,,,
player,201111200gnb,gnb,JennGr00,pass_rating,,,,,,
player,201111200gnb,gnb,JennGr00,rush_att,0,,,,,
player,201111200gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201111200gnb,gnb,JennGr00,rush_td,0,,,,,
