game,2011,12,20111127,201111270ram,crd,"Arizona Cardinals",23,ram,"St. Louis Rams",20
team,201111270ram,crd,First Downs,16,,,,,,
team,201111270ram,ram,First Downs,12,,,,,,
team,201111270ram,crd,Rush-Yds-TDs,38-268-1,,,,,,
team,201111270ram,ram,Rush-Yds-TDs,22-86-0,,,,,,
team,201111270ram,crd,Cmp-Att-Yd-TD-INT,12-23-114-0-2,,,,,,
team,201111270ram,ram,Cmp-Att-Yd-TD-INT,17-32-203-1-0,,,,,,
team,201111270ram,crd,Sacked-Yards,3-8,,,,,,
team,201111270ram,ram,Sacked-Yards,2-17,,,,,,
team,201111270ram,crd,Net Pass Yards,106,,,,,,
team,201111270ram,ram,Net Pass Yards,186,,,,,,
team,201111270ram,crd,Total Yards,374,,,,,,
team,201111270ram,ram,Total Yards,272,,,,,,
team,201111270ram,crd,Fumbles-Lost,2-1,,,,,,
team,201111270ram,ram,Fumbles-Lost,2-2,,,,,,
team,201111270ram,crd,Turnovers,3,,,,,,
team,201111270ram,ram,Turnovers,2,,,,,,
team,201111270ram,crd,Penalties-Yards,4-30,,,,,,
team,201111270ram,ram,Penalties-Yards,8-49,,,,,,
team,201111270ram,crd,Third Down Conv.,4-12,,,,,,
team,201111270ram,ram,Third Down Conv.,3-13,,,,,,
team,201111270ram,crd,Fourth Down Conv.,0-0,,,,,,
team,201111270ram,ram,Fourth Down Conv.,0-0,,,,,,
team,201111270ram,crd,Time of Possession,33:59,,,,,,
team,201111270ram,ram,Time of Possession,26:01,,,,,,
player,201111270ram,crd,SkelJo00,pass_cmp,12,,,,,
player,201111270ram,crd,SkelJo00,pass_att,23,,,,,
player,201111270ram,crd,SkelJo00,pass_yds,114,,,,,
player,201111270ram,crd,SkelJo00,pass_td,0,,,,,
player,201111270ram,crd,SkelJo00,pass_int,2,,,,,
player,201111270ram,crd,SkelJo00,pass_sacked,3,,,,,
player,201111270ram,crd,SkelJo00,pass_sacked_yds,8,,,,,
player,201111270ram,crd,SkelJo00,pass_long,41,,,,,
player,201111270ram,crd,SkelJo00,pass_rating,30.0,,,,,
player,201111270ram,crd,SkelJo00,rush_att,3,,,,,
player,201111270ram,crd,SkelJo00,rush_yds,18,,,,,
player,201111270ram,crd,SkelJo00,rush_td,0,,,,,
player,201111270ram,crd,SkelJo00,rush_long,13,,,,,
player,201111270ram,crd,SkelJo00,targets,0,,,,,
player,201111270ram,crd,SkelJo00,rec,0,,,,,
player,201111270ram,crd,SkelJo00,rec_yds,0,,,,,
player,201111270ram,crd,SkelJo00,rec_td,0,,,,,
player,201111270ram,crd,SkelJo00,rec_long,0,,,,,
player,201111270ram,crd,SkelJo00,fumbles,0,,,,,
player,201111270ram,crd,SkelJo00,fumbles_lost,,,,,,
player,201111270ram,crd,WellCh00,pass_cmp,0,,,,,
player,201111270ram,crd,WellCh00,pass_att,0,,,,,
player,201111270ram,crd,WellCh00,pass_yds,0,,,,,
player,201111270ram,crd,WellCh00,pass_td,0,,,,,
player,201111270ram,crd,WellCh00,pass_int,0,,,,,
player,201111270ram,crd,WellCh00,pass_sacked,0,,,,,
player,201111270ram,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201111270ram,crd,WellCh00,pass_long,0,,,,,
player,201111270ram,crd,WellCh00,pass_rating,,,,,,
player,201111270ram,crd,WellCh00,rush_att,27,,,,,
player,201111270ram,crd,WellCh00,rush_yds,228,,,,,
player,201111270ram,crd,WellCh00,rush_td,1,,,,,
player,201111270ram,crd,WellCh00,rush_long,71,,,,,
player,201111270ram,crd,WellCh00,targets,0,,,,,
player,201111270ram,crd,WellCh00,rec,0,,,,,
player,201111270ram,crd,WellCh00,rec_yds,0,,,,,
player,201111270ram,crd,WellCh00,rec_td,0,,,,,
player,201111270ram,crd,WellCh00,rec_long,0,,,,,
player,201111270ram,crd,WellCh00,fumbles,1,,,,,
player,201111270ram,crd,WellCh00,fumbles_lost,1,,,,,
player,201111270ram,crd,SmitAl22,pass_cmp,0,,,,,
player,201111270ram,crd,SmitAl22,pass_att,0,,,,,
player,201111270ram,crd,SmitAl22,pass_yds,0,,,,,
player,201111270ram,crd,SmitAl22,pass_td,0,,,,,
player,201111270ram,crd,SmitAl22,pass_int,0,,,,,
player,201111270ram,crd,SmitAl22,pass_sacked,0,,,,,
player,201111270ram,crd,SmitAl22,pass_sacked_yds,0,,,,,
player,201111270ram,crd,SmitAl22,pass_long,0,,,,,
player,201111270ram,crd,SmitAl22,pass_rating,,,,,,
player,201111270ram,crd,SmitAl22,rush_att,3,,,,,
player,201111270ram,crd,SmitAl22,rush_yds,12,,,,,
player,201111270ram,crd,SmitAl22,rush_td,0,,,,,
player,201111270ram,crd,SmitAl22,rush_long,8,,,,,
player,201111270ram,crd,SmitAl22,targets,0,,,,,
player,201111270ram,crd,SmitAl22,rec,0,,,,,
player,201111270ram,crd,SmitAl22,rec_yds,0,,,,,
player,201111270ram,crd,SmitAl22,rec_td,0,,,,,
player,201111270ram,crd,SmitAl22,rec_long,0,,,,,
player,201111270ram,crd,SmitAl22,fumbles,0,,,,,
player,201111270ram,crd,SmitAl22,fumbles_lost,,,,,,
player,201111270ram,crd,StepLa00,pass_cmp,0,,,,,
player,201111270ram,crd,StepLa00,pass_att,0,,,,,
player,201111270ram,crd,StepLa00,pass_yds,0,,,,,
player,201111270ram,crd,StepLa00,pass_td,0,,,,,
player,201111270ram,crd,StepLa00,pass_int,0,,,,,
player,201111270ram,crd,StepLa00,pass_sacked,0,,,,,
player,201111270ram,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201111270ram,crd,StepLa00,pass_long,0,,,,,
player,201111270ram,crd,StepLa00,pass_rating,,,,,,
player,201111270ram,crd,StepLa00,rush_att,2,,,,,
player,201111270ram,crd,StepLa00,rush_yds,9,,,,,
player,201111270ram,crd,StepLa00,rush_td,0,,,,,
player,201111270ram,crd,StepLa00,rush_long,5,,,,,
player,201111270ram,crd,StepLa00,targets,1,,,,,
player,201111270ram,crd,StepLa00,rec,1,,,,,
player,201111270ram,crd,StepLa00,rec_yds,14,,,,,
player,201111270ram,crd,StepLa00,rec_td,0,,,,,
player,201111270ram,crd,StepLa00,rec_long,14,,,,,
player,201111270ram,crd,StepLa00,fumbles,0,,,,,
player,201111270ram,crd,StepLa00,fumbles_lost,,,,,,
player,201111270ram,crd,TaylCh01,pass_cmp,0,,,,,
player,201111270ram,crd,TaylCh01,pass_att,0,,,,,
player,201111270ram,crd,TaylCh01,pass_yds,0,,,,,
player,201111270ram,crd,TaylCh01,pass_td,0,,,,,
player,201111270ram,crd,TaylCh01,pass_int,0,,,,,
player,201111270ram,crd,TaylCh01,pass_sacked,0,,,,,
player,201111270ram,crd,TaylCh01,pass_sacked_yds,0,,,,,
player,201111270ram,crd,TaylCh01,pass_long,0,,,,,
player,201111270ram,crd,TaylCh01,pass_rating,,,,,,
player,201111270ram,crd,TaylCh01,rush_att,2,,,,,
player,201111270ram,crd,TaylCh01,rush_yds,1,,,,,
player,201111270ram,crd,TaylCh01,rush_td,0,,,,,
player,201111270ram,crd,TaylCh01,rush_long,1,,,,,
player,201111270ram,crd,TaylCh01,targets,2,,,,,
player,201111270ram,crd,TaylCh01,rec,2,,,,,
player,201111270ram,crd,TaylCh01,rec_yds,-4,,,,,
player,201111270ram,crd,TaylCh01,rec_td,0,,,,,
player,201111270ram,crd,TaylCh01,rec_long,-1,,,,,
player,201111270ram,crd,TaylCh01,fumbles,0,,,,,
player,201111270ram,crd,TaylCh01,fumbles_lost,,,,,,
player,201111270ram,crd,FitzLa00,pass_cmp,0,,,,,
player,201111270ram,crd,FitzLa00,pass_att,0,,,,,
player,201111270ram,crd,FitzLa00,pass_yds,0,,,,,
player,201111270ram,crd,FitzLa00,pass_td,0,,,,,
player,201111270ram,crd,FitzLa00,pass_int,0,,,,,
player,201111270ram,crd,FitzLa00,pass_sacked,0,,,,,
player,201111270ram,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201111270ram,crd,FitzLa00,pass_long,0,,,,,
player,201111270ram,crd,FitzLa00,pass_rating,,,,,,
player,201111270ram,crd,FitzLa00,rush_att,0,,,,,
player,201111270ram,crd,FitzLa00,rush_yds,0,,,,,
player,201111270ram,crd,FitzLa00,rush_td,0,,,,,
player,201111270ram,crd,FitzLa00,rush_long,0,,,,,
player,201111270ram,crd,FitzLa00,targets,9,,,,,
player,201111270ram,crd,FitzLa00,rec,3,,,,,
player,201111270ram,crd,FitzLa00,rec_yds,55,,,,,
player,201111270ram,crd,FitzLa00,rec_td,0,,,,,
player,201111270ram,crd,FitzLa00,rec_long,41,,,,,
player,201111270ram,crd,FitzLa00,fumbles,0,,,,,
player,201111270ram,crd,FitzLa00,fumbles_lost,,,,,,
player,201111270ram,crd,KingJe00,pass_cmp,0,,,,,
player,201111270ram,crd,KingJe00,pass_att,0,,,,,
player,201111270ram,crd,KingJe00,pass_yds,0,,,,,
player,201111270ram,crd,KingJe00,pass_td,0,,,,,
player,201111270ram,crd,KingJe00,pass_int,0,,,,,
player,201111270ram,crd,KingJe00,pass_sacked,0,,,,,
player,201111270ram,crd,KingJe00,pass_sacked_yds,0,,,,,
player,201111270ram,crd,KingJe00,pass_long,0,,,,,
player,201111270ram,crd,KingJe00,pass_rating,,,,,,
player,201111270ram,crd,KingJe00,rush_att,0,,,,,
player,201111270ram,crd,KingJe00,rush_yds,0,,,,,
player,201111270ram,crd,KingJe00,rush_td,0,,,,,
player,201111270ram,crd,KingJe00,rush_long,0,,,,,
player,201111270ram,crd,KingJe00,targets,3,,,,,
player,201111270ram,crd,KingJe00,rec,2,,,,,
player,201111270ram,crd,KingJe00,rec_yds,17,,,,,
player,201111270ram,crd,KingJe00,rec_td,0,,,,,
player,201111270ram,crd,KingJe00,rec_long,10,,,,,
player,201111270ram,crd,KingJe00,fumbles,0,,,,,
player,201111270ram,crd,KingJe00,fumbles_lost,,,,,,
player,201111270ram,crd,DoucEa00,pass_cmp,0,,,,,
player,201111270ram,crd,DoucEa00,pass_att,0,,,,,
player,201111270ram,crd,DoucEa00,pass_yds,0,,,,,
player,201111270ram,crd,DoucEa00,pass_td,0,,,,,
player,201111270ram,crd,DoucEa00,pass_int,0,,,,,
player,201111270ram,crd,DoucEa00,pass_sacked,0,,,,,
player,201111270ram,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201111270ram,crd,DoucEa00,pass_long,0,,,,,
player,201111270ram,crd,DoucEa00,pass_rating,,,,,,
player,201111270ram,crd,DoucEa00,rush_att,0,,,,,
player,201111270ram,crd,DoucEa00,rush_yds,0,,,,,
player,201111270ram,crd,DoucEa00,rush_td,0,,,,,
player,201111270ram,crd,DoucEa00,rush_long,0,,,,,
player,201111270ram,crd,DoucEa00,targets,1,,,,,
player,201111270ram,crd,DoucEa00,rec,1,,,,,
player,201111270ram,crd,DoucEa00,rec_yds,14,,,,,
player,201111270ram,crd,DoucEa00,rec_td,0,,,,,
player,201111270ram,crd,DoucEa00,rec_long,14,,,,,
player,201111270ram,crd,DoucEa00,fumbles,0,,,,,
player,201111270ram,crd,DoucEa00,fumbles_lost,,,,,,
player,201111270ram,crd,RobeAn00,pass_cmp,0,,,,,
player,201111270ram,crd,RobeAn00,pass_att,0,,,,,
player,201111270ram,crd,RobeAn00,pass_yds,0,,,,,
player,201111270ram,crd,RobeAn00,pass_td,0,,,,,
player,201111270ram,crd,RobeAn00,pass_int,0,,,,,
player,201111270ram,crd,RobeAn00,pass_sacked,0,,,,,
player,201111270ram,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201111270ram,crd,RobeAn00,pass_long,0,,,,,
player,201111270ram,crd,RobeAn00,pass_rating,,,,,,
player,201111270ram,crd,RobeAn00,rush_att,0,,,,,
player,201111270ram,crd,RobeAn00,rush_yds,0,,,,,
player,201111270ram,crd,RobeAn00,rush_td,0,,,,,
player,201111270ram,crd,RobeAn00,rush_long,0,,,,,
player,201111270ram,crd,RobeAn00,targets,5,,,,,
player,201111270ram,crd,RobeAn00,rec,2,,,,,
player,201111270ram,crd,RobeAn00,rec_yds,14,,,,,
player,201111270ram,crd,RobeAn00,rec_td,0,,,,,
player,201111270ram,crd,RobeAn00,rec_long,9,,,,,
player,201111270ram,crd,RobeAn00,fumbles,0,,,,,
player,201111270ram,crd,RobeAn00,fumbles_lost,,,,,,
player,201111270ram,crd,SherAn00,pass_cmp,0,,,,,
player,201111270ram,crd,SherAn00,pass_att,0,,,,,
player,201111270ram,crd,SherAn00,pass_yds,0,,,,,
