game,2011,3,20110925,201109250ram,rav,"Baltimore Ravens",37,ram,"St. Louis Rams",7
player,201109250ram,rav,LewiRa00,tackles_combined,10,,,,,
player,201109250ram,rav,LewiRa00,tackles_solo,10,,,,,
player,201109250ram,rav,LewiRa00,tackles_assists,0,,,,,
player,201109250ram,rav,LewiRa00,tackles_loss,0,,,,,
player,201109250ram,rav,LewiRa00,qb_hits,0,,,,,
player,201109250ram,rav,LewiRa00,fumbles_rec,0,,,,,
player,201109250ram,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201109250ram,rav,LewiRa00,fumbles_forced,1,,,,,
player,201109250ram,rav,McClJa01,def_int,0,,,,,
player,201109250ram,rav,McClJa01,def_int_yds,0,,,,,
player,201109250ram,rav,McClJa01,def_int_td,0,,,,,
player,201109250ram,rav,McClJa01,def_int_long,0,,,,,
player,201109250ram,rav,McClJa01,pass_defended,0,,,,,
player,201109250ram,rav,McClJa01,sacks,1.0,,,,,
player,201109250ram,rav,McClJa01,tackles_combined,5,,,,,
player,201109250ram,rav,McClJa01,tackles_solo,5,,,,,
player,201109250ram,rav,McClJa01,tackles_assists,0,,,,,
player,201109250ram,rav,McClJa01,tackles_loss,1,,,,,
player,201109250ram,rav,McClJa01,qb_hits,1,,,,,
player,201109250ram,rav,McClJa01,fumbles_rec,0,,,,,
player,201109250ram,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201109250ram,rav,McClJa01,fumbles_forced,0,,,,,
player,201109250ram,rav,SuggTe99,def_int,0,,,,,
player,201109250ram,rav,SuggTe99,def_int_yds,0,,,,,
player,201109250ram,rav,SuggTe99,def_int_td,0,,,,,
player,201109250ram,rav,SuggTe99,def_int_long,0,,,,,
player,201109250ram,rav,SuggTe99,pass_defended,0,,,,,
player,201109250ram,rav,SuggTe99,sacks,1.0,,,,,
player,201109250ram,rav,SuggTe99,tackles_combined,4,,,,,
player,201109250ram,rav,SuggTe99,tackles_solo,4,,,,,
player,201109250ram,rav,SuggTe99,tackles_assists,0,,,,,
player,201109250ram,rav,SuggTe99,tackles_loss,2,,,,,
player,201109250ram,rav,SuggTe99,qb_hits,2,,,,,
player,201109250ram,rav,SuggTe99,fumbles_rec,0,,,,,
player,201109250ram,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201109250ram,rav,SuggTe99,fumbles_forced,0,,,,,
player,201109250ram,rav,McPhPe00,def_int,0,,,,,
player,201109250ram,rav,McPhPe00,def_int_yds,0,,,,,
player,201109250ram,rav,McPhPe00,def_int_td,0,,,,,
player,201109250ram,rav,McPhPe00,def_int_long,0,,,,,
player,201109250ram,rav,McPhPe00,pass_defended,0,,,,,
player,201109250ram,rav,McPhPe00,sacks,1.0,,,,,
player,201109250ram,rav,McPhPe00,tackles_combined,2,,,,,
player,201109250ram,rav,McPhPe00,tackles_solo,2,,,,,
player,201109250ram,rav,McPhPe00,tackles_assists,0,,,,,
player,201109250ram,rav,McPhPe00,tackles_loss,1,,,,,
player,201109250ram,rav,McPhPe00,qb_hits,1,,,,,
player,201109250ram,rav,McPhPe00,fumbles_rec,0,,,,,
player,201109250ram,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201109250ram,rav,McPhPe00,fumbles_forced,0,,,,,
player,201109250ram,rav,ReddCo20,def_int,0,,,,,
player,201109250ram,rav,ReddCo20,def_int_yds,0,,,,,
player,201109250ram,rav,ReddCo20,def_int_td,0,,,,,
player,201109250ram,rav,ReddCo20,def_int_long,0,,,,,
player,201109250ram,rav,ReddCo20,pass_defended,1,,,,,
player,201109250ram,rav,ReddCo20,sacks,1.0,,,,,
player,201109250ram,rav,ReddCo20,tackles_combined,2,,,,,
player,201109250ram,rav,ReddCo20,tackles_solo,2,,,,,
player,201109250ram,rav,ReddCo20,tackles_assists,0,,,,,
player,201109250ram,rav,ReddCo20,tackles_loss,2,,,,,
player,201109250ram,rav,ReddCo20,qb_hits,3,,,,,
player,201109250ram,rav,ReddCo20,fumbles_rec,0,,,,,
player,201109250ram,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201109250ram,rav,ReddCo20,fumbles_forced,0,,,,,
player,201109250ram,rav,CarrCh22,def_int,0,,,,,
player,201109250ram,rav,CarrCh22,def_int_yds,0,,,,,
player,201109250ram,rav,CarrCh22,def_int_td,0,,,,,
player,201109250ram,rav,CarrCh22,def_int_long,0,,,,,
player,201109250ram,rav,CarrCh22,pass_defended,0,,,,,
player,201109250ram,rav,CarrCh22,sacks,0.0,,,,,
player,201109250ram,rav,CarrCh22,tackles_combined,3,,,,,
player,201109250ram,rav,CarrCh22,tackles_solo,3,,,,,
player,201109250ram,rav,CarrCh22,tackles_assists,0,,,,,
player,201109250ram,rav,CarrCh22,tackles_loss,0,,,,,
player,201109250ram,rav,CarrCh22,qb_hits,0,,,,,
player,201109250ram,rav,CarrCh22,fumbles_rec,0,,,,,
player,201109250ram,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201109250ram,rav,CarrCh22,fumbles_forced,0,,,,,
player,201109250ram,rav,JohnJa23,def_int,0,,,,,
player,201109250ram,rav,JohnJa23,def_int_yds,0,,,,,
player,201109250ram,rav,JohnJa23,def_int_td,0,,,,,
player,201109250ram,rav,JohnJa23,def_int_long,0,,,,,
player,201109250ram,rav,JohnJa23,pass_defended,0,,,,,
player,201109250ram,rav,JohnJa23,sacks,0.0,,,,,
player,201109250ram,rav,JohnJa23,tackles_combined,3,,,,,
player,201109250ram,rav,JohnJa23,tackles_solo,3,,,,,
player,201109250ram,rav,JohnJa23,tackles_assists,0,,,,,
player,201109250ram,rav,JohnJa23,tackles_loss,0,,,,,
player,201109250ram,rav,JohnJa23,qb_hits,1,,,,,
player,201109250ram,rav,JohnJa23,fumbles_rec,0,,,,,
player,201109250ram,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201109250ram,rav,JohnJa23,fumbles_forced,0,,,,,
player,201109250ram,rav,ElleDa99,def_int,0,,,,,
player,201109250ram,rav,ElleDa99,def_int_yds,0,,,,,
player,201109250ram,rav,ElleDa99,def_int_td,0,,,,,
player,201109250ram,rav,ElleDa99,def_int_long,0,,,,,
player,201109250ram,rav,ElleDa99,pass_defended,0,,,,,
player,201109250ram,rav,ElleDa99,sacks,0.0,,,,,
player,201109250ram,rav,ElleDa99,tackles_combined,2,,,,,
player,201109250ram,rav,ElleDa99,tackles_solo,2,,,,,
player,201109250ram,rav,ElleDa99,tackles_assists,0,,,,,
player,201109250ram,rav,ElleDa99,tackles_loss,0,,,,,
player,201109250ram,rav,ElleDa99,qb_hits,0,,,,,
player,201109250ram,rav,ElleDa99,fumbles_rec,0,,,,,
player,201109250ram,rav,ElleDa99,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,ElleDa99,fumbles_rec_td,0,,,,,
player,201109250ram,rav,ElleDa99,fumbles_forced,0,,,,,
player,201109250ram,rav,JoneAr22,def_int,0,,,,,
player,201109250ram,rav,JoneAr22,def_int_yds,0,,,,,
player,201109250ram,rav,JoneAr22,def_int_td,0,,,,,
player,201109250ram,rav,JoneAr22,def_int_long,0,,,,,
player,201109250ram,rav,JoneAr22,pass_defended,0,,,,,
player,201109250ram,rav,JoneAr22,sacks,0.0,,,,,
player,201109250ram,rav,JoneAr22,tackles_combined,2,,,,,
player,201109250ram,rav,JoneAr22,tackles_solo,2,,,,,
player,201109250ram,rav,JoneAr22,tackles_assists,0,,,,,
player,201109250ram,rav,JoneAr22,tackles_loss,0,,,,,
player,201109250ram,rav,JoneAr22,qb_hits,0,,,,,
player,201109250ram,rav,JoneAr22,fumbles_rec,0,,,,,
player,201109250ram,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201109250ram,rav,JoneAr22,fumbles_forced,0,,,,,
player,201109250ram,rav,KrugPa99,def_int,0,,,,,
player,201109250ram,rav,KrugPa99,def_int_yds,0,,,,,
player,201109250ram,rav,KrugPa99,def_int_td,0,,,,,
player,201109250ram,rav,KrugPa99,def_int_long,0,,,,,
player,201109250ram,rav,KrugPa99,pass_defended,0,,,,,
player,201109250ram,rav,KrugPa99,sacks,0.0,,,,,
player,201109250ram,rav,KrugPa99,tackles_combined,2,,,,,
player,201109250ram,rav,KrugPa99,tackles_solo,2,,,,,
player,201109250ram,rav,KrugPa99,tackles_assists,0,,,,,
player,201109250ram,rav,KrugPa99,tackles_loss,0,,,,,
player,201109250ram,rav,KrugPa99,qb_hits,1,,,,,
player,201109250ram,rav,KrugPa99,fumbles_rec,0,,,,,
player,201109250ram,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201109250ram,rav,KrugPa99,fumbles_forced,0,,,,,
player,201109250ram,rav,ReedEd00,def_int,0,,,,,
player,201109250ram,rav,ReedEd00,def_int_yds,0,,,,,
player,201109250ram,rav,ReedEd00,def_int_td,0,,,,,
player,201109250ram,rav,ReedEd00,def_int_long,0,,,,,
player,201109250ram,rav,ReedEd00,pass_defended,0,,,,,
player,201109250ram,rav,ReedEd00,sacks,0.0,,,,,
player,201109250ram,rav,ReedEd00,tackles_combined,2,,,,,
player,201109250ram,rav,ReedEd00,tackles_solo,2,,,,,
player,201109250ram,rav,ReedEd00,tackles_assists,0,,,,,
player,201109250ram,rav,ReedEd00,tackles_loss,0,,,,,
player,201109250ram,rav,ReedEd00,qb_hits,0,,,,,
player,201109250ram,rav,ReedEd00,fumbles_rec,0,,,,,
player,201109250ram,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201109250ram,rav,ReedEd00,fumbles_forced,0,,,,,
player,201109250ram,rav,WillCa99,def_int,0,,,,,
player,201109250ram,rav,WillCa99,def_int_yds,0,,,,,
player,201109250ram,rav,WillCa99,def_int_td,0,,,,,
player,201109250ram,rav,WillCa99,def_int_long,0,,,,,
player,201109250ram,rav,WillCa99,pass_defended,0,,,,,
player,201109250ram,rav,WillCa99,sacks,0.0,,,,,
player,201109250ram,rav,WillCa99,tackles_combined,2,,,,,
player,201109250ram,rav,WillCa99,tackles_solo,2,,,,,
player,201109250ram,rav,WillCa99,tackles_assists,0,,,,,
player,201109250ram,rav,WillCa99,tackles_loss,0,,,,,
player,201109250ram,rav,WillCa99,qb_hits,0,,,,,
player,201109250ram,rav,WillCa99,fumbles_rec,0,,,,,
player,201109250ram,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201109250ram,rav,WillCa99,fumbles_forced,0,,,,,
player,201109250ram,rav,AyanBr99,def_int,0,,,,,
player,201109250ram,rav,AyanBr99,def_int_yds,0,,,,,
player,201109250ram,rav,AyanBr99,def_int_td,0,,,,,
player,201109250ram,rav,AyanBr99,def_int_long,0,,,,,
player,201109250ram,rav,AyanBr99,pass_defended,0,,,,,
player,201109250ram,rav,AyanBr99,sacks,0.0,,,,,
player,201109250ram,rav,AyanBr99,tackles_combined,1,,,,,
player,201109250ram,rav,AyanBr99,tackles_solo,1,,,,,
player,201109250ram,rav,AyanBr99,tackles_assists,0,,,,,
player,201109250ram,rav,AyanBr99,tackles_loss,0,,,,,
player,201109250ram,rav,AyanBr99,qb_hits,0,,,,,
player,201109250ram,rav,AyanBr99,fumbles_rec,0,,,,,
player,201109250ram,rav,AyanBr99,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,AyanBr99,fumbles_rec_td,0,,,,,
player,201109250ram,rav,AyanBr99,fumbles_forced,0,,,,,
player,201109250ram,rav,McClAl00,def_int,0,,,,,
player,201109250ram,rav,McClAl00,def_int_yds,0,,,,,
player,201109250ram,rav,McClAl00,def_int_td,0,,,,,
player,201109250ram,rav,McClAl00,def_int_long,0,,,,,
player,201109250ram,rav,McClAl00,pass_defended,0,,,,,
player,201109250ram,rav,McClAl00,sacks,0.0,,,,,
player,201109250ram,rav,McClAl00,tackles_combined,1,,,,,
player,201109250ram,rav,McClAl00,tackles_solo,1,,,,,
player,201109250ram,rav,McClAl00,tackles_assists,0,,,,,
player,201109250ram,rav,McClAl00,tackles_loss,0,,,,,
player,201109250ram,rav,McClAl00,qb_hits,0,,,,,
player,201109250ram,rav,McClAl00,fumbles_rec,0,,,,,
player,201109250ram,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201109250ram,rav,McClAl00,fumbles_forced,0,,,,,
player,201109250ram,rav,NgatHa20,def_int,0,,,,,
player,201109250ram,rav,NgatHa20,def_int_yds,0,,,,,
player,201109250ram,rav,NgatHa20,def_int_td,0,,,,,
player,201109250ram,rav,NgatHa20,def_int_long,0,,,,,
player,201109250ram,rav,NgatHa20,pass_defended,0,,,,,
player,201109250ram,rav,NgatHa20,sacks,0.0,,,,,
player,201109250ram,rav,NgatHa20,tackles_combined,1,,,,,
player,201109250ram,rav,NgatHa20,tackles_solo,1,,,,,
player,201109250ram,rav,NgatHa20,tackles_assists,0,,,,,
player,201109250ram,rav,NgatHa20,tackles_loss,0,,,,,
player,201109250ram,rav,NgatHa20,qb_hits,1,,,,,
player,201109250ram,rav,NgatHa20,fumbles_rec,1,,,,,
player,201109250ram,rav,NgatHa20,fumbles_rec_yds,28,,,,,
player,201109250ram,rav,NgatHa20,fumbles_rec_td,1,,,,,
player,201109250ram,rav,NgatHa20,fumbles_forced,0,,,,,
player,201109250ram,rav,PollBe20,def_int,0,,,,,
player,201109250ram,rav,PollBe20,def_int_yds,0,,,,,
player,201109250ram,rav,PollBe20,def_int_td,0,,,,,
player,201109250ram,rav,PollBe20,def_int_long,0,,,,,
player,201109250ram,rav,PollBe20,pass_defended,1,,,,,
player,201109250ram,rav,PollBe20,sacks,0.0,,,,,
player,201109250ram,rav,PollBe20,tackles_combined,1,,,,,
player,201109250ram,rav,PollBe20,tackles_solo,1,,,,,
player,201109250ram,rav,PollBe20,tackles_assists,0,,,,,
player,201109250ram,rav,PollBe20,tackles_loss,0,,,,,
player,201109250ram,rav,PollBe20,qb_hits,1,,,,,
player,201109250ram,rav,PollBe20,fumbles_rec,0,,,,,
player,201109250ram,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,PollBe20,fumbles_rec_td,0,,,,,
player,201109250ram,rav,PollBe20,fumbles_forced,0,,,,,
player,201109250ram,rav,ZbikTo99,def_int,0,,,,,
player,201109250ram,rav,ZbikTo99,def_int_yds,0,,,,,
player,201109250ram,rav,ZbikTo99,def_int_td,0,,,,,
player,201109250ram,rav,ZbikTo99,def_int_long,0,,,,,
player,201109250ram,rav,ZbikTo99,pass_defended,0,,,,,
player,201109250ram,rav,ZbikTo99,sacks,0.0,,,,,
player,201109250ram,rav,ZbikTo99,tackles_combined,1,,,,,
player,201109250ram,rav,ZbikTo99,tackles_solo,1,,,,,
player,201109250ram,rav,ZbikTo99,tackles_assists,0,,,,,
player,201109250ram,rav,ZbikTo99,tackles_loss,0,,,,,
player,201109250ram,rav,ZbikTo99,qb_hits,0,,,,,
player,201109250ram,rav,ZbikTo99,fumbles_rec,0,,,,,
player,201109250ram,rav,ZbikTo99,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,ZbikTo99,fumbles_rec_td,0,,,,,
player,201109250ram,rav,ZbikTo99,fumbles_forced,0,,,,,
player,201109250ram,rav,WillLa01,def_int,0,,,,,
player,201109250ram,rav,WillLa01,def_int_yds,0,,,,,
player,201109250ram,rav,WillLa01,def_int_td,0,,,,,
player,201109250ram,rav,WillLa01,def_int_long,0,,,,,
player,201109250ram,rav,WillLa01,pass_defended,0,,,,,
player,201109250ram,rav,WillLa01,sacks,0.0,,,,,
player,201109250ram,rav,WillLa01,tackles_combined,0,,,,,
player,201109250ram,rav,WillLa01,tackles_solo,0,,,,,
player,201109250ram,rav,WillLa01,tackles_assists,0,,,,,
player,201109250ram,rav,WillLa01,tackles_loss,0,,,,,
player,201109250ram,rav,WillLa01,qb_hits,0,,,,,
player,201109250ram,rav,WillLa01,fumbles_rec,1,,,,,
player,201109250ram,rav,WillLa01,fumbles_rec_yds,0,,,,,
player,201109250ram,rav,WillLa01,fumbles_rec_td,0,,,,,
player,201109250ram,rav,WillLa01,fumbles_forced,0,,,,,
player,201109250ram,ram,ChamCh99,def_int,0,,,,,
player,201109250ram,ram,ChamCh99,def_int_yds,0,,,,,
player,201109250ram,ram,ChamCh99,def_int_td,0,,,,,
player,201109250ram,ram,ChamCh99,def_int_long,0,,,,,
player,201109250ram,ram,ChamCh99,pass_defended,0,,,,,
player,201109250ram,ram,ChamCh99,sacks,1.0,,,,,
player,201109250ram,ram,ChamCh99,tackles_combined,4,,,,,
player,201109250ram,ram,ChamCh99,tackles_solo,4,,,,,
player,201109250ram,ram,ChamCh99,tackles_assists,0,,,,,
player,201109250ram,ram,ChamCh99,tackles_loss,0,,,,,
player,201109250ram,ram,ChamCh99,qb_hits,0,,,,,
player,201109250ram,ram,ChamCh99,fumbles_rec,0,,,,,
player,201109250ram,ram,ChamCh99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,ChamCh99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,ChamCh99,fumbles_forced,1,,,,,
player,201109250ram,ram,LongCh99,def_int,0,,,,,
player,201109250ram,ram,LongCh99,def_int_yds,0,,,,,
player,201109250ram,ram,LongCh99,def_int_td,0,,,,,
player,201109250ram,ram,LongCh99,def_int_long,0,,,,,
player,201109250ram,ram,LongCh99,pass_defended,0,,,,,
player,201109250ram,ram,LongCh99,sacks,1.0,,,,,
player,201109250ram,ram,LongCh99,tackles_combined,1,,,,,
player,201109250ram,ram,LongCh99,tackles_solo,1,,,,,
player,201109250ram,ram,LongCh99,tackles_assists,0,,,,,
player,201109250ram,ram,LongCh99,tackles_loss,1,,,,,
player,201109250ram,ram,LongCh99,qb_hits,2,,,,,
player,201109250ram,ram,LongCh99,fumbles_rec,0,,,,,
player,201109250ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,LongCh99,fumbles_forced,0,,,,,
player,201109250ram,ram,FletBr99,def_int,0,,,,,
player,201109250ram,ram,FletBr99,def_int_yds,0,,,,,
player,201109250ram,ram,FletBr99,def_int_td,0,,,,,
player,201109250ram,ram,FletBr99,def_int_long,0,,,,,
player,201109250ram,ram,FletBr99,pass_defended,0,,,,,
player,201109250ram,ram,FletBr99,sacks,0.0,,,,,
player,201109250ram,ram,FletBr99,tackles_combined,6,,,,,
player,201109250ram,ram,FletBr99,tackles_solo,6,,,,,
player,201109250ram,ram,FletBr99,tackles_assists,0,,,,,
player,201109250ram,ram,FletBr99,tackles_loss,0,,,,,
player,201109250ram,ram,FletBr99,qb_hits,0,,,,,
player,201109250ram,ram,FletBr99,fumbles_rec,0,,,,,
player,201109250ram,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,FletBr99,fumbles_forced,0,,,,,
player,201109250ram,ram,KingJu99,def_int,0,,,,,
player,201109250ram,ram,KingJu99,def_int_yds,0,,,,,
player,201109250ram,ram,KingJu99,def_int_td,0,,,,,
player,201109250ram,ram,KingJu99,def_int_long,0,,,,,
player,201109250ram,ram,KingJu99,pass_defended,2,,,,,
player,201109250ram,ram,KingJu99,sacks,0.0,,,,,
player,201109250ram,ram,KingJu99,tackles_combined,6,,,,,
player,201109250ram,ram,KingJu99,tackles_solo,6,,,,,
player,201109250ram,ram,KingJu99,tackles_assists,0,,,,,
player,201109250ram,ram,KingJu99,tackles_loss,0,,,,,
player,201109250ram,ram,KingJu99,qb_hits,0,,,,,
player,201109250ram,ram,KingJu99,fumbles_rec,0,,,,,
player,201109250ram,ram,KingJu99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,KingJu99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,KingJu99,fumbles_forced,1,,,,,
player,201109250ram,ram,MikeQu20,def_int,0,,,,,
player,201109250ram,ram,MikeQu20,def_int_yds,0,,,,,
player,201109250ram,ram,MikeQu20,def_int_td,0,,,,,
player,201109250ram,ram,MikeQu20,def_int_long,0,,,,,
player,201109250ram,ram,MikeQu20,pass_defended,0,,,,,
player,201109250ram,ram,MikeQu20,sacks,0.0,,,,,
player,201109250ram,ram,MikeQu20,tackles_combined,6,,,,,
player,201109250ram,ram,MikeQu20,tackles_solo,6,,,,,
player,201109250ram,ram,MikeQu20,tackles_assists,0,,,,,
player,201109250ram,ram,MikeQu20,tackles_loss,0,,,,,
player,201109250ram,ram,MikeQu20,qb_hits,0,,,,,
player,201109250ram,ram,MikeQu20,fumbles_rec,1,,,,,
player,201109250ram,ram,MikeQu20,fumbles_rec_yds,14,,,,,
player,201109250ram,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201109250ram,ram,MikeQu20,fumbles_forced,0,,,,,
player,201109250ram,ram,PoppBr20,def_int,0,,,,,
player,201109250ram,ram,PoppBr20,def_int_yds,0,,,,,
player,201109250ram,ram,PoppBr20,def_int_td,0,,,,,
player,201109250ram,ram,PoppBr20,def_int_long,0,,,,,
player,201109250ram,ram,PoppBr20,pass_defended,1,,,,,
player,201109250ram,ram,PoppBr20,sacks,0.0,,,,,
player,201109250ram,ram,PoppBr20,tackles_combined,5,,,,,
player,201109250ram,ram,PoppBr20,tackles_solo,5,,,,,
player,201109250ram,ram,PoppBr20,tackles_assists,0,,,,,
player,201109250ram,ram,PoppBr20,tackles_loss,0,,,,,
player,201109250ram,ram,PoppBr20,qb_hits,0,,,,,
player,201109250ram,ram,PoppBr20,fumbles_rec,0,,,,,
player,201109250ram,ram,PoppBr20,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,PoppBr20,fumbles_rec_td,0,,,,,
player,201109250ram,ram,PoppBr20,fumbles_forced,0,,,,,
player,201109250ram,ram,LaurJa99,def_int,0,,,,,
player,201109250ram,ram,LaurJa99,def_int_yds,0,,,,,
player,201109250ram,ram,LaurJa99,def_int_td,0,,,,,
player,201109250ram,ram,LaurJa99,def_int_long,0,,,,,
player,201109250ram,ram,LaurJa99,pass_defended,0,,,,,
player,201109250ram,ram,LaurJa99,sacks,0.0,,,,,
player,201109250ram,ram,LaurJa99,tackles_combined,4,,,,,
player,201109250ram,ram,LaurJa99,tackles_solo,4,,,,,
player,201109250ram,ram,LaurJa99,tackles_assists,0,,,,,
player,201109250ram,ram,LaurJa99,tackles_loss,0,,,,,
player,201109250ram,ram,LaurJa99,qb_hits,1,,,,,
player,201109250ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201109250ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201109250ram,ram,LebeBe20,def_int,0,,,,,
player,201109250ram,ram,LebeBe20,def_int_yds,0,,,,,
player,201109250ram,ram,LebeBe20,def_int_td,0,,,,,
player,201109250ram,ram,LebeBe20,def_int_long,0,,,,,
player,201109250ram,ram,LebeBe20,pass_defended,0,,,,,
player,201109250ram,ram,LebeBe20,sacks,0.0,,,,,
player,201109250ram,ram,LebeBe20,tackles_combined,4,,,,,
player,201109250ram,ram,LebeBe20,tackles_solo,4,,,,,
player,201109250ram,ram,LebeBe20,tackles_assists,0,,,,,
player,201109250ram,ram,LebeBe20,tackles_loss,0,,,,,
player,201109250ram,ram,LebeBe20,qb_hits,0,,,,,
player,201109250ram,ram,LebeBe20,fumbles_rec,0,,,,,
player,201109250ram,ram,LebeBe20,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,LebeBe20,fumbles_rec_td,0,,,,,
player,201109250ram,ram,LebeBe20,fumbles_forced,0,,,,,
player,201109250ram,ram,StewDa00,def_int,0,,,,,
player,201109250ram,ram,StewDa00,def_int_yds,0,,,,,
player,201109250ram,ram,StewDa00,def_int_td,0,,,,,
player,201109250ram,ram,StewDa00,def_int_long,0,,,,,
player,201109250ram,ram,StewDa00,pass_defended,0,,,,,
player,201109250ram,ram,StewDa00,sacks,0.0,,,,,
player,201109250ram,ram,StewDa00,tackles_combined,4,,,,,
player,201109250ram,ram,StewDa00,tackles_solo,4,,,,,
player,201109250ram,ram,StewDa00,tackles_assists,0,,,,,
player,201109250ram,ram,StewDa00,tackles_loss,0,,,,,
player,201109250ram,ram,StewDa00,qb_hits,0,,,,,
player,201109250ram,ram,StewDa00,fumbles_rec,0,,,,,
player,201109250ram,ram,StewDa00,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,StewDa00,fumbles_rec_td,0,,,,,
player,201109250ram,ram,StewDa00,fumbles_forced,0,,,,,
player,201109250ram,ram,BannJu20,def_int,0,,,,,
player,201109250ram,ram,BannJu20,def_int_yds,0,,,,,
player,201109250ram,ram,BannJu20,def_int_td,0,,,,,
player,201109250ram,ram,BannJu20,def_int_long,0,,,,,
player,201109250ram,ram,BannJu20,pass_defended,1,,,,,
player,201109250ram,ram,BannJu20,sacks,0.0,,,,,
player,201109250ram,ram,BannJu20,tackles_combined,3,,,,,
player,201109250ram,ram,BannJu20,tackles_solo,3,,,,,
player,201109250ram,ram,BannJu20,tackles_assists,0,,,,,
player,201109250ram,ram,BannJu20,tackles_loss,2,,,,,
player,201109250ram,ram,BannJu20,qb_hits,1,,,,,
player,201109250ram,ram,BannJu20,fumbles_rec,0,,,,,
player,201109250ram,ram,BannJu20,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,BannJu20,fumbles_rec_td,0,,,,,
player,201109250ram,ram,BannJu20,fumbles_forced,0,,,,,
player,201109250ram,ram,DahlCr99,def_int,0,,,,,
player,201109250ram,ram,DahlCr99,def_int_yds,0,,,,,
player,201109250ram,ram,DahlCr99,def_int_td,0,,,,,
player,201109250ram,ram,DahlCr99,def_int_long,0,,,,,
player,201109250ram,ram,DahlCr99,pass_defended,0,,,,,
player,201109250ram,ram,DahlCr99,sacks,0.0,,,,,
player,201109250ram,ram,DahlCr99,tackles_combined,3,,,,,
player,201109250ram,ram,DahlCr99,tackles_solo,3,,,,,
player,201109250ram,ram,DahlCr99,tackles_assists,0,,,,,
player,201109250ram,ram,DahlCr99,tackles_loss,0,,,,,
player,201109250ram,ram,DahlCr99,qb_hits,0,,,,,
player,201109250ram,ram,DahlCr99,fumbles_rec,0,,,,,
player,201109250ram,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201109250ram,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201109250ram,ram,DahlCr99,fumbles_forced,0,,,,,
player,201109250ram,ram,SimsEu99,def_int,0,,,,,
player,201109250ram,ram,SimsEu99,def_int_yds,0,,,,,
player,201109250ram,ram,SimsEu99,def_int_td,0,,,,,
player,201109250ram,ram,SimsEu99,def_int_long,0,,,,,
player,201109250ram,ram,SimsEu99,pass_defended,0,,,,,
player,201109250ram,ram,SimsEu99,sacks,0.0,,,,,
player,201109250ram,ram,SimsEu99,tackles_combined,3,,,,,
player,201109250ram,ram,SimsEu99,tackles_solo,3,,,,,
player,201109250ram,ram,SimsEu99,tackles_assists,0,,,,,
player,201109250ram,ram,SimsEu99,tackles_loss,0,,,,,
