game,2011,12,20111124,201111240det,gnb,"Green Bay Packers",27,det,"Detroit Lions",15
team,201111240det,gnb,First Downs,18,,,,,,
team,201111240det,det,First Downs,23,,,,,,
team,201111240det,gnb,Rush-Yds-TDs,18-53-1,,,,,,
team,201111240det,det,Rush-Yds-TDs,21-136-1,,,,,,
team,201111240det,gnb,Cmp-Att-Yd-TD-INT,22-33-307-2-0,,,,,,
team,201111240det,det,Cmp-Att-Yd-TD-INT,32-45-276-1-3,,,,,,
team,201111240det,gnb,Sacked-Yards,2-11,,,,,,
team,201111240det,det,Sacked-Yards,1-3,,,,,,
team,201111240det,gnb,Net Pass Yards,296,,,,,,
team,201111240det,det,Net Pass Yards,273,,,,,,
team,201111240det,gnb,Total Yards,349,,,,,,
team,201111240det,det,Total Yards,409,,,,,,
team,201111240det,gnb,Fumbles-Lost,1-0,,,,,,
team,201111240det,det,Fumbles-Lost,1-0,,,,,,
team,201111240det,gnb,Turnovers,0,,,,,,
team,201111240det,det,Turnovers,3,,,,,,
team,201111240det,gnb,Penalties-Yards,7-54,,,,,,
team,201111240det,det,Penalties-Yards,11-82,,,,,,
team,201111240det,gnb,Third Down Conv.,2-10,,,,,,
team,201111240det,det,Third Down Conv.,5-10,,,,,,
team,201111240det,gnb,Fourth Down Conv.,0-0,,,,,,
team,201111240det,det,Fourth Down Conv.,0-0,,,,,,
team,201111240det,gnb,Time of Possession,29:12,,,,,,
team,201111240det,det,Time of Possession,30:48,,,,,,
player,201111240det,gnb,RodgAa00,pass_cmp,22,,,,,
player,201111240det,gnb,RodgAa00,pass_att,33,,,,,
player,201111240det,gnb,RodgAa00,pass_yds,307,,,,,
player,201111240det,gnb,RodgAa00,pass_td,2,,,,,
player,201111240det,gnb,RodgAa00,pass_int,0,,,,,
player,201111240det,gnb,RodgAa00,pass_sacked,2,,,,,
player,201111240det,gnb,RodgAa00,pass_sacked_yds,11,,,,,
player,201111240det,gnb,RodgAa00,pass_long,65,,,,,
player,201111240det,gnb,RodgAa00,pass_rating,116.6,,,,,
player,201111240det,gnb,RodgAa00,rush_att,1,,,,,
player,201111240det,gnb,RodgAa00,rush_yds,-1,,,,,
player,201111240det,gnb,RodgAa00,rush_td,0,,,,,
player,201111240det,gnb,RodgAa00,rush_long,-1,,,,,
player,201111240det,gnb,RodgAa00,targets,0,,,,,
player,201111240det,gnb,RodgAa00,rec,0,,,,,
player,201111240det,gnb,RodgAa00,rec_yds,0,,,,,
player,201111240det,gnb,RodgAa00,rec_td,0,,,,,
player,201111240det,gnb,RodgAa00,rec_long,0,,,,,
player,201111240det,gnb,RodgAa00,fumbles,1,,,,,
player,201111240det,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201111240det,gnb,GranRy00,pass_cmp,0,,,,,
player,201111240det,gnb,GranRy00,pass_att,0,,,,,
player,201111240det,gnb,GranRy00,pass_yds,0,,,,,
player,201111240det,gnb,GranRy00,pass_td,0,,,,,
player,201111240det,gnb,GranRy00,pass_int,0,,,,,
player,201111240det,gnb,GranRy00,pass_sacked,0,,,,,
player,201111240det,gnb,GranRy00,pass_sacked_yds,0,,,,,
player,201111240det,gnb,GranRy00,pass_long,0,,,,,
player,201111240det,gnb,GranRy00,pass_rating,,,,,,
player,201111240det,gnb,GranRy00,rush_att,6,,,,,
player,201111240det,gnb,GranRy00,rush_yds,20,,,,,
player,201111240det,gnb,GranRy00,rush_td,0,,,,,
player,201111240det,gnb,GranRy00,rush_long,6,,,,,
player,201111240det,gnb,GranRy00,targets,3,,,,,
player,201111240det,gnb,GranRy00,rec,3,,,,,
player,201111240det,gnb,GranRy00,rec_yds,20,,,,,
player,201111240det,gnb,GranRy00,rec_td,0,,,,,
player,201111240det,gnb,GranRy00,rec_long,11,,,,,
player,201111240det,gnb,GranRy00,fumbles,0,,,,,
player,201111240det,gnb,GranRy00,fumbles_lost,,,,,,
player,201111240det,gnb,StarJa00,pass_cmp,0,,,,,
player,201111240det,gnb,StarJa00,pass_att,0,,,,,
player,201111240det,gnb,StarJa00,pass_yds,0,,,,,
player,201111240det,gnb,StarJa00,pass_td,0,,,,,
player,201111240det,gnb,StarJa00,pass_int,0,,,,,
player,201111240det,gnb,StarJa00,pass_sacked,0,,,,,
player,201111240det,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201111240det,gnb,StarJa00,pass_long,0,,,,,
player,201111240det,gnb,StarJa00,pass_rating,,,,,,
player,201111240det,gnb,StarJa00,rush_att,4,,,,,
player,201111240det,gnb,StarJa00,rush_yds,19,,,,,
player,201111240det,gnb,StarJa00,rush_td,0,,,,,
player,201111240det,gnb,StarJa00,rush_long,12,,,,,
player,201111240det,gnb,StarJa00,targets,1,,,,,
player,201111240det,gnb,StarJa00,rec,0,,,,,
player,201111240det,gnb,StarJa00,rec_yds,0,,,,,
player,201111240det,gnb,StarJa00,rec_td,0,,,,,
player,201111240det,gnb,StarJa00,rec_long,0,,,,,
player,201111240det,gnb,StarJa00,fumbles,0,,,,,
player,201111240det,gnb,StarJa00,fumbles_lost,,,,,,
player,201111240det,gnb,SainBr00,pass_cmp,0,,,,,
player,201111240det,gnb,SainBr00,pass_att,0,,,,,
player,201111240det,gnb,SainBr00,pass_yds,0,,,,,
player,201111240det,gnb,SainBr00,pass_td,0,,,,,
player,201111240det,gnb,SainBr00,pass_int,0,,,,,
player,201111240det,gnb,SainBr00,pass_sacked,0,,,,,
player,201111240det,gnb,SainBr00,pass_sacked_yds,0,,,,,
player,201111240det,gnb,SainBr00,pass_long,0,,,,,
player,201111240det,gnb,SainBr00,pass_rating,,,,,,
player,201111240det,gnb,SainBr00,rush_att,2,,,,,
