game,2011,4,20111002,201110020sdg,mia,"Miami Dolphins",16,sdg,"San Diego Chargers",26
player,201110020sdg,mia,MoorMa01,fumbles_lost,,,,,,
player,201110020sdg,mia,HennCh01,pass_cmp,3,,,,,
player,201110020sdg,mia,HennCh01,pass_att,4,,,,,
player,201110020sdg,mia,HennCh01,pass_yds,27,,,,,
player,201110020sdg,mia,HennCh01,pass_td,0,,,,,
player,201110020sdg,mia,HennCh01,pass_int,1,,,,,
player,201110020sdg,mia,HennCh01,pass_sacked,0,,,,,
player,201110020sdg,mia,HennCh01,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,HennCh01,pass_long,18,,,,,
player,201110020sdg,mia,HennCh01,pass_rating,53.1,,,,,
player,201110020sdg,mia,HennCh01,rush_att,1,,,,,
player,201110020sdg,mia,HennCh01,rush_yds,1,,,,,
player,201110020sdg,mia,HennCh01,rush_td,0,,,,,
player,201110020sdg,mia,HennCh01,rush_long,1,,,,,
player,201110020sdg,mia,HennCh01,targets,0,,,,,
player,201110020sdg,mia,HennCh01,rec,0,,,,,
player,201110020sdg,mia,HennCh01,rec_yds,0,,,,,
player,201110020sdg,mia,HennCh01,rec_td,0,,,,,
player,201110020sdg,mia,HennCh01,rec_long,0,,,,,
player,201110020sdg,mia,HennCh01,fumbles,0,,,,,
player,201110020sdg,mia,HennCh01,fumbles_lost,,,,,,
player,201110020sdg,mia,BushRe00,pass_cmp,0,,,,,
player,201110020sdg,mia,BushRe00,pass_att,0,,,,,
player,201110020sdg,mia,BushRe00,pass_yds,0,,,,,
player,201110020sdg,mia,BushRe00,pass_td,0,,,,,
player,201110020sdg,mia,BushRe00,pass_int,0,,,,,
player,201110020sdg,mia,BushRe00,pass_sacked,0,,,,,
player,201110020sdg,mia,BushRe00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,BushRe00,pass_long,0,,,,,
player,201110020sdg,mia,BushRe00,pass_rating,,,,,,
player,201110020sdg,mia,BushRe00,rush_att,13,,,,,
player,201110020sdg,mia,BushRe00,rush_yds,50,,,,,
player,201110020sdg,mia,BushRe00,rush_td,0,,,,,
player,201110020sdg,mia,BushRe00,rush_long,16,,,,,
player,201110020sdg,mia,BushRe00,targets,2,,,,,
player,201110020sdg,mia,BushRe00,rec,2,,,,,
player,201110020sdg,mia,BushRe00,rec_yds,15,,,,,
player,201110020sdg,mia,BushRe00,rec_td,0,,,,,
player,201110020sdg,mia,BushRe00,rec_long,9,,,,,
player,201110020sdg,mia,BushRe00,fumbles,0,,,,,
player,201110020sdg,mia,BushRe00,fumbles_lost,,,,,,
player,201110020sdg,mia,HillLe00,pass_cmp,0,,,,,
player,201110020sdg,mia,HillLe00,pass_att,0,,,,,
player,201110020sdg,mia,HillLe00,pass_yds,0,,,,,
player,201110020sdg,mia,HillLe00,pass_td,0,,,,,
player,201110020sdg,mia,HillLe00,pass_int,0,,,,,
player,201110020sdg,mia,HillLe00,pass_sacked,0,,,,,
player,201110020sdg,mia,HillLe00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,HillLe00,pass_long,0,,,,,
player,201110020sdg,mia,HillLe00,pass_rating,,,,,,
player,201110020sdg,mia,HillLe00,rush_att,6,,,,,
player,201110020sdg,mia,HillLe00,rush_yds,20,,,,,
player,201110020sdg,mia,HillLe00,rush_td,1,,,,,
player,201110020sdg,mia,HillLe00,rush_long,4,,,,,
player,201110020sdg,mia,HillLe00,targets,1,,,,,
player,201110020sdg,mia,HillLe00,rec,1,,,,,
player,201110020sdg,mia,HillLe00,rec_yds,18,,,,,
player,201110020sdg,mia,HillLe00,rec_td,0,,,,,
player,201110020sdg,mia,HillLe00,rec_long,18,,,,,
player,201110020sdg,mia,HillLe00,fumbles,0,,,,,
player,201110020sdg,mia,HillLe00,fumbles_lost,,,,,,
player,201110020sdg,mia,SlatSt00,pass_cmp,0,,,,,
player,201110020sdg,mia,SlatSt00,pass_att,0,,,,,
player,201110020sdg,mia,SlatSt00,pass_yds,0,,,,,
player,201110020sdg,mia,SlatSt00,pass_td,0,,,,,
player,201110020sdg,mia,SlatSt00,pass_int,0,,,,,
player,201110020sdg,mia,SlatSt00,pass_sacked,0,,,,,
player,201110020sdg,mia,SlatSt00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,SlatSt00,pass_long,0,,,,,
player,201110020sdg,mia,SlatSt00,pass_rating,,,,,,
player,201110020sdg,mia,SlatSt00,rush_att,1,,,,,
player,201110020sdg,mia,SlatSt00,rush_yds,2,,,,,
player,201110020sdg,mia,SlatSt00,rush_td,0,,,,,
player,201110020sdg,mia,SlatSt00,rush_long,2,,,,,
player,201110020sdg,mia,SlatSt00,targets,1,,,,,
player,201110020sdg,mia,SlatSt00,rec,1,,,,,
player,201110020sdg,mia,SlatSt00,rec_yds,-2,,,,,
player,201110020sdg,mia,SlatSt00,rec_td,0,,,,,
player,201110020sdg,mia,SlatSt00,rec_long,-2,,,,,
player,201110020sdg,mia,SlatSt00,fumbles,0,,,,,
player,201110020sdg,mia,SlatSt00,fumbles_lost,,,,,,
player,201110020sdg,mia,MarsBr00,pass_cmp,0,,,,,
player,201110020sdg,mia,MarsBr00,pass_att,0,,,,,
player,201110020sdg,mia,MarsBr00,pass_yds,0,,,,,
player,201110020sdg,mia,MarsBr00,pass_td,0,,,,,
player,201110020sdg,mia,MarsBr00,pass_int,0,,,,,
player,201110020sdg,mia,MarsBr00,pass_sacked,0,,,,,
player,201110020sdg,mia,MarsBr00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,MarsBr00,pass_long,0,,,,,
player,201110020sdg,mia,MarsBr00,pass_rating,,,,,,
player,201110020sdg,mia,MarsBr00,rush_att,0,,,,,
player,201110020sdg,mia,MarsBr00,rush_yds,0,,,,,
player,201110020sdg,mia,MarsBr00,rush_td,0,,,,,
player,201110020sdg,mia,MarsBr00,rush_long,0,,,,,
player,201110020sdg,mia,MarsBr00,targets,8,,,,,
player,201110020sdg,mia,MarsBr00,rec,5,,,,,
player,201110020sdg,mia,MarsBr00,rec_yds,52,,,,,
player,201110020sdg,mia,MarsBr00,rec_td,0,,,,,
player,201110020sdg,mia,MarsBr00,rec_long,14,,,,,
player,201110020sdg,mia,MarsBr00,fumbles,0,,,,,
player,201110020sdg,mia,MarsBr00,fumbles_lost,,,,,,
player,201110020sdg,mia,ClayCh00,pass_cmp,0,,,,,
player,201110020sdg,mia,ClayCh00,pass_att,0,,,,,
player,201110020sdg,mia,ClayCh00,pass_yds,0,,,,,
player,201110020sdg,mia,ClayCh00,pass_td,0,,,,,
player,201110020sdg,mia,ClayCh00,pass_int,0,,,,,
player,201110020sdg,mia,ClayCh00,pass_sacked,0,,,,,
player,201110020sdg,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,ClayCh00,pass_long,0,,,,,
player,201110020sdg,mia,ClayCh00,pass_rating,,,,,,
player,201110020sdg,mia,ClayCh00,rush_att,0,,,,,
player,201110020sdg,mia,ClayCh00,rush_yds,0,,,,,
player,201110020sdg,mia,ClayCh00,rush_td,0,,,,,
player,201110020sdg,mia,ClayCh00,rush_long,0,,,,,
player,201110020sdg,mia,ClayCh00,targets,2,,,,,
player,201110020sdg,mia,ClayCh00,rec,2,,,,,
player,201110020sdg,mia,ClayCh00,rec_yds,34,,,,,
player,201110020sdg,mia,ClayCh00,rec_td,0,,,,,
player,201110020sdg,mia,ClayCh00,rec_long,31,,,,,
player,201110020sdg,mia,ClayCh00,fumbles,0,,,,,
player,201110020sdg,mia,ClayCh00,fumbles_lost,,,,,,
player,201110020sdg,mia,HartBr00,pass_cmp,0,,,,,
player,201110020sdg,mia,HartBr00,pass_att,0,,,,,
player,201110020sdg,mia,HartBr00,pass_yds,0,,,,,
player,201110020sdg,mia,HartBr00,pass_td,0,,,,,
player,201110020sdg,mia,HartBr00,pass_int,0,,,,,
player,201110020sdg,mia,HartBr00,pass_sacked,0,,,,,
player,201110020sdg,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,HartBr00,pass_long,0,,,,,
player,201110020sdg,mia,HartBr00,pass_rating,,,,,,
player,201110020sdg,mia,HartBr00,rush_att,0,,,,,
player,201110020sdg,mia,HartBr00,rush_yds,0,,,,,
player,201110020sdg,mia,HartBr00,rush_td,0,,,,,
player,201110020sdg,mia,HartBr00,rush_long,0,,,,,
player,201110020sdg,mia,HartBr00,targets,5,,,,,
player,201110020sdg,mia,HartBr00,rec,3,,,,,
player,201110020sdg,mia,HartBr00,rec_yds,31,,,,,
player,201110020sdg,mia,HartBr00,rec_td,0,,,,,
player,201110020sdg,mia,HartBr00,rec_long,18,,,,,
player,201110020sdg,mia,HartBr00,fumbles,0,,,,,
player,201110020sdg,mia,HartBr00,fumbles_lost,,,,,,
player,201110020sdg,mia,BessDa00,pass_cmp,0,,,,,
player,201110020sdg,mia,BessDa00,pass_att,0,,,,,
player,201110020sdg,mia,BessDa00,pass_yds,0,,,,,
player,201110020sdg,mia,BessDa00,pass_td,0,,,,,
player,201110020sdg,mia,BessDa00,pass_int,0,,,,,
player,201110020sdg,mia,BessDa00,pass_sacked,0,,,,,
player,201110020sdg,mia,BessDa00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,BessDa00,pass_long,0,,,,,
player,201110020sdg,mia,BessDa00,pass_rating,,,,,,
player,201110020sdg,mia,BessDa00,rush_att,0,,,,,
player,201110020sdg,mia,BessDa00,rush_yds,0,,,,,
player,201110020sdg,mia,BessDa00,rush_td,0,,,,,
player,201110020sdg,mia,BessDa00,rush_long,0,,,,,
player,201110020sdg,mia,BessDa00,targets,5,,,,,
player,201110020sdg,mia,BessDa00,rec,3,,,,,
player,201110020sdg,mia,BessDa00,rec_yds,21,,,,,
player,201110020sdg,mia,BessDa00,rec_td,0,,,,,
player,201110020sdg,mia,BessDa00,rec_long,12,,,,,
player,201110020sdg,mia,BessDa00,fumbles,0,,,,,
player,201110020sdg,mia,BessDa00,fumbles_lost,,,,,,
player,201110020sdg,mia,FasaAn00,pass_cmp,0,,,,,
player,201110020sdg,mia,FasaAn00,pass_att,0,,,,,
player,201110020sdg,mia,FasaAn00,pass_yds,0,,,,,
player,201110020sdg,mia,FasaAn00,pass_td,0,,,,,
player,201110020sdg,mia,FasaAn00,pass_int,0,,,,,
player,201110020sdg,mia,FasaAn00,pass_sacked,0,,,,,
player,201110020sdg,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,FasaAn00,pass_long,0,,,,,
player,201110020sdg,mia,FasaAn00,pass_rating,,,,,,
player,201110020sdg,mia,FasaAn00,rush_att,0,,,,,
player,201110020sdg,mia,FasaAn00,rush_yds,0,,,,,
player,201110020sdg,mia,FasaAn00,rush_td,0,,,,,
player,201110020sdg,mia,FasaAn00,rush_long,0,,,,,
player,201110020sdg,mia,FasaAn00,targets,4,,,,,
player,201110020sdg,mia,FasaAn00,rec,1,,,,,
player,201110020sdg,mia,FasaAn00,rec_yds,9,,,,,
player,201110020sdg,mia,FasaAn00,rec_td,0,,,,,
player,201110020sdg,mia,FasaAn00,rec_long,9,,,,,
player,201110020sdg,mia,FasaAn00,fumbles,0,,,,,
player,201110020sdg,mia,FasaAn00,fumbles_lost,,,,,,
player,201110020sdg,mia,GateCl00,pass_cmp,0,,,,,
player,201110020sdg,mia,GateCl00,pass_att,0,,,,,
player,201110020sdg,mia,GateCl00,pass_yds,0,,,,,
player,201110020sdg,mia,GateCl00,pass_td,0,,,,,
player,201110020sdg,mia,GateCl00,pass_int,0,,,,,
player,201110020sdg,mia,GateCl00,pass_sacked,0,,,,,
player,201110020sdg,mia,GateCl00,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,GateCl00,pass_long,0,,,,,
player,201110020sdg,mia,GateCl00,pass_rating,,,,,,
player,201110020sdg,mia,GateCl00,rush_att,0,,,,,
player,201110020sdg,mia,GateCl00,rush_yds,0,,,,,
player,201110020sdg,mia,GateCl00,rush_td,0,,,,,
player,201110020sdg,mia,GateCl00,rush_long,0,,,,,
player,201110020sdg,mia,GateCl00,targets,,,,,,
player,201110020sdg,mia,GateCl00,rec,1,,,,,
player,201110020sdg,mia,GateCl00,rec_yds,8,,,,,
player,201110020sdg,mia,GateCl00,rec_td,0,,,,,
player,201110020sdg,mia,GateCl00,rec_long,8,,,,,
player,201110020sdg,mia,GateCl00,fumbles,0,,,,,
player,201110020sdg,mia,GateCl00,fumbles_lost,,,,,,
player,201110020sdg,mia,MastJe20,pass_cmp,0,,,,,
player,201110020sdg,mia,MastJe20,pass_att,0,,,,,
player,201110020sdg,mia,MastJe20,pass_yds,0,,,,,
player,201110020sdg,mia,MastJe20,pass_td,0,,,,,
player,201110020sdg,mia,MastJe20,pass_int,0,,,,,
player,201110020sdg,mia,MastJe20,pass_sacked,0,,,,,
player,201110020sdg,mia,MastJe20,pass_sacked_yds,0,,,,,
player,201110020sdg,mia,MastJe20,pass_long,0,,,,,
player,201110020sdg,mia,MastJe20,pass_rating,,,,,,
player,201110020sdg,mia,MastJe20,rush_att,0,,,,,
player,201110020sdg,mia,MastJe20,rush_yds,0,,,,,
player,201110020sdg,mia,MastJe20,rush_td,0,,,,,
player,201110020sdg,mia,MastJe20,rush_long,0,,,,,
player,201110020sdg,mia,MastJe20,targets,1,,,,,
player,201110020sdg,mia,MastJe20,rec,1,,,,,
player,201110020sdg,mia,MastJe20,rec_yds,8,,,,,
player,201110020sdg,mia,MastJe20,rec_td,0,,,,,
player,201110020sdg,mia,MastJe20,rec_long,8,,,,,
player,201110020sdg,mia,MastJe20,fumbles,0,,,,,
player,201110020sdg,mia,MastJe20,fumbles_lost,,,,,,
player,201110020sdg,sdg,RivePh00,pass_cmp,21,,,,,
player,201110020sdg,sdg,RivePh00,pass_att,31,,,,,
player,201110020sdg,sdg,RivePh00,pass_yds,307,,,,,
player,201110020sdg,sdg,RivePh00,pass_td,1,,,,,
player,201110020sdg,sdg,RivePh00,pass_int,0,,,,,
player,201110020sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201110020sdg,sdg,RivePh00,pass_sacked_yds,12,,,,,
player,201110020sdg,sdg,RivePh00,pass_long,55,,,,,
player,201110020sdg,sdg,RivePh00,pass_rating,110.6,,,,,
player,201110020sdg,sdg,RivePh00,rush_att,5,,,,,
player,201110020sdg,sdg,RivePh00,rush_yds,18,,,,,
player,201110020sdg,sdg,RivePh00,rush_td,0,,,,,
player,201110020sdg,sdg,RivePh00,rush_long,15,,,,,
player,201110020sdg,sdg,RivePh00,targets,0,,,,,
player,201110020sdg,sdg,RivePh00,rec,0,,,,,
player,201110020sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201110020sdg,sdg,RivePh00,rec_td,0,,,,,
player,201110020sdg,sdg,RivePh00,rec_long,0,,,,,
player,201110020sdg,sdg,RivePh00,fumbles,0,,,,,
player,201110020sdg,sdg,RivePh00,fumbles_lost,,,,,,
player,201110020sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201110020sdg,sdg,MathRy00,pass_att,0,,,,,
player,201110020sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201110020sdg,sdg,MathRy00,pass_td,0,,,,,
player,201110020sdg,sdg,MathRy00,pass_int,0,,,,,
player,201110020sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201110020sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201110020sdg,sdg,MathRy00,pass_long,0,,,,,
player,201110020sdg,sdg,MathRy00,pass_rating,,,,,,
player,201110020sdg,sdg,MathRy00,rush_att,16,,,,,
player,201110020sdg,sdg,MathRy00,rush_yds,81,,,,,
player,201110020sdg,sdg,MathRy00,rush_td,0,,,,,
player,201110020sdg,sdg,MathRy00,rush_long,20,,,,,
player,201110020sdg,sdg,MathRy00,targets,5,,,,,
player,201110020sdg,sdg,MathRy00,rec,5,,,,,
player,201110020sdg,sdg,MathRy00,rec_yds,68,,,,,
player,201110020sdg,sdg,MathRy00,rec_td,0,,,,,
player,201110020sdg,sdg,MathRy00,rec_long,42,,,,,
player,201110020sdg,sdg,MathRy00,fumbles,1,,,,,
player,201110020sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_cmp,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_att,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_yds,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_td,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_int,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_sacked,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_sacked_yds,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_long,0,,,,,
player,201110020sdg,sdg,TolbMi00,pass_rating,,,,,,
player,201110020sdg,sdg,TolbMi00,rush_att,6,,,,,
player,201110020sdg,sdg,TolbMi00,rush_yds,17,,,,,
player,201110020sdg,sdg,TolbMi00,rush_td,1,,,,,
player,201110020sdg,sdg,TolbMi00,rush_long,11,,,,,
player,201110020sdg,sdg,TolbMi00,targets,8,,,,,
player,201110020sdg,sdg,TolbMi00,rec,5,,,,,
player,201110020sdg,sdg,TolbMi00,rec_yds,51,,,,,
player,201110020sdg,sdg,TolbMi00,rec_td,0,,,,,
player,201110020sdg,sdg,TolbMi00,rec_long,19,,,,,
player,201110020sdg,sdg,TolbMi00,fumbles,1,,,,,
player,201110020sdg,sdg,TolbMi00,fumbles_lost,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_cmp,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_att,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_yds,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_td,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_int,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_sacked,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_sacked_yds,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_long,0,,,,,
player,201110020sdg,sdg,JackVi00,pass_rating,,,,,,
player,201110020sdg,sdg,JackVi00,rush_att,0,,,,,
player,201110020sdg,sdg,JackVi00,rush_yds,0,,,,,
player,201110020sdg,sdg,JackVi00,rush_td,0,,,,,
player,201110020sdg,sdg,JackVi00,rush_long,0,,,,,
player,201110020sdg,sdg,JackVi00,targets,4,,,,,
player,201110020sdg,sdg,JackVi00,rec,3,,,,,
player,201110020sdg,sdg,JackVi00,rec_yds,108,,,,,
player,201110020sdg,sdg,JackVi00,rec_td,1,,,,,
player,201110020sdg,sdg,JackVi00,rec_long,55,,,,,
player,201110020sdg,sdg,JackVi00,fumbles,0,,,,,
player,201110020sdg,sdg,JackVi00,fumbles_lost,,,,,,
player,201110020sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201110020sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201110020sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201110020sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201110020sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201110020sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201110020sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201110020sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201110020sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201110020sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201110020sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201110020sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201110020sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201110020sdg,sdg,FloyMa00,targets,3,,,,,
player,201110020sdg,sdg,FloyMa00,rec,2,,,,,
player,201110020sdg,sdg,FloyMa00,rec_yds,26,,,,,
player,201110020sdg,sdg,FloyMa00,rec_td,0,,,,,
player,201110020sdg,sdg,FloyMa00,rec_long,15,,,,,
player,201110020sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201110020sdg,sdg,FloyMa00,fumbles_lost,,,,,,
player,201110020sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201110020sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201110020sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201110020sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201110020sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201110020sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201110020sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201110020sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201110020sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201110020sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201110020sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201110020sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201110020sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201110020sdg,sdg,BrowVi00,targets,2,,,,,
player,201110020sdg,sdg,BrowVi00,rec,2,,,,,
player,201110020sdg,sdg,BrowVi00,rec_yds,26,,,,,
player,201110020sdg,sdg,BrowVi00,rec_td,0,,,,,
player,201110020sdg,sdg,BrowVi00,rec_long,20,,,,,
player,201110020sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201110020sdg,sdg,BrowVi00,fumbles_lost,,,,,,
player,201110020sdg,sdg,McMiRa01,pass_cmp,0,,,,,
player,201110020sdg,sdg,McMiRa01,pass_att,0,,,,,
player,201110020sdg,sdg,McMiRa01,pass_yds,0,,,,,
player,201110020sdg,sdg,McMiRa01,pass_td,0,,,,,
player,201110020sdg,sdg,McMiRa01,pass_int,0,,,,,
player,201110020sdg,sdg,McMiRa01,pass_sacked,0,,,,,
player,201110020sdg,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201110020sdg,sdg,McMiRa01,pass_long,0,,,,,
player,201110020sdg,sdg,McMiRa01,pass_rating,,,,,,
player,201110020sdg,sdg,McMiRa01,rush_att,0,,,,,
player,201110020sdg,sdg,McMiRa01,rush_yds,0,,,,,
player,201110020sdg,sdg,McMiRa01,rush_td,0,,,,,
player,201110020sdg,sdg,McMiRa01,rush_long,0,,,,,
player,201110020sdg,sdg,McMiRa01,targets,6,,,,,
player,201110020sdg,sdg,McMiRa01,rec,3,,,,,
player,201110020sdg,sdg,McMiRa01,rec_yds,25,,,,,
player,201110020sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201110020sdg,sdg,McMiRa01,rec_long,17,,,,,
player,201110020sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201110020sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201110020sdg,sdg,CrayPa00,pass_cmp,0,,,,,
player,201110020sdg,sdg,CrayPa00,pass_att,0,,,,,
player,201110020sdg,sdg,CrayPa00,pass_yds,0,,,,,
player,201110020sdg,sdg,CrayPa00,pass_td,0,,,,,
player,201110020sdg,sdg,CrayPa00,pass_int,0,,,,,
player,201110020sdg,sdg,CrayPa00,pass_sacked,0,,,,,
player,201110020sdg,sdg,CrayPa00,pass_sacked_yds,0,,,,,
player,201110020sdg,sdg,CrayPa00,pass_long,0,,,,,
player,201110020sdg,sdg,CrayPa00,pass_rating,,,,,,
player,201110020sdg,sdg,CrayPa00,rush_att,0,,,,,
player,201110020sdg,sdg,CrayPa00,rush_yds,0,,,,,
player,201110020sdg,sdg,CrayPa00,rush_td,0,,,,,
player,201110020sdg,sdg,CrayPa00,rush_long,0,,,,,
player,201110020sdg,sdg,CrayPa00,targets,1,,,,,
player,201110020sdg,sdg,CrayPa00,rec,1,,,,,
player,201110020sdg,sdg,CrayPa00,rec_yds,3,,,,,
player,201110020sdg,sdg,CrayPa00,rec_td,0,,,,,
player,201110020sdg,sdg,CrayPa00,rec_long,3,,,,,
player,201110020sdg,sdg,CrayPa00,fumbles,0,,,,,
player,201110020sdg,sdg,CrayPa00,fumbles_lost,,,,,,
player,201110020sdg,sdg,HestJa00,pass_cmp,0,,,,,
player,201110020sdg,sdg,HestJa00,pass_att,0,,,,,
player,201110020sdg,sdg,HestJa00,pass_yds,0,,,,,
player,201110020sdg,sdg,HestJa00,pass_td,0,,,,,
player,201110020sdg,sdg,HestJa00,pass_int,0,,,,,
player,201110020sdg,sdg,HestJa00,pass_sacked,0,,,,,
player,201110020sdg,sdg,HestJa00,pass_sacked_yds,0,,,,,
player,201110020sdg,sdg,HestJa00,pass_long,0,,,,,
player,201110020sdg,sdg,HestJa00,pass_rating,,,,,,
player,201110020sdg,sdg,HestJa00,rush_att,1,,,,,
player,201110020sdg,sdg,HestJa00,rush_yds,0,,,,,
player,201110020sdg,sdg,HestJa00,rush_td,0,,,,,
player,201110020sdg,sdg,HestJa00,rush_long,0,,,,,
player,201110020sdg,sdg,HestJa00,targets,0,,,,,
player,201110020sdg,sdg,HestJa00,rec,0,,,,,
player,201110020sdg,sdg,HestJa00,rec_yds,0,,,,,
player,201110020sdg,sdg,HestJa00,rec_td,0,,,,,
player,201110020sdg,sdg,HestJa00,rec_long,0,,,,,
