game,2011,17,20120101,201201010gnb,det,"Detroit Lions",41,gnb,"Green Bay Packers",45
team,201201010gnb,det,First Downs,32,,,,,,
team,201201010gnb,gnb,First Downs,27,,,,,,
team,201201010gnb,det,Rush-Yds-TDs,15-73-0,,,,,,
team,201201010gnb,gnb,Rush-Yds-TDs,24-81-0,,,,,,
team,201201010gnb,det,Cmp-Att-Yd-TD-INT,36-59-520-5-2,,,,,,
team,201201010gnb,gnb,Cmp-Att-Yd-TD-INT,31-44-480-6-1,,,,,,
team,201201010gnb,det,Sacked-Yards,2-18,,,,,,
team,201201010gnb,gnb,Sacked-Yards,3-11,,,,,,
team,201201010gnb,det,Net Pass Yards,502,,,,,,
team,201201010gnb,gnb,Net Pass Yards,469,,,,,,
team,201201010gnb,det,Total Yards,575,,,,,,
team,201201010gnb,gnb,Total Yards,550,,,,,,
team,201201010gnb,det,Fumbles-Lost,2-2,,,,,,
team,201201010gnb,gnb,Fumbles-Lost,1-1,,,,,,
team,201201010gnb,det,Turnovers,4,,,,,,
team,201201010gnb,gnb,Turnovers,2,,,,,,
team,201201010gnb,det,Penalties-Yards,11-101,,,,,,
team,201201010gnb,gnb,Penalties-Yards,6-78,,,,,,
team,201201010gnb,det,Third Down Conv.,4-11,,,,,,
team,201201010gnb,gnb,Third Down Conv.,6-12,,,,,,
team,201201010gnb,det,Fourth Down Conv.,1-2,,,,,,
team,201201010gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201201010gnb,det,Time of Possession,28:20,,,,,,
team,201201010gnb,gnb,Time of Possession,31:40,,,,,,
player,201201010gnb,det,StafMa00,pass_cmp,36,,,,,
player,201201010gnb,det,StafMa00,pass_att,59,,,,,
player,201201010gnb,det,StafMa00,pass_yds,520,,,,,
player,201201010gnb,det,StafMa00,pass_td,5,,,,,
player,201201010gnb,det,StafMa00,pass_int,2,,,,,
player,201201010gnb,det,StafMa00,pass_sacked,2,,,,,
player,201201010gnb,det,StafMa00,pass_sacked_yds,18,,,,,
