game,2011,17,20120101,201201010cin,rav,"Baltimore Ravens",24,cin,"Cincinnati Bengals",16
player,201201010cin,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,PollBe20,fumbles_rec_td,0,,,,,
player,201201010cin,rav,PollBe20,fumbles_forced,0,,,,,
player,201201010cin,rav,NgatHa20,def_int,0,,,,,
player,201201010cin,rav,NgatHa20,def_int_yds,0,,,,,
player,201201010cin,rav,NgatHa20,def_int_td,0,,,,,
player,201201010cin,rav,NgatHa20,def_int_long,0,,,,,
player,201201010cin,rav,NgatHa20,pass_defended,1,,,,,
player,201201010cin,rav,NgatHa20,sacks,0.0,,,,,
player,201201010cin,rav,NgatHa20,tackles_combined,4,,,,,
player,201201010cin,rav,NgatHa20,tackles_solo,0,,,,,
player,201201010cin,rav,NgatHa20,tackles_assists,4,,,,,
player,201201010cin,rav,NgatHa20,tackles_loss,0,,,,,
player,201201010cin,rav,NgatHa20,qb_hits,0,,,,,
player,201201010cin,rav,NgatHa20,fumbles_rec,0,,,,,
player,201201010cin,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201201010cin,rav,NgatHa20,fumbles_forced,0,,,,,
player,201201010cin,rav,ReddCo20,def_int,0,,,,,
player,201201010cin,rav,ReddCo20,def_int_yds,0,,,,,
player,201201010cin,rav,ReddCo20,def_int_td,0,,,,,
player,201201010cin,rav,ReddCo20,def_int_long,0,,,,,
player,201201010cin,rav,ReddCo20,pass_defended,0,,,,,
player,201201010cin,rav,ReddCo20,sacks,0.0,,,,,
player,201201010cin,rav,ReddCo20,tackles_combined,4,,,,,
player,201201010cin,rav,ReddCo20,tackles_solo,2,,,,,
player,201201010cin,rav,ReddCo20,tackles_assists,2,,,,,
player,201201010cin,rav,ReddCo20,tackles_loss,0,,,,,
player,201201010cin,rav,ReddCo20,qb_hits,0,,,,,
player,201201010cin,rav,ReddCo20,fumbles_rec,0,,,,,
player,201201010cin,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201201010cin,rav,ReddCo20,fumbles_forced,0,,,,,
player,201201010cin,rav,ReedEd00,def_int,0,,,,,
player,201201010cin,rav,ReedEd00,def_int_yds,0,,,,,
player,201201010cin,rav,ReedEd00,def_int_td,0,,,,,
player,201201010cin,rav,ReedEd00,def_int_long,0,,,,,
player,201201010cin,rav,ReedEd00,pass_defended,0,,,,,
player,201201010cin,rav,ReedEd00,sacks,0.0,,,,,
player,201201010cin,rav,ReedEd00,tackles_combined,4,,,,,
player,201201010cin,rav,ReedEd00,tackles_solo,2,,,,,
player,201201010cin,rav,ReedEd00,tackles_assists,2,,,,,
player,201201010cin,rav,ReedEd00,tackles_loss,0,,,,,
player,201201010cin,rav,ReedEd00,qb_hits,0,,,,,
player,201201010cin,rav,ReedEd00,fumbles_rec,0,,,,,
player,201201010cin,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201201010cin,rav,ReedEd00,fumbles_forced,0,,,,,
player,201201010cin,rav,CarrCh22,def_int,0,,,,,
player,201201010cin,rav,CarrCh22,def_int_yds,0,,,,,
player,201201010cin,rav,CarrCh22,def_int_td,0,,,,,
player,201201010cin,rav,CarrCh22,def_int_long,0,,,,,
player,201201010cin,rav,CarrCh22,pass_defended,2,,,,,
player,201201010cin,rav,CarrCh22,sacks,0.0,,,,,
player,201201010cin,rav,CarrCh22,tackles_combined,3,,,,,
player,201201010cin,rav,CarrCh22,tackles_solo,3,,,,,
player,201201010cin,rav,CarrCh22,tackles_assists,0,,,,,
player,201201010cin,rav,CarrCh22,tackles_loss,0,,,,,
player,201201010cin,rav,CarrCh22,qb_hits,0,,,,,
player,201201010cin,rav,CarrCh22,fumbles_rec,0,,,,,
player,201201010cin,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201201010cin,rav,CarrCh22,fumbles_forced,0,,,,,
player,201201010cin,rav,CodyTe99,def_int,0,,,,,
player,201201010cin,rav,CodyTe99,def_int_yds,0,,,,,
player,201201010cin,rav,CodyTe99,def_int_td,0,,,,,
player,201201010cin,rav,CodyTe99,def_int_long,0,,,,,
player,201201010cin,rav,CodyTe99,pass_defended,0,,,,,
player,201201010cin,rav,CodyTe99,sacks,0.0,,,,,
player,201201010cin,rav,CodyTe99,tackles_combined,3,,,,,
player,201201010cin,rav,CodyTe99,tackles_solo,2,,,,,
player,201201010cin,rav,CodyTe99,tackles_assists,1,,,,,
player,201201010cin,rav,CodyTe99,tackles_loss,0,,,,,
player,201201010cin,rav,CodyTe99,qb_hits,0,,,,,
player,201201010cin,rav,CodyTe99,fumbles_rec,0,,,,,
player,201201010cin,rav,CodyTe99,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,CodyTe99,fumbles_rec_td,0,,,,,
player,201201010cin,rav,CodyTe99,fumbles_forced,0,,,,,
player,201201010cin,rav,WebbLa99,def_int,0,,,,,
player,201201010cin,rav,WebbLa99,def_int_yds,0,,,,,
player,201201010cin,rav,WebbLa99,def_int_td,0,,,,,
player,201201010cin,rav,WebbLa99,def_int_long,0,,,,,
player,201201010cin,rav,WebbLa99,pass_defended,2,,,,,
player,201201010cin,rav,WebbLa99,sacks,0.0,,,,,
player,201201010cin,rav,WebbLa99,tackles_combined,3,,,,,
player,201201010cin,rav,WebbLa99,tackles_solo,0,,,,,
player,201201010cin,rav,WebbLa99,tackles_assists,3,,,,,
player,201201010cin,rav,WebbLa99,tackles_loss,0,,,,,
player,201201010cin,rav,WebbLa99,qb_hits,0,,,,,
player,201201010cin,rav,WebbLa99,fumbles_rec,0,,,,,
player,201201010cin,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201201010cin,rav,WebbLa99,fumbles_forced,0,,,,,
player,201201010cin,rav,JohnJa23,def_int,0,,,,,
player,201201010cin,rav,JohnJa23,def_int_yds,0,,,,,
player,201201010cin,rav,JohnJa23,def_int_td,0,,,,,
player,201201010cin,rav,JohnJa23,def_int_long,0,,,,,
player,201201010cin,rav,JohnJa23,pass_defended,0,,,,,
player,201201010cin,rav,JohnJa23,sacks,0.0,,,,,
player,201201010cin,rav,JohnJa23,tackles_combined,2,,,,,
player,201201010cin,rav,JohnJa23,tackles_solo,0,,,,,
player,201201010cin,rav,JohnJa23,tackles_assists,2,,,,,
player,201201010cin,rav,JohnJa23,tackles_loss,0,,,,,
player,201201010cin,rav,JohnJa23,qb_hits,0,,,,,
player,201201010cin,rav,JohnJa23,fumbles_rec,0,,,,,
player,201201010cin,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201201010cin,rav,JohnJa23,fumbles_forced,0,,,,,
player,201201010cin,rav,NakaHa99,def_int,0,,,,,
player,201201010cin,rav,NakaHa99,def_int_yds,0,,,,,
player,201201010cin,rav,NakaHa99,def_int_td,0,,,,,
player,201201010cin,rav,NakaHa99,def_int_long,0,,,,,
player,201201010cin,rav,NakaHa99,pass_defended,0,,,,,
player,201201010cin,rav,NakaHa99,sacks,0.0,,,,,
player,201201010cin,rav,NakaHa99,tackles_combined,2,,,,,
player,201201010cin,rav,NakaHa99,tackles_solo,1,,,,,
player,201201010cin,rav,NakaHa99,tackles_assists,1,,,,,
player,201201010cin,rav,NakaHa99,tackles_loss,0,,,,,
player,201201010cin,rav,NakaHa99,qb_hits,0,,,,,
player,201201010cin,rav,NakaHa99,fumbles_rec,0,,,,,
player,201201010cin,rav,NakaHa99,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,NakaHa99,fumbles_rec_td,0,,,,,
player,201201010cin,rav,NakaHa99,fumbles_forced,0,,,,,
player,201201010cin,rav,SmitJi03,def_int,0,,,,,
player,201201010cin,rav,SmitJi03,def_int_yds,0,,,,,
player,201201010cin,rav,SmitJi03,def_int_td,0,,,,,
player,201201010cin,rav,SmitJi03,def_int_long,0,,,,,
player,201201010cin,rav,SmitJi03,pass_defended,0,,,,,
player,201201010cin,rav,SmitJi03,sacks,0.0,,,,,
player,201201010cin,rav,SmitJi03,tackles_combined,2,,,,,
player,201201010cin,rav,SmitJi03,tackles_solo,2,,,,,
player,201201010cin,rav,SmitJi03,tackles_assists,0,,,,,
player,201201010cin,rav,SmitJi03,tackles_loss,0,,,,,
player,201201010cin,rav,SmitJi03,qb_hits,0,,,,,
player,201201010cin,rav,SmitJi03,fumbles_rec,0,,,,,
player,201201010cin,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201201010cin,rav,SmitJi03,fumbles_forced,0,,,,,
player,201201010cin,rav,WillLa01,def_int,0,,,,,
player,201201010cin,rav,WillLa01,def_int_yds,0,,,,,
player,201201010cin,rav,WillLa01,def_int_td,0,,,,,
player,201201010cin,rav,WillLa01,def_int_long,0,,,,,
player,201201010cin,rav,WillLa01,pass_defended,0,,,,,
player,201201010cin,rav,WillLa01,sacks,0.0,,,,,
player,201201010cin,rav,WillLa01,tackles_combined,2,,,,,
player,201201010cin,rav,WillLa01,tackles_solo,1,,,,,
player,201201010cin,rav,WillLa01,tackles_assists,1,,,,,
player,201201010cin,rav,WillLa01,tackles_loss,0,,,,,
player,201201010cin,rav,WillLa01,qb_hits,0,,,,,
player,201201010cin,rav,WillLa01,fumbles_rec,0,,,,,
player,201201010cin,rav,WillLa01,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,WillLa01,fumbles_rec_td,0,,,,,
player,201201010cin,rav,WillLa01,fumbles_forced,0,,,,,
player,201201010cin,rav,AyanBr99,def_int,0,,,,,
player,201201010cin,rav,AyanBr99,def_int_yds,0,,,,,
player,201201010cin,rav,AyanBr99,def_int_td,0,,,,,
player,201201010cin,rav,AyanBr99,def_int_long,0,,,,,
player,201201010cin,rav,AyanBr99,pass_defended,0,,,,,
player,201201010cin,rav,AyanBr99,sacks,0.0,,,,,
player,201201010cin,rav,AyanBr99,tackles_combined,1,,,,,
player,201201010cin,rav,AyanBr99,tackles_solo,1,,,,,
player,201201010cin,rav,AyanBr99,tackles_assists,0,,,,,
player,201201010cin,rav,AyanBr99,tackles_loss,0,,,,,
player,201201010cin,rav,AyanBr99,qb_hits,0,,,,,
player,201201010cin,rav,AyanBr99,fumbles_rec,0,,,,,
player,201201010cin,rav,AyanBr99,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,AyanBr99,fumbles_rec_td,0,,,,,
player,201201010cin,rav,AyanBr99,fumbles_forced,0,,,,,
player,201201010cin,rav,BrowCh05,def_int,0,,,,,
player,201201010cin,rav,BrowCh05,def_int_yds,0,,,,,
player,201201010cin,rav,BrowCh05,def_int_td,0,,,,,
player,201201010cin,rav,BrowCh05,def_int_long,0,,,,,
player,201201010cin,rav,BrowCh05,pass_defended,0,,,,,
player,201201010cin,rav,BrowCh05,sacks,0.0,,,,,
player,201201010cin,rav,BrowCh05,tackles_combined,1,,,,,
player,201201010cin,rav,BrowCh05,tackles_solo,1,,,,,
player,201201010cin,rav,BrowCh05,tackles_assists,0,,,,,
player,201201010cin,rav,BrowCh05,tackles_loss,0,,,,,
player,201201010cin,rav,BrowCh05,qb_hits,0,,,,,
player,201201010cin,rav,BrowCh05,fumbles_rec,0,,,,,
player,201201010cin,rav,BrowCh05,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,BrowCh05,fumbles_rec_td,0,,,,,
player,201201010cin,rav,BrowCh05,fumbles_forced,0,,,,,
player,201201010cin,rav,JoneAr22,def_int,0,,,,,
player,201201010cin,rav,JoneAr22,def_int_yds,0,,,,,
player,201201010cin,rav,JoneAr22,def_int_td,0,,,,,
player,201201010cin,rav,JoneAr22,def_int_long,0,,,,,
player,201201010cin,rav,JoneAr22,pass_defended,0,,,,,
player,201201010cin,rav,JoneAr22,sacks,0.0,,,,,
player,201201010cin,rav,JoneAr22,tackles_combined,1,,,,,
player,201201010cin,rav,JoneAr22,tackles_solo,1,,,,,
player,201201010cin,rav,JoneAr22,tackles_assists,0,,,,,
player,201201010cin,rav,JoneAr22,tackles_loss,0,,,,,
player,201201010cin,rav,JoneAr22,qb_hits,0,,,,,
player,201201010cin,rav,JoneAr22,fumbles_rec,0,,,,,
player,201201010cin,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201201010cin,rav,JoneAr22,fumbles_forced,0,,,,,
player,201201010cin,rav,KrugPa99,def_int,0,,,,,
player,201201010cin,rav,KrugPa99,def_int_yds,0,,,,,
player,201201010cin,rav,KrugPa99,def_int_td,0,,,,,
player,201201010cin,rav,KrugPa99,def_int_long,0,,,,,
player,201201010cin,rav,KrugPa99,pass_defended,0,,,,,
player,201201010cin,rav,KrugPa99,sacks,0.0,,,,,
player,201201010cin,rav,KrugPa99,tackles_combined,1,,,,,
player,201201010cin,rav,KrugPa99,tackles_solo,0,,,,,
player,201201010cin,rav,KrugPa99,tackles_assists,1,,,,,
player,201201010cin,rav,KrugPa99,tackles_loss,0,,,,,
player,201201010cin,rav,KrugPa99,qb_hits,0,,,,,
player,201201010cin,rav,KrugPa99,fumbles_rec,0,,,,,
player,201201010cin,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201201010cin,rav,KrugPa99,fumbles_forced,0,,,,,
player,201201010cin,rav,McClAl00,def_int,0,,,,,
player,201201010cin,rav,McClAl00,def_int_yds,0,,,,,
player,201201010cin,rav,McClAl00,def_int_td,0,,,,,
player,201201010cin,rav,McClAl00,def_int_long,0,,,,,
player,201201010cin,rav,McClAl00,pass_defended,0,,,,,
player,201201010cin,rav,McClAl00,sacks,0.0,,,,,
player,201201010cin,rav,McClAl00,tackles_combined,1,,,,,
player,201201010cin,rav,McClAl00,tackles_solo,0,,,,,
player,201201010cin,rav,McClAl00,tackles_assists,1,,,,,
player,201201010cin,rav,McClAl00,tackles_loss,0,,,,,
player,201201010cin,rav,McClAl00,qb_hits,0,,,,,
player,201201010cin,rav,McClAl00,fumbles_rec,0,,,,,
player,201201010cin,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201201010cin,rav,McClAl00,fumbles_forced,0,,,,,
player,201201010cin,rav,McKiBr20,def_int,0,,,,,
player,201201010cin,rav,McKiBr20,def_int_yds,0,,,,,
player,201201010cin,rav,McKiBr20,def_int_td,0,,,,,
player,201201010cin,rav,McKiBr20,def_int_long,0,,,,,
player,201201010cin,rav,McKiBr20,pass_defended,0,,,,,
player,201201010cin,rav,McKiBr20,sacks,0.0,,,,,
player,201201010cin,rav,McKiBr20,tackles_combined,1,,,,,
player,201201010cin,rav,McKiBr20,tackles_solo,1,,,,,
player,201201010cin,rav,McKiBr20,tackles_assists,0,,,,,
player,201201010cin,rav,McKiBr20,tackles_loss,0,,,,,
player,201201010cin,rav,McKiBr20,qb_hits,0,,,,,
player,201201010cin,rav,McKiBr20,fumbles_rec,0,,,,,
player,201201010cin,rav,McKiBr20,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,McKiBr20,fumbles_rec_td,0,,,,,
player,201201010cin,rav,McKiBr20,fumbles_forced,0,,,,,
player,201201010cin,rav,PittDe00,def_int,0,,,,,
player,201201010cin,rav,PittDe00,def_int_yds,0,,,,,
player,201201010cin,rav,PittDe00,def_int_td,0,,,,,
player,201201010cin,rav,PittDe00,def_int_long,0,,,,,
player,201201010cin,rav,PittDe00,pass_defended,0,,,,,
player,201201010cin,rav,PittDe00,sacks,0.0,,,,,
player,201201010cin,rav,PittDe00,tackles_combined,1,,,,,
player,201201010cin,rav,PittDe00,tackles_solo,0,,,,,
player,201201010cin,rav,PittDe00,tackles_assists,1,,,,,
player,201201010cin,rav,PittDe00,tackles_loss,0,,,,,
player,201201010cin,rav,PittDe00,qb_hits,0,,,,,
player,201201010cin,rav,PittDe00,fumbles_rec,0,,,,,
player,201201010cin,rav,PittDe00,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,PittDe00,fumbles_rec_td,0,,,,,
player,201201010cin,rav,PittDe00,fumbles_forced,0,,,,,
player,201201010cin,rav,McPhPe00,def_int,0,,,,,
player,201201010cin,rav,McPhPe00,def_int_yds,0,,,,,
player,201201010cin,rav,McPhPe00,def_int_td,0,,,,,
player,201201010cin,rav,McPhPe00,def_int_long,0,,,,,
player,201201010cin,rav,McPhPe00,pass_defended,1,,,,,
player,201201010cin,rav,McPhPe00,sacks,0.0,,,,,
player,201201010cin,rav,McPhPe00,tackles_combined,0,,,,,
player,201201010cin,rav,McPhPe00,tackles_solo,0,,,,,
player,201201010cin,rav,McPhPe00,tackles_assists,0,,,,,
player,201201010cin,rav,McPhPe00,tackles_loss,0,,,,,
player,201201010cin,rav,McPhPe00,qb_hits,0,,,,,
player,201201010cin,rav,McPhPe00,fumbles_rec,0,,,,,
player,201201010cin,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201201010cin,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201201010cin,rav,McPhPe00,fumbles_forced,0,,,,,
player,201201010cin,cin,DunlCa99,def_int,0,,,,,
player,201201010cin,cin,DunlCa99,def_int_yds,0,,,,,
player,201201010cin,cin,DunlCa99,def_int_td,0,,,,,
player,201201010cin,cin,DunlCa99,def_int_long,0,,,,,
player,201201010cin,cin,DunlCa99,pass_defended,0,,,,,
player,201201010cin,cin,DunlCa99,sacks,0.5,,,,,
player,201201010cin,cin,DunlCa99,tackles_combined,6,,,,,
player,201201010cin,cin,DunlCa99,tackles_solo,1,,,,,
player,201201010cin,cin,DunlCa99,tackles_assists,5,,,,,
player,201201010cin,cin,DunlCa99,tackles_loss,0,,,,,
player,201201010cin,cin,DunlCa99,qb_hits,1,,,,,
player,201201010cin,cin,DunlCa99,fumbles_rec,0,,,,,
player,201201010cin,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201201010cin,cin,DunlCa99,fumbles_forced,0,,,,,
player,201201010cin,cin,JohnMi98,def_int,0,,,,,
player,201201010cin,cin,JohnMi98,def_int_yds,0,,,,,
player,201201010cin,cin,JohnMi98,def_int_td,0,,,,,
player,201201010cin,cin,JohnMi98,def_int_long,0,,,,,
player,201201010cin,cin,JohnMi98,pass_defended,0,,,,,
player,201201010cin,cin,JohnMi98,sacks,0.5,,,,,
player,201201010cin,cin,JohnMi98,tackles_combined,3,,,,,
player,201201010cin,cin,JohnMi98,tackles_solo,1,,,,,
player,201201010cin,cin,JohnMi98,tackles_assists,2,,,,,
player,201201010cin,cin,JohnMi98,tackles_loss,0,,,,,
player,201201010cin,cin,JohnMi98,qb_hits,1,,,,,
player,201201010cin,cin,JohnMi98,fumbles_rec,0,,,,,
player,201201010cin,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201201010cin,cin,JohnMi98,fumbles_forced,0,,,,,
player,201201010cin,cin,MauaRe99,def_int,0,,,,,
player,201201010cin,cin,MauaRe99,def_int_yds,0,,,,,
player,201201010cin,cin,MauaRe99,def_int_td,0,,,,,
player,201201010cin,cin,MauaRe99,def_int_long,0,,,,,
player,201201010cin,cin,MauaRe99,pass_defended,0,,,,,
player,201201010cin,cin,MauaRe99,sacks,0.0,,,,,
player,201201010cin,cin,MauaRe99,tackles_combined,9,,,,,
player,201201010cin,cin,MauaRe99,tackles_solo,4,,,,,
player,201201010cin,cin,MauaRe99,tackles_assists,5,,,,,
player,201201010cin,cin,MauaRe99,tackles_loss,0,,,,,
player,201201010cin,cin,MauaRe99,qb_hits,0,,,,,
player,201201010cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201201010cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201201010cin,cin,MauaRe99,fumbles_forced,0,,,,,
player,201201010cin,cin,PekoDo20,def_int,0,,,,,
player,201201010cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201201010cin,cin,PekoDo20,def_int_td,0,,,,,
player,201201010cin,cin,PekoDo20,def_int_long,0,,,,,
player,201201010cin,cin,PekoDo20,pass_defended,0,,,,,
player,201201010cin,cin,PekoDo20,sacks,0.0,,,,,
player,201201010cin,cin,PekoDo20,tackles_combined,6,,,,,
player,201201010cin,cin,PekoDo20,tackles_solo,3,,,,,
player,201201010cin,cin,PekoDo20,tackles_assists,3,,,,,
player,201201010cin,cin,PekoDo20,tackles_loss,1,,,,,
player,201201010cin,cin,PekoDo20,qb_hits,0,,,,,
player,201201010cin,cin,PekoDo20,fumbles_rec,0,,,,,
player,201201010cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201201010cin,cin,PekoDo20,fumbles_forced,0,,,,,
player,201201010cin,cin,CrocCh20,def_int,0,,,,,
player,201201010cin,cin,CrocCh20,def_int_yds,0,,,,,
player,201201010cin,cin,CrocCh20,def_int_td,0,,,,,
player,201201010cin,cin,CrocCh20,def_int_long,0,,,,,
player,201201010cin,cin,CrocCh20,pass_defended,0,,,,,
player,201201010cin,cin,CrocCh20,sacks,0.0,,,,,
player,201201010cin,cin,CrocCh20,tackles_combined,5,,,,,
player,201201010cin,cin,CrocCh20,tackles_solo,3,,,,,
player,201201010cin,cin,CrocCh20,tackles_assists,2,,,,,
player,201201010cin,cin,CrocCh20,tackles_loss,0,,,,,
player,201201010cin,cin,CrocCh20,qb_hits,0,,,,,
player,201201010cin,cin,CrocCh20,fumbles_rec,0,,,,,
player,201201010cin,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201201010cin,cin,CrocCh20,fumbles_forced,0,,,,,
player,201201010cin,cin,HowaTh20,def_int,0,,,,,
player,201201010cin,cin,HowaTh20,def_int_yds,0,,,,,
player,201201010cin,cin,HowaTh20,def_int_td,0,,,,,
player,201201010cin,cin,HowaTh20,def_int_long,0,,,,,
player,201201010cin,cin,HowaTh20,pass_defended,0,,,,,
player,201201010cin,cin,HowaTh20,sacks,0.0,,,,,
player,201201010cin,cin,HowaTh20,tackles_combined,5,,,,,
player,201201010cin,cin,HowaTh20,tackles_solo,3,,,,,
player,201201010cin,cin,HowaTh20,tackles_assists,2,,,,,
player,201201010cin,cin,HowaTh20,tackles_loss,0,,,,,
player,201201010cin,cin,HowaTh20,qb_hits,0,,,,,
player,201201010cin,cin,HowaTh20,fumbles_rec,0,,,,,
player,201201010cin,cin,HowaTh20,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,HowaTh20,fumbles_rec_td,0,,,,,
player,201201010cin,cin,HowaTh20,fumbles_forced,0,,,,,
player,201201010cin,cin,LawsMa20,def_int,0,,,,,
player,201201010cin,cin,LawsMa20,def_int_yds,0,,,,,
player,201201010cin,cin,LawsMa20,def_int_td,0,,,,,
player,201201010cin,cin,LawsMa20,def_int_long,0,,,,,
player,201201010cin,cin,LawsMa20,pass_defended,0,,,,,
player,201201010cin,cin,LawsMa20,sacks,0.0,,,,,
player,201201010cin,cin,LawsMa20,tackles_combined,5,,,,,
player,201201010cin,cin,LawsMa20,tackles_solo,4,,,,,
player,201201010cin,cin,LawsMa20,tackles_assists,1,,,,,
player,201201010cin,cin,LawsMa20,tackles_loss,0,,,,,
player,201201010cin,cin,LawsMa20,qb_hits,0,,,,,
player,201201010cin,cin,LawsMa20,fumbles_rec,0,,,,,
player,201201010cin,cin,LawsMa20,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,LawsMa20,fumbles_rec_td,0,,,,,
player,201201010cin,cin,LawsMa20,fumbles_forced,0,,,,,
player,201201010cin,cin,RuckFr99,def_int,0,,,,,
player,201201010cin,cin,RuckFr99,def_int_yds,0,,,,,
player,201201010cin,cin,RuckFr99,def_int_td,0,,,,,
player,201201010cin,cin,RuckFr99,def_int_long,0,,,,,
player,201201010cin,cin,RuckFr99,pass_defended,0,,,,,
player,201201010cin,cin,RuckFr99,sacks,0.0,,,,,
player,201201010cin,cin,RuckFr99,tackles_combined,5,,,,,
player,201201010cin,cin,RuckFr99,tackles_solo,3,,,,,
player,201201010cin,cin,RuckFr99,tackles_assists,2,,,,,
player,201201010cin,cin,RuckFr99,tackles_loss,1,,,,,
player,201201010cin,cin,RuckFr99,qb_hits,0,,,,,
player,201201010cin,cin,RuckFr99,fumbles_rec,0,,,,,
player,201201010cin,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201201010cin,cin,RuckFr99,fumbles_forced,0,,,,,
player,201201010cin,cin,AtkiGe99,def_int,0,,,,,
player,201201010cin,cin,AtkiGe99,def_int_yds,0,,,,,
player,201201010cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201201010cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201201010cin,cin,AtkiGe99,pass_defended,0,,,,,
player,201201010cin,cin,AtkiGe99,sacks,0.0,,,,,
player,201201010cin,cin,AtkiGe99,tackles_combined,3,,,,,
player,201201010cin,cin,AtkiGe99,tackles_solo,2,,,,,
player,201201010cin,cin,AtkiGe99,tackles_assists,1,,,,,
player,201201010cin,cin,AtkiGe99,tackles_loss,0,,,,,
player,201201010cin,cin,AtkiGe99,qb_hits,0,,,,,
player,201201010cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201201010cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201201010cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201201010cin,cin,JonePa20,def_int,0,,,,,
player,201201010cin,cin,JonePa20,def_int_yds,0,,,,,
player,201201010cin,cin,JonePa20,def_int_td,0,,,,,
player,201201010cin,cin,JonePa20,def_int_long,0,,,,,
player,201201010cin,cin,JonePa20,pass_defended,0,,,,,
player,201201010cin,cin,JonePa20,sacks,0.0,,,,,
player,201201010cin,cin,JonePa20,tackles_combined,3,,,,,
player,201201010cin,cin,JonePa20,tackles_solo,2,,,,,
player,201201010cin,cin,JonePa20,tackles_assists,1,,,,,
player,201201010cin,cin,JonePa20,tackles_loss,0,,,,,
player,201201010cin,cin,JonePa20,qb_hits,0,,,,,
player,201201010cin,cin,JonePa20,fumbles_rec,0,,,,,
player,201201010cin,cin,JonePa20,fumbles_rec_yds,0,,,,,
player,201201010cin,cin,JonePa20,fumbles_rec_td,0,,,,,
player,201201010cin,cin,JonePa20,fumbles_forced,0,,,,,
player,201201010cin,cin,SkutDa00,def_int,0,,,,,
player,201201010cin,cin,SkutDa00,def_int_yds,0,,,,,
player,201201010cin,cin,SkutDa00,def_int_td,0,,,,,
player,201201010cin,cin,SkutDa00,def_int_long,0,,,,,
player,201201010cin,cin,SkutDa00,pass_defended,0,,,,,
player,201201010cin,cin,SkutDa00,sacks,0.0,,,,,
player,201201010cin,cin,SkutDa00,tackles_combined,3,,,,,
player,201201010cin,cin,SkutDa00,tackles_solo,2,,,,,
player,201201010cin,cin,SkutDa00,tackles_assists,1,,,,,
player,201201010cin,cin,SkutDa00,tackles_loss,0,,,,,
player,201201010cin,cin,SkutDa00,qb_hits,0,,,,,
player,201201010cin,cin,SkutDa00,fumbles_rec,0,,,,,
player,201201010cin,cin,SkutDa00,fumbles_rec_yds,0,,,,,
