game,2011,1,20110911,201109110htx,clt,"Indianapolis Colts",7,htx,"Houston Texans",34
team,201109110htx,clt,First Downs,15,,,,,,
team,201109110htx,htx,First Downs,26,,,,,,
team,201109110htx,clt,Rush-Yds-TDs,16-64-0,,,,,,
team,201109110htx,htx,Rush-Yds-TDs,41-167-2,,,,,,
team,201109110htx,clt,Cmp-Att-Yd-TD-INT,16-31-197-1-0,,,,,,
team,201109110htx,htx,Cmp-Att-Yd-TD-INT,17-24-220-1-2,,,,,,
team,201109110htx,clt,Sacked-Yards,3-25,,,,,,
team,201109110htx,htx,Sacked-Yards,1-3,,,,,,
team,201109110htx,clt,Net Pass Yards,172,,,,,,
team,201109110htx,htx,Net Pass Yards,217,,,,,,
team,201109110htx,clt,Total Yards,236,,,,,,
team,201109110htx,htx,Total Yards,384,,,,,,
team,201109110htx,clt,Fumbles-Lost,3-2,,,,,,
team,201109110htx,htx,Fumbles-Lost,1-1,,,,,,
team,201109110htx,clt,Turnovers,2,,,,,,
team,201109110htx,htx,Turnovers,3,,,,,,
team,201109110htx,clt,Penalties-Yards,6-60,,,,,,
team,201109110htx,htx,Penalties-Yards,4-30,,,,,,
team,201109110htx,clt,Third Down Conv.,1-9,,,,,,
team,201109110htx,htx,Third Down Conv.,5-11,,,,,,
team,201109110htx,clt,Fourth Down Conv.,0-1,,,,,,
team,201109110htx,htx,Fourth Down Conv.,0-0,,,,,,
team,201109110htx,clt,Time of Possession,23:16,,,,,,
team,201109110htx,htx,Time of Possession,36:44,,,,,,
player,201109110htx,clt,CollKe00,pass_cmp,16,,,,,
player,201109110htx,clt,CollKe00,pass_att,31,,,,,
player,201109110htx,clt,CollKe00,pass_yds,197,,,,,
player,201109110htx,clt,CollKe00,pass_td,1,,,,,
player,201109110htx,clt,CollKe00,pass_int,0,,,,,
player,201109110htx,clt,CollKe00,pass_sacked,3,,,,,
player,201109110htx,clt,CollKe00,pass_sacked_yds,25,,,,,
player,201109110htx,clt,CollKe00,pass_long,36,,,,,
player,201109110htx,clt,CollKe00,pass_rating,82.3,,,,,
player,201109110htx,clt,CollKe00,rush_att,1,,,,,
player,201109110htx,clt,CollKe00,rush_yds,0,,,,,
player,201109110htx,clt,CollKe00,rush_td,0,,,,,
player,201109110htx,clt,CollKe00,rush_long,0,,,,,
player,201109110htx,clt,CollKe00,targets,0,,,,,
player,201109110htx,clt,CollKe00,rec,0,,,,,
player,201109110htx,clt,CollKe00,rec_yds,0,,,,,
player,201109110htx,clt,CollKe00,rec_td,0,,,,,
player,201109110htx,clt,CollKe00,rec_long,0,,,,,
player,201109110htx,clt,CollKe00,fumbles,3,,,,,
player,201109110htx,clt,CollKe00,fumbles_lost,2,,,,,
player,201109110htx,clt,AddaJo00,pass_cmp,0,,,,,
player,201109110htx,clt,AddaJo00,pass_att,0,,,,,
player,201109110htx,clt,AddaJo00,pass_yds,0,,,,,
player,201109110htx,clt,AddaJo00,pass_td,0,,,,,
player,201109110htx,clt,AddaJo00,pass_int,0,,,,,
player,201109110htx,clt,AddaJo00,pass_sacked,0,,,,,
player,201109110htx,clt,AddaJo00,pass_sacked_yds,0,,,,,
player,201109110htx,clt,AddaJo00,pass_long,0,,,,,
player,201109110htx,clt,AddaJo00,pass_rating,,,,,,
player,201109110htx,clt,AddaJo00,rush_att,8,,,,,
player,201109110htx,clt,AddaJo00,rush_yds,39,,,,,
player,201109110htx,clt,AddaJo00,rush_td,0,,,,,
player,201109110htx,clt,AddaJo00,rush_long,13,,,,,
player,201109110htx,clt,AddaJo00,targets,4,,,,,
player,201109110htx,clt,AddaJo00,rec,2,,,,,
player,201109110htx,clt,AddaJo00,rec_yds,13,,,,,
player,201109110htx,clt,AddaJo00,rec_td,0,,,,,
player,201109110htx,clt,AddaJo00,rec_long,10,,,,,
player,201109110htx,clt,AddaJo00,fumbles,0,,,,,
player,201109110htx,clt,AddaJo00,fumbles_lost,,,,,,
player,201109110htx,clt,CartDe01,pass_cmp,0,,,,,
player,201109110htx,clt,CartDe01,pass_att,0,,,,,
player,201109110htx,clt,CartDe01,pass_yds,0,,,,,
player,201109110htx,clt,CartDe01,pass_td,0,,,,,
player,201109110htx,clt,CartDe01,pass_int,0,,,,,
player,201109110htx,clt,CartDe01,pass_sacked,0,,,,,
player,201109110htx,clt,CartDe01,pass_sacked_yds,0,,,,,
player,201109110htx,clt,CartDe01,pass_long,0,,,,,
player,201109110htx,clt,CartDe01,pass_rating,,,,,,
player,201109110htx,clt,CartDe01,rush_att,7,,,,,
player,201109110htx,clt,CartDe01,rush_yds,25,,,,,
player,201109110htx,clt,CartDe01,rush_td,0,,,,,
player,201109110htx,clt,CartDe01,rush_long,8,,,,,
player,201109110htx,clt,CartDe01,targets,0,,,,,
player,201109110htx,clt,CartDe01,rec,0,,,,,
player,201109110htx,clt,CartDe01,rec_yds,0,,,,,
player,201109110htx,clt,CartDe01,rec_td,0,,,,,
player,201109110htx,clt,CartDe01,rec_long,0,,,,,
player,201109110htx,clt,CartDe01,fumbles,0,,,,,
player,201109110htx,clt,CartDe01,fumbles_lost,,,,,,
player,201109110htx,clt,WaynRe00,pass_cmp,0,,,,,
player,201109110htx,clt,WaynRe00,pass_att,0,,,,,
player,201109110htx,clt,WaynRe00,pass_yds,0,,,,,
player,201109110htx,clt,WaynRe00,pass_td,0,,,,,
player,201109110htx,clt,WaynRe00,pass_int,0,,,,,
player,201109110htx,clt,WaynRe00,pass_sacked,0,,,,,
player,201109110htx,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201109110htx,clt,WaynRe00,pass_long,0,,,,,
player,201109110htx,clt,WaynRe00,pass_rating,,,,,,
player,201109110htx,clt,WaynRe00,rush_att,0,,,,,
player,201109110htx,clt,WaynRe00,rush_yds,0,,,,,
player,201109110htx,clt,WaynRe00,rush_td,0,,,,,
player,201109110htx,clt,WaynRe00,rush_long,0,,,,,
player,201109110htx,clt,WaynRe00,targets,11,,,,,
player,201109110htx,clt,WaynRe00,rec,7,,,,,
player,201109110htx,clt,WaynRe00,rec_yds,106,,,,,
player,201109110htx,clt,WaynRe00,rec_td,1,,,,,
player,201109110htx,clt,WaynRe00,rec_long,36,,,,,
player,201109110htx,clt,WaynRe00,fumbles,0,,,,,
player,201109110htx,clt,WaynRe00,fumbles_lost,,,,,,
player,201109110htx,clt,ClarDa00,pass_cmp,0,,,,,
player,201109110htx,clt,ClarDa00,pass_att,0,,,,,
player,201109110htx,clt,ClarDa00,pass_yds,0,,,,,
player,201109110htx,clt,ClarDa00,pass_td,0,,,,,
player,201109110htx,clt,ClarDa00,pass_int,0,,,,,
player,201109110htx,clt,ClarDa00,pass_sacked,0,,,,,
player,201109110htx,clt,ClarDa00,pass_sacked_yds,0,,,,,
player,201109110htx,clt,ClarDa00,pass_long,0,,,,,
player,201109110htx,clt,ClarDa00,pass_rating,,,,,,
player,201109110htx,clt,ClarDa00,rush_att,0,,,,,
player,201109110htx,clt,ClarDa00,rush_yds,0,,,,,
player,201109110htx,clt,ClarDa00,rush_td,0,,,,,
player,201109110htx,clt,ClarDa00,rush_long,0,,,,,
player,201109110htx,clt,ClarDa00,targets,5,,,,,
player,201109110htx,clt,ClarDa00,rec,4,,,,,
player,201109110htx,clt,ClarDa00,rec_yds,39,,,,,
player,201109110htx,clt,ClarDa00,rec_td,0,,,,,
player,201109110htx,clt,ClarDa00,rec_long,17,,,,,
player,201109110htx,clt,ClarDa00,fumbles,0,,,,,
player,201109110htx,clt,ClarDa00,fumbles_lost,,,,,,
player,201109110htx,clt,GarcPi00,pass_cmp,0,,,,,
player,201109110htx,clt,GarcPi00,pass_att,0,,,,,
player,201109110htx,clt,GarcPi00,pass_yds,0,,,,,
player,201109110htx,clt,GarcPi00,pass_td,0,,,,,
player,201109110htx,clt,GarcPi00,pass_int,0,,,,,
player,201109110htx,clt,GarcPi00,pass_sacked,0,,,,,
player,201109110htx,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201109110htx,clt,GarcPi00,pass_long,0,,,,,
player,201109110htx,clt,GarcPi00,pass_rating,,,,,,
player,201109110htx,clt,GarcPi00,rush_att,0,,,,,
player,201109110htx,clt,GarcPi00,rush_yds,0,,,,,
player,201109110htx,clt,GarcPi00,rush_td,0,,,,,
player,201109110htx,clt,GarcPi00,rush_long,0,,,,,
player,201109110htx,clt,GarcPi00,targets,6,,,,,
player,201109110htx,clt,GarcPi00,rec,3,,,,,
player,201109110htx,clt,GarcPi00,rec_yds,39,,,,,
player,201109110htx,clt,GarcPi00,rec_td,0,,,,,
player,201109110htx,clt,GarcPi00,rec_long,17,,,,,
player,201109110htx,clt,GarcPi00,fumbles,0,,,,,
player,201109110htx,clt,GarcPi00,fumbles_lost,,,,,,
player,201109110htx,clt,CollAu00,pass_cmp,0,,,,,
player,201109110htx,clt,CollAu00,pass_att,0,,,,,
player,201109110htx,clt,CollAu00,pass_yds,0,,,,,
player,201109110htx,clt,CollAu00,pass_td,0,,,,,
player,201109110htx,clt,CollAu00,pass_int,0,,,,,
player,201109110htx,clt,CollAu00,pass_sacked,0,,,,,
player,201109110htx,clt,CollAu00,pass_sacked_yds,0,,,,,
player,201109110htx,clt,CollAu00,pass_long,0,,,,,
player,201109110htx,clt,CollAu00,pass_rating,,,,,,
player,201109110htx,clt,CollAu00,rush_att,0,,,,,
player,201109110htx,clt,CollAu00,rush_yds,0,,,,,
player,201109110htx,clt,CollAu00,rush_td,0,,,,,
player,201109110htx,clt,CollAu00,rush_long,0,,,,,
player,201109110htx,clt,CollAu00,targets,3,,,,,
player,201109110htx,clt,CollAu00,rec,0,,,,,
player,201109110htx,clt,CollAu00,rec_yds,0,,,,,
player,201109110htx,clt,CollAu00,rec_td,0,,,,,
player,201109110htx,clt,CollAu00,rec_long,0,,,,,
player,201109110htx,clt,CollAu00,fumbles,0,,,,,
player,201109110htx,clt,CollAu00,fumbles_lost,,,,,,
player,201109110htx,clt,TammJa00,pass_cmp,0,,,,,
player,201109110htx,clt,TammJa00,pass_att,0,,,,,
player,201109110htx,clt,TammJa00,pass_yds,0,,,,,
player,201109110htx,clt,TammJa00,pass_td,0,,,,,
player,201109110htx,clt,TammJa00,pass_int,0,,,,,
player,201109110htx,clt,TammJa00,pass_sacked,0,,,,,
player,201109110htx,clt,TammJa00,pass_sacked_yds,0,,,,,
player,201109110htx,clt,TammJa00,pass_long,0,,,,,
player,201109110htx,clt,TammJa00,pass_rating,,,,,,
player,201109110htx,clt,TammJa00,rush_att,0,,,,,
player,201109110htx,clt,TammJa00,rush_yds,0,,,,,
player,201109110htx,clt,TammJa00,rush_td,0,,,,,
player,201109110htx,clt,TammJa00,rush_long,0,,,,,
player,201109110htx,clt,TammJa00,targets,1,,,,,
player,201109110htx,clt,TammJa00,rec,0,,,,,
player,201109110htx,clt,TammJa00,rec_yds,0,,,,,
player,201109110htx,clt,TammJa00,rec_td,0,,,,,
player,201109110htx,clt,TammJa00,rec_long,0,,,,,
player,201109110htx,clt,TammJa00,fumbles,0,,,,,
player,201109110htx,clt,TammJa00,fumbles_lost,,,,,,
player,201109110htx,htx,SchaMa00,pass_cmp,17,,,,,
player,201109110htx,htx,SchaMa00,pass_att,24,,,,,
player,201109110htx,htx,SchaMa00,pass_yds,220,,,,,
player,201109110htx,htx,SchaMa00,pass_td,1,,,,,
player,201109110htx,htx,SchaMa00,pass_int,2,,,,,
player,201109110htx,htx,SchaMa00,pass_sacked,1,,,,,
player,201109110htx,htx,SchaMa00,pass_sacked_yds,3,,,,,
player,201109110htx,htx,SchaMa00,pass_long,25,,,,,
player,201109110htx,htx,SchaMa00,pass_rating,78.5,,,,,
player,201109110htx,htx,SchaMa00,rush_att,4,,,,,
player,201109110htx,htx,SchaMa00,rush_yds,0,,,,,
player,201109110htx,htx,SchaMa00,rush_td,0,,,,,
player,201109110htx,htx,SchaMa00,rush_long,3,,,,,
player,201109110htx,htx,SchaMa00,targets,0,,,,,
player,201109110htx,htx,SchaMa00,rec,0,,,,,
player,201109110htx,htx,SchaMa00,rec_yds,0,,,,,
player,201109110htx,htx,SchaMa00,rec_td,0,,,,,
player,201109110htx,htx,SchaMa00,rec_long,0,,,,,
player,201109110htx,htx,SchaMa00,fumbles,0,,,,,
player,201109110htx,htx,SchaMa00,fumbles_lost,,,,,,
player,201109110htx,htx,TateBe00,pass_cmp,0,,,,,
player,201109110htx,htx,TateBe00,pass_att,0,,,,,
player,201109110htx,htx,TateBe00,pass_yds,0,,,,,
player,201109110htx,htx,TateBe00,pass_td,0,,,,,
player,201109110htx,htx,TateBe00,pass_int,0,,,,,
player,201109110htx,htx,TateBe00,pass_sacked,0,,,,,
player,201109110htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201109110htx,htx,TateBe00,pass_long,0,,,,,
