game,2011,13,20111201,201112010sea,phi,"Philadelphia Eagles",14,sea,"Seattle Seahawks",31
player,201112010sea,phi,JackDe00,rec_yds,34,,,,,
player,201112010sea,phi,JackDe00,rec_td,0,,,,,
player,201112010sea,phi,JackDe00,rec_long,20,,,,,
player,201112010sea,phi,JackDe00,fumbles,0,,,,,
player,201112010sea,phi,JackDe00,fumbles_lost,,,,,,
player,201112010sea,phi,CoopRi00,pass_cmp,0,,,,,
player,201112010sea,phi,CoopRi00,pass_att,0,,,,,
player,201112010sea,phi,CoopRi00,pass_yds,0,,,,,
player,201112010sea,phi,CoopRi00,pass_td,0,,,,,
player,201112010sea,phi,CoopRi00,pass_int,0,,,,,
player,201112010sea,phi,CoopRi00,pass_sacked,0,,,,,
player,201112010sea,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201112010sea,phi,CoopRi00,pass_long,0,,,,,
player,201112010sea,phi,CoopRi00,pass_rating,,,,,,
player,201112010sea,phi,CoopRi00,rush_att,0,,,,,
player,201112010sea,phi,CoopRi00,rush_yds,0,,,,,
player,201112010sea,phi,CoopRi00,rush_td,0,,,,,
player,201112010sea,phi,CoopRi00,rush_long,0,,,,,
player,201112010sea,phi,CoopRi00,targets,10,,,,,
player,201112010sea,phi,CoopRi00,rec,5,,,,,
player,201112010sea,phi,CoopRi00,rec_yds,94,,,,,
player,201112010sea,phi,CoopRi00,rec_td,0,,,,,
player,201112010sea,phi,CoopRi00,rec_long,47,,,,,
player,201112010sea,phi,CoopRi00,fumbles,0,,,,,
player,201112010sea,phi,CoopRi00,fumbles_lost,,,,,,
player,201112010sea,phi,CeleBr00,pass_cmp,0,,,,,
player,201112010sea,phi,CeleBr00,pass_att,0,,,,,
player,201112010sea,phi,CeleBr00,pass_yds,0,,,,,
player,201112010sea,phi,CeleBr00,pass_td,0,,,,,
player,201112010sea,phi,CeleBr00,pass_int,0,,,,,
player,201112010sea,phi,CeleBr00,pass_sacked,0,,,,,
player,201112010sea,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201112010sea,phi,CeleBr00,pass_long,0,,,,,
player,201112010sea,phi,CeleBr00,pass_rating,,,,,,
player,201112010sea,phi,CeleBr00,rush_att,0,,,,,
player,201112010sea,phi,CeleBr00,rush_yds,0,,,,,
player,201112010sea,phi,CeleBr00,rush_td,0,,,,,
player,201112010sea,phi,CeleBr00,rush_long,0,,,,,
player,201112010sea,phi,CeleBr00,targets,4,,,,,
player,201112010sea,phi,CeleBr00,rec,3,,,,,
player,201112010sea,phi,CeleBr00,rec_yds,21,,,,,
player,201112010sea,phi,CeleBr00,rec_td,0,,,,,
player,201112010sea,phi,CeleBr00,rec_long,11,,,,,
player,201112010sea,phi,CeleBr00,fumbles,0,,,,,
player,201112010sea,phi,CeleBr00,fumbles_lost,,,,,,
player,201112010sea,phi,AvanJa00,pass_cmp,0,,,,,
player,201112010sea,phi,AvanJa00,pass_att,0,,,,,
player,201112010sea,phi,AvanJa00,pass_yds,0,,,,,
player,201112010sea,phi,AvanJa00,pass_td,0,,,,,
player,201112010sea,phi,AvanJa00,pass_int,0,,,,,
player,201112010sea,phi,AvanJa00,pass_sacked,0,,,,,
player,201112010sea,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201112010sea,phi,AvanJa00,pass_long,0,,,,,
player,201112010sea,phi,AvanJa00,pass_rating,,,,,,
player,201112010sea,phi,AvanJa00,rush_att,0,,,,,
player,201112010sea,phi,AvanJa00,rush_yds,0,,,,,
player,201112010sea,phi,AvanJa00,rush_td,0,,,,,
player,201112010sea,phi,AvanJa00,rush_long,0,,,,,
player,201112010sea,phi,AvanJa00,targets,2,,,,,
player,201112010sea,phi,AvanJa00,rec,1,,,,,
player,201112010sea,phi,AvanJa00,rec_yds,10,,,,,
player,201112010sea,phi,AvanJa00,rec_td,0,,,,,
player,201112010sea,phi,AvanJa00,rec_long,10,,,,,
player,201112010sea,phi,AvanJa00,fumbles,0,,,,,
player,201112010sea,phi,AvanJa00,fumbles_lost,,,,,,
player,201112010sea,phi,HarbCl00,pass_cmp,0,,,,,
player,201112010sea,phi,HarbCl00,pass_att,0,,,,,
player,201112010sea,phi,HarbCl00,pass_yds,0,,,,,
player,201112010sea,phi,HarbCl00,pass_td,0,,,,,
player,201112010sea,phi,HarbCl00,pass_int,0,,,,,
player,201112010sea,phi,HarbCl00,pass_sacked,0,,,,,
player,201112010sea,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201112010sea,phi,HarbCl00,pass_long,0,,,,,
player,201112010sea,phi,HarbCl00,pass_rating,,,,,,
player,201112010sea,phi,HarbCl00,rush_att,0,,,,,
player,201112010sea,phi,HarbCl00,rush_yds,0,,,,,
player,201112010sea,phi,HarbCl00,rush_td,0,,,,,
player,201112010sea,phi,HarbCl00,rush_long,0,,,,,
player,201112010sea,phi,HarbCl00,targets,2,,,,,
player,201112010sea,phi,HarbCl00,rec,0,,,,,
player,201112010sea,phi,HarbCl00,rec_yds,0,,,,,
player,201112010sea,phi,HarbCl00,rec_td,0,,,,,
player,201112010sea,phi,HarbCl00,rec_long,0,,,,,
player,201112010sea,phi,HarbCl00,fumbles,0,,,,,
player,201112010sea,phi,HarbCl00,fumbles_lost,,,,,,
player,201112010sea,phi,HallCh00,pass_cmp,0,,,,,
player,201112010sea,phi,HallCh00,pass_att,0,,,,,
player,201112010sea,phi,HallCh00,pass_yds,0,,,,,
player,201112010sea,phi,HallCh00,pass_td,0,,,,,
player,201112010sea,phi,HallCh00,pass_int,0,,,,,
player,201112010sea,phi,HallCh00,pass_sacked,0,,,,,
player,201112010sea,phi,HallCh00,pass_sacked_yds,0,,,,,
player,201112010sea,phi,HallCh00,pass_long,0,,,,,
player,201112010sea,phi,HallCh00,pass_rating,,,,,,
player,201112010sea,phi,HallCh00,rush_att,0,,,,,
player,201112010sea,phi,HallCh00,rush_yds,0,,,,,
player,201112010sea,phi,HallCh00,rush_td,0,,,,,
player,201112010sea,phi,HallCh00,rush_long,0,,,,,
player,201112010sea,phi,HallCh00,targets,1,,,,,
player,201112010sea,phi,HallCh00,rec,0,,,,,
player,201112010sea,phi,HallCh00,rec_yds,0,,,,,
player,201112010sea,phi,HallCh00,rec_td,0,,,,,
player,201112010sea,phi,HallCh00,rec_long,0,,,,,
player,201112010sea,phi,HallCh00,fumbles,0,,,,,
player,201112010sea,phi,HallCh00,fumbles_lost,,,,,,
player,201112010sea,sea,JackTa00,pass_cmp,13,,,,,
player,201112010sea,sea,JackTa00,pass_att,16,,,,,
player,201112010sea,sea,JackTa00,pass_yds,190,,,,,
player,201112010sea,sea,JackTa00,pass_td,1,,,,,
player,201112010sea,sea,JackTa00,pass_int,0,,,,,
player,201112010sea,sea,JackTa00,pass_sacked,3,,,,,
player,201112010sea,sea,JackTa00,pass_sacked_yds,17,,,,,
player,201112010sea,sea,JackTa00,pass_long,28,,,,,
player,201112010sea,sea,JackTa00,pass_rating,137.0,,,,,
player,201112010sea,sea,JackTa00,rush_att,2,,,,,
player,201112010sea,sea,JackTa00,rush_yds,4,,,,,
player,201112010sea,sea,JackTa00,rush_td,0,,,,,
player,201112010sea,sea,JackTa00,rush_long,5,,,,,
player,201112010sea,sea,JackTa00,targets,0,,,,,
player,201112010sea,sea,JackTa00,rec,0,,,,,
player,201112010sea,sea,JackTa00,rec_yds,0,,,,,
player,201112010sea,sea,JackTa00,rec_td,0,,,,,
player,201112010sea,sea,JackTa00,rec_long,0,,,,,
player,201112010sea,sea,JackTa00,fumbles,1,,,,,
player,201112010sea,sea,JackTa00,fumbles_lost,0,,,,,
player,201112010sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201112010sea,sea,LyncMa00,pass_att,0,,,,,
player,201112010sea,sea,LyncMa00,pass_yds,0,,,,,
player,201112010sea,sea,LyncMa00,pass_td,0,,,,,
player,201112010sea,sea,LyncMa00,pass_int,0,,,,,
player,201112010sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201112010sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201112010sea,sea,LyncMa00,pass_long,0,,,,,
player,201112010sea,sea,LyncMa00,pass_rating,,,,,,
player,201112010sea,sea,LyncMa00,rush_att,22,,,,,
player,201112010sea,sea,LyncMa00,rush_yds,148,,,,,
player,201112010sea,sea,LyncMa00,rush_td,2,,,,,
player,201112010sea,sea,LyncMa00,rush_long,40,,,,,
player,201112010sea,sea,LyncMa00,targets,0,,,,,
player,201112010sea,sea,LyncMa00,rec,0,,,,,
player,201112010sea,sea,LyncMa00,rec_yds,0,,,,,
player,201112010sea,sea,LyncMa00,rec_td,0,,,,,
player,201112010sea,sea,LyncMa00,rec_long,0,,,,,
player,201112010sea,sea,LyncMa00,fumbles,0,,,,,
player,201112010sea,sea,LyncMa00,fumbles_lost,,,,,,
player,201112010sea,sea,WashLe00,pass_cmp,0,,,,,
player,201112010sea,sea,WashLe00,pass_att,0,,,,,
player,201112010sea,sea,WashLe00,pass_yds,0,,,,,
player,201112010sea,sea,WashLe00,pass_td,0,,,,,
player,201112010sea,sea,WashLe00,pass_int,0,,,,,
player,201112010sea,sea,WashLe00,pass_sacked,0,,,,,
player,201112010sea,sea,WashLe00,pass_sacked_yds,0,,,,,
player,201112010sea,sea,WashLe00,pass_long,0,,,,,
player,201112010sea,sea,WashLe00,pass_rating,,,,,,
player,201112010sea,sea,WashLe00,rush_att,6,,,,,
player,201112010sea,sea,WashLe00,rush_yds,9,,,,,
player,201112010sea,sea,WashLe00,rush_td,0,,,,,
player,201112010sea,sea,WashLe00,rush_long,4,,,,,
player,201112010sea,sea,WashLe00,targets,0,,,,,
player,201112010sea,sea,WashLe00,rec,0,,,,,
player,201112010sea,sea,WashLe00,rec_yds,0,,,,,
player,201112010sea,sea,WashLe00,rec_td,0,,,,,
player,201112010sea,sea,WashLe00,rec_long,0,,,,,
player,201112010sea,sea,WashLe00,fumbles,1,,,,,
player,201112010sea,sea,WashLe00,fumbles_lost,0,,,,,
player,201112010sea,sea,TateGo00,pass_cmp,0,,,,,
player,201112010sea,sea,TateGo00,pass_att,0,,,,,
player,201112010sea,sea,TateGo00,pass_yds,0,,,,,
player,201112010sea,sea,TateGo00,pass_td,0,,,,,
player,201112010sea,sea,TateGo00,pass_int,0,,,,,
player,201112010sea,sea,TateGo00,pass_sacked,0,,,,,
player,201112010sea,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201112010sea,sea,TateGo00,pass_long,0,,,,,
player,201112010sea,sea,TateGo00,pass_rating,,,,,,
player,201112010sea,sea,TateGo00,rush_att,1,,,,,
player,201112010sea,sea,TateGo00,rush_yds,8,,,,,
player,201112010sea,sea,TateGo00,rush_td,0,,,,,
player,201112010sea,sea,TateGo00,rush_long,8,,,,,
player,201112010sea,sea,TateGo00,targets,4,,,,,
player,201112010sea,sea,TateGo00,rec,4,,,,,
player,201112010sea,sea,TateGo00,rec_yds,47,,,,,
player,201112010sea,sea,TateGo00,rec_td,1,,,,,
player,201112010sea,sea,TateGo00,rec_long,25,,,,,
player,201112010sea,sea,TateGo00,fumbles,0,,,,,
player,201112010sea,sea,TateGo00,fumbles_lost,,,,,,
player,201112010sea,sea,ForsJu00,pass_cmp,0,,,,,
player,201112010sea,sea,ForsJu00,pass_att,0,,,,,
player,201112010sea,sea,ForsJu00,pass_yds,0,,,,,
player,201112010sea,sea,ForsJu00,pass_td,0,,,,,
player,201112010sea,sea,ForsJu00,pass_int,0,,,,,
player,201112010sea,sea,ForsJu00,pass_sacked,0,,,,,
player,201112010sea,sea,ForsJu00,pass_sacked_yds,0,,,,,
player,201112010sea,sea,ForsJu00,pass_long,0,,,,,
player,201112010sea,sea,ForsJu00,pass_rating,,,,,,
player,201112010sea,sea,ForsJu00,rush_att,2,,,,,
player,201112010sea,sea,ForsJu00,rush_yds,5,,,,,
player,201112010sea,sea,ForsJu00,rush_td,0,,,,,
player,201112010sea,sea,ForsJu00,rush_long,6,,,,,
player,201112010sea,sea,ForsJu00,targets,0,,,,,
player,201112010sea,sea,ForsJu00,rec,0,,,,,
player,201112010sea,sea,ForsJu00,rec_yds,0,,,,,
player,201112010sea,sea,ForsJu00,rec_td,0,,,,,
player,201112010sea,sea,ForsJu00,rec_long,0,,,,,
player,201112010sea,sea,ForsJu00,fumbles,0,,,,,
player,201112010sea,sea,ForsJu00,fumbles_lost,,,,,,
player,201112010sea,sea,MillZa01,pass_cmp,0,,,,,
player,201112010sea,sea,MillZa01,pass_att,0,,,,,
player,201112010sea,sea,MillZa01,pass_yds,0,,,,,
player,201112010sea,sea,MillZa01,pass_td,0,,,,,
player,201112010sea,sea,MillZa01,pass_int,0,,,,,
player,201112010sea,sea,MillZa01,pass_sacked,0,,,,,
player,201112010sea,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201112010sea,sea,MillZa01,pass_long,0,,,,,
player,201112010sea,sea,MillZa01,pass_rating,,,,,,
player,201112010sea,sea,MillZa01,rush_att,0,,,,,
player,201112010sea,sea,MillZa01,rush_yds,0,,,,,
player,201112010sea,sea,MillZa01,rush_td,0,,,,,
player,201112010sea,sea,MillZa01,rush_long,0,,,,,
player,201112010sea,sea,MillZa01,targets,2,,,,,
player,201112010sea,sea,MillZa01,rec,2,,,,,
player,201112010sea,sea,MillZa01,rec_yds,53,,,,,
player,201112010sea,sea,MillZa01,rec_td,0,,,,,
player,201112010sea,sea,MillZa01,rec_long,28,,,,,
player,201112010sea,sea,MillZa01,fumbles,0,,,,,
player,201112010sea,sea,MillZa01,fumbles_lost,,,,,,
player,201112010sea,sea,RobiMi00,pass_cmp,0,,,,,
player,201112010sea,sea,RobiMi00,pass_att,0,,,,,
player,201112010sea,sea,RobiMi00,pass_yds,0,,,,,
player,201112010sea,sea,RobiMi00,pass_td,0,,,,,
player,201112010sea,sea,RobiMi00,pass_int,0,,,,,
player,201112010sea,sea,RobiMi00,pass_sacked,0,,,,,
player,201112010sea,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201112010sea,sea,RobiMi00,pass_long,0,,,,,
player,201112010sea,sea,RobiMi00,pass_rating,,,,,,
player,201112010sea,sea,RobiMi00,rush_att,0,,,,,
player,201112010sea,sea,RobiMi00,rush_yds,0,,,,,
player,201112010sea,sea,RobiMi00,rush_td,0,,,,,
player,201112010sea,sea,RobiMi00,rush_long,0,,,,,
player,201112010sea,sea,RobiMi00,targets,4,,,,,
player,201112010sea,sea,RobiMi00,rec,4,,,,,
player,201112010sea,sea,RobiMi00,rec_yds,41,,,,,
player,201112010sea,sea,RobiMi00,rec_td,0,,,,,
player,201112010sea,sea,RobiMi00,rec_long,19,,,,,
player,201112010sea,sea,RobiMi00,fumbles,0,,,,,
player,201112010sea,sea,RobiMi00,fumbles_lost,,,,,,
player,201112010sea,sea,ObomBe00,pass_cmp,0,,,,,
player,201112010sea,sea,ObomBe00,pass_att,0,,,,,
player,201112010sea,sea,ObomBe00,pass_yds,0,,,,,
player,201112010sea,sea,ObomBe00,pass_td,0,,,,,
player,201112010sea,sea,ObomBe00,pass_int,0,,,,,
player,201112010sea,sea,ObomBe00,pass_sacked,0,,,,,
player,201112010sea,sea,ObomBe00,pass_sacked_yds,0,,,,,
player,201112010sea,sea,ObomBe00,pass_long,0,,,,,
player,201112010sea,sea,ObomBe00,pass_rating,,,,,,
player,201112010sea,sea,ObomBe00,rush_att,0,,,,,
player,201112010sea,sea,ObomBe00,rush_yds,0,,,,,
player,201112010sea,sea,ObomBe00,rush_td,0,,,,,
player,201112010sea,sea,ObomBe00,rush_long,0,,,,,
player,201112010sea,sea,ObomBe00,targets,2,,,,,
player,201112010sea,sea,ObomBe00,rec,2,,,,,
player,201112010sea,sea,ObomBe00,rec_yds,28,,,,,
player,201112010sea,sea,ObomBe00,rec_td,0,,,,,
player,201112010sea,sea,ObomBe00,rec_long,26,,,,,
player,201112010sea,sea,ObomBe00,fumbles,0,,,,,
player,201112010sea,sea,ObomBe00,fumbles_lost,,,,,,
player,201112010sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201112010sea,sea,BaldDo00,pass_att,0,,,,,
player,201112010sea,sea,BaldDo00,pass_yds,0,,,,,
player,201112010sea,sea,BaldDo00,pass_td,0,,,,,
player,201112010sea,sea,BaldDo00,pass_int,0,,,,,
player,201112010sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201112010sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201112010sea,sea,BaldDo00,pass_long,0,,,,,
player,201112010sea,sea,BaldDo00,pass_rating,,,,,,
player,201112010sea,sea,BaldDo00,rush_att,0,,,,,
player,201112010sea,sea,BaldDo00,rush_yds,0,,,,,
player,201112010sea,sea,BaldDo00,rush_td,0,,,,,
player,201112010sea,sea,BaldDo00,rush_long,0,,,,,
player,201112010sea,sea,BaldDo00,targets,2,,,,,
player,201112010sea,sea,BaldDo00,rec,1,,,,,
player,201112010sea,sea,BaldDo00,rec_yds,21,,,,,
player,201112010sea,sea,BaldDo00,rec_td,0,,,,,
player,201112010sea,sea,BaldDo00,rec_long,21,,,,,
player,201112010sea,sea,BaldDo00,fumbles,0,,,,,
player,201112010sea,sea,BaldDo00,fumbles_lost,,,,,,
player,201112010sea,sea,WillMi03,pass_cmp,0,,,,,
player,201112010sea,sea,WillMi03,pass_att,0,,,,,
player,201112010sea,sea,WillMi03,pass_yds,0,,,,,
player,201112010sea,sea,WillMi03,pass_td,0,,,,,
player,201112010sea,sea,WillMi03,pass_int,0,,,,,
player,201112010sea,sea,WillMi03,pass_sacked,0,,,,,
player,201112010sea,sea,WillMi03,pass_sacked_yds,0,,,,,
player,201112010sea,sea,WillMi03,pass_long,0,,,,,
player,201112010sea,sea,WillMi03,pass_rating,,,,,,
player,201112010sea,sea,WillMi03,rush_att,0,,,,,
player,201112010sea,sea,WillMi03,rush_yds,0,,,,,
player,201112010sea,sea,WillMi03,rush_td,0,,,,,
player,201112010sea,sea,WillMi03,rush_long,0,,,,,
player,201112010sea,sea,WillMi03,targets,2,,,,,
player,201112010sea,sea,WillMi03,rec,0,,,,,
player,201112010sea,sea,WillMi03,rec_yds,0,,,,,
player,201112010sea,sea,WillMi03,rec_td,0,,,,,
player,201112010sea,sea,WillMi03,rec_long,0,,,,,
player,201112010sea,sea,WillMi03,fumbles,0,,,,,
player,201112010sea,sea,WillMi03,fumbles_lost,,,,,,
player,201112010sea,phi,BabiJa20,def_int,0,,,,,
player,201112010sea,phi,BabiJa20,def_int_yds,0,,,,,
player,201112010sea,phi,BabiJa20,def_int_td,0,,,,,
player,201112010sea,phi,BabiJa20,def_int_long,0,,,,,
player,201112010sea,phi,BabiJa20,pass_defended,0,,,,,
player,201112010sea,phi,BabiJa20,sacks,2.0,,,,,
player,201112010sea,phi,BabiJa20,tackles_combined,2,,,,,
player,201112010sea,phi,BabiJa20,tackles_solo,2,,,,,
player,201112010sea,phi,BabiJa20,tackles_assists,0,,,,,
player,201112010sea,phi,BabiJa20,tackles_loss,2,,,,,
player,201112010sea,phi,BabiJa20,qb_hits,3,,,,,
player,201112010sea,phi,BabiJa20,fumbles_rec,0,,,,,
player,201112010sea,phi,BabiJa20,fumbles_rec_yds,0,,,,,
player,201112010sea,phi,BabiJa20,fumbles_rec_td,0,,,,,
player,201112010sea,phi,BabiJa20,fumbles_forced,0,,,,,
player,201112010sea,phi,ColeTr20,def_int,0,,,,,
player,201112010sea,phi,ColeTr20,def_int_yds,0,,,,,
player,201112010sea,phi,ColeTr20,def_int_td,0,,,,,
player,201112010sea,phi,ColeTr20,def_int_long,0,,,,,
player,201112010sea,phi,ColeTr20,pass_defended,0,,,,,
player,201112010sea,phi,ColeTr20,sacks,1.0,,,,,
player,201112010sea,phi,ColeTr20,tackles_combined,2,,,,,
player,201112010sea,phi,ColeTr20,tackles_solo,2,,,,,
player,201112010sea,phi,ColeTr20,tackles_assists,0,,,,,
player,201112010sea,phi,ColeTr20,tackles_loss,1,,,,,
player,201112010sea,phi,ColeTr20,qb_hits,1,,,,,
player,201112010sea,phi,ColeTr20,fumbles_rec,0,,,,,
player,201112010sea,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201112010sea,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201112010sea,phi,ColeTr20,fumbles_forced,0,,,,,
player,201112010sea,phi,ChanJa98,def_int,0,,,,,
player,201112010sea,phi,ChanJa98,def_int_yds,0,,,,,
player,201112010sea,phi,ChanJa98,def_int_td,0,,,,,
player,201112010sea,phi,ChanJa98,def_int_long,0,,,,,
player,201112010sea,phi,ChanJa98,pass_defended,0,,,,,
player,201112010sea,phi,ChanJa98,sacks,0.0,,,,,
player,201112010sea,phi,ChanJa98,tackles_combined,12,,,,,
player,201112010sea,phi,ChanJa98,tackles_solo,7,,,,,
player,201112010sea,phi,ChanJa98,tackles_assists,5,,,,,
player,201112010sea,phi,ChanJa98,tackles_loss,1,,,,,
player,201112010sea,phi,ChanJa98,qb_hits,0,,,,,
player,201112010sea,phi,ChanJa98,fumbles_rec,0,,,,,
player,201112010sea,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201112010sea,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201112010sea,phi,ChanJa98,fumbles_forced,0,,,,,
player,201112010sea,phi,AlleNa99,def_int,0,,,,,
player,201112010sea,phi,AlleNa99,def_int_yds,0,,,,,
player,201112010sea,phi,AlleNa99,def_int_td,0,,,,,
player,201112010sea,phi,AlleNa99,def_int_long,0,,,,,
player,201112010sea,phi,AlleNa99,pass_defended,0,,,,,
player,201112010sea,phi,AlleNa99,sacks,0.0,,,,,
player,201112010sea,phi,AlleNa99,tackles_combined,11,,,,,
player,201112010sea,phi,AlleNa99,tackles_solo,6,,,,,
player,201112010sea,phi,AlleNa99,tackles_assists,5,,,,,
