game,2011,6,20111016,201110160rai,cle,"Cleveland Browns",17,rai,"Oakland Raiders",24
player,201110160rai,rai,LechSh20,rec,0,,,,,
player,201110160rai,rai,LechSh20,rec_yds,0,,,,,
player,201110160rai,rai,LechSh20,rec_td,0,,,,,
player,201110160rai,rai,LechSh20,rec_long,0,,,,,
player,201110160rai,rai,LechSh20,fumbles,0,,,,,
player,201110160rai,rai,LechSh20,fumbles_lost,,,,,,
player,201110160rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201110160rai,rai,McFaDa00,pass_att,0,,,,,
player,201110160rai,rai,McFaDa00,pass_yds,0,,,,,
player,201110160rai,rai,McFaDa00,pass_td,0,,,,,
player,201110160rai,rai,McFaDa00,pass_int,0,,,,,
player,201110160rai,rai,McFaDa00,pass_sacked,,,,,,
player,201110160rai,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201110160rai,rai,McFaDa00,pass_long,0,,,,,
player,201110160rai,rai,McFaDa00,pass_rating,,,,,,
player,201110160rai,rai,McFaDa00,rush_att,20,,,,,
player,201110160rai,rai,McFaDa00,rush_yds,91,,,,,
player,201110160rai,rai,McFaDa00,rush_td,1,,,,,
player,201110160rai,rai,McFaDa00,rush_long,24,,,,,
player,201110160rai,rai,McFaDa00,targets,1,,,,,
player,201110160rai,rai,McFaDa00,rec,1,,,,,
player,201110160rai,rai,McFaDa00,rec_yds,2,,,,,
player,201110160rai,rai,McFaDa00,rec_td,0,,,,,
player,201110160rai,rai,McFaDa00,rec_long,2,,,,,
player,201110160rai,rai,McFaDa00,fumbles,0,,,,,
player,201110160rai,rai,McFaDa00,fumbles_lost,,,,,,
player,201110160rai,rai,BushMi00,pass_cmp,0,,,,,
player,201110160rai,rai,BushMi00,pass_att,0,,,,,
player,201110160rai,rai,BushMi00,pass_yds,0,,,,,
player,201110160rai,rai,BushMi00,pass_td,0,,,,,
player,201110160rai,rai,BushMi00,pass_int,0,,,,,
player,201110160rai,rai,BushMi00,pass_sacked,,,,,,
player,201110160rai,rai,BushMi00,pass_sacked_yds,0,,,,,
player,201110160rai,rai,BushMi00,pass_long,0,,,,,
player,201110160rai,rai,BushMi00,pass_rating,,,,,,
player,201110160rai,rai,BushMi00,rush_att,10,,,,,
player,201110160rai,rai,BushMi00,rush_yds,28,,,,,
player,201110160rai,rai,BushMi00,rush_td,0,,,,,
player,201110160rai,rai,BushMi00,rush_long,10,,,,,
player,201110160rai,rai,BushMi00,targets,1,,,,,
player,201110160rai,rai,BushMi00,rec,1,,,,,
player,201110160rai,rai,BushMi00,rec_yds,9,,,,,
player,201110160rai,rai,BushMi00,rec_td,0,,,,,
player,201110160rai,rai,BushMi00,rec_long,9,,,,,
player,201110160rai,rai,BushMi00,fumbles,0,,,,,
player,201110160rai,rai,BushMi00,fumbles_lost,,,,,,
player,201110160rai,rai,TongMa00,pass_cmp,0,,,,,
player,201110160rai,rai,TongMa00,pass_att,0,,,,,
player,201110160rai,rai,TongMa00,pass_yds,0,,,,,
player,201110160rai,rai,TongMa00,pass_td,0,,,,,
player,201110160rai,rai,TongMa00,pass_int,0,,,,,
player,201110160rai,rai,TongMa00,pass_sacked,,,,,,
player,201110160rai,rai,TongMa00,pass_sacked_yds,0,,,,,
player,201110160rai,rai,TongMa00,pass_long,0,,,,,
player,201110160rai,rai,TongMa00,pass_rating,,,,,,
player,201110160rai,rai,TongMa00,rush_att,1,,,,,
player,201110160rai,rai,TongMa00,rush_yds,12,,,,,
player,201110160rai,rai,TongMa00,rush_td,0,,,,,
player,201110160rai,rai,TongMa00,rush_long,12,,,,,
player,201110160rai,rai,TongMa00,targets,1,,,,,
player,201110160rai,rai,TongMa00,rec,0,,,,,
player,201110160rai,rai,TongMa00,rec_yds,0,,,,,
player,201110160rai,rai,TongMa00,rec_td,0,,,,,
player,201110160rai,rai,TongMa00,rec_long,0,,,,,
player,201110160rai,rai,TongMa00,fumbles,0,,,,,
player,201110160rai,rai,TongMa00,fumbles_lost,,,,,,
player,201110160rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201110160rai,rai,HeywDa00,pass_att,0,,,,,
player,201110160rai,rai,HeywDa00,pass_yds,0,,,,,
player,201110160rai,rai,HeywDa00,pass_td,0,,,,,
player,201110160rai,rai,HeywDa00,pass_int,0,,,,,
player,201110160rai,rai,HeywDa00,pass_sacked,,,,,,
player,201110160rai,rai,HeywDa00,pass_sacked_yds,0,,,,,
player,201110160rai,rai,HeywDa00,pass_long,0,,,,,
player,201110160rai,rai,HeywDa00,pass_rating,,,,,,
player,201110160rai,rai,HeywDa00,rush_att,0,,,,,
player,201110160rai,rai,HeywDa00,rush_yds,0,,,,,
player,201110160rai,rai,HeywDa00,rush_td,0,,,,,
player,201110160rai,rai,HeywDa00,rush_long,0,,,,,
player,201110160rai,rai,HeywDa00,targets,9,,,,,
player,201110160rai,rai,HeywDa00,rec,6,,,,,
player,201110160rai,rai,HeywDa00,rec_yds,82,,,,,
player,201110160rai,rai,HeywDa00,rec_td,0,,,,,
player,201110160rai,rai,HeywDa00,rec_long,21,,,,,
player,201110160rai,rai,HeywDa00,fumbles,0,,,,,
player,201110160rai,rai,HeywDa00,fumbles_lost,,,,,,
player,201110160rai,rai,FordJa01,pass_cmp,0,,,,,
player,201110160rai,rai,FordJa01,pass_att,0,,,,,
player,201110160rai,rai,FordJa01,pass_yds,0,,,,,
player,201110160rai,rai,FordJa01,pass_td,0,,,,,
player,201110160rai,rai,FordJa01,pass_int,0,,,,,
player,201110160rai,rai,FordJa01,pass_sacked,,,,,,
player,201110160rai,rai,FordJa01,pass_sacked_yds,0,,,,,
player,201110160rai,rai,FordJa01,pass_long,0,,,,,
player,201110160rai,rai,FordJa01,pass_rating,,,,,,
player,201110160rai,rai,FordJa01,rush_att,0,,,,,
player,201110160rai,rai,FordJa01,rush_yds,0,,,,,
player,201110160rai,rai,FordJa01,rush_td,0,,,,,
player,201110160rai,rai,FordJa01,rush_long,0,,,,,
player,201110160rai,rai,FordJa01,targets,4,,,,,
player,201110160rai,rai,FordJa01,rec,3,,,,,
player,201110160rai,rai,FordJa01,rec_yds,43,,,,,
player,201110160rai,rai,FordJa01,rec_td,0,,,,,
player,201110160rai,rai,FordJa01,rec_long,27,,,,,
player,201110160rai,rai,FordJa01,fumbles,0,,,,,
player,201110160rai,rai,FordJa01,fumbles_lost,,,,,,
player,201110160rai,rai,BossKe00,pass_cmp,0,,,,,
player,201110160rai,rai,BossKe00,pass_att,0,,,,,
player,201110160rai,rai,BossKe00,pass_yds,0,,,,,
player,201110160rai,rai,BossKe00,pass_td,0,,,,,
player,201110160rai,rai,BossKe00,pass_int,0,,,,,
player,201110160rai,rai,BossKe00,pass_sacked,,,,,,
player,201110160rai,rai,BossKe00,pass_sacked_yds,0,,,,,
player,201110160rai,rai,BossKe00,pass_long,0,,,,,
player,201110160rai,rai,BossKe00,pass_rating,,,,,,
player,201110160rai,rai,BossKe00,rush_att,0,,,,,
player,201110160rai,rai,BossKe00,rush_yds,0,,,,,
player,201110160rai,rai,BossKe00,rush_td,0,,,,,
player,201110160rai,rai,BossKe00,rush_long,0,,,,,
player,201110160rai,rai,BossKe00,targets,1,,,,,
player,201110160rai,rai,BossKe00,rec,1,,,,,
player,201110160rai,rai,BossKe00,rec_yds,35,,,,,
player,201110160rai,rai,BossKe00,rec_td,1,,,,,
player,201110160rai,rai,BossKe00,rec_long,35,,,,,
player,201110160rai,rai,BossKe00,fumbles,0,,,,,
player,201110160rai,rai,BossKe00,fumbles_lost,,,,,,
player,201110160rai,rai,MyerBr00,pass_cmp,0,,,,,
player,201110160rai,rai,MyerBr00,pass_att,0,,,,,
player,201110160rai,rai,MyerBr00,pass_yds,0,,,,,
player,201110160rai,rai,MyerBr00,pass_td,0,,,,,
player,201110160rai,rai,MyerBr00,pass_int,0,,,,,
player,201110160rai,rai,MyerBr00,pass_sacked,,,,,,
player,201110160rai,rai,MyerBr00,pass_sacked_yds,0,,,,,
player,201110160rai,rai,MyerBr00,pass_long,0,,,,,
player,201110160rai,rai,MyerBr00,pass_rating,,,,,,
player,201110160rai,rai,MyerBr00,rush_att,0,,,,,
player,201110160rai,rai,MyerBr00,rush_yds,0,,,,,
player,201110160rai,rai,MyerBr00,rush_td,0,,,,,
player,201110160rai,rai,MyerBr00,rush_long,0,,,,,
player,201110160rai,rai,MyerBr00,targets,1,,,,,
player,201110160rai,rai,MyerBr00,rec,1,,,,,
player,201110160rai,rai,MyerBr00,rec_yds,3,,,,,
player,201110160rai,rai,MyerBr00,rec_td,0,,,,,
player,201110160rai,rai,MyerBr00,rec_long,3,,,,,
player,201110160rai,rai,MyerBr00,fumbles,0,,,,,
player,201110160rai,rai,MyerBr00,fumbles_lost,,,,,,
player,201110160rai,rai,MurpLo00,pass_cmp,0,,,,,
player,201110160rai,rai,MurpLo00,pass_att,0,,,,,
player,201110160rai,rai,MurpLo00,pass_yds,0,,,,,
player,201110160rai,rai,MurpLo00,pass_td,0,,,,,
player,201110160rai,rai,MurpLo00,pass_int,0,,,,,
player,201110160rai,rai,MurpLo00,pass_sacked,0,,,,,
player,201110160rai,rai,MurpLo00,pass_sacked_yds,0,,,,,
player,201110160rai,rai,MurpLo00,pass_long,0,,,,,
player,201110160rai,rai,MurpLo00,pass_rating,,,,,,
player,201110160rai,rai,MurpLo00,rush_att,0,,,,,
player,201110160rai,rai,MurpLo00,rush_yds,0,,,,,
player,201110160rai,rai,MurpLo00,rush_td,0,,,,,
player,201110160rai,rai,MurpLo00,rush_long,0,,,,,
player,201110160rai,rai,MurpLo00,targets,1,,,,,
player,201110160rai,rai,MurpLo00,rec,0,,,,,
player,201110160rai,rai,MurpLo00,rec_yds,0,,,,,
player,201110160rai,rai,MurpLo00,rec_td,0,,,,,
player,201110160rai,rai,MurpLo00,rec_long,0,,,,,
player,201110160rai,rai,MurpLo00,fumbles,0,,,,,
player,201110160rai,rai,MurpLo00,fumbles_lost,,,,,,
player,201110160rai,rai,AusbDa00,pass_cmp,0,,,,,
player,201110160rai,rai,AusbDa00,pass_att,0,,,,,
player,201110160rai,rai,AusbDa00,pass_yds,0,,,,,
player,201110160rai,rai,AusbDa00,pass_td,0,,,,,
player,201110160rai,rai,AusbDa00,pass_int,0,,,,,
player,201110160rai,rai,AusbDa00,pass_sacked,,,,,,
player,201110160rai,rai,AusbDa00,pass_sacked_yds,0,,,,,
player,201110160rai,rai,AusbDa00,pass_long,0,,,,,
player,201110160rai,rai,AusbDa00,pass_rating,,,,,,
player,201110160rai,rai,AusbDa00,rush_att,1,,,,,
player,201110160rai,rai,AusbDa00,rush_yds,-2,,,,,
player,201110160rai,rai,AusbDa00,rush_td,0,,,,,
player,201110160rai,rai,AusbDa00,rush_long,-2,,,,,
player,201110160rai,rai,AusbDa00,targets,1,,,,,
player,201110160rai,rai,AusbDa00,rec,1,,,,,
player,201110160rai,rai,AusbDa00,rec_yds,4,,,,,
player,201110160rai,rai,AusbDa00,rec_td,0,,,,,
player,201110160rai,rai,AusbDa00,rec_long,4,,,,,
player,201110160rai,rai,AusbDa00,fumbles,0,,,,,
player,201110160rai,rai,AusbDa00,fumbles_lost,,,,,,
player,201110160rai,rai,MoorDe02,pass_cmp,0,,,,,
player,201110160rai,rai,MoorDe02,pass_att,0,,,,,
player,201110160rai,rai,MoorDe02,pass_yds,0,,,,,
player,201110160rai,rai,MoorDe02,pass_td,0,,,,,
player,201110160rai,rai,MoorDe02,pass_int,0,,,,,
player,201110160rai,rai,MoorDe02,pass_sacked,,,,,,
player,201110160rai,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201110160rai,rai,MoorDe02,pass_long,0,,,,,
player,201110160rai,rai,MoorDe02,pass_rating,,,,,,
player,201110160rai,rai,MoorDe02,rush_att,1,,,,,
player,201110160rai,rai,MoorDe02,rush_yds,-3,,,,,
player,201110160rai,rai,MoorDe02,rush_td,0,,,,,
player,201110160rai,rai,MoorDe02,rush_long,-3,,,,,
player,201110160rai,rai,MoorDe02,targets,4,,,,,
player,201110160rai,rai,MoorDe02,rec,1,,,,,
player,201110160rai,rai,MoorDe02,rec_yds,9,,,,,
player,201110160rai,rai,MoorDe02,rec_td,0,,,,,
player,201110160rai,rai,MoorDe02,rec_long,9,,,,,
player,201110160rai,rai,MoorDe02,fumbles,0,,,,,
