game,2011,12,20111127,201111270rai,chi,"Chicago Bears",20,rai,"Oakland Raiders",25
player,201111270rai,chi,BrigLa99,fumbles_rec,0,,,,,
player,201111270rai,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,BrigLa99,fumbles_forced,0,,,,,
player,201111270rai,chi,TillCh20,def_int,0,,,,,
player,201111270rai,chi,TillCh20,def_int_yds,0,,,,,
player,201111270rai,chi,TillCh20,def_int_td,0,,,,,
player,201111270rai,chi,TillCh20,def_int_long,0,,,,,
player,201111270rai,chi,TillCh20,pass_defended,0,,,,,
player,201111270rai,chi,TillCh20,sacks,0.0,,,,,
player,201111270rai,chi,TillCh20,tackles_combined,6,,,,,
player,201111270rai,chi,TillCh20,tackles_solo,4,,,,,
player,201111270rai,chi,TillCh20,tackles_assists,2,,,,,
player,201111270rai,chi,TillCh20,tackles_loss,0,,,,,
player,201111270rai,chi,TillCh20,qb_hits,0,,,,,
player,201111270rai,chi,TillCh20,fumbles_rec,0,,,,,
player,201111270rai,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201111270rai,chi,TillCh20,fumbles_forced,0,,,,,
player,201111270rai,chi,WrigMa99,def_int,0,,,,,
player,201111270rai,chi,WrigMa99,def_int_yds,0,,,,,
player,201111270rai,chi,WrigMa99,def_int_td,0,,,,,
player,201111270rai,chi,WrigMa99,def_int_long,0,,,,,
player,201111270rai,chi,WrigMa99,pass_defended,1,,,,,
player,201111270rai,chi,WrigMa99,sacks,0.0,,,,,
player,201111270rai,chi,WrigMa99,tackles_combined,6,,,,,
player,201111270rai,chi,WrigMa99,tackles_solo,5,,,,,
player,201111270rai,chi,WrigMa99,tackles_assists,1,,,,,
player,201111270rai,chi,WrigMa99,tackles_loss,1,,,,,
player,201111270rai,chi,WrigMa99,qb_hits,0,,,,,
player,201111270rai,chi,WrigMa99,fumbles_rec,0,,,,,
player,201111270rai,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,WrigMa99,fumbles_forced,0,,,,,
player,201111270rai,chi,ContCh00,def_int,0,,,,,
player,201111270rai,chi,ContCh00,def_int_yds,0,,,,,
player,201111270rai,chi,ContCh00,def_int_td,0,,,,,
player,201111270rai,chi,ContCh00,def_int_long,0,,,,,
player,201111270rai,chi,ContCh00,pass_defended,0,,,,,
player,201111270rai,chi,ContCh00,sacks,0.0,,,,,
player,201111270rai,chi,ContCh00,tackles_combined,5,,,,,
player,201111270rai,chi,ContCh00,tackles_solo,3,,,,,
player,201111270rai,chi,ContCh00,tackles_assists,2,,,,,
player,201111270rai,chi,ContCh00,tackles_loss,0,,,,,
player,201111270rai,chi,ContCh00,qb_hits,0,,,,,
player,201111270rai,chi,ContCh00,fumbles_rec,0,,,,,
player,201111270rai,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201111270rai,chi,ContCh00,fumbles_forced,0,,,,,
player,201111270rai,chi,UrlaBr00,def_int,0,,,,,
player,201111270rai,chi,UrlaBr00,def_int_yds,0,,,,,
player,201111270rai,chi,UrlaBr00,def_int_td,0,,,,,
player,201111270rai,chi,UrlaBr00,def_int_long,0,,,,,
player,201111270rai,chi,UrlaBr00,pass_defended,0,,,,,
player,201111270rai,chi,UrlaBr00,sacks,0.0,,,,,
player,201111270rai,chi,UrlaBr00,tackles_combined,5,,,,,
player,201111270rai,chi,UrlaBr00,tackles_solo,5,,,,,
player,201111270rai,chi,UrlaBr00,tackles_assists,0,,,,,
player,201111270rai,chi,UrlaBr00,tackles_loss,0,,,,,
player,201111270rai,chi,UrlaBr00,qb_hits,0,,,,,
player,201111270rai,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201111270rai,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201111270rai,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201111270rai,chi,DaviCh22,def_int,0,,,,,
player,201111270rai,chi,DaviCh22,def_int_yds,0,,,,,
player,201111270rai,chi,DaviCh22,def_int_td,0,,,,,
player,201111270rai,chi,DaviCh22,def_int_long,0,,,,,
player,201111270rai,chi,DaviCh22,pass_defended,0,,,,,
player,201111270rai,chi,DaviCh22,sacks,0.0,,,,,
player,201111270rai,chi,DaviCh22,tackles_combined,4,,,,,
player,201111270rai,chi,DaviCh22,tackles_solo,4,,,,,
player,201111270rai,chi,DaviCh22,tackles_assists,0,,,,,
player,201111270rai,chi,DaviCh22,tackles_loss,1,,,,,
player,201111270rai,chi,DaviCh22,qb_hits,0,,,,,
player,201111270rai,chi,DaviCh22,fumbles_rec,0,,,,,
player,201111270rai,chi,DaviCh22,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,DaviCh22,fumbles_rec_td,0,,,,,
player,201111270rai,chi,DaviCh22,fumbles_forced,0,,,,,
player,201111270rai,chi,RoacNi99,def_int,0,,,,,
player,201111270rai,chi,RoacNi99,def_int_yds,0,,,,,
player,201111270rai,chi,RoacNi99,def_int_td,0,,,,,
player,201111270rai,chi,RoacNi99,def_int_long,0,,,,,
player,201111270rai,chi,RoacNi99,pass_defended,0,,,,,
player,201111270rai,chi,RoacNi99,sacks,0.0,,,,,
player,201111270rai,chi,RoacNi99,tackles_combined,4,,,,,
player,201111270rai,chi,RoacNi99,tackles_solo,4,,,,,
player,201111270rai,chi,RoacNi99,tackles_assists,0,,,,,
player,201111270rai,chi,RoacNi99,tackles_loss,1,,,,,
player,201111270rai,chi,RoacNi99,qb_hits,0,,,,,
player,201111270rai,chi,RoacNi99,fumbles_rec,0,,,,,
player,201111270rai,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,RoacNi99,fumbles_forced,0,,,,,
player,201111270rai,chi,JennTi20,def_int,0,,,,,
player,201111270rai,chi,JennTi20,def_int_yds,0,,,,,
player,201111270rai,chi,JennTi20,def_int_td,0,,,,,
player,201111270rai,chi,JennTi20,def_int_long,0,,,,,
player,201111270rai,chi,JennTi20,pass_defended,3,,,,,
player,201111270rai,chi,JennTi20,sacks,0.0,,,,,
player,201111270rai,chi,JennTi20,tackles_combined,3,,,,,
player,201111270rai,chi,JennTi20,tackles_solo,3,,,,,
player,201111270rai,chi,JennTi20,tackles_assists,0,,,,,
player,201111270rai,chi,JennTi20,tackles_loss,0,,,,,
player,201111270rai,chi,JennTi20,qb_hits,0,,,,,
player,201111270rai,chi,JennTi20,fumbles_rec,0,,,,,
player,201111270rai,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201111270rai,chi,JennTi20,fumbles_forced,0,,,,,
player,201111270rai,chi,ToeaMa99,def_int,0,,,,,
player,201111270rai,chi,ToeaMa99,def_int_yds,0,,,,,
player,201111270rai,chi,ToeaMa99,def_int_td,0,,,,,
player,201111270rai,chi,ToeaMa99,def_int_long,0,,,,,
player,201111270rai,chi,ToeaMa99,pass_defended,0,,,,,
player,201111270rai,chi,ToeaMa99,sacks,0.0,,,,,
player,201111270rai,chi,ToeaMa99,tackles_combined,3,,,,,
player,201111270rai,chi,ToeaMa99,tackles_solo,3,,,,,
player,201111270rai,chi,ToeaMa99,tackles_assists,0,,,,,
player,201111270rai,chi,ToeaMa99,tackles_loss,0,,,,,
player,201111270rai,chi,ToeaMa99,qb_hits,0,,,,,
player,201111270rai,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201111270rai,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201111270rai,chi,BowmZa20,def_int,0,,,,,
player,201111270rai,chi,BowmZa20,def_int_yds,0,,,,,
player,201111270rai,chi,BowmZa20,def_int_td,0,,,,,
player,201111270rai,chi,BowmZa20,def_int_long,0,,,,,
player,201111270rai,chi,BowmZa20,pass_defended,0,,,,,
player,201111270rai,chi,BowmZa20,sacks,0.0,,,,,
player,201111270rai,chi,BowmZa20,tackles_combined,1,,,,,
player,201111270rai,chi,BowmZa20,tackles_solo,1,,,,,
player,201111270rai,chi,BowmZa20,tackles_assists,0,,,,,
player,201111270rai,chi,BowmZa20,tackles_loss,0,,,,,
player,201111270rai,chi,BowmZa20,qb_hits,0,,,,,
player,201111270rai,chi,BowmZa20,fumbles_rec,0,,,,,
player,201111270rai,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201111270rai,chi,BowmZa20,fumbles_forced,0,,,,,
player,201111270rai,chi,IdonIs20,def_int,0,,,,,
player,201111270rai,chi,IdonIs20,def_int_yds,0,,,,,
player,201111270rai,chi,IdonIs20,def_int_td,0,,,,,
player,201111270rai,chi,IdonIs20,def_int_long,0,,,,,
player,201111270rai,chi,IdonIs20,pass_defended,0,,,,,
player,201111270rai,chi,IdonIs20,sacks,0.0,,,,,
player,201111270rai,chi,IdonIs20,tackles_combined,1,,,,,
player,201111270rai,chi,IdonIs20,tackles_solo,1,,,,,
player,201111270rai,chi,IdonIs20,tackles_assists,0,,,,,
player,201111270rai,chi,IdonIs20,tackles_loss,0,,,,,
player,201111270rai,chi,IdonIs20,qb_hits,0,,,,,
player,201111270rai,chi,IdonIs20,fumbles_rec,0,,,,,
player,201111270rai,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201111270rai,chi,IdonIs20,fumbles_forced,0,,,,,
player,201111270rai,chi,MeriBr99,def_int,0,,,,,
player,201111270rai,chi,MeriBr99,def_int_yds,0,,,,,
player,201111270rai,chi,MeriBr99,def_int_td,0,,,,,
player,201111270rai,chi,MeriBr99,def_int_long,0,,,,,
player,201111270rai,chi,MeriBr99,pass_defended,0,,,,,
player,201111270rai,chi,MeriBr99,sacks,0.0,,,,,
player,201111270rai,chi,MeriBr99,tackles_combined,1,,,,,
player,201111270rai,chi,MeriBr99,tackles_solo,0,,,,,
player,201111270rai,chi,MeriBr99,tackles_assists,1,,,,,
player,201111270rai,chi,MeriBr99,tackles_loss,0,,,,,
player,201111270rai,chi,MeriBr99,qb_hits,0,,,,,
player,201111270rai,chi,MeriBr99,fumbles_rec,0,,,,,
player,201111270rai,chi,MeriBr99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,MeriBr99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,MeriBr99,fumbles_forced,0,,,,,
player,201111270rai,chi,StelCr99,def_int,0,,,,,
player,201111270rai,chi,StelCr99,def_int_yds,0,,,,,
player,201111270rai,chi,StelCr99,def_int_td,0,,,,,
player,201111270rai,chi,StelCr99,def_int_long,0,,,,,
player,201111270rai,chi,StelCr99,pass_defended,0,,,,,
player,201111270rai,chi,StelCr99,sacks,0.0,,,,,
player,201111270rai,chi,StelCr99,tackles_combined,1,,,,,
player,201111270rai,chi,StelCr99,tackles_solo,0,,,,,
player,201111270rai,chi,StelCr99,tackles_assists,1,,,,,
player,201111270rai,chi,StelCr99,tackles_loss,0,,,,,
player,201111270rai,chi,StelCr99,qb_hits,0,,,,,
player,201111270rai,chi,StelCr99,fumbles_rec,0,,,,,
player,201111270rai,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,StelCr99,fumbles_forced,0,,,,,
player,201111270rai,chi,VenaWi00,def_int,0,,,,,
player,201111270rai,chi,VenaWi00,def_int_yds,0,,,,,
player,201111270rai,chi,VenaWi00,def_int_td,0,,,,,
player,201111270rai,chi,VenaWi00,def_int_long,0,,,,,
player,201111270rai,chi,VenaWi00,pass_defended,0,,,,,
player,201111270rai,chi,VenaWi00,sacks,0.0,,,,,
player,201111270rai,chi,VenaWi00,tackles_combined,1,,,,,
player,201111270rai,chi,VenaWi00,tackles_solo,0,,,,,
player,201111270rai,chi,VenaWi00,tackles_assists,1,,,,,
player,201111270rai,chi,VenaWi00,tackles_loss,0,,,,,
player,201111270rai,chi,VenaWi00,qb_hits,0,,,,,
player,201111270rai,chi,VenaWi00,fumbles_rec,0,,,,,
player,201111270rai,chi,VenaWi00,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,VenaWi00,fumbles_rec_td,0,,,,,
player,201111270rai,chi,VenaWi00,fumbles_forced,0,,,,,
player,201111270rai,chi,WootCo99,def_int,0,,,,,
player,201111270rai,chi,WootCo99,def_int_yds,0,,,,,
player,201111270rai,chi,WootCo99,def_int_td,0,,,,,
player,201111270rai,chi,WootCo99,def_int_long,0,,,,,
player,201111270rai,chi,WootCo99,pass_defended,0,,,,,
player,201111270rai,chi,WootCo99,sacks,0.0,,,,,
player,201111270rai,chi,WootCo99,tackles_combined,1,,,,,
player,201111270rai,chi,WootCo99,tackles_solo,1,,,,,
player,201111270rai,chi,WootCo99,tackles_assists,0,,,,,
player,201111270rai,chi,WootCo99,tackles_loss,0,,,,,
player,201111270rai,chi,WootCo99,qb_hits,0,,,,,
player,201111270rai,chi,WootCo99,fumbles_rec,0,,,,,
player,201111270rai,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201111270rai,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201111270rai,chi,WootCo99,fumbles_forced,0,,,,,
player,201111270rai,rai,WimbKa20,def_int,1,,,,,
player,201111270rai,rai,WimbKa20,def_int_yds,73,,,,,
player,201111270rai,rai,WimbKa20,def_int_td,0,,,,,
player,201111270rai,rai,WimbKa20,def_int_long,73,,,,,
player,201111270rai,rai,WimbKa20,pass_defended,1,,,,,
player,201111270rai,rai,WimbKa20,sacks,1.0,,,,,
player,201111270rai,rai,WimbKa20,tackles_combined,4,,,,,
player,201111270rai,rai,WimbKa20,tackles_solo,4,,,,,
player,201111270rai,rai,WimbKa20,tackles_assists,0,,,,,
player,201111270rai,rai,WimbKa20,tackles_loss,1,,,,,
player,201111270rai,rai,WimbKa20,qb_hits,2,,,,,
player,201111270rai,rai,WimbKa20,fumbles_rec,0,,,,,
player,201111270rai,rai,WimbKa20,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,WimbKa20,fumbles_rec_td,0,,,,,
player,201111270rai,rai,WimbKa20,fumbles_forced,0,,,,,
player,201111270rai,rai,HuffMi20,def_int,1,,,,,
player,201111270rai,rai,HuffMi20,def_int_yds,24,,,,,
player,201111270rai,rai,HuffMi20,def_int_td,0,,,,,
player,201111270rai,rai,HuffMi20,def_int_long,24,,,,,
player,201111270rai,rai,HuffMi20,pass_defended,1,,,,,
player,201111270rai,rai,HuffMi20,sacks,0.0,,,,,
player,201111270rai,rai,HuffMi20,tackles_combined,4,,,,,
player,201111270rai,rai,HuffMi20,tackles_solo,3,,,,,
player,201111270rai,rai,HuffMi20,tackles_assists,1,,,,,
player,201111270rai,rai,HuffMi20,tackles_loss,0,,,,,
player,201111270rai,rai,HuffMi20,qb_hits,0,,,,,
player,201111270rai,rai,HuffMi20,fumbles_rec,0,,,,,
player,201111270rai,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201111270rai,rai,HuffMi20,fumbles_forced,0,,,,,
player,201111270rai,rai,RoutSt20,def_int,1,,,,,
player,201111270rai,rai,RoutSt20,def_int_yds,2,,,,,
player,201111270rai,rai,RoutSt20,def_int_td,0,,,,,
player,201111270rai,rai,RoutSt20,def_int_long,2,,,,,
player,201111270rai,rai,RoutSt20,pass_defended,1,,,,,
player,201111270rai,rai,RoutSt20,sacks,0.0,,,,,
player,201111270rai,rai,RoutSt20,tackles_combined,1,,,,,
player,201111270rai,rai,RoutSt20,tackles_solo,1,,,,,
player,201111270rai,rai,RoutSt20,tackles_assists,0,,,,,
player,201111270rai,rai,RoutSt20,tackles_loss,0,,,,,
player,201111270rai,rai,RoutSt20,qb_hits,0,,,,,
player,201111270rai,rai,RoutSt20,fumbles_rec,0,,,,,
player,201111270rai,rai,RoutSt20,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,RoutSt20,fumbles_rec_td,0,,,,,
player,201111270rai,rai,RoutSt20,fumbles_forced,0,,,,,
player,201111270rai,rai,BranTy99,def_int,0,,,,,
player,201111270rai,rai,BranTy99,def_int_yds,0,,,,,
player,201111270rai,rai,BranTy99,def_int_td,0,,,,,
player,201111270rai,rai,BranTy99,def_int_long,0,,,,,
player,201111270rai,rai,BranTy99,pass_defended,0,,,,,
player,201111270rai,rai,BranTy99,sacks,1.0,,,,,
player,201111270rai,rai,BranTy99,tackles_combined,8,,,,,
player,201111270rai,rai,BranTy99,tackles_solo,8,,,,,
player,201111270rai,rai,BranTy99,tackles_assists,0,,,,,
player,201111270rai,rai,BranTy99,tackles_loss,1,,,,,
player,201111270rai,rai,BranTy99,qb_hits,1,,,,,
player,201111270rai,rai,BranTy99,fumbles_rec,0,,,,,
player,201111270rai,rai,BranTy99,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,BranTy99,fumbles_rec_td,0,,,,,
player,201111270rai,rai,BranTy99,fumbles_forced,0,,,,,
player,201111270rai,rai,McClRo00,def_int,0,,,,,
player,201111270rai,rai,McClRo00,def_int_yds,0,,,,,
player,201111270rai,rai,McClRo00,def_int_td,0,,,,,
player,201111270rai,rai,McClRo00,def_int_long,0,,,,,
player,201111270rai,rai,McClRo00,pass_defended,0,,,,,
player,201111270rai,rai,McClRo00,sacks,1.0,,,,,
player,201111270rai,rai,McClRo00,tackles_combined,6,,,,,
player,201111270rai,rai,McClRo00,tackles_solo,5,,,,,
player,201111270rai,rai,McClRo00,tackles_assists,1,,,,,
player,201111270rai,rai,McClRo00,tackles_loss,2,,,,,
player,201111270rai,rai,McClRo00,qb_hits,1,,,,,
player,201111270rai,rai,McClRo00,fumbles_rec,0,,,,,
player,201111270rai,rai,McClRo00,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,McClRo00,fumbles_rec_td,0,,,,,
player,201111270rai,rai,McClRo00,fumbles_forced,0,,,,,
player,201111270rai,rai,SeymRi00,def_int,0,,,,,
player,201111270rai,rai,SeymRi00,def_int_yds,0,,,,,
player,201111270rai,rai,SeymRi00,def_int_td,0,,,,,
player,201111270rai,rai,SeymRi00,def_int_long,0,,,,,
player,201111270rai,rai,SeymRi00,pass_defended,0,,,,,
player,201111270rai,rai,SeymRi00,sacks,1.0,,,,,
player,201111270rai,rai,SeymRi00,tackles_combined,1,,,,,
player,201111270rai,rai,SeymRi00,tackles_solo,1,,,,,
player,201111270rai,rai,SeymRi00,tackles_assists,0,,,,,
player,201111270rai,rai,SeymRi00,tackles_loss,0,,,,,
player,201111270rai,rai,SeymRi00,qb_hits,2,,,,,
player,201111270rai,rai,SeymRi00,fumbles_rec,0,,,,,
player,201111270rai,rai,SeymRi00,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,SeymRi00,fumbles_rec_td,0,,,,,
player,201111270rai,rai,SeymRi00,fumbles_forced,0,,,,,
player,201111270rai,rai,HousLa99,def_int,0,,,,,
player,201111270rai,rai,HousLa99,def_int_yds,0,,,,,
player,201111270rai,rai,HousLa99,def_int_td,0,,,,,
player,201111270rai,rai,HousLa99,def_int_long,0,,,,,
player,201111270rai,rai,HousLa99,pass_defended,0,,,,,
player,201111270rai,rai,HousLa99,sacks,0.0,,,,,
player,201111270rai,rai,HousLa99,tackles_combined,5,,,,,
player,201111270rai,rai,HousLa99,tackles_solo,5,,,,,
player,201111270rai,rai,HousLa99,tackles_assists,0,,,,,
player,201111270rai,rai,HousLa99,tackles_loss,0,,,,,
player,201111270rai,rai,HousLa99,qb_hits,0,,,,,
player,201111270rai,rai,HousLa99,fumbles_rec,0,,,,,
player,201111270rai,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201111270rai,rai,HousLa99,fumbles_forced,0,,,,,
player,201111270rai,rai,ShepLi99,def_int,0,,,,,
player,201111270rai,rai,ShepLi99,def_int_yds,0,,,,,
player,201111270rai,rai,ShepLi99,def_int_td,0,,,,,
player,201111270rai,rai,ShepLi99,def_int_long,0,,,,,
player,201111270rai,rai,ShepLi99,pass_defended,1,,,,,
player,201111270rai,rai,ShepLi99,sacks,0.0,,,,,
player,201111270rai,rai,ShepLi99,tackles_combined,5,,,,,
player,201111270rai,rai,ShepLi99,tackles_solo,5,,,,,
player,201111270rai,rai,ShepLi99,tackles_assists,0,,,,,
player,201111270rai,rai,ShepLi99,tackles_loss,0,,,,,
player,201111270rai,rai,ShepLi99,qb_hits,0,,,,,
player,201111270rai,rai,ShepLi99,fumbles_rec,0,,,,,
player,201111270rai,rai,ShepLi99,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,ShepLi99,fumbles_rec_td,0,,,,,
player,201111270rai,rai,ShepLi99,fumbles_forced,0,,,,,
player,201111270rai,rai,CurrAa99,def_int,0,,,,,
player,201111270rai,rai,CurrAa99,def_int_yds,0,,,,,
player,201111270rai,rai,CurrAa99,def_int_td,0,,,,,
player,201111270rai,rai,CurrAa99,def_int_long,0,,,,,
player,201111270rai,rai,CurrAa99,pass_defended,1,,,,,
player,201111270rai,rai,CurrAa99,sacks,0.0,,,,,
player,201111270rai,rai,CurrAa99,tackles_combined,4,,,,,
player,201111270rai,rai,CurrAa99,tackles_solo,4,,,,,
player,201111270rai,rai,CurrAa99,tackles_assists,0,,,,,
player,201111270rai,rai,CurrAa99,tackles_loss,2,,,,,
player,201111270rai,rai,CurrAa99,qb_hits,1,,,,,
player,201111270rai,rai,CurrAa99,fumbles_rec,0,,,,,
player,201111270rai,rai,CurrAa99,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,CurrAa99,fumbles_rec_td,0,,,,,
player,201111270rai,rai,CurrAa99,fumbles_forced,0,,,,,
player,201111270rai,rai,GiorMa20,def_int,0,,,,,
player,201111270rai,rai,GiorMa20,def_int_yds,0,,,,,
player,201111270rai,rai,GiorMa20,def_int_td,0,,,,,
player,201111270rai,rai,GiorMa20,def_int_long,0,,,,,
player,201111270rai,rai,GiorMa20,pass_defended,0,,,,,
player,201111270rai,rai,GiorMa20,sacks,0.0,,,,,
player,201111270rai,rai,GiorMa20,tackles_combined,4,,,,,
player,201111270rai,rai,GiorMa20,tackles_solo,4,,,,,
player,201111270rai,rai,GiorMa20,tackles_assists,0,,,,,
player,201111270rai,rai,GiorMa20,tackles_loss,0,,,,,
player,201111270rai,rai,GiorMa20,qb_hits,0,,,,,
player,201111270rai,rai,GiorMa20,fumbles_rec,0,,,,,
player,201111270rai,rai,GiorMa20,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,GiorMa20,fumbles_rec_td,0,,,,,
player,201111270rai,rai,GiorMa20,fumbles_forced,0,,,,,
player,201111270rai,rai,HendJo99,def_int,0,,,,,
player,201111270rai,rai,HendJo99,def_int_yds,0,,,,,
player,201111270rai,rai,HendJo99,def_int_td,0,,,,,
player,201111270rai,rai,HendJo99,def_int_long,0,,,,,
player,201111270rai,rai,HendJo99,pass_defended,0,,,,,
player,201111270rai,rai,HendJo99,sacks,0.0,,,,,
player,201111270rai,rai,HendJo99,tackles_combined,4,,,,,
player,201111270rai,rai,HendJo99,tackles_solo,4,,,,,
player,201111270rai,rai,HendJo99,tackles_assists,0,,,,,
player,201111270rai,rai,HendJo99,tackles_loss,0,,,,,
player,201111270rai,rai,HendJo99,qb_hits,0,,,,,
player,201111270rai,rai,HendJo99,fumbles_rec,0,,,,,
player,201111270rai,rai,HendJo99,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,HendJo99,fumbles_rec_td,0,,,,,
player,201111270rai,rai,HendJo99,fumbles_forced,0,,,,,
player,201111270rai,rai,BryaDe00,def_int,0,,,,,
player,201111270rai,rai,BryaDe00,def_int_yds,0,,,,,
player,201111270rai,rai,BryaDe00,def_int_td,0,,,,,
player,201111270rai,rai,BryaDe00,def_int_long,0,,,,,
player,201111270rai,rai,BryaDe00,pass_defended,0,,,,,
player,201111270rai,rai,BryaDe00,sacks,0.0,,,,,
player,201111270rai,rai,BryaDe00,tackles_combined,2,,,,,
player,201111270rai,rai,BryaDe00,tackles_solo,2,,,,,
player,201111270rai,rai,BryaDe00,tackles_assists,0,,,,,
player,201111270rai,rai,BryaDe00,tackles_loss,0,,,,,
player,201111270rai,rai,BryaDe00,qb_hits,0,,,,,
player,201111270rai,rai,BryaDe00,fumbles_rec,0,,,,,
player,201111270rai,rai,BryaDe00,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,BryaDe00,fumbles_rec_td,0,,,,,
player,201111270rai,rai,BryaDe00,fumbles_forced,0,,,,,
player,201111270rai,rai,MitcMi99,def_int,0,,,,,
player,201111270rai,rai,MitcMi99,def_int_yds,0,,,,,
player,201111270rai,rai,MitcMi99,def_int_td,0,,,,,
player,201111270rai,rai,MitcMi99,def_int_long,0,,,,,
player,201111270rai,rai,MitcMi99,pass_defended,0,,,,,
player,201111270rai,rai,MitcMi99,sacks,0.0,,,,,
player,201111270rai,rai,MitcMi99,tackles_combined,2,,,,,
player,201111270rai,rai,MitcMi99,tackles_solo,2,,,,,
player,201111270rai,rai,MitcMi99,tackles_assists,0,,,,,
player,201111270rai,rai,MitcMi99,tackles_loss,0,,,,,
player,201111270rai,rai,MitcMi99,qb_hits,0,,,,,
player,201111270rai,rai,MitcMi99,fumbles_rec,0,,,,,
player,201111270rai,rai,MitcMi99,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,MitcMi99,fumbles_rec_td,0,,,,,
player,201111270rai,rai,MitcMi99,fumbles_forced,0,,,,,
player,201111270rai,rai,MyerBr00,def_int,0,,,,,
player,201111270rai,rai,MyerBr00,def_int_yds,0,,,,,
player,201111270rai,rai,MyerBr00,def_int_td,0,,,,,
player,201111270rai,rai,MyerBr00,def_int_long,0,,,,,
player,201111270rai,rai,MyerBr00,pass_defended,0,,,,,
player,201111270rai,rai,MyerBr00,sacks,0.0,,,,,
player,201111270rai,rai,MyerBr00,tackles_combined,2,,,,,
player,201111270rai,rai,MyerBr00,tackles_solo,2,,,,,
player,201111270rai,rai,MyerBr00,tackles_assists,0,,,,,
player,201111270rai,rai,MyerBr00,tackles_loss,0,,,,,
player,201111270rai,rai,MyerBr00,qb_hits,0,,,,,
player,201111270rai,rai,MyerBr00,fumbles_rec,0,,,,,
player,201111270rai,rai,MyerBr00,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,MyerBr00,fumbles_rec_td,0,,,,,
player,201111270rai,rai,MyerBr00,fumbles_forced,0,,,,,
player,201111270rai,rai,BlacDa20,def_int,0,,,,,
player,201111270rai,rai,BlacDa20,def_int_yds,0,,,,,
player,201111270rai,rai,BlacDa20,def_int_td,0,,,,,
player,201111270rai,rai,BlacDa20,def_int_long,0,,,,,
player,201111270rai,rai,BlacDa20,pass_defended,0,,,,,
player,201111270rai,rai,BlacDa20,sacks,0.0,,,,,
player,201111270rai,rai,BlacDa20,tackles_combined,1,,,,,
player,201111270rai,rai,BlacDa20,tackles_solo,1,,,,,
player,201111270rai,rai,BlacDa20,tackles_assists,0,,,,,
player,201111270rai,rai,BlacDa20,tackles_loss,0,,,,,
player,201111270rai,rai,BlacDa20,qb_hits,0,,,,,
player,201111270rai,rai,BlacDa20,fumbles_rec,0,,,,,
player,201111270rai,rai,BlacDa20,fumbles_rec_yds,0,,,,,
player,201111270rai,rai,BlacDa20,fumbles_rec_td,0,,,,,
