game,2011,6,20111016,201110160rav,htx,"Houston Texans",14,rav,"Baltimore Ravens",29
team,201110160rav,htx,First Downs,18,,,,,,
team,201110160rav,rav,First Downs,24,,,,,,
team,201110160rav,htx,Rush-Yds-TDs,25-93-0,,,,,,
team,201110160rav,rav,Rush-Yds-TDs,30-113-2,,,,,,
team,201110160rav,htx,Cmp-Att-Yd-TD-INT,21-37-220-1-0,,,,,,
team,201110160rav,rav,Cmp-Att-Yd-TD-INT,20-33-305-0-1,,,,,,
team,201110160rav,htx,Sacked-Yards,4-20,,,,,,
team,201110160rav,rav,Sacked-Yards,2-16,,,,,,
team,201110160rav,htx,Net Pass Yards,200,,,,,,
team,201110160rav,rav,Net Pass Yards,289,,,,,,
team,201110160rav,htx,Total Yards,293,,,,,,
team,201110160rav,rav,Total Yards,402,,,,,,
team,201110160rav,htx,Fumbles-Lost,2-0,,,,,,
team,201110160rav,rav,Fumbles-Lost,1-1,,,,,,
team,201110160rav,htx,Turnovers,0,,,,,,
team,201110160rav,rav,Turnovers,2,,,,,,
team,201110160rav,htx,Penalties-Yards,5-15,,,,,,
team,201110160rav,rav,Penalties-Yards,5-25,,,,,,
team,201110160rav,htx,Third Down Conv.,6-16,,,,,,
team,201110160rav,rav,Third Down Conv.,3-11,,,,,,
team,201110160rav,htx,Fourth Down Conv.,0-3,,,,,,
team,201110160rav,rav,Fourth Down Conv.,0-0,,,,,,
team,201110160rav,htx,Time of Possession,27:48,,,,,,
team,201110160rav,rav,Time of Possession,32:12,,,,,,
player,201110160rav,htx,SchaMa00,pass_cmp,21,,,,,
player,201110160rav,htx,SchaMa00,pass_att,37,,,,,
player,201110160rav,htx,SchaMa00,pass_yds,220,,,,,
player,201110160rav,htx,SchaMa00,pass_td,1,,,,,
player,201110160rav,htx,SchaMa00,pass_int,0,,,,,
player,201110160rav,htx,SchaMa00,pass_sacked,4,,,,,
player,201110160rav,htx,SchaMa00,pass_sacked_yds,20,,,,,
player,201110160rav,htx,SchaMa00,pass_long,32,,,,,
player,201110160rav,htx,SchaMa00,pass_rating,83.2,,,,,
player,201110160rav,htx,SchaMa00,rush_att,1,,,,,
player,201110160rav,htx,SchaMa00,rush_yds,3,,,,,
player,201110160rav,htx,SchaMa00,rush_td,0,,,,,
player,201110160rav,htx,SchaMa00,rush_long,3,,,,,
player,201110160rav,htx,SchaMa00,targets,0,,,,,
player,201110160rav,htx,SchaMa00,rec,0,,,,,
player,201110160rav,htx,SchaMa00,rec_yds,0,,,,,
player,201110160rav,htx,SchaMa00,rec_td,0,,,,,
player,201110160rav,htx,SchaMa00,rec_long,0,,,,,
player,201110160rav,htx,SchaMa00,fumbles,1,,,,,
player,201110160rav,htx,SchaMa00,fumbles_lost,0,,,,,
player,201110160rav,htx,FostAr00,pass_cmp,0,,,,,
player,201110160rav,htx,FostAr00,pass_att,0,,,,,
player,201110160rav,htx,FostAr00,pass_yds,0,,,,,
player,201110160rav,htx,FostAr00,pass_td,0,,,,,
player,201110160rav,htx,FostAr00,pass_int,0,,,,,
player,201110160rav,htx,FostAr00,pass_sacked,0,,,,,
player,201110160rav,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201110160rav,htx,FostAr00,pass_long,0,,,,,
player,201110160rav,htx,FostAr00,pass_rating,,,,,,
player,201110160rav,htx,FostAr00,rush_att,15,,,,,
player,201110160rav,htx,FostAr00,rush_yds,49,,,,,
player,201110160rav,htx,FostAr00,rush_td,0,,,,,
player,201110160rav,htx,FostAr00,rush_long,16,,,,,
player,201110160rav,htx,FostAr00,targets,11,,,,,
player,201110160rav,htx,FostAr00,rec,6,,,,,
player,201110160rav,htx,FostAr00,rec_yds,52,,,,,
player,201110160rav,htx,FostAr00,rec_td,0,,,,,
player,201110160rav,htx,FostAr00,rec_long,16,,,,,
player,201110160rav,htx,FostAr00,fumbles,0,,,,,
player,201110160rav,htx,FostAr00,fumbles_lost,,,,,,
player,201110160rav,htx,TateBe00,pass_cmp,0,,,,,
player,201110160rav,htx,TateBe00,pass_att,0,,,,,
player,201110160rav,htx,TateBe00,pass_yds,0,,,,,
player,201110160rav,htx,TateBe00,pass_td,0,,,,,
player,201110160rav,htx,TateBe00,pass_int,0,,,,,
player,201110160rav,htx,TateBe00,pass_sacked,0,,,,,
player,201110160rav,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201110160rav,htx,TateBe00,pass_long,0,,,,,
player,201110160rav,htx,TateBe00,pass_rating,,,,,,
player,201110160rav,htx,TateBe00,rush_att,9,,,,,
player,201110160rav,htx,TateBe00,rush_yds,41,,,,,
player,201110160rav,htx,TateBe00,rush_td,0,,,,,
player,201110160rav,htx,TateBe00,rush_long,12,,,,,
player,201110160rav,htx,TateBe00,targets,1,,,,,
player,201110160rav,htx,TateBe00,rec,0,,,,,
player,201110160rav,htx,TateBe00,rec_yds,0,,,,,
player,201110160rav,htx,TateBe00,rec_td,0,,,,,
player,201110160rav,htx,TateBe00,rec_long,0,,,,,
player,201110160rav,htx,TateBe00,fumbles,1,,,,,
player,201110160rav,htx,TateBe00,fumbles_lost,0,,,,,
player,201110160rav,htx,JoneJa03,pass_cmp,0,,,,,
player,201110160rav,htx,JoneJa03,pass_att,0,,,,,
player,201110160rav,htx,JoneJa03,pass_yds,0,,,,,
player,201110160rav,htx,JoneJa03,pass_td,0,,,,,
player,201110160rav,htx,JoneJa03,pass_int,0,,,,,
player,201110160rav,htx,JoneJa03,pass_sacked,0,,,,,
player,201110160rav,htx,JoneJa03,pass_sacked_yds,0,,,,,
player,201110160rav,htx,JoneJa03,pass_long,0,,,,,
player,201110160rav,htx,JoneJa03,pass_rating,,,,,,
player,201110160rav,htx,JoneJa03,rush_att,0,,,,,
player,201110160rav,htx,JoneJa03,rush_yds,0,,,,,
player,201110160rav,htx,JoneJa03,rush_td,0,,,,,
player,201110160rav,htx,JoneJa03,rush_long,0,,,,,
player,201110160rav,htx,JoneJa03,targets,7,,,,,
player,201110160rav,htx,JoneJa03,rec,4,,,,,
player,201110160rav,htx,JoneJa03,rec_yds,76,,,,,
player,201110160rav,htx,JoneJa03,rec_td,1,,,,,
player,201110160rav,htx,JoneJa03,rec_long,32,,,,,
player,201110160rav,htx,JoneJa03,fumbles,0,,,,,
player,201110160rav,htx,JoneJa03,fumbles_lost,,,,,,
player,201110160rav,htx,WaltKe00,pass_cmp,0,,,,,
player,201110160rav,htx,WaltKe00,pass_att,0,,,,,
player,201110160rav,htx,WaltKe00,pass_yds,0,,,,,
player,201110160rav,htx,WaltKe00,pass_td,0,,,,,
player,201110160rav,htx,WaltKe00,pass_int,0,,,,,
player,201110160rav,htx,WaltKe00,pass_sacked,0,,,,,
player,201110160rav,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201110160rav,htx,WaltKe00,pass_long,0,,,,,
player,201110160rav,htx,WaltKe00,pass_rating,,,,,,
player,201110160rav,htx,WaltKe00,rush_att,0,,,,,
player,201110160rav,htx,WaltKe00,rush_yds,0,,,,,
player,201110160rav,htx,WaltKe00,rush_td,0,,,,,
player,201110160rav,htx,WaltKe00,rush_long,0,,,,,
player,201110160rav,htx,WaltKe00,targets,8,,,,,
player,201110160rav,htx,WaltKe00,rec,6,,,,,
player,201110160rav,htx,WaltKe00,rec_yds,52,,,,,
player,201110160rav,htx,WaltKe00,rec_td,0,,,,,
player,201110160rav,htx,WaltKe00,rec_long,20,,,,,
player,201110160rav,htx,WaltKe00,fumbles,0,,,,,
player,201110160rav,htx,WaltKe00,fumbles_lost,,,,,,
player,201110160rav,htx,MasoDe00,pass_cmp,0,,,,,
player,201110160rav,htx,MasoDe00,pass_att,0,,,,,
player,201110160rav,htx,MasoDe00,pass_yds,0,,,,,
player,201110160rav,htx,MasoDe00,pass_td,0,,,,,
player,201110160rav,htx,MasoDe00,pass_int,0,,,,,
player,201110160rav,htx,MasoDe00,pass_sacked,0,,,,,
player,201110160rav,htx,MasoDe00,pass_sacked_yds,0,,,,,
player,201110160rav,htx,MasoDe00,pass_long,0,,,,,
player,201110160rav,htx,MasoDe00,pass_rating,,,,,,
player,201110160rav,htx,MasoDe00,rush_att,0,,,,,
player,201110160rav,htx,MasoDe00,rush_yds,0,,,,,
player,201110160rav,htx,MasoDe00,rush_td,0,,,,,
player,201110160rav,htx,MasoDe00,rush_long,0,,,,,
player,201110160rav,htx,MasoDe00,targets,4,,,,,
player,201110160rav,htx,MasoDe00,rec,3,,,,,
player,201110160rav,htx,MasoDe00,rec_yds,27,,,,,
player,201110160rav,htx,MasoDe00,rec_td,0,,,,,
player,201110160rav,htx,MasoDe00,rec_long,12,,,,,
player,201110160rav,htx,MasoDe00,fumbles,0,,,,,
player,201110160rav,htx,MasoDe00,fumbles_lost,,,,,,
player,201110160rav,htx,DaniOw00,pass_cmp,0,,,,,
player,201110160rav,htx,DaniOw00,pass_att,0,,,,,
player,201110160rav,htx,DaniOw00,pass_yds,0,,,,,
player,201110160rav,htx,DaniOw00,pass_td,0,,,,,
player,201110160rav,htx,DaniOw00,pass_int,0,,,,,
player,201110160rav,htx,DaniOw00,pass_sacked,0,,,,,
player,201110160rav,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201110160rav,htx,DaniOw00,pass_long,0,,,,,
player,201110160rav,htx,DaniOw00,pass_rating,,,,,,
player,201110160rav,htx,DaniOw00,rush_att,0,,,,,
player,201110160rav,htx,DaniOw00,rush_yds,0,,,,,
player,201110160rav,htx,DaniOw00,rush_td,0,,,,,
player,201110160rav,htx,DaniOw00,rush_long,0,,,,,
player,201110160rav,htx,DaniOw00,targets,3,,,,,
player,201110160rav,htx,DaniOw00,rec,2,,,,,
player,201110160rav,htx,DaniOw00,rec_yds,13,,,,,
player,201110160rav,htx,DaniOw00,rec_td,0,,,,,
player,201110160rav,htx,DaniOw00,rec_long,8,,,,,
player,201110160rav,htx,DaniOw00,fumbles,0,,,,,
player,201110160rav,htx,DaniOw00,fumbles_lost,,,,,,
player,201110160rav,htx,JohnBr02,pass_cmp,0,,,,,
player,201110160rav,htx,JohnBr02,pass_att,0,,,,,
player,201110160rav,htx,JohnBr02,pass_yds,0,,,,,
player,201110160rav,htx,JohnBr02,pass_td,0,,,,,
player,201110160rav,htx,JohnBr02,pass_int,0,,,,,
player,201110160rav,htx,JohnBr02,pass_sacked,0,,,,,
player,201110160rav,htx,JohnBr02,pass_sacked_yds,0,,,,,
player,201110160rav,htx,JohnBr02,pass_long,0,,,,,
player,201110160rav,htx,JohnBr02,pass_rating,,,,,,
player,201110160rav,htx,JohnBr02,rush_att,0,,,,,
