game,2011,13,20111204,201112040buf,oti,"Tennessee Titans",23,buf,"Buffalo Bills",17
player,201112040buf,oti,McCaCo00,def_int_yds,0,,,,,
player,201112040buf,oti,McCaCo00,def_int_td,0,,,,,
player,201112040buf,oti,McCaCo00,def_int_long,0,,,,,
player,201112040buf,oti,McCaCo00,pass_defended,1,,,,,
player,201112040buf,oti,McCaCo00,sacks,0.0,,,,,
player,201112040buf,oti,McCaCo00,tackles_combined,9,,,,,
player,201112040buf,oti,McCaCo00,tackles_solo,9,,,,,
player,201112040buf,oti,McCaCo00,tackles_assists,0,,,,,
player,201112040buf,oti,McCaCo00,tackles_loss,0,,,,,
player,201112040buf,oti,McCaCo00,qb_hits,0,,,,,
player,201112040buf,oti,McCaCo00,fumbles_rec,2,,,,,
player,201112040buf,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201112040buf,oti,McCaCo00,fumbles_forced,1,,,,,
player,201112040buf,oti,FinnCo20,def_int,0,,,,,
player,201112040buf,oti,FinnCo20,def_int_yds,0,,,,,
player,201112040buf,oti,FinnCo20,def_int_td,0,,,,,
player,201112040buf,oti,FinnCo20,def_int_long,0,,,,,
player,201112040buf,oti,FinnCo20,pass_defended,1,,,,,
player,201112040buf,oti,FinnCo20,sacks,0.0,,,,,
player,201112040buf,oti,FinnCo20,tackles_combined,7,,,,,
player,201112040buf,oti,FinnCo20,tackles_solo,6,,,,,
player,201112040buf,oti,FinnCo20,tackles_assists,1,,,,,
player,201112040buf,oti,FinnCo20,tackles_loss,1,,,,,
player,201112040buf,oti,FinnCo20,qb_hits,0,,,,,
player,201112040buf,oti,FinnCo20,fumbles_rec,0,,,,,
player,201112040buf,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201112040buf,oti,FinnCo20,fumbles_forced,0,,,,,
player,201112040buf,oti,GrifMi99,def_int,0,,,,,
player,201112040buf,oti,GrifMi99,def_int_yds,0,,,,,
player,201112040buf,oti,GrifMi99,def_int_td,0,,,,,
player,201112040buf,oti,GrifMi99,def_int_long,0,,,,,
player,201112040buf,oti,GrifMi99,pass_defended,0,,,,,
player,201112040buf,oti,GrifMi99,sacks,0.0,,,,,
player,201112040buf,oti,GrifMi99,tackles_combined,6,,,,,
player,201112040buf,oti,GrifMi99,tackles_solo,5,,,,,
player,201112040buf,oti,GrifMi99,tackles_assists,1,,,,,
player,201112040buf,oti,GrifMi99,tackles_loss,0,,,,,
player,201112040buf,oti,GrifMi99,qb_hits,0,,,,,
player,201112040buf,oti,GrifMi99,fumbles_rec,0,,,,,
player,201112040buf,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201112040buf,oti,GrifMi99,fumbles_forced,1,,,,,
player,201112040buf,oti,HawkCh00,def_int,0,,,,,
player,201112040buf,oti,HawkCh00,def_int_yds,0,,,,,
player,201112040buf,oti,HawkCh00,def_int_td,0,,,,,
player,201112040buf,oti,HawkCh00,def_int_long,0,,,,,
player,201112040buf,oti,HawkCh00,pass_defended,0,,,,,
player,201112040buf,oti,HawkCh00,sacks,0.0,,,,,
player,201112040buf,oti,HawkCh00,tackles_combined,5,,,,,
player,201112040buf,oti,HawkCh00,tackles_solo,5,,,,,
player,201112040buf,oti,HawkCh00,tackles_assists,0,,,,,
player,201112040buf,oti,HawkCh00,tackles_loss,0,,,,,
player,201112040buf,oti,HawkCh00,qb_hits,0,,,,,
player,201112040buf,oti,HawkCh00,fumbles_rec,0,,,,,
player,201112040buf,oti,HawkCh00,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,HawkCh00,fumbles_rec_td,0,,,,,
player,201112040buf,oti,HawkCh00,fumbles_forced,0,,,,,
player,201112040buf,oti,AyerAk00,def_int,0,,,,,
player,201112040buf,oti,AyerAk00,def_int_yds,0,,,,,
player,201112040buf,oti,AyerAk00,def_int_td,0,,,,,
player,201112040buf,oti,AyerAk00,def_int_long,0,,,,,
player,201112040buf,oti,AyerAk00,pass_defended,0,,,,,
player,201112040buf,oti,AyerAk00,sacks,0.0,,,,,
player,201112040buf,oti,AyerAk00,tackles_combined,4,,,,,
player,201112040buf,oti,AyerAk00,tackles_solo,4,,,,,
player,201112040buf,oti,AyerAk00,tackles_assists,0,,,,,
player,201112040buf,oti,AyerAk00,tackles_loss,1,,,,,
player,201112040buf,oti,AyerAk00,qb_hits,0,,,,,
player,201112040buf,oti,AyerAk00,fumbles_rec,0,,,,,
player,201112040buf,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201112040buf,oti,AyerAk00,fumbles_forced,0,,,,,
player,201112040buf,oti,CaseJu00,def_int,0,,,,,
player,201112040buf,oti,CaseJu00,def_int_yds,0,,,,,
player,201112040buf,oti,CaseJu00,def_int_td,0,,,,,
player,201112040buf,oti,CaseJu00,def_int_long,0,,,,,
player,201112040buf,oti,CaseJu00,pass_defended,0,,,,,
player,201112040buf,oti,CaseJu00,sacks,0.0,,,,,
player,201112040buf,oti,CaseJu00,tackles_combined,4,,,,,
player,201112040buf,oti,CaseJu00,tackles_solo,4,,,,,
player,201112040buf,oti,CaseJu00,tackles_assists,0,,,,,
player,201112040buf,oti,CaseJu00,tackles_loss,0,,,,,
player,201112040buf,oti,CaseJu00,qb_hits,1,,,,,
player,201112040buf,oti,CaseJu00,fumbles_rec,0,,,,,
player,201112040buf,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201112040buf,oti,CaseJu00,fumbles_forced,0,,,,,
player,201112040buf,oti,HopeCh21,def_int,0,,,,,
player,201112040buf,oti,HopeCh21,def_int_yds,0,,,,,
player,201112040buf,oti,HopeCh21,def_int_td,0,,,,,
player,201112040buf,oti,HopeCh21,def_int_long,0,,,,,
player,201112040buf,oti,HopeCh21,pass_defended,0,,,,,
player,201112040buf,oti,HopeCh21,sacks,0.0,,,,,
player,201112040buf,oti,HopeCh21,tackles_combined,4,,,,,
player,201112040buf,oti,HopeCh21,tackles_solo,4,,,,,
player,201112040buf,oti,HopeCh21,tackles_assists,0,,,,,
player,201112040buf,oti,HopeCh21,tackles_loss,0,,,,,
player,201112040buf,oti,HopeCh21,qb_hits,0,,,,,
player,201112040buf,oti,HopeCh21,fumbles_rec,0,,,,,
player,201112040buf,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201112040buf,oti,HopeCh21,fumbles_forced,0,,,,,
player,201112040buf,oti,MarkSe99,def_int,0,,,,,
player,201112040buf,oti,MarkSe99,def_int_yds,0,,,,,
player,201112040buf,oti,MarkSe99,def_int_td,0,,,,,
player,201112040buf,oti,MarkSe99,def_int_long,0,,,,,
player,201112040buf,oti,MarkSe99,pass_defended,1,,,,,
player,201112040buf,oti,MarkSe99,sacks,0.0,,,,,
player,201112040buf,oti,MarkSe99,tackles_combined,4,,,,,
player,201112040buf,oti,MarkSe99,tackles_solo,3,,,,,
player,201112040buf,oti,MarkSe99,tackles_assists,1,,,,,
player,201112040buf,oti,MarkSe99,tackles_loss,0,,,,,
player,201112040buf,oti,MarkSe99,qb_hits,0,,,,,
player,201112040buf,oti,MarkSe99,fumbles_rec,0,,,,,
player,201112040buf,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201112040buf,oti,MarkSe99,fumbles_forced,1,,,,,
player,201112040buf,oti,VernAl99,def_int,0,,,,,
player,201112040buf,oti,VernAl99,def_int_yds,0,,,,,
player,201112040buf,oti,VernAl99,def_int_td,0,,,,,
player,201112040buf,oti,VernAl99,def_int_long,0,,,,,
player,201112040buf,oti,VernAl99,pass_defended,0,,,,,
player,201112040buf,oti,VernAl99,sacks,0.0,,,,,
player,201112040buf,oti,VernAl99,tackles_combined,4,,,,,
player,201112040buf,oti,VernAl99,tackles_solo,4,,,,,
player,201112040buf,oti,VernAl99,tackles_assists,0,,,,,
player,201112040buf,oti,VernAl99,tackles_loss,0,,,,,
player,201112040buf,oti,VernAl99,qb_hits,0,,,,,
player,201112040buf,oti,VernAl99,fumbles_rec,0,,,,,
player,201112040buf,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201112040buf,oti,VernAl99,fumbles_forced,0,,,,,
player,201112040buf,oti,WithWi20,def_int,0,,,,,
player,201112040buf,oti,WithWi20,def_int_yds,0,,,,,
player,201112040buf,oti,WithWi20,def_int_td,0,,,,,
player,201112040buf,oti,WithWi20,def_int_long,0,,,,,
player,201112040buf,oti,WithWi20,pass_defended,0,,,,,
player,201112040buf,oti,WithWi20,sacks,0.0,,,,,
player,201112040buf,oti,WithWi20,tackles_combined,3,,,,,
player,201112040buf,oti,WithWi20,tackles_solo,2,,,,,
player,201112040buf,oti,WithWi20,tackles_assists,1,,,,,
player,201112040buf,oti,WithWi20,tackles_loss,1,,,,,
player,201112040buf,oti,WithWi20,qb_hits,0,,,,,
player,201112040buf,oti,WithWi20,fumbles_rec,0,,,,,
player,201112040buf,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201112040buf,oti,WithWi20,fumbles_forced,0,,,,,
player,201112040buf,oti,BabiJo21,def_int,0,,,,,
player,201112040buf,oti,BabiJo21,def_int_yds,0,,,,,
player,201112040buf,oti,BabiJo21,def_int_td,0,,,,,
player,201112040buf,oti,BabiJo21,def_int_long,0,,,,,
player,201112040buf,oti,BabiJo21,pass_defended,0,,,,,
player,201112040buf,oti,BabiJo21,sacks,0.0,,,,,
player,201112040buf,oti,BabiJo21,tackles_combined,2,,,,,
player,201112040buf,oti,BabiJo21,tackles_solo,1,,,,,
player,201112040buf,oti,BabiJo21,tackles_assists,1,,,,,
player,201112040buf,oti,BabiJo21,tackles_loss,0,,,,,
player,201112040buf,oti,BabiJo21,qb_hits,0,,,,,
player,201112040buf,oti,BabiJo21,fumbles_rec,0,,,,,
player,201112040buf,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201112040buf,oti,BabiJo21,fumbles_forced,0,,,,,
player,201112040buf,oti,McCoJa99,def_int,0,,,,,
player,201112040buf,oti,McCoJa99,def_int_yds,0,,,,,
player,201112040buf,oti,McCoJa99,def_int_td,0,,,,,
player,201112040buf,oti,McCoJa99,def_int_long,0,,,,,
player,201112040buf,oti,McCoJa99,pass_defended,0,,,,,
player,201112040buf,oti,McCoJa99,sacks,0.0,,,,,
player,201112040buf,oti,McCoJa99,tackles_combined,2,,,,,
player,201112040buf,oti,McCoJa99,tackles_solo,2,,,,,
player,201112040buf,oti,McCoJa99,tackles_assists,0,,,,,
player,201112040buf,oti,McCoJa99,tackles_loss,0,,,,,
player,201112040buf,oti,McCoJa99,qb_hits,0,,,,,
player,201112040buf,oti,McCoJa99,fumbles_rec,0,,,,,
player,201112040buf,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201112040buf,oti,McCoJa99,fumbles_forced,0,,,,,
player,201112040buf,oti,BallDa20,def_int,0,,,,,
player,201112040buf,oti,BallDa20,def_int_yds,0,,,,,
player,201112040buf,oti,BallDa20,def_int_td,0,,,,,
player,201112040buf,oti,BallDa20,def_int_long,0,,,,,
player,201112040buf,oti,BallDa20,pass_defended,0,,,,,
player,201112040buf,oti,BallDa20,sacks,0.0,,,,,
player,201112040buf,oti,BallDa20,tackles_combined,1,,,,,
player,201112040buf,oti,BallDa20,tackles_solo,0,,,,,
player,201112040buf,oti,BallDa20,tackles_assists,1,,,,,
player,201112040buf,oti,BallDa20,tackles_loss,0,,,,,
player,201112040buf,oti,BallDa20,qb_hits,1,,,,,
player,201112040buf,oti,BallDa20,fumbles_rec,0,,,,,
player,201112040buf,oti,BallDa20,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,BallDa20,fumbles_rec_td,0,,,,,
player,201112040buf,oti,BallDa20,fumbles_forced,0,,,,,
player,201112040buf,oti,CookJa02,def_int,0,,,,,
player,201112040buf,oti,CookJa02,def_int_yds,0,,,,,
player,201112040buf,oti,CookJa02,def_int_td,0,,,,,
player,201112040buf,oti,CookJa02,def_int_long,0,,,,,
player,201112040buf,oti,CookJa02,pass_defended,0,,,,,
player,201112040buf,oti,CookJa02,sacks,0.0,,,,,
player,201112040buf,oti,CookJa02,tackles_combined,1,,,,,
player,201112040buf,oti,CookJa02,tackles_solo,1,,,,,
player,201112040buf,oti,CookJa02,tackles_assists,0,,,,,
player,201112040buf,oti,CookJa02,tackles_loss,0,,,,,
player,201112040buf,oti,CookJa02,qb_hits,0,,,,,
player,201112040buf,oti,CookJa02,fumbles_rec,0,,,,,
player,201112040buf,oti,CookJa02,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,CookJa02,fumbles_rec_td,0,,,,,
player,201112040buf,oti,CookJa02,fumbles_forced,0,,,,,
player,201112040buf,oti,MorgDe99,def_int,0,,,,,
player,201112040buf,oti,MorgDe99,def_int_yds,0,,,,,
player,201112040buf,oti,MorgDe99,def_int_td,0,,,,,
player,201112040buf,oti,MorgDe99,def_int_long,0,,,,,
player,201112040buf,oti,MorgDe99,pass_defended,0,,,,,
player,201112040buf,oti,MorgDe99,sacks,0.0,,,,,
player,201112040buf,oti,MorgDe99,tackles_combined,1,,,,,
player,201112040buf,oti,MorgDe99,tackles_solo,0,,,,,
player,201112040buf,oti,MorgDe99,tackles_assists,1,,,,,
player,201112040buf,oti,MorgDe99,tackles_loss,0,,,,,
player,201112040buf,oti,MorgDe99,qb_hits,0,,,,,
player,201112040buf,oti,MorgDe99,fumbles_rec,0,,,,,
player,201112040buf,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201112040buf,oti,MorgDe99,fumbles_forced,0,,,,,
player,201112040buf,oti,SmitAn21,def_int,0,,,,,
player,201112040buf,oti,SmitAn21,def_int_yds,0,,,,,
player,201112040buf,oti,SmitAn21,def_int_td,0,,,,,
player,201112040buf,oti,SmitAn21,def_int_long,0,,,,,
player,201112040buf,oti,SmitAn21,pass_defended,0,,,,,
player,201112040buf,oti,SmitAn21,sacks,0.0,,,,,
player,201112040buf,oti,SmitAn21,tackles_combined,1,,,,,
player,201112040buf,oti,SmitAn21,tackles_solo,1,,,,,
player,201112040buf,oti,SmitAn21,tackles_assists,0,,,,,
player,201112040buf,oti,SmitAn21,tackles_loss,0,,,,,
player,201112040buf,oti,SmitAn21,qb_hits,0,,,,,
player,201112040buf,oti,SmitAn21,fumbles_rec,0,,,,,
player,201112040buf,oti,SmitAn21,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,SmitAn21,fumbles_rec_td,0,,,,,
player,201112040buf,oti,SmitAn21,fumbles_forced,0,,,,,
player,201112040buf,oti,HayeWi99,def_int,0,,,,,
player,201112040buf,oti,HayeWi99,def_int_yds,0,,,,,
player,201112040buf,oti,HayeWi99,def_int_td,0,,,,,
player,201112040buf,oti,HayeWi99,def_int_long,0,,,,,
player,201112040buf,oti,HayeWi99,pass_defended,0,,,,,
player,201112040buf,oti,HayeWi99,sacks,0.0,,,,,
player,201112040buf,oti,HayeWi99,tackles_combined,0,,,,,
player,201112040buf,oti,HayeWi99,tackles_solo,0,,,,,
player,201112040buf,oti,HayeWi99,tackles_assists,0,,,,,
player,201112040buf,oti,HayeWi99,tackles_loss,0,,,,,
player,201112040buf,oti,HayeWi99,qb_hits,1,,,,,
player,201112040buf,oti,HayeWi99,fumbles_rec,0,,,,,
player,201112040buf,oti,HayeWi99,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,HayeWi99,fumbles_rec_td,0,,,,,
player,201112040buf,oti,HayeWi99,fumbles_forced,0,,,,,
player,201112040buf,oti,JoneJa99,def_int,0,,,,,
player,201112040buf,oti,JoneJa99,def_int_yds,0,,,,,
player,201112040buf,oti,JoneJa99,def_int_td,0,,,,,
player,201112040buf,oti,JoneJa99,def_int_long,0,,,,,
player,201112040buf,oti,JoneJa99,pass_defended,2,,,,,
player,201112040buf,oti,JoneJa99,sacks,0.0,,,,,
player,201112040buf,oti,JoneJa99,tackles_combined,0,,,,,
player,201112040buf,oti,JoneJa99,tackles_solo,0,,,,,
player,201112040buf,oti,JoneJa99,tackles_assists,0,,,,,
player,201112040buf,oti,JoneJa99,tackles_loss,0,,,,,
player,201112040buf,oti,JoneJa99,qb_hits,0,,,,,
player,201112040buf,oti,JoneJa99,fumbles_rec,0,,,,,
player,201112040buf,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201112040buf,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201112040buf,oti,JoneJa99,fumbles_forced,0,,,,,
player,201112040buf,buf,BarnNi20,def_int,0,,,,,
player,201112040buf,buf,BarnNi20,def_int_yds,0,,,,,
player,201112040buf,buf,BarnNi20,def_int_td,0,,,,,
player,201112040buf,buf,BarnNi20,def_int_long,0,,,,,
player,201112040buf,buf,BarnNi20,pass_defended,0,,,,,
player,201112040buf,buf,BarnNi20,sacks,1.0,,,,,
player,201112040buf,buf,BarnNi20,tackles_combined,11,,,,,
player,201112040buf,buf,BarnNi20,tackles_solo,8,,,,,
player,201112040buf,buf,BarnNi20,tackles_assists,3,,,,,
player,201112040buf,buf,BarnNi20,tackles_loss,3,,,,,
player,201112040buf,buf,BarnNi20,qb_hits,1,,,,,
player,201112040buf,buf,BarnNi20,fumbles_rec,0,,,,,
player,201112040buf,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201112040buf,buf,BarnNi20,fumbles_forced,0,,,,,
player,201112040buf,buf,ByrdJa99,def_int,0,,,,,
player,201112040buf,buf,ByrdJa99,def_int_yds,0,,,,,
player,201112040buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201112040buf,buf,ByrdJa99,def_int_long,0,,,,,
player,201112040buf,buf,ByrdJa99,pass_defended,0,,,,,
player,201112040buf,buf,ByrdJa99,sacks,0.0,,,,,
player,201112040buf,buf,ByrdJa99,tackles_combined,9,,,,,
player,201112040buf,buf,ByrdJa99,tackles_solo,8,,,,,
player,201112040buf,buf,ByrdJa99,tackles_assists,1,,,,,
player,201112040buf,buf,ByrdJa99,tackles_loss,1,,,,,
player,201112040buf,buf,ByrdJa99,qb_hits,0,,,,,
player,201112040buf,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201112040buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201112040buf,buf,ByrdJa99,fumbles_forced,1,,,,,
player,201112040buf,buf,SearDa00,def_int,0,,,,,
player,201112040buf,buf,SearDa00,def_int_yds,0,,,,,
player,201112040buf,buf,SearDa00,def_int_td,0,,,,,
player,201112040buf,buf,SearDa00,def_int_long,0,,,,,
player,201112040buf,buf,SearDa00,pass_defended,0,,,,,
player,201112040buf,buf,SearDa00,sacks,0.0,,,,,
player,201112040buf,buf,SearDa00,tackles_combined,9,,,,,
player,201112040buf,buf,SearDa00,tackles_solo,6,,,,,
player,201112040buf,buf,SearDa00,tackles_assists,3,,,,,
player,201112040buf,buf,SearDa00,tackles_loss,0,,,,,
player,201112040buf,buf,SearDa00,qb_hits,0,,,,,
player,201112040buf,buf,SearDa00,fumbles_rec,0,,,,,
player,201112040buf,buf,SearDa00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,SearDa00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,SearDa00,fumbles_forced,0,,,,,
player,201112040buf,buf,ShepKe00,def_int,0,,,,,
player,201112040buf,buf,ShepKe00,def_int_yds,0,,,,,
player,201112040buf,buf,ShepKe00,def_int_td,0,,,,,
player,201112040buf,buf,ShepKe00,def_int_long,0,,,,,
player,201112040buf,buf,ShepKe00,pass_defended,0,,,,,
player,201112040buf,buf,ShepKe00,sacks,0.0,,,,,
player,201112040buf,buf,ShepKe00,tackles_combined,5,,,,,
player,201112040buf,buf,ShepKe00,tackles_solo,4,,,,,
player,201112040buf,buf,ShepKe00,tackles_assists,1,,,,,
player,201112040buf,buf,ShepKe00,tackles_loss,1,,,,,
player,201112040buf,buf,ShepKe00,qb_hits,0,,,,,
player,201112040buf,buf,ShepKe00,fumbles_rec,0,,,,,
player,201112040buf,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,ShepKe00,fumbles_forced,0,,,,,
player,201112040buf,buf,JohnSp20,def_int,0,,,,,
player,201112040buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201112040buf,buf,JohnSp20,def_int_td,0,,,,,
player,201112040buf,buf,JohnSp20,def_int_long,0,,,,,
player,201112040buf,buf,JohnSp20,pass_defended,0,,,,,
player,201112040buf,buf,JohnSp20,sacks,0.0,,,,,
player,201112040buf,buf,JohnSp20,tackles_combined,4,,,,,
player,201112040buf,buf,JohnSp20,tackles_solo,2,,,,,
player,201112040buf,buf,JohnSp20,tackles_assists,2,,,,,
player,201112040buf,buf,JohnSp20,tackles_loss,0,,,,,
player,201112040buf,buf,JohnSp20,qb_hits,0,,,,,
player,201112040buf,buf,JohnSp20,fumbles_rec,0,,,,,
player,201112040buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201112040buf,buf,JohnSp20,fumbles_forced,0,,,,,
player,201112040buf,buf,WillAa00,def_int,0,,,,,
player,201112040buf,buf,WillAa00,def_int_yds,0,,,,,
player,201112040buf,buf,WillAa00,def_int_td,0,,,,,
player,201112040buf,buf,WillAa00,def_int_long,0,,,,,
player,201112040buf,buf,WillAa00,pass_defended,1,,,,,
player,201112040buf,buf,WillAa00,sacks,0.0,,,,,
player,201112040buf,buf,WillAa00,tackles_combined,4,,,,,
player,201112040buf,buf,WillAa00,tackles_solo,3,,,,,
player,201112040buf,buf,WillAa00,tackles_assists,1,,,,,
player,201112040buf,buf,WillAa00,tackles_loss,0,,,,,
player,201112040buf,buf,WillAa00,qb_hits,0,,,,,
player,201112040buf,buf,WillAa00,fumbles_rec,0,,,,,
player,201112040buf,buf,WillAa00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,WillAa00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,WillAa00,fumbles_forced,0,,,,,
player,201112040buf,buf,EdwaDw20,def_int,0,,,,,
player,201112040buf,buf,EdwaDw20,def_int_yds,0,,,,,
player,201112040buf,buf,EdwaDw20,def_int_td,0,,,,,
player,201112040buf,buf,EdwaDw20,def_int_long,0,,,,,
player,201112040buf,buf,EdwaDw20,pass_defended,0,,,,,
player,201112040buf,buf,EdwaDw20,sacks,0.0,,,,,
player,201112040buf,buf,EdwaDw20,tackles_combined,2,,,,,
player,201112040buf,buf,EdwaDw20,tackles_solo,1,,,,,
player,201112040buf,buf,EdwaDw20,tackles_assists,1,,,,,
player,201112040buf,buf,EdwaDw20,tackles_loss,0,,,,,
player,201112040buf,buf,EdwaDw20,qb_hits,0,,,,,
player,201112040buf,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201112040buf,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201112040buf,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201112040buf,buf,FlorDr20,def_int,0,,,,,
player,201112040buf,buf,FlorDr20,def_int_yds,0,,,,,
player,201112040buf,buf,FlorDr20,def_int_td,0,,,,,
player,201112040buf,buf,FlorDr20,def_int_long,0,,,,,
player,201112040buf,buf,FlorDr20,pass_defended,0,,,,,
player,201112040buf,buf,FlorDr20,sacks,0.0,,,,,
player,201112040buf,buf,FlorDr20,tackles_combined,2,,,,,
player,201112040buf,buf,FlorDr20,tackles_solo,2,,,,,
player,201112040buf,buf,FlorDr20,tackles_assists,0,,,,,
player,201112040buf,buf,FlorDr20,tackles_loss,0,,,,,
player,201112040buf,buf,FlorDr20,qb_hits,0,,,,,
player,201112040buf,buf,FlorDr20,fumbles_rec,0,,,,,
player,201112040buf,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201112040buf,buf,FlorDr20,fumbles_forced,0,,,,,
player,201112040buf,buf,KelsCh21,def_int,0,,,,,
player,201112040buf,buf,KelsCh21,def_int_yds,0,,,,,
player,201112040buf,buf,KelsCh21,def_int_td,0,,,,,
player,201112040buf,buf,KelsCh21,def_int_long,0,,,,,
player,201112040buf,buf,KelsCh21,pass_defended,0,,,,,
player,201112040buf,buf,KelsCh21,sacks,0.0,,,,,
player,201112040buf,buf,KelsCh21,tackles_combined,2,,,,,
player,201112040buf,buf,KelsCh21,tackles_solo,1,,,,,
player,201112040buf,buf,KelsCh21,tackles_assists,1,,,,,
player,201112040buf,buf,KelsCh21,tackles_loss,0,,,,,
player,201112040buf,buf,KelsCh21,qb_hits,0,,,,,
player,201112040buf,buf,KelsCh21,fumbles_rec,0,,,,,
player,201112040buf,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201112040buf,buf,KelsCh21,fumbles_forced,0,,,,,
player,201112040buf,buf,McKeLe99,def_int,0,,,,,
player,201112040buf,buf,McKeLe99,def_int_yds,0,,,,,
player,201112040buf,buf,McKeLe99,def_int_td,0,,,,,
player,201112040buf,buf,McKeLe99,def_int_long,0,,,,,
player,201112040buf,buf,McKeLe99,pass_defended,2,,,,,
player,201112040buf,buf,McKeLe99,sacks,0.0,,,,,
player,201112040buf,buf,McKeLe99,tackles_combined,2,,,,,
player,201112040buf,buf,McKeLe99,tackles_solo,2,,,,,
player,201112040buf,buf,McKeLe99,tackles_assists,0,,,,,
player,201112040buf,buf,McKeLe99,tackles_loss,0,,,,,
player,201112040buf,buf,McKeLe99,qb_hits,0,,,,,
player,201112040buf,buf,McKeLe99,fumbles_rec,0,,,,,
player,201112040buf,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201112040buf,buf,McKeLe99,fumbles_forced,0,,,,,
player,201112040buf,buf,RogeJu00,def_int,0,,,,,
player,201112040buf,buf,RogeJu00,def_int_yds,0,,,,,
player,201112040buf,buf,RogeJu00,def_int_td,0,,,,,
player,201112040buf,buf,RogeJu00,def_int_long,0,,,,,
player,201112040buf,buf,RogeJu00,pass_defended,0,,,,,
player,201112040buf,buf,RogeJu00,sacks,0.0,,,,,
player,201112040buf,buf,RogeJu00,tackles_combined,2,,,,,
player,201112040buf,buf,RogeJu00,tackles_solo,2,,,,,
player,201112040buf,buf,RogeJu00,tackles_assists,0,,,,,
player,201112040buf,buf,RogeJu00,tackles_loss,0,,,,,
player,201112040buf,buf,RogeJu00,qb_hits,0,,,,,
player,201112040buf,buf,RogeJu00,fumbles_rec,0,,,,,
player,201112040buf,buf,RogeJu00,fumbles_rec_yds,0,,,,,
player,201112040buf,buf,RogeJu00,fumbles_rec_td,0,,,,,
player,201112040buf,buf,RogeJu00,fumbles_forced,0,,,,,
player,201112040buf,buf,ScotBr20,def_int,0,,,,,
player,201112040buf,buf,ScotBr20,def_int_yds,0,,,,,
player,201112040buf,buf,ScotBr20,def_int_td,0,,,,,
