game,2011,15,20111218,201112180den,nwe,"New England Patriots",41,den,"Denver Broncos",23
player,201112180den,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201112180den,nwe,WoodDa02,pass_long,0,,,,,
player,201112180den,nwe,WoodDa02,pass_rating,,,,,,
player,201112180den,nwe,WoodDa02,rush_att,7,,,,,
player,201112180den,nwe,WoodDa02,rush_yds,40,,,,,
player,201112180den,nwe,WoodDa02,rush_td,1,,,,,
player,201112180den,nwe,WoodDa02,rush_long,10,,,,,
player,201112180den,nwe,WoodDa02,targets,1,,,,,
player,201112180den,nwe,WoodDa02,rec,1,,,,,
player,201112180den,nwe,WoodDa02,rec_yds,12,,,,,
player,201112180den,nwe,WoodDa02,rec_td,0,,,,,
player,201112180den,nwe,WoodDa02,rec_long,12,,,,,
player,201112180den,nwe,WoodDa02,fumbles,0,,,,,
player,201112180den,nwe,WoodDa02,fumbles_lost,,,,,,
player,201112180den,nwe,GreeBe00,pass_cmp,0,,,,,
player,201112180den,nwe,GreeBe00,pass_att,0,,,,,
player,201112180den,nwe,GreeBe00,pass_yds,0,,,,,
player,201112180den,nwe,GreeBe00,pass_td,0,,,,,
player,201112180den,nwe,GreeBe00,pass_int,0,,,,,
player,201112180den,nwe,GreeBe00,pass_sacked,0,,,,,
player,201112180den,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201112180den,nwe,GreeBe00,pass_long,0,,,,,
player,201112180den,nwe,GreeBe00,pass_rating,,,,,,
player,201112180den,nwe,GreeBe00,rush_att,10,,,,,
player,201112180den,nwe,GreeBe00,rush_yds,17,,,,,
player,201112180den,nwe,GreeBe00,rush_td,1,,,,,
player,201112180den,nwe,GreeBe00,rush_long,7,,,,,
player,201112180den,nwe,GreeBe00,targets,2,,,,,
player,201112180den,nwe,GreeBe00,rec,2,,,,,
player,201112180den,nwe,GreeBe00,rec_yds,32,,,,,
player,201112180den,nwe,GreeBe00,rec_td,0,,,,,
player,201112180den,nwe,GreeBe00,rec_long,21,,,,,
player,201112180den,nwe,GreeBe00,fumbles,0,,,,,
player,201112180den,nwe,GreeBe00,fumbles_lost,,,,,,
player,201112180den,nwe,HernAa00,pass_cmp,0,,,,,
player,201112180den,nwe,HernAa00,pass_att,0,,,,,
player,201112180den,nwe,HernAa00,pass_yds,0,,,,,
player,201112180den,nwe,HernAa00,pass_td,0,,,,,
player,201112180den,nwe,HernAa00,pass_int,0,,,,,
player,201112180den,nwe,HernAa00,pass_sacked,0,,,,,
player,201112180den,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201112180den,nwe,HernAa00,pass_long,0,,,,,
player,201112180den,nwe,HernAa00,pass_rating,,,,,,
player,201112180den,nwe,HernAa00,rush_att,1,,,,,
player,201112180den,nwe,HernAa00,rush_yds,16,,,,,
player,201112180den,nwe,HernAa00,rush_td,0,,,,,
player,201112180den,nwe,HernAa00,rush_long,16,,,,,
player,201112180den,nwe,HernAa00,targets,11,,,,,
player,201112180den,nwe,HernAa00,rec,9,,,,,
player,201112180den,nwe,HernAa00,rec_yds,129,,,,,
player,201112180den,nwe,HernAa00,rec_td,1,,,,,
player,201112180den,nwe,HernAa00,rec_long,46,,,,,
player,201112180den,nwe,HernAa00,fumbles,0,,,,,
player,201112180den,nwe,HernAa00,fumbles_lost,,,,,,
player,201112180den,nwe,FaulKe00,pass_cmp,0,,,,,
player,201112180den,nwe,FaulKe00,pass_att,0,,,,,
player,201112180den,nwe,FaulKe00,pass_yds,0,,,,,
player,201112180den,nwe,FaulKe00,pass_td,0,,,,,
player,201112180den,nwe,FaulKe00,pass_int,0,,,,,
player,201112180den,nwe,FaulKe00,pass_sacked,0,,,,,
player,201112180den,nwe,FaulKe00,pass_sacked_yds,0,,,,,
player,201112180den,nwe,FaulKe00,pass_long,0,,,,,
player,201112180den,nwe,FaulKe00,pass_rating,,,,,,
player,201112180den,nwe,FaulKe00,rush_att,1,,,,,
player,201112180den,nwe,FaulKe00,rush_yds,1,,,,,
player,201112180den,nwe,FaulKe00,rush_td,0,,,,,
player,201112180den,nwe,FaulKe00,rush_long,1,,,,,
player,201112180den,nwe,FaulKe00,targets,2,,,,,
player,201112180den,nwe,FaulKe00,rec,0,,,,,
player,201112180den,nwe,FaulKe00,rec_yds,0,,,,,
player,201112180den,nwe,FaulKe00,rec_td,0,,,,,
player,201112180den,nwe,FaulKe00,rec_long,0,,,,,
player,201112180den,nwe,FaulKe00,fumbles,0,,,,,
player,201112180den,nwe,FaulKe00,fumbles_lost,,,,,,
player,201112180den,nwe,GronRo00,pass_cmp,0,,,,,
player,201112180den,nwe,GronRo00,pass_att,0,,,,,
player,201112180den,nwe,GronRo00,pass_yds,0,,,,,
player,201112180den,nwe,GronRo00,pass_td,0,,,,,
player,201112180den,nwe,GronRo00,pass_int,0,,,,,
player,201112180den,nwe,GronRo00,pass_sacked,0,,,,,
player,201112180den,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201112180den,nwe,GronRo00,pass_long,0,,,,,
player,201112180den,nwe,GronRo00,pass_rating,,,,,,
player,201112180den,nwe,GronRo00,rush_att,0,,,,,
player,201112180den,nwe,GronRo00,rush_yds,0,,,,,
player,201112180den,nwe,GronRo00,rush_td,0,,,,,
player,201112180den,nwe,GronRo00,rush_long,0,,,,,
player,201112180den,nwe,GronRo00,targets,5,,,,,
player,201112180den,nwe,GronRo00,rec,4,,,,,
player,201112180den,nwe,GronRo00,rec_yds,53,,,,,
player,201112180den,nwe,GronRo00,rec_td,0,,,,,
player,201112180den,nwe,GronRo00,rec_long,38,,,,,
player,201112180den,nwe,GronRo00,fumbles,0,,,,,
player,201112180den,nwe,GronRo00,fumbles_lost,,,,,,
player,201112180den,nwe,WelkWe00,pass_cmp,0,,,,,
player,201112180den,nwe,WelkWe00,pass_att,0,,,,,
player,201112180den,nwe,WelkWe00,pass_yds,0,,,,,
player,201112180den,nwe,WelkWe00,pass_td,0,,,,,
player,201112180den,nwe,WelkWe00,pass_int,0,,,,,
player,201112180den,nwe,WelkWe00,pass_sacked,0,,,,,
player,201112180den,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201112180den,nwe,WelkWe00,pass_long,0,,,,,
player,201112180den,nwe,WelkWe00,pass_rating,,,,,,
player,201112180den,nwe,WelkWe00,rush_att,0,,,,,
player,201112180den,nwe,WelkWe00,rush_yds,0,,,,,
player,201112180den,nwe,WelkWe00,rush_td,0,,,,,
player,201112180den,nwe,WelkWe00,rush_long,0,,,,,
player,201112180den,nwe,WelkWe00,targets,6,,,,,
player,201112180den,nwe,WelkWe00,rec,4,,,,,
player,201112180den,nwe,WelkWe00,rec_yds,41,,,,,
player,201112180den,nwe,WelkWe00,rec_td,0,,,,,
player,201112180den,nwe,WelkWe00,rec_long,19,,,,,
player,201112180den,nwe,WelkWe00,fumbles,0,,,,,
player,201112180den,nwe,WelkWe00,fumbles_lost,,,,,,
player,201112180den,nwe,JohnCh01,pass_cmp,0,,,,,
player,201112180den,nwe,JohnCh01,pass_att,0,,,,,
player,201112180den,nwe,JohnCh01,pass_yds,0,,,,,
player,201112180den,nwe,JohnCh01,pass_td,0,,,,,
player,201112180den,nwe,JohnCh01,pass_int,0,,,,,
player,201112180den,nwe,JohnCh01,pass_sacked,0,,,,,
player,201112180den,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201112180den,nwe,JohnCh01,pass_long,0,,,,,
player,201112180den,nwe,JohnCh01,pass_rating,,,,,,
player,201112180den,nwe,JohnCh01,rush_att,0,,,,,
player,201112180den,nwe,JohnCh01,rush_yds,0,,,,,
player,201112180den,nwe,JohnCh01,rush_td,0,,,,,
player,201112180den,nwe,JohnCh01,rush_long,0,,,,,
player,201112180den,nwe,JohnCh01,targets,3,,,,,
player,201112180den,nwe,JohnCh01,rec,1,,,,,
player,201112180den,nwe,JohnCh01,rec_yds,33,,,,,
player,201112180den,nwe,JohnCh01,rec_td,1,,,,,
player,201112180den,nwe,JohnCh01,rec_long,33,,,,,
player,201112180den,nwe,JohnCh01,fumbles,0,,,,,
player,201112180den,nwe,JohnCh01,fumbles_lost,,,,,,
player,201112180den,nwe,UndeTi00,pass_cmp,0,,,,,
player,201112180den,nwe,UndeTi00,pass_att,0,,,,,
player,201112180den,nwe,UndeTi00,pass_yds,0,,,,,
player,201112180den,nwe,UndeTi00,pass_td,0,,,,,
player,201112180den,nwe,UndeTi00,pass_int,0,,,,,
player,201112180den,nwe,UndeTi00,pass_sacked,0,,,,,
player,201112180den,nwe,UndeTi00,pass_sacked_yds,0,,,,,
player,201112180den,nwe,UndeTi00,pass_long,0,,,,,
player,201112180den,nwe,UndeTi00,pass_rating,,,,,,
player,201112180den,nwe,UndeTi00,rush_att,0,,,,,
player,201112180den,nwe,UndeTi00,rush_yds,0,,,,,
player,201112180den,nwe,UndeTi00,rush_td,0,,,,,
player,201112180den,nwe,UndeTi00,rush_long,0,,,,,
player,201112180den,nwe,UndeTi00,targets,2,,,,,
player,201112180den,nwe,UndeTi00,rec,1,,,,,
player,201112180den,nwe,UndeTi00,rec_yds,13,,,,,
player,201112180den,nwe,UndeTi00,rec_td,0,,,,,
player,201112180den,nwe,UndeTi00,rec_long,13,,,,,
player,201112180den,nwe,UndeTi00,fumbles,0,,,,,
player,201112180den,nwe,UndeTi00,fumbles_lost,,,,,,
player,201112180den,nwe,EdelJu00,pass_cmp,0,,,,,
player,201112180den,nwe,EdelJu00,pass_att,0,,,,,
player,201112180den,nwe,EdelJu00,pass_yds,0,,,,,
player,201112180den,nwe,EdelJu00,pass_td,0,,,,,
player,201112180den,nwe,EdelJu00,pass_int,0,,,,,
player,201112180den,nwe,EdelJu00,pass_sacked,0,,,,,
player,201112180den,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201112180den,nwe,EdelJu00,pass_long,0,,,,,
player,201112180den,nwe,EdelJu00,pass_rating,,,,,,
player,201112180den,nwe,EdelJu00,rush_att,0,,,,,
player,201112180den,nwe,EdelJu00,rush_yds,0,,,,,
player,201112180den,nwe,EdelJu00,rush_td,0,,,,,
player,201112180den,nwe,EdelJu00,rush_long,0,,,,,
player,201112180den,nwe,EdelJu00,targets,1,,,,,
player,201112180den,nwe,EdelJu00,rec,1,,,,,
player,201112180den,nwe,EdelJu00,rec_yds,7,,,,,
player,201112180den,nwe,EdelJu00,rec_td,0,,,,,
player,201112180den,nwe,EdelJu00,rec_long,7,,,,,
player,201112180den,nwe,EdelJu00,fumbles,0,,,,,
player,201112180den,nwe,EdelJu00,fumbles_lost,,,,,,
player,201112180den,den,TeboTi00,pass_cmp,11,,,,,
player,201112180den,den,TeboTi00,pass_att,22,,,,,
player,201112180den,den,TeboTi00,pass_yds,194,,,,,
player,201112180den,den,TeboTi00,pass_td,0,,,,,
player,201112180den,den,TeboTi00,pass_int,0,,,,,
player,201112180den,den,TeboTi00,pass_sacked,4,,,,,
player,201112180den,den,TeboTi00,pass_sacked_yds,53,,,,,
player,201112180den,den,TeboTi00,pass_long,39,,,,,
player,201112180den,den,TeboTi00,pass_rating,80.5,,,,,
player,201112180den,den,TeboTi00,rush_att,12,,,,,
player,201112180den,den,TeboTi00,rush_yds,93,,,,,
player,201112180den,den,TeboTi00,rush_td,2,,,,,
player,201112180den,den,TeboTi00,rush_long,30,,,,,
player,201112180den,den,TeboTi00,targets,0,,,,,
player,201112180den,den,TeboTi00,rec,0,,,,,
player,201112180den,den,TeboTi00,rec_yds,0,,,,,
player,201112180den,den,TeboTi00,rec_td,0,,,,,
player,201112180den,den,TeboTi00,rec_long,0,,,,,
player,201112180den,den,TeboTi00,fumbles,2,,,,,
player,201112180den,den,TeboTi00,fumbles_lost,1,,,,,
player,201112180den,den,ThomDe03,pass_cmp,0,,,,,
player,201112180den,den,ThomDe03,pass_att,1,,,,,
player,201112180den,den,ThomDe03,pass_yds,0,,,,,
player,201112180den,den,ThomDe03,pass_td,0,,,,,
player,201112180den,den,ThomDe03,pass_int,0,,,,,
player,201112180den,den,ThomDe03,pass_sacked,0,,,,,
player,201112180den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201112180den,den,ThomDe03,pass_long,0,,,,,
player,201112180den,den,ThomDe03,pass_rating,39.6,,,,,
player,201112180den,den,ThomDe03,rush_att,0,,,,,
player,201112180den,den,ThomDe03,rush_yds,0,,,,,
player,201112180den,den,ThomDe03,rush_td,0,,,,,
player,201112180den,den,ThomDe03,rush_long,0,,,,,
player,201112180den,den,ThomDe03,targets,13,,,,,
player,201112180den,den,ThomDe03,rec,7,,,,,
player,201112180den,den,ThomDe03,rec_yds,116,,,,,
player,201112180den,den,ThomDe03,rec_td,0,,,,,
player,201112180den,den,ThomDe03,rec_long,39,,,,,
player,201112180den,den,ThomDe03,fumbles,0,,,,,
player,201112180den,den,ThomDe03,fumbles_lost,,,,,,
player,201112180den,den,McGaWi00,pass_cmp,0,,,,,
player,201112180den,den,McGaWi00,pass_att,0,,,,,
player,201112180den,den,McGaWi00,pass_yds,0,,,,,
player,201112180den,den,McGaWi00,pass_td,0,,,,,
player,201112180den,den,McGaWi00,pass_int,0,,,,,
player,201112180den,den,McGaWi00,pass_sacked,0,,,,,
player,201112180den,den,McGaWi00,pass_sacked_yds,0,,,,,
player,201112180den,den,McGaWi00,pass_long,0,,,,,
player,201112180den,den,McGaWi00,pass_rating,,,,,,
player,201112180den,den,McGaWi00,rush_att,7,,,,,
player,201112180den,den,McGaWi00,rush_yds,70,,,,,
player,201112180den,den,McGaWi00,rush_td,0,,,,,
player,201112180den,den,McGaWi00,rush_long,29,,,,,
player,201112180den,den,McGaWi00,targets,0,,,,,
player,201112180den,den,McGaWi00,rec,0,,,,,
player,201112180den,den,McGaWi00,rec_yds,0,,,,,
player,201112180den,den,McGaWi00,rec_td,0,,,,,
player,201112180den,den,McGaWi00,rec_long,0,,,,,
player,201112180den,den,McGaWi00,fumbles,0,,,,,
player,201112180den,den,McGaWi00,fumbles_lost,,,,,,
player,201112180den,den,BallLa00,pass_cmp,0,,,,,
player,201112180den,den,BallLa00,pass_att,0,,,,,
player,201112180den,den,BallLa00,pass_yds,0,,,,,
player,201112180den,den,BallLa00,pass_td,0,,,,,
player,201112180den,den,BallLa00,pass_int,0,,,,,
player,201112180den,den,BallLa00,pass_sacked,0,,,,,
player,201112180den,den,BallLa00,pass_sacked_yds,0,,,,,
player,201112180den,den,BallLa00,pass_long,0,,,,,
player,201112180den,den,BallLa00,pass_rating,,,,,,
player,201112180den,den,BallLa00,rush_att,11,,,,,
player,201112180den,den,BallLa00,rush_yds,64,,,,,
player,201112180den,den,BallLa00,rush_td,1,,,,,
player,201112180den,den,BallLa00,rush_long,32,,,,,
player,201112180den,den,BallLa00,targets,4,,,,,
player,201112180den,den,BallLa00,rec,2,,,,,
player,201112180den,den,BallLa00,rec_yds,41,,,,,
player,201112180den,den,BallLa00,rec_td,0,,,,,
player,201112180den,den,BallLa00,rec_long,34,,,,,
player,201112180den,den,BallLa00,fumbles,1,,,,,
player,201112180den,den,BallLa00,fumbles_lost,1,,,,,
player,201112180den,den,JohnJe01,pass_cmp,0,,,,,
player,201112180den,den,JohnJe01,pass_att,0,,,,,
player,201112180den,den,JohnJe01,pass_yds,0,,,,,
player,201112180den,den,JohnJe01,pass_td,0,,,,,
player,201112180den,den,JohnJe01,pass_int,0,,,,,
player,201112180den,den,JohnJe01,pass_sacked,0,,,,,
player,201112180den,den,JohnJe01,pass_sacked_yds,0,,,,,
player,201112180den,den,JohnJe01,pass_long,0,,,,,
player,201112180den,den,JohnJe01,pass_rating,,,,,,
player,201112180den,den,JohnJe01,rush_att,1,,,,,
player,201112180den,den,JohnJe01,rush_yds,25,,,,,
player,201112180den,den,JohnJe01,rush_td,0,,,,,
player,201112180den,den,JohnJe01,rush_long,25,,,,,
player,201112180den,den,JohnJe01,targets,0,,,,,
player,201112180den,den,JohnJe01,rec,0,,,,,
player,201112180den,den,JohnJe01,rec_yds,0,,,,,
player,201112180den,den,JohnJe01,rec_td,0,,,,,
player,201112180den,den,JohnJe01,rec_long,0,,,,,
player,201112180den,den,JohnJe01,fumbles,0,,,,,
player,201112180den,den,JohnJe01,fumbles_lost,,,,,,
player,201112180den,den,DeckEr00,pass_cmp,0,,,,,
player,201112180den,den,DeckEr00,pass_att,0,,,,,
player,201112180den,den,DeckEr00,pass_yds,0,,,,,
player,201112180den,den,DeckEr00,pass_td,0,,,,,
player,201112180den,den,DeckEr00,pass_int,0,,,,,
player,201112180den,den,DeckEr00,pass_sacked,0,,,,,
player,201112180den,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201112180den,den,DeckEr00,pass_long,0,,,,,
player,201112180den,den,DeckEr00,pass_rating,,,,,,
player,201112180den,den,DeckEr00,rush_att,0,,,,,
player,201112180den,den,DeckEr00,rush_yds,0,,,,,
player,201112180den,den,DeckEr00,rush_td,0,,,,,
player,201112180den,den,DeckEr00,rush_long,0,,,,,
player,201112180den,den,DeckEr00,targets,2,,,,,
player,201112180den,den,DeckEr00,rec,1,,,,,
player,201112180den,den,DeckEr00,rec_yds,22,,,,,
player,201112180den,den,DeckEr00,rec_td,0,,,,,
player,201112180den,den,DeckEr00,rec_long,22,,,,,
player,201112180den,den,DeckEr00,fumbles,0,,,,,
player,201112180den,den,DeckEr00,fumbles_lost,,,,,,
player,201112180den,den,WillMa00,pass_cmp,0,,,,,
player,201112180den,den,WillMa00,pass_att,0,,,,,
player,201112180den,den,WillMa00,pass_yds,0,,,,,
player,201112180den,den,WillMa00,pass_td,0,,,,,
player,201112180den,den,WillMa00,pass_int,0,,,,,
player,201112180den,den,WillMa00,pass_sacked,0,,,,,
player,201112180den,den,WillMa00,pass_sacked_yds,0,,,,,
player,201112180den,den,WillMa00,pass_long,0,,,,,
player,201112180den,den,WillMa00,pass_rating,,,,,,
player,201112180den,den,WillMa00,rush_att,0,,,,,
player,201112180den,den,WillMa00,rush_yds,0,,,,,
player,201112180den,den,WillMa00,rush_td,0,,,,,
player,201112180den,den,WillMa00,rush_long,0,,,,,
player,201112180den,den,WillMa00,targets,2,,,,,
player,201112180den,den,WillMa00,rec,1,,,,,
player,201112180den,den,WillMa00,rec_yds,15,,,,,
player,201112180den,den,WillMa00,rec_td,0,,,,,
player,201112180den,den,WillMa00,rec_long,15,,,,,
player,201112180den,den,WillMa00,fumbles,0,,,,,
player,201112180den,den,WillMa00,fumbles_lost,,,,,,
player,201112180den,den,RoyaEd00,pass_cmp,0,,,,,
player,201112180den,den,RoyaEd00,pass_att,0,,,,,
player,201112180den,den,RoyaEd00,pass_yds,0,,,,,
player,201112180den,den,RoyaEd00,pass_td,0,,,,,
player,201112180den,den,RoyaEd00,pass_int,0,,,,,
player,201112180den,den,RoyaEd00,pass_sacked,0,,,,,
player,201112180den,den,RoyaEd00,pass_sacked_yds,0,,,,,
player,201112180den,den,RoyaEd00,pass_long,0,,,,,
player,201112180den,den,RoyaEd00,pass_rating,,,,,,
player,201112180den,den,RoyaEd00,rush_att,0,,,,,
player,201112180den,den,RoyaEd00,rush_yds,0,,,,,
player,201112180den,den,RoyaEd00,rush_td,0,,,,,
player,201112180den,den,RoyaEd00,rush_long,0,,,,,
player,201112180den,den,RoyaEd00,targets,2,,,,,
player,201112180den,den,RoyaEd00,rec,0,,,,,
player,201112180den,den,RoyaEd00,rec_yds,0,,,,,
player,201112180den,den,RoyaEd00,rec_td,0,,,,,
player,201112180den,den,RoyaEd00,rec_long,0,,,,,
player,201112180den,den,RoyaEd00,fumbles,0,,,,,
player,201112180den,den,RoyaEd00,fumbles_lost,,,,,,
player,201112180den,nwe,AndeMa21,def_int,0,,,,,
player,201112180den,nwe,AndeMa21,def_int_yds,0,,,,,
player,201112180den,nwe,AndeMa21,def_int_td,0,,,,,
player,201112180den,nwe,AndeMa21,def_int_long,0,,,,,
player,201112180den,nwe,AndeMa21,pass_defended,0,,,,,
player,201112180den,nwe,AndeMa21,sacks,2.0,,,,,
player,201112180den,nwe,AndeMa21,tackles_combined,3,,,,,
player,201112180den,nwe,AndeMa21,tackles_solo,3,,,,,
player,201112180den,nwe,AndeMa21,tackles_assists,0,,,,,
player,201112180den,nwe,AndeMa21,tackles_loss,2,,,,,
player,201112180den,nwe,AndeMa21,qb_hits,2,,,,,
player,201112180den,nwe,AndeMa21,fumbles_rec,1,,,,,
player,201112180den,nwe,AndeMa21,fumbles_rec_yds,0,,,,,
player,201112180den,nwe,AndeMa21,fumbles_rec_td,0,,,,,
player,201112180den,nwe,AndeMa21,fumbles_forced,1,,,,,
player,201112180den,nwe,NinkRo20,def_int,0,,,,,
player,201112180den,nwe,NinkRo20,def_int_yds,0,,,,,
player,201112180den,nwe,NinkRo20,def_int_td,0,,,,,
player,201112180den,nwe,NinkRo20,def_int_long,0,,,,,
player,201112180den,nwe,NinkRo20,pass_defended,0,,,,,
player,201112180den,nwe,NinkRo20,sacks,1.0,,,,,
player,201112180den,nwe,NinkRo20,tackles_combined,4,,,,,
player,201112180den,nwe,NinkRo20,tackles_solo,3,,,,,
player,201112180den,nwe,NinkRo20,tackles_assists,1,,,,,
player,201112180den,nwe,NinkRo20,tackles_loss,1,,,,,
player,201112180den,nwe,NinkRo20,qb_hits,1,,,,,
player,201112180den,nwe,NinkRo20,fumbles_rec,1,,,,,
player,201112180den,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201112180den,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201112180den,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201112180den,nwe,WarrGe20,def_int,0,,,,,
player,201112180den,nwe,WarrGe20,def_int_yds,0,,,,,
player,201112180den,nwe,WarrGe20,def_int_td,0,,,,,
player,201112180den,nwe,WarrGe20,def_int_long,0,,,,,
player,201112180den,nwe,WarrGe20,pass_defended,0,,,,,
player,201112180den,nwe,WarrGe20,sacks,1.0,,,,,
player,201112180den,nwe,WarrGe20,tackles_combined,2,,,,,
player,201112180den,nwe,WarrGe20,tackles_solo,1,,,,,
player,201112180den,nwe,WarrGe20,tackles_assists,1,,,,,
player,201112180den,nwe,WarrGe20,tackles_loss,1,,,,,
player,201112180den,nwe,WarrGe20,qb_hits,1,,,,,
player,201112180den,nwe,WarrGe20,fumbles_rec,0,,,,,
player,201112180den,nwe,WarrGe20,fumbles_rec_yds,0,,,,,
player,201112180den,nwe,WarrGe20,fumbles_rec_td,0,,,,,
player,201112180den,nwe,WarrGe20,fumbles_forced,0,,,,,
player,201112180den,nwe,MayoJe99,def_int,0,,,,,
player,201112180den,nwe,MayoJe99,def_int_yds,0,,,,,
player,201112180den,nwe,MayoJe99,def_int_td,0,,,,,
player,201112180den,nwe,MayoJe99,def_int_long,0,,,,,
player,201112180den,nwe,MayoJe99,pass_defended,0,,,,,
player,201112180den,nwe,MayoJe99,sacks,0.0,,,,,
player,201112180den,nwe,MayoJe99,tackles_combined,8,,,,,
player,201112180den,nwe,MayoJe99,tackles_solo,7,,,,,
player,201112180den,nwe,MayoJe99,tackles_assists,1,,,,,
player,201112180den,nwe,MayoJe99,tackles_loss,0,,,,,
player,201112180den,nwe,MayoJe99,qb_hits,0,,,,,
player,201112180den,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201112180den,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201112180den,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201112180den,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201112180den,nwe,BrowSe00,def_int,0,,,,,
player,201112180den,nwe,BrowSe00,def_int_yds,0,,,,,
