game,2011,5,20111009,201110090min,crd,"Arizona Cardinals",10,min,"Minnesota Vikings",34
team,201110090min,crd,First Downs,18,,,,,,
team,201110090min,min,First Downs,20,,,,,,
team,201110090min,crd,Rush-Yds-TDs,24-77-1,,,,,,
team,201110090min,min,Rush-Yds-TDs,37-172-4,,,,,,
team,201110090min,crd,Cmp-Att-Yd-TD-INT,23-48-254-0-3,,,,,,
team,201110090min,min,Cmp-Att-Yd-TD-INT,10-21-169-0-0,,,,,,
team,201110090min,crd,Sacked-Yards,4-40,,,,,,
team,201110090min,min,Sacked-Yards,1-9,,,,,,
team,201110090min,crd,Net Pass Yards,214,,,,,,
team,201110090min,min,Net Pass Yards,160,,,,,,
team,201110090min,crd,Total Yards,291,,,,,,
team,201110090min,min,Total Yards,332,,,,,,
team,201110090min,crd,Fumbles-Lost,2-1,,,,,,
team,201110090min,min,Fumbles-Lost,1-1,,,,,,
team,201110090min,crd,Turnovers,4,,,,,,
team,201110090min,min,Turnovers,1,,,,,,
team,201110090min,crd,Penalties-Yards,6-64,,,,,,
team,201110090min,min,Penalties-Yards,5-35,,,,,,
team,201110090min,crd,Third Down Conv.,8-18,,,,,,
team,201110090min,min,Third Down Conv.,3-10,,,,,,
team,201110090min,crd,Fourth Down Conv.,2-4,,,,,,
team,201110090min,min,Fourth Down Conv.,0-0,,,,,,
team,201110090min,crd,Time of Possession,31:01,,,,,,
team,201110090min,min,Time of Possession,28:59,,,,,,
player,201110090min,crd,KolbKe00,pass_cmp,21,,,,,
player,201110090min,crd,KolbKe00,pass_att,42,,,,,
player,201110090min,crd,KolbKe00,pass_yds,232,,,,,
player,201110090min,crd,KolbKe00,pass_td,0,,,,,
player,201110090min,crd,KolbKe00,pass_int,2,,,,,
player,201110090min,crd,KolbKe00,pass_sacked,4,,,,,
player,201110090min,crd,KolbKe00,pass_sacked_yds,40,,,,,
player,201110090min,crd,KolbKe00,pass_long,22,,,,,
player,201110090min,crd,KolbKe00,pass_rating,46.9,,,,,
player,201110090min,crd,KolbKe00,rush_att,2,,,,,
player,201110090min,crd,KolbKe00,rush_yds,10,,,,,
player,201110090min,crd,KolbKe00,rush_td,0,,,,,
player,201110090min,crd,KolbKe00,rush_long,7,,,,,
player,201110090min,crd,KolbKe00,targets,0,,,,,
player,201110090min,crd,KolbKe00,rec,0,,,,,
player,201110090min,crd,KolbKe00,rec_yds,0,,,,,
player,201110090min,crd,KolbKe00,rec_td,0,,,,,
player,201110090min,crd,KolbKe00,rec_long,0,,,,,
player,201110090min,crd,KolbKe00,fumbles,1,,,,,
player,201110090min,crd,KolbKe00,fumbles_lost,1,,,,,
player,201110090min,crd,BartRi00,pass_cmp,2,,,,,
player,201110090min,crd,BartRi00,pass_att,6,,,,,
player,201110090min,crd,BartRi00,pass_yds,22,,,,,
