game,2011,16,20111224,201112240oti,jax,"Jacksonville Jaguars",17,oti,"Tennessee Titans",23
player,201112240oti,jax,DouzLe00,tackles_combined,5,,,,,
player,201112240oti,jax,DouzLe00,tackles_solo,5,,,,,
player,201112240oti,jax,DouzLe00,tackles_assists,0,,,,,
player,201112240oti,jax,DouzLe00,tackles_loss,1,,,,,
player,201112240oti,jax,DouzLe00,qb_hits,1,,,,,
player,201112240oti,jax,DouzLe00,fumbles_rec,0,,,,,
player,201112240oti,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,DouzLe00,fumbles_rec_td,0,,,,,
player,201112240oti,jax,DouzLe00,fumbles_forced,0,,,,,
player,201112240oti,jax,ColeDr20,def_int,0,,,,,
player,201112240oti,jax,ColeDr20,def_int_yds,0,,,,,
player,201112240oti,jax,ColeDr20,def_int_td,0,,,,,
player,201112240oti,jax,ColeDr20,def_int_long,0,,,,,
player,201112240oti,jax,ColeDr20,pass_defended,1,,,,,
player,201112240oti,jax,ColeDr20,sacks,0.0,,,,,
player,201112240oti,jax,ColeDr20,tackles_combined,8,,,,,
player,201112240oti,jax,ColeDr20,tackles_solo,5,,,,,
player,201112240oti,jax,ColeDr20,tackles_assists,3,,,,,
player,201112240oti,jax,ColeDr20,tackles_loss,1,,,,,
player,201112240oti,jax,ColeDr20,qb_hits,0,,,,,
player,201112240oti,jax,ColeDr20,fumbles_rec,0,,,,,
player,201112240oti,jax,ColeDr20,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,ColeDr20,fumbles_rec_td,0,,,,,
player,201112240oti,jax,ColeDr20,fumbles_forced,0,,,,,
player,201112240oti,jax,OwusAk99,def_int,0,,,,,
player,201112240oti,jax,OwusAk99,def_int_yds,0,,,,,
player,201112240oti,jax,OwusAk99,def_int_td,0,,,,,
player,201112240oti,jax,OwusAk99,def_int_long,0,,,,,
player,201112240oti,jax,OwusAk99,pass_defended,0,,,,,
player,201112240oti,jax,OwusAk99,sacks,0.0,,,,,
player,201112240oti,jax,OwusAk99,tackles_combined,8,,,,,
player,201112240oti,jax,OwusAk99,tackles_solo,7,,,,,
player,201112240oti,jax,OwusAk99,tackles_assists,1,,,,,
player,201112240oti,jax,OwusAk99,tackles_loss,0,,,,,
player,201112240oti,jax,OwusAk99,qb_hits,0,,,,,
player,201112240oti,jax,OwusAk99,fumbles_rec,0,,,,,
player,201112240oti,jax,OwusAk99,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,OwusAk99,fumbles_rec_td,0,,,,,
player,201112240oti,jax,OwusAk99,fumbles_forced,0,,,,,
player,201112240oti,jax,LandDa21,def_int,0,,,,,
player,201112240oti,jax,LandDa21,def_int_yds,0,,,,,
player,201112240oti,jax,LandDa21,def_int_td,0,,,,,
player,201112240oti,jax,LandDa21,def_int_long,0,,,,,
player,201112240oti,jax,LandDa21,pass_defended,0,,,,,
player,201112240oti,jax,LandDa21,sacks,0.0,,,,,
player,201112240oti,jax,LandDa21,tackles_combined,7,,,,,
player,201112240oti,jax,LandDa21,tackles_solo,5,,,,,
player,201112240oti,jax,LandDa21,tackles_assists,2,,,,,
player,201112240oti,jax,LandDa21,tackles_loss,0,,,,,
player,201112240oti,jax,LandDa21,qb_hits,0,,,,,
player,201112240oti,jax,LandDa21,fumbles_rec,1,,,,,
player,201112240oti,jax,LandDa21,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,LandDa21,fumbles_rec_td,0,,,,,
player,201112240oti,jax,LandDa21,fumbles_forced,0,,,,,
player,201112240oti,jax,PoluPa99,def_int,0,,,,,
player,201112240oti,jax,PoluPa99,def_int_yds,0,,,,,
player,201112240oti,jax,PoluPa99,def_int_td,0,,,,,
player,201112240oti,jax,PoluPa99,def_int_long,0,,,,,
player,201112240oti,jax,PoluPa99,pass_defended,1,,,,,
player,201112240oti,jax,PoluPa99,sacks,0.0,,,,,
player,201112240oti,jax,PoluPa99,tackles_combined,5,,,,,
player,201112240oti,jax,PoluPa99,tackles_solo,4,,,,,
player,201112240oti,jax,PoluPa99,tackles_assists,1,,,,,
player,201112240oti,jax,PoluPa99,tackles_loss,0,,,,,
player,201112240oti,jax,PoluPa99,qb_hits,0,,,,,
player,201112240oti,jax,PoluPa99,fumbles_rec,0,,,,,
player,201112240oti,jax,PoluPa99,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,PoluPa99,fumbles_rec_td,0,,,,,
player,201112240oti,jax,PoluPa99,fumbles_forced,0,,,,,
player,201112240oti,jax,SmitDa24,def_int,0,,,,,
player,201112240oti,jax,SmitDa24,def_int_yds,0,,,,,
player,201112240oti,jax,SmitDa24,def_int_td,0,,,,,
player,201112240oti,jax,SmitDa24,def_int_long,0,,,,,
player,201112240oti,jax,SmitDa24,pass_defended,0,,,,,
player,201112240oti,jax,SmitDa24,sacks,0.0,,,,,
player,201112240oti,jax,SmitDa24,tackles_combined,5,,,,,
player,201112240oti,jax,SmitDa24,tackles_solo,5,,,,,
player,201112240oti,jax,SmitDa24,tackles_assists,0,,,,,
player,201112240oti,jax,SmitDa24,tackles_loss,0,,,,,
player,201112240oti,jax,SmitDa24,qb_hits,0,,,,,
player,201112240oti,jax,SmitDa24,fumbles_rec,0,,,,,
player,201112240oti,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201112240oti,jax,SmitDa24,fumbles_forced,0,,,,,
player,201112240oti,jax,BrowC.20,def_int,0,,,,,
player,201112240oti,jax,BrowC.20,def_int_yds,0,,,,,
player,201112240oti,jax,BrowC.20,def_int_td,0,,,,,
player,201112240oti,jax,BrowC.20,def_int_long,0,,,,,
player,201112240oti,jax,BrowC.20,pass_defended,0,,,,,
player,201112240oti,jax,BrowC.20,sacks,0.0,,,,,
player,201112240oti,jax,BrowC.20,tackles_combined,3,,,,,
player,201112240oti,jax,BrowC.20,tackles_solo,2,,,,,
player,201112240oti,jax,BrowC.20,tackles_assists,1,,,,,
player,201112240oti,jax,BrowC.20,tackles_loss,0,,,,,
player,201112240oti,jax,BrowC.20,qb_hits,0,,,,,
player,201112240oti,jax,BrowC.20,fumbles_rec,0,,,,,
player,201112240oti,jax,BrowC.20,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,BrowC.20,fumbles_rec_td,0,,,,,
player,201112240oti,jax,BrowC.20,fumbles_forced,0,,,,,
player,201112240oti,jax,ClohCo00,def_int,0,,,,,
player,201112240oti,jax,ClohCo00,def_int_yds,0,,,,,
player,201112240oti,jax,ClohCo00,def_int_td,0,,,,,
player,201112240oti,jax,ClohCo00,def_int_long,0,,,,,
player,201112240oti,jax,ClohCo00,pass_defended,0,,,,,
player,201112240oti,jax,ClohCo00,sacks,0.0,,,,,
player,201112240oti,jax,ClohCo00,tackles_combined,2,,,,,
player,201112240oti,jax,ClohCo00,tackles_solo,1,,,,,
player,201112240oti,jax,ClohCo00,tackles_assists,1,,,,,
player,201112240oti,jax,ClohCo00,tackles_loss,0,,,,,
player,201112240oti,jax,ClohCo00,qb_hits,0,,,,,
player,201112240oti,jax,ClohCo00,fumbles_rec,0,,,,,
player,201112240oti,jax,ClohCo00,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,ClohCo00,fumbles_rec_td,0,,,,,
player,201112240oti,jax,ClohCo00,fumbles_forced,0,,,,,
player,201112240oti,jax,JoneDa99,def_int,0,,,,,
player,201112240oti,jax,JoneDa99,def_int_yds,0,,,,,
player,201112240oti,jax,JoneDa99,def_int_td,0,,,,,
player,201112240oti,jax,JoneDa99,def_int_long,0,,,,,
player,201112240oti,jax,JoneDa99,pass_defended,1,,,,,
player,201112240oti,jax,JoneDa99,sacks,0.0,,,,,
player,201112240oti,jax,JoneDa99,tackles_combined,2,,,,,
player,201112240oti,jax,JoneDa99,tackles_solo,1,,,,,
player,201112240oti,jax,JoneDa99,tackles_assists,1,,,,,
player,201112240oti,jax,JoneDa99,tackles_loss,0,,,,,
player,201112240oti,jax,JoneDa99,qb_hits,0,,,,,
player,201112240oti,jax,JoneDa99,fumbles_rec,0,,,,,
player,201112240oti,jax,JoneDa99,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,JoneDa99,fumbles_rec_td,0,,,,,
player,201112240oti,jax,JoneDa99,fumbles_forced,0,,,,,
player,201112240oti,jax,KnigTe99,def_int,0,,,,,
player,201112240oti,jax,KnigTe99,def_int_yds,0,,,,,
player,201112240oti,jax,KnigTe99,def_int_td,0,,,,,
player,201112240oti,jax,KnigTe99,def_int_long,0,,,,,
player,201112240oti,jax,KnigTe99,pass_defended,0,,,,,
player,201112240oti,jax,KnigTe99,sacks,0.0,,,,,
player,201112240oti,jax,KnigTe99,tackles_combined,2,,,,,
player,201112240oti,jax,KnigTe99,tackles_solo,1,,,,,
player,201112240oti,jax,KnigTe99,tackles_assists,1,,,,,
player,201112240oti,jax,KnigTe99,tackles_loss,0,,,,,
player,201112240oti,jax,KnigTe99,qb_hits,0,,,,,
player,201112240oti,jax,KnigTe99,fumbles_rec,0,,,,,
player,201112240oti,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201112240oti,jax,KnigTe99,fumbles_forced,0,,,,,
player,201112240oti,jax,MoslC.20,def_int,0,,,,,
player,201112240oti,jax,MoslC.20,def_int_yds,0,,,,,
player,201112240oti,jax,MoslC.20,def_int_td,0,,,,,
player,201112240oti,jax,MoslC.20,def_int_long,0,,,,,
player,201112240oti,jax,MoslC.20,pass_defended,0,,,,,
player,201112240oti,jax,MoslC.20,sacks,0.0,,,,,
player,201112240oti,jax,MoslC.20,tackles_combined,2,,,,,
player,201112240oti,jax,MoslC.20,tackles_solo,1,,,,,
player,201112240oti,jax,MoslC.20,tackles_assists,1,,,,,
player,201112240oti,jax,MoslC.20,tackles_loss,0,,,,,
player,201112240oti,jax,MoslC.20,qb_hits,0,,,,,
player,201112240oti,jax,MoslC.20,fumbles_rec,0,,,,,
player,201112240oti,jax,MoslC.20,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,MoslC.20,fumbles_rec_td,0,,,,,
player,201112240oti,jax,MoslC.20,fumbles_forced,1,,,,,
player,201112240oti,jax,OsgoKa00,def_int,0,,,,,
player,201112240oti,jax,OsgoKa00,def_int_yds,0,,,,,
player,201112240oti,jax,OsgoKa00,def_int_td,0,,,,,
player,201112240oti,jax,OsgoKa00,def_int_long,0,,,,,
player,201112240oti,jax,OsgoKa00,pass_defended,0,,,,,
player,201112240oti,jax,OsgoKa00,sacks,0.0,,,,,
player,201112240oti,jax,OsgoKa00,tackles_combined,2,,,,,
player,201112240oti,jax,OsgoKa00,tackles_solo,1,,,,,
player,201112240oti,jax,OsgoKa00,tackles_assists,1,,,,,
player,201112240oti,jax,OsgoKa00,tackles_loss,0,,,,,
player,201112240oti,jax,OsgoKa00,qb_hits,0,,,,,
player,201112240oti,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201112240oti,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201112240oti,jax,OsgoKa00,fumbles_forced,0,,,,,
player,201112240oti,jax,OwenMo01,def_int,0,,,,,
player,201112240oti,jax,OwenMo01,def_int_yds,0,,,,,
player,201112240oti,jax,OwenMo01,def_int_td,0,,,,,
player,201112240oti,jax,OwenMo01,def_int_long,0,,,,,
player,201112240oti,jax,OwenMo01,pass_defended,0,,,,,
player,201112240oti,jax,OwenMo01,sacks,0.0,,,,,
player,201112240oti,jax,OwenMo01,tackles_combined,2,,,,,
player,201112240oti,jax,OwenMo01,tackles_solo,1,,,,,
player,201112240oti,jax,OwenMo01,tackles_assists,1,,,,,
player,201112240oti,jax,OwenMo01,tackles_loss,0,,,,,
player,201112240oti,jax,OwenMo01,qb_hits,0,,,,,
player,201112240oti,jax,OwenMo01,fumbles_rec,0,,,,,
player,201112240oti,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201112240oti,jax,OwenMo01,fumbles_forced,0,,,,,
player,201112240oti,jax,BoleBr00,def_int,0,,,,,
player,201112240oti,jax,BoleBr00,def_int_yds,0,,,,,
player,201112240oti,jax,BoleBr00,def_int_td,0,,,,,
player,201112240oti,jax,BoleBr00,def_int_long,0,,,,,
player,201112240oti,jax,BoleBr00,pass_defended,0,,,,,
player,201112240oti,jax,BoleBr00,sacks,0.0,,,,,
player,201112240oti,jax,BoleBr00,tackles_combined,1,,,,,
player,201112240oti,jax,BoleBr00,tackles_solo,1,,,,,
player,201112240oti,jax,BoleBr00,tackles_assists,0,,,,,
player,201112240oti,jax,BoleBr00,tackles_loss,0,,,,,
player,201112240oti,jax,BoleBr00,qb_hits,0,,,,,
player,201112240oti,jax,BoleBr00,fumbles_rec,0,,,,,
player,201112240oti,jax,BoleBr00,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,BoleBr00,fumbles_rec_td,0,,,,,
player,201112240oti,jax,BoleBr00,fumbles_forced,0,,,,,
player,201112240oti,jax,CainJe20,def_int,0,,,,,
player,201112240oti,jax,CainJe20,def_int_yds,0,,,,,
player,201112240oti,jax,CainJe20,def_int_td,0,,,,,
player,201112240oti,jax,CainJe20,def_int_long,0,,,,,
player,201112240oti,jax,CainJe20,pass_defended,0,,,,,
player,201112240oti,jax,CainJe20,sacks,0.0,,,,,
player,201112240oti,jax,CainJe20,tackles_combined,1,,,,,
player,201112240oti,jax,CainJe20,tackles_solo,0,,,,,
player,201112240oti,jax,CainJe20,tackles_assists,1,,,,,
player,201112240oti,jax,CainJe20,tackles_loss,0,,,,,
player,201112240oti,jax,CainJe20,qb_hits,0,,,,,
player,201112240oti,jax,CainJe20,fumbles_rec,0,,,,,
player,201112240oti,jax,CainJe20,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,CainJe20,fumbles_rec_td,0,,,,,
player,201112240oti,jax,CainJe20,fumbles_forced,0,,,,,
player,201112240oti,jax,CollNa20,def_int,0,,,,,
player,201112240oti,jax,CollNa20,def_int_yds,0,,,,,
player,201112240oti,jax,CollNa20,def_int_td,0,,,,,
player,201112240oti,jax,CollNa20,def_int_long,0,,,,,
player,201112240oti,jax,CollNa20,pass_defended,0,,,,,
player,201112240oti,jax,CollNa20,sacks,0.0,,,,,
player,201112240oti,jax,CollNa20,tackles_combined,1,,,,,
player,201112240oti,jax,CollNa20,tackles_solo,0,,,,,
player,201112240oti,jax,CollNa20,tackles_assists,1,,,,,
player,201112240oti,jax,CollNa20,tackles_loss,0,,,,,
player,201112240oti,jax,CollNa20,qb_hits,0,,,,,
player,201112240oti,jax,CollNa20,fumbles_rec,0,,,,,
player,201112240oti,jax,CollNa20,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,CollNa20,fumbles_rec_td,0,,,,,
player,201112240oti,jax,CollNa20,fumbles_forced,0,,,,,
player,201112240oti,jax,FranSt00,def_int,0,,,,,
player,201112240oti,jax,FranSt00,def_int_yds,0,,,,,
player,201112240oti,jax,FranSt00,def_int_td,0,,,,,
player,201112240oti,jax,FranSt00,def_int_long,0,,,,,
player,201112240oti,jax,FranSt00,pass_defended,0,,,,,
player,201112240oti,jax,FranSt00,sacks,0.0,,,,,
player,201112240oti,jax,FranSt00,tackles_combined,1,,,,,
player,201112240oti,jax,FranSt00,tackles_solo,0,,,,,
player,201112240oti,jax,FranSt00,tackles_assists,1,,,,,
player,201112240oti,jax,FranSt00,tackles_loss,0,,,,,
player,201112240oti,jax,FranSt00,qb_hits,0,,,,,
player,201112240oti,jax,FranSt00,fumbles_rec,0,,,,,
player,201112240oti,jax,FranSt00,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,FranSt00,fumbles_rec_td,0,,,,,
player,201112240oti,jax,FranSt00,fumbles_forced,0,,,,,
player,201112240oti,jax,YoubAs20,def_int,0,,,,,
player,201112240oti,jax,YoubAs20,def_int_yds,0,,,,,
player,201112240oti,jax,YoubAs20,def_int_td,0,,,,,
player,201112240oti,jax,YoubAs20,def_int_long,0,,,,,
player,201112240oti,jax,YoubAs20,pass_defended,0,,,,,
player,201112240oti,jax,YoubAs20,sacks,0.0,,,,,
player,201112240oti,jax,YoubAs20,tackles_combined,1,,,,,
player,201112240oti,jax,YoubAs20,tackles_solo,1,,,,,
player,201112240oti,jax,YoubAs20,tackles_assists,0,,,,,
player,201112240oti,jax,YoubAs20,tackles_loss,0,,,,,
player,201112240oti,jax,YoubAs20,qb_hits,0,,,,,
player,201112240oti,jax,YoubAs20,fumbles_rec,0,,,,,
player,201112240oti,jax,YoubAs20,fumbles_rec_yds,0,,,,,
player,201112240oti,jax,YoubAs20,fumbles_rec_td,0,,,,,
player,201112240oti,jax,YoubAs20,fumbles_forced,0,,,,,
player,201112240oti,oti,GrifMi99,def_int,1,,,,,
player,201112240oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201112240oti,oti,GrifMi99,def_int_td,0,,,,,
player,201112240oti,oti,GrifMi99,def_int_long,0,,,,,
player,201112240oti,oti,GrifMi99,pass_defended,1,,,,,
player,201112240oti,oti,GrifMi99,sacks,0.0,,,,,
player,201112240oti,oti,GrifMi99,tackles_combined,2,,,,,
player,201112240oti,oti,GrifMi99,tackles_solo,2,,,,,
player,201112240oti,oti,GrifMi99,tackles_assists,0,,,,,
player,201112240oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201112240oti,oti,GrifMi99,qb_hits,0,,,,,
player,201112240oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201112240oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201112240oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201112240oti,oti,KlugKa00,def_int,0,,,,,
player,201112240oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201112240oti,oti,KlugKa00,def_int_td,0,,,,,
player,201112240oti,oti,KlugKa00,def_int_long,0,,,,,
player,201112240oti,oti,KlugKa00,pass_defended,0,,,,,
player,201112240oti,oti,KlugKa00,sacks,1.0,,,,,
player,201112240oti,oti,KlugKa00,tackles_combined,1,,,,,
player,201112240oti,oti,KlugKa00,tackles_solo,1,,,,,
player,201112240oti,oti,KlugKa00,tackles_assists,0,,,,,
player,201112240oti,oti,KlugKa00,tackles_loss,1,,,,,
player,201112240oti,oti,KlugKa00,qb_hits,1,,,,,
player,201112240oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201112240oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201112240oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201112240oti,oti,AyerAk00,def_int,0,,,,,
player,201112240oti,oti,AyerAk00,def_int_yds,0,,,,,
player,201112240oti,oti,AyerAk00,def_int_td,0,,,,,
player,201112240oti,oti,AyerAk00,def_int_long,0,,,,,
player,201112240oti,oti,AyerAk00,pass_defended,0,,,,,
player,201112240oti,oti,AyerAk00,sacks,0.0,,,,,
player,201112240oti,oti,AyerAk00,tackles_combined,7,,,,,
player,201112240oti,oti,AyerAk00,tackles_solo,4,,,,,
player,201112240oti,oti,AyerAk00,tackles_assists,3,,,,,
player,201112240oti,oti,AyerAk00,tackles_loss,0,,,,,
player,201112240oti,oti,AyerAk00,qb_hits,0,,,,,
player,201112240oti,oti,AyerAk00,fumbles_rec,0,,,,,
player,201112240oti,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201112240oti,oti,AyerAk00,fumbles_forced,0,,,,,
player,201112240oti,oti,MorgDe99,def_int,0,,,,,
player,201112240oti,oti,MorgDe99,def_int_yds,0,,,,,
player,201112240oti,oti,MorgDe99,def_int_td,0,,,,,
player,201112240oti,oti,MorgDe99,def_int_long,0,,,,,
player,201112240oti,oti,MorgDe99,pass_defended,1,,,,,
player,201112240oti,oti,MorgDe99,sacks,0.0,,,,,
player,201112240oti,oti,MorgDe99,tackles_combined,7,,,,,
player,201112240oti,oti,MorgDe99,tackles_solo,7,,,,,
player,201112240oti,oti,MorgDe99,tackles_assists,0,,,,,
player,201112240oti,oti,MorgDe99,tackles_loss,1,,,,,
player,201112240oti,oti,MorgDe99,qb_hits,1,,,,,
player,201112240oti,oti,MorgDe99,fumbles_rec,0,,,,,
player,201112240oti,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201112240oti,oti,MorgDe99,fumbles_forced,0,,,,,
player,201112240oti,oti,FinnCo20,def_int,0,,,,,
player,201112240oti,oti,FinnCo20,def_int_yds,0,,,,,
player,201112240oti,oti,FinnCo20,def_int_td,0,,,,,
player,201112240oti,oti,FinnCo20,def_int_long,0,,,,,
player,201112240oti,oti,FinnCo20,pass_defended,1,,,,,
player,201112240oti,oti,FinnCo20,sacks,0.0,,,,,
player,201112240oti,oti,FinnCo20,tackles_combined,6,,,,,
player,201112240oti,oti,FinnCo20,tackles_solo,2,,,,,
player,201112240oti,oti,FinnCo20,tackles_assists,4,,,,,
player,201112240oti,oti,FinnCo20,tackles_loss,0,,,,,
player,201112240oti,oti,FinnCo20,qb_hits,0,,,,,
player,201112240oti,oti,FinnCo20,fumbles_rec,0,,,,,
player,201112240oti,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201112240oti,oti,FinnCo20,fumbles_forced,0,,,,,
player,201112240oti,oti,McCaCo00,def_int,0,,,,,
player,201112240oti,oti,McCaCo00,def_int_yds,0,,,,,
player,201112240oti,oti,McCaCo00,def_int_td,0,,,,,
player,201112240oti,oti,McCaCo00,def_int_long,0,,,,,
player,201112240oti,oti,McCaCo00,pass_defended,0,,,,,
player,201112240oti,oti,McCaCo00,sacks,0.0,,,,,
player,201112240oti,oti,McCaCo00,tackles_combined,6,,,,,
player,201112240oti,oti,McCaCo00,tackles_solo,5,,,,,
player,201112240oti,oti,McCaCo00,tackles_assists,1,,,,,
player,201112240oti,oti,McCaCo00,tackles_loss,1,,,,,
player,201112240oti,oti,McCaCo00,qb_hits,1,,,,,
player,201112240oti,oti,McCaCo00,fumbles_rec,0,,,,,
player,201112240oti,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201112240oti,oti,McCaCo00,fumbles_forced,0,,,,,
player,201112240oti,oti,McCoJa99,def_int,0,,,,,
player,201112240oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201112240oti,oti,McCoJa99,def_int_td,0,,,,,
player,201112240oti,oti,McCoJa99,def_int_long,0,,,,,
player,201112240oti,oti,McCoJa99,pass_defended,2,,,,,
player,201112240oti,oti,McCoJa99,sacks,0.0,,,,,
player,201112240oti,oti,McCoJa99,tackles_combined,6,,,,,
player,201112240oti,oti,McCoJa99,tackles_solo,6,,,,,
player,201112240oti,oti,McCoJa99,tackles_assists,0,,,,,
player,201112240oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201112240oti,oti,McCoJa99,qb_hits,0,,,,,
player,201112240oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201112240oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201112240oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201112240oti,oti,BabiJo21,def_int,0,,,,,
player,201112240oti,oti,BabiJo21,def_int_yds,0,,,,,
player,201112240oti,oti,BabiJo21,def_int_td,0,,,,,
player,201112240oti,oti,BabiJo21,def_int_long,0,,,,,
player,201112240oti,oti,BabiJo21,pass_defended,0,,,,,
player,201112240oti,oti,BabiJo21,sacks,0.0,,,,,
player,201112240oti,oti,BabiJo21,tackles_combined,4,,,,,
player,201112240oti,oti,BabiJo21,tackles_solo,3,,,,,
player,201112240oti,oti,BabiJo21,tackles_assists,1,,,,,
player,201112240oti,oti,BabiJo21,tackles_loss,0,,,,,
player,201112240oti,oti,BabiJo21,qb_hits,0,,,,,
player,201112240oti,oti,BabiJo21,fumbles_rec,0,,,,,
player,201112240oti,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201112240oti,oti,BabiJo21,fumbles_forced,0,,,,,
player,201112240oti,oti,BailPa99,def_int,0,,,,,
player,201112240oti,oti,BailPa99,def_int_yds,0,,,,,
player,201112240oti,oti,BailPa99,def_int_td,0,,,,,
player,201112240oti,oti,BailPa99,def_int_long,0,,,,,
player,201112240oti,oti,BailPa99,pass_defended,0,,,,,
player,201112240oti,oti,BailPa99,sacks,0.0,,,,,
player,201112240oti,oti,BailPa99,tackles_combined,4,,,,,
player,201112240oti,oti,BailPa99,tackles_solo,3,,,,,
player,201112240oti,oti,BailPa99,tackles_assists,1,,,,,
player,201112240oti,oti,BailPa99,tackles_loss,0,,,,,
player,201112240oti,oti,BailPa99,qb_hits,0,,,,,
player,201112240oti,oti,BailPa99,fumbles_rec,0,,,,,
player,201112240oti,oti,BailPa99,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,BailPa99,fumbles_rec_td,0,,,,,
player,201112240oti,oti,BailPa99,fumbles_forced,0,,,,,
player,201112240oti,oti,VernAl99,def_int,0,,,,,
player,201112240oti,oti,VernAl99,def_int_yds,0,,,,,
player,201112240oti,oti,VernAl99,def_int_td,0,,,,,
player,201112240oti,oti,VernAl99,def_int_long,0,,,,,
player,201112240oti,oti,VernAl99,pass_defended,1,,,,,
player,201112240oti,oti,VernAl99,sacks,0.0,,,,,
player,201112240oti,oti,VernAl99,tackles_combined,4,,,,,
player,201112240oti,oti,VernAl99,tackles_solo,3,,,,,
player,201112240oti,oti,VernAl99,tackles_assists,1,,,,,
player,201112240oti,oti,VernAl99,tackles_loss,0,,,,,
player,201112240oti,oti,VernAl99,qb_hits,0,,,,,
player,201112240oti,oti,VernAl99,fumbles_rec,0,,,,,
player,201112240oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201112240oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201112240oti,oti,CaseJu00,def_int,0,,,,,
player,201112240oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201112240oti,oti,CaseJu00,def_int_td,0,,,,,
player,201112240oti,oti,CaseJu00,def_int_long,0,,,,,
player,201112240oti,oti,CaseJu00,pass_defended,0,,,,,
player,201112240oti,oti,CaseJu00,sacks,0.0,,,,,
player,201112240oti,oti,CaseJu00,tackles_combined,2,,,,,
player,201112240oti,oti,CaseJu00,tackles_solo,2,,,,,
player,201112240oti,oti,CaseJu00,tackles_assists,0,,,,,
player,201112240oti,oti,CaseJu00,tackles_loss,1,,,,,
player,201112240oti,oti,CaseJu00,qb_hits,0,,,,,
player,201112240oti,oti,CaseJu00,fumbles_rec,0,,,,,
player,201112240oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201112240oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201112240oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201112240oti,oti,HopeCh21,def_int,0,,,,,
player,201112240oti,oti,HopeCh21,def_int_yds,0,,,,,
player,201112240oti,oti,HopeCh21,def_int_td,0,,,,,
player,201112240oti,oti,HopeCh21,def_int_long,0,,,,,
player,201112240oti,oti,HopeCh21,pass_defended,0,,,,,
player,201112240oti,oti,HopeCh21,sacks,0.0,,,,,
player,201112240oti,oti,HopeCh21,tackles_combined,2,,,,,
player,201112240oti,oti,HopeCh21,tackles_solo,2,,,,,
