game,2011,4,20111002,201110020phi,sfo,"San Francisco 49ers",24,phi,"Philadelphia Eagles",23
player,201110020phi,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201110020phi,sfo,GoldDa99,def_int,0,,,,,
player,201110020phi,sfo,GoldDa99,def_int_yds,0,,,,,
player,201110020phi,sfo,GoldDa99,def_int_td,0,,,,,
player,201110020phi,sfo,GoldDa99,def_int_long,0,,,,,
player,201110020phi,sfo,GoldDa99,pass_defended,1,,,,,
player,201110020phi,sfo,GoldDa99,sacks,0.0,,,,,
player,201110020phi,sfo,GoldDa99,tackles_combined,10,,,,,
player,201110020phi,sfo,GoldDa99,tackles_solo,10,,,,,
player,201110020phi,sfo,GoldDa99,tackles_assists,0,,,,,
player,201110020phi,sfo,GoldDa99,tackles_loss,0,,,,,
player,201110020phi,sfo,GoldDa99,qb_hits,0,,,,,
player,201110020phi,sfo,GoldDa99,fumbles_rec,1,,,,,
player,201110020phi,sfo,GoldDa99,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201110020phi,sfo,BowmNa99,def_int,0,,,,,
player,201110020phi,sfo,BowmNa99,def_int_yds,0,,,,,
player,201110020phi,sfo,BowmNa99,def_int_td,0,,,,,
player,201110020phi,sfo,BowmNa99,def_int_long,0,,,,,
player,201110020phi,sfo,BowmNa99,pass_defended,0,,,,,
player,201110020phi,sfo,BowmNa99,sacks,0.0,,,,,
player,201110020phi,sfo,BowmNa99,tackles_combined,6,,,,,
player,201110020phi,sfo,BowmNa99,tackles_solo,6,,,,,
player,201110020phi,sfo,BowmNa99,tackles_assists,0,,,,,
player,201110020phi,sfo,BowmNa99,tackles_loss,2,,,,,
player,201110020phi,sfo,BowmNa99,qb_hits,1,,,,,
player,201110020phi,sfo,BowmNa99,fumbles_rec,1,,,,,
player,201110020phi,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201110020phi,sfo,WillPa98,def_int,0,,,,,
player,201110020phi,sfo,WillPa98,def_int_yds,0,,,,,
player,201110020phi,sfo,WillPa98,def_int_td,0,,,,,
player,201110020phi,sfo,WillPa98,def_int_long,0,,,,,
player,201110020phi,sfo,WillPa98,pass_defended,1,,,,,
player,201110020phi,sfo,WillPa98,sacks,0.0,,,,,
player,201110020phi,sfo,WillPa98,tackles_combined,6,,,,,
player,201110020phi,sfo,WillPa98,tackles_solo,6,,,,,
player,201110020phi,sfo,WillPa98,tackles_assists,0,,,,,
player,201110020phi,sfo,WillPa98,tackles_loss,0,,,,,
player,201110020phi,sfo,WillPa98,qb_hits,0,,,,,
player,201110020phi,sfo,WillPa98,fumbles_rec,0,,,,,
player,201110020phi,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,WillPa98,fumbles_forced,0,,,,,
player,201110020phi,sfo,BrowTa99,def_int,0,,,,,
player,201110020phi,sfo,BrowTa99,def_int_yds,0,,,,,
player,201110020phi,sfo,BrowTa99,def_int_td,0,,,,,
player,201110020phi,sfo,BrowTa99,def_int_long,0,,,,,
player,201110020phi,sfo,BrowTa99,pass_defended,0,,,,,
player,201110020phi,sfo,BrowTa99,sacks,0.0,,,,,
player,201110020phi,sfo,BrowTa99,tackles_combined,4,,,,,
player,201110020phi,sfo,BrowTa99,tackles_solo,4,,,,,
player,201110020phi,sfo,BrowTa99,tackles_assists,0,,,,,
player,201110020phi,sfo,BrowTa99,tackles_loss,0,,,,,
player,201110020phi,sfo,BrowTa99,qb_hits,0,,,,,
player,201110020phi,sfo,BrowTa99,fumbles_rec,0,,,,,
player,201110020phi,sfo,BrowTa99,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,BrowTa99,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,BrowTa99,fumbles_forced,0,,,,,
player,201110020phi,sfo,CullCh00,def_int,0,,,,,
player,201110020phi,sfo,CullCh00,def_int_yds,0,,,,,
player,201110020phi,sfo,CullCh00,def_int_td,0,,,,,
player,201110020phi,sfo,CullCh00,def_int_long,0,,,,,
player,201110020phi,sfo,CullCh00,pass_defended,0,,,,,
player,201110020phi,sfo,CullCh00,sacks,0.0,,,,,
player,201110020phi,sfo,CullCh00,tackles_combined,4,,,,,
player,201110020phi,sfo,CullCh00,tackles_solo,4,,,,,
player,201110020phi,sfo,CullCh00,tackles_assists,0,,,,,
player,201110020phi,sfo,CullCh00,tackles_loss,0,,,,,
player,201110020phi,sfo,CullCh00,qb_hits,0,,,,,
player,201110020phi,sfo,CullCh00,fumbles_rec,0,,,,,
player,201110020phi,sfo,CullCh00,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,CullCh00,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,CullCh00,fumbles_forced,0,,,,,
player,201110020phi,sfo,BrooAh21,def_int,0,,,,,
player,201110020phi,sfo,BrooAh21,def_int_yds,0,,,,,
player,201110020phi,sfo,BrooAh21,def_int_td,0,,,,,
player,201110020phi,sfo,BrooAh21,def_int_long,0,,,,,
player,201110020phi,sfo,BrooAh21,pass_defended,1,,,,,
player,201110020phi,sfo,BrooAh21,sacks,0.0,,,,,
player,201110020phi,sfo,BrooAh21,tackles_combined,3,,,,,
player,201110020phi,sfo,BrooAh21,tackles_solo,3,,,,,
player,201110020phi,sfo,BrooAh21,tackles_assists,0,,,,,
player,201110020phi,sfo,BrooAh21,tackles_loss,1,,,,,
player,201110020phi,sfo,BrooAh21,qb_hits,0,,,,,
player,201110020phi,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201110020phi,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201110020phi,sfo,SmitRe99,def_int,0,,,,,
player,201110020phi,sfo,SmitRe99,def_int_yds,0,,,,,
player,201110020phi,sfo,SmitRe99,def_int_td,0,,,,,
player,201110020phi,sfo,SmitRe99,def_int_long,0,,,,,
player,201110020phi,sfo,SmitRe99,pass_defended,1,,,,,
player,201110020phi,sfo,SmitRe99,sacks,0.0,,,,,
player,201110020phi,sfo,SmitRe99,tackles_combined,3,,,,,
player,201110020phi,sfo,SmitRe99,tackles_solo,3,,,,,
player,201110020phi,sfo,SmitRe99,tackles_assists,0,,,,,
player,201110020phi,sfo,SmitRe99,tackles_loss,0,,,,,
player,201110020phi,sfo,SmitRe99,qb_hits,0,,,,,
player,201110020phi,sfo,SmitRe99,fumbles_rec,0,,,,,
player,201110020phi,sfo,SmitRe99,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,SmitRe99,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,SmitRe99,fumbles_forced,0,,,,,
player,201110020phi,sfo,SmitJu20,def_int,0,,,,,
player,201110020phi,sfo,SmitJu20,def_int_yds,0,,,,,
player,201110020phi,sfo,SmitJu20,def_int_td,0,,,,,
player,201110020phi,sfo,SmitJu20,def_int_long,0,,,,,
player,201110020phi,sfo,SmitJu20,pass_defended,0,,,,,
player,201110020phi,sfo,SmitJu20,sacks,0.0,,,,,
player,201110020phi,sfo,SmitJu20,tackles_combined,3,,,,,
player,201110020phi,sfo,SmitJu20,tackles_solo,3,,,,,
player,201110020phi,sfo,SmitJu20,tackles_assists,0,,,,,
player,201110020phi,sfo,SmitJu20,tackles_loss,0,,,,,
player,201110020phi,sfo,SmitJu20,qb_hits,0,,,,,
player,201110020phi,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201110020phi,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,SmitJu20,fumbles_forced,1,,,,,
player,201110020phi,sfo,SpenSh20,def_int,0,,,,,
player,201110020phi,sfo,SpenSh20,def_int_yds,0,,,,,
player,201110020phi,sfo,SpenSh20,def_int_td,0,,,,,
player,201110020phi,sfo,SpenSh20,def_int_long,0,,,,,
player,201110020phi,sfo,SpenSh20,pass_defended,0,,,,,
player,201110020phi,sfo,SpenSh20,sacks,0.0,,,,,
player,201110020phi,sfo,SpenSh20,tackles_combined,2,,,,,
player,201110020phi,sfo,SpenSh20,tackles_solo,2,,,,,
player,201110020phi,sfo,SpenSh20,tackles_assists,0,,,,,
player,201110020phi,sfo,SpenSh20,tackles_loss,0,,,,,
player,201110020phi,sfo,SpenSh20,qb_hits,0,,,,,
player,201110020phi,sfo,SpenSh20,fumbles_rec,0,,,,,
player,201110020phi,sfo,SpenSh20,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,SpenSh20,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,SpenSh20,fumbles_forced,0,,,,,
player,201110020phi,sfo,DixoAn00,def_int,0,,,,,
player,201110020phi,sfo,DixoAn00,def_int_yds,0,,,,,
player,201110020phi,sfo,DixoAn00,def_int_td,0,,,,,
player,201110020phi,sfo,DixoAn00,def_int_long,0,,,,,
player,201110020phi,sfo,DixoAn00,pass_defended,0,,,,,
player,201110020phi,sfo,DixoAn00,sacks,0.0,,,,,
player,201110020phi,sfo,DixoAn00,tackles_combined,1,,,,,
player,201110020phi,sfo,DixoAn00,tackles_solo,1,,,,,
player,201110020phi,sfo,DixoAn00,tackles_assists,0,,,,,
player,201110020phi,sfo,DixoAn00,tackles_loss,0,,,,,
player,201110020phi,sfo,DixoAn00,qb_hits,0,,,,,
player,201110020phi,sfo,DixoAn00,fumbles_rec,0,,,,,
player,201110020phi,sfo,DixoAn00,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,DixoAn00,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,DixoAn00,fumbles_forced,0,,,,,
player,201110020phi,sfo,GoodTa99,def_int,0,,,,,
player,201110020phi,sfo,GoodTa99,def_int_yds,0,,,,,
player,201110020phi,sfo,GoodTa99,def_int_td,0,,,,,
player,201110020phi,sfo,GoodTa99,def_int_long,0,,,,,
player,201110020phi,sfo,GoodTa99,pass_defended,0,,,,,
player,201110020phi,sfo,GoodTa99,sacks,0.0,,,,,
player,201110020phi,sfo,GoodTa99,tackles_combined,1,,,,,
player,201110020phi,sfo,GoodTa99,tackles_solo,1,,,,,
player,201110020phi,sfo,GoodTa99,tackles_assists,0,,,,,
player,201110020phi,sfo,GoodTa99,tackles_loss,0,,,,,
player,201110020phi,sfo,GoodTa99,qb_hits,0,,,,,
player,201110020phi,sfo,GoodTa99,fumbles_rec,0,,,,,
player,201110020phi,sfo,GoodTa99,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,GoodTa99,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,GoodTa99,fumbles_forced,0,,,,,
player,201110020phi,sfo,MillBr02,def_int,0,,,,,
player,201110020phi,sfo,MillBr02,def_int_yds,0,,,,,
player,201110020phi,sfo,MillBr02,def_int_td,0,,,,,
player,201110020phi,sfo,MillBr02,def_int_long,0,,,,,
player,201110020phi,sfo,MillBr02,pass_defended,0,,,,,
player,201110020phi,sfo,MillBr02,sacks,0.0,,,,,
player,201110020phi,sfo,MillBr02,tackles_combined,1,,,,,
player,201110020phi,sfo,MillBr02,tackles_solo,1,,,,,
player,201110020phi,sfo,MillBr02,tackles_assists,0,,,,,
player,201110020phi,sfo,MillBr02,tackles_loss,0,,,,,
player,201110020phi,sfo,MillBr02,qb_hits,0,,,,,
player,201110020phi,sfo,MillBr02,fumbles_rec,0,,,,,
player,201110020phi,sfo,MillBr02,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,MillBr02,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,MillBr02,fumbles_forced,0,,,,,
player,201110020phi,sfo,WillMa20,def_int,0,,,,,
player,201110020phi,sfo,WillMa20,def_int_yds,0,,,,,
player,201110020phi,sfo,WillMa20,def_int_td,0,,,,,
player,201110020phi,sfo,WillMa20,def_int_long,0,,,,,
player,201110020phi,sfo,WillMa20,pass_defended,0,,,,,
player,201110020phi,sfo,WillMa20,sacks,0.0,,,,,
player,201110020phi,sfo,WillMa20,tackles_combined,1,,,,,
player,201110020phi,sfo,WillMa20,tackles_solo,1,,,,,
player,201110020phi,sfo,WillMa20,tackles_assists,0,,,,,
player,201110020phi,sfo,WillMa20,tackles_loss,0,,,,,
player,201110020phi,sfo,WillMa20,qb_hits,0,,,,,
player,201110020phi,sfo,WillMa20,fumbles_rec,0,,,,,
player,201110020phi,sfo,WillMa20,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,WillMa20,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,WillMa20,fumbles_forced,0,,,,,
player,201110020phi,sfo,JeanRi99,def_int,0,,,,,
player,201110020phi,sfo,JeanRi99,def_int_yds,0,,,,,
player,201110020phi,sfo,JeanRi99,def_int_td,0,,,,,
player,201110020phi,sfo,JeanRi99,def_int_long,0,,,,,
player,201110020phi,sfo,JeanRi99,pass_defended,1,,,,,
player,201110020phi,sfo,JeanRi99,sacks,0.0,,,,,
player,201110020phi,sfo,JeanRi99,tackles_combined,0,,,,,
player,201110020phi,sfo,JeanRi99,tackles_solo,0,,,,,
player,201110020phi,sfo,JeanRi99,tackles_assists,0,,,,,
player,201110020phi,sfo,JeanRi99,tackles_loss,0,,,,,
player,201110020phi,sfo,JeanRi99,qb_hits,0,,,,,
player,201110020phi,sfo,JeanRi99,fumbles_rec,0,,,,,
player,201110020phi,sfo,JeanRi99,fumbles_rec_yds,0,,,,,
player,201110020phi,sfo,JeanRi99,fumbles_rec_td,0,,,,,
player,201110020phi,sfo,JeanRi99,fumbles_forced,0,,,,,
player,201110020phi,phi,BabiJa20,def_int,0,,,,,
player,201110020phi,phi,BabiJa20,def_int_yds,0,,,,,
player,201110020phi,phi,BabiJa20,def_int_td,0,,,,,
player,201110020phi,phi,BabiJa20,def_int_long,0,,,,,
player,201110020phi,phi,BabiJa20,pass_defended,0,,,,,
player,201110020phi,phi,BabiJa20,sacks,3.0,,,,,
player,201110020phi,phi,BabiJa20,tackles_combined,3,,,,,
player,201110020phi,phi,BabiJa20,tackles_solo,3,,,,,
player,201110020phi,phi,BabiJa20,tackles_assists,0,,,,,
player,201110020phi,phi,BabiJa20,tackles_loss,2,,,,,
player,201110020phi,phi,BabiJa20,qb_hits,2,,,,,
player,201110020phi,phi,BabiJa20,fumbles_rec,0,,,,,
player,201110020phi,phi,BabiJa20,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,BabiJa20,fumbles_rec_td,0,,,,,
player,201110020phi,phi,BabiJa20,fumbles_forced,1,,,,,
player,201110020phi,phi,ChanJa98,def_int,0,,,,,
player,201110020phi,phi,ChanJa98,def_int_yds,0,,,,,
player,201110020phi,phi,ChanJa98,def_int_td,0,,,,,
player,201110020phi,phi,ChanJa98,def_int_long,0,,,,,
player,201110020phi,phi,ChanJa98,pass_defended,0,,,,,
player,201110020phi,phi,ChanJa98,sacks,0.0,,,,,
player,201110020phi,phi,ChanJa98,tackles_combined,8,,,,,
player,201110020phi,phi,ChanJa98,tackles_solo,6,,,,,
player,201110020phi,phi,ChanJa98,tackles_assists,2,,,,,
player,201110020phi,phi,ChanJa98,tackles_loss,1,,,,,
player,201110020phi,phi,ChanJa98,qb_hits,0,,,,,
player,201110020phi,phi,ChanJa98,fumbles_rec,0,,,,,
player,201110020phi,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201110020phi,phi,ChanJa98,fumbles_forced,0,,,,,
player,201110020phi,phi,PageJa20,def_int,0,,,,,
player,201110020phi,phi,PageJa20,def_int_yds,0,,,,,
player,201110020phi,phi,PageJa20,def_int_td,0,,,,,
player,201110020phi,phi,PageJa20,def_int_long,0,,,,,
player,201110020phi,phi,PageJa20,pass_defended,0,,,,,
player,201110020phi,phi,PageJa20,sacks,0.0,,,,,
player,201110020phi,phi,PageJa20,tackles_combined,7,,,,,
player,201110020phi,phi,PageJa20,tackles_solo,6,,,,,
player,201110020phi,phi,PageJa20,tackles_assists,1,,,,,
player,201110020phi,phi,PageJa20,tackles_loss,0,,,,,
player,201110020phi,phi,PageJa20,qb_hits,0,,,,,
player,201110020phi,phi,PageJa20,fumbles_rec,0,,,,,
player,201110020phi,phi,PageJa20,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,PageJa20,fumbles_rec_td,0,,,,,
player,201110020phi,phi,PageJa20,fumbles_forced,0,,,,,
player,201110020phi,phi,RollBr00,def_int,0,,,,,
player,201110020phi,phi,RollBr00,def_int_yds,0,,,,,
player,201110020phi,phi,RollBr00,def_int_td,0,,,,,
player,201110020phi,phi,RollBr00,def_int_long,0,,,,,
player,201110020phi,phi,RollBr00,pass_defended,1,,,,,
player,201110020phi,phi,RollBr00,sacks,0.0,,,,,
player,201110020phi,phi,RollBr00,tackles_combined,5,,,,,
player,201110020phi,phi,RollBr00,tackles_solo,5,,,,,
player,201110020phi,phi,RollBr00,tackles_assists,0,,,,,
player,201110020phi,phi,RollBr00,tackles_loss,0,,,,,
player,201110020phi,phi,RollBr00,qb_hits,0,,,,,
player,201110020phi,phi,RollBr00,fumbles_rec,0,,,,,
player,201110020phi,phi,RollBr00,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,RollBr00,fumbles_rec_td,0,,,,,
player,201110020phi,phi,RollBr00,fumbles_forced,0,,,,,
player,201110020phi,phi,AsomNn20,def_int,0,,,,,
player,201110020phi,phi,AsomNn20,def_int_yds,0,,,,,
player,201110020phi,phi,AsomNn20,def_int_td,0,,,,,
player,201110020phi,phi,AsomNn20,def_int_long,0,,,,,
player,201110020phi,phi,AsomNn20,pass_defended,0,,,,,
player,201110020phi,phi,AsomNn20,sacks,0.0,,,,,
player,201110020phi,phi,AsomNn20,tackles_combined,4,,,,,
player,201110020phi,phi,AsomNn20,tackles_solo,3,,,,,
player,201110020phi,phi,AsomNn20,tackles_assists,1,,,,,
player,201110020phi,phi,AsomNn20,tackles_loss,0,,,,,
player,201110020phi,phi,AsomNn20,qb_hits,0,,,,,
player,201110020phi,phi,AsomNn20,fumbles_rec,0,,,,,
player,201110020phi,phi,AsomNn20,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,AsomNn20,fumbles_rec_td,0,,,,,
player,201110020phi,phi,AsomNn20,fumbles_forced,0,,,,,
player,201110020phi,phi,SamuAs20,def_int,0,,,,,
player,201110020phi,phi,SamuAs20,def_int_yds,0,,,,,
player,201110020phi,phi,SamuAs20,def_int_td,0,,,,,
player,201110020phi,phi,SamuAs20,def_int_long,0,,,,,
player,201110020phi,phi,SamuAs20,pass_defended,0,,,,,
player,201110020phi,phi,SamuAs20,sacks,0.0,,,,,
player,201110020phi,phi,SamuAs20,tackles_combined,4,,,,,
player,201110020phi,phi,SamuAs20,tackles_solo,4,,,,,
player,201110020phi,phi,SamuAs20,tackles_assists,0,,,,,
player,201110020phi,phi,SamuAs20,tackles_loss,0,,,,,
player,201110020phi,phi,SamuAs20,qb_hits,0,,,,,
player,201110020phi,phi,SamuAs20,fumbles_rec,0,,,,,
player,201110020phi,phi,SamuAs20,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,SamuAs20,fumbles_rec_td,0,,,,,
player,201110020phi,phi,SamuAs20,fumbles_forced,0,,,,,
player,201110020phi,phi,AlleNa99,def_int,0,,,,,
player,201110020phi,phi,AlleNa99,def_int_yds,0,,,,,
player,201110020phi,phi,AlleNa99,def_int_td,0,,,,,
player,201110020phi,phi,AlleNa99,def_int_long,0,,,,,
player,201110020phi,phi,AlleNa99,pass_defended,0,,,,,
player,201110020phi,phi,AlleNa99,sacks,0.0,,,,,
player,201110020phi,phi,AlleNa99,tackles_combined,3,,,,,
player,201110020phi,phi,AlleNa99,tackles_solo,3,,,,,
player,201110020phi,phi,AlleNa99,tackles_assists,0,,,,,
player,201110020phi,phi,AlleNa99,tackles_loss,0,,,,,
player,201110020phi,phi,AlleNa99,qb_hits,0,,,,,
player,201110020phi,phi,AlleNa99,fumbles_rec,0,,,,,
player,201110020phi,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201110020phi,phi,AlleNa99,fumbles_forced,0,,,,,
player,201110020phi,phi,FokoMo99,def_int,0,,,,,
player,201110020phi,phi,FokoMo99,def_int_yds,0,,,,,
player,201110020phi,phi,FokoMo99,def_int_td,0,,,,,
player,201110020phi,phi,FokoMo99,def_int_long,0,,,,,
player,201110020phi,phi,FokoMo99,pass_defended,0,,,,,
player,201110020phi,phi,FokoMo99,sacks,0.0,,,,,
player,201110020phi,phi,FokoMo99,tackles_combined,3,,,,,
player,201110020phi,phi,FokoMo99,tackles_solo,2,,,,,
player,201110020phi,phi,FokoMo99,tackles_assists,1,,,,,
player,201110020phi,phi,FokoMo99,tackles_loss,0,,,,,
player,201110020phi,phi,FokoMo99,qb_hits,0,,,,,
player,201110020phi,phi,FokoMo99,fumbles_rec,0,,,,,
player,201110020phi,phi,FokoMo99,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,FokoMo99,fumbles_rec_td,0,,,,,
player,201110020phi,phi,FokoMo99,fumbles_forced,0,,,,,
player,201110020phi,phi,LawsTr99,def_int,0,,,,,
player,201110020phi,phi,LawsTr99,def_int_yds,0,,,,,
player,201110020phi,phi,LawsTr99,def_int_td,0,,,,,
player,201110020phi,phi,LawsTr99,def_int_long,0,,,,,
player,201110020phi,phi,LawsTr99,pass_defended,0,,,,,
player,201110020phi,phi,LawsTr99,sacks,0.0,,,,,
player,201110020phi,phi,LawsTr99,tackles_combined,3,,,,,
player,201110020phi,phi,LawsTr99,tackles_solo,3,,,,,
player,201110020phi,phi,LawsTr99,tackles_assists,0,,,,,
player,201110020phi,phi,LawsTr99,tackles_loss,0,,,,,
player,201110020phi,phi,LawsTr99,qb_hits,0,,,,,
player,201110020phi,phi,LawsTr99,fumbles_rec,0,,,,,
player,201110020phi,phi,LawsTr99,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,LawsTr99,fumbles_rec_td,0,,,,,
player,201110020phi,phi,LawsTr99,fumbles_forced,0,,,,,
player,201110020phi,phi,RodgDo99,def_int,0,,,,,
player,201110020phi,phi,RodgDo99,def_int_yds,0,,,,,
player,201110020phi,phi,RodgDo99,def_int_td,0,,,,,
player,201110020phi,phi,RodgDo99,def_int_long,0,,,,,
player,201110020phi,phi,RodgDo99,pass_defended,0,,,,,
player,201110020phi,phi,RodgDo99,sacks,0.0,,,,,
player,201110020phi,phi,RodgDo99,tackles_combined,3,,,,,
player,201110020phi,phi,RodgDo99,tackles_solo,3,,,,,
player,201110020phi,phi,RodgDo99,tackles_assists,0,,,,,
player,201110020phi,phi,RodgDo99,tackles_loss,0,,,,,
player,201110020phi,phi,RodgDo99,qb_hits,0,,,,,
player,201110020phi,phi,RodgDo99,fumbles_rec,0,,,,,
player,201110020phi,phi,RodgDo99,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,RodgDo99,fumbles_rec_td,0,,,,,
player,201110020phi,phi,RodgDo99,fumbles_forced,0,,,,,
player,201110020phi,phi,AndeCo01,def_int,0,,,,,
player,201110020phi,phi,AndeCo01,def_int_yds,0,,,,,
player,201110020phi,phi,AndeCo01,def_int_td,0,,,,,
player,201110020phi,phi,AndeCo01,def_int_long,0,,,,,
player,201110020phi,phi,AndeCo01,pass_defended,0,,,,,
player,201110020phi,phi,AndeCo01,sacks,0.0,,,,,
player,201110020phi,phi,AndeCo01,tackles_combined,2,,,,,
player,201110020phi,phi,AndeCo01,tackles_solo,2,,,,,
player,201110020phi,phi,AndeCo01,tackles_assists,0,,,,,
player,201110020phi,phi,AndeCo01,tackles_loss,0,,,,,
player,201110020phi,phi,AndeCo01,qb_hits,0,,,,,
player,201110020phi,phi,AndeCo01,fumbles_rec,0,,,,,
player,201110020phi,phi,AndeCo01,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,AndeCo01,fumbles_rec_td,0,,,,,
player,201110020phi,phi,AndeCo01,fumbles_forced,0,,,,,
player,201110020phi,phi,HansJo20,def_int,0,,,,,
player,201110020phi,phi,HansJo20,def_int_yds,0,,,,,
player,201110020phi,phi,HansJo20,def_int_td,0,,,,,
player,201110020phi,phi,HansJo20,def_int_long,0,,,,,
player,201110020phi,phi,HansJo20,pass_defended,0,,,,,
player,201110020phi,phi,HansJo20,sacks,0.0,,,,,
player,201110020phi,phi,HansJo20,tackles_combined,2,,,,,
player,201110020phi,phi,HansJo20,tackles_solo,1,,,,,
player,201110020phi,phi,HansJo20,tackles_assists,1,,,,,
player,201110020phi,phi,HansJo20,tackles_loss,0,,,,,
player,201110020phi,phi,HansJo20,qb_hits,0,,,,,
player,201110020phi,phi,HansJo20,fumbles_rec,0,,,,,
player,201110020phi,phi,HansJo20,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,HansJo20,fumbles_rec_td,0,,,,,
player,201110020phi,phi,HansJo20,fumbles_forced,0,,,,,
player,201110020phi,phi,AvanJa00,def_int,0,,,,,
player,201110020phi,phi,AvanJa00,def_int_yds,0,,,,,
player,201110020phi,phi,AvanJa00,def_int_td,0,,,,,
player,201110020phi,phi,AvanJa00,def_int_long,0,,,,,
player,201110020phi,phi,AvanJa00,pass_defended,0,,,,,
player,201110020phi,phi,AvanJa00,sacks,0.0,,,,,
player,201110020phi,phi,AvanJa00,tackles_combined,1,,,,,
player,201110020phi,phi,AvanJa00,tackles_solo,1,,,,,
player,201110020phi,phi,AvanJa00,tackles_assists,0,,,,,
player,201110020phi,phi,AvanJa00,tackles_loss,0,,,,,
player,201110020phi,phi,AvanJa00,qb_hits,0,,,,,
player,201110020phi,phi,AvanJa00,fumbles_rec,0,,,,,
player,201110020phi,phi,AvanJa00,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,AvanJa00,fumbles_rec_td,0,,,,,
player,201110020phi,phi,AvanJa00,fumbles_forced,0,,,,,
player,201110020phi,phi,ClayKe99,def_int,0,,,,,
player,201110020phi,phi,ClayKe99,def_int_yds,0,,,,,
player,201110020phi,phi,ClayKe99,def_int_td,0,,,,,
player,201110020phi,phi,ClayKe99,def_int_long,0,,,,,
player,201110020phi,phi,ClayKe99,pass_defended,0,,,,,
player,201110020phi,phi,ClayKe99,sacks,0.0,,,,,
player,201110020phi,phi,ClayKe99,tackles_combined,1,,,,,
player,201110020phi,phi,ClayKe99,tackles_solo,1,,,,,
player,201110020phi,phi,ClayKe99,tackles_assists,0,,,,,
player,201110020phi,phi,ClayKe99,tackles_loss,0,,,,,
player,201110020phi,phi,ClayKe99,qb_hits,0,,,,,
player,201110020phi,phi,ClayKe99,fumbles_rec,0,,,,,
player,201110020phi,phi,ClayKe99,fumbles_rec_yds,0,,,,,
player,201110020phi,phi,ClayKe99,fumbles_rec_td,0,,,,,
player,201110020phi,phi,ClayKe99,fumbles_forced,0,,,,,
player,201110020phi,phi,DixoAn99,def_int,0,,,,,
player,201110020phi,phi,DixoAn99,def_int_yds,0,,,,,
player,201110020phi,phi,DixoAn99,def_int_td,0,,,,,
player,201110020phi,phi,DixoAn99,def_int_long,0,,,,,
player,201110020phi,phi,DixoAn99,pass_defended,0,,,,,
player,201110020phi,phi,DixoAn99,sacks,0.0,,,,,
player,201110020phi,phi,DixoAn99,tackles_combined,1,,,,,
player,201110020phi,phi,DixoAn99,tackles_solo,1,,,,,
player,201110020phi,phi,DixoAn99,tackles_assists,0,,,,,
