game,2011,11,20111120,201111200mia,buf,"Buffalo Bills",8,mia,"Miami Dolphins",35
player,201111200mia,buf,ThigTy00,rec_yds,0,,,,,
player,201111200mia,buf,ThigTy00,rec_td,0,,,,,
player,201111200mia,buf,ThigTy00,rec_long,0,,,,,
player,201111200mia,buf,ThigTy00,fumbles,0,,,,,
player,201111200mia,buf,ThigTy00,fumbles_lost,,,,,,
player,201111200mia,buf,JackFr02,pass_cmp,0,,,,,
player,201111200mia,buf,JackFr02,pass_att,0,,,,,
player,201111200mia,buf,JackFr02,pass_yds,0,,,,,
player,201111200mia,buf,JackFr02,pass_td,0,,,,,
player,201111200mia,buf,JackFr02,pass_int,0,,,,,
player,201111200mia,buf,JackFr02,pass_sacked,0,,,,,
player,201111200mia,buf,JackFr02,pass_sacked_yds,0,,,,,
player,201111200mia,buf,JackFr02,pass_long,0,,,,,
player,201111200mia,buf,JackFr02,pass_rating,,,,,,
player,201111200mia,buf,JackFr02,rush_att,7,,,,,
player,201111200mia,buf,JackFr02,rush_yds,17,,,,,
player,201111200mia,buf,JackFr02,rush_td,0,,,,,
player,201111200mia,buf,JackFr02,rush_long,6,,,,,
player,201111200mia,buf,JackFr02,targets,5,,,,,
player,201111200mia,buf,JackFr02,rec,5,,,,,
player,201111200mia,buf,JackFr02,rec_yds,50,,,,,
player,201111200mia,buf,JackFr02,rec_td,0,,,,,
player,201111200mia,buf,JackFr02,rec_long,26,,,,,
player,201111200mia,buf,JackFr02,fumbles,0,,,,,
player,201111200mia,buf,JackFr02,fumbles_lost,,,,,,
player,201111200mia,buf,WhitJo01,pass_cmp,0,,,,,
player,201111200mia,buf,WhitJo01,pass_att,0,,,,,
player,201111200mia,buf,WhitJo01,pass_yds,0,,,,,
player,201111200mia,buf,WhitJo01,pass_td,0,,,,,
player,201111200mia,buf,WhitJo01,pass_int,0,,,,,
player,201111200mia,buf,WhitJo01,pass_sacked,0,,,,,
player,201111200mia,buf,WhitJo01,pass_sacked_yds,0,,,,,
player,201111200mia,buf,WhitJo01,pass_long,0,,,,,
player,201111200mia,buf,WhitJo01,pass_rating,,,,,,
player,201111200mia,buf,WhitJo01,rush_att,2,,,,,
player,201111200mia,buf,WhitJo01,rush_yds,6,,,,,
player,201111200mia,buf,WhitJo01,rush_td,0,,,,,
player,201111200mia,buf,WhitJo01,rush_long,4,,,,,
player,201111200mia,buf,WhitJo01,targets,4,,,,,
player,201111200mia,buf,WhitJo01,rec,1,,,,,
player,201111200mia,buf,WhitJo01,rec_yds,-3,,,,,
player,201111200mia,buf,WhitJo01,rec_td,0,,,,,
player,201111200mia,buf,WhitJo01,rec_long,-3,,,,,
player,201111200mia,buf,WhitJo01,fumbles,0,,,,,
player,201111200mia,buf,WhitJo01,fumbles_lost,,,,,,
player,201111200mia,buf,SpilC.00,pass_cmp,0,,,,,
player,201111200mia,buf,SpilC.00,pass_att,0,,,,,
player,201111200mia,buf,SpilC.00,pass_yds,0,,,,,
player,201111200mia,buf,SpilC.00,pass_td,0,,,,,
player,201111200mia,buf,SpilC.00,pass_int,0,,,,,
player,201111200mia,buf,SpilC.00,pass_sacked,0,,,,,
player,201111200mia,buf,SpilC.00,pass_sacked_yds,0,,,,,
player,201111200mia,buf,SpilC.00,pass_long,0,,,,,
player,201111200mia,buf,SpilC.00,pass_rating,,,,,,
player,201111200mia,buf,SpilC.00,rush_att,3,,,,,
player,201111200mia,buf,SpilC.00,rush_yds,2,,,,,
player,201111200mia,buf,SpilC.00,rush_td,0,,,,,
player,201111200mia,buf,SpilC.00,rush_long,1,,,,,
player,201111200mia,buf,SpilC.00,targets,4,,,,,
player,201111200mia,buf,SpilC.00,rec,2,,,,,
player,201111200mia,buf,SpilC.00,rec_yds,18,,,,,
player,201111200mia,buf,SpilC.00,rec_td,0,,,,,
player,201111200mia,buf,SpilC.00,rec_long,18,,,,,
player,201111200mia,buf,SpilC.00,fumbles,0,,,,,
player,201111200mia,buf,SpilC.00,fumbles_lost,,,,,,
player,201111200mia,buf,ChanSc00,pass_cmp,0,,,,,
player,201111200mia,buf,ChanSc00,pass_att,0,,,,,
player,201111200mia,buf,ChanSc00,pass_yds,0,,,,,
player,201111200mia,buf,ChanSc00,pass_td,0,,,,,
player,201111200mia,buf,ChanSc00,pass_int,0,,,,,
player,201111200mia,buf,ChanSc00,pass_sacked,0,,,,,
player,201111200mia,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201111200mia,buf,ChanSc00,pass_long,0,,,,,
player,201111200mia,buf,ChanSc00,pass_rating,,,,,,
player,201111200mia,buf,ChanSc00,rush_att,0,,,,,
player,201111200mia,buf,ChanSc00,rush_yds,0,,,,,
player,201111200mia,buf,ChanSc00,rush_td,0,,,,,
player,201111200mia,buf,ChanSc00,rush_long,0,,,,,
player,201111200mia,buf,ChanSc00,targets,6,,,,,
player,201111200mia,buf,ChanSc00,rec,5,,,,,
player,201111200mia,buf,ChanSc00,rec_yds,71,,,,,
player,201111200mia,buf,ChanSc00,rec_td,0,,,,,
player,201111200mia,buf,ChanSc00,rec_long,31,,,,,
player,201111200mia,buf,ChanSc00,fumbles,0,,,,,
player,201111200mia,buf,ChanSc00,fumbles_lost,,,,,,
player,201111200mia,buf,SmitBr01,pass_cmp,0,,,,,
player,201111200mia,buf,SmitBr01,pass_att,0,,,,,
player,201111200mia,buf,SmitBr01,pass_yds,0,,,,,
player,201111200mia,buf,SmitBr01,pass_td,0,,,,,
player,201111200mia,buf,SmitBr01,pass_int,0,,,,,
player,201111200mia,buf,SmitBr01,pass_sacked,0,,,,,
player,201111200mia,buf,SmitBr01,pass_sacked_yds,0,,,,,
player,201111200mia,buf,SmitBr01,pass_long,0,,,,,
player,201111200mia,buf,SmitBr01,pass_rating,,,,,,
player,201111200mia,buf,SmitBr01,rush_att,0,,,,,
player,201111200mia,buf,SmitBr01,rush_yds,0,,,,,
player,201111200mia,buf,SmitBr01,rush_td,0,,,,,
player,201111200mia,buf,SmitBr01,rush_long,0,,,,,
player,201111200mia,buf,SmitBr01,targets,4,,,,,
player,201111200mia,buf,SmitBr01,rec,3,,,,,
player,201111200mia,buf,SmitBr01,rec_yds,35,,,,,
player,201111200mia,buf,SmitBr01,rec_td,0,,,,,
player,201111200mia,buf,SmitBr01,rec_long,18,,,,,
player,201111200mia,buf,SmitBr01,fumbles,0,,,,,
player,201111200mia,buf,SmitBr01,fumbles_lost,,,,,,
player,201111200mia,buf,RoosNa00,pass_cmp,0,,,,,
player,201111200mia,buf,RoosNa00,pass_att,0,,,,,
player,201111200mia,buf,RoosNa00,pass_yds,0,,,,,
player,201111200mia,buf,RoosNa00,pass_td,0,,,,,
player,201111200mia,buf,RoosNa00,pass_int,0,,,,,
player,201111200mia,buf,RoosNa00,pass_sacked,0,,,,,
player,201111200mia,buf,RoosNa00,pass_sacked_yds,0,,,,,
player,201111200mia,buf,RoosNa00,pass_long,0,,,,,
player,201111200mia,buf,RoosNa00,pass_rating,,,,,,
player,201111200mia,buf,RoosNa00,rush_att,0,,,,,
player,201111200mia,buf,RoosNa00,rush_yds,0,,,,,
player,201111200mia,buf,RoosNa00,rush_td,0,,,,,
player,201111200mia,buf,RoosNa00,rush_long,0,,,,,
player,201111200mia,buf,RoosNa00,targets,2,,,,,
player,201111200mia,buf,RoosNa00,rec,2,,,,,
player,201111200mia,buf,RoosNa00,rec_yds,28,,,,,
player,201111200mia,buf,RoosNa00,rec_td,0,,,,,
player,201111200mia,buf,RoosNa00,rec_long,16,,,,,
player,201111200mia,buf,RoosNa00,fumbles,0,,,,,
player,201111200mia,buf,RoosNa00,fumbles_lost,,,,,,
player,201111200mia,buf,JohnSt00,pass_cmp,0,,,,,
player,201111200mia,buf,JohnSt00,pass_att,0,,,,,
player,201111200mia,buf,JohnSt00,pass_yds,0,,,,,
player,201111200mia,buf,JohnSt00,pass_td,0,,,,,
player,201111200mia,buf,JohnSt00,pass_int,0,,,,,
player,201111200mia,buf,JohnSt00,pass_sacked,0,,,,,
player,201111200mia,buf,JohnSt00,pass_sacked_yds,0,,,,,
player,201111200mia,buf,JohnSt00,pass_long,0,,,,,
player,201111200mia,buf,JohnSt00,pass_rating,,,,,,
player,201111200mia,buf,JohnSt00,rush_att,0,,,,,
player,201111200mia,buf,JohnSt00,rush_yds,0,,,,,
player,201111200mia,buf,JohnSt00,rush_td,0,,,,,
player,201111200mia,buf,JohnSt00,rush_long,0,,,,,
player,201111200mia,buf,JohnSt00,targets,8,,,,,
player,201111200mia,buf,JohnSt00,rec,2,,,,,
player,201111200mia,buf,JohnSt00,rec_yds,16,,,,,
player,201111200mia,buf,JohnSt00,rec_td,0,,,,,
player,201111200mia,buf,JohnSt00,rec_long,10,,,,,
player,201111200mia,buf,JohnSt00,fumbles,0,,,,,
player,201111200mia,buf,JohnSt00,fumbles_lost,,,,,,
player,201111200mia,buf,NelsDa01,pass_cmp,0,,,,,
player,201111200mia,buf,NelsDa01,pass_att,0,,,,,
player,201111200mia,buf,NelsDa01,pass_yds,0,,,,,
player,201111200mia,buf,NelsDa01,pass_td,0,,,,,
player,201111200mia,buf,NelsDa01,pass_int,0,,,,,
player,201111200mia,buf,NelsDa01,pass_sacked,0,,,,,
player,201111200mia,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201111200mia,buf,NelsDa01,pass_long,0,,,,,
player,201111200mia,buf,NelsDa01,pass_rating,,,,,,
player,201111200mia,buf,NelsDa01,rush_att,0,,,,,
player,201111200mia,buf,NelsDa01,rush_yds,0,,,,,
player,201111200mia,buf,NelsDa01,rush_td,0,,,,,
player,201111200mia,buf,NelsDa01,rush_long,0,,,,,
player,201111200mia,buf,NelsDa01,targets,4,,,,,
player,201111200mia,buf,NelsDa01,rec,1,,,,,
player,201111200mia,buf,NelsDa01,rec_yds,0,,,,,
player,201111200mia,buf,NelsDa01,rec_td,0,,,,,
player,201111200mia,buf,NelsDa01,rec_long,0,,,,,
player,201111200mia,buf,NelsDa01,fumbles,0,,,,,
player,201111200mia,buf,NelsDa01,fumbles_lost,,,,,,
player,201111200mia,buf,MartRu00,pass_cmp,0,,,,,
player,201111200mia,buf,MartRu00,pass_att,0,,,,,
player,201111200mia,buf,MartRu00,pass_yds,0,,,,,
player,201111200mia,buf,MartRu00,pass_td,0,,,,,
player,201111200mia,buf,MartRu00,pass_int,0,,,,,
player,201111200mia,buf,MartRu00,pass_sacked,0,,,,,
player,201111200mia,buf,MartRu00,pass_sacked_yds,0,,,,,
player,201111200mia,buf,MartRu00,pass_long,0,,,,,
player,201111200mia,buf,MartRu00,pass_rating,,,,,,
player,201111200mia,buf,MartRu00,rush_att,0,,,,,
player,201111200mia,buf,MartRu00,rush_yds,0,,,,,
player,201111200mia,buf,MartRu00,rush_td,0,,,,,
player,201111200mia,buf,MartRu00,rush_long,0,,,,,
player,201111200mia,buf,MartRu00,targets,2,,,,,
player,201111200mia,buf,MartRu00,rec,0,,,,,
player,201111200mia,buf,MartRu00,rec_yds,0,,,,,
player,201111200mia,buf,MartRu00,rec_td,0,,,,,
player,201111200mia,buf,MartRu00,rec_long,0,,,,,
player,201111200mia,buf,MartRu00,fumbles,0,,,,,
player,201111200mia,buf,MartRu00,fumbles_lost,,,,,,
player,201111200mia,buf,JoneDo00,pass_cmp,0,,,,,
player,201111200mia,buf,JoneDo00,pass_att,0,,,,,
player,201111200mia,buf,JoneDo00,pass_yds,0,,,,,
player,201111200mia,buf,JoneDo00,pass_td,0,,,,,
player,201111200mia,buf,JoneDo00,pass_int,0,,,,,
player,201111200mia,buf,JoneDo00,pass_sacked,0,,,,,
player,201111200mia,buf,JoneDo00,pass_sacked_yds,0,,,,,
player,201111200mia,buf,JoneDo00,pass_long,0,,,,,
player,201111200mia,buf,JoneDo00,pass_rating,,,,,,
player,201111200mia,buf,JoneDo00,rush_att,0,,,,,
player,201111200mia,buf,JoneDo00,rush_yds,0,,,,,
player,201111200mia,buf,JoneDo00,rush_td,0,,,,,
player,201111200mia,buf,JoneDo00,rush_long,0,,,,,
player,201111200mia,buf,JoneDo00,targets,1,,,,,
player,201111200mia,buf,JoneDo00,rec,0,,,,,
player,201111200mia,buf,JoneDo00,rec_yds,0,,,,,
player,201111200mia,buf,JoneDo00,rec_td,0,,,,,
player,201111200mia,buf,JoneDo00,rec_long,0,,,,,
player,201111200mia,buf,JoneDo00,fumbles,0,,,,,
player,201111200mia,buf,JoneDo00,fumbles_lost,,,,,,
player,201111200mia,mia,MoorMa01,pass_cmp,14,,,,,
player,201111200mia,mia,MoorMa01,pass_att,20,,,,,
player,201111200mia,mia,MoorMa01,pass_yds,160,,,,,
player,201111200mia,mia,MoorMa01,pass_td,3,,,,,
player,201111200mia,mia,MoorMa01,pass_int,0,,,,,
player,201111200mia,mia,MoorMa01,pass_sacked,1,,,,,
player,201111200mia,mia,MoorMa01,pass_sacked_yds,13,,,,,
player,201111200mia,mia,MoorMa01,pass_long,46,,,,,
player,201111200mia,mia,MoorMa01,pass_rating,133.3,,,,,
player,201111200mia,mia,MoorMa01,rush_att,3,,,,,
player,201111200mia,mia,MoorMa01,rush_yds,2,,,,,
player,201111200mia,mia,MoorMa01,rush_td,0,,,,,
player,201111200mia,mia,MoorMa01,rush_long,3,,,,,
player,201111200mia,mia,MoorMa01,targets,0,,,,,
player,201111200mia,mia,MoorMa01,rec,0,,,,,
player,201111200mia,mia,MoorMa01,rec_yds,0,,,,,
player,201111200mia,mia,MoorMa01,rec_td,0,,,,,
player,201111200mia,mia,MoorMa01,rec_long,0,,,,,
player,201111200mia,mia,MoorMa01,fumbles,0,,,,,
player,201111200mia,mia,MoorMa01,fumbles_lost,,,,,,
player,201111200mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201111200mia,mia,ThomDa03,pass_att,0,,,,,
player,201111200mia,mia,ThomDa03,pass_yds,0,,,,,
player,201111200mia,mia,ThomDa03,pass_td,0,,,,,
player,201111200mia,mia,ThomDa03,pass_int,0,,,,,
player,201111200mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201111200mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201111200mia,mia,ThomDa03,pass_long,0,,,,,
player,201111200mia,mia,ThomDa03,pass_rating,,,,,,
player,201111200mia,mia,ThomDa03,rush_att,15,,,,,
player,201111200mia,mia,ThomDa03,rush_yds,50,,,,,
player,201111200mia,mia,ThomDa03,rush_td,0,,,,,
player,201111200mia,mia,ThomDa03,rush_long,12,,,,,
player,201111200mia,mia,ThomDa03,targets,1,,,,,
player,201111200mia,mia,ThomDa03,rec,0,,,,,
player,201111200mia,mia,ThomDa03,rec_yds,0,,,,,
player,201111200mia,mia,ThomDa03,rec_td,0,,,,,
player,201111200mia,mia,ThomDa03,rec_long,0,,,,,
player,201111200mia,mia,ThomDa03,fumbles,0,,,,,
player,201111200mia,mia,ThomDa03,fumbles_lost,,,,,,
player,201111200mia,mia,BushRe00,pass_cmp,0,,,,,
player,201111200mia,mia,BushRe00,pass_att,0,,,,,
player,201111200mia,mia,BushRe00,pass_yds,0,,,,,
player,201111200mia,mia,BushRe00,pass_td,0,,,,,
player,201111200mia,mia,BushRe00,pass_int,0,,,,,
player,201111200mia,mia,BushRe00,pass_sacked,0,,,,,
player,201111200mia,mia,BushRe00,pass_sacked_yds,0,,,,,
player,201111200mia,mia,BushRe00,pass_long,0,,,,,
player,201111200mia,mia,BushRe00,pass_rating,,,,,,
player,201111200mia,mia,BushRe00,rush_att,15,,,,,
player,201111200mia,mia,BushRe00,rush_yds,32,,,,,
player,201111200mia,mia,BushRe00,rush_td,1,,,,,
player,201111200mia,mia,BushRe00,rush_long,11,,,,,
player,201111200mia,mia,BushRe00,targets,5,,,,,
player,201111200mia,mia,BushRe00,rec,4,,,,,
player,201111200mia,mia,BushRe00,rec_yds,34,,,,,
player,201111200mia,mia,BushRe00,rec_td,0,,,,,
player,201111200mia,mia,BushRe00,rec_long,19,,,,,
player,201111200mia,mia,BushRe00,fumbles,0,,,,,
player,201111200mia,mia,BushRe00,fumbles_lost,,,,,,
player,201111200mia,mia,HartBr00,pass_cmp,0,,,,,
player,201111200mia,mia,HartBr00,pass_att,0,,,,,
player,201111200mia,mia,HartBr00,pass_yds,0,,,,,
player,201111200mia,mia,HartBr00,pass_td,0,,,,,
player,201111200mia,mia,HartBr00,pass_int,0,,,,,
player,201111200mia,mia,HartBr00,pass_sacked,0,,,,,
player,201111200mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201111200mia,mia,HartBr00,pass_long,0,,,,,
player,201111200mia,mia,HartBr00,pass_rating,,,,,,
player,201111200mia,mia,HartBr00,rush_att,1,,,,,
player,201111200mia,mia,HartBr00,rush_yds,9,,,,,
player,201111200mia,mia,HartBr00,rush_td,0,,,,,
player,201111200mia,mia,HartBr00,rush_long,9,,,,,
player,201111200mia,mia,HartBr00,targets,2,,,,,
player,201111200mia,mia,HartBr00,rec,1,,,,,
player,201111200mia,mia,HartBr00,rec_yds,19,,,,,
player,201111200mia,mia,HartBr00,rec_td,0,,,,,
player,201111200mia,mia,HartBr00,rec_long,19,,,,,
player,201111200mia,mia,HartBr00,fumbles,0,,,,,
player,201111200mia,mia,HartBr00,fumbles_lost,,,,,,
player,201111200mia,mia,HillLe00,pass_cmp,0,,,,,
player,201111200mia,mia,HillLe00,pass_att,0,,,,,
player,201111200mia,mia,HillLe00,pass_yds,0,,,,,
player,201111200mia,mia,HillLe00,pass_td,0,,,,,
player,201111200mia,mia,HillLe00,pass_int,0,,,,,
player,201111200mia,mia,HillLe00,pass_sacked,0,,,,,
player,201111200mia,mia,HillLe00,pass_sacked_yds,0,,,,,
player,201111200mia,mia,HillLe00,pass_long,0,,,,,
player,201111200mia,mia,HillLe00,pass_rating,,,,,,
player,201111200mia,mia,HillLe00,rush_att,1,,,,,
player,201111200mia,mia,HillLe00,rush_yds,2,,,,,
player,201111200mia,mia,HillLe00,rush_td,0,,,,,
player,201111200mia,mia,HillLe00,rush_long,2,,,,,
player,201111200mia,mia,HillLe00,targets,0,,,,,
player,201111200mia,mia,HillLe00,rec,0,,,,,
player,201111200mia,mia,HillLe00,rec_yds,0,,,,,
player,201111200mia,mia,HillLe00,rec_td,0,,,,,
player,201111200mia,mia,HillLe00,rec_long,0,,,,,
player,201111200mia,mia,HillLe00,fumbles,0,,,,,
player,201111200mia,mia,HillLe00,fumbles_lost,,,,,,
player,201111200mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201111200mia,mia,ClayCh00,pass_att,0,,,,,
player,201111200mia,mia,ClayCh00,pass_yds,0,,,,,
player,201111200mia,mia,ClayCh00,pass_td,0,,,,,
player,201111200mia,mia,ClayCh00,pass_int,0,,,,,
player,201111200mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201111200mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201111200mia,mia,ClayCh00,pass_long,0,,,,,
player,201111200mia,mia,ClayCh00,pass_rating,,,,,,
player,201111200mia,mia,ClayCh00,rush_att,0,,,,,
player,201111200mia,mia,ClayCh00,rush_yds,0,,,,,
player,201111200mia,mia,ClayCh00,rush_td,0,,,,,
player,201111200mia,mia,ClayCh00,rush_long,0,,,,,
player,201111200mia,mia,ClayCh00,targets,4,,,,,
player,201111200mia,mia,ClayCh00,rec,4,,,,,
player,201111200mia,mia,ClayCh00,rec_yds,69,,,,,
player,201111200mia,mia,ClayCh00,rec_td,1,,,,,
player,201111200mia,mia,ClayCh00,rec_long,46,,,,,
player,201111200mia,mia,ClayCh00,fumbles,0,,,,,
player,201111200mia,mia,ClayCh00,fumbles_lost,,,,,,
player,201111200mia,mia,BessDa00,pass_cmp,0,,,,,
player,201111200mia,mia,BessDa00,pass_att,0,,,,,
player,201111200mia,mia,BessDa00,pass_yds,0,,,,,
player,201111200mia,mia,BessDa00,pass_td,0,,,,,
player,201111200mia,mia,BessDa00,pass_int,0,,,,,
player,201111200mia,mia,BessDa00,pass_sacked,0,,,,,
player,201111200mia,mia,BessDa00,pass_sacked_yds,0,,,,,
player,201111200mia,mia,BessDa00,pass_long,0,,,,,
player,201111200mia,mia,BessDa00,pass_rating,,,,,,
player,201111200mia,mia,BessDa00,rush_att,0,,,,,
player,201111200mia,mia,BessDa00,rush_yds,0,,,,,
player,201111200mia,mia,BessDa00,rush_td,0,,,,,
player,201111200mia,mia,BessDa00,rush_long,0,,,,,
player,201111200mia,mia,BessDa00,targets,3,,,,,
player,201111200mia,mia,BessDa00,rec,2,,,,,
player,201111200mia,mia,BessDa00,rec_yds,25,,,,,
player,201111200mia,mia,BessDa00,rec_td,1,,,,,
player,201111200mia,mia,BessDa00,rec_long,21,,,,,
player,201111200mia,mia,BessDa00,fumbles,1,,,,,
player,201111200mia,mia,BessDa00,fumbles_lost,0,,,,,
player,201111200mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201111200mia,mia,FasaAn00,pass_att,0,,,,,
player,201111200mia,mia,FasaAn00,pass_yds,0,,,,,
player,201111200mia,mia,FasaAn00,pass_td,0,,,,,
player,201111200mia,mia,FasaAn00,pass_int,0,,,,,
player,201111200mia,mia,FasaAn00,pass_sacked,0,,,,,
player,201111200mia,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201111200mia,mia,FasaAn00,pass_long,0,,,,,
player,201111200mia,mia,FasaAn00,pass_rating,,,,,,
player,201111200mia,mia,FasaAn00,rush_att,0,,,,,
player,201111200mia,mia,FasaAn00,rush_yds,0,,,,,
player,201111200mia,mia,FasaAn00,rush_td,0,,,,,
player,201111200mia,mia,FasaAn00,rush_long,0,,,,,
player,201111200mia,mia,FasaAn00,targets,2,,,,,
player,201111200mia,mia,FasaAn00,rec,2,,,,,
player,201111200mia,mia,FasaAn00,rec_yds,8,,,,,
player,201111200mia,mia,FasaAn00,rec_td,1,,,,,
player,201111200mia,mia,FasaAn00,rec_long,7,,,,,
player,201111200mia,mia,FasaAn00,fumbles,0,,,,,
player,201111200mia,mia,FasaAn00,fumbles_lost,,,,,,
player,201111200mia,mia,MarsBr00,pass_cmp,0,,,,,
player,201111200mia,mia,MarsBr00,pass_att,0,,,,,
player,201111200mia,mia,MarsBr00,pass_yds,0,,,,,
player,201111200mia,mia,MarsBr00,pass_td,0,,,,,
player,201111200mia,mia,MarsBr00,pass_int,0,,,,,
player,201111200mia,mia,MarsBr00,pass_sacked,0,,,,,
player,201111200mia,mia,MarsBr00,pass_sacked_yds,0,,,,,
player,201111200mia,mia,MarsBr00,pass_long,0,,,,,
player,201111200mia,mia,MarsBr00,pass_rating,,,,,,
player,201111200mia,mia,MarsBr00,rush_att,0,,,,,
player,201111200mia,mia,MarsBr00,rush_yds,0,,,,,
player,201111200mia,mia,MarsBr00,rush_td,0,,,,,
player,201111200mia,mia,MarsBr00,rush_long,0,,,,,
player,201111200mia,mia,MarsBr00,targets,3,,,,,
player,201111200mia,mia,MarsBr00,rec,1,,,,,
player,201111200mia,mia,MarsBr00,rec_yds,5,,,,,
player,201111200mia,mia,MarsBr00,rec_td,0,,,,,
player,201111200mia,mia,MarsBr00,rec_long,5,,,,,
player,201111200mia,mia,MarsBr00,fumbles,0,,,,,
player,201111200mia,mia,MarsBr00,fumbles_lost,,,,,,
player,201111200mia,buf,BarnNi20,def_int,0,,,,,
player,201111200mia,buf,BarnNi20,def_int_yds,0,,,,,
player,201111200mia,buf,BarnNi20,def_int_td,0,,,,,
player,201111200mia,buf,BarnNi20,def_int_long,0,,,,,
player,201111200mia,buf,BarnNi20,pass_defended,0,,,,,
player,201111200mia,buf,BarnNi20,sacks,1.0,,,,,
player,201111200mia,buf,BarnNi20,tackles_combined,7,,,,,
player,201111200mia,buf,BarnNi20,tackles_solo,6,,,,,
player,201111200mia,buf,BarnNi20,tackles_assists,1,,,,,
player,201111200mia,buf,BarnNi20,tackles_loss,2,,,,,
player,201111200mia,buf,BarnNi20,qb_hits,1,,,,,
player,201111200mia,buf,BarnNi20,fumbles_rec,0,,,,,
player,201111200mia,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201111200mia,buf,BarnNi20,fumbles_rec_td,0,,,,,
