game,2011,3,20110925,201109250car,jax,"Jacksonville Jaguars",10,car,"Carolina Panthers",16
player,201109250car,jax,MincJe99,tackles_solo,3,,,,,
player,201109250car,jax,MincJe99,tackles_assists,1,,,,,
player,201109250car,jax,MincJe99,tackles_loss,0,,,,,
player,201109250car,jax,MincJe99,qb_hits,0,,,,,
player,201109250car,jax,MincJe99,fumbles_rec,0,,,,,
player,201109250car,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201109250car,jax,MincJe99,fumbles_forced,0,,,,,
player,201109250car,jax,AluaTy99,def_int,0,,,,,
player,201109250car,jax,AluaTy99,def_int_yds,0,,,,,
player,201109250car,jax,AluaTy99,def_int_td,0,,,,,
player,201109250car,jax,AluaTy99,def_int_long,0,,,,,
player,201109250car,jax,AluaTy99,pass_defended,0,,,,,
player,201109250car,jax,AluaTy99,sacks,0.0,,,,,
player,201109250car,jax,AluaTy99,tackles_combined,3,,,,,
player,201109250car,jax,AluaTy99,tackles_solo,1,,,,,
player,201109250car,jax,AluaTy99,tackles_assists,2,,,,,
player,201109250car,jax,AluaTy99,tackles_loss,1,,,,,
player,201109250car,jax,AluaTy99,qb_hits,0,,,,,
player,201109250car,jax,AluaTy99,fumbles_rec,0,,,,,
player,201109250car,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201109250car,jax,AluaTy99,fumbles_forced,0,,,,,
player,201109250car,jax,CoxxDe99,def_int,0,,,,,
player,201109250car,jax,CoxxDe99,def_int_yds,0,,,,,
player,201109250car,jax,CoxxDe99,def_int_td,0,,,,,
player,201109250car,jax,CoxxDe99,def_int_long,0,,,,,
player,201109250car,jax,CoxxDe99,pass_defended,0,,,,,
player,201109250car,jax,CoxxDe99,sacks,0.0,,,,,
player,201109250car,jax,CoxxDe99,tackles_combined,3,,,,,
player,201109250car,jax,CoxxDe99,tackles_solo,3,,,,,
player,201109250car,jax,CoxxDe99,tackles_assists,0,,,,,
player,201109250car,jax,CoxxDe99,tackles_loss,0,,,,,
player,201109250car,jax,CoxxDe99,qb_hits,0,,,,,
player,201109250car,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201109250car,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201109250car,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201109250car,jax,ColeDr20,def_int,0,,,,,
player,201109250car,jax,ColeDr20,def_int_yds,0,,,,,
player,201109250car,jax,ColeDr20,def_int_td,0,,,,,
player,201109250car,jax,ColeDr20,def_int_long,0,,,,,
player,201109250car,jax,ColeDr20,pass_defended,1,,,,,
player,201109250car,jax,ColeDr20,sacks,0.0,,,,,
player,201109250car,jax,ColeDr20,tackles_combined,2,,,,,
player,201109250car,jax,ColeDr20,tackles_solo,1,,,,,
player,201109250car,jax,ColeDr20,tackles_assists,1,,,,,
player,201109250car,jax,ColeDr20,tackles_loss,0,,,,,
player,201109250car,jax,ColeDr20,qb_hits,0,,,,,
player,201109250car,jax,ColeDr20,fumbles_rec,0,,,,,
player,201109250car,jax,ColeDr20,fumbles_rec_yds,0,,,,,
player,201109250car,jax,ColeDr20,fumbles_rec_td,0,,,,,
player,201109250car,jax,ColeDr20,fumbles_forced,0,,,,,
player,201109250car,jax,SessCl99,def_int,0,,,,,
player,201109250car,jax,SessCl99,def_int_yds,0,,,,,
player,201109250car,jax,SessCl99,def_int_td,0,,,,,
player,201109250car,jax,SessCl99,def_int_long,0,,,,,
player,201109250car,jax,SessCl99,pass_defended,0,,,,,
player,201109250car,jax,SessCl99,sacks,0.0,,,,,
player,201109250car,jax,SessCl99,tackles_combined,2,,,,,
player,201109250car,jax,SessCl99,tackles_solo,1,,,,,
player,201109250car,jax,SessCl99,tackles_assists,1,,,,,
player,201109250car,jax,SessCl99,tackles_loss,0,,,,,
player,201109250car,jax,SessCl99,qb_hits,0,,,,,
player,201109250car,jax,SessCl99,fumbles_rec,0,,,,,
player,201109250car,jax,SessCl99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,SessCl99,fumbles_rec_td,0,,,,,
player,201109250car,jax,SessCl99,fumbles_forced,0,,,,,
player,201109250car,jax,AlleRu00,def_int,0,,,,,
player,201109250car,jax,AlleRu00,def_int_yds,0,,,,,
player,201109250car,jax,AlleRu00,def_int_td,0,,,,,
player,201109250car,jax,AlleRu00,def_int_long,0,,,,,
player,201109250car,jax,AlleRu00,pass_defended,0,,,,,
player,201109250car,jax,AlleRu00,sacks,0.0,,,,,
player,201109250car,jax,AlleRu00,tackles_combined,1,,,,,
player,201109250car,jax,AlleRu00,tackles_solo,1,,,,,
player,201109250car,jax,AlleRu00,tackles_assists,0,,,,,
player,201109250car,jax,AlleRu00,tackles_loss,0,,,,,
player,201109250car,jax,AlleRu00,qb_hits,0,,,,,
player,201109250car,jax,AlleRu00,fumbles_rec,0,,,,,
player,201109250car,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201109250car,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201109250car,jax,AlleRu00,fumbles_forced,0,,,,,
player,201109250car,jax,BoleBr00,def_int,0,,,,,
player,201109250car,jax,BoleBr00,def_int_yds,0,,,,,
player,201109250car,jax,BoleBr00,def_int_td,0,,,,,
player,201109250car,jax,BoleBr00,def_int_long,0,,,,,
player,201109250car,jax,BoleBr00,pass_defended,0,,,,,
player,201109250car,jax,BoleBr00,sacks,0.0,,,,,
player,201109250car,jax,BoleBr00,tackles_combined,1,,,,,
player,201109250car,jax,BoleBr00,tackles_solo,1,,,,,
player,201109250car,jax,BoleBr00,tackles_assists,0,,,,,
player,201109250car,jax,BoleBr00,tackles_loss,0,,,,,
player,201109250car,jax,BoleBr00,qb_hits,0,,,,,
player,201109250car,jax,BoleBr00,fumbles_rec,0,,,,,
player,201109250car,jax,BoleBr00,fumbles_rec_yds,0,,,,,
player,201109250car,jax,BoleBr00,fumbles_rec_td,0,,,,,
player,201109250car,jax,BoleBr00,fumbles_forced,0,,,,,
player,201109250car,jax,BoswKy00,def_int,0,,,,,
player,201109250car,jax,BoswKy00,def_int_yds,0,,,,,
player,201109250car,jax,BoswKy00,def_int_td,0,,,,,
player,201109250car,jax,BoswKy00,def_int_long,0,,,,,
player,201109250car,jax,BoswKy00,pass_defended,0,,,,,
player,201109250car,jax,BoswKy00,sacks,0.0,,,,,
player,201109250car,jax,BoswKy00,tackles_combined,1,,,,,
player,201109250car,jax,BoswKy00,tackles_solo,1,,,,,
player,201109250car,jax,BoswKy00,tackles_assists,0,,,,,
player,201109250car,jax,BoswKy00,tackles_loss,0,,,,,
player,201109250car,jax,BoswKy00,qb_hits,0,,,,,
player,201109250car,jax,BoswKy00,fumbles_rec,0,,,,,
player,201109250car,jax,BoswKy00,fumbles_rec_yds,0,,,,,
player,201109250car,jax,BoswKy00,fumbles_rec_td,0,,,,,
player,201109250car,jax,BoswKy00,fumbles_forced,0,,,,,
player,201109250car,jax,DouzLe00,def_int,0,,,,,
player,201109250car,jax,DouzLe00,def_int_yds,0,,,,,
player,201109250car,jax,DouzLe00,def_int_td,0,,,,,
player,201109250car,jax,DouzLe00,def_int_long,0,,,,,
player,201109250car,jax,DouzLe00,pass_defended,0,,,,,
player,201109250car,jax,DouzLe00,sacks,0.0,,,,,
player,201109250car,jax,DouzLe00,tackles_combined,1,,,,,
player,201109250car,jax,DouzLe00,tackles_solo,1,,,,,
player,201109250car,jax,DouzLe00,tackles_assists,0,,,,,
player,201109250car,jax,DouzLe00,tackles_loss,0,,,,,
player,201109250car,jax,DouzLe00,qb_hits,0,,,,,
player,201109250car,jax,DouzLe00,fumbles_rec,0,,,,,
player,201109250car,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201109250car,jax,DouzLe00,fumbles_rec_td,0,,,,,
player,201109250car,jax,DouzLe00,fumbles_forced,0,,,,,
player,201109250car,jax,GreeCo99,def_int,0,,,,,
player,201109250car,jax,GreeCo99,def_int_yds,0,,,,,
player,201109250car,jax,GreeCo99,def_int_td,0,,,,,
player,201109250car,jax,GreeCo99,def_int_long,0,,,,,
player,201109250car,jax,GreeCo99,pass_defended,0,,,,,
player,201109250car,jax,GreeCo99,sacks,0.0,,,,,
player,201109250car,jax,GreeCo99,tackles_combined,1,,,,,
player,201109250car,jax,GreeCo99,tackles_solo,1,,,,,
player,201109250car,jax,GreeCo99,tackles_assists,0,,,,,
player,201109250car,jax,GreeCo99,tackles_loss,0,,,,,
player,201109250car,jax,GreeCo99,qb_hits,0,,,,,
player,201109250car,jax,GreeCo99,fumbles_rec,0,,,,,
player,201109250car,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201109250car,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201109250car,jax,GreeCo99,fumbles_forced,0,,,,,
player,201109250car,jax,OwenMo01,def_int,0,,,,,
player,201109250car,jax,OwenMo01,def_int_yds,0,,,,,
player,201109250car,jax,OwenMo01,def_int_td,0,,,,,
player,201109250car,jax,OwenMo01,def_int_long,0,,,,,
player,201109250car,jax,OwenMo01,pass_defended,0,,,,,
player,201109250car,jax,OwenMo01,sacks,0.0,,,,,
player,201109250car,jax,OwenMo01,tackles_combined,1,,,,,
player,201109250car,jax,OwenMo01,tackles_solo,1,,,,,
player,201109250car,jax,OwenMo01,tackles_assists,0,,,,,
player,201109250car,jax,OwenMo01,tackles_loss,0,,,,,
player,201109250car,jax,OwenMo01,qb_hits,0,,,,,
player,201109250car,jax,OwenMo01,fumbles_rec,0,,,,,
player,201109250car,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201109250car,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201109250car,jax,OwenMo01,fumbles_forced,0,,,,,
player,201109250car,jax,ProsCh00,def_int,0,,,,,
player,201109250car,jax,ProsCh00,def_int_yds,0,,,,,
player,201109250car,jax,ProsCh00,def_int_td,0,,,,,
player,201109250car,jax,ProsCh00,def_int_long,0,,,,,
player,201109250car,jax,ProsCh00,pass_defended,0,,,,,
player,201109250car,jax,ProsCh00,sacks,0.0,,,,,
player,201109250car,jax,ProsCh00,tackles_combined,1,,,,,
player,201109250car,jax,ProsCh00,tackles_solo,1,,,,,
player,201109250car,jax,ProsCh00,tackles_assists,0,,,,,
player,201109250car,jax,ProsCh00,tackles_loss,0,,,,,
player,201109250car,jax,ProsCh00,qb_hits,0,,,,,
player,201109250car,jax,ProsCh00,fumbles_rec,0,,,,,
player,201109250car,jax,ProsCh00,fumbles_rec_yds,0,,,,,
player,201109250car,jax,ProsCh00,fumbles_rec_td,0,,,,,
player,201109250car,jax,ProsCh00,fumbles_forced,0,,,,,
player,201109250car,jax,CollNa20,def_int,0,,,,,
player,201109250car,jax,CollNa20,def_int_yds,0,,,,,
player,201109250car,jax,CollNa20,def_int_td,0,,,,,
player,201109250car,jax,CollNa20,def_int_long,0,,,,,
player,201109250car,jax,CollNa20,pass_defended,0,,,,,
player,201109250car,jax,CollNa20,sacks,0.0,,,,,
player,201109250car,jax,CollNa20,tackles_combined,0,,,,,
player,201109250car,jax,CollNa20,tackles_solo,0,,,,,
player,201109250car,jax,CollNa20,tackles_assists,0,,,,,
player,201109250car,jax,CollNa20,tackles_loss,0,,,,,
player,201109250car,jax,CollNa20,qb_hits,1,,,,,
player,201109250car,jax,CollNa20,fumbles_rec,0,,,,,
player,201109250car,jax,CollNa20,fumbles_rec_yds,0,,,,,
player,201109250car,jax,CollNa20,fumbles_rec_td,0,,,,,
player,201109250car,jax,CollNa20,fumbles_forced,0,,,,,
player,201109250car,car,MartSh99,def_int,1,,,,,
player,201109250car,car,MartSh99,def_int_yds,15,,,,,
player,201109250car,car,MartSh99,def_int_td,0,,,,,
player,201109250car,car,MartSh99,def_int_long,15,,,,,
player,201109250car,car,MartSh99,pass_defended,1,,,,,
player,201109250car,car,MartSh99,sacks,0.0,,,,,
player,201109250car,car,MartSh99,tackles_combined,5,,,,,
player,201109250car,car,MartSh99,tackles_solo,2,,,,,
player,201109250car,car,MartSh99,tackles_assists,3,,,,,
player,201109250car,car,MartSh99,tackles_loss,0,,,,,
player,201109250car,car,MartSh99,qb_hits,0,,,,,
player,201109250car,car,MartSh99,fumbles_rec,0,,,,,
player,201109250car,car,MartSh99,fumbles_rec_yds,0,,,,,
player,201109250car,car,MartSh99,fumbles_rec_td,0,,,,,
player,201109250car,car,MartSh99,fumbles_forced,0,,,,,
player,201109250car,car,HardGr99,def_int,0,,,,,
player,201109250car,car,HardGr99,def_int_yds,0,,,,,
player,201109250car,car,HardGr99,def_int_td,0,,,,,
player,201109250car,car,HardGr99,def_int_long,0,,,,,
player,201109250car,car,HardGr99,pass_defended,0,,,,,
player,201109250car,car,HardGr99,sacks,1.0,,,,,
player,201109250car,car,HardGr99,tackles_combined,6,,,,,
player,201109250car,car,HardGr99,tackles_solo,5,,,,,
player,201109250car,car,HardGr99,tackles_assists,1,,,,,
player,201109250car,car,HardGr99,tackles_loss,2,,,,,
player,201109250car,car,HardGr99,qb_hits,1,,,,,
player,201109250car,car,HardGr99,fumbles_rec,0,,,,,
player,201109250car,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201109250car,car,HardGr99,fumbles_rec_td,0,,,,,
player,201109250car,car,HardGr99,fumbles_forced,0,,,,,
player,201109250car,car,JohnCh98,def_int,0,,,,,
player,201109250car,car,JohnCh98,def_int_yds,0,,,,,
player,201109250car,car,JohnCh98,def_int_td,0,,,,,
player,201109250car,car,JohnCh98,def_int_long,0,,,,,
player,201109250car,car,JohnCh98,pass_defended,0,,,,,
player,201109250car,car,JohnCh98,sacks,1.0,,,,,
player,201109250car,car,JohnCh98,tackles_combined,3,,,,,
player,201109250car,car,JohnCh98,tackles_solo,3,,,,,
player,201109250car,car,JohnCh98,tackles_assists,0,,,,,
player,201109250car,car,JohnCh98,tackles_loss,2,,,,,
player,201109250car,car,JohnCh98,qb_hits,1,,,,,
player,201109250car,car,JohnCh98,fumbles_rec,0,,,,,
player,201109250car,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201109250car,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201109250car,car,JohnCh98,fumbles_forced,0,,,,,
player,201109250car,car,AndeJa21,def_int,0,,,,,
player,201109250car,car,AndeJa21,def_int_yds,0,,,,,
player,201109250car,car,AndeJa21,def_int_td,0,,,,,
player,201109250car,car,AndeJa21,def_int_long,0,,,,,
player,201109250car,car,AndeJa21,pass_defended,1,,,,,
player,201109250car,car,AndeJa21,sacks,0.0,,,,,
player,201109250car,car,AndeJa21,tackles_combined,9,,,,,
player,201109250car,car,AndeJa21,tackles_solo,8,,,,,
player,201109250car,car,AndeJa21,tackles_assists,1,,,,,
player,201109250car,car,AndeJa21,tackles_loss,2,,,,,
player,201109250car,car,AndeJa21,qb_hits,0,,,,,
player,201109250car,car,AndeJa21,fumbles_rec,0,,,,,
player,201109250car,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201109250car,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201109250car,car,AndeJa21,fumbles_forced,0,,,,,
player,201109250car,car,WillJa95,def_int,0,,,,,
player,201109250car,car,WillJa95,def_int_yds,0,,,,,
player,201109250car,car,WillJa95,def_int_td,0,,,,,
player,201109250car,car,WillJa95,def_int_long,0,,,,,
player,201109250car,car,WillJa95,pass_defended,0,,,,,
player,201109250car,car,WillJa95,sacks,0.0,,,,,
player,201109250car,car,WillJa95,tackles_combined,8,,,,,
player,201109250car,car,WillJa95,tackles_solo,7,,,,,
player,201109250car,car,WillJa95,tackles_assists,1,,,,,
player,201109250car,car,WillJa95,tackles_loss,0,,,,,
player,201109250car,car,WillJa95,qb_hits,0,,,,,
player,201109250car,car,WillJa95,fumbles_rec,0,,,,,
player,201109250car,car,WillJa95,fumbles_rec_yds,0,,,,,
player,201109250car,car,WillJa95,fumbles_rec_td,0,,,,,
player,201109250car,car,WillJa95,fumbles_forced,0,,,,,
player,201109250car,car,MunnCa99,def_int,0,,,,,
player,201109250car,car,MunnCa99,def_int_yds,0,,,,,
player,201109250car,car,MunnCa99,def_int_td,0,,,,,
player,201109250car,car,MunnCa99,def_int_long,0,,,,,
player,201109250car,car,MunnCa99,pass_defended,0,,,,,
player,201109250car,car,MunnCa99,sacks,0.0,,,,,
player,201109250car,car,MunnCa99,tackles_combined,7,,,,,
player,201109250car,car,MunnCa99,tackles_solo,3,,,,,
player,201109250car,car,MunnCa99,tackles_assists,4,,,,,
player,201109250car,car,MunnCa99,tackles_loss,0,,,,,
player,201109250car,car,MunnCa99,qb_hits,0,,,,,
player,201109250car,car,MunnCa99,fumbles_rec,0,,,,,
player,201109250car,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201109250car,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201109250car,car,MunnCa99,fumbles_forced,0,,,,,
player,201109250car,car,ConnDa99,def_int,0,,,,,
player,201109250car,car,ConnDa99,def_int_yds,0,,,,,
player,201109250car,car,ConnDa99,def_int_td,0,,,,,
player,201109250car,car,ConnDa99,def_int_long,0,,,,,
player,201109250car,car,ConnDa99,pass_defended,0,,,,,
player,201109250car,car,ConnDa99,sacks,0.0,,,,,
player,201109250car,car,ConnDa99,tackles_combined,6,,,,,
player,201109250car,car,ConnDa99,tackles_solo,4,,,,,
player,201109250car,car,ConnDa99,tackles_assists,2,,,,,
player,201109250car,car,ConnDa99,tackles_loss,1,,,,,
player,201109250car,car,ConnDa99,qb_hits,0,,,,,
player,201109250car,car,ConnDa99,fumbles_rec,0,,,,,
player,201109250car,car,ConnDa99,fumbles_rec_yds,0,,,,,
player,201109250car,car,ConnDa99,fumbles_rec_td,0,,,,,
player,201109250car,car,ConnDa99,fumbles_forced,0,,,,,
player,201109250car,car,ButlDa99,def_int,0,,,,,
player,201109250car,car,ButlDa99,def_int_yds,0,,,,,
player,201109250car,car,ButlDa99,def_int_td,0,,,,,
player,201109250car,car,ButlDa99,def_int_long,0,,,,,
player,201109250car,car,ButlDa99,pass_defended,1,,,,,
player,201109250car,car,ButlDa99,sacks,0.0,,,,,
player,201109250car,car,ButlDa99,tackles_combined,3,,,,,
player,201109250car,car,ButlDa99,tackles_solo,2,,,,,
player,201109250car,car,ButlDa99,tackles_assists,1,,,,,
player,201109250car,car,ButlDa99,tackles_loss,0,,,,,
player,201109250car,car,ButlDa99,qb_hits,0,,,,,
player,201109250car,car,ButlDa99,fumbles_rec,0,,,,,
player,201109250car,car,ButlDa99,fumbles_rec_yds,0,,,,,
player,201109250car,car,ButlDa99,fumbles_rec_td,0,,,,,
player,201109250car,car,ButlDa99,fumbles_forced,0,,,,,
player,201109250car,car,McClTe00,def_int,0,,,,,
player,201109250car,car,McClTe00,def_int_yds,0,,,,,
player,201109250car,car,McClTe00,def_int_td,0,,,,,
player,201109250car,car,McClTe00,def_int_long,0,,,,,
player,201109250car,car,McClTe00,pass_defended,0,,,,,
player,201109250car,car,McClTe00,sacks,0.0,,,,,
player,201109250car,car,McClTe00,tackles_combined,3,,,,,
player,201109250car,car,McClTe00,tackles_solo,1,,,,,
player,201109250car,car,McClTe00,tackles_assists,2,,,,,
player,201109250car,car,McClTe00,tackles_loss,0,,,,,
player,201109250car,car,McClTe00,qb_hits,0,,,,,
player,201109250car,car,McClTe00,fumbles_rec,0,,,,,
player,201109250car,car,McClTe00,fumbles_rec_yds,0,,,,,
player,201109250car,car,McClTe00,fumbles_rec_td,0,,,,,
player,201109250car,car,McClTe00,fumbles_forced,0,,,,,
player,201109250car,car,PughJo99,def_int,0,,,,,
player,201109250car,car,PughJo99,def_int_yds,0,,,,,
player,201109250car,car,PughJo99,def_int_td,0,,,,,
player,201109250car,car,PughJo99,def_int_long,0,,,,,
player,201109250car,car,PughJo99,pass_defended,0,,,,,
player,201109250car,car,PughJo99,sacks,0.0,,,,,
player,201109250car,car,PughJo99,tackles_combined,3,,,,,
player,201109250car,car,PughJo99,tackles_solo,3,,,,,
player,201109250car,car,PughJo99,tackles_assists,0,,,,,
player,201109250car,car,PughJo99,tackles_loss,1,,,,,
player,201109250car,car,PughJo99,qb_hits,0,,,,,
player,201109250car,car,PughJo99,fumbles_rec,0,,,,,
player,201109250car,car,PughJo99,fumbles_rec_yds,0,,,,,
player,201109250car,car,PughJo99,fumbles_rec_td,0,,,,,
player,201109250car,car,PughJo99,fumbles_forced,1,,,,,
player,201109250car,car,WillTh99,def_int,0,,,,,
player,201109250car,car,WillTh99,def_int_yds,0,,,,,
player,201109250car,car,WillTh99,def_int_td,0,,,,,
player,201109250car,car,WillTh99,def_int_long,0,,,,,
player,201109250car,car,WillTh99,pass_defended,1,,,,,
player,201109250car,car,WillTh99,sacks,0.0,,,,,
player,201109250car,car,WillTh99,tackles_combined,3,,,,,
player,201109250car,car,WillTh99,tackles_solo,3,,,,,
player,201109250car,car,WillTh99,tackles_assists,0,,,,,
player,201109250car,car,WillTh99,tackles_loss,0,,,,,
player,201109250car,car,WillTh99,qb_hits,0,,,,,
player,201109250car,car,WillTh99,fumbles_rec,0,,,,,
player,201109250car,car,WillTh99,fumbles_rec_yds,0,,,,,
player,201109250car,car,WillTh99,fumbles_rec_td,0,,,,,
player,201109250car,car,WillTh99,fumbles_forced,0,,,,,
player,201109250car,car,NorwEr99,def_int,0,,,,,
player,201109250car,car,NorwEr99,def_int_yds,0,,,,,
player,201109250car,car,NorwEr99,def_int_td,0,,,,,
player,201109250car,car,NorwEr99,def_int_long,0,,,,,
player,201109250car,car,NorwEr99,pass_defended,0,,,,,
player,201109250car,car,NorwEr99,sacks,0.0,,,,,
player,201109250car,car,NorwEr99,tackles_combined,2,,,,,
player,201109250car,car,NorwEr99,tackles_solo,1,,,,,
player,201109250car,car,NorwEr99,tackles_assists,1,,,,,
player,201109250car,car,NorwEr99,tackles_loss,0,,,,,
player,201109250car,car,NorwEr99,qb_hits,0,,,,,
player,201109250car,car,NorwEr99,fumbles_rec,0,,,,,
player,201109250car,car,NorwEr99,fumbles_rec_yds,0,,,,,
player,201109250car,car,NorwEr99,fumbles_rec_td,0,,,,,
player,201109250car,car,NorwEr99,fumbles_forced,0,,,,,
player,201109250car,car,BrocRi00,def_int,0,,,,,
player,201109250car,car,BrocRi00,def_int_yds,0,,,,,
player,201109250car,car,BrocRi00,def_int_td,0,,,,,
player,201109250car,car,BrocRi00,def_int_long,0,,,,,
player,201109250car,car,BrocRi00,pass_defended,0,,,,,
player,201109250car,car,BrocRi00,sacks,0.0,,,,,
player,201109250car,car,BrocRi00,tackles_combined,1,,,,,
player,201109250car,car,BrocRi00,tackles_solo,1,,,,,
player,201109250car,car,BrocRi00,tackles_assists,0,,,,,
player,201109250car,car,BrocRi00,tackles_loss,1,,,,,
player,201109250car,car,BrocRi00,qb_hits,0,,,,,
player,201109250car,car,BrocRi00,fumbles_rec,0,,,,,
player,201109250car,car,BrocRi00,fumbles_rec_yds,0,,,,,
player,201109250car,car,BrocRi00,fumbles_rec_td,0,,,,,
player,201109250car,car,BrocRi00,fumbles_forced,0,,,,,
player,201109250car,car,FielRo20,def_int,0,,,,,
player,201109250car,car,FielRo20,def_int_yds,0,,,,,
player,201109250car,car,FielRo20,def_int_td,0,,,,,
player,201109250car,car,FielRo20,def_int_long,0,,,,,
player,201109250car,car,FielRo20,pass_defended,0,,,,,
player,201109250car,car,FielRo20,sacks,0.0,,,,,
player,201109250car,car,FielRo20,tackles_combined,1,,,,,
player,201109250car,car,FielRo20,tackles_solo,1,,,,,
player,201109250car,car,FielRo20,tackles_assists,0,,,,,
player,201109250car,car,FielRo20,tackles_loss,0,,,,,
player,201109250car,car,FielRo20,qb_hits,0,,,,,
player,201109250car,car,FielRo20,fumbles_rec,0,,,,,
player,201109250car,car,FielRo20,fumbles_rec_yds,0,,,,,
player,201109250car,car,FielRo20,fumbles_rec_td,0,,,,,
player,201109250car,car,FielRo20,fumbles_forced,0,,,,,
player,201109250car,car,NeblAn00,def_int,0,,,,,
player,201109250car,car,NeblAn00,def_int_yds,0,,,,,
player,201109250car,car,NeblAn00,def_int_td,0,,,,,
player,201109250car,car,NeblAn00,def_int_long,0,,,,,
player,201109250car,car,NeblAn00,pass_defended,0,,,,,
player,201109250car,car,NeblAn00,sacks,0.0,,,,,
player,201109250car,car,NeblAn00,tackles_combined,1,,,,,
player,201109250car,car,NeblAn00,tackles_solo,0,,,,,
player,201109250car,car,NeblAn00,tackles_assists,1,,,,,
player,201109250car,car,NeblAn00,tackles_loss,0,,,,,
player,201109250car,car,NeblAn00,qb_hits,0,,,,,
player,201109250car,car,NeblAn00,fumbles_rec,0,,,,,
player,201109250car,car,NeblAn00,fumbles_rec_yds,0,,,,,
player,201109250car,car,NeblAn00,fumbles_rec_td,0,,,,,
player,201109250car,car,NeblAn00,fumbles_forced,0,,,,,
player,201109250car,car,SelvGe99,def_int,0,,,,,
player,201109250car,car,SelvGe99,def_int_yds,0,,,,,
player,201109250car,car,SelvGe99,def_int_td,0,,,,,
player,201109250car,car,SelvGe99,def_int_long,0,,,,,
player,201109250car,car,SelvGe99,pass_defended,0,,,,,
player,201109250car,car,SelvGe99,sacks,0.0,,,,,
player,201109250car,car,SelvGe99,tackles_combined,1,,,,,
player,201109250car,car,SelvGe99,tackles_solo,1,,,,,
player,201109250car,car,SelvGe99,tackles_assists,0,,,,,
player,201109250car,car,SelvGe99,tackles_loss,0,,,,,
player,201109250car,car,SelvGe99,qb_hits,0,,,,,
player,201109250car,car,SelvGe99,fumbles_rec,0,,,,,
player,201109250car,car,SelvGe99,fumbles_rec_yds,0,,,,,
player,201109250car,car,SelvGe99,fumbles_rec_td,0,,,,,
player,201109250car,car,SelvGe99,fumbles_forced,0,,,,,
player,201109250car,car,GambCh20,def_int,0,,,,,
player,201109250car,car,GambCh20,def_int_yds,0,,,,,
player,201109250car,car,GambCh20,def_int_td,0,,,,,
player,201109250car,car,GambCh20,def_int_long,0,,,,,
player,201109250car,car,GambCh20,pass_defended,1,,,,,
player,201109250car,car,GambCh20,sacks,0.0,,,,,
player,201109250car,car,GambCh20,tackles_combined,0,,,,,
player,201109250car,car,GambCh20,tackles_solo,0,,,,,
player,201109250car,car,GambCh20,tackles_assists,0,,,,,
player,201109250car,car,GambCh20,tackles_loss,0,,,,,
player,201109250car,car,GambCh20,qb_hits,0,,,,,
player,201109250car,car,GambCh20,fumbles_rec,0,,,,,
player,201109250car,car,GambCh20,fumbles_rec_yds,0,,,,,
player,201109250car,car,GambCh20,fumbles_rec_td,0,,,,,
player,201109250car,car,GambCh20,fumbles_forced,0,,,,,
player,201109250car,jax,ShorCe00,kick_ret,0,,,,,
player,201109250car,jax,ShorCe00,kick_ret_yds,0,,,,,
player,201109250car,jax,ShorCe00,kick_ret_yds_per_ret,,,,,,
player,201109250car,jax,ShorCe00,kick_ret_td,0,,,,,
player,201109250car,jax,ShorCe00,kick_ret_long,0,,,,,
player,201109250car,jax,ShorCe00,punt_ret,2,,,,,
player,201109250car,jax,ShorCe00,punt_ret_yds,-2,,,,,
player,201109250car,jax,ShorCe00,punt_ret_yds_per_ret,-1.0,,,,,
player,201109250car,jax,ShorCe00,punt_ret_td,0,,,,,
player,201109250car,jax,ShorCe00,punt_ret_long,0,,,,,
player,201109250car,jax,KariDe00,kick_ret,2,,,,,
player,201109250car,jax,KariDe00,kick_ret_yds,61,,,,,
player,201109250car,jax,KariDe00,kick_ret_yds_per_ret,30.5,,,,,
player,201109250car,jax,KariDe00,kick_ret_td,0,,,,,
player,201109250car,jax,KariDe00,kick_ret_long,37,,,,,
player,201109250car,jax,KariDe00,punt_ret,0,,,,,
player,201109250car,jax,KariDe00,punt_ret_yds,0,,,,,
