game,2011,8,20111030,201110300sfo,cle,"Cleveland Browns",10,sfo,"San Francisco 49ers",20
team,201110300sfo,cle,First Downs,18,,,,,,
team,201110300sfo,sfo,First Downs,19,,,,,,
team,201110300sfo,cle,Rush-Yds-TDs,23-66-0,,,,,,
team,201110300sfo,sfo,Rush-Yds-TDs,39-174-1,,,,,,
team,201110300sfo,cle,Cmp-Att-Yd-TD-INT,22-34-241-1-1,,,,,,
team,201110300sfo,sfo,Cmp-Att-Yd-TD-INT,15-24-177-1-0,,,,,,
team,201110300sfo,cle,Sacked-Yards,4-17,,,,,,
team,201110300sfo,sfo,Sacked-Yards,1-3,,,,,,
team,201110300sfo,cle,Net Pass Yards,224,,,,,,
team,201110300sfo,sfo,Net Pass Yards,174,,,,,,
team,201110300sfo,cle,Total Yards,290,,,,,,
team,201110300sfo,sfo,Total Yards,348,,,,,,
team,201110300sfo,cle,Fumbles-Lost,5-1,,,,,,
team,201110300sfo,sfo,Fumbles-Lost,1-0,,,,,,
team,201110300sfo,cle,Turnovers,2,,,,,,
team,201110300sfo,sfo,Turnovers,0,,,,,,
team,201110300sfo,cle,Penalties-Yards,5-39,,,,,,
team,201110300sfo,sfo,Penalties-Yards,5-40,,,,,,
team,201110300sfo,cle,Third Down Conv.,6-14,,,,,,
team,201110300sfo,sfo,Third Down Conv.,6-15,,,,,,
team,201110300sfo,cle,Fourth Down Conv.,2-2,,,,,,
team,201110300sfo,sfo,Fourth Down Conv.,0-1,,,,,,
team,201110300sfo,cle,Time of Possession,27:08,,,,,,
team,201110300sfo,sfo,Time of Possession,32:52,,,,,,
player,201110300sfo,cle,McCoCo00,pass_cmp,22,,,,,
player,201110300sfo,cle,McCoCo00,pass_att,34,,,,,
player,201110300sfo,cle,McCoCo00,pass_yds,241,,,,,
player,201110300sfo,cle,McCoCo00,pass_td,1,,,,,
player,201110300sfo,cle,McCoCo00,pass_int,1,,,,,
player,201110300sfo,cle,McCoCo00,pass_sacked,4,,,,,
player,201110300sfo,cle,McCoCo00,pass_sacked_yds,17,,,,,
player,201110300sfo,cle,McCoCo00,pass_long,45,,,,,
player,201110300sfo,cle,McCoCo00,pass_rating,83.1,,,,,
player,201110300sfo,cle,McCoCo00,rush_att,8,,,,,
player,201110300sfo,cle,McCoCo00,rush_yds,30,,,,,
player,201110300sfo,cle,McCoCo00,rush_td,0,,,,,
player,201110300sfo,cle,McCoCo00,rush_long,9,,,,,
player,201110300sfo,cle,McCoCo00,targets,0,,,,,
player,201110300sfo,cle,McCoCo00,rec,0,,,,,
player,201110300sfo,cle,McCoCo00,rec_yds,0,,,,,
player,201110300sfo,cle,McCoCo00,rec_td,0,,,,,
player,201110300sfo,cle,McCoCo00,rec_long,0,,,,,
player,201110300sfo,cle,McCoCo00,fumbles,4,,,,,
player,201110300sfo,cle,McCoCo00,fumbles_lost,1,,,,,
player,201110300sfo,cle,OgboCh00,pass_cmp,0,,,,,
player,201110300sfo,cle,OgboCh00,pass_att,0,,,,,
player,201110300sfo,cle,OgboCh00,pass_yds,0,,,,,
player,201110300sfo,cle,OgboCh00,pass_td,0,,,,,
player,201110300sfo,cle,OgboCh00,pass_int,0,,,,,
player,201110300sfo,cle,OgboCh00,pass_sacked,0,,,,,
player,201110300sfo,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201110300sfo,cle,OgboCh00,pass_long,0,,,,,
player,201110300sfo,cle,OgboCh00,pass_rating,,,,,,
player,201110300sfo,cle,OgboCh00,rush_att,11,,,,,
player,201110300sfo,cle,OgboCh00,rush_yds,37,,,,,
player,201110300sfo,cle,OgboCh00,rush_td,0,,,,,
player,201110300sfo,cle,OgboCh00,rush_long,7,,,,,
player,201110300sfo,cle,OgboCh00,targets,8,,,,,
player,201110300sfo,cle,OgboCh00,rec,5,,,,,
player,201110300sfo,cle,OgboCh00,rec_yds,24,,,,,
player,201110300sfo,cle,OgboCh00,rec_td,0,,,,,
player,201110300sfo,cle,OgboCh00,rec_long,8,,,,,
player,201110300sfo,cle,OgboCh00,fumbles,1,,,,,
player,201110300sfo,cle,OgboCh00,fumbles_lost,0,,,,,
player,201110300sfo,cle,HardMo00,pass_cmp,0,,,,,
player,201110300sfo,cle,HardMo00,pass_att,0,,,,,
player,201110300sfo,cle,HardMo00,pass_yds,0,,,,,
player,201110300sfo,cle,HardMo00,pass_td,0,,,,,
player,201110300sfo,cle,HardMo00,pass_int,0,,,,,
player,201110300sfo,cle,HardMo00,pass_sacked,0,,,,,
player,201110300sfo,cle,HardMo00,pass_sacked_yds,0,,,,,
player,201110300sfo,cle,HardMo00,pass_long,0,,,,,
player,201110300sfo,cle,HardMo00,pass_rating,,,,,,
player,201110300sfo,cle,HardMo00,rush_att,2,,,,,
player,201110300sfo,cle,HardMo00,rush_yds,6,,,,,
player,201110300sfo,cle,HardMo00,rush_td,0,,,,,
player,201110300sfo,cle,HardMo00,rush_long,5,,,,,
player,201110300sfo,cle,HardMo00,targets,0,,,,,
player,201110300sfo,cle,HardMo00,rec,0,,,,,
player,201110300sfo,cle,HardMo00,rec_yds,0,,,,,
player,201110300sfo,cle,HardMo00,rec_td,0,,,,,
player,201110300sfo,cle,HardMo00,rec_long,0,,,,,
player,201110300sfo,cle,HardMo00,fumbles,0,,,,,
player,201110300sfo,cle,HardMo00,fumbles_lost,,,,,,
player,201110300sfo,cle,MareOw00,pass_cmp,0,,,,,
player,201110300sfo,cle,MareOw00,pass_att,0,,,,,
player,201110300sfo,cle,MareOw00,pass_yds,0,,,,,
player,201110300sfo,cle,MareOw00,pass_td,0,,,,,
player,201110300sfo,cle,MareOw00,pass_int,0,,,,,
player,201110300sfo,cle,MareOw00,pass_sacked,0,,,,,
player,201110300sfo,cle,MareOw00,pass_sacked_yds,0,,,,,
player,201110300sfo,cle,MareOw00,pass_long,0,,,,,
player,201110300sfo,cle,MareOw00,pass_rating,,,,,,
player,201110300sfo,cle,MareOw00,rush_att,1,,,,,
player,201110300sfo,cle,MareOw00,rush_yds,1,,,,,
player,201110300sfo,cle,MareOw00,rush_td,0,,,,,
player,201110300sfo,cle,MareOw00,rush_long,1,,,,,
player,201110300sfo,cle,MareOw00,targets,0,,,,,
player,201110300sfo,cle,MareOw00,rec,0,,,,,
player,201110300sfo,cle,MareOw00,rec_yds,0,,,,,
player,201110300sfo,cle,MareOw00,rec_td,0,,,,,
player,201110300sfo,cle,MareOw00,rec_long,0,,,,,
player,201110300sfo,cle,MareOw00,fumbles,0,,,,,
player,201110300sfo,cle,MareOw00,fumbles_lost,,,,,,
player,201110300sfo,cle,WatsBe00,pass_cmp,0,,,,,
player,201110300sfo,cle,WatsBe00,pass_att,0,,,,,
player,201110300sfo,cle,WatsBe00,pass_yds,0,,,,,
player,201110300sfo,cle,WatsBe00,pass_td,0,,,,,
player,201110300sfo,cle,WatsBe00,pass_int,0,,,,,
player,201110300sfo,cle,WatsBe00,pass_sacked,0,,,,,
player,201110300sfo,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201110300sfo,cle,WatsBe00,pass_long,0,,,,,
player,201110300sfo,cle,WatsBe00,pass_rating,,,,,,
player,201110300sfo,cle,WatsBe00,rush_att,0,,,,,
player,201110300sfo,cle,WatsBe00,rush_yds,0,,,,,
player,201110300sfo,cle,WatsBe00,rush_td,0,,,,,
player,201110300sfo,cle,WatsBe00,rush_long,0,,,,,
player,201110300sfo,cle,WatsBe00,targets,3,,,,,
player,201110300sfo,cle,WatsBe00,rec,3,,,,,
player,201110300sfo,cle,WatsBe00,rec_yds,64,,,,,
player,201110300sfo,cle,WatsBe00,rec_td,0,,,,,
player,201110300sfo,cle,WatsBe00,rec_long,29,,,,,
player,201110300sfo,cle,WatsBe00,fumbles,0,,,,,
player,201110300sfo,cle,WatsBe00,fumbles_lost,,,,,,
player,201110300sfo,cle,CribJo01,pass_cmp,0,,,,,
player,201110300sfo,cle,CribJo01,pass_att,0,,,,,
player,201110300sfo,cle,CribJo01,pass_yds,0,,,,,
player,201110300sfo,cle,CribJo01,pass_td,0,,,,,
player,201110300sfo,cle,CribJo01,pass_int,0,,,,,
player,201110300sfo,cle,CribJo01,pass_sacked,0,,,,,
player,201110300sfo,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201110300sfo,cle,CribJo01,pass_long,0,,,,,
player,201110300sfo,cle,CribJo01,pass_rating,,,,,,
