game,2011,13,20111204,201112040chi,kan,"Kansas City Chiefs",10,chi,"Chicago Bears",3
player,201112040chi,chi,SanzDa00,rec,0,,,,,
player,201112040chi,chi,SanzDa00,rec_yds,0,,,,,
player,201112040chi,chi,SanzDa00,rec_td,0,,,,,
player,201112040chi,chi,SanzDa00,rec_long,0,,,,,
player,201112040chi,chi,SanzDa00,fumbles,0,,,,,
player,201112040chi,chi,SanzDa00,fumbles_lost,,,,,,
player,201112040chi,chi,WillRo04,pass_cmp,0,,,,,
player,201112040chi,chi,WillRo04,pass_att,0,,,,,
player,201112040chi,chi,WillRo04,pass_yds,0,,,,,
player,201112040chi,chi,WillRo04,pass_td,0,,,,,
player,201112040chi,chi,WillRo04,pass_int,0,,,,,
player,201112040chi,chi,WillRo04,pass_sacked,0,,,,,
player,201112040chi,chi,WillRo04,pass_sacked_yds,0,,,,,
player,201112040chi,chi,WillRo04,pass_long,0,,,,,
player,201112040chi,chi,WillRo04,pass_rating,,,,,,
player,201112040chi,chi,WillRo04,rush_att,0,,,,,
player,201112040chi,chi,WillRo04,rush_yds,0,,,,,
player,201112040chi,chi,WillRo04,rush_td,0,,,,,
player,201112040chi,chi,WillRo04,rush_long,0,,,,,
player,201112040chi,chi,WillRo04,targets,1,,,,,
player,201112040chi,chi,WillRo04,rec,0,,,,,
player,201112040chi,chi,WillRo04,rec_yds,0,,,,,
player,201112040chi,chi,WillRo04,rec_td,0,,,,,
player,201112040chi,chi,WillRo04,rec_long,0,,,,,
player,201112040chi,chi,WillRo04,fumbles,0,,,,,
player,201112040chi,chi,WillRo04,fumbles_lost,,,,,,
player,201112040chi,kan,McGrJo21,def_int,1,,,,,
player,201112040chi,kan,McGrJo21,def_int_yds,0,,,,,
player,201112040chi,kan,McGrJo21,def_int_td,0,,,,,
player,201112040chi,kan,McGrJo21,def_int_long,0,,,,,
player,201112040chi,kan,McGrJo21,pass_defended,1,,,,,
player,201112040chi,kan,McGrJo21,sacks,1.0,,,,,
player,201112040chi,kan,McGrJo21,tackles_combined,3,,,,,
player,201112040chi,kan,McGrJo21,tackles_solo,2,,,,,
player,201112040chi,kan,McGrJo21,tackles_assists,1,,,,,
player,201112040chi,kan,McGrJo21,tackles_loss,1,,,,,
player,201112040chi,kan,McGrJo21,qb_hits,1,,,,,
player,201112040chi,kan,McGrJo21,fumbles_rec,0,,,,,
player,201112040chi,kan,McGrJo21,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,McGrJo21,fumbles_rec_td,0,,,,,
player,201112040chi,kan,McGrJo21,fumbles_forced,0,,,,,
player,201112040chi,kan,CarrBr99,def_int,1,,,,,
player,201112040chi,kan,CarrBr99,def_int_yds,0,,,,,
player,201112040chi,kan,CarrBr99,def_int_td,0,,,,,
player,201112040chi,kan,CarrBr99,def_int_long,0,,,,,
player,201112040chi,kan,CarrBr99,pass_defended,1,,,,,
player,201112040chi,kan,CarrBr99,sacks,0.0,,,,,
player,201112040chi,kan,CarrBr99,tackles_combined,1,,,,,
player,201112040chi,kan,CarrBr99,tackles_solo,1,,,,,
player,201112040chi,kan,CarrBr99,tackles_assists,0,,,,,
player,201112040chi,kan,CarrBr99,tackles_loss,0,,,,,
player,201112040chi,kan,CarrBr99,qb_hits,0,,,,,
player,201112040chi,kan,CarrBr99,fumbles_rec,0,,,,,
player,201112040chi,kan,CarrBr99,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,CarrBr99,fumbles_rec_td,0,,,,,
player,201112040chi,kan,CarrBr99,fumbles_forced,0,,,,,
player,201112040chi,kan,ArenJa99,def_int,1,,,,,
player,201112040chi,kan,ArenJa99,def_int_yds,0,,,,,
player,201112040chi,kan,ArenJa99,def_int_td,0,,,,,
player,201112040chi,kan,ArenJa99,def_int_long,0,,,,,
player,201112040chi,kan,ArenJa99,pass_defended,1,,,,,
player,201112040chi,kan,ArenJa99,sacks,0.0,,,,,
player,201112040chi,kan,ArenJa99,tackles_combined,0,,,,,
player,201112040chi,kan,ArenJa99,tackles_solo,0,,,,,
player,201112040chi,kan,ArenJa99,tackles_assists,0,,,,,
player,201112040chi,kan,ArenJa99,tackles_loss,0,,,,,
player,201112040chi,kan,ArenJa99,qb_hits,0,,,,,
player,201112040chi,kan,ArenJa99,fumbles_rec,0,,,,,
player,201112040chi,kan,ArenJa99,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,ArenJa99,fumbles_rec_td,0,,,,,
player,201112040chi,kan,ArenJa99,fumbles_forced,0,,,,,
player,201112040chi,kan,HousJu00,def_int,0,,,,,
player,201112040chi,kan,HousJu00,def_int_yds,0,,,,,
player,201112040chi,kan,HousJu00,def_int_td,0,,,,,
player,201112040chi,kan,HousJu00,def_int_long,0,,,,,
player,201112040chi,kan,HousJu00,pass_defended,1,,,,,
player,201112040chi,kan,HousJu00,sacks,3.0,,,,,
player,201112040chi,kan,HousJu00,tackles_combined,7,,,,,
player,201112040chi,kan,HousJu00,tackles_solo,7,,,,,
player,201112040chi,kan,HousJu00,tackles_assists,0,,,,,
player,201112040chi,kan,HousJu00,tackles_loss,3,,,,,
player,201112040chi,kan,HousJu00,qb_hits,2,,,,,
player,201112040chi,kan,HousJu00,fumbles_rec,0,,,,,
player,201112040chi,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201112040chi,kan,HousJu00,fumbles_forced,1,,,,,
player,201112040chi,kan,JohnDe25,def_int,0,,,,,
player,201112040chi,kan,JohnDe25,def_int_yds,0,,,,,
player,201112040chi,kan,JohnDe25,def_int_td,0,,,,,
player,201112040chi,kan,JohnDe25,def_int_long,0,,,,,
player,201112040chi,kan,JohnDe25,pass_defended,0,,,,,
player,201112040chi,kan,JohnDe25,sacks,1.0,,,,,
player,201112040chi,kan,JohnDe25,tackles_combined,8,,,,,
player,201112040chi,kan,JohnDe25,tackles_solo,7,,,,,
player,201112040chi,kan,JohnDe25,tackles_assists,1,,,,,
player,201112040chi,kan,JohnDe25,tackles_loss,2,,,,,
player,201112040chi,kan,JohnDe25,qb_hits,2,,,,,
player,201112040chi,kan,JohnDe25,fumbles_rec,0,,,,,
player,201112040chi,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201112040chi,kan,JohnDe25,fumbles_forced,0,,,,,
player,201112040chi,kan,JackTy98,def_int,0,,,,,
player,201112040chi,kan,JackTy98,def_int_yds,0,,,,,
player,201112040chi,kan,JackTy98,def_int_td,0,,,,,
player,201112040chi,kan,JackTy98,def_int_long,0,,,,,
player,201112040chi,kan,JackTy98,pass_defended,0,,,,,
player,201112040chi,kan,JackTy98,sacks,1.0,,,,,
player,201112040chi,kan,JackTy98,tackles_combined,4,,,,,
player,201112040chi,kan,JackTy98,tackles_solo,4,,,,,
player,201112040chi,kan,JackTy98,tackles_assists,0,,,,,
player,201112040chi,kan,JackTy98,tackles_loss,2,,,,,
player,201112040chi,kan,JackTy98,qb_hits,1,,,,,
player,201112040chi,kan,JackTy98,fumbles_rec,0,,,,,
player,201112040chi,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201112040chi,kan,JackTy98,fumbles_forced,0,,,,,
player,201112040chi,kan,HaliTa20,def_int,0,,,,,
player,201112040chi,kan,HaliTa20,def_int_yds,0,,,,,
player,201112040chi,kan,HaliTa20,def_int_td,0,,,,,
player,201112040chi,kan,HaliTa20,def_int_long,0,,,,,
player,201112040chi,kan,HaliTa20,pass_defended,0,,,,,
player,201112040chi,kan,HaliTa20,sacks,1.0,,,,,
player,201112040chi,kan,HaliTa20,tackles_combined,1,,,,,
player,201112040chi,kan,HaliTa20,tackles_solo,1,,,,,
player,201112040chi,kan,HaliTa20,tackles_assists,0,,,,,
player,201112040chi,kan,HaliTa20,tackles_loss,1,,,,,
player,201112040chi,kan,HaliTa20,qb_hits,1,,,,,
player,201112040chi,kan,HaliTa20,fumbles_rec,0,,,,,
player,201112040chi,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201112040chi,kan,HaliTa20,fumbles_forced,0,,,,,
player,201112040chi,kan,BelcJo00,def_int,0,,,,,
player,201112040chi,kan,BelcJo00,def_int_yds,0,,,,,
player,201112040chi,kan,BelcJo00,def_int_td,0,,,,,
player,201112040chi,kan,BelcJo00,def_int_long,0,,,,,
player,201112040chi,kan,BelcJo00,pass_defended,0,,,,,
player,201112040chi,kan,BelcJo00,sacks,0.0,,,,,
player,201112040chi,kan,BelcJo00,tackles_combined,7,,,,,
player,201112040chi,kan,BelcJo00,tackles_solo,5,,,,,
player,201112040chi,kan,BelcJo00,tackles_assists,2,,,,,
player,201112040chi,kan,BelcJo00,tackles_loss,1,,,,,
player,201112040chi,kan,BelcJo00,qb_hits,0,,,,,
player,201112040chi,kan,BelcJo00,fumbles_rec,0,,,,,
player,201112040chi,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201112040chi,kan,BelcJo00,fumbles_forced,0,,,,,
player,201112040chi,kan,LewiKe00,def_int,0,,,,,
player,201112040chi,kan,LewiKe00,def_int_yds,0,,,,,
player,201112040chi,kan,LewiKe00,def_int_td,0,,,,,
player,201112040chi,kan,LewiKe00,def_int_long,0,,,,,
player,201112040chi,kan,LewiKe00,pass_defended,1,,,,,
player,201112040chi,kan,LewiKe00,sacks,0.0,,,,,
player,201112040chi,kan,LewiKe00,tackles_combined,5,,,,,
player,201112040chi,kan,LewiKe00,tackles_solo,3,,,,,
player,201112040chi,kan,LewiKe00,tackles_assists,2,,,,,
player,201112040chi,kan,LewiKe00,tackles_loss,0,,,,,
player,201112040chi,kan,LewiKe00,qb_hits,0,,,,,
player,201112040chi,kan,LewiKe00,fumbles_rec,0,,,,,
player,201112040chi,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201112040chi,kan,LewiKe00,fumbles_forced,0,,,,,
player,201112040chi,kan,DorsGl99,def_int,0,,,,,
player,201112040chi,kan,DorsGl99,def_int_yds,0,,,,,
player,201112040chi,kan,DorsGl99,def_int_td,0,,,,,
player,201112040chi,kan,DorsGl99,def_int_long,0,,,,,
player,201112040chi,kan,DorsGl99,pass_defended,0,,,,,
player,201112040chi,kan,DorsGl99,sacks,0.0,,,,,
player,201112040chi,kan,DorsGl99,tackles_combined,3,,,,,
player,201112040chi,kan,DorsGl99,tackles_solo,3,,,,,
player,201112040chi,kan,DorsGl99,tackles_assists,0,,,,,
player,201112040chi,kan,DorsGl99,tackles_loss,0,,,,,
player,201112040chi,kan,DorsGl99,qb_hits,0,,,,,
player,201112040chi,kan,DorsGl99,fumbles_rec,0,,,,,
player,201112040chi,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201112040chi,kan,DorsGl99,fumbles_forced,0,,,,,
player,201112040chi,kan,FlowBr99,def_int,0,,,,,
player,201112040chi,kan,FlowBr99,def_int_yds,0,,,,,
player,201112040chi,kan,FlowBr99,def_int_td,0,,,,,
player,201112040chi,kan,FlowBr99,def_int_long,0,,,,,
player,201112040chi,kan,FlowBr99,pass_defended,0,,,,,
player,201112040chi,kan,FlowBr99,sacks,0.0,,,,,
player,201112040chi,kan,FlowBr99,tackles_combined,3,,,,,
player,201112040chi,kan,FlowBr99,tackles_solo,3,,,,,
player,201112040chi,kan,FlowBr99,tackles_assists,0,,,,,
player,201112040chi,kan,FlowBr99,tackles_loss,0,,,,,
player,201112040chi,kan,FlowBr99,qb_hits,0,,,,,
player,201112040chi,kan,FlowBr99,fumbles_rec,0,,,,,
player,201112040chi,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201112040chi,kan,FlowBr99,fumbles_forced,0,,,,,
player,201112040chi,kan,GregKe20,def_int,0,,,,,
player,201112040chi,kan,GregKe20,def_int_yds,0,,,,,
player,201112040chi,kan,GregKe20,def_int_td,0,,,,,
player,201112040chi,kan,GregKe20,def_int_long,0,,,,,
player,201112040chi,kan,GregKe20,pass_defended,0,,,,,
player,201112040chi,kan,GregKe20,sacks,0.0,,,,,
player,201112040chi,kan,GregKe20,tackles_combined,3,,,,,
player,201112040chi,kan,GregKe20,tackles_solo,3,,,,,
player,201112040chi,kan,GregKe20,tackles_assists,0,,,,,
player,201112040chi,kan,GregKe20,tackles_loss,0,,,,,
player,201112040chi,kan,GregKe20,qb_hits,0,,,,,
player,201112040chi,kan,GregKe20,fumbles_rec,0,,,,,
player,201112040chi,kan,GregKe20,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,GregKe20,fumbles_rec_td,0,,,,,
player,201112040chi,kan,GregKe20,fumbles_forced,0,,,,,
player,201112040chi,kan,BattJa00,def_int,0,,,,,
player,201112040chi,kan,BattJa00,def_int_yds,0,,,,,
player,201112040chi,kan,BattJa00,def_int_td,0,,,,,
player,201112040chi,kan,BattJa00,def_int_long,0,,,,,
player,201112040chi,kan,BattJa00,pass_defended,0,,,,,
player,201112040chi,kan,BattJa00,sacks,0.0,,,,,
player,201112040chi,kan,BattJa00,tackles_combined,1,,,,,
player,201112040chi,kan,BattJa00,tackles_solo,0,,,,,
player,201112040chi,kan,BattJa00,tackles_assists,1,,,,,
player,201112040chi,kan,BattJa00,tackles_loss,0,,,,,
player,201112040chi,kan,BattJa00,qb_hits,0,,,,,
player,201112040chi,kan,BattJa00,fumbles_rec,0,,,,,
player,201112040chi,kan,BattJa00,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,BattJa00,fumbles_rec_td,0,,,,,
player,201112040chi,kan,BattJa00,fumbles_forced,0,,,,,
player,201112040chi,kan,ColqDu20,def_int,0,,,,,
player,201112040chi,kan,ColqDu20,def_int_yds,0,,,,,
player,201112040chi,kan,ColqDu20,def_int_td,0,,,,,
player,201112040chi,kan,ColqDu20,def_int_long,0,,,,,
player,201112040chi,kan,ColqDu20,pass_defended,0,,,,,
player,201112040chi,kan,ColqDu20,sacks,0.0,,,,,
player,201112040chi,kan,ColqDu20,tackles_combined,1,,,,,
player,201112040chi,kan,ColqDu20,tackles_solo,0,,,,,
player,201112040chi,kan,ColqDu20,tackles_assists,1,,,,,
player,201112040chi,kan,ColqDu20,tackles_loss,0,,,,,
player,201112040chi,kan,ColqDu20,qb_hits,0,,,,,
player,201112040chi,kan,ColqDu20,fumbles_rec,0,,,,,
player,201112040chi,kan,ColqDu20,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,ColqDu20,fumbles_rec_td,0,,,,,
player,201112040chi,kan,ColqDu20,fumbles_forced,0,,,,,
player,201112040chi,kan,DaniTr20,def_int,0,,,,,
player,201112040chi,kan,DaniTr20,def_int_yds,0,,,,,
player,201112040chi,kan,DaniTr20,def_int_td,0,,,,,
player,201112040chi,kan,DaniTr20,def_int_long,0,,,,,
player,201112040chi,kan,DaniTr20,pass_defended,1,,,,,
player,201112040chi,kan,DaniTr20,sacks,0.0,,,,,
player,201112040chi,kan,DaniTr20,tackles_combined,1,,,,,
player,201112040chi,kan,DaniTr20,tackles_solo,1,,,,,
player,201112040chi,kan,DaniTr20,tackles_assists,0,,,,,
player,201112040chi,kan,DaniTr20,tackles_loss,0,,,,,
player,201112040chi,kan,DaniTr20,qb_hits,0,,,,,
player,201112040chi,kan,DaniTr20,fumbles_rec,0,,,,,
player,201112040chi,kan,DaniTr20,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,DaniTr20,fumbles_rec_td,0,,,,,
player,201112040chi,kan,DaniTr20,fumbles_forced,0,,,,,
player,201112040chi,kan,GaffTh20,def_int,0,,,,,
player,201112040chi,kan,GaffTh20,def_int_yds,0,,,,,
player,201112040chi,kan,GaffTh20,def_int_td,0,,,,,
player,201112040chi,kan,GaffTh20,def_int_long,0,,,,,
player,201112040chi,kan,GaffTh20,pass_defended,0,,,,,
player,201112040chi,kan,GaffTh20,sacks,0.0,,,,,
player,201112040chi,kan,GaffTh20,tackles_combined,1,,,,,
player,201112040chi,kan,GaffTh20,tackles_solo,1,,,,,
player,201112040chi,kan,GaffTh20,tackles_assists,0,,,,,
player,201112040chi,kan,GaffTh20,tackles_loss,0,,,,,
player,201112040chi,kan,GaffTh20,qb_hits,0,,,,,
player,201112040chi,kan,GaffTh20,fumbles_rec,0,,,,,
player,201112040chi,kan,GaffTh20,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,GaffTh20,fumbles_rec_td,0,,,,,
player,201112040chi,kan,GaffTh20,fumbles_forced,0,,,,,
player,201112040chi,kan,GreeCo01,def_int,0,,,,,
player,201112040chi,kan,GreeCo01,def_int_yds,0,,,,,
player,201112040chi,kan,GreeCo01,def_int_td,0,,,,,
player,201112040chi,kan,GreeCo01,def_int_long,0,,,,,
player,201112040chi,kan,GreeCo01,pass_defended,0,,,,,
player,201112040chi,kan,GreeCo01,sacks,0.0,,,,,
player,201112040chi,kan,GreeCo01,tackles_combined,1,,,,,
player,201112040chi,kan,GreeCo01,tackles_solo,1,,,,,
player,201112040chi,kan,GreeCo01,tackles_assists,0,,,,,
player,201112040chi,kan,GreeCo01,tackles_loss,0,,,,,
player,201112040chi,kan,GreeCo01,qb_hits,0,,,,,
player,201112040chi,kan,GreeCo01,fumbles_rec,0,,,,,
player,201112040chi,kan,GreeCo01,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,GreeCo01,fumbles_rec_td,0,,,,,
player,201112040chi,kan,GreeCo01,fumbles_forced,0,,,,,
player,201112040chi,kan,LangRe99,def_int,0,,,,,
player,201112040chi,kan,LangRe99,def_int_yds,0,,,,,
player,201112040chi,kan,LangRe99,def_int_td,0,,,,,
player,201112040chi,kan,LangRe99,def_int_long,0,,,,,
player,201112040chi,kan,LangRe99,pass_defended,0,,,,,
player,201112040chi,kan,LangRe99,sacks,0.0,,,,,
player,201112040chi,kan,LangRe99,tackles_combined,1,,,,,
player,201112040chi,kan,LangRe99,tackles_solo,1,,,,,
player,201112040chi,kan,LangRe99,tackles_assists,0,,,,,
player,201112040chi,kan,LangRe99,tackles_loss,0,,,,,
player,201112040chi,kan,LangRe99,qb_hits,0,,,,,
player,201112040chi,kan,LangRe99,fumbles_rec,0,,,,,
player,201112040chi,kan,LangRe99,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,LangRe99,fumbles_rec_td,0,,,,,
player,201112040chi,kan,LangRe99,fumbles_forced,0,,,,,
player,201112040chi,kan,SuccRy44,def_int,0,,,,,
player,201112040chi,kan,SuccRy44,def_int_yds,0,,,,,
player,201112040chi,kan,SuccRy44,def_int_td,0,,,,,
player,201112040chi,kan,SuccRy44,def_int_long,0,,,,,
player,201112040chi,kan,SuccRy44,pass_defended,0,,,,,
player,201112040chi,kan,SuccRy44,sacks,0.0,,,,,
player,201112040chi,kan,SuccRy44,tackles_combined,1,,,,,
player,201112040chi,kan,SuccRy44,tackles_solo,1,,,,,
player,201112040chi,kan,SuccRy44,tackles_assists,0,,,,,
player,201112040chi,kan,SuccRy44,tackles_loss,0,,,,,
player,201112040chi,kan,SuccRy44,qb_hits,0,,,,,
player,201112040chi,kan,SuccRy44,fumbles_rec,0,,,,,
player,201112040chi,kan,SuccRy44,fumbles_rec_yds,0,,,,,
player,201112040chi,kan,SuccRy44,fumbles_rec_td,0,,,,,
player,201112040chi,kan,SuccRy44,fumbles_forced,0,,,,,
player,201112040chi,chi,IdonIs20,def_int,0,,,,,
player,201112040chi,chi,IdonIs20,def_int_yds,0,,,,,
player,201112040chi,chi,IdonIs20,def_int_td,0,,,,,
player,201112040chi,chi,IdonIs20,def_int_long,0,,,,,
player,201112040chi,chi,IdonIs20,pass_defended,0,,,,,
player,201112040chi,chi,IdonIs20,sacks,1.0,,,,,
player,201112040chi,chi,IdonIs20,tackles_combined,6,,,,,
player,201112040chi,chi,IdonIs20,tackles_solo,5,,,,,
player,201112040chi,chi,IdonIs20,tackles_assists,1,,,,,
player,201112040chi,chi,IdonIs20,tackles_loss,3,,,,,
player,201112040chi,chi,IdonIs20,qb_hits,2,,,,,
player,201112040chi,chi,IdonIs20,fumbles_rec,0,,,,,
player,201112040chi,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201112040chi,chi,IdonIs20,fumbles_forced,0,,,,,
player,201112040chi,chi,MeltHe99,def_int,0,,,,,
player,201112040chi,chi,MeltHe99,def_int_yds,0,,,,,
player,201112040chi,chi,MeltHe99,def_int_td,0,,,,,
player,201112040chi,chi,MeltHe99,def_int_long,0,,,,,
player,201112040chi,chi,MeltHe99,pass_defended,0,,,,,
player,201112040chi,chi,MeltHe99,sacks,1.0,,,,,
player,201112040chi,chi,MeltHe99,tackles_combined,2,,,,,
player,201112040chi,chi,MeltHe99,tackles_solo,2,,,,,
player,201112040chi,chi,MeltHe99,tackles_assists,0,,,,,
player,201112040chi,chi,MeltHe99,tackles_loss,1,,,,,
player,201112040chi,chi,MeltHe99,qb_hits,1,,,,,
player,201112040chi,chi,MeltHe99,fumbles_rec,0,,,,,
player,201112040chi,chi,MeltHe99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,MeltHe99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,MeltHe99,fumbles_forced,0,,,,,
player,201112040chi,chi,StelCr99,def_int,0,,,,,
player,201112040chi,chi,StelCr99,def_int_yds,0,,,,,
player,201112040chi,chi,StelCr99,def_int_td,0,,,,,
player,201112040chi,chi,StelCr99,def_int_long,0,,,,,
player,201112040chi,chi,StelCr99,pass_defended,0,,,,,
player,201112040chi,chi,StelCr99,sacks,0.0,,,,,
player,201112040chi,chi,StelCr99,tackles_combined,10,,,,,
player,201112040chi,chi,StelCr99,tackles_solo,9,,,,,
player,201112040chi,chi,StelCr99,tackles_assists,1,,,,,
player,201112040chi,chi,StelCr99,tackles_loss,0,,,,,
player,201112040chi,chi,StelCr99,qb_hits,0,,,,,
player,201112040chi,chi,StelCr99,fumbles_rec,0,,,,,
player,201112040chi,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,StelCr99,fumbles_forced,1,,,,,
player,201112040chi,chi,TillCh20,def_int,0,,,,,
player,201112040chi,chi,TillCh20,def_int_yds,0,,,,,
player,201112040chi,chi,TillCh20,def_int_td,0,,,,,
player,201112040chi,chi,TillCh20,def_int_long,0,,,,,
player,201112040chi,chi,TillCh20,pass_defended,1,,,,,
player,201112040chi,chi,TillCh20,sacks,0.0,,,,,
player,201112040chi,chi,TillCh20,tackles_combined,9,,,,,
player,201112040chi,chi,TillCh20,tackles_solo,8,,,,,
player,201112040chi,chi,TillCh20,tackles_assists,1,,,,,
player,201112040chi,chi,TillCh20,tackles_loss,0,,,,,
player,201112040chi,chi,TillCh20,qb_hits,0,,,,,
player,201112040chi,chi,TillCh20,fumbles_rec,0,,,,,
player,201112040chi,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201112040chi,chi,TillCh20,fumbles_forced,0,,,,,
player,201112040chi,chi,WrigMa99,def_int,0,,,,,
player,201112040chi,chi,WrigMa99,def_int_yds,0,,,,,
player,201112040chi,chi,WrigMa99,def_int_td,0,,,,,
player,201112040chi,chi,WrigMa99,def_int_long,0,,,,,
player,201112040chi,chi,WrigMa99,pass_defended,0,,,,,
player,201112040chi,chi,WrigMa99,sacks,0.0,,,,,
player,201112040chi,chi,WrigMa99,tackles_combined,5,,,,,
player,201112040chi,chi,WrigMa99,tackles_solo,4,,,,,
player,201112040chi,chi,WrigMa99,tackles_assists,1,,,,,
player,201112040chi,chi,WrigMa99,tackles_loss,0,,,,,
player,201112040chi,chi,WrigMa99,qb_hits,1,,,,,
player,201112040chi,chi,WrigMa99,fumbles_rec,0,,,,,
player,201112040chi,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,WrigMa99,fumbles_forced,0,,,,,
player,201112040chi,chi,BrigLa99,def_int,0,,,,,
player,201112040chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201112040chi,chi,BrigLa99,def_int_td,0,,,,,
player,201112040chi,chi,BrigLa99,def_int_long,0,,,,,
player,201112040chi,chi,BrigLa99,pass_defended,1,,,,,
player,201112040chi,chi,BrigLa99,sacks,0.0,,,,,
player,201112040chi,chi,BrigLa99,tackles_combined,4,,,,,
player,201112040chi,chi,BrigLa99,tackles_solo,4,,,,,
player,201112040chi,chi,BrigLa99,tackles_assists,0,,,,,
player,201112040chi,chi,BrigLa99,tackles_loss,0,,,,,
player,201112040chi,chi,BrigLa99,qb_hits,0,,,,,
player,201112040chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201112040chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201112040chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201112040chi,chi,JennTi20,def_int,0,,,,,
player,201112040chi,chi,JennTi20,def_int_yds,0,,,,,
player,201112040chi,chi,JennTi20,def_int_td,0,,,,,
player,201112040chi,chi,JennTi20,def_int_long,0,,,,,
player,201112040chi,chi,JennTi20,pass_defended,0,,,,,
player,201112040chi,chi,JennTi20,sacks,0.0,,,,,
player,201112040chi,chi,JennTi20,tackles_combined,4,,,,,
player,201112040chi,chi,JennTi20,tackles_solo,4,,,,,
player,201112040chi,chi,JennTi20,tackles_assists,0,,,,,
player,201112040chi,chi,JennTi20,tackles_loss,1,,,,,
player,201112040chi,chi,JennTi20,qb_hits,0,,,,,
player,201112040chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201112040chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201112040chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201112040chi,chi,PaeaSt00,def_int,0,,,,,
player,201112040chi,chi,PaeaSt00,def_int_yds,0,,,,,
player,201112040chi,chi,PaeaSt00,def_int_td,0,,,,,
player,201112040chi,chi,PaeaSt00,def_int_long,0,,,,,
player,201112040chi,chi,PaeaSt00,pass_defended,0,,,,,
player,201112040chi,chi,PaeaSt00,sacks,0.0,,,,,
player,201112040chi,chi,PaeaSt00,tackles_combined,4,,,,,
player,201112040chi,chi,PaeaSt00,tackles_solo,2,,,,,
player,201112040chi,chi,PaeaSt00,tackles_assists,2,,,,,
player,201112040chi,chi,PaeaSt00,tackles_loss,0,,,,,
player,201112040chi,chi,PaeaSt00,qb_hits,0,,,,,
player,201112040chi,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201112040chi,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201112040chi,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201112040chi,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201112040chi,chi,PeppJu99,def_int,0,,,,,
player,201112040chi,chi,PeppJu99,def_int_yds,0,,,,,
player,201112040chi,chi,PeppJu99,def_int_td,0,,,,,
player,201112040chi,chi,PeppJu99,def_int_long,0,,,,,
player,201112040chi,chi,PeppJu99,pass_defended,1,,,,,
player,201112040chi,chi,PeppJu99,sacks,0.0,,,,,
player,201112040chi,chi,PeppJu99,tackles_combined,4,,,,,
player,201112040chi,chi,PeppJu99,tackles_solo,4,,,,,
player,201112040chi,chi,PeppJu99,tackles_assists,0,,,,,
