game,2011,9,20111107,201111070phi,chi,"Chicago Bears",30,phi,"Philadelphia Eagles",24
player,201111070phi,chi,KnoxJo00,rush_long,0,,,,,
player,201111070phi,chi,KnoxJo00,targets,1,,,,,
player,201111070phi,chi,KnoxJo00,rec,1,,,,,
player,201111070phi,chi,KnoxJo00,rec_yds,14,,,,,
player,201111070phi,chi,KnoxJo00,rec_td,0,,,,,
player,201111070phi,chi,KnoxJo00,rec_long,14,,,,,
player,201111070phi,chi,KnoxJo00,fumbles,0,,,,,
player,201111070phi,chi,KnoxJo00,fumbles_lost,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_cmp,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_att,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_yds,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_td,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_int,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_sacked,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_sacked_yds,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_long,0,,,,,
player,201111070phi,chi,SpaeMa00,pass_rating,,,,,,
player,201111070phi,chi,SpaeMa00,rush_att,0,,,,,
player,201111070phi,chi,SpaeMa00,rush_yds,0,,,,,
player,201111070phi,chi,SpaeMa00,rush_td,0,,,,,
player,201111070phi,chi,SpaeMa00,rush_long,0,,,,,
player,201111070phi,chi,SpaeMa00,targets,2,,,,,
player,201111070phi,chi,SpaeMa00,rec,2,,,,,
player,201111070phi,chi,SpaeMa00,rec_yds,13,,,,,
player,201111070phi,chi,SpaeMa00,rec_td,1,,,,,
player,201111070phi,chi,SpaeMa00,rec_long,8,,,,,
player,201111070phi,chi,SpaeMa00,fumbles,0,,,,,
player,201111070phi,chi,SpaeMa00,fumbles_lost,,,,,,
player,201111070phi,chi,HestDe99,pass_cmp,0,,,,,
player,201111070phi,chi,HestDe99,pass_att,0,,,,,
player,201111070phi,chi,HestDe99,pass_yds,0,,,,,
player,201111070phi,chi,HestDe99,pass_td,0,,,,,
player,201111070phi,chi,HestDe99,pass_int,0,,,,,
player,201111070phi,chi,HestDe99,pass_sacked,0,,,,,
player,201111070phi,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201111070phi,chi,HestDe99,pass_long,0,,,,,
player,201111070phi,chi,HestDe99,pass_rating,,,,,,
player,201111070phi,chi,HestDe99,rush_att,0,,,,,
player,201111070phi,chi,HestDe99,rush_yds,0,,,,,
player,201111070phi,chi,HestDe99,rush_td,0,,,,,
player,201111070phi,chi,HestDe99,rush_long,0,,,,,
player,201111070phi,chi,HestDe99,targets,5,,,,,
player,201111070phi,chi,HestDe99,rec,1,,,,,
player,201111070phi,chi,HestDe99,rec_yds,12,,,,,
player,201111070phi,chi,HestDe99,rec_td,0,,,,,
player,201111070phi,chi,HestDe99,rec_long,12,,,,,
player,201111070phi,chi,HestDe99,fumbles,0,,,,,
player,201111070phi,chi,HestDe99,fumbles_lost,,,,,,
player,201111070phi,chi,ClutTy00,pass_cmp,0,,,,,
player,201111070phi,chi,ClutTy00,pass_att,0,,,,,
player,201111070phi,chi,ClutTy00,pass_yds,0,,,,,
player,201111070phi,chi,ClutTy00,pass_td,0,,,,,
player,201111070phi,chi,ClutTy00,pass_int,0,,,,,
player,201111070phi,chi,ClutTy00,pass_sacked,0,,,,,
player,201111070phi,chi,ClutTy00,pass_sacked_yds,0,,,,,
player,201111070phi,chi,ClutTy00,pass_long,0,,,,,
player,201111070phi,chi,ClutTy00,pass_rating,,,,,,
player,201111070phi,chi,ClutTy00,rush_att,0,,,,,
player,201111070phi,chi,ClutTy00,rush_yds,0,,,,,
player,201111070phi,chi,ClutTy00,rush_td,0,,,,,
player,201111070phi,chi,ClutTy00,rush_long,0,,,,,
player,201111070phi,chi,ClutTy00,targets,1,,,,,
player,201111070phi,chi,ClutTy00,rec,1,,,,,
player,201111070phi,chi,ClutTy00,rec_yds,4,,,,,
player,201111070phi,chi,ClutTy00,rec_td,0,,,,,
player,201111070phi,chi,ClutTy00,rec_long,4,,,,,
player,201111070phi,chi,ClutTy00,fumbles,0,,,,,
player,201111070phi,chi,ClutTy00,fumbles_lost,,,,,,
player,201111070phi,chi,SanzDa00,pass_cmp,0,,,,,
player,201111070phi,chi,SanzDa00,pass_att,0,,,,,
player,201111070phi,chi,SanzDa00,pass_yds,0,,,,,
player,201111070phi,chi,SanzDa00,pass_td,0,,,,,
player,201111070phi,chi,SanzDa00,pass_int,0,,,,,
player,201111070phi,chi,SanzDa00,pass_sacked,0,,,,,
player,201111070phi,chi,SanzDa00,pass_sacked_yds,0,,,,,
player,201111070phi,chi,SanzDa00,pass_long,0,,,,,
player,201111070phi,chi,SanzDa00,pass_rating,,,,,,
player,201111070phi,chi,SanzDa00,rush_att,0,,,,,
player,201111070phi,chi,SanzDa00,rush_yds,0,,,,,
player,201111070phi,chi,SanzDa00,rush_td,0,,,,,
player,201111070phi,chi,SanzDa00,rush_long,0,,,,,
player,201111070phi,chi,SanzDa00,targets,2,,,,,
player,201111070phi,chi,SanzDa00,rec,0,,,,,
player,201111070phi,chi,SanzDa00,rec_yds,0,,,,,
player,201111070phi,chi,SanzDa00,rec_td,0,,,,,
player,201111070phi,chi,SanzDa00,rec_long,0,,,,,
player,201111070phi,chi,SanzDa00,fumbles,0,,,,,
player,201111070phi,chi,SanzDa00,fumbles_lost,,,,,,
player,201111070phi,chi,DaviKe01,pass_cmp,0,,,,,
player,201111070phi,chi,DaviKe01,pass_att,0,,,,,
player,201111070phi,chi,DaviKe01,pass_yds,0,,,,,
player,201111070phi,chi,DaviKe01,pass_td,0,,,,,
player,201111070phi,chi,DaviKe01,pass_int,0,,,,,
player,201111070phi,chi,DaviKe01,pass_sacked,0,,,,,
player,201111070phi,chi,DaviKe01,pass_sacked_yds,0,,,,,
player,201111070phi,chi,DaviKe01,pass_long,0,,,,,
player,201111070phi,chi,DaviKe01,pass_rating,,,,,,
player,201111070phi,chi,DaviKe01,rush_att,0,,,,,
player,201111070phi,chi,DaviKe01,rush_yds,0,,,,,
player,201111070phi,chi,DaviKe01,rush_td,0,,,,,
player,201111070phi,chi,DaviKe01,rush_long,0,,,,,
player,201111070phi,chi,DaviKe01,targets,3,,,,,
player,201111070phi,chi,DaviKe01,rec,1,,,,,
player,201111070phi,chi,DaviKe01,rec_yds,-1,,,,,
player,201111070phi,chi,DaviKe01,rec_td,0,,,,,
player,201111070phi,chi,DaviKe01,rec_long,-1,,,,,
player,201111070phi,chi,DaviKe01,fumbles,0,,,,,
player,201111070phi,chi,DaviKe01,fumbles_lost,,,,,,
player,201111070phi,phi,VickMi00,pass_cmp,21,,,,,
player,201111070phi,phi,VickMi00,pass_att,38,,,,,
player,201111070phi,phi,VickMi00,pass_yds,213,,,,,
player,201111070phi,phi,VickMi00,pass_td,0,,,,,
player,201111070phi,phi,VickMi00,pass_int,1,,,,,
player,201111070phi,phi,VickMi00,pass_sacked,1,,,,,
player,201111070phi,phi,VickMi00,pass_sacked_yds,2,,,,,
player,201111070phi,phi,VickMi00,pass_long,31,,,,,
player,201111070phi,phi,VickMi00,pass_rating,60.5,,,,,
player,201111070phi,phi,VickMi00,rush_att,5,,,,,
player,201111070phi,phi,VickMi00,rush_yds,34,,,,,
player,201111070phi,phi,VickMi00,rush_td,0,,,,,
player,201111070phi,phi,VickMi00,rush_long,11,,,,,
player,201111070phi,phi,VickMi00,targets,0,,,,,
player,201111070phi,phi,VickMi00,rec,0,,,,,
player,201111070phi,phi,VickMi00,rec_yds,0,,,,,
player,201111070phi,phi,VickMi00,rec_td,0,,,,,
player,201111070phi,phi,VickMi00,rec_long,0,,,,,
player,201111070phi,phi,VickMi00,fumbles,0,,,,,
player,201111070phi,phi,VickMi00,fumbles_lost,,,,,,
player,201111070phi,phi,HenrCh02,pass_cmp,0,,,,,
player,201111070phi,phi,HenrCh02,pass_att,1,,,,,
player,201111070phi,phi,HenrCh02,pass_yds,0,,,,,
player,201111070phi,phi,HenrCh02,pass_td,0,,,,,
player,201111070phi,phi,HenrCh02,pass_int,0,,,,,
player,201111070phi,phi,HenrCh02,pass_sacked,0,,,,,
player,201111070phi,phi,HenrCh02,pass_sacked_yds,0,,,,,
player,201111070phi,phi,HenrCh02,pass_long,0,,,,,
player,201111070phi,phi,HenrCh02,pass_rating,39.6,,,,,
player,201111070phi,phi,HenrCh02,rush_att,0,,,,,
player,201111070phi,phi,HenrCh02,rush_yds,0,,,,,
player,201111070phi,phi,HenrCh02,rush_td,0,,,,,
player,201111070phi,phi,HenrCh02,rush_long,0,,,,,
player,201111070phi,phi,HenrCh02,targets,0,,,,,
player,201111070phi,phi,HenrCh02,rec,0,,,,,
player,201111070phi,phi,HenrCh02,rec_yds,0,,,,,
player,201111070phi,phi,HenrCh02,rec_td,0,,,,,
player,201111070phi,phi,HenrCh02,rec_long,0,,,,,
player,201111070phi,phi,HenrCh02,fumbles,0,,,,,
player,201111070phi,phi,HenrCh02,fumbles_lost,,,,,,
player,201111070phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201111070phi,phi,McCoLe01,pass_att,0,,,,,
player,201111070phi,phi,McCoLe01,pass_yds,0,,,,,
player,201111070phi,phi,McCoLe01,pass_td,0,,,,,
player,201111070phi,phi,McCoLe01,pass_int,0,,,,,
player,201111070phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201111070phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201111070phi,phi,McCoLe01,pass_long,0,,,,,
player,201111070phi,phi,McCoLe01,pass_rating,,,,,,
player,201111070phi,phi,McCoLe01,rush_att,16,,,,,
player,201111070phi,phi,McCoLe01,rush_yds,71,,,,,
player,201111070phi,phi,McCoLe01,rush_td,1,,,,,
player,201111070phi,phi,McCoLe01,rush_long,33,,,,,
player,201111070phi,phi,McCoLe01,targets,5,,,,,
player,201111070phi,phi,McCoLe01,rec,5,,,,,
player,201111070phi,phi,McCoLe01,rec_yds,46,,,,,
player,201111070phi,phi,McCoLe01,rec_td,0,,,,,
player,201111070phi,phi,McCoLe01,rec_long,13,,,,,
player,201111070phi,phi,McCoLe01,fumbles,0,,,,,
player,201111070phi,phi,McCoLe01,fumbles_lost,,,,,,
player,201111070phi,phi,JackDe00,pass_cmp,0,,,,,
player,201111070phi,phi,JackDe00,pass_att,0,,,,,
player,201111070phi,phi,JackDe00,pass_yds,0,,,,,
player,201111070phi,phi,JackDe00,pass_td,0,,,,,
player,201111070phi,phi,JackDe00,pass_int,0,,,,,
player,201111070phi,phi,JackDe00,pass_sacked,0,,,,,
player,201111070phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201111070phi,phi,JackDe00,pass_long,0,,,,,
player,201111070phi,phi,JackDe00,pass_rating,,,,,,
player,201111070phi,phi,JackDe00,rush_att,1,,,,,
player,201111070phi,phi,JackDe00,rush_yds,10,,,,,
player,201111070phi,phi,JackDe00,rush_td,0,,,,,
player,201111070phi,phi,JackDe00,rush_long,10,,,,,
player,201111070phi,phi,JackDe00,targets,8,,,,,
player,201111070phi,phi,JackDe00,rec,2,,,,,
player,201111070phi,phi,JackDe00,rec_yds,16,,,,,
player,201111070phi,phi,JackDe00,rec_td,0,,,,,
player,201111070phi,phi,JackDe00,rec_long,10,,,,,
player,201111070phi,phi,JackDe00,fumbles,1,,,,,
player,201111070phi,phi,JackDe00,fumbles_lost,0,,,,,
player,201111070phi,phi,BrowRo05,pass_cmp,0,,,,,
player,201111070phi,phi,BrowRo05,pass_att,0,,,,,
player,201111070phi,phi,BrowRo05,pass_yds,0,,,,,
player,201111070phi,phi,BrowRo05,pass_td,0,,,,,
player,201111070phi,phi,BrowRo05,pass_int,0,,,,,
player,201111070phi,phi,BrowRo05,pass_sacked,0,,,,,
player,201111070phi,phi,BrowRo05,pass_sacked_yds,0,,,,,
player,201111070phi,phi,BrowRo05,pass_long,0,,,,,
player,201111070phi,phi,BrowRo05,pass_rating,,,,,,
player,201111070phi,phi,BrowRo05,rush_att,1,,,,,
player,201111070phi,phi,BrowRo05,rush_yds,4,,,,,
player,201111070phi,phi,BrowRo05,rush_td,1,,,,,
player,201111070phi,phi,BrowRo05,rush_long,4,,,,,
player,201111070phi,phi,BrowRo05,targets,1,,,,,
player,201111070phi,phi,BrowRo05,rec,0,,,,,
player,201111070phi,phi,BrowRo05,rec_yds,0,,,,,
player,201111070phi,phi,BrowRo05,rec_td,0,,,,,
player,201111070phi,phi,BrowRo05,rec_long,0,,,,,
player,201111070phi,phi,BrowRo05,fumbles,0,,,,,
player,201111070phi,phi,BrowRo05,fumbles_lost,,,,,,
player,201111070phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201111070phi,phi,MaclJe00,pass_att,0,,,,,
player,201111070phi,phi,MaclJe00,pass_yds,0,,,,,
player,201111070phi,phi,MaclJe00,pass_td,0,,,,,
player,201111070phi,phi,MaclJe00,pass_int,0,,,,,
player,201111070phi,phi,MaclJe00,pass_sacked,0,,,,,
player,201111070phi,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201111070phi,phi,MaclJe00,pass_long,0,,,,,
player,201111070phi,phi,MaclJe00,pass_rating,,,,,,
player,201111070phi,phi,MaclJe00,rush_att,0,,,,,
player,201111070phi,phi,MaclJe00,rush_yds,0,,,,,
player,201111070phi,phi,MaclJe00,rush_td,0,,,,,
player,201111070phi,phi,MaclJe00,rush_long,0,,,,,
player,201111070phi,phi,MaclJe00,targets,9,,,,,
player,201111070phi,phi,MaclJe00,rec,4,,,,,
player,201111070phi,phi,MaclJe00,rec_yds,63,,,,,
player,201111070phi,phi,MaclJe00,rec_td,0,,,,,
player,201111070phi,phi,MaclJe00,rec_long,31,,,,,
player,201111070phi,phi,MaclJe00,fumbles,0,,,,,
player,201111070phi,phi,MaclJe00,fumbles_lost,,,,,,
player,201111070phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201111070phi,phi,CeleBr00,pass_att,0,,,,,
player,201111070phi,phi,CeleBr00,pass_yds,0,,,,,
player,201111070phi,phi,CeleBr00,pass_td,0,,,,,
player,201111070phi,phi,CeleBr00,pass_int,0,,,,,
player,201111070phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201111070phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201111070phi,phi,CeleBr00,pass_long,0,,,,,
player,201111070phi,phi,CeleBr00,pass_rating,,,,,,
player,201111070phi,phi,CeleBr00,rush_att,0,,,,,
player,201111070phi,phi,CeleBr00,rush_yds,0,,,,,
player,201111070phi,phi,CeleBr00,rush_td,0,,,,,
player,201111070phi,phi,CeleBr00,rush_long,0,,,,,
player,201111070phi,phi,CeleBr00,targets,9,,,,,
player,201111070phi,phi,CeleBr00,rec,7,,,,,
player,201111070phi,phi,CeleBr00,rec_yds,60,,,,,
player,201111070phi,phi,CeleBr00,rec_td,0,,,,,
player,201111070phi,phi,CeleBr00,rec_long,21,,,,,
player,201111070phi,phi,CeleBr00,fumbles,0,,,,,
player,201111070phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201111070phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201111070phi,phi,AvanJa00,pass_att,0,,,,,
player,201111070phi,phi,AvanJa00,pass_yds,0,,,,,
player,201111070phi,phi,AvanJa00,pass_td,0,,,,,
player,201111070phi,phi,AvanJa00,pass_int,0,,,,,
player,201111070phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201111070phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201111070phi,phi,AvanJa00,pass_long,0,,,,,
player,201111070phi,phi,AvanJa00,pass_rating,,,,,,
player,201111070phi,phi,AvanJa00,rush_att,0,,,,,
player,201111070phi,phi,AvanJa00,rush_yds,0,,,,,
player,201111070phi,phi,AvanJa00,rush_td,0,,,,,
player,201111070phi,phi,AvanJa00,rush_long,0,,,,,
player,201111070phi,phi,AvanJa00,targets,3,,,,,
player,201111070phi,phi,AvanJa00,rec,2,,,,,
player,201111070phi,phi,AvanJa00,rec_yds,20,,,,,
player,201111070phi,phi,AvanJa00,rec_td,0,,,,,
player,201111070phi,phi,AvanJa00,rec_long,12,,,,,
player,201111070phi,phi,AvanJa00,fumbles,0,,,,,
player,201111070phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201111070phi,phi,HarbCl00,pass_cmp,0,,,,,
player,201111070phi,phi,HarbCl00,pass_att,0,,,,,
player,201111070phi,phi,HarbCl00,pass_yds,0,,,,,
player,201111070phi,phi,HarbCl00,pass_td,0,,,,,
player,201111070phi,phi,HarbCl00,pass_int,0,,,,,
player,201111070phi,phi,HarbCl00,pass_sacked,0,,,,,
player,201111070phi,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201111070phi,phi,HarbCl00,pass_long,0,,,,,
player,201111070phi,phi,HarbCl00,pass_rating,,,,,,
player,201111070phi,phi,HarbCl00,rush_att,0,,,,,
player,201111070phi,phi,HarbCl00,rush_yds,0,,,,,
player,201111070phi,phi,HarbCl00,rush_td,0,,,,,
player,201111070phi,phi,HarbCl00,rush_long,0,,,,,
player,201111070phi,phi,HarbCl00,targets,1,,,,,
player,201111070phi,phi,HarbCl00,rec,1,,,,,
player,201111070phi,phi,HarbCl00,rec_yds,8,,,,,
player,201111070phi,phi,HarbCl00,rec_td,0,,,,,
player,201111070phi,phi,HarbCl00,rec_long,8,,,,,
player,201111070phi,phi,HarbCl00,fumbles,0,,,,,
player,201111070phi,phi,HarbCl00,fumbles_lost,,,,,,
player,201111070phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201111070phi,phi,CoopRi00,pass_att,0,,,,,
player,201111070phi,phi,CoopRi00,pass_yds,0,,,,,
player,201111070phi,phi,CoopRi00,pass_td,0,,,,,
player,201111070phi,phi,CoopRi00,pass_int,0,,,,,
player,201111070phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201111070phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201111070phi,phi,CoopRi00,pass_long,0,,,,,
player,201111070phi,phi,CoopRi00,pass_rating,,,,,,
player,201111070phi,phi,CoopRi00,rush_att,0,,,,,
player,201111070phi,phi,CoopRi00,rush_yds,0,,,,,
player,201111070phi,phi,CoopRi00,rush_td,0,,,,,
player,201111070phi,phi,CoopRi00,rush_long,0,,,,,
player,201111070phi,phi,CoopRi00,targets,1,,,,,
player,201111070phi,phi,CoopRi00,rec,0,,,,,
player,201111070phi,phi,CoopRi00,rec_yds,0,,,,,
player,201111070phi,phi,CoopRi00,rec_td,0,,,,,
player,201111070phi,phi,CoopRi00,rec_long,0,,,,,
player,201111070phi,phi,CoopRi00,fumbles,0,,,,,
player,201111070phi,phi,CoopRi00,fumbles_lost,,,,,,
player,201111070phi,phi,AndeCo01,pass_cmp,0,,,,,
player,201111070phi,phi,AndeCo01,pass_att,0,,,,,
player,201111070phi,phi,AndeCo01,pass_yds,0,,,,,
player,201111070phi,phi,AndeCo01,pass_td,0,,,,,
player,201111070phi,phi,AndeCo01,pass_int,0,,,,,
player,201111070phi,phi,AndeCo01,pass_sacked,0,,,,,
player,201111070phi,phi,AndeCo01,pass_sacked_yds,0,,,,,
player,201111070phi,phi,AndeCo01,pass_long,0,,,,,
player,201111070phi,phi,AndeCo01,pass_rating,,,,,,
player,201111070phi,phi,AndeCo01,rush_att,0,,,,,
player,201111070phi,phi,AndeCo01,rush_yds,0,,,,,
player,201111070phi,phi,AndeCo01,rush_td,0,,,,,
player,201111070phi,phi,AndeCo01,rush_long,0,,,,,
player,201111070phi,phi,AndeCo01,targets,1,,,,,
