game,2011,11,20111120,201111200was,dal,"Dallas Cowboys",27,was,"Washington Redskins",24
team,201111200was,dal,First Downs,20,,,,,,
team,201111200was,was,First Downs,18,,,,,,
team,201111200was,dal,Rush-Yds-TDs,32-89-0,,,,,,
team,201111200was,was,Rush-Yds-TDs,24-60-1,,,,,,
team,201111200was,dal,Cmp-Att-Yd-TD-INT,23-37-292-3-0,,,,,,
team,201111200was,was,Cmp-Att-Yd-TD-INT,25-38-292-2-1,,,,,,
team,201111200was,dal,Sacked-Yards,4-28,,,,,,
team,201111200was,was,Sacked-Yards,3-13,,,,,,
team,201111200was,dal,Net Pass Yards,264,,,,,,
team,201111200was,was,Net Pass Yards,279,,,,,,
team,201111200was,dal,Total Yards,353,,,,,,
team,201111200was,was,Total Yards,339,,,,,,
team,201111200was,dal,Fumbles-Lost,1-0,,,,,,
team,201111200was,was,Fumbles-Lost,2-1,,,,,,
team,201111200was,dal,Turnovers,0,,,,,,
team,201111200was,was,Turnovers,2,,,,,,
team,201111200was,dal,Penalties-Yards,9-48,,,,,,
team,201111200was,was,Penalties-Yards,6-59,,,,,,
team,201111200was,dal,Third Down Conv.,8-17,,,,,,
team,201111200was,was,Third Down Conv.,6-15,,,,,,
team,201111200was,dal,Fourth Down Conv.,1-1,,,,,,
team,201111200was,was,Fourth Down Conv.,0-0,,,,,,
team,201111200was,dal,Time of Possession,36:01,,,,,,
team,201111200was,was,Time of Possession,33:20,,,,,,
player,201111200was,dal,RomoTo00,pass_cmp,23,,,,,
player,201111200was,dal,RomoTo00,pass_att,37,,,,,
player,201111200was,dal,RomoTo00,pass_yds,292,,,,,
player,201111200was,dal,RomoTo00,pass_td,3,,,,,
player,201111200was,dal,RomoTo00,pass_int,0,,,,,
player,201111200was,dal,RomoTo00,pass_sacked,4,,,,,
player,201111200was,dal,RomoTo00,pass_sacked_yds,28,,,,,
player,201111200was,dal,RomoTo00,pass_long,59,,,,,
player,201111200was,dal,RomoTo00,pass_rating,113.8,,,,,
player,201111200was,dal,RomoTo00,rush_att,2,,,,,
player,201111200was,dal,RomoTo00,rush_yds,-2,,,,,
player,201111200was,dal,RomoTo00,rush_td,0,,,,,
player,201111200was,dal,RomoTo00,rush_long,-1,,,,,
player,201111200was,dal,RomoTo00,targets,0,,,,,
player,201111200was,dal,RomoTo00,rec,0,,,,,
player,201111200was,dal,RomoTo00,rec_yds,0,,,,,
player,201111200was,dal,RomoTo00,rec_td,0,,,,,
player,201111200was,dal,RomoTo00,rec_long,0,,,,,
player,201111200was,dal,RomoTo00,fumbles,0,,,,,
player,201111200was,dal,RomoTo00,fumbles_lost,,,,,,
player,201111200was,dal,MurrDe00,pass_cmp,0,,,,,
player,201111200was,dal,MurrDe00,pass_att,0,,,,,
player,201111200was,dal,MurrDe00,pass_yds,0,,,,,
player,201111200was,dal,MurrDe00,pass_td,0,,,,,
player,201111200was,dal,MurrDe00,pass_int,0,,,,,
player,201111200was,dal,MurrDe00,pass_sacked,0,,,,,
player,201111200was,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201111200was,dal,MurrDe00,pass_long,0,,,,,
player,201111200was,dal,MurrDe00,pass_rating,,,,,,
player,201111200was,dal,MurrDe00,rush_att,25,,,,,
player,201111200was,dal,MurrDe00,rush_yds,73,,,,,
player,201111200was,dal,MurrDe00,rush_td,0,,,,,
player,201111200was,dal,MurrDe00,rush_long,8,,,,,
player,201111200was,dal,MurrDe00,targets,7,,,,,
player,201111200was,dal,MurrDe00,rec,6,,,,,
player,201111200was,dal,MurrDe00,rec_yds,32,,,,,
player,201111200was,dal,MurrDe00,rec_td,0,,,,,
player,201111200was,dal,MurrDe00,rec_long,14,,,,,
player,201111200was,dal,MurrDe00,fumbles,0,,,,,
player,201111200was,dal,MurrDe00,fumbles_lost,,,,,,
player,201111200was,dal,JoneFe00,pass_cmp,0,,,,,
player,201111200was,dal,JoneFe00,pass_att,0,,,,,
player,201111200was,dal,JoneFe00,pass_yds,0,,,,,
player,201111200was,dal,JoneFe00,pass_td,0,,,,,
player,201111200was,dal,JoneFe00,pass_int,0,,,,,
