game,2011,11,20111120,201111200sfo,crd,"Arizona Cardinals",7,sfo,"San Francisco 49ers",23
team,201111200sfo,crd,First Downs,11,,,,,,
team,201111200sfo,sfo,First Downs,25,,,,,,
team,201111200sfo,crd,Rush-Yds-TDs,11-80-0,,,,,,
team,201111200sfo,sfo,Rush-Yds-TDs,49-164-0,,,,,,
team,201111200sfo,crd,Cmp-Att-Yd-TD-INT,14-35-163-1-3,,,,,,
team,201111200sfo,sfo,Cmp-Att-Yd-TD-INT,20-38-267-2-1,,,,,,
team,201111200sfo,crd,Sacked-Yards,2-14,,,,,,
team,201111200sfo,sfo,Sacked-Yards,0-0,,,,,,
team,201111200sfo,crd,Net Pass Yards,149,,,,,,
team,201111200sfo,sfo,Net Pass Yards,267,,,,,,
team,201111200sfo,crd,Total Yards,229,,,,,,
team,201111200sfo,sfo,Total Yards,431,,,,,,
team,201111200sfo,crd,Fumbles-Lost,3-2,,,,,,
team,201111200sfo,sfo,Fumbles-Lost,0-0,,,,,,
team,201111200sfo,crd,Turnovers,5,,,,,,
team,201111200sfo,sfo,Turnovers,1,,,,,,
team,201111200sfo,crd,Penalties-Yards,6-75,,,,,,
team,201111200sfo,sfo,Penalties-Yards,7-87,,,,,,
team,201111200sfo,crd,Third Down Conv.,1-9,,,,,,
team,201111200sfo,sfo,Third Down Conv.,8-21,,,,,,
team,201111200sfo,crd,Fourth Down Conv.,0-2,,,,,,
team,201111200sfo,sfo,Fourth Down Conv.,2-2,,,,,,
team,201111200sfo,crd,Time of Possession,15:44,,,,,,
team,201111200sfo,sfo,Time of Possession,44:16,,,,,,
player,201111200sfo,crd,SkelJo00,pass_cmp,6,,,,,
player,201111200sfo,crd,SkelJo00,pass_att,19,,,,,
player,201111200sfo,crd,SkelJo00,pass_yds,99,,,,,
player,201111200sfo,crd,SkelJo00,pass_td,0,,,,,
player,201111200sfo,crd,SkelJo00,pass_int,3,,,,,
player,201111200sfo,crd,SkelJo00,pass_sacked,1,,,,,
player,201111200sfo,crd,SkelJo00,pass_sacked_yds,8,,,,,
player,201111200sfo,crd,SkelJo00,pass_long,45,,,,,
player,201111200sfo,crd,SkelJo00,pass_rating,10.5,,,,,
player,201111200sfo,crd,SkelJo00,rush_att,0,,,,,
player,201111200sfo,crd,SkelJo00,rush_yds,0,,,,,
player,201111200sfo,crd,SkelJo00,rush_td,0,,,,,
player,201111200sfo,crd,SkelJo00,rush_long,0,,,,,
player,201111200sfo,crd,SkelJo00,targets,0,,,,,
player,201111200sfo,crd,SkelJo00,rec,0,,,,,
player,201111200sfo,crd,SkelJo00,rec_yds,0,,,,,
player,201111200sfo,crd,SkelJo00,rec_td,0,,,,,
player,201111200sfo,crd,SkelJo00,rec_long,0,,,,,
player,201111200sfo,crd,SkelJo00,fumbles,1,,,,,
player,201111200sfo,crd,SkelJo00,fumbles_lost,0,,,,,
player,201111200sfo,crd,BartRi00,pass_cmp,8,,,,,
player,201111200sfo,crd,BartRi00,pass_att,16,,,,,
player,201111200sfo,crd,BartRi00,pass_yds,64,,,,,
player,201111200sfo,crd,BartRi00,pass_td,1,,,,,
player,201111200sfo,crd,BartRi00,pass_int,0,,,,,
player,201111200sfo,crd,BartRi00,pass_sacked,1,,,,,
player,201111200sfo,crd,BartRi00,pass_sacked_yds,6,,,,,
player,201111200sfo,crd,BartRi00,pass_long,23,,,,,
player,201111200sfo,crd,BartRi00,pass_rating,81.2,,,,,
player,201111200sfo,crd,BartRi00,rush_att,1,,,,,
player,201111200sfo,crd,BartRi00,rush_yds,9,,,,,
player,201111200sfo,crd,BartRi00,rush_td,0,,,,,
player,201111200sfo,crd,BartRi00,rush_long,9,,,,,
player,201111200sfo,crd,BartRi00,targets,0,,,,,
player,201111200sfo,crd,BartRi00,rec,0,,,,,
player,201111200sfo,crd,BartRi00,rec_yds,0,,,,,
player,201111200sfo,crd,BartRi00,rec_td,0,,,,,
player,201111200sfo,crd,BartRi00,rec_long,0,,,,,
player,201111200sfo,crd,BartRi00,fumbles,0,,,,,
player,201111200sfo,crd,BartRi00,fumbles_lost,,,,,,
player,201111200sfo,crd,TaylCh01,pass_cmp,0,,,,,
player,201111200sfo,crd,TaylCh01,pass_att,0,,,,,
player,201111200sfo,crd,TaylCh01,pass_yds,0,,,,,
player,201111200sfo,crd,TaylCh01,pass_td,0,,,,,
player,201111200sfo,crd,TaylCh01,pass_int,0,,,,,
player,201111200sfo,crd,TaylCh01,pass_sacked,0,,,,,
player,201111200sfo,crd,TaylCh01,pass_sacked_yds,0,,,,,
player,201111200sfo,crd,TaylCh01,pass_long,0,,,,,
player,201111200sfo,crd,TaylCh01,pass_rating,,,,,,
player,201111200sfo,crd,TaylCh01,rush_att,1,,,,,
player,201111200sfo,crd,TaylCh01,rush_yds,34,,,,,
player,201111200sfo,crd,TaylCh01,rush_td,0,,,,,
player,201111200sfo,crd,TaylCh01,rush_long,34,,,,,
player,201111200sfo,crd,TaylCh01,targets,3,,,,,
player,201111200sfo,crd,TaylCh01,rec,0,,,,,
player,201111200sfo,crd,TaylCh01,rec_yds,0,,,,,
player,201111200sfo,crd,TaylCh01,rec_td,0,,,,,
player,201111200sfo,crd,TaylCh01,rec_long,0,,,,,
player,201111200sfo,crd,TaylCh01,fumbles,0,,,,,
player,201111200sfo,crd,TaylCh01,fumbles_lost,,,,,,
player,201111200sfo,crd,WellCh00,pass_cmp,0,,,,,
player,201111200sfo,crd,WellCh00,pass_att,0,,,,,
player,201111200sfo,crd,WellCh00,pass_yds,0,,,,,
player,201111200sfo,crd,WellCh00,pass_td,0,,,,,
player,201111200sfo,crd,WellCh00,pass_int,0,,,,,
player,201111200sfo,crd,WellCh00,pass_sacked,0,,,,,
player,201111200sfo,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201111200sfo,crd,WellCh00,pass_long,0,,,,,
player,201111200sfo,crd,WellCh00,pass_rating,,,,,,
player,201111200sfo,crd,WellCh00,rush_att,8,,,,,
player,201111200sfo,crd,WellCh00,rush_yds,33,,,,,
player,201111200sfo,crd,WellCh00,rush_td,0,,,,,
player,201111200sfo,crd,WellCh00,rush_long,9,,,,,
player,201111200sfo,crd,WellCh00,targets,1,,,,,
player,201111200sfo,crd,WellCh00,rec,0,,,,,
player,201111200sfo,crd,WellCh00,rec_yds,0,,,,,
player,201111200sfo,crd,WellCh00,rec_td,0,,,,,
player,201111200sfo,crd,WellCh00,rec_long,0,,,,,
player,201111200sfo,crd,WellCh00,fumbles,1,,,,,
player,201111200sfo,crd,WellCh00,fumbles_lost,1,,,,,
player,201111200sfo,crd,StepLa00,pass_cmp,0,,,,,
player,201111200sfo,crd,StepLa00,pass_att,0,,,,,
player,201111200sfo,crd,StepLa00,pass_yds,0,,,,,
player,201111200sfo,crd,StepLa00,pass_td,0,,,,,
player,201111200sfo,crd,StepLa00,pass_int,0,,,,,
player,201111200sfo,crd,StepLa00,pass_sacked,0,,,,,
player,201111200sfo,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201111200sfo,crd,StepLa00,pass_long,0,,,,,
player,201111200sfo,crd,StepLa00,pass_rating,,,,,,
player,201111200sfo,crd,StepLa00,rush_att,1,,,,,
player,201111200sfo,crd,StepLa00,rush_yds,4,,,,,
player,201111200sfo,crd,StepLa00,rush_td,0,,,,,
player,201111200sfo,crd,StepLa00,rush_long,4,,,,,
player,201111200sfo,crd,StepLa00,targets,0,,,,,
player,201111200sfo,crd,StepLa00,rec,0,,,,,
player,201111200sfo,crd,StepLa00,rec_yds,0,,,,,
player,201111200sfo,crd,StepLa00,rec_td,0,,,,,
player,201111200sfo,crd,StepLa00,rec_long,0,,,,,
player,201111200sfo,crd,StepLa00,fumbles,0,,,,,
player,201111200sfo,crd,StepLa00,fumbles_lost,,,,,,
player,201111200sfo,crd,RobeAn00,pass_cmp,0,,,,,
player,201111200sfo,crd,RobeAn00,pass_att,0,,,,,
player,201111200sfo,crd,RobeAn00,pass_yds,0,,,,,
player,201111200sfo,crd,RobeAn00,pass_td,0,,,,,
player,201111200sfo,crd,RobeAn00,pass_int,0,,,,,
player,201111200sfo,crd,RobeAn00,pass_sacked,0,,,,,
player,201111200sfo,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201111200sfo,crd,RobeAn00,pass_long,0,,,,,
player,201111200sfo,crd,RobeAn00,pass_rating,,,,,,
player,201111200sfo,crd,RobeAn00,rush_att,0,,,,,
player,201111200sfo,crd,RobeAn00,rush_yds,0,,,,,
player,201111200sfo,crd,RobeAn00,rush_td,0,,,,,
player,201111200sfo,crd,RobeAn00,rush_long,0,,,,,
player,201111200sfo,crd,RobeAn00,targets,9,,,,,
player,201111200sfo,crd,RobeAn00,rec,3,,,,,
player,201111200sfo,crd,RobeAn00,rec_yds,51,,,,,
player,201111200sfo,crd,RobeAn00,rec_td,0,,,,,
player,201111200sfo,crd,RobeAn00,rec_long,45,,,,,
player,201111200sfo,crd,RobeAn00,fumbles,0,,,,,
player,201111200sfo,crd,RobeAn00,fumbles_lost,,,,,,
player,201111200sfo,crd,DoucEa00,pass_cmp,0,,,,,
player,201111200sfo,crd,DoucEa00,pass_att,0,,,,,
player,201111200sfo,crd,DoucEa00,pass_yds,0,,,,,
player,201111200sfo,crd,DoucEa00,pass_td,0,,,,,
player,201111200sfo,crd,DoucEa00,pass_int,0,,,,,
player,201111200sfo,crd,DoucEa00,pass_sacked,0,,,,,
player,201111200sfo,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201111200sfo,crd,DoucEa00,pass_long,0,,,,,
player,201111200sfo,crd,DoucEa00,pass_rating,,,,,,
player,201111200sfo,crd,DoucEa00,rush_att,0,,,,,
player,201111200sfo,crd,DoucEa00,rush_yds,0,,,,,
player,201111200sfo,crd,DoucEa00,rush_td,0,,,,,
player,201111200sfo,crd,DoucEa00,rush_long,0,,,,,
player,201111200sfo,crd,DoucEa00,targets,10,,,,,
player,201111200sfo,crd,DoucEa00,rec,6,,,,,
player,201111200sfo,crd,DoucEa00,rec_yds,50,,,,,
player,201111200sfo,crd,DoucEa00,rec_td,0,,,,,
player,201111200sfo,crd,DoucEa00,rec_long,16,,,,,
player,201111200sfo,crd,DoucEa00,fumbles,0,,,,,
player,201111200sfo,crd,DoucEa00,fumbles_lost,,,,,,
player,201111200sfo,crd,FitzLa00,pass_cmp,0,,,,,
player,201111200sfo,crd,FitzLa00,pass_att,0,,,,,
player,201111200sfo,crd,FitzLa00,pass_yds,0,,,,,
player,201111200sfo,crd,FitzLa00,pass_td,0,,,,,
player,201111200sfo,crd,FitzLa00,pass_int,0,,,,,
player,201111200sfo,crd,FitzLa00,pass_sacked,0,,,,,
player,201111200sfo,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201111200sfo,crd,FitzLa00,pass_long,0,,,,,
player,201111200sfo,crd,FitzLa00,pass_rating,,,,,,
player,201111200sfo,crd,FitzLa00,rush_att,0,,,,,
player,201111200sfo,crd,FitzLa00,rush_yds,0,,,,,
player,201111200sfo,crd,FitzLa00,rush_td,0,,,,,
player,201111200sfo,crd,FitzLa00,rush_long,0,,,,,
player,201111200sfo,crd,FitzLa00,targets,9,,,,,
player,201111200sfo,crd,FitzLa00,rec,3,,,,,
player,201111200sfo,crd,FitzLa00,rec_yds,41,,,,,
player,201111200sfo,crd,FitzLa00,rec_td,1,,,,,
player,201111200sfo,crd,FitzLa00,rec_long,23,,,,,
player,201111200sfo,crd,FitzLa00,fumbles,0,,,,,
player,201111200sfo,crd,FitzLa00,fumbles_lost,,,,,,
player,201111200sfo,crd,MauiRe00,pass_cmp,0,,,,,
player,201111200sfo,crd,MauiRe00,pass_att,0,,,,,
player,201111200sfo,crd,MauiRe00,pass_yds,0,,,,,
player,201111200sfo,crd,MauiRe00,pass_td,0,,,,,
player,201111200sfo,crd,MauiRe00,pass_int,0,,,,,
player,201111200sfo,crd,MauiRe00,pass_sacked,0,,,,,
player,201111200sfo,crd,MauiRe00,pass_sacked_yds,0,,,,,
player,201111200sfo,crd,MauiRe00,pass_long,0,,,,,
player,201111200sfo,crd,MauiRe00,pass_rating,,,,,,
player,201111200sfo,crd,MauiRe00,rush_att,0,,,,,
player,201111200sfo,crd,MauiRe00,rush_yds,0,,,,,
player,201111200sfo,crd,MauiRe00,rush_td,0,,,,,
player,201111200sfo,crd,MauiRe00,rush_long,0,,,,,
player,201111200sfo,crd,MauiRe00,targets,1,,,,,
player,201111200sfo,crd,MauiRe00,rec,1,,,,,
player,201111200sfo,crd,MauiRe00,rec_yds,12,,,,,
player,201111200sfo,crd,MauiRe00,rec_td,0,,,,,
player,201111200sfo,crd,MauiRe00,rec_long,12,,,,,
player,201111200sfo,crd,MauiRe00,fumbles,0,,,,,
player,201111200sfo,crd,MauiRe00,fumbles_lost,,,,,,
player,201111200sfo,crd,SampDe00,pass_cmp,0,,,,,
player,201111200sfo,crd,SampDe00,pass_att,0,,,,,
player,201111200sfo,crd,SampDe00,pass_yds,0,,,,,
player,201111200sfo,crd,SampDe00,pass_td,0,,,,,
player,201111200sfo,crd,SampDe00,pass_int,0,,,,,
player,201111200sfo,crd,SampDe00,pass_sacked,0,,,,,
player,201111200sfo,crd,SampDe00,pass_sacked_yds,0,,,,,
player,201111200sfo,crd,SampDe00,pass_long,0,,,,,
player,201111200sfo,crd,SampDe00,pass_rating,,,,,,
player,201111200sfo,crd,SampDe00,rush_att,0,,,,,
player,201111200sfo,crd,SampDe00,rush_yds,0,,,,,
player,201111200sfo,crd,SampDe00,rush_td,0,,,,,
player,201111200sfo,crd,SampDe00,rush_long,0,,,,,
player,201111200sfo,crd,SampDe00,targets,2,,,,,
player,201111200sfo,crd,SampDe00,rec,1,,,,,
player,201111200sfo,crd,SampDe00,rec_yds,9,,,,,
player,201111200sfo,crd,SampDe00,rec_td,0,,,,,
player,201111200sfo,crd,SampDe00,rec_long,9,,,,,
player,201111200sfo,crd,SampDe00,fumbles,0,,,,,
player,201111200sfo,crd,SampDe00,fumbles_lost,,,,,,
player,201111200sfo,sfo,SmitAl03,pass_cmp,20,,,,,
player,201111200sfo,sfo,SmitAl03,pass_att,38,,,,,
player,201111200sfo,sfo,SmitAl03,pass_yds,267,,,,,
