game,2011,9,20111106,201111060oti,cin,"Cincinnati Bengals",24,oti,"Tennessee Titans",17
player,201111060oti,oti,bironrob01,fga,1,,,,,
player,201111060oti,oti,bironrob01,punt,0,,,,,
player,201111060oti,oti,bironrob01,punt_yds,0,,,,,
player,201111060oti,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201111060oti,oti,bironrob01,punt_long,0,,,,,
player,201111060oti,oti,KernBr20,xpm,,,,,,
player,201111060oti,oti,KernBr20,xpa,,,,,,
player,201111060oti,oti,KernBr20,fgm,,,,,,
player,201111060oti,oti,KernBr20,fga,,,,,,
player,201111060oti,oti,KernBr20,punt,7,,,,,
player,201111060oti,oti,KernBr20,punt_yds,320,,,,,
player,201111060oti,oti,KernBr20,punt_yds_per_punt,45.7,,,,,
player,201111060oti,oti,KernBr20,punt_long,54,,,,,
