game,2011,9,20111106,201111060oti,cin,"Cincinnati Bengals",24,oti,"Tennessee Titans",17
player,201111060oti,cin,PeerCe00,def_int_yds,0,,,,,
player,201111060oti,cin,PeerCe00,def_int_td,0,,,,,
player,201111060oti,cin,PeerCe00,def_int_long,0,,,,,
player,201111060oti,cin,PeerCe00,pass_defended,0,,,,,
player,201111060oti,cin,PeerCe00,sacks,0.0,,,,,
player,201111060oti,cin,PeerCe00,tackles_combined,1,,,,,
player,201111060oti,cin,PeerCe00,tackles_solo,1,,,,,
player,201111060oti,cin,PeerCe00,tackles_assists,0,,,,,
player,201111060oti,cin,PeerCe00,tackles_loss,0,,,,,
player,201111060oti,cin,PeerCe00,qb_hits,0,,,,,
player,201111060oti,cin,PeerCe00,fumbles_rec,0,,,,,
player,201111060oti,cin,PeerCe00,fumbles_rec_yds,0,,,,,
player,201111060oti,cin,PeerCe00,fumbles_rec_td,0,,,,,
player,201111060oti,cin,PeerCe00,fumbles_forced,0,,,,,
player,201111060oti,cin,SimsPa99,def_int,0,,,,,
player,201111060oti,cin,SimsPa99,def_int_yds,0,,,,,
player,201111060oti,cin,SimsPa99,def_int_td,0,,,,,
player,201111060oti,cin,SimsPa99,def_int_long,0,,,,,
player,201111060oti,cin,SimsPa99,pass_defended,0,,,,,
player,201111060oti,cin,SimsPa99,sacks,0.0,,,,,
player,201111060oti,cin,SimsPa99,tackles_combined,1,,,,,
player,201111060oti,cin,SimsPa99,tackles_solo,1,,,,,
player,201111060oti,cin,SimsPa99,tackles_assists,0,,,,,
player,201111060oti,cin,SimsPa99,tackles_loss,0,,,,,
player,201111060oti,cin,SimsPa99,qb_hits,0,,,,,
player,201111060oti,cin,SimsPa99,fumbles_rec,0,,,,,
player,201111060oti,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201111060oti,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201111060oti,cin,SimsPa99,fumbles_forced,0,,,,,
player,201111060oti,cin,WilsGi20,def_int,0,,,,,
player,201111060oti,cin,WilsGi20,def_int_yds,0,,,,,
player,201111060oti,cin,WilsGi20,def_int_td,0,,,,,
player,201111060oti,cin,WilsGi20,def_int_long,0,,,,,
player,201111060oti,cin,WilsGi20,pass_defended,0,,,,,
player,201111060oti,cin,WilsGi20,sacks,0.0,,,,,
player,201111060oti,cin,WilsGi20,tackles_combined,1,,,,,
player,201111060oti,cin,WilsGi20,tackles_solo,0,,,,,
player,201111060oti,cin,WilsGi20,tackles_assists,1,,,,,
player,201111060oti,cin,WilsGi20,tackles_loss,0,,,,,
player,201111060oti,cin,WilsGi20,qb_hits,0,,,,,
player,201111060oti,cin,WilsGi20,fumbles_rec,0,,,,,
player,201111060oti,cin,WilsGi20,fumbles_rec_yds,0,,,,,
player,201111060oti,cin,WilsGi20,fumbles_rec_td,0,,,,,
player,201111060oti,cin,WilsGi20,fumbles_forced,0,,,,,
player,201111060oti,cin,JohnMi98,def_int,0,,,,,
player,201111060oti,cin,JohnMi98,def_int_yds,0,,,,,
player,201111060oti,cin,JohnMi98,def_int_td,0,,,,,
player,201111060oti,cin,JohnMi98,def_int_long,0,,,,,
player,201111060oti,cin,JohnMi98,pass_defended,1,,,,,
player,201111060oti,cin,JohnMi98,sacks,0.0,,,,,
player,201111060oti,cin,JohnMi98,tackles_combined,0,,,,,
player,201111060oti,cin,JohnMi98,tackles_solo,0,,,,,
player,201111060oti,cin,JohnMi98,tackles_assists,0,,,,,
player,201111060oti,cin,JohnMi98,tackles_loss,0,,,,,
player,201111060oti,cin,JohnMi98,qb_hits,0,,,,,
player,201111060oti,cin,JohnMi98,fumbles_rec,0,,,,,
player,201111060oti,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201111060oti,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201111060oti,cin,JohnMi98,fumbles_forced,0,,,,,
player,201111060oti,cin,TateBr00,def_int,0,,,,,
player,201111060oti,cin,TateBr00,def_int_yds,0,,,,,
player,201111060oti,cin,TateBr00,def_int_td,0,,,,,
player,201111060oti,cin,TateBr00,def_int_long,0,,,,,
player,201111060oti,cin,TateBr00,pass_defended,0,,,,,
player,201111060oti,cin,TateBr00,sacks,0.0,,,,,
player,201111060oti,cin,TateBr00,tackles_combined,0,,,,,
player,201111060oti,cin,TateBr00,tackles_solo,0,,,,,
player,201111060oti,cin,TateBr00,tackles_assists,0,,,,,
player,201111060oti,cin,TateBr00,tackles_loss,,,,,,
player,201111060oti,cin,TateBr00,qb_hits,,,,,,
player,201111060oti,cin,TateBr00,fumbles_rec,1,,,,,
player,201111060oti,cin,TateBr00,fumbles_rec_yds,0,,,,,
player,201111060oti,cin,TateBr00,fumbles_rec_td,0,,,,,
player,201111060oti,cin,TateBr00,fumbles_forced,0,,,,,
player,201111060oti,cin,FaneJo20,def_int,,,,,,
player,201111060oti,cin,FaneJo20,def_int_yds,,,,,,
player,201111060oti,cin,FaneJo20,def_int_td,,,,,,
player,201111060oti,cin,FaneJo20,def_int_long,,,,,,
player,201111060oti,cin,FaneJo20,pass_defended,0,,,,,
player,201111060oti,cin,FaneJo20,sacks,0.0,,,,,
player,201111060oti,cin,FaneJo20,tackles_combined,0,,,,,
player,201111060oti,cin,FaneJo20,tackles_solo,0,,,,,
player,201111060oti,cin,FaneJo20,tackles_assists,0,,,,,
player,201111060oti,cin,FaneJo20,tackles_loss,0,,,,,
player,201111060oti,cin,FaneJo20,qb_hits,1,,,,,
player,201111060oti,cin,FaneJo20,fumbles_rec,0,,,,,
player,201111060oti,cin,FaneJo20,fumbles_rec_yds,,,,,,
player,201111060oti,cin,FaneJo20,fumbles_rec_td,,,,,,
player,201111060oti,cin,FaneJo20,fumbles_forced,0,,,,,
player,201111060oti,oti,SmitSh20,def_int,0,,,,,
player,201111060oti,oti,SmitSh20,def_int_yds,0,,,,,
player,201111060oti,oti,SmitSh20,def_int_td,0,,,,,
player,201111060oti,oti,SmitSh20,def_int_long,0,,,,,
player,201111060oti,oti,SmitSh20,pass_defended,0,,,,,
player,201111060oti,oti,SmitSh20,sacks,1.0,,,,,
player,201111060oti,oti,SmitSh20,tackles_combined,4,,,,,
player,201111060oti,oti,SmitSh20,tackles_solo,3,,,,,
player,201111060oti,oti,SmitSh20,tackles_assists,1,,,,,
player,201111060oti,oti,SmitSh20,tackles_loss,2,,,,,
player,201111060oti,oti,SmitSh20,qb_hits,1,,,,,
player,201111060oti,oti,SmitSh20,fumbles_rec,0,,,,,
player,201111060oti,oti,SmitSh20,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,SmitSh20,fumbles_rec_td,0,,,,,
player,201111060oti,oti,SmitSh20,fumbles_forced,0,,,,,
player,201111060oti,oti,BabiJo21,def_int,0,,,,,
player,201111060oti,oti,BabiJo21,def_int_yds,0,,,,,
player,201111060oti,oti,BabiJo21,def_int_td,0,,,,,
player,201111060oti,oti,BabiJo21,def_int_long,0,,,,,
player,201111060oti,oti,BabiJo21,pass_defended,1,,,,,
player,201111060oti,oti,BabiJo21,sacks,0.0,,,,,
player,201111060oti,oti,BabiJo21,tackles_combined,12,,,,,
player,201111060oti,oti,BabiJo21,tackles_solo,11,,,,,
player,201111060oti,oti,BabiJo21,tackles_assists,1,,,,,
player,201111060oti,oti,BabiJo21,tackles_loss,0,,,,,
player,201111060oti,oti,BabiJo21,qb_hits,0,,,,,
player,201111060oti,oti,BabiJo21,fumbles_rec,0,,,,,
player,201111060oti,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201111060oti,oti,BabiJo21,fumbles_forced,0,,,,,
player,201111060oti,oti,McCoJa99,def_int,0,,,,,
player,201111060oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201111060oti,oti,McCoJa99,def_int_td,0,,,,,
player,201111060oti,oti,McCoJa99,def_int_long,0,,,,,
player,201111060oti,oti,McCoJa99,pass_defended,0,,,,,
player,201111060oti,oti,McCoJa99,sacks,0.0,,,,,
player,201111060oti,oti,McCoJa99,tackles_combined,8,,,,,
player,201111060oti,oti,McCoJa99,tackles_solo,6,,,,,
player,201111060oti,oti,McCoJa99,tackles_assists,2,,,,,
player,201111060oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201111060oti,oti,McCoJa99,qb_hits,0,,,,,
player,201111060oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201111060oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201111060oti,oti,VernAl99,def_int,0,,,,,
player,201111060oti,oti,VernAl99,def_int_yds,0,,,,,
player,201111060oti,oti,VernAl99,def_int_td,0,,,,,
player,201111060oti,oti,VernAl99,def_int_long,0,,,,,
player,201111060oti,oti,VernAl99,pass_defended,1,,,,,
player,201111060oti,oti,VernAl99,sacks,0.0,,,,,
player,201111060oti,oti,VernAl99,tackles_combined,7,,,,,
player,201111060oti,oti,VernAl99,tackles_solo,6,,,,,
player,201111060oti,oti,VernAl99,tackles_assists,1,,,,,
player,201111060oti,oti,VernAl99,tackles_loss,0,,,,,
player,201111060oti,oti,VernAl99,qb_hits,0,,,,,
player,201111060oti,oti,VernAl99,fumbles_rec,0,,,,,
player,201111060oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201111060oti,oti,AyerAk00,def_int,0,,,,,
player,201111060oti,oti,AyerAk00,def_int_yds,0,,,,,
player,201111060oti,oti,AyerAk00,def_int_td,0,,,,,
player,201111060oti,oti,AyerAk00,def_int_long,0,,,,,
player,201111060oti,oti,AyerAk00,pass_defended,0,,,,,
player,201111060oti,oti,AyerAk00,sacks,0.0,,,,,
player,201111060oti,oti,AyerAk00,tackles_combined,6,,,,,
player,201111060oti,oti,AyerAk00,tackles_solo,2,,,,,
player,201111060oti,oti,AyerAk00,tackles_assists,4,,,,,
player,201111060oti,oti,AyerAk00,tackles_loss,0,,,,,
player,201111060oti,oti,AyerAk00,qb_hits,0,,,,,
player,201111060oti,oti,AyerAk00,fumbles_rec,0,,,,,
player,201111060oti,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201111060oti,oti,AyerAk00,fumbles_forced,0,,,,,
player,201111060oti,oti,GrifMi99,def_int,0,,,,,
player,201111060oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201111060oti,oti,GrifMi99,def_int_td,0,,,,,
player,201111060oti,oti,GrifMi99,def_int_long,0,,,,,
player,201111060oti,oti,GrifMi99,pass_defended,0,,,,,
player,201111060oti,oti,GrifMi99,sacks,0.0,,,,,
player,201111060oti,oti,GrifMi99,tackles_combined,4,,,,,
player,201111060oti,oti,GrifMi99,tackles_solo,3,,,,,
player,201111060oti,oti,GrifMi99,tackles_assists,1,,,,,
player,201111060oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201111060oti,oti,GrifMi99,qb_hits,0,,,,,
player,201111060oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201111060oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201111060oti,oti,RuudBa20,def_int,0,,,,,
player,201111060oti,oti,RuudBa20,def_int_yds,0,,,,,
player,201111060oti,oti,RuudBa20,def_int_td,0,,,,,
player,201111060oti,oti,RuudBa20,def_int_long,0,,,,,
player,201111060oti,oti,RuudBa20,pass_defended,1,,,,,
player,201111060oti,oti,RuudBa20,sacks,0.0,,,,,
player,201111060oti,oti,RuudBa20,tackles_combined,4,,,,,
player,201111060oti,oti,RuudBa20,tackles_solo,2,,,,,
player,201111060oti,oti,RuudBa20,tackles_assists,2,,,,,
player,201111060oti,oti,RuudBa20,tackles_loss,0,,,,,
player,201111060oti,oti,RuudBa20,qb_hits,0,,,,,
player,201111060oti,oti,RuudBa20,fumbles_rec,0,,,,,
player,201111060oti,oti,RuudBa20,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,RuudBa20,fumbles_rec_td,0,,,,,
player,201111060oti,oti,RuudBa20,fumbles_forced,0,,,,,
player,201111060oti,oti,CaseJu00,def_int,0,,,,,
player,201111060oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201111060oti,oti,CaseJu00,def_int_td,0,,,,,
player,201111060oti,oti,CaseJu00,def_int_long,0,,,,,
player,201111060oti,oti,CaseJu00,pass_defended,0,,,,,
player,201111060oti,oti,CaseJu00,sacks,0.0,,,,,
player,201111060oti,oti,CaseJu00,tackles_combined,3,,,,,
player,201111060oti,oti,CaseJu00,tackles_solo,1,,,,,
player,201111060oti,oti,CaseJu00,tackles_assists,2,,,,,
player,201111060oti,oti,CaseJu00,tackles_loss,0,,,,,
player,201111060oti,oti,CaseJu00,qb_hits,0,,,,,
player,201111060oti,oti,CaseJu00,fumbles_rec,0,,,,,
player,201111060oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201111060oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201111060oti,oti,FinnCo20,def_int,0,,,,,
player,201111060oti,oti,FinnCo20,def_int_yds,0,,,,,
player,201111060oti,oti,FinnCo20,def_int_td,0,,,,,
player,201111060oti,oti,FinnCo20,def_int_long,0,,,,,
player,201111060oti,oti,FinnCo20,pass_defended,2,,,,,
player,201111060oti,oti,FinnCo20,sacks,0.0,,,,,
player,201111060oti,oti,FinnCo20,tackles_combined,3,,,,,
player,201111060oti,oti,FinnCo20,tackles_solo,2,,,,,
player,201111060oti,oti,FinnCo20,tackles_assists,1,,,,,
player,201111060oti,oti,FinnCo20,tackles_loss,1,,,,,
player,201111060oti,oti,FinnCo20,qb_hits,0,,,,,
player,201111060oti,oti,FinnCo20,fumbles_rec,0,,,,,
player,201111060oti,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201111060oti,oti,FinnCo20,fumbles_forced,0,,,,,
player,201111060oti,oti,JoneJa99,def_int,0,,,,,
player,201111060oti,oti,JoneJa99,def_int_yds,0,,,,,
player,201111060oti,oti,JoneJa99,def_int_td,0,,,,,
player,201111060oti,oti,JoneJa99,def_int_long,0,,,,,
player,201111060oti,oti,JoneJa99,pass_defended,0,,,,,
player,201111060oti,oti,JoneJa99,sacks,0.0,,,,,
player,201111060oti,oti,JoneJa99,tackles_combined,3,,,,,
player,201111060oti,oti,JoneJa99,tackles_solo,2,,,,,
player,201111060oti,oti,JoneJa99,tackles_assists,1,,,,,
player,201111060oti,oti,JoneJa99,tackles_loss,0,,,,,
player,201111060oti,oti,JoneJa99,qb_hits,0,,,,,
player,201111060oti,oti,JoneJa99,fumbles_rec,0,,,,,
player,201111060oti,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,JoneJa99,fumbles_forced,0,,,,,
player,201111060oti,oti,MorgDe99,def_int,0,,,,,
player,201111060oti,oti,MorgDe99,def_int_yds,0,,,,,
player,201111060oti,oti,MorgDe99,def_int_td,0,,,,,
player,201111060oti,oti,MorgDe99,def_int_long,0,,,,,
player,201111060oti,oti,MorgDe99,pass_defended,0,,,,,
player,201111060oti,oti,MorgDe99,sacks,0.0,,,,,
player,201111060oti,oti,MorgDe99,tackles_combined,2,,,,,
player,201111060oti,oti,MorgDe99,tackles_solo,1,,,,,
player,201111060oti,oti,MorgDe99,tackles_assists,1,,,,,
player,201111060oti,oti,MorgDe99,tackles_loss,1,,,,,
player,201111060oti,oti,MorgDe99,qb_hits,1,,,,,
player,201111060oti,oti,MorgDe99,fumbles_rec,0,,,,,
player,201111060oti,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,MorgDe99,fumbles_forced,0,,,,,
player,201111060oti,oti,ShawTi99,def_int,0,,,,,
player,201111060oti,oti,ShawTi99,def_int_yds,0,,,,,
player,201111060oti,oti,ShawTi99,def_int_td,0,,,,,
player,201111060oti,oti,ShawTi99,def_int_long,0,,,,,
player,201111060oti,oti,ShawTi99,pass_defended,0,,,,,
player,201111060oti,oti,ShawTi99,sacks,0.0,,,,,
player,201111060oti,oti,ShawTi99,tackles_combined,2,,,,,
player,201111060oti,oti,ShawTi99,tackles_solo,2,,,,,
player,201111060oti,oti,ShawTi99,tackles_assists,0,,,,,
player,201111060oti,oti,ShawTi99,tackles_loss,0,,,,,
player,201111060oti,oti,ShawTi99,qb_hits,0,,,,,
player,201111060oti,oti,ShawTi99,fumbles_rec,0,,,,,
player,201111060oti,oti,ShawTi99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,ShawTi99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,ShawTi99,fumbles_forced,0,,,,,
player,201111060oti,oti,WithWi20,def_int,0,,,,,
player,201111060oti,oti,WithWi20,def_int_yds,0,,,,,
player,201111060oti,oti,WithWi20,def_int_td,0,,,,,
player,201111060oti,oti,WithWi20,def_int_long,0,,,,,
player,201111060oti,oti,WithWi20,pass_defended,0,,,,,
player,201111060oti,oti,WithWi20,sacks,0.0,,,,,
player,201111060oti,oti,WithWi20,tackles_combined,2,,,,,
player,201111060oti,oti,WithWi20,tackles_solo,1,,,,,
player,201111060oti,oti,WithWi20,tackles_assists,1,,,,,
player,201111060oti,oti,WithWi20,tackles_loss,0,,,,,
player,201111060oti,oti,WithWi20,qb_hits,0,,,,,
player,201111060oti,oti,WithWi20,fumbles_rec,0,,,,,
player,201111060oti,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201111060oti,oti,WithWi20,fumbles_forced,0,,,,,
player,201111060oti,oti,BailPa99,def_int,0,,,,,
player,201111060oti,oti,BailPa99,def_int_yds,0,,,,,
player,201111060oti,oti,BailPa99,def_int_td,0,,,,,
player,201111060oti,oti,BailPa99,def_int_long,0,,,,,
player,201111060oti,oti,BailPa99,pass_defended,0,,,,,
player,201111060oti,oti,BailPa99,sacks,0.0,,,,,
player,201111060oti,oti,BailPa99,tackles_combined,1,,,,,
player,201111060oti,oti,BailPa99,tackles_solo,1,,,,,
player,201111060oti,oti,BailPa99,tackles_assists,0,,,,,
player,201111060oti,oti,BailPa99,tackles_loss,0,,,,,
player,201111060oti,oti,BailPa99,qb_hits,0,,,,,
player,201111060oti,oti,BailPa99,fumbles_rec,0,,,,,
player,201111060oti,oti,BailPa99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,BailPa99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,BailPa99,fumbles_forced,0,,,,,
player,201111060oti,oti,CampTo00,def_int,0,,,,,
player,201111060oti,oti,CampTo00,def_int_yds,0,,,,,
player,201111060oti,oti,CampTo00,def_int_td,0,,,,,
player,201111060oti,oti,CampTo00,def_int_long,0,,,,,
player,201111060oti,oti,CampTo00,pass_defended,0,,,,,
player,201111060oti,oti,CampTo00,sacks,0.0,,,,,
player,201111060oti,oti,CampTo00,tackles_combined,1,,,,,
player,201111060oti,oti,CampTo00,tackles_solo,0,,,,,
player,201111060oti,oti,CampTo00,tackles_assists,1,,,,,
player,201111060oti,oti,CampTo00,tackles_loss,0,,,,,
player,201111060oti,oti,CampTo00,qb_hits,0,,,,,
player,201111060oti,oti,CampTo00,fumbles_rec,0,,,,,
player,201111060oti,oti,CampTo00,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,CampTo00,fumbles_rec_td,0,,,,,
player,201111060oti,oti,CampTo00,fumbles_forced,0,,,,,
player,201111060oti,oti,HawkCh00,def_int,0,,,,,
player,201111060oti,oti,HawkCh00,def_int_yds,0,,,,,
player,201111060oti,oti,HawkCh00,def_int_td,0,,,,,
player,201111060oti,oti,HawkCh00,def_int_long,0,,,,,
player,201111060oti,oti,HawkCh00,pass_defended,0,,,,,
player,201111060oti,oti,HawkCh00,sacks,0.0,,,,,
player,201111060oti,oti,HawkCh00,tackles_combined,1,,,,,
player,201111060oti,oti,HawkCh00,tackles_solo,1,,,,,
player,201111060oti,oti,HawkCh00,tackles_assists,0,,,,,
player,201111060oti,oti,HawkCh00,tackles_loss,0,,,,,
player,201111060oti,oti,HawkCh00,qb_hits,0,,,,,
player,201111060oti,oti,HawkCh00,fumbles_rec,0,,,,,
player,201111060oti,oti,HawkCh00,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,HawkCh00,fumbles_rec_td,0,,,,,
player,201111060oti,oti,HawkCh00,fumbles_forced,0,,,,,
player,201111060oti,oti,KlugKa00,def_int,0,,,,,
player,201111060oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201111060oti,oti,KlugKa00,def_int_td,0,,,,,
player,201111060oti,oti,KlugKa00,def_int_long,0,,,,,
player,201111060oti,oti,KlugKa00,pass_defended,0,,,,,
player,201111060oti,oti,KlugKa00,sacks,0.0,,,,,
player,201111060oti,oti,KlugKa00,tackles_combined,1,,,,,
player,201111060oti,oti,KlugKa00,tackles_solo,1,,,,,
player,201111060oti,oti,KlugKa00,tackles_assists,0,,,,,
player,201111060oti,oti,KlugKa00,tackles_loss,0,,,,,
player,201111060oti,oti,KlugKa00,qb_hits,0,,,,,
player,201111060oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201111060oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201111060oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201111060oti,oti,MarkSe99,def_int,0,,,,,
player,201111060oti,oti,MarkSe99,def_int_yds,0,,,,,
player,201111060oti,oti,MarkSe99,def_int_td,0,,,,,
player,201111060oti,oti,MarkSe99,def_int_long,0,,,,,
player,201111060oti,oti,MarkSe99,pass_defended,0,,,,,
player,201111060oti,oti,MarkSe99,sacks,0.0,,,,,
player,201111060oti,oti,MarkSe99,tackles_combined,1,,,,,
player,201111060oti,oti,MarkSe99,tackles_solo,0,,,,,
player,201111060oti,oti,MarkSe99,tackles_assists,1,,,,,
player,201111060oti,oti,MarkSe99,tackles_loss,0,,,,,
player,201111060oti,oti,MarkSe99,qb_hits,0,,,,,
player,201111060oti,oti,MarkSe99,fumbles_rec,0,,,,,
player,201111060oti,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,MarkSe99,fumbles_forced,0,,,,,
player,201111060oti,oti,McRaGe99,def_int,0,,,,,
player,201111060oti,oti,McRaGe99,def_int_yds,0,,,,,
player,201111060oti,oti,McRaGe99,def_int_td,0,,,,,
player,201111060oti,oti,McRaGe99,def_int_long,0,,,,,
player,201111060oti,oti,McRaGe99,pass_defended,0,,,,,
player,201111060oti,oti,McRaGe99,sacks,0.0,,,,,
player,201111060oti,oti,McRaGe99,tackles_combined,1,,,,,
player,201111060oti,oti,McRaGe99,tackles_solo,1,,,,,
player,201111060oti,oti,McRaGe99,tackles_assists,0,,,,,
player,201111060oti,oti,McRaGe99,tackles_loss,0,,,,,
player,201111060oti,oti,McRaGe99,qb_hits,0,,,,,
player,201111060oti,oti,McRaGe99,fumbles_rec,0,,,,,
player,201111060oti,oti,McRaGe99,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,McRaGe99,fumbles_rec_td,0,,,,,
player,201111060oti,oti,McRaGe99,fumbles_forced,0,,,,,
player,201111060oti,oti,MariMa00,def_int,0,,,,,
player,201111060oti,oti,MariMa00,def_int_yds,0,,,,,
player,201111060oti,oti,MariMa00,def_int_td,0,,,,,
player,201111060oti,oti,MariMa00,def_int_long,0,,,,,
player,201111060oti,oti,MariMa00,pass_defended,0,,,,,
player,201111060oti,oti,MariMa00,sacks,0.0,,,,,
player,201111060oti,oti,MariMa00,tackles_combined,0,,,,,
player,201111060oti,oti,MariMa00,tackles_solo,0,,,,,
player,201111060oti,oti,MariMa00,tackles_assists,0,,,,,
player,201111060oti,oti,MariMa00,tackles_loss,0,,,,,
player,201111060oti,oti,MariMa00,qb_hits,0,,,,,
player,201111060oti,oti,MariMa00,fumbles_rec,1,,,,,
player,201111060oti,oti,MariMa00,fumbles_rec_yds,0,,,,,
player,201111060oti,oti,MariMa00,fumbles_rec_td,0,,,,,
player,201111060oti,oti,MariMa00,fumbles_forced,0,,,,,
player,201111060oti,cin,TateBr00,kick_ret,3,,,,,
player,201111060oti,cin,TateBr00,kick_ret_yds,51,,,,,
player,201111060oti,cin,TateBr00,kick_ret_yds_per_ret,17.0,,,,,
player,201111060oti,cin,TateBr00,kick_ret_td,0,,,,,
player,201111060oti,cin,TateBr00,kick_ret_long,21,,,,,
player,201111060oti,cin,TateBr00,punt_ret,5,,,,,
player,201111060oti,cin,TateBr00,punt_ret_yds,9,,,,,
player,201111060oti,cin,TateBr00,punt_ret_yds_per_ret,1.8,,,,,
player,201111060oti,cin,TateBr00,punt_ret_td,0,,,,,
player,201111060oti,cin,TateBr00,punt_ret_long,5,,,,,
player,201111060oti,oti,MariMa00,kick_ret,1,,,,,
player,201111060oti,oti,MariMa00,kick_ret_yds,27,,,,,
player,201111060oti,oti,MariMa00,kick_ret_yds_per_ret,27.0,,,,,
player,201111060oti,oti,MariMa00,kick_ret_td,0,,,,,
player,201111060oti,oti,MariMa00,kick_ret_long,27,,,,,
player,201111060oti,oti,MariMa00,punt_ret,1,,,,,
player,201111060oti,oti,MariMa00,punt_ret_yds,8,,,,,
player,201111060oti,oti,MariMa00,punt_ret_yds_per_ret,8.0,,,,,
player,201111060oti,oti,MariMa00,punt_ret_td,0,,,,,
player,201111060oti,oti,MariMa00,punt_ret_long,8,,,,,
player,201111060oti,oti,CampTo00,kick_ret,0,,,,,
player,201111060oti,oti,CampTo00,kick_ret_yds,0,,,,,
player,201111060oti,oti,CampTo00,kick_ret_yds_per_ret,,,,,,
player,201111060oti,oti,CampTo00,kick_ret_td,0,,,,,
player,201111060oti,oti,CampTo00,kick_ret_long,0,,,,,
player,201111060oti,oti,CampTo00,punt_ret,1,,,,,
player,201111060oti,oti,CampTo00,punt_ret_yds,0,,,,,
player,201111060oti,oti,CampTo00,punt_ret_yds_per_ret,0.0,,,,,
player,201111060oti,oti,CampTo00,punt_ret_td,0,,,,,
player,201111060oti,oti,CampTo00,punt_ret_long,0,,,,,
player,201111060oti,cin,nugenmik01,xpm,3,,,,,
player,201111060oti,cin,nugenmik01,xpa,3,,,,,
player,201111060oti,cin,nugenmik01,fgm,1,,,,,
player,201111060oti,cin,nugenmik01,fga,1,,,,,
player,201111060oti,cin,nugenmik01,punt,0,,,,,
player,201111060oti,cin,nugenmik01,punt_yds,0,,,,,
player,201111060oti,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201111060oti,cin,nugenmik01,punt_long,0,,,,,
player,201111060oti,cin,HubeKe20,xpm,,,,,,
player,201111060oti,cin,HubeKe20,xpa,,,,,,
player,201111060oti,cin,HubeKe20,fgm,,,,,,
player,201111060oti,cin,HubeKe20,fga,,,,,,
player,201111060oti,cin,HubeKe20,punt,7,,,,,
player,201111060oti,cin,HubeKe20,punt_yds,308,,,,,
player,201111060oti,cin,HubeKe20,punt_yds_per_punt,44.0,,,,,
player,201111060oti,cin,HubeKe20,punt_long,57,,,,,
player,201111060oti,oti,bironrob01,xpm,2,,,,,
player,201111060oti,oti,bironrob01,xpa,2,,,,,
player,201111060oti,oti,bironrob01,fgm,1,,,,,
