game,2011,16,20111224,201112240nyj,nyg,"New York Giants",29,nyj,"New York Jets",14
player,201112240nyj,nyg,PhilKe99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,PhilKe99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,PhilKe99,fumbles_forced,0,,,,,
player,201112240nyj,nyg,PierJa99,def_int,0,,,,,
player,201112240nyj,nyg,PierJa99,def_int_yds,0,,,,,
player,201112240nyj,nyg,PierJa99,def_int_td,0,,,,,
player,201112240nyj,nyg,PierJa99,def_int_long,0,,,,,
player,201112240nyj,nyg,PierJa99,pass_defended,0,,,,,
player,201112240nyj,nyg,PierJa99,sacks,2.0,,,,,
player,201112240nyj,nyg,PierJa99,tackles_combined,5,,,,,
player,201112240nyj,nyg,PierJa99,tackles_solo,4,,,,,
player,201112240nyj,nyg,PierJa99,tackles_assists,1,,,,,
player,201112240nyj,nyg,PierJa99,tackles_loss,2,,,,,
player,201112240nyj,nyg,PierJa99,qb_hits,3,,,,,
player,201112240nyj,nyg,PierJa99,fumbles_rec,0,,,,,
player,201112240nyj,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,PierJa99,fumbles_forced,0,,,,,
player,201112240nyj,nyg,TuckJu20,def_int,0,,,,,
player,201112240nyj,nyg,TuckJu20,def_int_yds,0,,,,,
player,201112240nyj,nyg,TuckJu20,def_int_td,0,,,,,
player,201112240nyj,nyg,TuckJu20,def_int_long,0,,,,,
player,201112240nyj,nyg,TuckJu20,pass_defended,2,,,,,
player,201112240nyj,nyg,TuckJu20,sacks,1.0,,,,,
player,201112240nyj,nyg,TuckJu20,tackles_combined,4,,,,,
player,201112240nyj,nyg,TuckJu20,tackles_solo,4,,,,,
player,201112240nyj,nyg,TuckJu20,tackles_assists,0,,,,,
player,201112240nyj,nyg,TuckJu20,tackles_loss,1,,,,,
player,201112240nyj,nyg,TuckJu20,qb_hits,1,,,,,
player,201112240nyj,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201112240nyj,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201112240nyj,nyg,CantCh21,def_int,0,,,,,
player,201112240nyj,nyg,CantCh21,def_int_yds,0,,,,,
player,201112240nyj,nyg,CantCh21,def_int_td,0,,,,,
player,201112240nyj,nyg,CantCh21,def_int_long,0,,,,,
player,201112240nyj,nyg,CantCh21,pass_defended,0,,,,,
player,201112240nyj,nyg,CantCh21,sacks,1.0,,,,,
player,201112240nyj,nyg,CantCh21,tackles_combined,3,,,,,
player,201112240nyj,nyg,CantCh21,tackles_solo,3,,,,,
player,201112240nyj,nyg,CantCh21,tackles_assists,0,,,,,
player,201112240nyj,nyg,CantCh21,tackles_loss,1,,,,,
player,201112240nyj,nyg,CantCh21,qb_hits,1,,,,,
player,201112240nyj,nyg,CantCh21,fumbles_rec,0,,,,,
player,201112240nyj,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,CantCh21,fumbles_forced,0,,,,,
player,201112240nyj,nyg,TollDa99,def_int,0,,,,,
player,201112240nyj,nyg,TollDa99,def_int_yds,0,,,,,
player,201112240nyj,nyg,TollDa99,def_int_td,0,,,,,
player,201112240nyj,nyg,TollDa99,def_int_long,0,,,,,
player,201112240nyj,nyg,TollDa99,pass_defended,1,,,,,
player,201112240nyj,nyg,TollDa99,sacks,1.0,,,,,
player,201112240nyj,nyg,TollDa99,tackles_combined,1,,,,,
player,201112240nyj,nyg,TollDa99,tackles_solo,1,,,,,
player,201112240nyj,nyg,TollDa99,tackles_assists,0,,,,,
player,201112240nyj,nyg,TollDa99,tackles_loss,1,,,,,
player,201112240nyj,nyg,TollDa99,qb_hits,1,,,,,
player,201112240nyj,nyg,TollDa99,fumbles_rec,0,,,,,
player,201112240nyj,nyg,TollDa99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,TollDa99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,TollDa99,fumbles_forced,0,,,,,
player,201112240nyj,nyg,RollAn20,def_int,0,,,,,
player,201112240nyj,nyg,RollAn20,def_int_yds,0,,,,,
player,201112240nyj,nyg,RollAn20,def_int_td,0,,,,,
player,201112240nyj,nyg,RollAn20,def_int_long,0,,,,,
player,201112240nyj,nyg,RollAn20,pass_defended,0,,,,,
player,201112240nyj,nyg,RollAn20,sacks,0.0,,,,,
player,201112240nyj,nyg,RollAn20,tackles_combined,7,,,,,
player,201112240nyj,nyg,RollAn20,tackles_solo,7,,,,,
player,201112240nyj,nyg,RollAn20,tackles_assists,0,,,,,
player,201112240nyj,nyg,RollAn20,tackles_loss,0,,,,,
player,201112240nyj,nyg,RollAn20,qb_hits,0,,,,,
player,201112240nyj,nyg,RollAn20,fumbles_rec,0,,,,,
player,201112240nyj,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,RollAn20,fumbles_forced,0,,,,,
player,201112240nyj,nyg,BlacCh21,def_int,0,,,,,
player,201112240nyj,nyg,BlacCh21,def_int_yds,0,,,,,
player,201112240nyj,nyg,BlacCh21,def_int_td,0,,,,,
player,201112240nyj,nyg,BlacCh21,def_int_long,0,,,,,
player,201112240nyj,nyg,BlacCh21,pass_defended,0,,,,,
player,201112240nyj,nyg,BlacCh21,sacks,0.0,,,,,
player,201112240nyj,nyg,BlacCh21,tackles_combined,6,,,,,
player,201112240nyj,nyg,BlacCh21,tackles_solo,6,,,,,
player,201112240nyj,nyg,BlacCh21,tackles_assists,0,,,,,
player,201112240nyj,nyg,BlacCh21,tackles_loss,1,,,,,
player,201112240nyj,nyg,BlacCh21,qb_hits,0,,,,,
player,201112240nyj,nyg,BlacCh21,fumbles_rec,0,,,,,
player,201112240nyj,nyg,BlacCh21,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,BlacCh21,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,BlacCh21,fumbles_forced,0,,,,,
player,201112240nyj,nyg,GranDe21,def_int,0,,,,,
player,201112240nyj,nyg,GranDe21,def_int_yds,0,,,,,
player,201112240nyj,nyg,GranDe21,def_int_td,0,,,,,
player,201112240nyj,nyg,GranDe21,def_int_long,0,,,,,
player,201112240nyj,nyg,GranDe21,pass_defended,2,,,,,
player,201112240nyj,nyg,GranDe21,sacks,0.0,,,,,
player,201112240nyj,nyg,GranDe21,tackles_combined,5,,,,,
player,201112240nyj,nyg,GranDe21,tackles_solo,5,,,,,
player,201112240nyj,nyg,GranDe21,tackles_assists,0,,,,,
player,201112240nyj,nyg,GranDe21,tackles_loss,0,,,,,
player,201112240nyj,nyg,GranDe21,qb_hits,0,,,,,
player,201112240nyj,nyg,GranDe21,fumbles_rec,0,,,,,
player,201112240nyj,nyg,GranDe21,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,GranDe21,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,GranDe21,fumbles_forced,0,,,,,
player,201112240nyj,nyg,WillJa02,def_int,0,,,,,
player,201112240nyj,nyg,WillJa02,def_int_yds,0,,,,,
player,201112240nyj,nyg,WillJa02,def_int_td,0,,,,,
player,201112240nyj,nyg,WillJa02,def_int_long,0,,,,,
player,201112240nyj,nyg,WillJa02,pass_defended,1,,,,,
player,201112240nyj,nyg,WillJa02,sacks,0.0,,,,,
player,201112240nyj,nyg,WillJa02,tackles_combined,5,,,,,
player,201112240nyj,nyg,WillJa02,tackles_solo,5,,,,,
player,201112240nyj,nyg,WillJa02,tackles_assists,0,,,,,
player,201112240nyj,nyg,WillJa02,tackles_loss,0,,,,,
player,201112240nyj,nyg,WillJa02,qb_hits,0,,,,,
player,201112240nyj,nyg,WillJa02,fumbles_rec,1,,,,,
player,201112240nyj,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,WillJa02,fumbles_forced,0,,,,,
player,201112240nyj,nyg,BoleMi20,def_int,0,,,,,
player,201112240nyj,nyg,BoleMi20,def_int_yds,0,,,,,
player,201112240nyj,nyg,BoleMi20,def_int_td,0,,,,,
player,201112240nyj,nyg,BoleMi20,def_int_long,0,,,,,
player,201112240nyj,nyg,BoleMi20,pass_defended,0,,,,,
player,201112240nyj,nyg,BoleMi20,sacks,0.0,,,,,
player,201112240nyj,nyg,BoleMi20,tackles_combined,4,,,,,
player,201112240nyj,nyg,BoleMi20,tackles_solo,4,,,,,
player,201112240nyj,nyg,BoleMi20,tackles_assists,0,,,,,
player,201112240nyj,nyg,BoleMi20,tackles_loss,0,,,,,
player,201112240nyj,nyg,BoleMi20,qb_hits,0,,,,,
player,201112240nyj,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201112240nyj,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,BoleMi20,fumbles_forced,0,,,,,
player,201112240nyj,nyg,JoseLi99,def_int,0,,,,,
player,201112240nyj,nyg,JoseLi99,def_int_yds,0,,,,,
player,201112240nyj,nyg,JoseLi99,def_int_td,0,,,,,
player,201112240nyj,nyg,JoseLi99,def_int_long,0,,,,,
player,201112240nyj,nyg,JoseLi99,pass_defended,1,,,,,
player,201112240nyj,nyg,JoseLi99,sacks,0.0,,,,,
player,201112240nyj,nyg,JoseLi99,tackles_combined,4,,,,,
player,201112240nyj,nyg,JoseLi99,tackles_solo,3,,,,,
player,201112240nyj,nyg,JoseLi99,tackles_assists,1,,,,,
player,201112240nyj,nyg,JoseLi99,tackles_loss,0,,,,,
player,201112240nyj,nyg,JoseLi99,qb_hits,0,,,,,
player,201112240nyj,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201112240nyj,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201112240nyj,nyg,RossAa99,def_int,0,,,,,
player,201112240nyj,nyg,RossAa99,def_int_yds,0,,,,,
player,201112240nyj,nyg,RossAa99,def_int_td,0,,,,,
player,201112240nyj,nyg,RossAa99,def_int_long,0,,,,,
player,201112240nyj,nyg,RossAa99,pass_defended,1,,,,,
player,201112240nyj,nyg,RossAa99,sacks,0.0,,,,,
player,201112240nyj,nyg,RossAa99,tackles_combined,4,,,,,
player,201112240nyj,nyg,RossAa99,tackles_solo,4,,,,,
player,201112240nyj,nyg,RossAa99,tackles_assists,0,,,,,
player,201112240nyj,nyg,RossAa99,tackles_loss,0,,,,,
player,201112240nyj,nyg,RossAa99,qb_hits,0,,,,,
player,201112240nyj,nyg,RossAa99,fumbles_rec,0,,,,,
player,201112240nyj,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,RossAa99,fumbles_forced,0,,,,,
player,201112240nyj,nyg,DeOsZa99,def_int,0,,,,,
player,201112240nyj,nyg,DeOsZa99,def_int_yds,0,,,,,
player,201112240nyj,nyg,DeOsZa99,def_int_td,0,,,,,
player,201112240nyj,nyg,DeOsZa99,def_int_long,0,,,,,
player,201112240nyj,nyg,DeOsZa99,pass_defended,0,,,,,
player,201112240nyj,nyg,DeOsZa99,sacks,0.0,,,,,
player,201112240nyj,nyg,DeOsZa99,tackles_combined,2,,,,,
player,201112240nyj,nyg,DeOsZa99,tackles_solo,2,,,,,
player,201112240nyj,nyg,DeOsZa99,tackles_assists,0,,,,,
player,201112240nyj,nyg,DeOsZa99,tackles_loss,0,,,,,
player,201112240nyj,nyg,DeOsZa99,qb_hits,0,,,,,
player,201112240nyj,nyg,DeOsZa99,fumbles_rec,0,,,,,
player,201112240nyj,nyg,DeOsZa99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,DeOsZa99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,DeOsZa99,fumbles_forced,0,,,,,
player,201112240nyj,nyg,KiwaMa20,def_int,0,,,,,
player,201112240nyj,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201112240nyj,nyg,KiwaMa20,def_int_td,0,,,,,
player,201112240nyj,nyg,KiwaMa20,def_int_long,0,,,,,
player,201112240nyj,nyg,KiwaMa20,pass_defended,0,,,,,
player,201112240nyj,nyg,KiwaMa20,sacks,0.0,,,,,
player,201112240nyj,nyg,KiwaMa20,tackles_combined,2,,,,,
player,201112240nyj,nyg,KiwaMa20,tackles_solo,2,,,,,
player,201112240nyj,nyg,KiwaMa20,tackles_assists,0,,,,,
player,201112240nyj,nyg,KiwaMa20,tackles_loss,1,,,,,
player,201112240nyj,nyg,KiwaMa20,qb_hits,0,,,,,
player,201112240nyj,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201112240nyj,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201112240nyj,nyg,PaysSp00,def_int,0,,,,,
player,201112240nyj,nyg,PaysSp00,def_int_yds,0,,,,,
player,201112240nyj,nyg,PaysSp00,def_int_td,0,,,,,
player,201112240nyj,nyg,PaysSp00,def_int_long,0,,,,,
player,201112240nyj,nyg,PaysSp00,pass_defended,0,,,,,
player,201112240nyj,nyg,PaysSp00,sacks,0.0,,,,,
player,201112240nyj,nyg,PaysSp00,tackles_combined,2,,,,,
player,201112240nyj,nyg,PaysSp00,tackles_solo,2,,,,,
player,201112240nyj,nyg,PaysSp00,tackles_assists,0,,,,,
player,201112240nyj,nyg,PaysSp00,tackles_loss,0,,,,,
player,201112240nyj,nyg,PaysSp00,qb_hits,0,,,,,
player,201112240nyj,nyg,PaysSp00,fumbles_rec,0,,,,,
player,201112240nyj,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201112240nyj,nyg,BlacWi20,def_int,0,,,,,
player,201112240nyj,nyg,BlacWi20,def_int_yds,0,,,,,
player,201112240nyj,nyg,BlacWi20,def_int_td,0,,,,,
player,201112240nyj,nyg,BlacWi20,def_int_long,0,,,,,
player,201112240nyj,nyg,BlacWi20,pass_defended,0,,,,,
player,201112240nyj,nyg,BlacWi20,sacks,0.0,,,,,
player,201112240nyj,nyg,BlacWi20,tackles_combined,1,,,,,
player,201112240nyj,nyg,BlacWi20,tackles_solo,1,,,,,
player,201112240nyj,nyg,BlacWi20,tackles_assists,0,,,,,
player,201112240nyj,nyg,BlacWi20,tackles_loss,0,,,,,
player,201112240nyj,nyg,BlacWi20,qb_hits,0,,,,,
player,201112240nyj,nyg,BlacWi20,fumbles_rec,0,,,,,
player,201112240nyj,nyg,BlacWi20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,BlacWi20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,BlacWi20,fumbles_forced,0,,,,,
player,201112240nyj,nyg,JoneGr02,def_int,0,,,,,
player,201112240nyj,nyg,JoneGr02,def_int_yds,0,,,,,
player,201112240nyj,nyg,JoneGr02,def_int_td,0,,,,,
player,201112240nyj,nyg,JoneGr02,def_int_long,0,,,,,
player,201112240nyj,nyg,JoneGr02,pass_defended,0,,,,,
player,201112240nyj,nyg,JoneGr02,sacks,0.0,,,,,
player,201112240nyj,nyg,JoneGr02,tackles_combined,1,,,,,
player,201112240nyj,nyg,JoneGr02,tackles_solo,1,,,,,
player,201112240nyj,nyg,JoneGr02,tackles_assists,0,,,,,
player,201112240nyj,nyg,JoneGr02,tackles_loss,0,,,,,
player,201112240nyj,nyg,JoneGr02,qb_hits,0,,,,,
player,201112240nyj,nyg,JoneGr02,fumbles_rec,0,,,,,
player,201112240nyj,nyg,JoneGr02,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,JoneGr02,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,JoneGr02,fumbles_forced,0,,,,,
player,201112240nyj,nyg,SashTy00,def_int,0,,,,,
player,201112240nyj,nyg,SashTy00,def_int_yds,0,,,,,
player,201112240nyj,nyg,SashTy00,def_int_td,0,,,,,
player,201112240nyj,nyg,SashTy00,def_int_long,0,,,,,
player,201112240nyj,nyg,SashTy00,pass_defended,0,,,,,
player,201112240nyj,nyg,SashTy00,sacks,0.0,,,,,
player,201112240nyj,nyg,SashTy00,tackles_combined,1,,,,,
player,201112240nyj,nyg,SashTy00,tackles_solo,1,,,,,
player,201112240nyj,nyg,SashTy00,tackles_assists,0,,,,,
player,201112240nyj,nyg,SashTy00,tackles_loss,0,,,,,
player,201112240nyj,nyg,SashTy00,qb_hits,0,,,,,
player,201112240nyj,nyg,SashTy00,fumbles_rec,0,,,,,
player,201112240nyj,nyg,SashTy00,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,SashTy00,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,SashTy00,fumbles_forced,0,,,,,
player,201112240nyj,nyg,tyneslaw01,def_int,0,,,,,
player,201112240nyj,nyg,tyneslaw01,def_int_yds,0,,,,,
player,201112240nyj,nyg,tyneslaw01,def_int_td,0,,,,,
player,201112240nyj,nyg,tyneslaw01,def_int_long,0,,,,,
player,201112240nyj,nyg,tyneslaw01,pass_defended,0,,,,,
player,201112240nyj,nyg,tyneslaw01,sacks,0.0,,,,,
player,201112240nyj,nyg,tyneslaw01,tackles_combined,1,,,,,
player,201112240nyj,nyg,tyneslaw01,tackles_solo,1,,,,,
player,201112240nyj,nyg,tyneslaw01,tackles_assists,0,,,,,
player,201112240nyj,nyg,tyneslaw01,tackles_loss,0,,,,,
player,201112240nyj,nyg,tyneslaw01,qb_hits,0,,,,,
player,201112240nyj,nyg,tyneslaw01,fumbles_rec,0,,,,,
player,201112240nyj,nyg,tyneslaw01,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,tyneslaw01,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,tyneslaw01,fumbles_forced,0,,,,,
player,201112240nyj,nyg,BernRo20,def_int,0,,,,,
player,201112240nyj,nyg,BernRo20,def_int_yds,0,,,,,
player,201112240nyj,nyg,BernRo20,def_int_td,0,,,,,
player,201112240nyj,nyg,BernRo20,def_int_long,0,,,,,
player,201112240nyj,nyg,BernRo20,pass_defended,1,,,,,
player,201112240nyj,nyg,BernRo20,sacks,0.0,,,,,
player,201112240nyj,nyg,BernRo20,tackles_combined,0,,,,,
player,201112240nyj,nyg,BernRo20,tackles_solo,0,,,,,
player,201112240nyj,nyg,BernRo20,tackles_assists,0,,,,,
player,201112240nyj,nyg,BernRo20,tackles_loss,0,,,,,
player,201112240nyj,nyg,BernRo20,qb_hits,0,,,,,
player,201112240nyj,nyg,BernRo20,fumbles_rec,0,,,,,
player,201112240nyj,nyg,BernRo20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyg,BernRo20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyg,BernRo20,fumbles_forced,0,,,,,
player,201112240nyj,nyj,HarrDa99,def_int,1,,,,,
player,201112240nyj,nyj,HarrDa99,def_int_yds,20,,,,,
player,201112240nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201112240nyj,nyj,HarrDa99,def_int_long,20,,,,,
player,201112240nyj,nyj,HarrDa99,pass_defended,1,,,,,
player,201112240nyj,nyj,HarrDa99,sacks,1.0,,,,,
player,201112240nyj,nyj,HarrDa99,tackles_combined,4,,,,,
player,201112240nyj,nyj,HarrDa99,tackles_solo,2,,,,,
player,201112240nyj,nyj,HarrDa99,tackles_assists,2,,,,,
player,201112240nyj,nyj,HarrDa99,tackles_loss,1,,,,,
player,201112240nyj,nyj,HarrDa99,qb_hits,1,,,,,
player,201112240nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201112240nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201112240nyj,nyj,WilkMu00,def_int,0,,,,,
player,201112240nyj,nyj,WilkMu00,def_int_yds,0,,,,,
player,201112240nyj,nyj,WilkMu00,def_int_td,0,,,,,
player,201112240nyj,nyj,WilkMu00,def_int_long,0,,,,,
player,201112240nyj,nyj,WilkMu00,pass_defended,0,,,,,
player,201112240nyj,nyj,WilkMu00,sacks,1.0,,,,,
player,201112240nyj,nyj,WilkMu00,tackles_combined,5,,,,,
player,201112240nyj,nyj,WilkMu00,tackles_solo,3,,,,,
player,201112240nyj,nyj,WilkMu00,tackles_assists,2,,,,,
player,201112240nyj,nyj,WilkMu00,tackles_loss,2,,,,,
player,201112240nyj,nyj,WilkMu00,qb_hits,1,,,,,
player,201112240nyj,nyj,WilkMu00,fumbles_rec,0,,,,,
player,201112240nyj,nyj,WilkMu00,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,WilkMu00,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,WilkMu00,fumbles_forced,0,,,,,
player,201112240nyj,nyj,ScotBa20,def_int,0,,,,,
player,201112240nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201112240nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201112240nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201112240nyj,nyj,ScotBa20,pass_defended,0,,,,,
player,201112240nyj,nyj,ScotBa20,sacks,0.0,,,,,
player,201112240nyj,nyj,ScotBa20,tackles_combined,6,,,,,
player,201112240nyj,nyj,ScotBa20,tackles_solo,4,,,,,
player,201112240nyj,nyj,ScotBa20,tackles_assists,2,,,,,
player,201112240nyj,nyj,ScotBa20,tackles_loss,0,,,,,
player,201112240nyj,nyj,ScotBa20,qb_hits,0,,,,,
player,201112240nyj,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201112240nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201112240nyj,nyj,DeViMi99,def_int,0,,,,,
player,201112240nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201112240nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201112240nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201112240nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201112240nyj,nyj,DeViMi99,sacks,0.0,,,,,
player,201112240nyj,nyj,DeViMi99,tackles_combined,4,,,,,
player,201112240nyj,nyj,DeViMi99,tackles_solo,2,,,,,
player,201112240nyj,nyj,DeViMi99,tackles_assists,2,,,,,
player,201112240nyj,nyj,DeViMi99,tackles_loss,0,,,,,
player,201112240nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201112240nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201112240nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201112240nyj,nyj,PouhSi20,def_int,0,,,,,
player,201112240nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201112240nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201112240nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201112240nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201112240nyj,nyj,PouhSi20,sacks,0.0,,,,,
player,201112240nyj,nyj,PouhSi20,tackles_combined,4,,,,,
player,201112240nyj,nyj,PouhSi20,tackles_solo,3,,,,,
player,201112240nyj,nyj,PouhSi20,tackles_assists,1,,,,,
player,201112240nyj,nyj,PouhSi20,tackles_loss,0,,,,,
player,201112240nyj,nyj,PouhSi20,qb_hits,0,,,,,
player,201112240nyj,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201112240nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201112240nyj,nyj,WestJa99,def_int,0,,,,,
player,201112240nyj,nyj,WestJa99,def_int_yds,0,,,,,
player,201112240nyj,nyj,WestJa99,def_int_td,0,,,,,
player,201112240nyj,nyj,WestJa99,def_int_long,0,,,,,
player,201112240nyj,nyj,WestJa99,pass_defended,0,,,,,
player,201112240nyj,nyj,WestJa99,sacks,0.0,,,,,
player,201112240nyj,nyj,WestJa99,tackles_combined,4,,,,,
player,201112240nyj,nyj,WestJa99,tackles_solo,3,,,,,
player,201112240nyj,nyj,WestJa99,tackles_assists,1,,,,,
player,201112240nyj,nyj,WestJa99,tackles_loss,2,,,,,
player,201112240nyj,nyj,WestJa99,qb_hits,1,,,,,
player,201112240nyj,nyj,WestJa99,fumbles_rec,0,,,,,
player,201112240nyj,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,WestJa99,fumbles_forced,0,,,,,
player,201112240nyj,nyj,BellNi01,def_int,0,,,,,
player,201112240nyj,nyj,BellNi01,def_int_yds,0,,,,,
player,201112240nyj,nyj,BellNi01,def_int_td,0,,,,,
player,201112240nyj,nyj,BellNi01,def_int_long,0,,,,,
player,201112240nyj,nyj,BellNi01,pass_defended,0,,,,,
player,201112240nyj,nyj,BellNi01,sacks,0.0,,,,,
player,201112240nyj,nyj,BellNi01,tackles_combined,3,,,,,
player,201112240nyj,nyj,BellNi01,tackles_solo,2,,,,,
player,201112240nyj,nyj,BellNi01,tackles_assists,1,,,,,
player,201112240nyj,nyj,BellNi01,tackles_loss,0,,,,,
player,201112240nyj,nyj,BellNi01,qb_hits,0,,,,,
player,201112240nyj,nyj,BellNi01,fumbles_rec,0,,,,,
player,201112240nyj,nyj,BellNi01,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,BellNi01,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,BellNi01,fumbles_forced,0,,,,,
player,201112240nyj,nyj,CromAn20,def_int,0,,,,,
player,201112240nyj,nyj,CromAn20,def_int_yds,0,,,,,
player,201112240nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201112240nyj,nyj,CromAn20,def_int_long,0,,,,,
player,201112240nyj,nyj,CromAn20,pass_defended,1,,,,,
player,201112240nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201112240nyj,nyj,CromAn20,tackles_combined,3,,,,,
player,201112240nyj,nyj,CromAn20,tackles_solo,2,,,,,
player,201112240nyj,nyj,CromAn20,tackles_assists,1,,,,,
player,201112240nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201112240nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201112240nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201112240nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201112240nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201112240nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201112240nyj,nyj,PaceCa20,def_int,0,,,,,
player,201112240nyj,nyj,PaceCa20,def_int_yds,0,,,,,
player,201112240nyj,nyj,PaceCa20,def_int_td,0,,,,,
player,201112240nyj,nyj,PaceCa20,def_int_long,0,,,,,
player,201112240nyj,nyj,PaceCa20,pass_defended,0,,,,,
