game,2011,17,20120101,201201010min,chi,"Chicago Bears",17,min,"Minnesota Vikings",13
player,201201010min,chi,BellKa00,pass_int,0,,,,,
player,201201010min,chi,BellKa00,pass_sacked,0,,,,,
player,201201010min,chi,BellKa00,pass_sacked_yds,0,,,,,
player,201201010min,chi,BellKa00,pass_long,0,,,,,
player,201201010min,chi,BellKa00,pass_rating,,,,,,
player,201201010min,chi,BellKa00,rush_att,17,,,,,
player,201201010min,chi,BellKa00,rush_yds,54,,,,,
player,201201010min,chi,BellKa00,rush_td,0,,,,,
player,201201010min,chi,BellKa00,rush_long,15,,,,,
player,201201010min,chi,BellKa00,targets,5,,,,,
player,201201010min,chi,BellKa00,rec,5,,,,,
player,201201010min,chi,BellKa00,rec_yds,28,,,,,
player,201201010min,chi,BellKa00,rec_td,0,,,,,
player,201201010min,chi,BellKa00,rec_long,8,,,,,
player,201201010min,chi,BellKa00,fumbles,1,,,,,
player,201201010min,chi,BellKa00,fumbles_lost,1,,,,,
player,201201010min,chi,AlleAr00,pass_cmp,0,,,,,
player,201201010min,chi,AlleAr00,pass_att,0,,,,,
player,201201010min,chi,AlleAr00,pass_yds,0,,,,,
player,201201010min,chi,AlleAr00,pass_td,0,,,,,
player,201201010min,chi,AlleAr00,pass_int,0,,,,,
player,201201010min,chi,AlleAr00,pass_sacked,0,,,,,
player,201201010min,chi,AlleAr00,pass_sacked_yds,0,,,,,
player,201201010min,chi,AlleAr00,pass_long,0,,,,,
player,201201010min,chi,AlleAr00,pass_rating,,,,,,
player,201201010min,chi,AlleAr00,rush_att,4,,,,,
player,201201010min,chi,AlleAr00,rush_yds,8,,,,,
player,201201010min,chi,AlleAr00,rush_td,0,,,,,
player,201201010min,chi,AlleAr00,rush_long,12,,,,,
player,201201010min,chi,AlleAr00,targets,1,,,,,
player,201201010min,chi,AlleAr00,rec,0,,,,,
player,201201010min,chi,AlleAr00,rec_yds,0,,,,,
player,201201010min,chi,AlleAr00,rec_td,0,,,,,
player,201201010min,chi,AlleAr00,rec_long,0,,,,,
player,201201010min,chi,AlleAr00,fumbles,0,,,,,
player,201201010min,chi,AlleAr00,fumbles_lost,,,,,,
player,201201010min,chi,WillRo04,pass_cmp,0,,,,,
player,201201010min,chi,WillRo04,pass_att,0,,,,,
player,201201010min,chi,WillRo04,pass_yds,0,,,,,
player,201201010min,chi,WillRo04,pass_td,0,,,,,
player,201201010min,chi,WillRo04,pass_int,0,,,,,
player,201201010min,chi,WillRo04,pass_sacked,0,,,,,
player,201201010min,chi,WillRo04,pass_sacked_yds,0,,,,,
player,201201010min,chi,WillRo04,pass_long,0,,,,,
player,201201010min,chi,WillRo04,pass_rating,,,,,,
player,201201010min,chi,WillRo04,rush_att,0,,,,,
player,201201010min,chi,WillRo04,rush_yds,0,,,,,
player,201201010min,chi,WillRo04,rush_td,0,,,,,
player,201201010min,chi,WillRo04,rush_long,0,,,,,
player,201201010min,chi,WillRo04,targets,7,,,,,
player,201201010min,chi,WillRo04,rec,4,,,,,
player,201201010min,chi,WillRo04,rec_yds,60,,,,,
player,201201010min,chi,WillRo04,rec_td,1,,,,,
player,201201010min,chi,WillRo04,rec_long,22,,,,,
player,201201010min,chi,WillRo04,fumbles,0,,,,,
player,201201010min,chi,WillRo04,fumbles_lost,,,,,,
player,201201010min,chi,BennEa00,pass_cmp,0,,,,,
player,201201010min,chi,BennEa00,pass_att,0,,,,,
player,201201010min,chi,BennEa00,pass_yds,0,,,,,
player,201201010min,chi,BennEa00,pass_td,0,,,,,
player,201201010min,chi,BennEa00,pass_int,0,,,,,
player,201201010min,chi,BennEa00,pass_sacked,0,,,,,
player,201201010min,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201201010min,chi,BennEa00,pass_long,0,,,,,
player,201201010min,chi,BennEa00,pass_rating,,,,,,
player,201201010min,chi,BennEa00,rush_att,0,,,,,
player,201201010min,chi,BennEa00,rush_yds,0,,,,,
player,201201010min,chi,BennEa00,rush_td,0,,,,,
player,201201010min,chi,BennEa00,rush_long,0,,,,,
player,201201010min,chi,BennEa00,targets,5,,,,,
player,201201010min,chi,BennEa00,rec,3,,,,,
player,201201010min,chi,BennEa00,rec_yds,31,,,,,
player,201201010min,chi,BennEa00,rec_td,0,,,,,
player,201201010min,chi,BennEa00,rec_long,15,,,,,
player,201201010min,chi,BennEa00,fumbles,1,,,,,
player,201201010min,chi,BennEa00,fumbles_lost,1,,,,,
player,201201010min,chi,SanzDa00,pass_cmp,0,,,,,
player,201201010min,chi,SanzDa00,pass_att,0,,,,,
player,201201010min,chi,SanzDa00,pass_yds,0,,,,,
player,201201010min,chi,SanzDa00,pass_td,0,,,,,
player,201201010min,chi,SanzDa00,pass_int,0,,,,,
player,201201010min,chi,SanzDa00,pass_sacked,0,,,,,
player,201201010min,chi,SanzDa00,pass_sacked_yds,0,,,,,
player,201201010min,chi,SanzDa00,pass_long,0,,,,,
player,201201010min,chi,SanzDa00,pass_rating,,,,,,
player,201201010min,chi,SanzDa00,rush_att,0,,,,,
player,201201010min,chi,SanzDa00,rush_yds,0,,,,,
player,201201010min,chi,SanzDa00,rush_td,0,,,,,
player,201201010min,chi,SanzDa00,rush_long,0,,,,,
player,201201010min,chi,SanzDa00,targets,4,,,,,
player,201201010min,chi,SanzDa00,rec,2,,,,,
player,201201010min,chi,SanzDa00,rec_yds,27,,,,,
player,201201010min,chi,SanzDa00,rec_td,0,,,,,
player,201201010min,chi,SanzDa00,rec_long,22,,,,,
player,201201010min,chi,SanzDa00,fumbles,0,,,,,
player,201201010min,chi,SanzDa00,fumbles_lost,,,,,,
player,201201010min,chi,HestDe99,pass_cmp,0,,,,,
player,201201010min,chi,HestDe99,pass_att,0,,,,,
player,201201010min,chi,HestDe99,pass_yds,0,,,,,
player,201201010min,chi,HestDe99,pass_td,0,,,,,
player,201201010min,chi,HestDe99,pass_int,0,,,,,
player,201201010min,chi,HestDe99,pass_sacked,0,,,,,
player,201201010min,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201201010min,chi,HestDe99,pass_long,0,,,,,
player,201201010min,chi,HestDe99,pass_rating,,,,,,
player,201201010min,chi,HestDe99,rush_att,0,,,,,
player,201201010min,chi,HestDe99,rush_yds,0,,,,,
player,201201010min,chi,HestDe99,rush_td,0,,,,,
player,201201010min,chi,HestDe99,rush_long,0,,,,,
player,201201010min,chi,HestDe99,targets,2,,,,,
player,201201010min,chi,HestDe99,rec,1,,,,,
player,201201010min,chi,HestDe99,rec_yds,14,,,,,
player,201201010min,chi,HestDe99,rec_td,0,,,,,
player,201201010min,chi,HestDe99,rec_long,14,,,,,
player,201201010min,chi,HestDe99,fumbles,0,,,,,
player,201201010min,chi,HestDe99,fumbles_lost,,,,,,
player,201201010min,chi,SpaeMa00,pass_cmp,0,,,,,
player,201201010min,chi,SpaeMa00,pass_att,0,,,,,
player,201201010min,chi,SpaeMa00,pass_yds,0,,,,,
player,201201010min,chi,SpaeMa00,pass_td,0,,,,,
player,201201010min,chi,SpaeMa00,pass_int,0,,,,,
player,201201010min,chi,SpaeMa00,pass_sacked,0,,,,,
player,201201010min,chi,SpaeMa00,pass_sacked_yds,0,,,,,
player,201201010min,chi,SpaeMa00,pass_long,0,,,,,
player,201201010min,chi,SpaeMa00,pass_rating,,,,,,
player,201201010min,chi,SpaeMa00,rush_att,0,,,,,
player,201201010min,chi,SpaeMa00,rush_yds,0,,,,,
player,201201010min,chi,SpaeMa00,rush_td,0,,,,,
player,201201010min,chi,SpaeMa00,rush_long,0,,,,,
player,201201010min,chi,SpaeMa00,targets,1,,,,,
player,201201010min,chi,SpaeMa00,rec,0,,,,,
player,201201010min,chi,SpaeMa00,rec_yds,0,,,,,
player,201201010min,chi,SpaeMa00,rec_td,0,,,,,
player,201201010min,chi,SpaeMa00,rec_long,0,,,,,
player,201201010min,chi,SpaeMa00,fumbles,0,,,,,
player,201201010min,chi,SpaeMa00,fumbles_lost,,,,,,
player,201201010min,min,WebbJo00,pass_cmp,17,,,,,
player,201201010min,min,WebbJo00,pass_att,32,,,,,
player,201201010min,min,WebbJo00,pass_yds,200,,,,,
player,201201010min,min,WebbJo00,pass_td,0,,,,,
player,201201010min,min,WebbJo00,pass_int,2,,,,,
player,201201010min,min,WebbJo00,pass_sacked,1,,,,,
player,201201010min,min,WebbJo00,pass_sacked_yds,3,,,,,
player,201201010min,min,WebbJo00,pass_long,23,,,,,
player,201201010min,min,WebbJo00,pass_rating,46.4,,,,,
player,201201010min,min,WebbJo00,rush_att,4,,,,,
player,201201010min,min,WebbJo00,rush_yds,2,,,,,
player,201201010min,min,WebbJo00,rush_td,0,,,,,
player,201201010min,min,WebbJo00,rush_long,9,,,,,
player,201201010min,min,WebbJo00,targets,1,,,,,
player,201201010min,min,WebbJo00,rec,0,,,,,
player,201201010min,min,WebbJo00,rec_yds,0,,,,,
player,201201010min,min,WebbJo00,rec_td,0,,,,,
player,201201010min,min,WebbJo00,rec_long,0,,,,,
player,201201010min,min,WebbJo00,fumbles,0,,,,,
player,201201010min,min,WebbJo00,fumbles_lost,,,,,,
player,201201010min,min,PondCh00,pass_cmp,4,,,,,
player,201201010min,min,PondCh00,pass_att,10,,,,,
player,201201010min,min,PondCh00,pass_yds,28,,,,,
player,201201010min,min,PondCh00,pass_td,0,,,,,
player,201201010min,min,PondCh00,pass_int,1,,,,,
player,201201010min,min,PondCh00,pass_sacked,1,,,,,
player,201201010min,min,PondCh00,pass_sacked_yds,3,,,,,
player,201201010min,min,PondCh00,pass_long,11,,,,,
player,201201010min,min,PondCh00,pass_rating,8.3,,,,,
player,201201010min,min,PondCh00,rush_att,0,,,,,
player,201201010min,min,PondCh00,rush_yds,0,,,,,
player,201201010min,min,PondCh00,rush_td,0,,,,,
player,201201010min,min,PondCh00,rush_long,0,,,,,
player,201201010min,min,PondCh00,targets,0,,,,,
player,201201010min,min,PondCh00,rec,0,,,,,
player,201201010min,min,PondCh00,rec_yds,0,,,,,
player,201201010min,min,PondCh00,rec_td,0,,,,,
player,201201010min,min,PondCh00,rec_long,0,,,,,
player,201201010min,min,PondCh00,fumbles,0,,,,,
player,201201010min,min,PondCh00,fumbles_lost,,,,,,
player,201201010min,min,GerhTo00,pass_cmp,0,,,,,
player,201201010min,min,GerhTo00,pass_att,0,,,,,
player,201201010min,min,GerhTo00,pass_yds,0,,,,,
player,201201010min,min,GerhTo00,pass_td,0,,,,,
player,201201010min,min,GerhTo00,pass_int,0,,,,,
player,201201010min,min,GerhTo00,pass_sacked,0,,,,,
player,201201010min,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201201010min,min,GerhTo00,pass_long,0,,,,,
player,201201010min,min,GerhTo00,pass_rating,,,,,,
player,201201010min,min,GerhTo00,rush_att,15,,,,,
player,201201010min,min,GerhTo00,rush_yds,67,,,,,
player,201201010min,min,GerhTo00,rush_td,0,,,,,
player,201201010min,min,GerhTo00,rush_long,24,,,,,
player,201201010min,min,GerhTo00,targets,2,,,,,
player,201201010min,min,GerhTo00,rec,1,,,,,
player,201201010min,min,GerhTo00,rec_yds,3,,,,,
player,201201010min,min,GerhTo00,rec_td,0,,,,,
player,201201010min,min,GerhTo00,rec_long,3,,,,,
player,201201010min,min,GerhTo00,fumbles,0,,,,,
player,201201010min,min,GerhTo00,fumbles_lost,,,,,,
player,201201010min,min,HarvPe00,pass_cmp,0,,,,,
player,201201010min,min,HarvPe00,pass_att,0,,,,,
player,201201010min,min,HarvPe00,pass_yds,0,,,,,
player,201201010min,min,HarvPe00,pass_td,0,,,,,
player,201201010min,min,HarvPe00,pass_int,0,,,,,
player,201201010min,min,HarvPe00,pass_sacked,0,,,,,
player,201201010min,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201201010min,min,HarvPe00,pass_long,0,,,,,
player,201201010min,min,HarvPe00,pass_rating,,,,,,
player,201201010min,min,HarvPe00,rush_att,5,,,,,
player,201201010min,min,HarvPe00,rush_yds,13,,,,,
player,201201010min,min,HarvPe00,rush_td,1,,,,,
player,201201010min,min,HarvPe00,rush_long,13,,,,,
player,201201010min,min,HarvPe00,targets,16,,,,,
player,201201010min,min,HarvPe00,rec,10,,,,,
player,201201010min,min,HarvPe00,rec_yds,115,,,,,
player,201201010min,min,HarvPe00,rec_td,0,,,,,
player,201201010min,min,HarvPe00,rec_long,23,,,,,
player,201201010min,min,HarvPe00,fumbles,0,,,,,
player,201201010min,min,HarvPe00,fumbles_lost,,,,,,
player,201201010min,min,AromDe00,pass_cmp,0,,,,,
player,201201010min,min,AromDe00,pass_att,0,,,,,
player,201201010min,min,AromDe00,pass_yds,0,,,,,
player,201201010min,min,AromDe00,pass_td,0,,,,,
player,201201010min,min,AromDe00,pass_int,0,,,,,
player,201201010min,min,AromDe00,pass_sacked,0,,,,,
player,201201010min,min,AromDe00,pass_sacked_yds,0,,,,,
player,201201010min,min,AromDe00,pass_long,0,,,,,
player,201201010min,min,AromDe00,pass_rating,,,,,,
player,201201010min,min,AromDe00,rush_att,0,,,,,
player,201201010min,min,AromDe00,rush_yds,0,,,,,
player,201201010min,min,AromDe00,rush_td,0,,,,,
player,201201010min,min,AromDe00,rush_long,0,,,,,
player,201201010min,min,AromDe00,targets,11,,,,,
player,201201010min,min,AromDe00,rec,3,,,,,
player,201201010min,min,AromDe00,rec_yds,53,,,,,
player,201201010min,min,AromDe00,rec_td,0,,,,,
player,201201010min,min,AromDe00,rec_long,19,,,,,
player,201201010min,min,AromDe00,fumbles,0,,,,,
player,201201010min,min,AromDe00,fumbles_lost,,,,,,
player,201201010min,min,RudoKy00,pass_cmp,0,,,,,
player,201201010min,min,RudoKy00,pass_att,0,,,,,
player,201201010min,min,RudoKy00,pass_yds,0,,,,,
player,201201010min,min,RudoKy00,pass_td,0,,,,,
player,201201010min,min,RudoKy00,pass_int,0,,,,,
player,201201010min,min,RudoKy00,pass_sacked,0,,,,,
player,201201010min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201201010min,min,RudoKy00,pass_long,0,,,,,
player,201201010min,min,RudoKy00,pass_rating,,,,,,
player,201201010min,min,RudoKy00,rush_att,0,,,,,
player,201201010min,min,RudoKy00,rush_yds,0,,,,,
player,201201010min,min,RudoKy00,rush_td,0,,,,,
player,201201010min,min,RudoKy00,rush_long,0,,,,,
player,201201010min,min,RudoKy00,targets,4,,,,,
player,201201010min,min,RudoKy00,rec,3,,,,,
player,201201010min,min,RudoKy00,rec_yds,15,,,,,
player,201201010min,min,RudoKy00,rec_td,0,,,,,
player,201201010min,min,RudoKy00,rec_long,9,,,,,
player,201201010min,min,RudoKy00,fumbles,0,,,,,
player,201201010min,min,RudoKy00,fumbles_lost,,,,,,
player,201201010min,min,CamaGr00,pass_cmp,0,,,,,
player,201201010min,min,CamaGr00,pass_att,0,,,,,
player,201201010min,min,CamaGr00,pass_yds,0,,,,,
player,201201010min,min,CamaGr00,pass_td,0,,,,,
player,201201010min,min,CamaGr00,pass_int,0,,,,,
player,201201010min,min,CamaGr00,pass_sacked,0,,,,,
player,201201010min,min,CamaGr00,pass_sacked_yds,0,,,,,
player,201201010min,min,CamaGr00,pass_long,0,,,,,
player,201201010min,min,CamaGr00,pass_rating,,,,,,
player,201201010min,min,CamaGr00,rush_att,0,,,,,
player,201201010min,min,CamaGr00,rush_yds,0,,,,,
player,201201010min,min,CamaGr00,rush_td,0,,,,,
player,201201010min,min,CamaGr00,rush_long,0,,,,,
player,201201010min,min,CamaGr00,targets,3,,,,,
player,201201010min,min,CamaGr00,rec,1,,,,,
player,201201010min,min,CamaGr00,rec_yds,9,,,,,
player,201201010min,min,CamaGr00,rec_td,0,,,,,
player,201201010min,min,CamaGr00,rec_long,9,,,,,
player,201201010min,min,CamaGr00,fumbles,0,,,,,
player,201201010min,min,CamaGr00,fumbles_lost,,,,,,
player,201201010min,min,KluwCh20,pass_cmp,0,,,,,
player,201201010min,min,KluwCh20,pass_att,0,,,,,
player,201201010min,min,KluwCh20,pass_yds,0,,,,,
player,201201010min,min,KluwCh20,pass_td,0,,,,,
player,201201010min,min,KluwCh20,pass_int,0,,,,,
player,201201010min,min,KluwCh20,pass_sacked,0,,,,,
player,201201010min,min,KluwCh20,pass_sacked_yds,0,,,,,
player,201201010min,min,KluwCh20,pass_long,0,,,,,
player,201201010min,min,KluwCh20,pass_rating,,,,,,
player,201201010min,min,KluwCh20,rush_att,1,,,,,
player,201201010min,min,KluwCh20,rush_yds,0,,,,,
player,201201010min,min,KluwCh20,rush_td,0,,,,,
player,201201010min,min,KluwCh20,rush_long,0,,,,,
player,201201010min,min,KluwCh20,targets,0,,,,,
player,201201010min,min,KluwCh20,rec,0,,,,,
player,201201010min,min,KluwCh20,rec_yds,0,,,,,
player,201201010min,min,KluwCh20,rec_td,0,,,,,
player,201201010min,min,KluwCh20,rec_long,0,,,,,
player,201201010min,min,KluwCh20,fumbles,1,,,,,
player,201201010min,min,KluwCh20,fumbles_lost,0,,,,,
player,201201010min,min,BookLo00,pass_cmp,0,,,,,
player,201201010min,min,BookLo00,pass_att,0,,,,,
player,201201010min,min,BookLo00,pass_yds,0,,,,,
player,201201010min,min,BookLo00,pass_td,0,,,,,
player,201201010min,min,BookLo00,pass_int,0,,,,,
player,201201010min,min,BookLo00,pass_sacked,0,,,,,
player,201201010min,min,BookLo00,pass_sacked_yds,0,,,,,
player,201201010min,min,BookLo00,pass_long,0,,,,,
player,201201010min,min,BookLo00,pass_rating,,,,,,
player,201201010min,min,BookLo00,rush_att,2,,,,,
player,201201010min,min,BookLo00,rush_yds,-3,,,,,
player,201201010min,min,BookLo00,rush_td,0,,,,,
player,201201010min,min,BookLo00,rush_long,0,,,,,
player,201201010min,min,BookLo00,targets,4,,,,,
player,201201010min,min,BookLo00,rec,3,,,,,
player,201201010min,min,BookLo00,rec_yds,33,,,,,
player,201201010min,min,BookLo00,rec_td,0,,,,,
player,201201010min,min,BookLo00,rec_long,13,,,,,
player,201201010min,min,BookLo00,fumbles,0,,,,,
player,201201010min,min,BookLo00,fumbles_lost,,,,,,
player,201201010min,chi,JennTi20,def_int,1,,,,,
player,201201010min,chi,JennTi20,def_int_yds,1,,,,,
player,201201010min,chi,JennTi20,def_int_td,0,,,,,
player,201201010min,chi,JennTi20,def_int_long,1,,,,,
player,201201010min,chi,JennTi20,pass_defended,1,,,,,
player,201201010min,chi,JennTi20,sacks,0.0,,,,,
player,201201010min,chi,JennTi20,tackles_combined,6,,,,,
player,201201010min,chi,JennTi20,tackles_solo,6,,,,,
player,201201010min,chi,JennTi20,tackles_assists,0,,,,,
player,201201010min,chi,JennTi20,tackles_loss,1,,,,,
player,201201010min,chi,JennTi20,qb_hits,0,,,,,
player,201201010min,chi,JennTi20,fumbles_rec,0,,,,,
player,201201010min,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201201010min,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201201010min,chi,JennTi20,fumbles_forced,0,,,,,
player,201201010min,chi,TillCh20,def_int,1,,,,,
player,201201010min,chi,TillCh20,def_int_yds,22,,,,,
player,201201010min,chi,TillCh20,def_int_td,1,,,,,
player,201201010min,chi,TillCh20,def_int_long,22,,,,,
player,201201010min,chi,TillCh20,pass_defended,1,,,,,
player,201201010min,chi,TillCh20,sacks,0.0,,,,,
player,201201010min,chi,TillCh20,tackles_combined,6,,,,,
player,201201010min,chi,TillCh20,tackles_solo,2,,,,,
player,201201010min,chi,TillCh20,tackles_assists,4,,,,,
player,201201010min,chi,TillCh20,tackles_loss,1,,,,,
player,201201010min,chi,TillCh20,qb_hits,0,,,,,
player,201201010min,chi,TillCh20,fumbles_rec,0,,,,,
player,201201010min,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201201010min,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201201010min,chi,TillCh20,fumbles_forced,0,,,,,
player,201201010min,chi,MoorDJ99,def_int,1,,,,,
player,201201010min,chi,MoorDJ99,def_int_yds,1,,,,,
player,201201010min,chi,MoorDJ99,def_int_td,0,,,,,
player,201201010min,chi,MoorDJ99,def_int_long,1,,,,,
player,201201010min,chi,MoorDJ99,pass_defended,1,,,,,
player,201201010min,chi,MoorDJ99,sacks,0.0,,,,,
player,201201010min,chi,MoorDJ99,tackles_combined,1,,,,,
player,201201010min,chi,MoorDJ99,tackles_solo,1,,,,,
player,201201010min,chi,MoorDJ99,tackles_assists,0,,,,,
player,201201010min,chi,MoorDJ99,tackles_loss,0,,,,,
player,201201010min,chi,MoorDJ99,qb_hits,1,,,,,
player,201201010min,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201201010min,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201201010min,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201201010min,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201201010min,chi,IdonIs20,def_int,0,,,,,
player,201201010min,chi,IdonIs20,def_int_yds,0,,,,,
player,201201010min,chi,IdonIs20,def_int_td,0,,,,,
player,201201010min,chi,IdonIs20,def_int_long,0,,,,,
player,201201010min,chi,IdonIs20,pass_defended,0,,,,,
player,201201010min,chi,IdonIs20,sacks,1.0,,,,,
player,201201010min,chi,IdonIs20,tackles_combined,5,,,,,
player,201201010min,chi,IdonIs20,tackles_solo,4,,,,,
player,201201010min,chi,IdonIs20,tackles_assists,1,,,,,
player,201201010min,chi,IdonIs20,tackles_loss,2,,,,,
player,201201010min,chi,IdonIs20,qb_hits,2,,,,,
player,201201010min,chi,IdonIs20,fumbles_rec,0,,,,,
player,201201010min,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201201010min,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201201010min,chi,IdonIs20,fumbles_forced,0,,,,,
player,201201010min,chi,PeppJu99,def_int,0,,,,,
player,201201010min,chi,PeppJu99,def_int_yds,0,,,,,
player,201201010min,chi,PeppJu99,def_int_td,0,,,,,
player,201201010min,chi,PeppJu99,def_int_long,0,,,,,
player,201201010min,chi,PeppJu99,pass_defended,0,,,,,
player,201201010min,chi,PeppJu99,sacks,1.0,,,,,
player,201201010min,chi,PeppJu99,tackles_combined,1,,,,,
player,201201010min,chi,PeppJu99,tackles_solo,1,,,,,
player,201201010min,chi,PeppJu99,tackles_assists,0,,,,,
player,201201010min,chi,PeppJu99,tackles_loss,1,,,,,
player,201201010min,chi,PeppJu99,qb_hits,1,,,,,
player,201201010min,chi,PeppJu99,fumbles_rec,0,,,,,
player,201201010min,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201201010min,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201201010min,chi,PeppJu99,fumbles_forced,0,,,,,
player,201201010min,chi,UrlaBr00,def_int,0,,,,,
player,201201010min,chi,UrlaBr00,def_int_yds,0,,,,,
player,201201010min,chi,UrlaBr00,def_int_td,0,,,,,
player,201201010min,chi,UrlaBr00,def_int_long,0,,,,,
player,201201010min,chi,UrlaBr00,pass_defended,0,,,,,
player,201201010min,chi,UrlaBr00,sacks,0.0,,,,,
player,201201010min,chi,UrlaBr00,tackles_combined,10,,,,,
player,201201010min,chi,UrlaBr00,tackles_solo,7,,,,,
player,201201010min,chi,UrlaBr00,tackles_assists,3,,,,,
player,201201010min,chi,UrlaBr00,tackles_loss,3,,,,,
player,201201010min,chi,UrlaBr00,qb_hits,0,,,,,
player,201201010min,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201201010min,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201201010min,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201201010min,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201201010min,chi,WrigMa99,def_int,0,,,,,
player,201201010min,chi,WrigMa99,def_int_yds,0,,,,,
player,201201010min,chi,WrigMa99,def_int_td,0,,,,,
player,201201010min,chi,WrigMa99,def_int_long,0,,,,,
player,201201010min,chi,WrigMa99,pass_defended,1,,,,,
player,201201010min,chi,WrigMa99,sacks,0.0,,,,,
player,201201010min,chi,WrigMa99,tackles_combined,10,,,,,
player,201201010min,chi,WrigMa99,tackles_solo,5,,,,,
player,201201010min,chi,WrigMa99,tackles_assists,5,,,,,
player,201201010min,chi,WrigMa99,tackles_loss,0,,,,,
player,201201010min,chi,WrigMa99,qb_hits,0,,,,,
player,201201010min,chi,WrigMa99,fumbles_rec,0,,,,,
player,201201010min,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201201010min,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201201010min,chi,WrigMa99,fumbles_forced,0,,,,,
player,201201010min,chi,BrigLa99,def_int,0,,,,,
player,201201010min,chi,BrigLa99,def_int_yds,0,,,,,
player,201201010min,chi,BrigLa99,def_int_td,0,,,,,
player,201201010min,chi,BrigLa99,def_int_long,0,,,,,
player,201201010min,chi,BrigLa99,pass_defended,0,,,,,
player,201201010min,chi,BrigLa99,sacks,0.0,,,,,
player,201201010min,chi,BrigLa99,tackles_combined,5,,,,,
