game,2011,12,20111127,201111270clt,car,"Carolina Panthers",27,clt,"Indianapolis Colts",19
player,201111270clt,car,StewJo00,pass_sacked_yds,0,,,,,
player,201111270clt,car,StewJo00,pass_long,0,,,,,
player,201111270clt,car,StewJo00,pass_rating,,,,,,
player,201111270clt,car,StewJo00,rush_att,10,,,,,
player,201111270clt,car,StewJo00,rush_yds,70,,,,,
player,201111270clt,car,StewJo00,rush_td,0,,,,,
player,201111270clt,car,StewJo00,rush_long,13,,,,,
player,201111270clt,car,StewJo00,targets,4,,,,,
player,201111270clt,car,StewJo00,rec,3,,,,,
player,201111270clt,car,StewJo00,rec_yds,12,,,,,
player,201111270clt,car,StewJo00,rec_td,0,,,,,
player,201111270clt,car,StewJo00,rec_long,7,,,,,
player,201111270clt,car,StewJo00,fumbles,0,,,,,
player,201111270clt,car,StewJo00,fumbles_lost,,,,,,
player,201111270clt,car,WillDe02,pass_cmp,0,,,,,
player,201111270clt,car,WillDe02,pass_att,0,,,,,
player,201111270clt,car,WillDe02,pass_yds,0,,,,,
player,201111270clt,car,WillDe02,pass_td,0,,,,,
player,201111270clt,car,WillDe02,pass_int,0,,,,,
player,201111270clt,car,WillDe02,pass_sacked,0,,,,,
player,201111270clt,car,WillDe02,pass_sacked_yds,0,,,,,
player,201111270clt,car,WillDe02,pass_long,0,,,,,
player,201111270clt,car,WillDe02,pass_rating,,,,,,
player,201111270clt,car,WillDe02,rush_att,15,,,,,
player,201111270clt,car,WillDe02,rush_yds,69,,,,,
player,201111270clt,car,WillDe02,rush_td,2,,,,,
player,201111270clt,car,WillDe02,rush_long,25,,,,,
player,201111270clt,car,WillDe02,targets,0,,,,,
player,201111270clt,car,WillDe02,rec,0,,,,,
player,201111270clt,car,WillDe02,rec_yds,0,,,,,
player,201111270clt,car,WillDe02,rec_td,0,,,,,
player,201111270clt,car,WillDe02,rec_long,0,,,,,
player,201111270clt,car,WillDe02,fumbles,0,,,,,
player,201111270clt,car,WillDe02,fumbles_lost,,,,,,
player,201111270clt,car,SmitSt01,pass_cmp,0,,,,,
player,201111270clt,car,SmitSt01,pass_att,0,,,,,
player,201111270clt,car,SmitSt01,pass_yds,0,,,,,
player,201111270clt,car,SmitSt01,pass_td,0,,,,,
player,201111270clt,car,SmitSt01,pass_int,0,,,,,
player,201111270clt,car,SmitSt01,pass_sacked,0,,,,,
player,201111270clt,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201111270clt,car,SmitSt01,pass_long,0,,,,,
player,201111270clt,car,SmitSt01,pass_rating,,,,,,
player,201111270clt,car,SmitSt01,rush_att,1,,,,,
player,201111270clt,car,SmitSt01,rush_yds,9,,,,,
player,201111270clt,car,SmitSt01,rush_td,0,,,,,
player,201111270clt,car,SmitSt01,rush_long,9,,,,,
player,201111270clt,car,SmitSt01,targets,7,,,,,
player,201111270clt,car,SmitSt01,rec,3,,,,,
player,201111270clt,car,SmitSt01,rec_yds,68,,,,,
player,201111270clt,car,SmitSt01,rec_td,0,,,,,
player,201111270clt,car,SmitSt01,rec_long,30,,,,,
player,201111270clt,car,SmitSt01,fumbles,0,,,,,
player,201111270clt,car,SmitSt01,fumbles_lost,,,,,,
player,201111270clt,car,LaFeBr00,pass_cmp,0,,,,,
player,201111270clt,car,LaFeBr00,pass_att,0,,,,,
player,201111270clt,car,LaFeBr00,pass_yds,0,,,,,
player,201111270clt,car,LaFeBr00,pass_td,0,,,,,
player,201111270clt,car,LaFeBr00,pass_int,0,,,,,
player,201111270clt,car,LaFeBr00,pass_sacked,0,,,,,
player,201111270clt,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201111270clt,car,LaFeBr00,pass_long,0,,,,,
player,201111270clt,car,LaFeBr00,pass_rating,,,,,,
player,201111270clt,car,LaFeBr00,rush_att,0,,,,,
player,201111270clt,car,LaFeBr00,rush_yds,0,,,,,
player,201111270clt,car,LaFeBr00,rush_td,0,,,,,
player,201111270clt,car,LaFeBr00,rush_long,0,,,,,
player,201111270clt,car,LaFeBr00,targets,6,,,,,
player,201111270clt,car,LaFeBr00,rec,5,,,,,
player,201111270clt,car,LaFeBr00,rec_yds,46,,,,,
player,201111270clt,car,LaFeBr00,rec_td,0,,,,,
player,201111270clt,car,LaFeBr00,rec_long,23,,,,,
player,201111270clt,car,LaFeBr00,fumbles,0,,,,,
player,201111270clt,car,LaFeBr00,fumbles_lost,,,,,,
player,201111270clt,car,ShocJe00,pass_cmp,0,,,,,
player,201111270clt,car,ShocJe00,pass_att,0,,,,,
player,201111270clt,car,ShocJe00,pass_yds,0,,,,,
player,201111270clt,car,ShocJe00,pass_td,0,,,,,
player,201111270clt,car,ShocJe00,pass_int,0,,,,,
player,201111270clt,car,ShocJe00,pass_sacked,0,,,,,
player,201111270clt,car,ShocJe00,pass_sacked_yds,0,,,,,
player,201111270clt,car,ShocJe00,pass_long,0,,,,,
player,201111270clt,car,ShocJe00,pass_rating,,,,,,
player,201111270clt,car,ShocJe00,rush_att,0,,,,,
player,201111270clt,car,ShocJe00,rush_yds,0,,,,,
player,201111270clt,car,ShocJe00,rush_td,0,,,,,
player,201111270clt,car,ShocJe00,rush_long,0,,,,,
player,201111270clt,car,ShocJe00,targets,3,,,,,
player,201111270clt,car,ShocJe00,rec,3,,,,,
player,201111270clt,car,ShocJe00,rec_yds,41,,,,,
player,201111270clt,car,ShocJe00,rec_td,0,,,,,
player,201111270clt,car,ShocJe00,rec_long,24,,,,,
player,201111270clt,car,ShocJe00,fumbles,1,,,,,
player,201111270clt,car,ShocJe00,fumbles_lost,1,,,,,
player,201111270clt,car,OlseGr00,pass_cmp,0,,,,,
player,201111270clt,car,OlseGr00,pass_att,0,,,,,
player,201111270clt,car,OlseGr00,pass_yds,0,,,,,
player,201111270clt,car,OlseGr00,pass_td,0,,,,,
player,201111270clt,car,OlseGr00,pass_int,0,,,,,
player,201111270clt,car,OlseGr00,pass_sacked,0,,,,,
player,201111270clt,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201111270clt,car,OlseGr00,pass_long,0,,,,,
player,201111270clt,car,OlseGr00,pass_rating,,,,,,
player,201111270clt,car,OlseGr00,rush_att,0,,,,,
player,201111270clt,car,OlseGr00,rush_yds,0,,,,,
player,201111270clt,car,OlseGr00,rush_td,0,,,,,
player,201111270clt,car,OlseGr00,rush_long,0,,,,,
player,201111270clt,car,OlseGr00,targets,3,,,,,
player,201111270clt,car,OlseGr00,rec,3,,,,,
player,201111270clt,car,OlseGr00,rec_yds,24,,,,,
player,201111270clt,car,OlseGr00,rec_td,0,,,,,
player,201111270clt,car,OlseGr00,rec_long,13,,,,,
player,201111270clt,car,OlseGr00,fumbles,0,,,,,
player,201111270clt,car,OlseGr00,fumbles_lost,,,,,,
player,201111270clt,car,NaanLe00,pass_cmp,0,,,,,
player,201111270clt,car,NaanLe00,pass_att,0,,,,,
player,201111270clt,car,NaanLe00,pass_yds,0,,,,,
player,201111270clt,car,NaanLe00,pass_td,0,,,,,
player,201111270clt,car,NaanLe00,pass_int,0,,,,,
player,201111270clt,car,NaanLe00,pass_sacked,0,,,,,
player,201111270clt,car,NaanLe00,pass_sacked_yds,0,,,,,
player,201111270clt,car,NaanLe00,pass_long,0,,,,,
player,201111270clt,car,NaanLe00,pass_rating,,,,,,
player,201111270clt,car,NaanLe00,rush_att,0,,,,,
player,201111270clt,car,NaanLe00,rush_yds,0,,,,,
player,201111270clt,car,NaanLe00,rush_td,0,,,,,
player,201111270clt,car,NaanLe00,rush_long,0,,,,,
player,201111270clt,car,NaanLe00,targets,4,,,,,
player,201111270clt,car,NaanLe00,rec,3,,,,,
player,201111270clt,car,NaanLe00,rec_yds,17,,,,,
player,201111270clt,car,NaanLe00,rec_td,0,,,,,
player,201111270clt,car,NaanLe00,rec_long,11,,,,,
player,201111270clt,car,NaanLe00,fumbles,0,,,,,
player,201111270clt,car,NaanLe00,fumbles_lost,,,,,,
player,201111270clt,clt,PainCu00,pass_cmp,15,,,,,
player,201111270clt,clt,PainCu00,pass_att,29,,,,,
player,201111270clt,clt,PainCu00,pass_yds,226,,,,,
player,201111270clt,clt,PainCu00,pass_td,1,,,,,
player,201111270clt,clt,PainCu00,pass_int,2,,,,,
player,201111270clt,clt,PainCu00,pass_sacked,2,,,,,
player,201111270clt,clt,PainCu00,pass_sacked_yds,8,,,,,
player,201111270clt,clt,PainCu00,pass_long,56,,,,,
player,201111270clt,clt,PainCu00,pass_rating,60.4,,,,,
player,201111270clt,clt,PainCu00,rush_att,0,,,,,
player,201111270clt,clt,PainCu00,rush_yds,0,,,,,
player,201111270clt,clt,PainCu00,rush_td,0,,,,,
player,201111270clt,clt,PainCu00,rush_long,0,,,,,
player,201111270clt,clt,PainCu00,targets,0,,,,,
player,201111270clt,clt,PainCu00,rec,0,,,,,
player,201111270clt,clt,PainCu00,rec_yds,0,,,,,
player,201111270clt,clt,PainCu00,rec_td,0,,,,,
player,201111270clt,clt,PainCu00,rec_long,0,,,,,
player,201111270clt,clt,PainCu00,fumbles,1,,,,,
player,201111270clt,clt,PainCu00,fumbles_lost,0,,,,,
player,201111270clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201111270clt,clt,BrowDo00,pass_att,0,,,,,
player,201111270clt,clt,BrowDo00,pass_yds,0,,,,,
player,201111270clt,clt,BrowDo00,pass_td,0,,,,,
player,201111270clt,clt,BrowDo00,pass_int,0,,,,,
player,201111270clt,clt,BrowDo00,pass_sacked,0,,,,,
player,201111270clt,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201111270clt,clt,BrowDo00,pass_long,0,,,,,
player,201111270clt,clt,BrowDo00,pass_rating,,,,,,
player,201111270clt,clt,BrowDo00,rush_att,14,,,,,
player,201111270clt,clt,BrowDo00,rush_yds,80,,,,,
player,201111270clt,clt,BrowDo00,rush_td,1,,,,,
player,201111270clt,clt,BrowDo00,rush_long,17,,,,,
player,201111270clt,clt,BrowDo00,targets,1,,,,,
player,201111270clt,clt,BrowDo00,rec,1,,,,,
player,201111270clt,clt,BrowDo00,rec_yds,17,,,,,
player,201111270clt,clt,BrowDo00,rec_td,0,,,,,
player,201111270clt,clt,BrowDo00,rec_long,17,,,,,
player,201111270clt,clt,BrowDo00,fumbles,0,,,,,
player,201111270clt,clt,BrowDo00,fumbles_lost,,,,,,
player,201111270clt,clt,AddaJo00,pass_cmp,0,,,,,
player,201111270clt,clt,AddaJo00,pass_att,0,,,,,
player,201111270clt,clt,AddaJo00,pass_yds,0,,,,,
player,201111270clt,clt,AddaJo00,pass_td,0,,,,,
player,201111270clt,clt,AddaJo00,pass_int,0,,,,,
player,201111270clt,clt,AddaJo00,pass_sacked,0,,,,,
player,201111270clt,clt,AddaJo00,pass_sacked_yds,0,,,,,
player,201111270clt,clt,AddaJo00,pass_long,0,,,,,
player,201111270clt,clt,AddaJo00,pass_rating,,,,,,
player,201111270clt,clt,AddaJo00,rush_att,7,,,,,
player,201111270clt,clt,AddaJo00,rush_yds,23,,,,,
player,201111270clt,clt,AddaJo00,rush_td,0,,,,,
player,201111270clt,clt,AddaJo00,rush_long,16,,,,,
player,201111270clt,clt,AddaJo00,targets,1,,,,,
player,201111270clt,clt,AddaJo00,rec,0,,,,,
player,201111270clt,clt,AddaJo00,rec_yds,0,,,,,
player,201111270clt,clt,AddaJo00,rec_td,0,,,,,
player,201111270clt,clt,AddaJo00,rec_long,0,,,,,
player,201111270clt,clt,AddaJo00,fumbles,0,,,,,
player,201111270clt,clt,AddaJo00,fumbles_lost,,,,,,
player,201111270clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201111270clt,clt,GarcPi00,pass_att,0,,,,,
player,201111270clt,clt,GarcPi00,pass_yds,0,,,,,
player,201111270clt,clt,GarcPi00,pass_td,0,,,,,
player,201111270clt,clt,GarcPi00,pass_int,0,,,,,
player,201111270clt,clt,GarcPi00,pass_sacked,0,,,,,
player,201111270clt,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201111270clt,clt,GarcPi00,pass_long,0,,,,,
player,201111270clt,clt,GarcPi00,pass_rating,,,,,,
player,201111270clt,clt,GarcPi00,rush_att,2,,,,,
player,201111270clt,clt,GarcPi00,rush_yds,2,,,,,
player,201111270clt,clt,GarcPi00,rush_td,0,,,,,
player,201111270clt,clt,GarcPi00,rush_long,8,,,,,
player,201111270clt,clt,GarcPi00,targets,8,,,,,
player,201111270clt,clt,GarcPi00,rec,3,,,,,
player,201111270clt,clt,GarcPi00,rec_yds,34,,,,,
player,201111270clt,clt,GarcPi00,rec_td,0,,,,,
player,201111270clt,clt,GarcPi00,rec_long,15,,,,,
player,201111270clt,clt,GarcPi00,fumbles,0,,,,,
player,201111270clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201111270clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201111270clt,clt,WaynRe00,pass_att,0,,,,,
player,201111270clt,clt,WaynRe00,pass_yds,0,,,,,
player,201111270clt,clt,WaynRe00,pass_td,0,,,,,
player,201111270clt,clt,WaynRe00,pass_int,0,,,,,
player,201111270clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201111270clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201111270clt,clt,WaynRe00,pass_long,0,,,,,
player,201111270clt,clt,WaynRe00,pass_rating,,,,,,
player,201111270clt,clt,WaynRe00,rush_att,0,,,,,
player,201111270clt,clt,WaynRe00,rush_yds,0,,,,,
player,201111270clt,clt,WaynRe00,rush_td,0,,,,,
player,201111270clt,clt,WaynRe00,rush_long,0,,,,,
player,201111270clt,clt,WaynRe00,targets,7,,,,,
player,201111270clt,clt,WaynRe00,rec,5,,,,,
player,201111270clt,clt,WaynRe00,rec_yds,122,,,,,
player,201111270clt,clt,WaynRe00,rec_td,1,,,,,
player,201111270clt,clt,WaynRe00,rec_long,56,,,,,
player,201111270clt,clt,WaynRe00,fumbles,0,,,,,
player,201111270clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201111270clt,clt,CollAu00,pass_cmp,0,,,,,
player,201111270clt,clt,CollAu00,pass_att,0,,,,,
player,201111270clt,clt,CollAu00,pass_yds,0,,,,,
player,201111270clt,clt,CollAu00,pass_td,0,,,,,
player,201111270clt,clt,CollAu00,pass_int,0,,,,,
player,201111270clt,clt,CollAu00,pass_sacked,0,,,,,
player,201111270clt,clt,CollAu00,pass_sacked_yds,0,,,,,
player,201111270clt,clt,CollAu00,pass_long,0,,,,,
player,201111270clt,clt,CollAu00,pass_rating,,,,,,
player,201111270clt,clt,CollAu00,rush_att,0,,,,,
player,201111270clt,clt,CollAu00,rush_yds,0,,,,,
player,201111270clt,clt,CollAu00,rush_td,0,,,,,
player,201111270clt,clt,CollAu00,rush_long,0,,,,,
player,201111270clt,clt,CollAu00,targets,7,,,,,
player,201111270clt,clt,CollAu00,rec,3,,,,,
player,201111270clt,clt,CollAu00,rec_yds,28,,,,,
player,201111270clt,clt,CollAu00,rec_td,0,,,,,
player,201111270clt,clt,CollAu00,rec_long,12,,,,,
player,201111270clt,clt,CollAu00,fumbles,0,,,,,
player,201111270clt,clt,CollAu00,fumbles_lost,,,,,,
player,201111270clt,clt,TammJa00,pass_cmp,0,,,,,
player,201111270clt,clt,TammJa00,pass_att,0,,,,,
player,201111270clt,clt,TammJa00,pass_yds,0,,,,,
player,201111270clt,clt,TammJa00,pass_td,0,,,,,
player,201111270clt,clt,TammJa00,pass_int,0,,,,,
player,201111270clt,clt,TammJa00,pass_sacked,0,,,,,
player,201111270clt,clt,TammJa00,pass_sacked_yds,0,,,,,
player,201111270clt,clt,TammJa00,pass_long,0,,,,,
player,201111270clt,clt,TammJa00,pass_rating,,,,,,
player,201111270clt,clt,TammJa00,rush_att,0,,,,,
player,201111270clt,clt,TammJa00,rush_yds,0,,,,,
player,201111270clt,clt,TammJa00,rush_td,0,,,,,
player,201111270clt,clt,TammJa00,rush_long,0,,,,,
player,201111270clt,clt,TammJa00,targets,3,,,,,
player,201111270clt,clt,TammJa00,rec,2,,,,,
player,201111270clt,clt,TammJa00,rec_yds,20,,,,,
player,201111270clt,clt,TammJa00,rec_td,0,,,,,
player,201111270clt,clt,TammJa00,rec_long,11,,,,,
player,201111270clt,clt,TammJa00,fumbles,0,,,,,
player,201111270clt,clt,TammJa00,fumbles_lost,,,,,,
player,201111270clt,clt,MahaRy00,pass_cmp,0,,,,,
player,201111270clt,clt,MahaRy00,pass_att,0,,,,,
player,201111270clt,clt,MahaRy00,pass_yds,0,,,,,
player,201111270clt,clt,MahaRy00,pass_td,0,,,,,
player,201111270clt,clt,MahaRy00,pass_int,0,,,,,
player,201111270clt,clt,MahaRy00,pass_sacked,0,,,,,
player,201111270clt,clt,MahaRy00,pass_sacked_yds,0,,,,,
player,201111270clt,clt,MahaRy00,pass_long,0,,,,,
player,201111270clt,clt,MahaRy00,pass_rating,,,,,,
player,201111270clt,clt,MahaRy00,rush_att,0,,,,,
player,201111270clt,clt,MahaRy00,rush_yds,0,,,,,
player,201111270clt,clt,MahaRy00,rush_td,0,,,,,
player,201111270clt,clt,MahaRy00,rush_long,0,,,,,
player,201111270clt,clt,MahaRy00,targets,1,,,,,
player,201111270clt,clt,MahaRy00,rec,1,,,,,
player,201111270clt,clt,MahaRy00,rec_yds,5,,,,,
player,201111270clt,clt,MahaRy00,rec_td,0,,,,,
player,201111270clt,clt,MahaRy00,rec_long,5,,,,,
player,201111270clt,clt,MahaRy00,fumbles,0,,,,,
player,201111270clt,clt,MahaRy00,fumbles_lost,,,,,,
player,201111270clt,car,MartSh99,def_int,1,,,,,
player,201111270clt,car,MartSh99,def_int_yds,0,,,,,
player,201111270clt,car,MartSh99,def_int_td,0,,,,,
player,201111270clt,car,MartSh99,def_int_long,0,,,,,
player,201111270clt,car,MartSh99,pass_defended,1,,,,,
player,201111270clt,car,MartSh99,sacks,0.0,,,,,
player,201111270clt,car,MartSh99,tackles_combined,3,,,,,
player,201111270clt,car,MartSh99,tackles_solo,2,,,,,
player,201111270clt,car,MartSh99,tackles_assists,1,,,,,
player,201111270clt,car,MartSh99,tackles_loss,0,,,,,
player,201111270clt,car,MartSh99,qb_hits,0,,,,,
player,201111270clt,car,MartSh99,fumbles_rec,0,,,,,
player,201111270clt,car,MartSh99,fumbles_rec_yds,0,,,,,
player,201111270clt,car,MartSh99,fumbles_rec_td,0,,,,,
player,201111270clt,car,MartSh99,fumbles_forced,0,,,,,
player,201111270clt,car,GambCh20,def_int,1,,,,,
player,201111270clt,car,GambCh20,def_int_yds,0,,,,,
player,201111270clt,car,GambCh20,def_int_td,0,,,,,
player,201111270clt,car,GambCh20,def_int_long,0,,,,,
player,201111270clt,car,GambCh20,pass_defended,1,,,,,
player,201111270clt,car,GambCh20,sacks,0.0,,,,,
player,201111270clt,car,GambCh20,tackles_combined,2,,,,,
player,201111270clt,car,GambCh20,tackles_solo,1,,,,,
player,201111270clt,car,GambCh20,tackles_assists,1,,,,,
player,201111270clt,car,GambCh20,tackles_loss,0,,,,,
player,201111270clt,car,GambCh20,qb_hits,0,,,,,
player,201111270clt,car,GambCh20,fumbles_rec,0,,,,,
player,201111270clt,car,GambCh20,fumbles_rec_yds,0,,,,,
player,201111270clt,car,GambCh20,fumbles_rec_td,0,,,,,
player,201111270clt,car,GambCh20,fumbles_forced,0,,,,,
player,201111270clt,car,GodfCh99,def_int,0,,,,,
player,201111270clt,car,GodfCh99,def_int_yds,0,,,,,
player,201111270clt,car,GodfCh99,def_int_td,0,,,,,
player,201111270clt,car,GodfCh99,def_int_long,0,,,,,
player,201111270clt,car,GodfCh99,pass_defended,1,,,,,
player,201111270clt,car,GodfCh99,sacks,1.0,,,,,
player,201111270clt,car,GodfCh99,tackles_combined,6,,,,,
player,201111270clt,car,GodfCh99,tackles_solo,4,,,,,
player,201111270clt,car,GodfCh99,tackles_assists,2,,,,,
player,201111270clt,car,GodfCh99,tackles_loss,0,,,,,
player,201111270clt,car,GodfCh99,qb_hits,1,,,,,
player,201111270clt,car,GodfCh99,fumbles_rec,0,,,,,
player,201111270clt,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201111270clt,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201111270clt,car,GodfCh99,fumbles_forced,1,,,,,
player,201111270clt,car,JohnCh98,def_int,0,,,,,
player,201111270clt,car,JohnCh98,def_int_yds,0,,,,,
player,201111270clt,car,JohnCh98,def_int_td,0,,,,,
player,201111270clt,car,JohnCh98,def_int_long,0,,,,,
player,201111270clt,car,JohnCh98,pass_defended,1,,,,,
player,201111270clt,car,JohnCh98,sacks,0.5,,,,,
player,201111270clt,car,JohnCh98,tackles_combined,1,,,,,
player,201111270clt,car,JohnCh98,tackles_solo,0,,,,,
player,201111270clt,car,JohnCh98,tackles_assists,1,,,,,
player,201111270clt,car,JohnCh98,tackles_loss,0,,,,,
player,201111270clt,car,JohnCh98,qb_hits,1,,,,,
player,201111270clt,car,JohnCh98,fumbles_rec,0,,,,,
player,201111270clt,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201111270clt,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201111270clt,car,JohnCh98,fumbles_forced,0,,,,,
player,201111270clt,car,NeblAn00,def_int,0,,,,,
player,201111270clt,car,NeblAn00,def_int_yds,0,,,,,
player,201111270clt,car,NeblAn00,def_int_td,0,,,,,
player,201111270clt,car,NeblAn00,def_int_long,0,,,,,
player,201111270clt,car,NeblAn00,pass_defended,0,,,,,
player,201111270clt,car,NeblAn00,sacks,0.5,,,,,
player,201111270clt,car,NeblAn00,tackles_combined,1,,,,,
player,201111270clt,car,NeblAn00,tackles_solo,0,,,,,
player,201111270clt,car,NeblAn00,tackles_assists,1,,,,,
player,201111270clt,car,NeblAn00,tackles_loss,0,,,,,
player,201111270clt,car,NeblAn00,qb_hits,1,,,,,
player,201111270clt,car,NeblAn00,fumbles_rec,0,,,,,
player,201111270clt,car,NeblAn00,fumbles_rec_yds,0,,,,,
player,201111270clt,car,NeblAn00,fumbles_rec_td,0,,,,,
player,201111270clt,car,NeblAn00,fumbles_forced,0,,,,,
player,201111270clt,car,AndeJa21,def_int,0,,,,,
player,201111270clt,car,AndeJa21,def_int_yds,0,,,,,
player,201111270clt,car,AndeJa21,def_int_td,0,,,,,
player,201111270clt,car,AndeJa21,def_int_long,0,,,,,
player,201111270clt,car,AndeJa21,pass_defended,0,,,,,
player,201111270clt,car,AndeJa21,sacks,0.0,,,,,
player,201111270clt,car,AndeJa21,tackles_combined,10,,,,,
player,201111270clt,car,AndeJa21,tackles_solo,3,,,,,
player,201111270clt,car,AndeJa21,tackles_assists,7,,,,,
player,201111270clt,car,AndeJa21,tackles_loss,0,,,,,
player,201111270clt,car,AndeJa21,qb_hits,0,,,,,
player,201111270clt,car,AndeJa21,fumbles_rec,0,,,,,
player,201111270clt,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201111270clt,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201111270clt,car,AndeJa21,fumbles_forced,0,,,,,
player,201111270clt,car,SennJo00,def_int,0,,,,,
player,201111270clt,car,SennJo00,def_int_yds,0,,,,,
player,201111270clt,car,SennJo00,def_int_td,0,,,,,
player,201111270clt,car,SennJo00,def_int_long,0,,,,,
player,201111270clt,car,SennJo00,pass_defended,0,,,,,
player,201111270clt,car,SennJo00,sacks,0.0,,,,,
player,201111270clt,car,SennJo00,tackles_combined,10,,,,,
player,201111270clt,car,SennJo00,tackles_solo,3,,,,,
player,201111270clt,car,SennJo00,tackles_assists,7,,,,,
player,201111270clt,car,SennJo00,tackles_loss,0,,,,,
player,201111270clt,car,SennJo00,qb_hits,0,,,,,
player,201111270clt,car,SennJo00,fumbles_rec,0,,,,,
player,201111270clt,car,SennJo00,fumbles_rec_yds,0,,,,,
player,201111270clt,car,SennJo00,fumbles_rec_td,0,,,,,
player,201111270clt,car,SennJo00,fumbles_forced,0,,,,,
player,201111270clt,car,ConnDa99,def_int,0,,,,,
player,201111270clt,car,ConnDa99,def_int_yds,0,,,,,
player,201111270clt,car,ConnDa99,def_int_td,0,,,,,
player,201111270clt,car,ConnDa99,def_int_long,0,,,,,
player,201111270clt,car,ConnDa99,pass_defended,0,,,,,
player,201111270clt,car,ConnDa99,sacks,0.0,,,,,
player,201111270clt,car,ConnDa99,tackles_combined,5,,,,,
player,201111270clt,car,ConnDa99,tackles_solo,3,,,,,
player,201111270clt,car,ConnDa99,tackles_assists,2,,,,,
player,201111270clt,car,ConnDa99,tackles_loss,0,,,,,
player,201111270clt,car,ConnDa99,qb_hits,0,,,,,
player,201111270clt,car,ConnDa99,fumbles_rec,0,,,,,
player,201111270clt,car,ConnDa99,fumbles_rec_yds,0,,,,,
player,201111270clt,car,ConnDa99,fumbles_rec_td,0,,,,,
