game,2011,9,20111106,201111060nor,tam,"Tampa Bay Buccaneers",16,nor,"New Orleans Saints",27
team,201111060nor,tam,First Downs,18,,,,,,
team,201111060nor,nor,First Downs,25,,,,,,
team,201111060nor,tam,Rush-Yds-TDs,20-84-0,,,,,,
team,201111060nor,nor,Rush-Yds-TDs,28-195-1,,,,,,
team,201111060nor,tam,Cmp-Att-Yd-TD-INT,27-37-281-1-0,,,,,,
team,201111060nor,nor,Cmp-Att-Yd-TD-INT,27-36-258-2-1,,,,,,
team,201111060nor,tam,Sacked-Yards,1-0,,,,,,
team,201111060nor,nor,Sacked-Yards,0-0,,,,,,
team,201111060nor,tam,Net Pass Yards,281,,,,,,
team,201111060nor,nor,Net Pass Yards,258,,,,,,
team,201111060nor,tam,Total Yards,365,,,,,,
team,201111060nor,nor,Total Yards,453,,,,,,
team,201111060nor,tam,Fumbles-Lost,3-0,,,,,,
team,201111060nor,nor,Fumbles-Lost,0-0,,,,,,
team,201111060nor,tam,Turnovers,0,,,,,,
team,201111060nor,nor,Turnovers,1,,,,,,
team,201111060nor,tam,Penalties-Yards,9-80,,,,,,
team,201111060nor,nor,Penalties-Yards,8-63,,,,,,
team,201111060nor,tam,Third Down Conv.,2-12,,,,,,
team,201111060nor,nor,Third Down Conv.,5-10,,,,,,
team,201111060nor,tam,Fourth Down Conv.,1-2,,,,,,
team,201111060nor,nor,Fourth Down Conv.,0-0,,,,,,
team,201111060nor,tam,Time of Possession,29:56,,,,,,
team,201111060nor,nor,Time of Possession,30:04,,,,,,
player,201111060nor,tam,FreeJo00,pass_cmp,27,,,,,
player,201111060nor,tam,FreeJo00,pass_att,37,,,,,
player,201111060nor,tam,FreeJo00,pass_yds,281,,,,,
player,201111060nor,tam,FreeJo00,pass_td,1,,,,,
player,201111060nor,tam,FreeJo00,pass_int,0,,,,,
player,201111060nor,tam,FreeJo00,pass_sacked,1,,,,,
player,201111060nor,tam,FreeJo00,pass_sacked_yds,0,,,,,
player,201111060nor,tam,FreeJo00,pass_long,46,,,,,
player,201111060nor,tam,FreeJo00,pass_rating,103.5,,,,,
player,201111060nor,tam,FreeJo00,rush_att,3,,,,,
player,201111060nor,tam,FreeJo00,rush_yds,8,,,,,
player,201111060nor,tam,FreeJo00,rush_td,0,,,,,
player,201111060nor,tam,FreeJo00,rush_long,7,,,,,
player,201111060nor,tam,FreeJo00,targets,0,,,,,
player,201111060nor,tam,FreeJo00,rec,0,,,,,
player,201111060nor,tam,FreeJo00,rec_yds,0,,,,,
player,201111060nor,tam,FreeJo00,rec_td,0,,,,,
player,201111060nor,tam,FreeJo00,rec_long,0,,,,,
player,201111060nor,tam,FreeJo00,fumbles,0,,,,,
player,201111060nor,tam,FreeJo00,fumbles_lost,,,,,,
player,201111060nor,tam,BlouLe00,pass_cmp,0,,,,,
player,201111060nor,tam,BlouLe00,pass_att,0,,,,,
player,201111060nor,tam,BlouLe00,pass_yds,0,,,,,
player,201111060nor,tam,BlouLe00,pass_td,0,,,,,
player,201111060nor,tam,BlouLe00,pass_int,0,,,,,
player,201111060nor,tam,BlouLe00,pass_sacked,0,,,,,
player,201111060nor,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201111060nor,tam,BlouLe00,pass_long,0,,,,,
player,201111060nor,tam,BlouLe00,pass_rating,,,,,,
player,201111060nor,tam,BlouLe00,rush_att,13,,,,,
player,201111060nor,tam,BlouLe00,rush_yds,72,,,,,
player,201111060nor,tam,BlouLe00,rush_td,0,,,,,
player,201111060nor,tam,BlouLe00,rush_long,27,,,,,
player,201111060nor,tam,BlouLe00,targets,3,,,,,
player,201111060nor,tam,BlouLe00,rec,2,,,,,
player,201111060nor,tam,BlouLe00,rec_yds,8,,,,,
player,201111060nor,tam,BlouLe00,rec_td,0,,,,,
player,201111060nor,tam,BlouLe00,rec_long,11,,,,,
player,201111060nor,tam,BlouLe00,fumbles,1,,,,,
player,201111060nor,tam,BlouLe00,fumbles_lost,0,,,,,
player,201111060nor,tam,LumpKr00,pass_cmp,0,,,,,
player,201111060nor,tam,LumpKr00,pass_att,0,,,,,
player,201111060nor,tam,LumpKr00,pass_yds,0,,,,,
player,201111060nor,tam,LumpKr00,pass_td,0,,,,,
player,201111060nor,tam,LumpKr00,pass_int,0,,,,,
player,201111060nor,tam,LumpKr00,pass_sacked,0,,,,,
player,201111060nor,tam,LumpKr00,pass_sacked_yds,0,,,,,
player,201111060nor,tam,LumpKr00,pass_long,0,,,,,
player,201111060nor,tam,LumpKr00,pass_rating,,,,,,
player,201111060nor,tam,LumpKr00,rush_att,2,,,,,
player,201111060nor,tam,LumpKr00,rush_yds,7,,,,,
player,201111060nor,tam,LumpKr00,rush_td,0,,,,,
player,201111060nor,tam,LumpKr00,rush_long,4,,,,,
player,201111060nor,tam,LumpKr00,targets,6,,,,,
player,201111060nor,tam,LumpKr00,rec,4,,,,,
player,201111060nor,tam,LumpKr00,rec_yds,31,,,,,
player,201111060nor,tam,LumpKr00,rec_td,0,,,,,
player,201111060nor,tam,LumpKr00,rec_long,13,,,,,
player,201111060nor,tam,LumpKr00,fumbles,0,,,,,
player,201111060nor,tam,LumpKr00,fumbles_lost,,,,,,
player,201111060nor,tam,JohnJo05,pass_cmp,0,,,,,
player,201111060nor,tam,JohnJo05,pass_att,0,,,,,
player,201111060nor,tam,JohnJo05,pass_yds,0,,,,,
player,201111060nor,tam,JohnJo05,pass_td,0,,,,,
player,201111060nor,tam,JohnJo05,pass_int,0,,,,,
player,201111060nor,tam,JohnJo05,pass_sacked,0,,,,,
player,201111060nor,tam,JohnJo05,pass_sacked_yds,0,,,,,
player,201111060nor,tam,JohnJo05,pass_long,0,,,,,
player,201111060nor,tam,JohnJo05,pass_rating,,,,,,
player,201111060nor,tam,JohnJo05,rush_att,1,,,,,
player,201111060nor,tam,JohnJo05,rush_yds,1,,,,,
player,201111060nor,tam,JohnJo05,rush_td,0,,,,,
player,201111060nor,tam,JohnJo05,rush_long,1,,,,,
player,201111060nor,tam,JohnJo05,targets,0,,,,,
player,201111060nor,tam,JohnJo05,rec,0,,,,,
player,201111060nor,tam,JohnJo05,rec_yds,0,,,,,
player,201111060nor,tam,JohnJo05,rec_td,0,,,,,
player,201111060nor,tam,JohnJo05,rec_long,0,,,,,
player,201111060nor,tam,JohnJo05,fumbles,0,,,,,
player,201111060nor,tam,JohnJo05,fumbles_lost,,,,,,
player,201111060nor,tam,ParkPr00,pass_cmp,0,,,,,
player,201111060nor,tam,ParkPr00,pass_att,0,,,,,
player,201111060nor,tam,ParkPr00,pass_yds,0,,,,,
player,201111060nor,tam,ParkPr00,pass_td,0,,,,,
player,201111060nor,tam,ParkPr00,pass_int,0,,,,,
player,201111060nor,tam,ParkPr00,pass_sacked,0,,,,,
player,201111060nor,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201111060nor,tam,ParkPr00,pass_long,0,,,,,
player,201111060nor,tam,ParkPr00,pass_rating,,,,,,
player,201111060nor,tam,ParkPr00,rush_att,0,,,,,
player,201111060nor,tam,ParkPr00,rush_yds,0,,,,,
player,201111060nor,tam,ParkPr00,rush_td,0,,,,,
player,201111060nor,tam,ParkPr00,rush_long,0,,,,,
player,201111060nor,tam,ParkPr00,targets,4,,,,,
player,201111060nor,tam,ParkPr00,rec,3,,,,,
player,201111060nor,tam,ParkPr00,rec_yds,56,,,,,
player,201111060nor,tam,ParkPr00,rec_td,0,,,,,
player,201111060nor,tam,ParkPr00,rec_long,36,,,,,
player,201111060nor,tam,ParkPr00,fumbles,2,,,,,
player,201111060nor,tam,ParkPr00,fumbles_lost,0,,,,,
player,201111060nor,tam,BrisDe00,pass_cmp,0,,,,,
player,201111060nor,tam,BrisDe00,pass_att,0,,,,,
player,201111060nor,tam,BrisDe00,pass_yds,0,,,,,
player,201111060nor,tam,BrisDe00,pass_td,0,,,,,
player,201111060nor,tam,BrisDe00,pass_int,0,,,,,
player,201111060nor,tam,BrisDe00,pass_sacked,0,,,,,
player,201111060nor,tam,BrisDe00,pass_sacked_yds,0,,,,,
player,201111060nor,tam,BrisDe00,pass_long,0,,,,,
player,201111060nor,tam,BrisDe00,pass_rating,,,,,,
player,201111060nor,tam,BrisDe00,rush_att,0,,,,,
player,201111060nor,tam,BrisDe00,rush_yds,0,,,,,
player,201111060nor,tam,BrisDe00,rush_td,0,,,,,
player,201111060nor,tam,BrisDe00,rush_long,0,,,,,
player,201111060nor,tam,BrisDe00,targets,2,,,,,
player,201111060nor,tam,BrisDe00,rec,1,,,,,
player,201111060nor,tam,BrisDe00,rec_yds,46,,,,,
player,201111060nor,tam,BrisDe00,rec_td,0,,,,,
player,201111060nor,tam,BrisDe00,rec_long,46,,,,,
player,201111060nor,tam,BrisDe00,fumbles,0,,,,,
player,201111060nor,tam,BrisDe00,fumbles_lost,,,,,,
player,201111060nor,tam,WillMi04,pass_cmp,0,,,,,
player,201111060nor,tam,WillMi04,pass_att,0,,,,,
player,201111060nor,tam,WillMi04,pass_yds,0,,,,,
player,201111060nor,tam,WillMi04,pass_td,0,,,,,
