game,2011,14,20111211,201112110jax,tam,"Tampa Bay Buccaneers",14,jax,"Jacksonville Jaguars",41
player,201112110jax,tam,FreeJo00,targets,0,,,,,
player,201112110jax,tam,FreeJo00,rec,0,,,,,
player,201112110jax,tam,FreeJo00,rec_yds,0,,,,,
player,201112110jax,tam,FreeJo00,rec_td,0,,,,,
player,201112110jax,tam,FreeJo00,rec_long,0,,,,,
player,201112110jax,tam,FreeJo00,fumbles,2,,,,,
player,201112110jax,tam,FreeJo00,fumbles_lost,1,,,,,
player,201112110jax,tam,JohnJo05,pass_cmp,1,,,,,
player,201112110jax,tam,JohnJo05,pass_att,2,,,,,
player,201112110jax,tam,JohnJo05,pass_yds,3,,,,,
player,201112110jax,tam,JohnJo05,pass_td,0,,,,,
player,201112110jax,tam,JohnJo05,pass_int,1,,,,,
player,201112110jax,tam,JohnJo05,pass_sacked,0,,,,,
player,201112110jax,tam,JohnJo05,pass_sacked_yds,0,,,,,
player,201112110jax,tam,JohnJo05,pass_long,3,,,,,
player,201112110jax,tam,JohnJo05,pass_rating,16.7,,,,,
player,201112110jax,tam,JohnJo05,rush_att,0,,,,,
player,201112110jax,tam,JohnJo05,rush_yds,0,,,,,
player,201112110jax,tam,JohnJo05,rush_td,0,,,,,
player,201112110jax,tam,JohnJo05,rush_long,0,,,,,
player,201112110jax,tam,JohnJo05,targets,0,,,,,
player,201112110jax,tam,JohnJo05,rec,0,,,,,
player,201112110jax,tam,JohnJo05,rec_yds,0,,,,,
player,201112110jax,tam,JohnJo05,rec_td,0,,,,,
player,201112110jax,tam,JohnJo05,rec_long,0,,,,,
player,201112110jax,tam,JohnJo05,fumbles,0,,,,,
player,201112110jax,tam,JohnJo05,fumbles_lost,,,,,,
player,201112110jax,tam,BlouLe00,pass_cmp,0,,,,,
player,201112110jax,tam,BlouLe00,pass_att,0,,,,,
player,201112110jax,tam,BlouLe00,pass_yds,0,,,,,
player,201112110jax,tam,BlouLe00,pass_td,0,,,,,
player,201112110jax,tam,BlouLe00,pass_int,0,,,,,
player,201112110jax,tam,BlouLe00,pass_sacked,0,,,,,
player,201112110jax,tam,BlouLe00,pass_sacked_yds,0,,,,,
player,201112110jax,tam,BlouLe00,pass_long,0,,,,,
player,201112110jax,tam,BlouLe00,pass_rating,,,,,,
player,201112110jax,tam,BlouLe00,rush_att,18,,,,,
player,201112110jax,tam,BlouLe00,rush_yds,74,,,,,
player,201112110jax,tam,BlouLe00,rush_td,1,,,,,
player,201112110jax,tam,BlouLe00,rush_long,11,,,,,
player,201112110jax,tam,BlouLe00,targets,2,,,,,
player,201112110jax,tam,BlouLe00,rec,1,,,,,
player,201112110jax,tam,BlouLe00,rec_yds,6,,,,,
player,201112110jax,tam,BlouLe00,rec_td,0,,,,,
player,201112110jax,tam,BlouLe00,rec_long,6,,,,,
player,201112110jax,tam,BlouLe00,fumbles,2,,,,,
player,201112110jax,tam,BlouLe00,fumbles_lost,1,,,,,
player,201112110jax,tam,MaduMo00,pass_cmp,0,,,,,
player,201112110jax,tam,MaduMo00,pass_att,0,,,,,
player,201112110jax,tam,MaduMo00,pass_yds,0,,,,,
player,201112110jax,tam,MaduMo00,pass_td,0,,,,,
player,201112110jax,tam,MaduMo00,pass_int,0,,,,,
player,201112110jax,tam,MaduMo00,pass_sacked,0,,,,,
player,201112110jax,tam,MaduMo00,pass_sacked_yds,0,,,,,
player,201112110jax,tam,MaduMo00,pass_long,0,,,,,
player,201112110jax,tam,MaduMo00,pass_rating,,,,,,
player,201112110jax,tam,MaduMo00,rush_att,1,,,,,
player,201112110jax,tam,MaduMo00,rush_yds,6,,,,,
player,201112110jax,tam,MaduMo00,rush_td,0,,,,,
player,201112110jax,tam,MaduMo00,rush_long,6,,,,,
player,201112110jax,tam,MaduMo00,targets,1,,,,,
player,201112110jax,tam,MaduMo00,rec,1,,,,,
player,201112110jax,tam,MaduMo00,rec_yds,3,,,,,
player,201112110jax,tam,MaduMo00,rec_td,0,,,,,
player,201112110jax,tam,MaduMo00,rec_long,3,,,,,
player,201112110jax,tam,MaduMo00,fumbles,0,,,,,
player,201112110jax,tam,MaduMo00,fumbles_lost,,,,,,
player,201112110jax,tam,LumpKr00,pass_cmp,0,,,,,
player,201112110jax,tam,LumpKr00,pass_att,0,,,,,
player,201112110jax,tam,LumpKr00,pass_yds,0,,,,,
player,201112110jax,tam,LumpKr00,pass_td,0,,,,,
player,201112110jax,tam,LumpKr00,pass_int,0,,,,,
player,201112110jax,tam,LumpKr00,pass_sacked,0,,,,,
player,201112110jax,tam,LumpKr00,pass_sacked_yds,0,,,,,
player,201112110jax,tam,LumpKr00,pass_long,0,,,,,
player,201112110jax,tam,LumpKr00,pass_rating,,,,,,
player,201112110jax,tam,LumpKr00,rush_att,1,,,,,
player,201112110jax,tam,LumpKr00,rush_yds,4,,,,,
player,201112110jax,tam,LumpKr00,rush_td,0,,,,,
player,201112110jax,tam,LumpKr00,rush_long,4,,,,,
player,201112110jax,tam,LumpKr00,targets,3,,,,,
player,201112110jax,tam,LumpKr00,rec,2,,,,,
player,201112110jax,tam,LumpKr00,rec_yds,18,,,,,
player,201112110jax,tam,LumpKr00,rec_td,0,,,,,
player,201112110jax,tam,LumpKr00,rec_long,10,,,,,
player,201112110jax,tam,LumpKr00,fumbles,0,,,,,
player,201112110jax,tam,LumpKr00,fumbles_lost,,,,,,
player,201112110jax,tam,WinsKe01,pass_cmp,0,,,,,
player,201112110jax,tam,WinsKe01,pass_att,0,,,,,
player,201112110jax,tam,WinsKe01,pass_yds,0,,,,,
player,201112110jax,tam,WinsKe01,pass_td,0,,,,,
player,201112110jax,tam,WinsKe01,pass_int,0,,,,,
player,201112110jax,tam,WinsKe01,pass_sacked,0,,,,,
player,201112110jax,tam,WinsKe01,pass_sacked_yds,0,,,,,
player,201112110jax,tam,WinsKe01,pass_long,0,,,,,
player,201112110jax,tam,WinsKe01,pass_rating,,,,,,
player,201112110jax,tam,WinsKe01,rush_att,0,,,,,
player,201112110jax,tam,WinsKe01,rush_yds,0,,,,,
player,201112110jax,tam,WinsKe01,rush_td,0,,,,,
player,201112110jax,tam,WinsKe01,rush_long,0,,,,,
player,201112110jax,tam,WinsKe01,targets,5,,,,,
player,201112110jax,tam,WinsKe01,rec,2,,,,,
player,201112110jax,tam,WinsKe01,rec_yds,38,,,,,
player,201112110jax,tam,WinsKe01,rec_td,0,,,,,
player,201112110jax,tam,WinsKe01,rec_long,28,,,,,
player,201112110jax,tam,WinsKe01,fumbles,0,,,,,
player,201112110jax,tam,WinsKe01,fumbles_lost,,,,,,
player,201112110jax,tam,ParkPr00,pass_cmp,0,,,,,
player,201112110jax,tam,ParkPr00,pass_att,0,,,,,
player,201112110jax,tam,ParkPr00,pass_yds,0,,,,,
player,201112110jax,tam,ParkPr00,pass_td,0,,,,,
player,201112110jax,tam,ParkPr00,pass_int,0,,,,,
player,201112110jax,tam,ParkPr00,pass_sacked,0,,,,,
player,201112110jax,tam,ParkPr00,pass_sacked_yds,0,,,,,
player,201112110jax,tam,ParkPr00,pass_long,0,,,,,
player,201112110jax,tam,ParkPr00,pass_rating,,,,,,
player,201112110jax,tam,ParkPr00,rush_att,0,,,,,
player,201112110jax,tam,ParkPr00,rush_yds,0,,,,,
player,201112110jax,tam,ParkPr00,rush_td,0,,,,,
player,201112110jax,tam,ParkPr00,rush_long,0,,,,,
player,201112110jax,tam,ParkPr00,targets,3,,,,,
player,201112110jax,tam,ParkPr00,rec,3,,,,,
player,201112110jax,tam,ParkPr00,rec_yds,35,,,,,
player,201112110jax,tam,ParkPr00,rec_td,0,,,,,
player,201112110jax,tam,ParkPr00,rec_long,14,,,,,
player,201112110jax,tam,ParkPr00,fumbles,2,,,,,
player,201112110jax,tam,ParkPr00,fumbles_lost,0,,,,,
player,201112110jax,tam,WillMi04,pass_cmp,0,,,,,
player,201112110jax,tam,WillMi04,pass_att,0,,,,,
player,201112110jax,tam,WillMi04,pass_yds,0,,,,,
player,201112110jax,tam,WillMi04,pass_td,0,,,,,
player,201112110jax,tam,WillMi04,pass_int,0,,,,,
player,201112110jax,tam,WillMi04,pass_sacked,0,,,,,
player,201112110jax,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201112110jax,tam,WillMi04,pass_long,0,,,,,
player,201112110jax,tam,WillMi04,pass_rating,,,,,,
player,201112110jax,tam,WillMi04,rush_att,0,,,,,
player,201112110jax,tam,WillMi04,rush_yds,0,,,,,
player,201112110jax,tam,WillMi04,rush_td,0,,,,,
player,201112110jax,tam,WillMi04,rush_long,0,,,,,
player,201112110jax,tam,WillMi04,targets,7,,,,,
player,201112110jax,tam,WillMi04,rec,3,,,,,
player,201112110jax,tam,WillMi04,rec_yds,35,,,,,
player,201112110jax,tam,WillMi04,rec_td,0,,,,,
player,201112110jax,tam,WillMi04,rec_long,19,,,,,
player,201112110jax,tam,WillMi04,fumbles,0,,,,,
player,201112110jax,tam,WillMi04,fumbles_lost,,,,,,
player,201112110jax,tam,LoriEr99,pass_cmp,0,,,,,
player,201112110jax,tam,LoriEr99,pass_att,0,,,,,
player,201112110jax,tam,LoriEr99,pass_yds,0,,,,,
player,201112110jax,tam,LoriEr99,pass_td,0,,,,,
player,201112110jax,tam,LoriEr99,pass_int,0,,,,,
player,201112110jax,tam,LoriEr99,pass_sacked,0,,,,,
player,201112110jax,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201112110jax,tam,LoriEr99,pass_long,0,,,,,
player,201112110jax,tam,LoriEr99,pass_rating,,,,,,
player,201112110jax,tam,LoriEr99,rush_att,0,,,,,
player,201112110jax,tam,LoriEr99,rush_yds,0,,,,,
player,201112110jax,tam,LoriEr99,rush_td,0,,,,,
player,201112110jax,tam,LoriEr99,rush_long,0,,,,,
player,201112110jax,tam,LoriEr99,targets,1,,,,,
player,201112110jax,tam,LoriEr99,rec,1,,,,,
player,201112110jax,tam,LoriEr99,rec_yds,22,,,,,
player,201112110jax,tam,LoriEr99,rec_td,0,,,,,
player,201112110jax,tam,LoriEr99,rec_long,22,,,,,
player,201112110jax,tam,LoriEr99,fumbles,0,,,,,
player,201112110jax,tam,LoriEr99,fumbles_lost,,,,,,
player,201112110jax,tam,BrisDe00,pass_cmp,0,,,,,
player,201112110jax,tam,BrisDe00,pass_att,0,,,,,
player,201112110jax,tam,BrisDe00,pass_yds,0,,,,,
player,201112110jax,tam,BrisDe00,pass_td,0,,,,,
player,201112110jax,tam,BrisDe00,pass_int,0,,,,,
player,201112110jax,tam,BrisDe00,pass_sacked,0,,,,,
player,201112110jax,tam,BrisDe00,pass_sacked_yds,0,,,,,
player,201112110jax,tam,BrisDe00,pass_long,0,,,,,
player,201112110jax,tam,BrisDe00,pass_rating,,,,,,
player,201112110jax,tam,BrisDe00,rush_att,0,,,,,
player,201112110jax,tam,BrisDe00,rush_yds,0,,,,,
player,201112110jax,tam,BrisDe00,rush_td,0,,,,,
player,201112110jax,tam,BrisDe00,rush_long,0,,,,,
player,201112110jax,tam,BrisDe00,targets,7,,,,,
player,201112110jax,tam,BrisDe00,rec,3,,,,,
player,201112110jax,tam,BrisDe00,rec_yds,20,,,,,
player,201112110jax,tam,BrisDe00,rec_td,0,,,,,
player,201112110jax,tam,BrisDe00,rec_long,9,,,,,
player,201112110jax,tam,BrisDe00,fumbles,0,,,,,
player,201112110jax,tam,BrisDe00,fumbles_lost,,,,,,
player,201112110jax,tam,BennAr00,pass_cmp,0,,,,,
player,201112110jax,tam,BennAr00,pass_att,0,,,,,
player,201112110jax,tam,BennAr00,pass_yds,0,,,,,
player,201112110jax,tam,BennAr00,pass_td,0,,,,,
player,201112110jax,tam,BennAr00,pass_int,0,,,,,
player,201112110jax,tam,BennAr00,pass_sacked,0,,,,,
player,201112110jax,tam,BennAr00,pass_sacked_yds,0,,,,,
player,201112110jax,tam,BennAr00,pass_long,0,,,,,
player,201112110jax,tam,BennAr00,pass_rating,,,,,,
player,201112110jax,tam,BennAr00,rush_att,0,,,,,
player,201112110jax,tam,BennAr00,rush_yds,0,,,,,
player,201112110jax,tam,BennAr00,rush_td,0,,,,,
player,201112110jax,tam,BennAr00,rush_long,0,,,,,
player,201112110jax,tam,BennAr00,targets,1,,,,,
player,201112110jax,tam,BennAr00,rec,1,,,,,
player,201112110jax,tam,BennAr00,rec_yds,7,,,,,
player,201112110jax,tam,BennAr00,rec_td,0,,,,,
player,201112110jax,tam,BennAr00,rec_long,7,,,,,
player,201112110jax,tam,BennAr00,fumbles,0,,,,,
player,201112110jax,tam,BennAr00,fumbles_lost,,,,,,
player,201112110jax,tam,StocLu00,pass_cmp,0,,,,,
player,201112110jax,tam,StocLu00,pass_att,0,,,,,
player,201112110jax,tam,StocLu00,pass_yds,0,,,,,
player,201112110jax,tam,StocLu00,pass_td,0,,,,,
player,201112110jax,tam,StocLu00,pass_int,0,,,,,
player,201112110jax,tam,StocLu00,pass_sacked,0,,,,,
player,201112110jax,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201112110jax,tam,StocLu00,pass_long,0,,,,,
player,201112110jax,tam,StocLu00,pass_rating,,,,,,
player,201112110jax,tam,StocLu00,rush_att,0,,,,,
player,201112110jax,tam,StocLu00,rush_yds,0,,,,,
player,201112110jax,tam,StocLu00,rush_td,0,,,,,
player,201112110jax,tam,StocLu00,rush_long,0,,,,,
player,201112110jax,tam,StocLu00,targets,1,,,,,
player,201112110jax,tam,StocLu00,rec,0,,,,,
player,201112110jax,tam,StocLu00,rec_yds,0,,,,,
player,201112110jax,tam,StocLu00,rec_td,0,,,,,
player,201112110jax,tam,StocLu00,rec_long,0,,,,,
player,201112110jax,tam,StocLu00,fumbles,0,,,,,
player,201112110jax,tam,StocLu00,fumbles_lost,,,,,,
player,201112110jax,jax,GabbBl00,pass_cmp,19,,,,,
player,201112110jax,jax,GabbBl00,pass_att,33,,,,,
player,201112110jax,jax,GabbBl00,pass_yds,217,,,,,
player,201112110jax,jax,GabbBl00,pass_td,2,,,,,
player,201112110jax,jax,GabbBl00,pass_int,2,,,,,
player,201112110jax,jax,GabbBl00,pass_sacked,1,,,,,
player,201112110jax,jax,GabbBl00,pass_sacked_yds,8,,,,,
player,201112110jax,jax,GabbBl00,pass_long,62,,,,,
player,201112110jax,jax,GabbBl00,pass_rating,72.4,,,,,
player,201112110jax,jax,GabbBl00,rush_att,4,,,,,
player,201112110jax,jax,GabbBl00,rush_yds,-3,,,,,
player,201112110jax,jax,GabbBl00,rush_td,0,,,,,
player,201112110jax,jax,GabbBl00,rush_long,0,,,,,
player,201112110jax,jax,GabbBl00,targets,0,,,,,
player,201112110jax,jax,GabbBl00,rec,0,,,,,
player,201112110jax,jax,GabbBl00,rec_yds,0,,,,,
player,201112110jax,jax,GabbBl00,rec_td,0,,,,,
player,201112110jax,jax,GabbBl00,rec_long,0,,,,,
player,201112110jax,jax,GabbBl00,fumbles,2,,,,,
player,201112110jax,jax,GabbBl00,fumbles_lost,0,,,,,
player,201112110jax,jax,DrewMa00,pass_cmp,0,,,,,
player,201112110jax,jax,DrewMa00,pass_att,0,,,,,
player,201112110jax,jax,DrewMa00,pass_yds,0,,,,,
player,201112110jax,jax,DrewMa00,pass_td,0,,,,,
player,201112110jax,jax,DrewMa00,pass_int,0,,,,,
player,201112110jax,jax,DrewMa00,pass_sacked,0,,,,,
player,201112110jax,jax,DrewMa00,pass_sacked_yds,0,,,,,
player,201112110jax,jax,DrewMa00,pass_long,0,,,,,
player,201112110jax,jax,DrewMa00,pass_rating,,,,,,
player,201112110jax,jax,DrewMa00,rush_att,27,,,,,
player,201112110jax,jax,DrewMa00,rush_yds,85,,,,,
player,201112110jax,jax,DrewMa00,rush_td,2,,,,,
player,201112110jax,jax,DrewMa00,rush_long,14,,,,,
player,201112110jax,jax,DrewMa00,targets,6,,,,,
player,201112110jax,jax,DrewMa00,rec,6,,,,,
player,201112110jax,jax,DrewMa00,rec_yds,51,,,,,
player,201112110jax,jax,DrewMa00,rec_td,2,,,,,
player,201112110jax,jax,DrewMa00,rec_long,17,,,,,
player,201112110jax,jax,DrewMa00,fumbles,0,,,,,
player,201112110jax,jax,DrewMa00,fumbles_lost,,,,,,
player,201112110jax,jax,HarrDu01,pass_cmp,0,,,,,
player,201112110jax,jax,HarrDu01,pass_att,0,,,,,
player,201112110jax,jax,HarrDu01,pass_yds,0,,,,,
player,201112110jax,jax,HarrDu01,pass_td,0,,,,,
player,201112110jax,jax,HarrDu01,pass_int,0,,,,,
player,201112110jax,jax,HarrDu01,pass_sacked,0,,,,,
player,201112110jax,jax,HarrDu01,pass_sacked_yds,0,,,,,
player,201112110jax,jax,HarrDu01,pass_long,0,,,,,
player,201112110jax,jax,HarrDu01,pass_rating,,,,,,
player,201112110jax,jax,HarrDu01,rush_att,1,,,,,
player,201112110jax,jax,HarrDu01,rush_yds,24,,,,,
player,201112110jax,jax,HarrDu01,rush_td,0,,,,,
player,201112110jax,jax,HarrDu01,rush_long,24,,,,,
player,201112110jax,jax,HarrDu01,targets,0,,,,,
player,201112110jax,jax,HarrDu01,rec,0,,,,,
player,201112110jax,jax,HarrDu01,rec_yds,0,,,,,
player,201112110jax,jax,HarrDu01,rec_td,0,,,,,
player,201112110jax,jax,HarrDu01,rec_long,0,,,,,
player,201112110jax,jax,HarrDu01,fumbles,0,,,,,
player,201112110jax,jax,HarrDu01,fumbles_lost,,,,,,
player,201112110jax,jax,BoleBr00,pass_cmp,0,,,,,
player,201112110jax,jax,BoleBr00,pass_att,0,,,,,
player,201112110jax,jax,BoleBr00,pass_yds,0,,,,,
player,201112110jax,jax,BoleBr00,pass_td,0,,,,,
player,201112110jax,jax,BoleBr00,pass_int,0,,,,,
player,201112110jax,jax,BoleBr00,pass_sacked,0,,,,,
player,201112110jax,jax,BoleBr00,pass_sacked_yds,0,,,,,
player,201112110jax,jax,BoleBr00,pass_long,0,,,,,
player,201112110jax,jax,BoleBr00,pass_rating,,,,,,
player,201112110jax,jax,BoleBr00,rush_att,1,,,,,
player,201112110jax,jax,BoleBr00,rush_yds,10,,,,,
player,201112110jax,jax,BoleBr00,rush_td,0,,,,,
player,201112110jax,jax,BoleBr00,rush_long,10,,,,,
player,201112110jax,jax,BoleBr00,targets,1,,,,,
player,201112110jax,jax,BoleBr00,rec,0,,,,,
player,201112110jax,jax,BoleBr00,rec_yds,0,,,,,
player,201112110jax,jax,BoleBr00,rec_td,0,,,,,
player,201112110jax,jax,BoleBr00,rec_long,0,,,,,
player,201112110jax,jax,BoleBr00,fumbles,0,,,,,
player,201112110jax,jax,BoleBr00,fumbles_lost,,,,,,
player,201112110jax,jax,LewiMa00,pass_cmp,0,,,,,
player,201112110jax,jax,LewiMa00,pass_att,0,,,,,
player,201112110jax,jax,LewiMa00,pass_yds,0,,,,,
player,201112110jax,jax,LewiMa00,pass_td,0,,,,,
player,201112110jax,jax,LewiMa00,pass_int,0,,,,,
player,201112110jax,jax,LewiMa00,pass_sacked,0,,,,,
player,201112110jax,jax,LewiMa00,pass_sacked_yds,0,,,,,
player,201112110jax,jax,LewiMa00,pass_long,0,,,,,
player,201112110jax,jax,LewiMa00,pass_rating,,,,,,
player,201112110jax,jax,LewiMa00,rush_att,0,,,,,
player,201112110jax,jax,LewiMa00,rush_yds,0,,,,,
player,201112110jax,jax,LewiMa00,rush_td,0,,,,,
player,201112110jax,jax,LewiMa00,rush_long,0,,,,,
player,201112110jax,jax,LewiMa00,targets,7,,,,,
player,201112110jax,jax,LewiMa00,rec,2,,,,,
player,201112110jax,jax,LewiMa00,rec_yds,77,,,,,
player,201112110jax,jax,LewiMa00,rec_td,0,,,,,
player,201112110jax,jax,LewiMa00,rec_long,62,,,,,
player,201112110jax,jax,LewiMa00,fumbles,0,,,,,
player,201112110jax,jax,LewiMa00,fumbles_lost,,,,,,
player,201112110jax,jax,DillJa00,pass_cmp,0,,,,,
player,201112110jax,jax,DillJa00,pass_att,0,,,,,
player,201112110jax,jax,DillJa00,pass_yds,0,,,,,
player,201112110jax,jax,DillJa00,pass_td,0,,,,,
player,201112110jax,jax,DillJa00,pass_int,0,,,,,
player,201112110jax,jax,DillJa00,pass_sacked,0,,,,,
player,201112110jax,jax,DillJa00,pass_sacked_yds,0,,,,,
player,201112110jax,jax,DillJa00,pass_long,0,,,,,
player,201112110jax,jax,DillJa00,pass_rating,,,,,,
player,201112110jax,jax,DillJa00,rush_att,0,,,,,
player,201112110jax,jax,DillJa00,rush_yds,0,,,,,
player,201112110jax,jax,DillJa00,rush_td,0,,,,,
player,201112110jax,jax,DillJa00,rush_long,0,,,,,
player,201112110jax,jax,DillJa00,targets,6,,,,,
player,201112110jax,jax,DillJa00,rec,5,,,,,
player,201112110jax,jax,DillJa00,rec_yds,45,,,,,
player,201112110jax,jax,DillJa00,rec_td,0,,,,,
player,201112110jax,jax,DillJa00,rec_long,22,,,,,
player,201112110jax,jax,DillJa00,fumbles,0,,,,,
player,201112110jax,jax,DillJa00,fumbles_lost,,,,,,
player,201112110jax,jax,OsgoKa00,pass_cmp,0,,,,,
player,201112110jax,jax,OsgoKa00,pass_att,0,,,,,
player,201112110jax,jax,OsgoKa00,pass_yds,0,,,,,
player,201112110jax,jax,OsgoKa00,pass_td,0,,,,,
player,201112110jax,jax,OsgoKa00,pass_int,0,,,,,
player,201112110jax,jax,OsgoKa00,pass_sacked,0,,,,,
player,201112110jax,jax,OsgoKa00,pass_sacked_yds,0,,,,,
player,201112110jax,jax,OsgoKa00,pass_long,0,,,,,
player,201112110jax,jax,OsgoKa00,pass_rating,,,,,,
player,201112110jax,jax,OsgoKa00,rush_att,0,,,,,
player,201112110jax,jax,OsgoKa00,rush_yds,0,,,,,
player,201112110jax,jax,OsgoKa00,rush_td,0,,,,,
player,201112110jax,jax,OsgoKa00,rush_long,0,,,,,
player,201112110jax,jax,OsgoKa00,targets,6,,,,,
player,201112110jax,jax,OsgoKa00,rec,3,,,,,
player,201112110jax,jax,OsgoKa00,rec_yds,23,,,,,
player,201112110jax,jax,OsgoKa00,rec_td,0,,,,,
player,201112110jax,jax,OsgoKa00,rec_long,12,,,,,
player,201112110jax,jax,OsgoKa00,fumbles,0,,,,,
player,201112110jax,jax,OsgoKa00,fumbles_lost,,,,,,
player,201112110jax,jax,WestCh00,pass_cmp,0,,,,,
player,201112110jax,jax,WestCh00,pass_att,0,,,,,
player,201112110jax,jax,WestCh00,pass_yds,0,,,,,
player,201112110jax,jax,WestCh00,pass_td,0,,,,,
player,201112110jax,jax,WestCh00,pass_int,0,,,,,
player,201112110jax,jax,WestCh00,pass_sacked,0,,,,,
player,201112110jax,jax,WestCh00,pass_sacked_yds,0,,,,,
player,201112110jax,jax,WestCh00,pass_long,0,,,,,
player,201112110jax,jax,WestCh00,pass_rating,,,,,,
player,201112110jax,jax,WestCh00,rush_att,0,,,,,
player,201112110jax,jax,WestCh00,rush_yds,0,,,,,
player,201112110jax,jax,WestCh00,rush_td,0,,,,,
player,201112110jax,jax,WestCh00,rush_long,0,,,,,
player,201112110jax,jax,WestCh00,targets,4,,,,,
player,201112110jax,jax,WestCh00,rec,2,,,,,
player,201112110jax,jax,WestCh00,rec_yds,19,,,,,
player,201112110jax,jax,WestCh00,rec_td,0,,,,,
player,201112110jax,jax,WestCh00,rec_long,11,,,,,
player,201112110jax,jax,WestCh00,fumbles,0,,,,,
player,201112110jax,jax,WestCh00,fumbles_lost,,,,,,
player,201112110jax,jax,ThomMi01,pass_cmp,0,,,,,
player,201112110jax,jax,ThomMi01,pass_att,0,,,,,
player,201112110jax,jax,ThomMi01,pass_yds,0,,,,,
player,201112110jax,jax,ThomMi01,pass_td,0,,,,,
player,201112110jax,jax,ThomMi01,pass_int,0,,,,,
player,201112110jax,jax,ThomMi01,pass_sacked,0,,,,,
player,201112110jax,jax,ThomMi01,pass_sacked_yds,0,,,,,
player,201112110jax,jax,ThomMi01,pass_long,0,,,,,
player,201112110jax,jax,ThomMi01,pass_rating,,,,,,
player,201112110jax,jax,ThomMi01,rush_att,0,,,,,
player,201112110jax,jax,ThomMi01,rush_yds,0,,,,,
player,201112110jax,jax,ThomMi01,rush_td,0,,,,,
player,201112110jax,jax,ThomMi01,rush_long,0,,,,,
player,201112110jax,jax,ThomMi01,targets,1,,,,,
player,201112110jax,jax,ThomMi01,rec,1,,,,,
player,201112110jax,jax,ThomMi01,rec_yds,2,,,,,
player,201112110jax,jax,ThomMi01,rec_td,0,,,,,
player,201112110jax,jax,ThomMi01,rec_long,2,,,,,
player,201112110jax,jax,ThomMi01,fumbles,0,,,,,
player,201112110jax,jax,ThomMi01,fumbles_lost,,,,,,
player,201112110jax,jax,ShorCe00,pass_cmp,0,,,,,
player,201112110jax,jax,ShorCe00,pass_att,0,,,,,
player,201112110jax,jax,ShorCe00,pass_yds,0,,,,,
player,201112110jax,jax,ShorCe00,pass_td,0,,,,,
player,201112110jax,jax,ShorCe00,pass_int,0,,,,,
player,201112110jax,jax,ShorCe00,pass_sacked,0,,,,,
player,201112110jax,jax,ShorCe00,pass_sacked_yds,0,,,,,
player,201112110jax,jax,ShorCe00,pass_long,0,,,,,
player,201112110jax,jax,ShorCe00,pass_rating,,,,,,
player,201112110jax,jax,ShorCe00,rush_att,0,,,,,
player,201112110jax,jax,ShorCe00,rush_yds,0,,,,,
player,201112110jax,jax,ShorCe00,rush_td,0,,,,,
player,201112110jax,jax,ShorCe00,rush_long,0,,,,,
