game,2011,5,20111009,201110090den,sdg,"San Diego Chargers",29,den,"Denver Broncos",24
team,201110090den,sdg,First Downs,25,,,,,,
team,201110090den,den,First Downs,13,,,,,,
team,201110090den,sdg,Rush-Yds-TDs,43-206-1,,,,,,
team,201110090den,den,Rush-Yds-TDs,23-162-1,,,,,,
team,201110090den,sdg,Cmp-Att-Yd-TD-INT,18-29-250-1-1,,,,,,
team,201110090den,den,Cmp-Att-Yd-TD-INT,10-23-113-1-1,,,,,,
team,201110090den,sdg,Sacked-Yards,5-38,,,,,,
team,201110090den,den,Sacked-Yards,0-0,,,,,,
team,201110090den,sdg,Net Pass Yards,212,,,,,,
team,201110090den,den,Net Pass Yards,113,,,,,,
team,201110090den,sdg,Total Yards,418,,,,,,
team,201110090den,den,Total Yards,275,,,,,,
team,201110090den,sdg,Fumbles-Lost,2-1,,,,,,
team,201110090den,den,Fumbles-Lost,0-0,,,,,,
team,201110090den,sdg,Turnovers,2,,,,,,
team,201110090den,den,Turnovers,1,,,,,,
team,201110090den,sdg,Penalties-Yards,0-0,,,,,,
team,201110090den,den,Penalties-Yards,4-53,,,,,,
team,201110090den,sdg,Third Down Conv.,8-16,,,,,,
team,201110090den,den,Third Down Conv.,2-9,,,,,,
team,201110090den,sdg,Fourth Down Conv.,0-0,,,,,,
team,201110090den,den,Fourth Down Conv.,0-0,,,,,,
team,201110090den,sdg,Time of Possession,40:08,,,,,,
team,201110090den,den,Time of Possession,19:52,,,,,,
player,201110090den,sdg,RivePh00,pass_cmp,18,,,,,
player,201110090den,sdg,RivePh00,pass_att,29,,,,,
player,201110090den,sdg,RivePh00,pass_yds,250,,,,,
player,201110090den,sdg,RivePh00,pass_td,1,,,,,
player,201110090den,sdg,RivePh00,pass_int,1,,,,,
player,201110090den,sdg,RivePh00,pass_sacked,5,,,,,
player,201110090den,sdg,RivePh00,pass_sacked_yds,38,,,,,
player,201110090den,sdg,RivePh00,pass_long,42,,,,,
player,201110090den,sdg,RivePh00,pass_rating,86.9,,,,,
player,201110090den,sdg,RivePh00,rush_att,3,,,,,
player,201110090den,sdg,RivePh00,rush_yds,10,,,,,
player,201110090den,sdg,RivePh00,rush_td,1,,,,,
player,201110090den,sdg,RivePh00,rush_long,6,,,,,
player,201110090den,sdg,RivePh00,targets,0,,,,,
player,201110090den,sdg,RivePh00,rec,0,,,,,
player,201110090den,sdg,RivePh00,rec_yds,0,,,,,
player,201110090den,sdg,RivePh00,rec_td,0,,,,,
player,201110090den,sdg,RivePh00,rec_long,0,,,,,
player,201110090den,sdg,RivePh00,fumbles,2,,,,,
player,201110090den,sdg,RivePh00,fumbles_lost,1,,,,,
player,201110090den,sdg,MathRy00,pass_cmp,0,,,,,
player,201110090den,sdg,MathRy00,pass_att,0,,,,,
player,201110090den,sdg,MathRy00,pass_yds,0,,,,,
player,201110090den,sdg,MathRy00,pass_td,0,,,,,
player,201110090den,sdg,MathRy00,pass_int,0,,,,,
player,201110090den,sdg,MathRy00,pass_sacked,0,,,,,
player,201110090den,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201110090den,sdg,MathRy00,pass_long,0,,,,,
player,201110090den,sdg,MathRy00,pass_rating,,,,,,
player,201110090den,sdg,MathRy00,rush_att,24,,,,,
player,201110090den,sdg,MathRy00,rush_yds,125,,,,,
player,201110090den,sdg,MathRy00,rush_td,0,,,,,
player,201110090den,sdg,MathRy00,rush_long,36,,,,,
player,201110090den,sdg,MathRy00,targets,1,,,,,
player,201110090den,sdg,MathRy00,rec,1,,,,,
player,201110090den,sdg,MathRy00,rec_yds,7,,,,,
player,201110090den,sdg,MathRy00,rec_td,0,,,,,
player,201110090den,sdg,MathRy00,rec_long,7,,,,,
player,201110090den,sdg,MathRy00,fumbles,0,,,,,
player,201110090den,sdg,MathRy00,fumbles_lost,,,,,,
player,201110090den,sdg,HestJa00,pass_cmp,0,,,,,
player,201110090den,sdg,HestJa00,pass_att,0,,,,,
player,201110090den,sdg,HestJa00,pass_yds,0,,,,,
player,201110090den,sdg,HestJa00,pass_td,0,,,,,
player,201110090den,sdg,HestJa00,pass_int,0,,,,,
player,201110090den,sdg,HestJa00,pass_sacked,0,,,,,
player,201110090den,sdg,HestJa00,pass_sacked_yds,0,,,,,
player,201110090den,sdg,HestJa00,pass_long,0,,,,,
player,201110090den,sdg,HestJa00,pass_rating,,,,,,
player,201110090den,sdg,HestJa00,rush_att,11,,,,,
player,201110090den,sdg,HestJa00,rush_yds,47,,,,,
player,201110090den,sdg,HestJa00,rush_td,0,,,,,
player,201110090den,sdg,HestJa00,rush_long,16,,,,,
player,201110090den,sdg,HestJa00,targets,2,,,,,
player,201110090den,sdg,HestJa00,rec,2,,,,,
player,201110090den,sdg,HestJa00,rec_yds,13,,,,,
player,201110090den,sdg,HestJa00,rec_td,0,,,,,
player,201110090den,sdg,HestJa00,rec_long,9,,,,,
player,201110090den,sdg,HestJa00,fumbles,0,,,,,
player,201110090den,sdg,HestJa00,fumbles_lost,,,,,,
player,201110090den,sdg,TolbMi00,pass_cmp,0,,,,,
player,201110090den,sdg,TolbMi00,pass_att,0,,,,,
player,201110090den,sdg,TolbMi00,pass_yds,0,,,,,
player,201110090den,sdg,TolbMi00,pass_td,0,,,,,
player,201110090den,sdg,TolbMi00,pass_int,0,,,,,
player,201110090den,sdg,TolbMi00,pass_sacked,0,,,,,
player,201110090den,sdg,TolbMi00,pass_sacked_yds,0,,,,,
player,201110090den,sdg,TolbMi00,pass_long,0,,,,,
player,201110090den,sdg,TolbMi00,pass_rating,,,,,,
player,201110090den,sdg,TolbMi00,rush_att,5,,,,,
player,201110090den,sdg,TolbMi00,rush_yds,24,,,,,
player,201110090den,sdg,TolbMi00,rush_td,0,,,,,
player,201110090den,sdg,TolbMi00,rush_long,13,,,,,
player,201110090den,sdg,TolbMi00,targets,3,,,,,
player,201110090den,sdg,TolbMi00,rec,3,,,,,
player,201110090den,sdg,TolbMi00,rec_yds,25,,,,,
player,201110090den,sdg,TolbMi00,rec_td,0,,,,,
player,201110090den,sdg,TolbMi00,rec_long,17,,,,,
player,201110090den,sdg,TolbMi00,fumbles,0,,,,,
player,201110090den,sdg,TolbMi00,fumbles_lost,,,,,,
player,201110090den,sdg,FloyMa00,pass_cmp,0,,,,,
player,201110090den,sdg,FloyMa00,pass_att,0,,,,,
player,201110090den,sdg,FloyMa00,pass_yds,0,,,,,
player,201110090den,sdg,FloyMa00,pass_td,0,,,,,
player,201110090den,sdg,FloyMa00,pass_int,0,,,,,
player,201110090den,sdg,FloyMa00,pass_sacked,0,,,,,
player,201110090den,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201110090den,sdg,FloyMa00,pass_long,0,,,,,
player,201110090den,sdg,FloyMa00,pass_rating,,,,,,
player,201110090den,sdg,FloyMa00,rush_att,0,,,,,
player,201110090den,sdg,FloyMa00,rush_yds,0,,,,,
player,201110090den,sdg,FloyMa00,rush_td,0,,,,,
player,201110090den,sdg,FloyMa00,rush_long,0,,,,,
player,201110090den,sdg,FloyMa00,targets,7,,,,,
player,201110090den,sdg,FloyMa00,rec,3,,,,,
player,201110090den,sdg,FloyMa00,rec_yds,100,,,,,
player,201110090den,sdg,FloyMa00,rec_td,1,,,,,
player,201110090den,sdg,FloyMa00,rec_long,42,,,,,
player,201110090den,sdg,FloyMa00,fumbles,0,,,,,
player,201110090den,sdg,FloyMa00,fumbles_lost,,,,,,
player,201110090den,sdg,JackVi00,pass_cmp,0,,,,,
player,201110090den,sdg,JackVi00,pass_att,0,,,,,
player,201110090den,sdg,JackVi00,pass_yds,0,,,,,
player,201110090den,sdg,JackVi00,pass_td,0,,,,,
player,201110090den,sdg,JackVi00,pass_int,0,,,,,
player,201110090den,sdg,JackVi00,pass_sacked,0,,,,,
player,201110090den,sdg,JackVi00,pass_sacked_yds,0,,,,,
player,201110090den,sdg,JackVi00,pass_long,0,,,,,
player,201110090den,sdg,JackVi00,pass_rating,,,,,,
player,201110090den,sdg,JackVi00,rush_att,0,,,,,
player,201110090den,sdg,JackVi00,rush_yds,0,,,,,
player,201110090den,sdg,JackVi00,rush_td,0,,,,,
player,201110090den,sdg,JackVi00,rush_long,0,,,,,
player,201110090den,sdg,JackVi00,targets,6,,,,,
player,201110090den,sdg,JackVi00,rec,3,,,,,
player,201110090den,sdg,JackVi00,rec_yds,34,,,,,
player,201110090den,sdg,JackVi00,rec_td,0,,,,,
player,201110090den,sdg,JackVi00,rec_long,14,,,,,
player,201110090den,sdg,JackVi00,fumbles,0,,,,,
player,201110090den,sdg,JackVi00,fumbles_lost,,,,,,
player,201110090den,sdg,SperKo00,pass_cmp,0,,,,,
player,201110090den,sdg,SperKo00,pass_att,0,,,,,
player,201110090den,sdg,SperKo00,pass_yds,0,,,,,
player,201110090den,sdg,SperKo00,pass_td,0,,,,,
player,201110090den,sdg,SperKo00,pass_int,0,,,,,
player,201110090den,sdg,SperKo00,pass_sacked,0,,,,,
player,201110090den,sdg,SperKo00,pass_sacked_yds,0,,,,,
player,201110090den,sdg,SperKo00,pass_long,0,,,,,
player,201110090den,sdg,SperKo00,pass_rating,,,,,,
player,201110090den,sdg,SperKo00,rush_att,0,,,,,
player,201110090den,sdg,SperKo00,rush_yds,0,,,,,
player,201110090den,sdg,SperKo00,rush_td,0,,,,,
player,201110090den,sdg,SperKo00,rush_long,0,,,,,
player,201110090den,sdg,SperKo00,targets,1,,,,,
player,201110090den,sdg,SperKo00,rec,1,,,,,
player,201110090den,sdg,SperKo00,rec_yds,32,,,,,
player,201110090den,sdg,SperKo00,rec_td,0,,,,,
player,201110090den,sdg,SperKo00,rec_long,32,,,,,
player,201110090den,sdg,SperKo00,fumbles,0,,,,,
player,201110090den,sdg,SperKo00,fumbles_lost,,,,,,
player,201110090den,sdg,McMiRa01,pass_cmp,0,,,,,
player,201110090den,sdg,McMiRa01,pass_att,0,,,,,
player,201110090den,sdg,McMiRa01,pass_yds,0,,,,,
player,201110090den,sdg,McMiRa01,pass_td,0,,,,,
player,201110090den,sdg,McMiRa01,pass_int,0,,,,,
player,201110090den,sdg,McMiRa01,pass_sacked,0,,,,,
player,201110090den,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201110090den,sdg,McMiRa01,pass_long,0,,,,,
player,201110090den,sdg,McMiRa01,pass_rating,,,,,,
player,201110090den,sdg,McMiRa01,rush_att,0,,,,,
player,201110090den,sdg,McMiRa01,rush_yds,0,,,,,
player,201110090den,sdg,McMiRa01,rush_td,0,,,,,
player,201110090den,sdg,McMiRa01,rush_long,0,,,,,
player,201110090den,sdg,McMiRa01,targets,6,,,,,
player,201110090den,sdg,McMiRa01,rec,4,,,,,
player,201110090den,sdg,McMiRa01,rec_yds,29,,,,,
player,201110090den,sdg,McMiRa01,rec_td,0,,,,,
player,201110090den,sdg,McMiRa01,rec_long,12,,,,,
player,201110090den,sdg,McMiRa01,fumbles,0,,,,,
player,201110090den,sdg,McMiRa01,fumbles_lost,,,,,,
player,201110090den,sdg,CrayPa00,pass_cmp,0,,,,,
player,201110090den,sdg,CrayPa00,pass_att,0,,,,,
player,201110090den,sdg,CrayPa00,pass_yds,0,,,,,
player,201110090den,sdg,CrayPa00,pass_td,0,,,,,
player,201110090den,sdg,CrayPa00,pass_int,0,,,,,
player,201110090den,sdg,CrayPa00,pass_sacked,0,,,,,
player,201110090den,sdg,CrayPa00,pass_sacked_yds,0,,,,,
player,201110090den,sdg,CrayPa00,pass_long,0,,,,,
player,201110090den,sdg,CrayPa00,pass_rating,,,,,,
player,201110090den,sdg,CrayPa00,rush_att,0,,,,,
player,201110090den,sdg,CrayPa00,rush_yds,0,,,,,
player,201110090den,sdg,CrayPa00,rush_td,0,,,,,
player,201110090den,sdg,CrayPa00,rush_long,0,,,,,
player,201110090den,sdg,CrayPa00,targets,2,,,,,
player,201110090den,sdg,CrayPa00,rec,1,,,,,
player,201110090den,sdg,CrayPa00,rec_yds,10,,,,,
player,201110090den,sdg,CrayPa00,rec_td,0,,,,,
player,201110090den,sdg,CrayPa00,rec_long,10,,,,,
player,201110090den,sdg,CrayPa00,fumbles,0,,,,,
player,201110090den,sdg,CrayPa00,fumbles_lost,,,,,,
player,201110090den,den,OrtoKy00,pass_cmp,6,,,,,
player,201110090den,den,OrtoKy00,pass_att,13,,,,,
player,201110090den,den,OrtoKy00,pass_yds,34,,,,,
player,201110090den,den,OrtoKy00,pass_td,0,,,,,
player,201110090den,den,OrtoKy00,pass_int,1,,,,,
player,201110090den,den,OrtoKy00,pass_sacked,0,,,,,
player,201110090den,den,OrtoKy00,pass_sacked_yds,0,,,,,
player,201110090den,den,OrtoKy00,pass_long,10,,,,,
player,201110090den,den,OrtoKy00,pass_rating,21.0,,,,,
player,201110090den,den,OrtoKy00,rush_att,1,,,,,
player,201110090den,den,OrtoKy00,rush_yds,-1,,,,,
player,201110090den,den,OrtoKy00,rush_td,0,,,,,
player,201110090den,den,OrtoKy00,rush_long,-1,,,,,
player,201110090den,den,OrtoKy00,targets,0,,,,,
player,201110090den,den,OrtoKy00,rec,0,,,,,
player,201110090den,den,OrtoKy00,rec_yds,0,,,,,
player,201110090den,den,OrtoKy00,rec_td,0,,,,,
player,201110090den,den,OrtoKy00,rec_long,0,,,,,
player,201110090den,den,OrtoKy00,fumbles,0,,,,,
player,201110090den,den,OrtoKy00,fumbles_lost,,,,,,
player,201110090den,den,TeboTi00,pass_cmp,4,,,,,
player,201110090den,den,TeboTi00,pass_att,10,,,,,
player,201110090den,den,TeboTi00,pass_yds,79,,,,,
player,201110090den,den,TeboTi00,pass_td,1,,,,,
player,201110090den,den,TeboTi00,pass_int,0,,,,,
player,201110090den,den,TeboTi00,pass_sacked,0,,,,,
player,201110090den,den,TeboTi00,pass_sacked_yds,0,,,,,
player,201110090den,den,TeboTi00,pass_long,31,,,,,
player,201110090den,den,TeboTi00,pass_rating,101.7,,,,,
player,201110090den,den,TeboTi00,rush_att,6,,,,,
player,201110090den,den,TeboTi00,rush_yds,38,,,,,
player,201110090den,den,TeboTi00,rush_td,1,,,,,
player,201110090den,den,TeboTi00,rush_long,12,,,,,
player,201110090den,den,TeboTi00,targets,0,,,,,
player,201110090den,den,TeboTi00,rec,0,,,,,
player,201110090den,den,TeboTi00,rec_yds,0,,,,,
player,201110090den,den,TeboTi00,rec_td,0,,,,,
player,201110090den,den,TeboTi00,rec_long,0,,,,,
player,201110090den,den,TeboTi00,fumbles,0,,,,,
player,201110090den,den,TeboTi00,fumbles_lost,,,,,,
player,201110090den,den,McGaWi00,pass_cmp,0,,,,,
player,201110090den,den,McGaWi00,pass_att,0,,,,,
player,201110090den,den,McGaWi00,pass_yds,0,,,,,
player,201110090den,den,McGaWi00,pass_td,0,,,,,
player,201110090den,den,McGaWi00,pass_int,0,,,,,
player,201110090den,den,McGaWi00,pass_sacked,0,,,,,
player,201110090den,den,McGaWi00,pass_sacked_yds,0,,,,,
player,201110090den,den,McGaWi00,pass_long,0,,,,,
player,201110090den,den,McGaWi00,pass_rating,,,,,,
player,201110090den,den,McGaWi00,rush_att,16,,,,,
player,201110090den,den,McGaWi00,rush_yds,125,,,,,
player,201110090den,den,McGaWi00,rush_td,0,,,,,
player,201110090den,den,McGaWi00,rush_long,28,,,,,
player,201110090den,den,McGaWi00,targets,1,,,,,
player,201110090den,den,McGaWi00,rec,0,,,,,
player,201110090den,den,McGaWi00,rec_yds,0,,,,,
player,201110090den,den,McGaWi00,rec_td,0,,,,,
player,201110090den,den,McGaWi00,rec_long,0,,,,,
player,201110090den,den,McGaWi00,fumbles,0,,,,,
player,201110090den,den,McGaWi00,fumbles_lost,,,,,,
player,201110090den,den,FellDa00,pass_cmp,0,,,,,
player,201110090den,den,FellDa00,pass_att,0,,,,,
player,201110090den,den,FellDa00,pass_yds,0,,,,,
player,201110090den,den,FellDa00,pass_td,0,,,,,
player,201110090den,den,FellDa00,pass_int,0,,,,,
player,201110090den,den,FellDa00,pass_sacked,0,,,,,
player,201110090den,den,FellDa00,pass_sacked_yds,0,,,,,
player,201110090den,den,FellDa00,pass_long,0,,,,,
player,201110090den,den,FellDa00,pass_rating,,,,,,
player,201110090den,den,FellDa00,rush_att,0,,,,,
player,201110090den,den,FellDa00,rush_yds,0,,,,,
player,201110090den,den,FellDa00,rush_td,0,,,,,
player,201110090den,den,FellDa00,rush_long,0,,,,,
player,201110090den,den,FellDa00,targets,4,,,,,
player,201110090den,den,FellDa00,rec,3,,,,,
player,201110090den,den,FellDa00,rec_yds,47,,,,,
player,201110090den,den,FellDa00,rec_td,0,,,,,
player,201110090den,den,FellDa00,rec_long,31,,,,,
player,201110090den,den,FellDa00,fumbles,0,,,,,
