game,2011,11,20111120,201111200min,rai,"Oakland Raiders",27,min,"Minnesota Vikings",21
player,201111200min,rai,RoutSt20,tackles_combined,2,,,,,
player,201111200min,rai,RoutSt20,tackles_solo,2,,,,,
player,201111200min,rai,RoutSt20,tackles_assists,0,,,,,
player,201111200min,rai,RoutSt20,tackles_loss,0,,,,,
player,201111200min,rai,RoutSt20,qb_hits,0,,,,,
player,201111200min,rai,RoutSt20,fumbles_rec,0,,,,,
player,201111200min,rai,RoutSt20,fumbles_rec_yds,0,,,,,
player,201111200min,rai,RoutSt20,fumbles_rec_td,0,,,,,
player,201111200min,rai,RoutSt20,fumbles_forced,0,,,,,
player,201111200min,rai,BryaDe00,def_int,0,,,,,
player,201111200min,rai,BryaDe00,def_int_yds,0,,,,,
player,201111200min,rai,BryaDe00,def_int_td,0,,,,,
player,201111200min,rai,BryaDe00,def_int_long,0,,,,,
player,201111200min,rai,BryaDe00,pass_defended,0,,,,,
player,201111200min,rai,BryaDe00,sacks,2.0,,,,,
player,201111200min,rai,BryaDe00,tackles_combined,3,,,,,
player,201111200min,rai,BryaDe00,tackles_solo,3,,,,,
player,201111200min,rai,BryaDe00,tackles_assists,0,,,,,
player,201111200min,rai,BryaDe00,tackles_loss,1,,,,,
player,201111200min,rai,BryaDe00,qb_hits,2,,,,,
player,201111200min,rai,BryaDe00,fumbles_rec,0,,,,,
player,201111200min,rai,BryaDe00,fumbles_rec_yds,0,,,,,
player,201111200min,rai,BryaDe00,fumbles_rec_td,0,,,,,
player,201111200min,rai,BryaDe00,fumbles_forced,1,,,,,
player,201111200min,rai,ShepLi99,def_int,0,,,,,
player,201111200min,rai,ShepLi99,def_int_yds,0,,,,,
player,201111200min,rai,ShepLi99,def_int_td,0,,,,,
player,201111200min,rai,ShepLi99,def_int_long,0,,,,,
player,201111200min,rai,ShepLi99,pass_defended,1,,,,,
player,201111200min,rai,ShepLi99,sacks,1.0,,,,,
player,201111200min,rai,ShepLi99,tackles_combined,6,,,,,
player,201111200min,rai,ShepLi99,tackles_solo,6,,,,,
player,201111200min,rai,ShepLi99,tackles_assists,0,,,,,
player,201111200min,rai,ShepLi99,tackles_loss,1,,,,,
player,201111200min,rai,ShepLi99,qb_hits,1,,,,,
player,201111200min,rai,ShepLi99,fumbles_rec,0,,,,,
player,201111200min,rai,ShepLi99,fumbles_rec_yds,0,,,,,
player,201111200min,rai,ShepLi99,fumbles_rec_td,0,,,,,
player,201111200min,rai,ShepLi99,fumbles_forced,0,,,,,
player,201111200min,rai,BranTy99,def_int,0,,,,,
player,201111200min,rai,BranTy99,def_int_yds,0,,,,,
player,201111200min,rai,BranTy99,def_int_td,0,,,,,
player,201111200min,rai,BranTy99,def_int_long,0,,,,,
player,201111200min,rai,BranTy99,pass_defended,0,,,,,
player,201111200min,rai,BranTy99,sacks,0.0,,,,,
player,201111200min,rai,BranTy99,tackles_combined,7,,,,,
player,201111200min,rai,BranTy99,tackles_solo,6,,,,,
player,201111200min,rai,BranTy99,tackles_assists,1,,,,,
player,201111200min,rai,BranTy99,tackles_loss,1,,,,,
player,201111200min,rai,BranTy99,qb_hits,0,,,,,
player,201111200min,rai,BranTy99,fumbles_rec,0,,,,,
player,201111200min,rai,BranTy99,fumbles_rec_yds,0,,,,,
player,201111200min,rai,BranTy99,fumbles_rec_td,0,,,,,
player,201111200min,rai,BranTy99,fumbles_forced,0,,,,,
player,201111200min,rai,CurrAa99,def_int,0,,,,,
player,201111200min,rai,CurrAa99,def_int_yds,0,,,,,
player,201111200min,rai,CurrAa99,def_int_td,0,,,,,
player,201111200min,rai,CurrAa99,def_int_long,0,,,,,
player,201111200min,rai,CurrAa99,pass_defended,0,,,,,
player,201111200min,rai,CurrAa99,sacks,0.0,,,,,
player,201111200min,rai,CurrAa99,tackles_combined,4,,,,,
player,201111200min,rai,CurrAa99,tackles_solo,2,,,,,
player,201111200min,rai,CurrAa99,tackles_assists,2,,,,,
player,201111200min,rai,CurrAa99,tackles_loss,0,,,,,
player,201111200min,rai,CurrAa99,qb_hits,0,,,,,
player,201111200min,rai,CurrAa99,fumbles_rec,1,,,,,
player,201111200min,rai,CurrAa99,fumbles_rec_yds,0,,,,,
player,201111200min,rai,CurrAa99,fumbles_rec_td,0,,,,,
player,201111200min,rai,CurrAa99,fumbles_forced,0,,,,,
player,201111200min,rai,HendJo99,def_int,0,,,,,
player,201111200min,rai,HendJo99,def_int_yds,0,,,,,
player,201111200min,rai,HendJo99,def_int_td,0,,,,,
player,201111200min,rai,HendJo99,def_int_long,0,,,,,
player,201111200min,rai,HendJo99,pass_defended,0,,,,,
player,201111200min,rai,HendJo99,sacks,0.0,,,,,
player,201111200min,rai,HendJo99,tackles_combined,4,,,,,
player,201111200min,rai,HendJo99,tackles_solo,1,,,,,
player,201111200min,rai,HendJo99,tackles_assists,3,,,,,
player,201111200min,rai,HendJo99,tackles_loss,0,,,,,
player,201111200min,rai,HendJo99,qb_hits,0,,,,,
player,201111200min,rai,HendJo99,fumbles_rec,0,,,,,
player,201111200min,rai,HendJo99,fumbles_rec_yds,0,,,,,
player,201111200min,rai,HendJo99,fumbles_rec_td,0,,,,,
player,201111200min,rai,HendJo99,fumbles_forced,0,,,,,
player,201111200min,rai,HuffMi20,def_int,0,,,,,
player,201111200min,rai,HuffMi20,def_int_yds,0,,,,,
player,201111200min,rai,HuffMi20,def_int_td,0,,,,,
player,201111200min,rai,HuffMi20,def_int_long,0,,,,,
player,201111200min,rai,HuffMi20,pass_defended,0,,,,,
player,201111200min,rai,HuffMi20,sacks,0.0,,,,,
player,201111200min,rai,HuffMi20,tackles_combined,4,,,,,
player,201111200min,rai,HuffMi20,tackles_solo,4,,,,,
player,201111200min,rai,HuffMi20,tackles_assists,0,,,,,
player,201111200min,rai,HuffMi20,tackles_loss,2,,,,,
player,201111200min,rai,HuffMi20,qb_hits,0,,,,,
player,201111200min,rai,HuffMi20,fumbles_rec,0,,,,,
player,201111200min,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201111200min,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201111200min,rai,HuffMi20,fumbles_forced,0,,,,,
player,201111200min,rai,WimbKa20,def_int,0,,,,,
player,201111200min,rai,WimbKa20,def_int_yds,0,,,,,
player,201111200min,rai,WimbKa20,def_int_td,0,,,,,
player,201111200min,rai,WimbKa20,def_int_long,0,,,,,
player,201111200min,rai,WimbKa20,pass_defended,0,,,,,
player,201111200min,rai,WimbKa20,sacks,0.0,,,,,
player,201111200min,rai,WimbKa20,tackles_combined,4,,,,,
player,201111200min,rai,WimbKa20,tackles_solo,2,,,,,
player,201111200min,rai,WimbKa20,tackles_assists,2,,,,,
player,201111200min,rai,WimbKa20,tackles_loss,1,,,,,
player,201111200min,rai,WimbKa20,qb_hits,0,,,,,
player,201111200min,rai,WimbKa20,fumbles_rec,0,,,,,
player,201111200min,rai,WimbKa20,fumbles_rec_yds,0,,,,,
player,201111200min,rai,WimbKa20,fumbles_rec_td,0,,,,,
player,201111200min,rai,WimbKa20,fumbles_forced,0,,,,,
player,201111200min,rai,McClRo00,def_int,0,,,,,
player,201111200min,rai,McClRo00,def_int_yds,0,,,,,
player,201111200min,rai,McClRo00,def_int_td,0,,,,,
player,201111200min,rai,McClRo00,def_int_long,0,,,,,
player,201111200min,rai,McClRo00,pass_defended,1,,,,,
player,201111200min,rai,McClRo00,sacks,0.0,,,,,
player,201111200min,rai,McClRo00,tackles_combined,3,,,,,
player,201111200min,rai,McClRo00,tackles_solo,2,,,,,
player,201111200min,rai,McClRo00,tackles_assists,1,,,,,
player,201111200min,rai,McClRo00,tackles_loss,0,,,,,
player,201111200min,rai,McClRo00,qb_hits,0,,,,,
player,201111200min,rai,McClRo00,fumbles_rec,0,,,,,
player,201111200min,rai,McClRo00,fumbles_rec_yds,0,,,,,
player,201111200min,rai,McClRo00,fumbles_rec_td,0,,,,,
player,201111200min,rai,McClRo00,fumbles_forced,0,,,,,
player,201111200min,rai,HousLa99,def_int,0,,,,,
player,201111200min,rai,HousLa99,def_int_yds,0,,,,,
player,201111200min,rai,HousLa99,def_int_td,0,,,,,
player,201111200min,rai,HousLa99,def_int_long,0,,,,,
player,201111200min,rai,HousLa99,pass_defended,0,,,,,
player,201111200min,rai,HousLa99,sacks,0.0,,,,,
player,201111200min,rai,HousLa99,tackles_combined,2,,,,,
player,201111200min,rai,HousLa99,tackles_solo,1,,,,,
player,201111200min,rai,HousLa99,tackles_assists,1,,,,,
player,201111200min,rai,HousLa99,tackles_loss,0,,,,,
player,201111200min,rai,HousLa99,qb_hits,0,,,,,
player,201111200min,rai,HousLa99,fumbles_rec,0,,,,,
player,201111200min,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201111200min,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201111200min,rai,HousLa99,fumbles_forced,0,,,,,
player,201111200min,rai,AusbDa00,def_int,0,,,,,
player,201111200min,rai,AusbDa00,def_int_yds,0,,,,,
player,201111200min,rai,AusbDa00,def_int_td,0,,,,,
player,201111200min,rai,AusbDa00,def_int_long,0,,,,,
player,201111200min,rai,AusbDa00,pass_defended,0,,,,,
player,201111200min,rai,AusbDa00,sacks,0.0,,,,,
player,201111200min,rai,AusbDa00,tackles_combined,1,,,,,
player,201111200min,rai,AusbDa00,tackles_solo,1,,,,,
player,201111200min,rai,AusbDa00,tackles_assists,0,,,,,
player,201111200min,rai,AusbDa00,tackles_loss,0,,,,,
player,201111200min,rai,AusbDa00,qb_hits,0,,,,,
player,201111200min,rai,AusbDa00,fumbles_rec,0,,,,,
player,201111200min,rai,AusbDa00,fumbles_rec_yds,0,,,,,
player,201111200min,rai,AusbDa00,fumbles_rec_td,0,,,,,
player,201111200min,rai,AusbDa00,fumbles_forced,0,,,,,
player,201111200min,rai,BlacDa20,def_int,0,,,,,
player,201111200min,rai,BlacDa20,def_int_yds,0,,,,,
player,201111200min,rai,BlacDa20,def_int_td,0,,,,,
player,201111200min,rai,BlacDa20,def_int_long,0,,,,,
player,201111200min,rai,BlacDa20,pass_defended,0,,,,,
player,201111200min,rai,BlacDa20,sacks,0.0,,,,,
player,201111200min,rai,BlacDa20,tackles_combined,1,,,,,
player,201111200min,rai,BlacDa20,tackles_solo,1,,,,,
player,201111200min,rai,BlacDa20,tackles_assists,0,,,,,
player,201111200min,rai,BlacDa20,tackles_loss,0,,,,,
player,201111200min,rai,BlacDa20,qb_hits,0,,,,,
player,201111200min,rai,BlacDa20,fumbles_rec,0,,,,,
player,201111200min,rai,BlacDa20,fumbles_rec_yds,0,,,,,
player,201111200min,rai,BlacDa20,fumbles_rec_td,0,,,,,
player,201111200min,rai,BlacDa20,fumbles_forced,0,,,,,
player,201111200min,rai,BoydJe00,def_int,0,,,,,
player,201111200min,rai,BoydJe00,def_int_yds,0,,,,,
player,201111200min,rai,BoydJe00,def_int_td,0,,,,,
player,201111200min,rai,BoydJe00,def_int_long,0,,,,,
player,201111200min,rai,BoydJe00,pass_defended,0,,,,,
player,201111200min,rai,BoydJe00,sacks,0.0,,,,,
player,201111200min,rai,BoydJe00,tackles_combined,1,,,,,
player,201111200min,rai,BoydJe00,tackles_solo,1,,,,,
player,201111200min,rai,BoydJe00,tackles_assists,0,,,,,
player,201111200min,rai,BoydJe00,tackles_loss,0,,,,,
player,201111200min,rai,BoydJe00,qb_hits,0,,,,,
player,201111200min,rai,BoydJe00,fumbles_rec,0,,,,,
player,201111200min,rai,BoydJe00,fumbles_rec_yds,0,,,,,
player,201111200min,rai,BoydJe00,fumbles_rec_td,0,,,,,
player,201111200min,rai,BoydJe00,fumbles_forced,0,,,,,
player,201111200min,rai,CartRo01,def_int,0,,,,,
player,201111200min,rai,CartRo01,def_int_yds,0,,,,,
player,201111200min,rai,CartRo01,def_int_td,0,,,,,
player,201111200min,rai,CartRo01,def_int_long,0,,,,,
player,201111200min,rai,CartRo01,pass_defended,0,,,,,
player,201111200min,rai,CartRo01,sacks,0.0,,,,,
player,201111200min,rai,CartRo01,tackles_combined,1,,,,,
player,201111200min,rai,CartRo01,tackles_solo,1,,,,,
player,201111200min,rai,CartRo01,tackles_assists,0,,,,,
player,201111200min,rai,CartRo01,tackles_loss,0,,,,,
player,201111200min,rai,CartRo01,qb_hits,0,,,,,
player,201111200min,rai,CartRo01,fumbles_rec,0,,,,,
player,201111200min,rai,CartRo01,fumbles_rec_yds,0,,,,,
player,201111200min,rai,CartRo01,fumbles_rec_td,0,,,,,
player,201111200min,rai,CartRo01,fumbles_forced,0,,,,,
player,201111200min,rai,GordRi00,def_int,0,,,,,
player,201111200min,rai,GordRi00,def_int_yds,0,,,,,
player,201111200min,rai,GordRi00,def_int_td,0,,,,,
player,201111200min,rai,GordRi00,def_int_long,0,,,,,
player,201111200min,rai,GordRi00,pass_defended,0,,,,,
player,201111200min,rai,GordRi00,sacks,0.0,,,,,
player,201111200min,rai,GordRi00,tackles_combined,1,,,,,
player,201111200min,rai,GordRi00,tackles_solo,1,,,,,
player,201111200min,rai,GordRi00,tackles_assists,0,,,,,
player,201111200min,rai,GordRi00,tackles_loss,0,,,,,
player,201111200min,rai,GordRi00,qb_hits,0,,,,,
player,201111200min,rai,GordRi00,fumbles_rec,0,,,,,
player,201111200min,rai,GordRi00,fumbles_rec_yds,0,,,,,
player,201111200min,rai,GordRi00,fumbles_rec_td,0,,,,,
player,201111200min,rai,GordRi00,fumbles_forced,0,,,,,
player,201111200min,rai,MitcMi99,def_int,0,,,,,
player,201111200min,rai,MitcMi99,def_int_yds,0,,,,,
player,201111200min,rai,MitcMi99,def_int_td,0,,,,,
player,201111200min,rai,MitcMi99,def_int_long,0,,,,,
player,201111200min,rai,MitcMi99,pass_defended,0,,,,,
player,201111200min,rai,MitcMi99,sacks,0.0,,,,,
player,201111200min,rai,MitcMi99,tackles_combined,1,,,,,
player,201111200min,rai,MitcMi99,tackles_solo,1,,,,,
player,201111200min,rai,MitcMi99,tackles_assists,0,,,,,
player,201111200min,rai,MitcMi99,tackles_loss,0,,,,,
player,201111200min,rai,MitcMi99,qb_hits,0,,,,,
player,201111200min,rai,MitcMi99,fumbles_rec,0,,,,,
player,201111200min,rai,MitcMi99,fumbles_rec_yds,0,,,,,
player,201111200min,rai,MitcMi99,fumbles_rec_td,0,,,,,
player,201111200min,rai,MitcMi99,fumbles_forced,0,,,,,
player,201111200min,rai,VanDDe00,def_int,0,,,,,
player,201111200min,rai,VanDDe00,def_int_yds,0,,,,,
player,201111200min,rai,VanDDe00,def_int_td,0,,,,,
player,201111200min,rai,VanDDe00,def_int_long,0,,,,,
player,201111200min,rai,VanDDe00,pass_defended,0,,,,,
player,201111200min,rai,VanDDe00,sacks,0.0,,,,,
player,201111200min,rai,VanDDe00,tackles_combined,1,,,,,
player,201111200min,rai,VanDDe00,tackles_solo,1,,,,,
player,201111200min,rai,VanDDe00,tackles_assists,0,,,,,
player,201111200min,rai,VanDDe00,tackles_loss,0,,,,,
player,201111200min,rai,VanDDe00,qb_hits,0,,,,,
player,201111200min,rai,VanDDe00,fumbles_rec,1,,,,,
player,201111200min,rai,VanDDe00,fumbles_rec_yds,0,,,,,
player,201111200min,rai,VanDDe00,fumbles_rec_td,0,,,,,
player,201111200min,rai,VanDDe00,fumbles_forced,0,,,,,
player,201111200min,min,GreeCh99,def_int,0,,,,,
player,201111200min,min,GreeCh99,def_int_yds,0,,,,,
player,201111200min,min,GreeCh99,def_int_td,0,,,,,
player,201111200min,min,GreeCh99,def_int_long,0,,,,,
player,201111200min,min,GreeCh99,pass_defended,0,,,,,
player,201111200min,min,GreeCh99,sacks,1.0,,,,,
player,201111200min,min,GreeCh99,tackles_combined,15,,,,,
player,201111200min,min,GreeCh99,tackles_solo,7,,,,,
player,201111200min,min,GreeCh99,tackles_assists,8,,,,,
player,201111200min,min,GreeCh99,tackles_loss,1,,,,,
player,201111200min,min,GreeCh99,qb_hits,1,,,,,
player,201111200min,min,GreeCh99,fumbles_rec,0,,,,,
player,201111200min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201111200min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201111200min,min,GreeCh99,fumbles_forced,0,,,,,
player,201111200min,min,HendE.20,def_int,0,,,,,
player,201111200min,min,HendE.20,def_int_yds,0,,,,,
player,201111200min,min,HendE.20,def_int_td,0,,,,,
player,201111200min,min,HendE.20,def_int_long,0,,,,,
player,201111200min,min,HendE.20,pass_defended,0,,,,,
player,201111200min,min,HendE.20,sacks,1.0,,,,,
player,201111200min,min,HendE.20,tackles_combined,9,,,,,
player,201111200min,min,HendE.20,tackles_solo,7,,,,,
player,201111200min,min,HendE.20,tackles_assists,2,,,,,
player,201111200min,min,HendE.20,tackles_loss,2,,,,,
player,201111200min,min,HendE.20,qb_hits,1,,,,,
player,201111200min,min,HendE.20,fumbles_rec,0,,,,,
player,201111200min,min,HendE.20,fumbles_rec_yds,0,,,,,
player,201111200min,min,HendE.20,fumbles_rec_td,0,,,,,
player,201111200min,min,HendE.20,fumbles_forced,0,,,,,
player,201111200min,min,WillKe98,def_int,0,,,,,
player,201111200min,min,WillKe98,def_int_yds,0,,,,,
player,201111200min,min,WillKe98,def_int_td,0,,,,,
player,201111200min,min,WillKe98,def_int_long,0,,,,,
player,201111200min,min,WillKe98,pass_defended,0,,,,,
player,201111200min,min,WillKe98,sacks,1.0,,,,,
player,201111200min,min,WillKe98,tackles_combined,9,,,,,
player,201111200min,min,WillKe98,tackles_solo,4,,,,,
player,201111200min,min,WillKe98,tackles_assists,5,,,,,
player,201111200min,min,WillKe98,tackles_loss,3,,,,,
player,201111200min,min,WillKe98,qb_hits,1,,,,,
player,201111200min,min,WillKe98,fumbles_rec,0,,,,,
player,201111200min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201111200min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201111200min,min,WillKe98,fumbles_forced,0,,,,,
player,201111200min,min,RobiBr98,def_int,0,,,,,
player,201111200min,min,RobiBr98,def_int_yds,0,,,,,
player,201111200min,min,RobiBr98,def_int_td,0,,,,,
player,201111200min,min,RobiBr98,def_int_long,0,,,,,
player,201111200min,min,RobiBr98,pass_defended,0,,,,,
player,201111200min,min,RobiBr98,sacks,1.0,,,,,
player,201111200min,min,RobiBr98,tackles_combined,4,,,,,
player,201111200min,min,RobiBr98,tackles_solo,2,,,,,
player,201111200min,min,RobiBr98,tackles_assists,2,,,,,
player,201111200min,min,RobiBr98,tackles_loss,1,,,,,
player,201111200min,min,RobiBr98,qb_hits,1,,,,,
player,201111200min,min,RobiBr98,fumbles_rec,1,,,,,
player,201111200min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201111200min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201111200min,min,RobiBr98,fumbles_forced,0,,,,,
player,201111200min,min,JohnTy99,def_int,0,,,,,
player,201111200min,min,JohnTy99,def_int_yds,0,,,,,
player,201111200min,min,JohnTy99,def_int_td,0,,,,,
player,201111200min,min,JohnTy99,def_int_long,0,,,,,
player,201111200min,min,JohnTy99,pass_defended,0,,,,,
player,201111200min,min,JohnTy99,sacks,0.0,,,,,
player,201111200min,min,JohnTy99,tackles_combined,7,,,,,
player,201111200min,min,JohnTy99,tackles_solo,5,,,,,
player,201111200min,min,JohnTy99,tackles_assists,2,,,,,
player,201111200min,min,JohnTy99,tackles_loss,0,,,,,
player,201111200min,min,JohnTy99,qb_hits,0,,,,,
player,201111200min,min,JohnTy99,fumbles_rec,0,,,,,
player,201111200min,min,JohnTy99,fumbles_rec_yds,0,,,,,
player,201111200min,min,JohnTy99,fumbles_rec_td,0,,,,,
player,201111200min,min,JohnTy99,fumbles_forced,0,,,,,
player,201111200min,min,SanfJa99,def_int,0,,,,,
player,201111200min,min,SanfJa99,def_int_yds,0,,,,,
player,201111200min,min,SanfJa99,def_int_td,0,,,,,
player,201111200min,min,SanfJa99,def_int_long,0,,,,,
player,201111200min,min,SanfJa99,pass_defended,0,,,,,
player,201111200min,min,SanfJa99,sacks,0.0,,,,,
player,201111200min,min,SanfJa99,tackles_combined,6,,,,,
player,201111200min,min,SanfJa99,tackles_solo,3,,,,,
player,201111200min,min,SanfJa99,tackles_assists,3,,,,,
player,201111200min,min,SanfJa99,tackles_loss,0,,,,,
player,201111200min,min,SanfJa99,qb_hits,1,,,,,
player,201111200min,min,SanfJa99,fumbles_rec,0,,,,,
player,201111200min,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201111200min,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201111200min,min,SanfJa99,fumbles_forced,0,,,,,
player,201111200min,min,GrifCe20,def_int,0,,,,,
player,201111200min,min,GrifCe20,def_int_yds,0,,,,,
player,201111200min,min,GrifCe20,def_int_td,0,,,,,
player,201111200min,min,GrifCe20,def_int_long,0,,,,,
player,201111200min,min,GrifCe20,pass_defended,0,,,,,
player,201111200min,min,GrifCe20,sacks,0.0,,,,,
player,201111200min,min,GrifCe20,tackles_combined,5,,,,,
player,201111200min,min,GrifCe20,tackles_solo,4,,,,,
player,201111200min,min,GrifCe20,tackles_assists,1,,,,,
player,201111200min,min,GrifCe20,tackles_loss,0,,,,,
player,201111200min,min,GrifCe20,qb_hits,0,,,,,
player,201111200min,min,GrifCe20,fumbles_rec,0,,,,,
player,201111200min,min,GrifCe20,fumbles_rec_yds,0,,,,,
player,201111200min,min,GrifCe20,fumbles_rec_td,0,,,,,
player,201111200min,min,GrifCe20,fumbles_forced,0,,,,,
player,201111200min,min,EvanFr21,def_int,0,,,,,
player,201111200min,min,EvanFr21,def_int_yds,0,,,,,
player,201111200min,min,EvanFr21,def_int_td,0,,,,,
player,201111200min,min,EvanFr21,def_int_long,0,,,,,
player,201111200min,min,EvanFr21,pass_defended,0,,,,,
player,201111200min,min,EvanFr21,sacks,0.0,,,,,
player,201111200min,min,EvanFr21,tackles_combined,4,,,,,
player,201111200min,min,EvanFr21,tackles_solo,2,,,,,
player,201111200min,min,EvanFr21,tackles_assists,2,,,,,
player,201111200min,min,EvanFr21,tackles_loss,2,,,,,
player,201111200min,min,EvanFr21,qb_hits,1,,,,,
player,201111200min,min,EvanFr21,fumbles_rec,0,,,,,
player,201111200min,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201111200min,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201111200min,min,EvanFr21,fumbles_forced,0,,,,,
player,201111200min,min,AlleAs99,def_int,0,,,,,
player,201111200min,min,AlleAs99,def_int_yds,0,,,,,
player,201111200min,min,AlleAs99,def_int_td,0,,,,,
player,201111200min,min,AlleAs99,def_int_long,0,,,,,
player,201111200min,min,AlleAs99,pass_defended,0,,,,,
player,201111200min,min,AlleAs99,sacks,0.0,,,,,
player,201111200min,min,AlleAs99,tackles_combined,3,,,,,
player,201111200min,min,AlleAs99,tackles_solo,3,,,,,
player,201111200min,min,AlleAs99,tackles_assists,0,,,,,
player,201111200min,min,AlleAs99,tackles_loss,0,,,,,
player,201111200min,min,AlleAs99,qb_hits,0,,,,,
player,201111200min,min,AlleAs99,fumbles_rec,0,,,,,
player,201111200min,min,AlleAs99,fumbles_rec_yds,0,,,,,
player,201111200min,min,AlleAs99,fumbles_rec_td,0,,,,,
player,201111200min,min,AlleAs99,fumbles_forced,0,,,,,
player,201111200min,min,SappBe20,def_int,0,,,,,
player,201111200min,min,SappBe20,def_int_yds,0,,,,,
player,201111200min,min,SappBe20,def_int_td,0,,,,,
player,201111200min,min,SappBe20,def_int_long,0,,,,,
player,201111200min,min,SappBe20,pass_defended,0,,,,,
player,201111200min,min,SappBe20,sacks,0.0,,,,,
player,201111200min,min,SappBe20,tackles_combined,3,,,,,
player,201111200min,min,SappBe20,tackles_solo,2,,,,,
player,201111200min,min,SappBe20,tackles_assists,1,,,,,
player,201111200min,min,SappBe20,tackles_loss,1,,,,,
player,201111200min,min,SappBe20,qb_hits,0,,,,,
player,201111200min,min,SappBe20,fumbles_rec,0,,,,,
player,201111200min,min,SappBe20,fumbles_rec_yds,0,,,,,
player,201111200min,min,SappBe20,fumbles_rec_td,0,,,,,
player,201111200min,min,SappBe20,fumbles_forced,0,,,,,
player,201111200min,min,AlleJa22,def_int,0,,,,,
player,201111200min,min,AlleJa22,def_int_yds,0,,,,,
player,201111200min,min,AlleJa22,def_int_td,0,,,,,
player,201111200min,min,AlleJa22,def_int_long,0,,,,,
player,201111200min,min,AlleJa22,pass_defended,0,,,,,
player,201111200min,min,AlleJa22,sacks,0.0,,,,,
player,201111200min,min,AlleJa22,tackles_combined,2,,,,,
player,201111200min,min,AlleJa22,tackles_solo,0,,,,,
player,201111200min,min,AlleJa22,tackles_assists,2,,,,,
player,201111200min,min,AlleJa22,tackles_loss,0,,,,,
player,201111200min,min,AlleJa22,qb_hits,0,,,,,
player,201111200min,min,AlleJa22,fumbles_rec,0,,,,,
player,201111200min,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201111200min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201111200min,min,AlleJa22,fumbles_forced,0,,,,,
player,201111200min,min,AyodRe99,def_int,0,,,,,
player,201111200min,min,AyodRe99,def_int_yds,0,,,,,
player,201111200min,min,AyodRe99,def_int_td,0,,,,,
player,201111200min,min,AyodRe99,def_int_long,0,,,,,
player,201111200min,min,AyodRe99,pass_defended,0,,,,,
player,201111200min,min,AyodRe99,sacks,0.0,,,,,
player,201111200min,min,AyodRe99,tackles_combined,2,,,,,
player,201111200min,min,AyodRe99,tackles_solo,0,,,,,
player,201111200min,min,AyodRe99,tackles_assists,2,,,,,
player,201111200min,min,AyodRe99,tackles_loss,0,,,,,
player,201111200min,min,AyodRe99,qb_hits,0,,,,,
player,201111200min,min,AyodRe99,fumbles_rec,0,,,,,
player,201111200min,min,AyodRe99,fumbles_rec_yds,0,,,,,
player,201111200min,min,AyodRe99,fumbles_rec_td,0,,,,,
player,201111200min,min,AyodRe99,fumbles_forced,0,,,,,
player,201111200min,min,GrifEv99,def_int,0,,,,,
player,201111200min,min,GrifEv99,def_int_yds,0,,,,,
player,201111200min,min,GrifEv99,def_int_td,0,,,,,
player,201111200min,min,GrifEv99,def_int_long,0,,,,,
player,201111200min,min,GrifEv99,pass_defended,0,,,,,
player,201111200min,min,GrifEv99,sacks,0.0,,,,,
player,201111200min,min,GrifEv99,tackles_combined,2,,,,,
player,201111200min,min,GrifEv99,tackles_solo,1,,,,,
player,201111200min,min,GrifEv99,tackles_assists,1,,,,,
player,201111200min,min,GrifEv99,tackles_loss,0,,,,,
player,201111200min,min,GrifEv99,qb_hits,1,,,,,
player,201111200min,min,GrifEv99,fumbles_rec,0,,,,,
player,201111200min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201111200min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201111200min,min,GrifEv99,fumbles_forced,0,,,,,
player,201111200min,min,CamaGr00,def_int,0,,,,,
player,201111200min,min,CamaGr00,def_int_yds,0,,,,,
player,201111200min,min,CamaGr00,def_int_td,0,,,,,
player,201111200min,min,CamaGr00,def_int_long,0,,,,,
player,201111200min,min,CamaGr00,pass_defended,0,,,,,
player,201111200min,min,CamaGr00,sacks,0.0,,,,,
player,201111200min,min,CamaGr00,tackles_combined,1,,,,,
player,201111200min,min,CamaGr00,tackles_solo,1,,,,,
player,201111200min,min,CamaGr00,tackles_assists,0,,,,,
player,201111200min,min,CamaGr00,tackles_loss,0,,,,,
player,201111200min,min,CamaGr00,qb_hits,0,,,,,
player,201111200min,min,CamaGr00,fumbles_rec,0,,,,,
player,201111200min,min,CamaGr00,fumbles_rec_yds,0,,,,,
player,201111200min,min,CamaGr00,fumbles_rec_td,0,,,,,
player,201111200min,min,CamaGr00,fumbles_forced,0,,,,,
player,201111200min,min,DImpRy00,def_int,0,,,,,
