game,2011,4,20111002,201110020dal,det,"Detroit Lions",34,dal,"Dallas Cowboys",30
team,201110020dal,det,First Downs,18,,,,,,
team,201110020dal,dal,First Downs,25,,,,,,
team,201110020dal,det,Rush-Yds-TDs,17-63-0,,,,,,
team,201110020dal,dal,Rush-Yds-TDs,27-113-0,,,,,,
team,201110020dal,det,Cmp-Att-Yd-TD-INT,21-43-240-2-1,,,,,,
team,201110020dal,dal,Cmp-Att-Yd-TD-INT,34-47-331-3-3,,,,,,
team,201110020dal,det,Sacked-Yards,0-0,,,,,,
team,201110020dal,dal,Sacked-Yards,1-10,,,,,,
team,201110020dal,det,Net Pass Yards,240,,,,,,
team,201110020dal,dal,Net Pass Yards,321,,,,,,
team,201110020dal,det,Total Yards,303,,,,,,
team,201110020dal,dal,Total Yards,434,,,,,,
team,201110020dal,det,Fumbles-Lost,0-0,,,,,,
team,201110020dal,dal,Fumbles-Lost,0-0,,,,,,
team,201110020dal,det,Turnovers,1,,,,,,
team,201110020dal,dal,Turnovers,3,,,,,,
team,201110020dal,det,Penalties-Yards,10-75,,,,,,
team,201110020dal,dal,Penalties-Yards,7-33,,,,,,
team,201110020dal,det,Third Down Conv.,4-13,,,,,,
team,201110020dal,dal,Third Down Conv.,5-13,,,,,,
team,201110020dal,det,Fourth Down Conv.,0-0,,,,,,
team,201110020dal,dal,Fourth Down Conv.,0-2,,,,,,
team,201110020dal,det,Time of Possession,23:21,,,,,,
team,201110020dal,dal,Time of Possession,36:39,,,,,,
player,201110020dal,det,StafMa00,pass_cmp,21,,,,,
player,201110020dal,det,StafMa00,pass_att,43,,,,,
player,201110020dal,det,StafMa00,pass_yds,240,,,,,
player,201110020dal,det,StafMa00,pass_td,2,,,,,
player,201110020dal,det,StafMa00,pass_int,1,,,,,
player,201110020dal,det,StafMa00,pass_sacked,0,,,,,
player,201110020dal,det,StafMa00,pass_sacked_yds,0,,,,,
player,201110020dal,det,StafMa00,pass_long,24,,,,,
player,201110020dal,det,StafMa00,pass_rating,71.9,,,,,
player,201110020dal,det,StafMa00,rush_att,1,,,,,
player,201110020dal,det,StafMa00,rush_yds,-1,,,,,
player,201110020dal,det,StafMa00,rush_td,0,,,,,
player,201110020dal,det,StafMa00,rush_long,-1,,,,,
player,201110020dal,det,StafMa00,targets,0,,,,,
player,201110020dal,det,StafMa00,rec,0,,,,,
player,201110020dal,det,StafMa00,rec_yds,0,,,,,
player,201110020dal,det,StafMa00,rec_td,0,,,,,
player,201110020dal,det,StafMa00,rec_long,0,,,,,
player,201110020dal,det,StafMa00,fumbles,0,,,,,
player,201110020dal,det,StafMa00,fumbles_lost,,,,,,
player,201110020dal,det,BestJa00,pass_cmp,0,,,,,
player,201110020dal,det,BestJa00,pass_att,0,,,,,
player,201110020dal,det,BestJa00,pass_yds,0,,,,,
player,201110020dal,det,BestJa00,pass_td,0,,,,,
player,201110020dal,det,BestJa00,pass_int,0,,,,,
player,201110020dal,det,BestJa00,pass_sacked,0,,,,,
player,201110020dal,det,BestJa00,pass_sacked_yds,0,,,,,
player,201110020dal,det,BestJa00,pass_long,0,,,,,
player,201110020dal,det,BestJa00,pass_rating,,,,,,
player,201110020dal,det,BestJa00,rush_att,11,,,,,
player,201110020dal,det,BestJa00,rush_yds,47,,,,,
player,201110020dal,det,BestJa00,rush_td,0,,,,,
player,201110020dal,det,BestJa00,rush_long,19,,,,,
player,201110020dal,det,BestJa00,targets,8,,,,,
player,201110020dal,det,BestJa00,rec,2,,,,,
player,201110020dal,det,BestJa00,rec_yds,23,,,,,
player,201110020dal,det,BestJa00,rec_td,0,,,,,
player,201110020dal,det,BestJa00,rec_long,24,,,,,
player,201110020dal,det,BestJa00,fumbles,0,,,,,
player,201110020dal,det,BestJa00,fumbles_lost,,,,,,
player,201110020dal,det,WillKe03,pass_cmp,0,,,,,
player,201110020dal,det,WillKe03,pass_att,0,,,,,
player,201110020dal,det,WillKe03,pass_yds,0,,,,,
player,201110020dal,det,WillKe03,pass_td,0,,,,,
player,201110020dal,det,WillKe03,pass_int,0,,,,,
player,201110020dal,det,WillKe03,pass_sacked,0,,,,,
player,201110020dal,det,WillKe03,pass_sacked_yds,0,,,,,
player,201110020dal,det,WillKe03,pass_long,0,,,,,
player,201110020dal,det,WillKe03,pass_rating,,,,,,
player,201110020dal,det,WillKe03,rush_att,4,,,,,
player,201110020dal,det,WillKe03,rush_yds,14,,,,,
player,201110020dal,det,WillKe03,rush_td,0,,,,,
player,201110020dal,det,WillKe03,rush_long,8,,,,,
player,201110020dal,det,WillKe03,targets,0,,,,,
player,201110020dal,det,WillKe03,rec,0,,,,,
player,201110020dal,det,WillKe03,rec_yds,0,,,,,
player,201110020dal,det,WillKe03,rec_td,0,,,,,
player,201110020dal,det,WillKe03,rec_long,0,,,,,
player,201110020dal,det,WillKe03,fumbles,0,,,,,
player,201110020dal,det,WillKe03,fumbles_lost,,,,,,
player,201110020dal,det,LogaSt00,pass_cmp,0,,,,,
player,201110020dal,det,LogaSt00,pass_att,0,,,,,
player,201110020dal,det,LogaSt00,pass_yds,0,,,,,
player,201110020dal,det,LogaSt00,pass_td,0,,,,,
player,201110020dal,det,LogaSt00,pass_int,0,,,,,
player,201110020dal,det,LogaSt00,pass_sacked,0,,,,,
player,201110020dal,det,LogaSt00,pass_sacked_yds,0,,,,,
player,201110020dal,det,LogaSt00,pass_long,0,,,,,
player,201110020dal,det,LogaSt00,pass_rating,,,,,,
player,201110020dal,det,LogaSt00,rush_att,1,,,,,
player,201110020dal,det,LogaSt00,rush_yds,3,,,,,
player,201110020dal,det,LogaSt00,rush_td,0,,,,,
player,201110020dal,det,LogaSt00,rush_long,3,,,,,
player,201110020dal,det,LogaSt00,targets,0,,,,,
player,201110020dal,det,LogaSt00,rec,0,,,,,
player,201110020dal,det,LogaSt00,rec_yds,0,,,,,
player,201110020dal,det,LogaSt00,rec_td,0,,,,,
player,201110020dal,det,LogaSt00,rec_long,0,,,,,
player,201110020dal,det,LogaSt00,fumbles,0,,,,,
player,201110020dal,det,LogaSt00,fumbles_lost,,,,,,
player,201110020dal,det,JohnCa00,pass_cmp,0,,,,,
player,201110020dal,det,JohnCa00,pass_att,0,,,,,
player,201110020dal,det,JohnCa00,pass_yds,0,,,,,
player,201110020dal,det,JohnCa00,pass_td,0,,,,,
player,201110020dal,det,JohnCa00,pass_int,0,,,,,
player,201110020dal,det,JohnCa00,pass_sacked,0,,,,,
player,201110020dal,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201110020dal,det,JohnCa00,pass_long,0,,,,,
player,201110020dal,det,JohnCa00,pass_rating,,,,,,
player,201110020dal,det,JohnCa00,rush_att,0,,,,,
player,201110020dal,det,JohnCa00,rush_yds,0,,,,,
player,201110020dal,det,JohnCa00,rush_td,0,,,,,
player,201110020dal,det,JohnCa00,rush_long,0,,,,,
player,201110020dal,det,JohnCa00,targets,13,,,,,
player,201110020dal,det,JohnCa00,rec,8,,,,,
player,201110020dal,det,JohnCa00,rec_yds,96,,,,,
player,201110020dal,det,JohnCa00,rec_td,2,,,,,
player,201110020dal,det,JohnCa00,rec_long,23,,,,,
player,201110020dal,det,JohnCa00,fumbles,0,,,,,
player,201110020dal,det,JohnCa00,fumbles_lost,,,,,,
player,201110020dal,det,PettBr00,pass_cmp,0,,,,,
player,201110020dal,det,PettBr00,pass_att,0,,,,,
player,201110020dal,det,PettBr00,pass_yds,0,,,,,
player,201110020dal,det,PettBr00,pass_td,0,,,,,
player,201110020dal,det,PettBr00,pass_int,0,,,,,
player,201110020dal,det,PettBr00,pass_sacked,0,,,,,
player,201110020dal,det,PettBr00,pass_sacked_yds,0,,,,,
player,201110020dal,det,PettBr00,pass_long,0,,,,,
player,201110020dal,det,PettBr00,pass_rating,,,,,,
player,201110020dal,det,PettBr00,rush_att,0,,,,,
player,201110020dal,det,PettBr00,rush_yds,0,,,,,
player,201110020dal,det,PettBr00,rush_td,0,,,,,
player,201110020dal,det,PettBr00,rush_long,0,,,,,
player,201110020dal,det,PettBr00,targets,9,,,,,
player,201110020dal,det,PettBr00,rec,6,,,,,
player,201110020dal,det,PettBr00,rec_yds,64,,,,,
player,201110020dal,det,PettBr00,rec_td,0,,,,,
player,201110020dal,det,PettBr00,rec_long,22,,,,,
player,201110020dal,det,PettBr00,fumbles,0,,,,,
player,201110020dal,det,PettBr00,fumbles_lost,,,,,,
player,201110020dal,det,YounTi00,pass_cmp,0,,,,,
player,201110020dal,det,YounTi00,pass_att,0,,,,,
player,201110020dal,det,YounTi00,pass_yds,0,,,,,
player,201110020dal,det,YounTi00,pass_td,0,,,,,
player,201110020dal,det,YounTi00,pass_int,0,,,,,
player,201110020dal,det,YounTi00,pass_sacked,0,,,,,
player,201110020dal,det,YounTi00,pass_sacked_yds,0,,,,,
player,201110020dal,det,YounTi00,pass_long,0,,,,,
player,201110020dal,det,YounTi00,pass_rating,,,,,,
player,201110020dal,det,YounTi00,rush_att,0,,,,,
player,201110020dal,det,YounTi00,rush_yds,0,,,,,
player,201110020dal,det,YounTi00,rush_td,0,,,,,
player,201110020dal,det,YounTi00,rush_long,0,,,,,
player,201110020dal,det,YounTi00,targets,5,,,,,
player,201110020dal,det,YounTi00,rec,3,,,,,
player,201110020dal,det,YounTi00,rec_yds,41,,,,,
player,201110020dal,det,YounTi00,rec_td,0,,,,,
player,201110020dal,det,YounTi00,rec_long,19,,,,,
player,201110020dal,det,YounTi00,fumbles,0,,,,,
player,201110020dal,det,YounTi00,fumbles_lost,,,,,,
player,201110020dal,det,BurlNa00,pass_cmp,0,,,,,
player,201110020dal,det,BurlNa00,pass_att,0,,,,,
player,201110020dal,det,BurlNa00,pass_yds,0,,,,,
player,201110020dal,det,BurlNa00,pass_td,0,,,,,
player,201110020dal,det,BurlNa00,pass_int,0,,,,,
player,201110020dal,det,BurlNa00,pass_sacked,0,,,,,
player,201110020dal,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201110020dal,det,BurlNa00,pass_long,0,,,,,
player,201110020dal,det,BurlNa00,pass_rating,,,,,,
player,201110020dal,det,BurlNa00,rush_att,0,,,,,
player,201110020dal,det,BurlNa00,rush_yds,0,,,,,
player,201110020dal,det,BurlNa00,rush_td,0,,,,,
player,201110020dal,det,BurlNa00,rush_long,0,,,,,
player,201110020dal,det,BurlNa00,targets,4,,,,,
player,201110020dal,det,BurlNa00,rec,2,,,,,
player,201110020dal,det,BurlNa00,rec_yds,16,,,,,
player,201110020dal,det,BurlNa00,rec_td,0,,,,,
player,201110020dal,det,BurlNa00,rec_long,9,,,,,
player,201110020dal,det,BurlNa00,fumbles,0,,,,,
player,201110020dal,det,BurlNa00,fumbles_lost,,,,,,
player,201110020dal,det,ScheTo00,pass_cmp,0,,,,,
player,201110020dal,det,ScheTo00,pass_att,0,,,,,
player,201110020dal,det,ScheTo00,pass_yds,0,,,,,
player,201110020dal,det,ScheTo00,pass_td,0,,,,,
player,201110020dal,det,ScheTo00,pass_int,0,,,,,
player,201110020dal,det,ScheTo00,pass_sacked,0,,,,,
player,201110020dal,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201110020dal,det,ScheTo00,pass_long,0,,,,,
player,201110020dal,det,ScheTo00,pass_rating,,,,,,
player,201110020dal,det,ScheTo00,rush_att,0,,,,,
player,201110020dal,det,ScheTo00,rush_yds,0,,,,,
player,201110020dal,det,ScheTo00,rush_td,0,,,,,
player,201110020dal,det,ScheTo00,rush_long,0,,,,,
player,201110020dal,det,ScheTo00,targets,1,,,,,
player,201110020dal,det,ScheTo00,rec,0,,,,,
player,201110020dal,det,ScheTo00,rec_yds,0,,,,,
player,201110020dal,det,ScheTo00,rec_td,0,,,,,
player,201110020dal,det,ScheTo00,rec_long,0,,,,,
player,201110020dal,det,ScheTo00,fumbles,0,,,,,
player,201110020dal,det,ScheTo00,fumbles_lost,,,,,,
player,201110020dal,dal,RomoTo00,pass_cmp,34,,,,,
player,201110020dal,dal,RomoTo00,pass_att,47,,,,,
player,201110020dal,dal,RomoTo00,pass_yds,331,,,,,
player,201110020dal,dal,RomoTo00,pass_td,3,,,,,
player,201110020dal,dal,RomoTo00,pass_int,3,,,,,
player,201110020dal,dal,RomoTo00,pass_sacked,1,,,,,
player,201110020dal,dal,RomoTo00,pass_sacked_yds,10,,,,,
player,201110020dal,dal,RomoTo00,pass_long,44,,,,,
player,201110020dal,dal,RomoTo00,pass_rating,86.4,,,,,
player,201110020dal,dal,RomoTo00,rush_att,0,,,,,
player,201110020dal,dal,RomoTo00,rush_yds,0,,,,,
player,201110020dal,dal,RomoTo00,rush_td,0,,,,,
player,201110020dal,dal,RomoTo00,rush_long,0,,,,,
player,201110020dal,dal,RomoTo00,targets,0,,,,,
player,201110020dal,dal,RomoTo00,rec,0,,,,,
player,201110020dal,dal,RomoTo00,rec_yds,0,,,,,
player,201110020dal,dal,RomoTo00,rec_td,0,,,,,
player,201110020dal,dal,RomoTo00,rec_long,0,,,,,
player,201110020dal,dal,RomoTo00,fumbles,0,,,,,
player,201110020dal,dal,RomoTo00,fumbles_lost,,,,,,
player,201110020dal,dal,JoneFe00,pass_cmp,0,,,,,
player,201110020dal,dal,JoneFe00,pass_att,0,,,,,
player,201110020dal,dal,JoneFe00,pass_yds,0,,,,,
player,201110020dal,dal,JoneFe00,pass_td,0,,,,,
player,201110020dal,dal,JoneFe00,pass_int,0,,,,,
player,201110020dal,dal,JoneFe00,pass_sacked,0,,,,,
player,201110020dal,dal,JoneFe00,pass_sacked_yds,0,,,,,
player,201110020dal,dal,JoneFe00,pass_long,0,,,,,
player,201110020dal,dal,JoneFe00,pass_rating,,,,,,
player,201110020dal,dal,JoneFe00,rush_att,16,,,,,
player,201110020dal,dal,JoneFe00,rush_yds,57,,,,,
player,201110020dal,dal,JoneFe00,rush_td,0,,,,,
player,201110020dal,dal,JoneFe00,rush_long,19,,,,,
player,201110020dal,dal,JoneFe00,targets,7,,,,,
player,201110020dal,dal,JoneFe00,rec,5,,,,,
player,201110020dal,dal,JoneFe00,rec_yds,19,,,,,
player,201110020dal,dal,JoneFe00,rec_td,0,,,,,
player,201110020dal,dal,JoneFe00,rec_long,11,,,,,
player,201110020dal,dal,JoneFe00,fumbles,0,,,,,
player,201110020dal,dal,JoneFe00,fumbles_lost,,,,,,
player,201110020dal,dal,ChoiTa00,pass_cmp,0,,,,,
player,201110020dal,dal,ChoiTa00,pass_att,0,,,,,
player,201110020dal,dal,ChoiTa00,pass_yds,0,,,,,
player,201110020dal,dal,ChoiTa00,pass_td,0,,,,,
player,201110020dal,dal,ChoiTa00,pass_int,0,,,,,
player,201110020dal,dal,ChoiTa00,pass_sacked,0,,,,,
player,201110020dal,dal,ChoiTa00,pass_sacked_yds,0,,,,,
player,201110020dal,dal,ChoiTa00,pass_long,0,,,,,
player,201110020dal,dal,ChoiTa00,pass_rating,,,,,,
player,201110020dal,dal,ChoiTa00,rush_att,6,,,,,
player,201110020dal,dal,ChoiTa00,rush_yds,39,,,,,
player,201110020dal,dal,ChoiTa00,rush_td,0,,,,,
player,201110020dal,dal,ChoiTa00,rush_long,14,,,,,
player,201110020dal,dal,ChoiTa00,targets,5,,,,,
player,201110020dal,dal,ChoiTa00,rec,4,,,,,
player,201110020dal,dal,ChoiTa00,rec_yds,23,,,,,
player,201110020dal,dal,ChoiTa00,rec_td,0,,,,,
player,201110020dal,dal,ChoiTa00,rec_long,9,,,,,
player,201110020dal,dal,ChoiTa00,fumbles,0,,,,,
player,201110020dal,dal,ChoiTa00,fumbles_lost,,,,,,
player,201110020dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201110020dal,dal,MurrDe00,pass_att,0,,,,,
player,201110020dal,dal,MurrDe00,pass_yds,0,,,,,
player,201110020dal,dal,MurrDe00,pass_td,0,,,,,
player,201110020dal,dal,MurrDe00,pass_int,0,,,,,
player,201110020dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201110020dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201110020dal,dal,MurrDe00,pass_long,0,,,,,
player,201110020dal,dal,MurrDe00,pass_rating,,,,,,
player,201110020dal,dal,MurrDe00,rush_att,4,,,,,
player,201110020dal,dal,MurrDe00,rush_yds,12,,,,,
player,201110020dal,dal,MurrDe00,rush_td,0,,,,,
player,201110020dal,dal,MurrDe00,rush_long,7,,,,,
player,201110020dal,dal,MurrDe00,targets,1,,,,,
player,201110020dal,dal,MurrDe00,rec,1,,,,,
player,201110020dal,dal,MurrDe00,rec_yds,-1,,,,,
player,201110020dal,dal,MurrDe00,rec_td,0,,,,,
player,201110020dal,dal,MurrDe00,rec_long,-1,,,,,
player,201110020dal,dal,MurrDe00,fumbles,0,,,,,
player,201110020dal,dal,MurrDe00,fumbles_lost,,,,,,
player,201110020dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201110020dal,dal,BryaDe01,pass_att,0,,,,,
player,201110020dal,dal,BryaDe01,pass_yds,0,,,,,
player,201110020dal,dal,BryaDe01,pass_td,0,,,,,
player,201110020dal,dal,BryaDe01,pass_int,0,,,,,
player,201110020dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201110020dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201110020dal,dal,BryaDe01,pass_long,0,,,,,
player,201110020dal,dal,BryaDe01,pass_rating,,,,,,
player,201110020dal,dal,BryaDe01,rush_att,1,,,,,
player,201110020dal,dal,BryaDe01,rush_yds,5,,,,,
player,201110020dal,dal,BryaDe01,rush_td,0,,,,,
player,201110020dal,dal,BryaDe01,rush_long,5,,,,,
player,201110020dal,dal,BryaDe01,targets,5,,,,,
player,201110020dal,dal,BryaDe01,rec,3,,,,,
player,201110020dal,dal,BryaDe01,rec_yds,37,,,,,
player,201110020dal,dal,BryaDe01,rec_td,2,,,,,
player,201110020dal,dal,BryaDe01,rec_long,25,,,,,
player,201110020dal,dal,BryaDe01,fumbles,0,,,,,
player,201110020dal,dal,BryaDe01,fumbles_lost,,,,,,
player,201110020dal,dal,RobiLa01,pass_cmp,0,,,,,
player,201110020dal,dal,RobiLa01,pass_att,0,,,,,
player,201110020dal,dal,RobiLa01,pass_yds,0,,,,,
player,201110020dal,dal,RobiLa01,pass_td,0,,,,,
player,201110020dal,dal,RobiLa01,pass_int,0,,,,,
player,201110020dal,dal,RobiLa01,pass_sacked,0,,,,,
player,201110020dal,dal,RobiLa01,pass_sacked_yds,0,,,,,
player,201110020dal,dal,RobiLa01,pass_long,0,,,,,
player,201110020dal,dal,RobiLa01,pass_rating,,,,,,
player,201110020dal,dal,RobiLa01,rush_att,0,,,,,
player,201110020dal,dal,RobiLa01,rush_yds,0,,,,,
player,201110020dal,dal,RobiLa01,rush_td,0,,,,,
player,201110020dal,dal,RobiLa01,rush_long,0,,,,,
player,201110020dal,dal,RobiLa01,targets,10,,,,,
player,201110020dal,dal,RobiLa01,rec,7,,,,,
player,201110020dal,dal,RobiLa01,rec_yds,116,,,,,
player,201110020dal,dal,RobiLa01,rec_td,0,,,,,
player,201110020dal,dal,RobiLa01,rec_long,44,,,,,
player,201110020dal,dal,RobiLa01,fumbles,0,,,,,
player,201110020dal,dal,RobiLa01,fumbles_lost,,,,,,
player,201110020dal,dal,WittJa00,pass_cmp,0,,,,,
player,201110020dal,dal,WittJa00,pass_att,0,,,,,
player,201110020dal,dal,WittJa00,pass_yds,0,,,,,
player,201110020dal,dal,WittJa00,pass_td,0,,,,,
player,201110020dal,dal,WittJa00,pass_int,0,,,,,
player,201110020dal,dal,WittJa00,pass_sacked,0,,,,,
player,201110020dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201110020dal,dal,WittJa00,pass_long,0,,,,,
player,201110020dal,dal,WittJa00,pass_rating,,,,,,
player,201110020dal,dal,WittJa00,rush_att,0,,,,,
player,201110020dal,dal,WittJa00,rush_yds,0,,,,,
player,201110020dal,dal,WittJa00,rush_td,0,,,,,
player,201110020dal,dal,WittJa00,rush_long,0,,,,,
player,201110020dal,dal,WittJa00,targets,10,,,,,
player,201110020dal,dal,WittJa00,rec,8,,,,,
player,201110020dal,dal,WittJa00,rec_yds,94,,,,,
player,201110020dal,dal,WittJa00,rec_td,1,,,,,
player,201110020dal,dal,WittJa00,rec_long,37,,,,,
player,201110020dal,dal,WittJa00,fumbles,0,,,,,
player,201110020dal,dal,WittJa00,fumbles_lost,,,,,,
player,201110020dal,dal,BennMa00,pass_cmp,0,,,,,
player,201110020dal,dal,BennMa00,pass_att,0,,,,,
player,201110020dal,dal,BennMa00,pass_yds,0,,,,,
player,201110020dal,dal,BennMa00,pass_td,0,,,,,
player,201110020dal,dal,BennMa00,pass_int,0,,,,,
player,201110020dal,dal,BennMa00,pass_sacked,0,,,,,
player,201110020dal,dal,BennMa00,pass_sacked_yds,0,,,,,
player,201110020dal,dal,BennMa00,pass_long,0,,,,,
player,201110020dal,dal,BennMa00,pass_rating,,,,,,
player,201110020dal,dal,BennMa00,rush_att,0,,,,,
player,201110020dal,dal,BennMa00,rush_yds,0,,,,,
player,201110020dal,dal,BennMa00,rush_td,0,,,,,
player,201110020dal,dal,BennMa00,rush_long,0,,,,,
player,201110020dal,dal,BennMa00,targets,3,,,,,
player,201110020dal,dal,BennMa00,rec,2,,,,,
player,201110020dal,dal,BennMa00,rec_yds,22,,,,,
player,201110020dal,dal,BennMa00,rec_td,0,,,,,
player,201110020dal,dal,BennMa00,rec_long,15,,,,,
player,201110020dal,dal,BennMa00,fumbles,0,,,,,
player,201110020dal,dal,BennMa00,fumbles_lost,,,,,,
player,201110020dal,dal,OgleKe00,pass_cmp,0,,,,,
player,201110020dal,dal,OgleKe00,pass_att,0,,,,,
player,201110020dal,dal,OgleKe00,pass_yds,0,,,,,
player,201110020dal,dal,OgleKe00,pass_td,0,,,,,
player,201110020dal,dal,OgleKe00,pass_int,0,,,,,
player,201110020dal,dal,OgleKe00,pass_sacked,0,,,,,
player,201110020dal,dal,OgleKe00,pass_sacked_yds,0,,,,,
player,201110020dal,dal,OgleKe00,pass_long,0,,,,,
player,201110020dal,dal,OgleKe00,pass_rating,,,,,,
player,201110020dal,dal,OgleKe00,rush_att,0,,,,,
player,201110020dal,dal,OgleKe00,rush_yds,0,,,,,
player,201110020dal,dal,OgleKe00,rush_td,0,,,,,
player,201110020dal,dal,OgleKe00,rush_long,0,,,,,
player,201110020dal,dal,OgleKe00,targets,2,,,,,
player,201110020dal,dal,OgleKe00,rec,1,,,,,
player,201110020dal,dal,OgleKe00,rec_yds,13,,,,,
player,201110020dal,dal,OgleKe00,rec_td,0,,,,,
player,201110020dal,dal,OgleKe00,rec_long,13,,,,,
player,201110020dal,dal,OgleKe00,fumbles,0,,,,,
player,201110020dal,dal,OgleKe00,fumbles_lost,,,,,,
player,201110020dal,dal,PhilJo00,pass_cmp,0,,,,,
player,201110020dal,dal,PhilJo00,pass_att,0,,,,,
player,201110020dal,dal,PhilJo00,pass_yds,0,,,,,
player,201110020dal,dal,PhilJo00,pass_td,0,,,,,
player,201110020dal,dal,PhilJo00,pass_int,0,,,,,
player,201110020dal,dal,PhilJo00,pass_sacked,0,,,,,
player,201110020dal,dal,PhilJo00,pass_sacked_yds,0,,,,,
player,201110020dal,dal,PhilJo00,pass_long,0,,,,,
player,201110020dal,dal,PhilJo00,pass_rating,,,,,,
player,201110020dal,dal,PhilJo00,rush_att,0,,,,,
player,201110020dal,dal,PhilJo00,rush_yds,0,,,,,
player,201110020dal,dal,PhilJo00,rush_td,0,,,,,
player,201110020dal,dal,PhilJo00,rush_long,0,,,,,
player,201110020dal,dal,PhilJo00,targets,3,,,,,
player,201110020dal,dal,PhilJo00,rec,3,,,,,
player,201110020dal,dal,PhilJo00,rec_yds,8,,,,,
player,201110020dal,dal,PhilJo00,rec_td,0,,,,,
player,201110020dal,dal,PhilJo00,rec_long,4,,,,,
player,201110020dal,dal,PhilJo00,fumbles,0,,,,,
