game,2011,9,20111106,201111060dal,sea,"Seattle Seahawks",13,dal,"Dallas Cowboys",23
player,201111060dal,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201111060dal,sea,SherRi00,fumbles_forced,1,,,,,
player,201111060dal,sea,WrigK.00,def_int,0,,,,,
player,201111060dal,sea,WrigK.00,def_int_yds,0,,,,,
player,201111060dal,sea,WrigK.00,def_int_td,0,,,,,
player,201111060dal,sea,WrigK.00,def_int_long,0,,,,,
player,201111060dal,sea,WrigK.00,pass_defended,0,,,,,
player,201111060dal,sea,WrigK.00,sacks,0.0,,,,,
player,201111060dal,sea,WrigK.00,tackles_combined,4,,,,,
player,201111060dal,sea,WrigK.00,tackles_solo,4,,,,,
player,201111060dal,sea,WrigK.00,tackles_assists,0,,,,,
player,201111060dal,sea,WrigK.00,tackles_loss,0,,,,,
player,201111060dal,sea,WrigK.00,qb_hits,0,,,,,
player,201111060dal,sea,WrigK.00,fumbles_rec,0,,,,,
player,201111060dal,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201111060dal,sea,WrigK.00,fumbles_forced,0,,,,,
player,201111060dal,sea,LewiRo22,def_int,0,,,,,
player,201111060dal,sea,LewiRo22,def_int_yds,0,,,,,
player,201111060dal,sea,LewiRo22,def_int_td,0,,,,,
player,201111060dal,sea,LewiRo22,def_int_long,0,,,,,
player,201111060dal,sea,LewiRo22,pass_defended,0,,,,,
player,201111060dal,sea,LewiRo22,sacks,0.0,,,,,
player,201111060dal,sea,LewiRo22,tackles_combined,3,,,,,
player,201111060dal,sea,LewiRo22,tackles_solo,1,,,,,
player,201111060dal,sea,LewiRo22,tackles_assists,2,,,,,
player,201111060dal,sea,LewiRo22,tackles_loss,0,,,,,
player,201111060dal,sea,LewiRo22,qb_hits,0,,,,,
player,201111060dal,sea,LewiRo22,fumbles_rec,1,,,,,
player,201111060dal,sea,LewiRo22,fumbles_rec_yds,2,,,,,
player,201111060dal,sea,LewiRo22,fumbles_rec_td,0,,,,,
player,201111060dal,sea,LewiRo22,fumbles_forced,0,,,,,
player,201111060dal,sea,MebaBr99,def_int,0,,,,,
player,201111060dal,sea,MebaBr99,def_int_yds,0,,,,,
player,201111060dal,sea,MebaBr99,def_int_td,0,,,,,
player,201111060dal,sea,MebaBr99,def_int_long,0,,,,,
player,201111060dal,sea,MebaBr99,pass_defended,0,,,,,
player,201111060dal,sea,MebaBr99,sacks,0.0,,,,,
player,201111060dal,sea,MebaBr99,tackles_combined,3,,,,,
player,201111060dal,sea,MebaBr99,tackles_solo,3,,,,,
player,201111060dal,sea,MebaBr99,tackles_assists,0,,,,,
player,201111060dal,sea,MebaBr99,tackles_loss,1,,,,,
player,201111060dal,sea,MebaBr99,qb_hits,0,,,,,
player,201111060dal,sea,MebaBr99,fumbles_rec,0,,,,,
player,201111060dal,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201111060dal,sea,MebaBr99,fumbles_forced,0,,,,,
player,201111060dal,sea,BryaRe99,def_int,0,,,,,
player,201111060dal,sea,BryaRe99,def_int_yds,0,,,,,
player,201111060dal,sea,BryaRe99,def_int_td,0,,,,,
player,201111060dal,sea,BryaRe99,def_int_long,0,,,,,
player,201111060dal,sea,BryaRe99,pass_defended,0,,,,,
player,201111060dal,sea,BryaRe99,sacks,0.0,,,,,
player,201111060dal,sea,BryaRe99,tackles_combined,2,,,,,
player,201111060dal,sea,BryaRe99,tackles_solo,1,,,,,
player,201111060dal,sea,BryaRe99,tackles_assists,1,,,,,
player,201111060dal,sea,BryaRe99,tackles_loss,0,,,,,
player,201111060dal,sea,BryaRe99,qb_hits,0,,,,,
player,201111060dal,sea,BryaRe99,fumbles_rec,0,,,,,
player,201111060dal,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201111060dal,sea,BryaRe99,fumbles_forced,0,,,,,
player,201111060dal,sea,BigbAt20,def_int,0,,,,,
player,201111060dal,sea,BigbAt20,def_int_yds,0,,,,,
player,201111060dal,sea,BigbAt20,def_int_td,0,,,,,
player,201111060dal,sea,BigbAt20,def_int_long,0,,,,,
player,201111060dal,sea,BigbAt20,pass_defended,0,,,,,
player,201111060dal,sea,BigbAt20,sacks,0.0,,,,,
player,201111060dal,sea,BigbAt20,tackles_combined,1,,,,,
player,201111060dal,sea,BigbAt20,tackles_solo,1,,,,,
player,201111060dal,sea,BigbAt20,tackles_assists,0,,,,,
player,201111060dal,sea,BigbAt20,tackles_loss,0,,,,,
player,201111060dal,sea,BigbAt20,qb_hits,0,,,,,
player,201111060dal,sea,BigbAt20,fumbles_rec,0,,,,,
player,201111060dal,sea,BigbAt20,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,BigbAt20,fumbles_rec_td,0,,,,,
player,201111060dal,sea,BigbAt20,fumbles_forced,0,,,,,
player,201111060dal,sea,BranAl99,def_int,0,,,,,
player,201111060dal,sea,BranAl99,def_int_yds,0,,,,,
player,201111060dal,sea,BranAl99,def_int_td,0,,,,,
player,201111060dal,sea,BranAl99,def_int_long,0,,,,,
player,201111060dal,sea,BranAl99,pass_defended,0,,,,,
player,201111060dal,sea,BranAl99,sacks,0.0,,,,,
player,201111060dal,sea,BranAl99,tackles_combined,1,,,,,
player,201111060dal,sea,BranAl99,tackles_solo,1,,,,,
player,201111060dal,sea,BranAl99,tackles_assists,0,,,,,
player,201111060dal,sea,BranAl99,tackles_loss,0,,,,,
player,201111060dal,sea,BranAl99,qb_hits,0,,,,,
player,201111060dal,sea,BranAl99,fumbles_rec,0,,,,,
player,201111060dal,sea,BranAl99,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,BranAl99,fumbles_rec_td,0,,,,,
player,201111060dal,sea,BranAl99,fumbles_forced,0,,,,,
player,201111060dal,sea,BrowBr00,def_int,0,,,,,
player,201111060dal,sea,BrowBr00,def_int_yds,0,,,,,
player,201111060dal,sea,BrowBr00,def_int_td,0,,,,,
player,201111060dal,sea,BrowBr00,def_int_long,0,,,,,
player,201111060dal,sea,BrowBr00,pass_defended,1,,,,,
player,201111060dal,sea,BrowBr00,sacks,0.0,,,,,
player,201111060dal,sea,BrowBr00,tackles_combined,1,,,,,
player,201111060dal,sea,BrowBr00,tackles_solo,1,,,,,
player,201111060dal,sea,BrowBr00,tackles_assists,0,,,,,
player,201111060dal,sea,BrowBr00,tackles_loss,0,,,,,
player,201111060dal,sea,BrowBr00,qb_hits,0,,,,,
player,201111060dal,sea,BrowBr00,fumbles_rec,0,,,,,
player,201111060dal,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201111060dal,sea,BrowBr00,fumbles_forced,0,,,,,
player,201111060dal,sea,CoxxKe20,def_int,0,,,,,
player,201111060dal,sea,CoxxKe20,def_int_yds,0,,,,,
player,201111060dal,sea,CoxxKe20,def_int_td,0,,,,,
player,201111060dal,sea,CoxxKe20,def_int_long,0,,,,,
player,201111060dal,sea,CoxxKe20,pass_defended,0,,,,,
player,201111060dal,sea,CoxxKe20,sacks,0.0,,,,,
player,201111060dal,sea,CoxxKe20,tackles_combined,1,,,,,
player,201111060dal,sea,CoxxKe20,tackles_solo,1,,,,,
player,201111060dal,sea,CoxxKe20,tackles_assists,0,,,,,
player,201111060dal,sea,CoxxKe20,tackles_loss,0,,,,,
player,201111060dal,sea,CoxxKe20,qb_hits,0,,,,,
player,201111060dal,sea,CoxxKe20,fumbles_rec,0,,,,,
player,201111060dal,sea,CoxxKe20,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,CoxxKe20,fumbles_rec_td,0,,,,,
player,201111060dal,sea,CoxxKe20,fumbles_forced,0,,,,,
player,201111060dal,sea,HargAn20,def_int,0,,,,,
player,201111060dal,sea,HargAn20,def_int_yds,0,,,,,
player,201111060dal,sea,HargAn20,def_int_td,0,,,,,
player,201111060dal,sea,HargAn20,def_int_long,0,,,,,
player,201111060dal,sea,HargAn20,pass_defended,0,,,,,
player,201111060dal,sea,HargAn20,sacks,0.0,,,,,
player,201111060dal,sea,HargAn20,tackles_combined,1,,,,,
player,201111060dal,sea,HargAn20,tackles_solo,1,,,,,
player,201111060dal,sea,HargAn20,tackles_assists,0,,,,,
player,201111060dal,sea,HargAn20,tackles_loss,,,,,,
player,201111060dal,sea,HargAn20,qb_hits,,,,,,
player,201111060dal,sea,HargAn20,fumbles_rec,0,,,,,
player,201111060dal,sea,HargAn20,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,HargAn20,fumbles_rec_td,0,,,,,
player,201111060dal,sea,HargAn20,fumbles_forced,0,,,,,
player,201111060dal,sea,McDoCl99,def_int,0,,,,,
player,201111060dal,sea,McDoCl99,def_int_yds,0,,,,,
player,201111060dal,sea,McDoCl99,def_int_td,0,,,,,
player,201111060dal,sea,McDoCl99,def_int_long,0,,,,,
player,201111060dal,sea,McDoCl99,pass_defended,0,,,,,
player,201111060dal,sea,McDoCl99,sacks,0.0,,,,,
player,201111060dal,sea,McDoCl99,tackles_combined,1,,,,,
player,201111060dal,sea,McDoCl99,tackles_solo,0,,,,,
player,201111060dal,sea,McDoCl99,tackles_assists,1,,,,,
player,201111060dal,sea,McDoCl99,tackles_loss,0,,,,,
player,201111060dal,sea,McDoCl99,qb_hits,0,,,,,
player,201111060dal,sea,McDoCl99,fumbles_rec,0,,,,,
player,201111060dal,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201111060dal,sea,McDoCl99,fumbles_forced,0,,,,,
player,201111060dal,sea,RobiMi00,def_int,0,,,,,
player,201111060dal,sea,RobiMi00,def_int_yds,0,,,,,
player,201111060dal,sea,RobiMi00,def_int_td,0,,,,,
player,201111060dal,sea,RobiMi00,def_int_long,0,,,,,
player,201111060dal,sea,RobiMi00,pass_defended,0,,,,,
player,201111060dal,sea,RobiMi00,sacks,0.0,,,,,
player,201111060dal,sea,RobiMi00,tackles_combined,1,,,,,
player,201111060dal,sea,RobiMi00,tackles_solo,1,,,,,
player,201111060dal,sea,RobiMi00,tackles_assists,0,,,,,
player,201111060dal,sea,RobiMi00,tackles_loss,0,,,,,
player,201111060dal,sea,RobiMi00,qb_hits,0,,,,,
player,201111060dal,sea,RobiMi00,fumbles_rec,0,,,,,
player,201111060dal,sea,RobiMi00,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,RobiMi00,fumbles_rec_td,0,,,,,
player,201111060dal,sea,RobiMi00,fumbles_forced,0,,,,,
player,201111060dal,sea,SmitMa02,def_int,0,,,,,
player,201111060dal,sea,SmitMa02,def_int_yds,0,,,,,
player,201111060dal,sea,SmitMa02,def_int_td,0,,,,,
player,201111060dal,sea,SmitMa02,def_int_long,0,,,,,
player,201111060dal,sea,SmitMa02,pass_defended,0,,,,,
player,201111060dal,sea,SmitMa02,sacks,0.0,,,,,
player,201111060dal,sea,SmitMa02,tackles_combined,1,,,,,
player,201111060dal,sea,SmitMa02,tackles_solo,1,,,,,
player,201111060dal,sea,SmitMa02,tackles_assists,0,,,,,
player,201111060dal,sea,SmitMa02,tackles_loss,0,,,,,
player,201111060dal,sea,SmitMa02,qb_hits,0,,,,,
player,201111060dal,sea,SmitMa02,fumbles_rec,0,,,,,
player,201111060dal,sea,SmitMa02,fumbles_rec_yds,0,,,,,
player,201111060dal,sea,SmitMa02,fumbles_rec_td,0,,,,,
player,201111060dal,sea,SmitMa02,fumbles_forced,0,,,,,
player,201111060dal,sea,BrocRa20,def_int,,,,,,
player,201111060dal,sea,BrocRa20,def_int_yds,,,,,,
player,201111060dal,sea,BrocRa20,def_int_td,,,,,,
player,201111060dal,sea,BrocRa20,def_int_long,,,,,,
player,201111060dal,sea,BrocRa20,pass_defended,0,,,,,
player,201111060dal,sea,BrocRa20,sacks,0.0,,,,,
player,201111060dal,sea,BrocRa20,tackles_combined,0,,,,,
player,201111060dal,sea,BrocRa20,tackles_solo,0,,,,,
player,201111060dal,sea,BrocRa20,tackles_assists,0,,,,,
player,201111060dal,sea,BrocRa20,tackles_loss,0,,,,,
player,201111060dal,sea,BrocRa20,qb_hits,1,,,,,
player,201111060dal,sea,BrocRa20,fumbles_rec,0,,,,,
player,201111060dal,sea,BrocRa20,fumbles_rec_yds,,,,,,
player,201111060dal,sea,BrocRa20,fumbles_rec_td,,,,,,
player,201111060dal,sea,BrocRa20,fumbles_forced,0,,,,,
player,201111060dal,sea,ClemCh23,def_int,,,,,,
player,201111060dal,sea,ClemCh23,def_int_yds,,,,,,
player,201111060dal,sea,ClemCh23,def_int_td,,,,,,
player,201111060dal,sea,ClemCh23,def_int_long,,,,,,
player,201111060dal,sea,ClemCh23,pass_defended,0,,,,,
player,201111060dal,sea,ClemCh23,sacks,0.0,,,,,
player,201111060dal,sea,ClemCh23,tackles_combined,0,,,,,
player,201111060dal,sea,ClemCh23,tackles_solo,0,,,,,
player,201111060dal,sea,ClemCh23,tackles_assists,0,,,,,
player,201111060dal,sea,ClemCh23,tackles_loss,0,,,,,
player,201111060dal,sea,ClemCh23,qb_hits,1,,,,,
player,201111060dal,sea,ClemCh23,fumbles_rec,0,,,,,
player,201111060dal,sea,ClemCh23,fumbles_rec_yds,,,,,,
player,201111060dal,sea,ClemCh23,fumbles_rec_td,,,,,,
player,201111060dal,sea,ClemCh23,fumbles_forced,0,,,,,
player,201111060dal,dal,NewmTe20,def_int,1,,,,,
player,201111060dal,dal,NewmTe20,def_int_yds,17,,,,,
player,201111060dal,dal,NewmTe20,def_int_td,0,,,,,
player,201111060dal,dal,NewmTe20,def_int_long,17,,,,,
player,201111060dal,dal,NewmTe20,pass_defended,2,,,,,
player,201111060dal,dal,NewmTe20,sacks,0.0,,,,,
player,201111060dal,dal,NewmTe20,tackles_combined,5,,,,,
player,201111060dal,dal,NewmTe20,tackles_solo,5,,,,,
player,201111060dal,dal,NewmTe20,tackles_assists,0,,,,,
player,201111060dal,dal,NewmTe20,tackles_loss,0,,,,,
player,201111060dal,dal,NewmTe20,qb_hits,0,,,,,
player,201111060dal,dal,NewmTe20,fumbles_rec,0,,,,,
player,201111060dal,dal,NewmTe20,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,NewmTe20,fumbles_rec_td,0,,,,,
player,201111060dal,dal,NewmTe20,fumbles_forced,0,,,,,
player,201111060dal,dal,SensGe20,def_int,1,,,,,
player,201111060dal,dal,SensGe20,def_int_yds,0,,,,,
player,201111060dal,dal,SensGe20,def_int_td,0,,,,,
player,201111060dal,dal,SensGe20,def_int_long,0,,,,,
player,201111060dal,dal,SensGe20,pass_defended,2,,,,,
player,201111060dal,dal,SensGe20,sacks,0.0,,,,,
player,201111060dal,dal,SensGe20,tackles_combined,3,,,,,
player,201111060dal,dal,SensGe20,tackles_solo,2,,,,,
player,201111060dal,dal,SensGe20,tackles_assists,1,,,,,
player,201111060dal,dal,SensGe20,tackles_loss,0,,,,,
player,201111060dal,dal,SensGe20,qb_hits,0,,,,,
player,201111060dal,dal,SensGe20,fumbles_rec,0,,,,,
player,201111060dal,dal,SensGe20,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,SensGe20,fumbles_rec_td,0,,,,,
player,201111060dal,dal,SensGe20,fumbles_forced,0,,,,,
player,201111060dal,dal,HatcJa20,def_int,1,,,,,
player,201111060dal,dal,HatcJa20,def_int_yds,16,,,,,
player,201111060dal,dal,HatcJa20,def_int_td,0,,,,,
player,201111060dal,dal,HatcJa20,def_int_long,16,,,,,
player,201111060dal,dal,HatcJa20,pass_defended,1,,,,,
player,201111060dal,dal,HatcJa20,sacks,0.0,,,,,
player,201111060dal,dal,HatcJa20,tackles_combined,1,,,,,
player,201111060dal,dal,HatcJa20,tackles_solo,1,,,,,
player,201111060dal,dal,HatcJa20,tackles_assists,0,,,,,
player,201111060dal,dal,HatcJa20,tackles_loss,1,,,,,
player,201111060dal,dal,HatcJa20,qb_hits,0,,,,,
player,201111060dal,dal,HatcJa20,fumbles_rec,0,,,,,
player,201111060dal,dal,HatcJa20,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,HatcJa20,fumbles_rec_td,0,,,,,
player,201111060dal,dal,HatcJa20,fumbles_forced,0,,,,,
player,201111060dal,dal,SpenAn99,def_int,0,,,,,
player,201111060dal,dal,SpenAn99,def_int_yds,0,,,,,
player,201111060dal,dal,SpenAn99,def_int_td,0,,,,,
player,201111060dal,dal,SpenAn99,def_int_long,0,,,,,
player,201111060dal,dal,SpenAn99,pass_defended,0,,,,,
player,201111060dal,dal,SpenAn99,sacks,1.0,,,,,
player,201111060dal,dal,SpenAn99,tackles_combined,5,,,,,
player,201111060dal,dal,SpenAn99,tackles_solo,5,,,,,
player,201111060dal,dal,SpenAn99,tackles_assists,0,,,,,
player,201111060dal,dal,SpenAn99,tackles_loss,1,,,,,
player,201111060dal,dal,SpenAn99,qb_hits,2,,,,,
player,201111060dal,dal,SpenAn99,fumbles_rec,0,,,,,
player,201111060dal,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,SpenAn99,fumbles_rec_td,0,,,,,
player,201111060dal,dal,SpenAn99,fumbles_forced,0,,,,,
player,201111060dal,dal,ScanOr99,def_int,0,,,,,
player,201111060dal,dal,ScanOr99,def_int_yds,0,,,,,
player,201111060dal,dal,ScanOr99,def_int_td,0,,,,,
player,201111060dal,dal,ScanOr99,def_int_long,0,,,,,
player,201111060dal,dal,ScanOr99,pass_defended,0,,,,,
player,201111060dal,dal,ScanOr99,sacks,0.0,,,,,
player,201111060dal,dal,ScanOr99,tackles_combined,7,,,,,
player,201111060dal,dal,ScanOr99,tackles_solo,7,,,,,
player,201111060dal,dal,ScanOr99,tackles_assists,0,,,,,
player,201111060dal,dal,ScanOr99,tackles_loss,1,,,,,
player,201111060dal,dal,ScanOr99,qb_hits,0,,,,,
player,201111060dal,dal,ScanOr99,fumbles_rec,0,,,,,
player,201111060dal,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201111060dal,dal,ScanOr99,fumbles_forced,0,,,,,
player,201111060dal,dal,BrooKe00,def_int,0,,,,,
player,201111060dal,dal,BrooKe00,def_int_yds,0,,,,,
player,201111060dal,dal,BrooKe00,def_int_td,0,,,,,
player,201111060dal,dal,BrooKe00,def_int_long,0,,,,,
player,201111060dal,dal,BrooKe00,pass_defended,0,,,,,
player,201111060dal,dal,BrooKe00,sacks,0.0,,,,,
player,201111060dal,dal,BrooKe00,tackles_combined,5,,,,,
player,201111060dal,dal,BrooKe00,tackles_solo,3,,,,,
player,201111060dal,dal,BrooKe00,tackles_assists,2,,,,,
player,201111060dal,dal,BrooKe00,tackles_loss,0,,,,,
player,201111060dal,dal,BrooKe00,qb_hits,0,,,,,
player,201111060dal,dal,BrooKe00,fumbles_rec,0,,,,,
player,201111060dal,dal,BrooKe00,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,BrooKe00,fumbles_rec_td,0,,,,,
player,201111060dal,dal,BrooKe00,fumbles_forced,0,,,,,
player,201111060dal,dal,BallAl99,def_int,0,,,,,
player,201111060dal,dal,BallAl99,def_int_yds,0,,,,,
player,201111060dal,dal,BallAl99,def_int_td,0,,,,,
player,201111060dal,dal,BallAl99,def_int_long,0,,,,,
player,201111060dal,dal,BallAl99,pass_defended,0,,,,,
player,201111060dal,dal,BallAl99,sacks,0.0,,,,,
player,201111060dal,dal,BallAl99,tackles_combined,4,,,,,
player,201111060dal,dal,BallAl99,tackles_solo,3,,,,,
player,201111060dal,dal,BallAl99,tackles_assists,1,,,,,
player,201111060dal,dal,BallAl99,tackles_loss,0,,,,,
player,201111060dal,dal,BallAl99,qb_hits,0,,,,,
player,201111060dal,dal,BallAl99,fumbles_rec,0,,,,,
player,201111060dal,dal,BallAl99,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,BallAl99,fumbles_rec_td,0,,,,,
player,201111060dal,dal,BallAl99,fumbles_forced,0,,,,,
player,201111060dal,dal,JameBr20,def_int,0,,,,,
player,201111060dal,dal,JameBr20,def_int_yds,0,,,,,
player,201111060dal,dal,JameBr20,def_int_td,0,,,,,
player,201111060dal,dal,JameBr20,def_int_long,0,,,,,
player,201111060dal,dal,JameBr20,pass_defended,0,,,,,
player,201111060dal,dal,JameBr20,sacks,0.0,,,,,
player,201111060dal,dal,JameBr20,tackles_combined,4,,,,,
player,201111060dal,dal,JameBr20,tackles_solo,2,,,,,
player,201111060dal,dal,JameBr20,tackles_assists,2,,,,,
player,201111060dal,dal,JameBr20,tackles_loss,0,,,,,
player,201111060dal,dal,JameBr20,qb_hits,0,,,,,
player,201111060dal,dal,JameBr20,fumbles_rec,0,,,,,
player,201111060dal,dal,JameBr20,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,JameBr20,fumbles_rec_td,0,,,,,
player,201111060dal,dal,JameBr20,fumbles_forced,0,,,,,
player,201111060dal,dal,ChurBa99,def_int,0,,,,,
player,201111060dal,dal,ChurBa99,def_int_yds,0,,,,,
player,201111060dal,dal,ChurBa99,def_int_td,0,,,,,
player,201111060dal,dal,ChurBa99,def_int_long,0,,,,,
player,201111060dal,dal,ChurBa99,pass_defended,0,,,,,
player,201111060dal,dal,ChurBa99,sacks,0.0,,,,,
player,201111060dal,dal,ChurBa99,tackles_combined,3,,,,,
player,201111060dal,dal,ChurBa99,tackles_solo,2,,,,,
player,201111060dal,dal,ChurBa99,tackles_assists,1,,,,,
player,201111060dal,dal,ChurBa99,tackles_loss,0,,,,,
player,201111060dal,dal,ChurBa99,qb_hits,0,,,,,
player,201111060dal,dal,ChurBa99,fumbles_rec,0,,,,,
player,201111060dal,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201111060dal,dal,ChurBa99,fumbles_forced,0,,,,,
player,201111060dal,dal,ElamAb20,def_int,0,,,,,
player,201111060dal,dal,ElamAb20,def_int_yds,0,,,,,
player,201111060dal,dal,ElamAb20,def_int_td,0,,,,,
player,201111060dal,dal,ElamAb20,def_int_long,0,,,,,
player,201111060dal,dal,ElamAb20,pass_defended,0,,,,,
player,201111060dal,dal,ElamAb20,sacks,0.0,,,,,
player,201111060dal,dal,ElamAb20,tackles_combined,3,,,,,
player,201111060dal,dal,ElamAb20,tackles_solo,1,,,,,
player,201111060dal,dal,ElamAb20,tackles_assists,2,,,,,
player,201111060dal,dal,ElamAb20,tackles_loss,0,,,,,
player,201111060dal,dal,ElamAb20,qb_hits,0,,,,,
player,201111060dal,dal,ElamAb20,fumbles_rec,0,,,,,
player,201111060dal,dal,ElamAb20,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,ElamAb20,fumbles_rec_td,0,,,,,
player,201111060dal,dal,ElamAb20,fumbles_forced,0,,,,,
player,201111060dal,dal,WareDe99,def_int,0,,,,,
player,201111060dal,dal,WareDe99,def_int_yds,0,,,,,
player,201111060dal,dal,WareDe99,def_int_td,0,,,,,
player,201111060dal,dal,WareDe99,def_int_long,0,,,,,
player,201111060dal,dal,WareDe99,pass_defended,0,,,,,
player,201111060dal,dal,WareDe99,sacks,0.0,,,,,
player,201111060dal,dal,WareDe99,tackles_combined,3,,,,,
player,201111060dal,dal,WareDe99,tackles_solo,3,,,,,
player,201111060dal,dal,WareDe99,tackles_assists,0,,,,,
player,201111060dal,dal,WareDe99,tackles_loss,1,,,,,
player,201111060dal,dal,WareDe99,qb_hits,1,,,,,
player,201111060dal,dal,WareDe99,fumbles_rec,0,,,,,
player,201111060dal,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201111060dal,dal,WareDe99,fumbles_forced,0,,,,,
player,201111060dal,dal,ButlVi99,def_int,0,,,,,
player,201111060dal,dal,ButlVi99,def_int_yds,0,,,,,
player,201111060dal,dal,ButlVi99,def_int_td,0,,,,,
player,201111060dal,dal,ButlVi99,def_int_long,0,,,,,
player,201111060dal,dal,ButlVi99,pass_defended,0,,,,,
player,201111060dal,dal,ButlVi99,sacks,0.0,,,,,
player,201111060dal,dal,ButlVi99,tackles_combined,2,,,,,
player,201111060dal,dal,ButlVi99,tackles_solo,2,,,,,
player,201111060dal,dal,ButlVi99,tackles_assists,0,,,,,
player,201111060dal,dal,ButlVi99,tackles_loss,0,,,,,
player,201111060dal,dal,ButlVi99,qb_hits,0,,,,,
player,201111060dal,dal,ButlVi99,fumbles_rec,0,,,,,
player,201111060dal,dal,ButlVi99,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,ButlVi99,fumbles_rec_td,0,,,,,
player,201111060dal,dal,ButlVi99,fumbles_forced,0,,,,,
player,201111060dal,dal,ColeKe20,def_int,0,,,,,
player,201111060dal,dal,ColeKe20,def_int_yds,0,,,,,
player,201111060dal,dal,ColeKe20,def_int_td,0,,,,,
player,201111060dal,dal,ColeKe20,def_int_long,0,,,,,
player,201111060dal,dal,ColeKe20,pass_defended,0,,,,,
player,201111060dal,dal,ColeKe20,sacks,0.0,,,,,
player,201111060dal,dal,ColeKe20,tackles_combined,2,,,,,
player,201111060dal,dal,ColeKe20,tackles_solo,2,,,,,
player,201111060dal,dal,ColeKe20,tackles_assists,0,,,,,
player,201111060dal,dal,ColeKe20,tackles_loss,0,,,,,
player,201111060dal,dal,ColeKe20,qb_hits,0,,,,,
player,201111060dal,dal,ColeKe20,fumbles_rec,0,,,,,
player,201111060dal,dal,ColeKe20,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,ColeKe20,fumbles_rec_td,0,,,,,
player,201111060dal,dal,ColeKe20,fumbles_forced,0,,,,,
player,201111060dal,dal,LissSe99,def_int,0,,,,,
player,201111060dal,dal,LissSe99,def_int_yds,0,,,,,
player,201111060dal,dal,LissSe99,def_int_td,0,,,,,
player,201111060dal,dal,LissSe99,def_int_long,0,,,,,
player,201111060dal,dal,LissSe99,pass_defended,0,,,,,
player,201111060dal,dal,LissSe99,sacks,0.0,,,,,
player,201111060dal,dal,LissSe99,tackles_combined,2,,,,,
player,201111060dal,dal,LissSe99,tackles_solo,2,,,,,
player,201111060dal,dal,LissSe99,tackles_assists,0,,,,,
player,201111060dal,dal,LissSe99,tackles_loss,0,,,,,
player,201111060dal,dal,LissSe99,qb_hits,0,,,,,
player,201111060dal,dal,LissSe99,fumbles_rec,0,,,,,
player,201111060dal,dal,LissSe99,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,LissSe99,fumbles_rec_td,0,,,,,
player,201111060dal,dal,LissSe99,fumbles_forced,0,,,,,
player,201111060dal,dal,WalkFr20,def_int,0,,,,,
player,201111060dal,dal,WalkFr20,def_int_yds,0,,,,,
player,201111060dal,dal,WalkFr20,def_int_td,0,,,,,
player,201111060dal,dal,WalkFr20,def_int_long,0,,,,,
player,201111060dal,dal,WalkFr20,pass_defended,0,,,,,
player,201111060dal,dal,WalkFr20,sacks,0.0,,,,,
player,201111060dal,dal,WalkFr20,tackles_combined,2,,,,,
player,201111060dal,dal,WalkFr20,tackles_solo,1,,,,,
player,201111060dal,dal,WalkFr20,tackles_assists,1,,,,,
player,201111060dal,dal,WalkFr20,tackles_loss,0,,,,,
player,201111060dal,dal,WalkFr20,qb_hits,0,,,,,
player,201111060dal,dal,WalkFr20,fumbles_rec,0,,,,,
player,201111060dal,dal,WalkFr20,fumbles_rec_yds,0,,,,,
player,201111060dal,dal,WalkFr20,fumbles_rec_td,0,,,,,
player,201111060dal,dal,WalkFr20,fumbles_forced,0,,,,,
player,201111060dal,dal,BuehDa44,def_int,0,,,,,
