game,2011,15,20111218,201112180kan,gnb,"Green Bay Packers",14,kan,"Kansas City Chiefs",19
player,201112180kan,kan,GilbWa00,def_int_td,0,,,,,
player,201112180kan,kan,GilbWa00,def_int_long,0,,,,,
player,201112180kan,kan,GilbWa00,pass_defended,1,,,,,
player,201112180kan,kan,GilbWa00,sacks,0.0,,,,,
player,201112180kan,kan,GilbWa00,tackles_combined,1,,,,,
player,201112180kan,kan,GilbWa00,tackles_solo,1,,,,,
player,201112180kan,kan,GilbWa00,tackles_assists,0,,,,,
player,201112180kan,kan,GilbWa00,tackles_loss,0,,,,,
player,201112180kan,kan,GilbWa00,qb_hits,1,,,,,
player,201112180kan,kan,GilbWa00,fumbles_rec,0,,,,,
player,201112180kan,kan,GilbWa00,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,GilbWa00,fumbles_rec_td,0,,,,,
player,201112180kan,kan,GilbWa00,fumbles_forced,0,,,,,
player,201112180kan,kan,GordAm20,def_int,0,,,,,
player,201112180kan,kan,GordAm20,def_int_yds,0,,,,,
player,201112180kan,kan,GordAm20,def_int_td,0,,,,,
player,201112180kan,kan,GordAm20,def_int_long,0,,,,,
player,201112180kan,kan,GordAm20,pass_defended,0,,,,,
player,201112180kan,kan,GordAm20,sacks,0.0,,,,,
player,201112180kan,kan,GordAm20,tackles_combined,1,,,,,
player,201112180kan,kan,GordAm20,tackles_solo,1,,,,,
player,201112180kan,kan,GordAm20,tackles_assists,0,,,,,
player,201112180kan,kan,GordAm20,tackles_loss,0,,,,,
player,201112180kan,kan,GordAm20,qb_hits,0,,,,,
player,201112180kan,kan,GordAm20,fumbles_rec,0,,,,,
player,201112180kan,kan,GordAm20,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,GordAm20,fumbles_rec_td,0,,,,,
player,201112180kan,kan,GordAm20,fumbles_forced,0,,,,,
player,201112180kan,kan,GreeCo01,def_int,0,,,,,
player,201112180kan,kan,GreeCo01,def_int_yds,0,,,,,
player,201112180kan,kan,GreeCo01,def_int_td,0,,,,,
player,201112180kan,kan,GreeCo01,def_int_long,0,,,,,
player,201112180kan,kan,GreeCo01,pass_defended,0,,,,,
player,201112180kan,kan,GreeCo01,sacks,0.0,,,,,
player,201112180kan,kan,GreeCo01,tackles_combined,1,,,,,
player,201112180kan,kan,GreeCo01,tackles_solo,1,,,,,
player,201112180kan,kan,GreeCo01,tackles_assists,0,,,,,
player,201112180kan,kan,GreeCo01,tackles_loss,0,,,,,
player,201112180kan,kan,GreeCo01,qb_hits,0,,,,,
player,201112180kan,kan,GreeCo01,fumbles_rec,0,,,,,
player,201112180kan,kan,GreeCo01,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,GreeCo01,fumbles_rec_td,0,,,,,
player,201112180kan,kan,GreeCo01,fumbles_forced,0,,,,,
player,201112180kan,kan,HornJe00,def_int,0,,,,,
player,201112180kan,kan,HornJe00,def_int_yds,0,,,,,
player,201112180kan,kan,HornJe00,def_int_td,0,,,,,
player,201112180kan,kan,HornJe00,def_int_long,0,,,,,
player,201112180kan,kan,HornJe00,pass_defended,0,,,,,
player,201112180kan,kan,HornJe00,sacks,0.0,,,,,
player,201112180kan,kan,HornJe00,tackles_combined,1,,,,,
player,201112180kan,kan,HornJe00,tackles_solo,1,,,,,
player,201112180kan,kan,HornJe00,tackles_assists,0,,,,,
player,201112180kan,kan,HornJe00,tackles_loss,0,,,,,
player,201112180kan,kan,HornJe00,qb_hits,0,,,,,
player,201112180kan,kan,HornJe00,fumbles_rec,0,,,,,
player,201112180kan,kan,HornJe00,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,HornJe00,fumbles_rec_td,0,,,,,
player,201112180kan,kan,HornJe00,fumbles_forced,0,,,,,
player,201112180kan,kan,JackTy98,def_int,0,,,,,
player,201112180kan,kan,JackTy98,def_int_yds,0,,,,,
player,201112180kan,kan,JackTy98,def_int_td,0,,,,,
player,201112180kan,kan,JackTy98,def_int_long,0,,,,,
player,201112180kan,kan,JackTy98,pass_defended,0,,,,,
player,201112180kan,kan,JackTy98,sacks,0.0,,,,,
player,201112180kan,kan,JackTy98,tackles_combined,1,,,,,
player,201112180kan,kan,JackTy98,tackles_solo,0,,,,,
player,201112180kan,kan,JackTy98,tackles_assists,1,,,,,
player,201112180kan,kan,JackTy98,tackles_loss,0,,,,,
player,201112180kan,kan,JackTy98,qb_hits,0,,,,,
player,201112180kan,kan,JackTy98,fumbles_rec,0,,,,,
player,201112180kan,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201112180kan,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201112180kan,kan,JackTy98,fumbles_forced,0,,,,,
player,201112180kan,gnb,CobbRa00,kick_ret,3,,,,,
player,201112180kan,gnb,CobbRa00,kick_ret_yds,68,,,,,
player,201112180kan,gnb,CobbRa00,kick_ret_yds_per_ret,22.7,,,,,
player,201112180kan,gnb,CobbRa00,kick_ret_td,0,,,,,
player,201112180kan,gnb,CobbRa00,kick_ret_long,27,,,,,
player,201112180kan,gnb,CobbRa00,punt_ret,1,,,,,
player,201112180kan,gnb,CobbRa00,punt_ret_yds,0,,,,,
player,201112180kan,gnb,CobbRa00,punt_ret_yds_per_ret,0.0,,,,,
player,201112180kan,gnb,CobbRa00,punt_ret_td,0,,,,,
player,201112180kan,gnb,CobbRa00,punt_ret_long,0,,,,,
player,201112180kan,kan,ArenJa99,kick_ret,0,,,,,
player,201112180kan,kan,ArenJa99,kick_ret_yds,0,,,,,
player,201112180kan,kan,ArenJa99,kick_ret_yds_per_ret,,,,,,
player,201112180kan,kan,ArenJa99,kick_ret_td,0,,,,,
player,201112180kan,kan,ArenJa99,kick_ret_long,0,,,,,
player,201112180kan,kan,ArenJa99,punt_ret,3,,,,,
player,201112180kan,kan,ArenJa99,punt_ret_yds,36,,,,,
player,201112180kan,kan,ArenJa99,punt_ret_yds_per_ret,12.0,,,,,
player,201112180kan,kan,ArenJa99,punt_ret_td,0,,,,,
player,201112180kan,kan,ArenJa99,punt_ret_long,17,,,,,
player,201112180kan,kan,McClDe00,kick_ret,1,,,,,
player,201112180kan,kan,McClDe00,kick_ret_yds,22,,,,,
player,201112180kan,kan,McClDe00,kick_ret_yds_per_ret,22.0,,,,,
player,201112180kan,kan,McClDe00,kick_ret_td,0,,,,,
player,201112180kan,kan,McClDe00,kick_ret_long,22,,,,,
player,201112180kan,kan,McClDe00,punt_ret,0,,,,,
player,201112180kan,kan,McClDe00,punt_ret_yds,0,,,,,
player,201112180kan,kan,McClDe00,punt_ret_yds_per_ret,,,,,,
player,201112180kan,kan,McClDe00,punt_ret_td,0,,,,,
player,201112180kan,kan,McClDe00,punt_ret_long,0,,,,,
player,201112180kan,gnb,CrosMa20,xpm,2,,,,,
player,201112180kan,gnb,CrosMa20,xpa,2,,,,,
player,201112180kan,gnb,CrosMa20,fgm,,,,,,
player,201112180kan,gnb,CrosMa20,fga,1,,,,,
player,201112180kan,gnb,CrosMa20,punt,0,,,,,
player,201112180kan,gnb,CrosMa20,punt_yds,0,,,,,
player,201112180kan,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201112180kan,gnb,CrosMa20,punt_long,0,,,,,
player,201112180kan,gnb,MastTi99,xpm,,,,,,
player,201112180kan,gnb,MastTi99,xpa,,,,,,
player,201112180kan,gnb,MastTi99,fgm,,,,,,
player,201112180kan,gnb,MastTi99,fga,,,,,,
player,201112180kan,gnb,MastTi99,punt,5,,,,,
player,201112180kan,gnb,MastTi99,punt_yds,267,,,,,
player,201112180kan,gnb,MastTi99,punt_yds_per_punt,53.4,,,,,
player,201112180kan,gnb,MastTi99,punt_long,71,,,,,
player,201112180kan,kan,SuccRy44,xpm,1,,,,,
player,201112180kan,kan,SuccRy44,xpa,1,,,,,
player,201112180kan,kan,SuccRy44,fgm,4,,,,,
player,201112180kan,kan,SuccRy44,fga,4,,,,,
player,201112180kan,kan,SuccRy44,punt,0,,,,,
player,201112180kan,kan,SuccRy44,punt_yds,0,,,,,
player,201112180kan,kan,SuccRy44,punt_yds_per_punt,,,,,,
player,201112180kan,kan,SuccRy44,punt_long,0,,,,,
player,201112180kan,kan,ColqDu20,xpm,,,,,,
player,201112180kan,kan,ColqDu20,xpa,,,,,,
player,201112180kan,kan,ColqDu20,fgm,,,,,,
player,201112180kan,kan,ColqDu20,fga,,,,,,
player,201112180kan,kan,ColqDu20,punt,2,,,,,
player,201112180kan,kan,ColqDu20,punt_yds,99,,,,,
player,201112180kan,kan,ColqDu20,punt_yds_per_punt,49.5,,,,,
player,201112180kan,kan,ColqDu20,punt_long,54,,,,,
