game,2011,9,20111106,201111060kan,mia,"Miami Dolphins",31,kan,"Kansas City Chiefs",3
player,201111060kan,mia,ThomDa03,rush_long,4,,,,,
player,201111060kan,mia,ThomDa03,targets,0,,,,,
player,201111060kan,mia,ThomDa03,rec,0,,,,,
player,201111060kan,mia,ThomDa03,rec_yds,0,,,,,
player,201111060kan,mia,ThomDa03,rec_td,0,,,,,
player,201111060kan,mia,ThomDa03,rec_long,0,,,,,
player,201111060kan,mia,ThomDa03,fumbles,0,,,,,
player,201111060kan,mia,ThomDa03,fumbles_lost,,,,,,
player,201111060kan,mia,MarsBr00,pass_cmp,0,,,,,
player,201111060kan,mia,MarsBr00,pass_att,0,,,,,
player,201111060kan,mia,MarsBr00,pass_yds,0,,,,,
player,201111060kan,mia,MarsBr00,pass_td,0,,,,,
player,201111060kan,mia,MarsBr00,pass_int,0,,,,,
player,201111060kan,mia,MarsBr00,pass_sacked,0,,,,,
player,201111060kan,mia,MarsBr00,pass_sacked_yds,0,,,,,
player,201111060kan,mia,MarsBr00,pass_long,0,,,,,
player,201111060kan,mia,MarsBr00,pass_rating,,,,,,
player,201111060kan,mia,MarsBr00,rush_att,0,,,,,
player,201111060kan,mia,MarsBr00,rush_yds,0,,,,,
player,201111060kan,mia,MarsBr00,rush_td,0,,,,,
player,201111060kan,mia,MarsBr00,rush_long,0,,,,,
player,201111060kan,mia,MarsBr00,targets,11,,,,,
player,201111060kan,mia,MarsBr00,rec,8,,,,,
player,201111060kan,mia,MarsBr00,rec_yds,106,,,,,
player,201111060kan,mia,MarsBr00,rec_td,1,,,,,
player,201111060kan,mia,MarsBr00,rec_long,30,,,,,
player,201111060kan,mia,MarsBr00,fumbles,0,,,,,
player,201111060kan,mia,MarsBr00,fumbles_lost,,,,,,
player,201111060kan,mia,ClayCh00,pass_cmp,0,,,,,
player,201111060kan,mia,ClayCh00,pass_att,0,,,,,
player,201111060kan,mia,ClayCh00,pass_yds,0,,,,,
player,201111060kan,mia,ClayCh00,pass_td,0,,,,,
player,201111060kan,mia,ClayCh00,pass_int,0,,,,,
player,201111060kan,mia,ClayCh00,pass_sacked,0,,,,,
player,201111060kan,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201111060kan,mia,ClayCh00,pass_long,0,,,,,
player,201111060kan,mia,ClayCh00,pass_rating,,,,,,
player,201111060kan,mia,ClayCh00,rush_att,0,,,,,
player,201111060kan,mia,ClayCh00,rush_yds,0,,,,,
player,201111060kan,mia,ClayCh00,rush_td,0,,,,,
player,201111060kan,mia,ClayCh00,rush_long,0,,,,,
player,201111060kan,mia,ClayCh00,targets,3,,,,,
player,201111060kan,mia,ClayCh00,rec,3,,,,,
player,201111060kan,mia,ClayCh00,rec_yds,50,,,,,
player,201111060kan,mia,ClayCh00,rec_td,0,,,,,
player,201111060kan,mia,ClayCh00,rec_long,22,,,,,
player,201111060kan,mia,ClayCh00,fumbles,0,,,,,
player,201111060kan,mia,ClayCh00,fumbles_lost,,,,,,
player,201111060kan,mia,FasaAn00,pass_cmp,0,,,,,
player,201111060kan,mia,FasaAn00,pass_att,0,,,,,
player,201111060kan,mia,FasaAn00,pass_yds,0,,,,,
player,201111060kan,mia,FasaAn00,pass_td,0,,,,,
player,201111060kan,mia,FasaAn00,pass_int,0,,,,,
player,201111060kan,mia,FasaAn00,pass_sacked,0,,,,,
player,201111060kan,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201111060kan,mia,FasaAn00,pass_long,0,,,,,
player,201111060kan,mia,FasaAn00,pass_rating,,,,,,
player,201111060kan,mia,FasaAn00,rush_att,0,,,,,
player,201111060kan,mia,FasaAn00,rush_yds,0,,,,,
player,201111060kan,mia,FasaAn00,rush_td,0,,,,,
player,201111060kan,mia,FasaAn00,rush_long,0,,,,,
player,201111060kan,mia,FasaAn00,targets,3,,,,,
player,201111060kan,mia,FasaAn00,rec,2,,,,,
player,201111060kan,mia,FasaAn00,rec_yds,38,,,,,
player,201111060kan,mia,FasaAn00,rec_td,2,,,,,
player,201111060kan,mia,FasaAn00,rec_long,35,,,,,
player,201111060kan,mia,FasaAn00,fumbles,0,,,,,
player,201111060kan,mia,FasaAn00,fumbles_lost,,,,,,
player,201111060kan,mia,BessDa00,pass_cmp,0,,,,,
player,201111060kan,mia,BessDa00,pass_att,0,,,,,
player,201111060kan,mia,BessDa00,pass_yds,0,,,,,
player,201111060kan,mia,BessDa00,pass_td,0,,,,,
player,201111060kan,mia,BessDa00,pass_int,0,,,,,
player,201111060kan,mia,BessDa00,pass_sacked,0,,,,,
player,201111060kan,mia,BessDa00,pass_sacked_yds,0,,,,,
player,201111060kan,mia,BessDa00,pass_long,0,,,,,
player,201111060kan,mia,BessDa00,pass_rating,,,,,,
player,201111060kan,mia,BessDa00,rush_att,0,,,,,
player,201111060kan,mia,BessDa00,rush_yds,0,,,,,
player,201111060kan,mia,BessDa00,rush_td,0,,,,,
player,201111060kan,mia,BessDa00,rush_long,0,,,,,
player,201111060kan,mia,BessDa00,targets,3,,,,,
player,201111060kan,mia,BessDa00,rec,1,,,,,
player,201111060kan,mia,BessDa00,rec_yds,0,,,,,
player,201111060kan,mia,BessDa00,rec_td,0,,,,,
player,201111060kan,mia,BessDa00,rec_long,0,,,,,
player,201111060kan,mia,BessDa00,fumbles,0,,,,,
player,201111060kan,mia,BessDa00,fumbles_lost,,,,,,
player,201111060kan,kan,CassMa00,pass_cmp,20,,,,,
player,201111060kan,kan,CassMa00,pass_att,39,,,,,
player,201111060kan,kan,CassMa00,pass_yds,253,,,,,
player,201111060kan,kan,CassMa00,pass_td,0,,,,,
player,201111060kan,kan,CassMa00,pass_int,0,,,,,
player,201111060kan,kan,CassMa00,pass_sacked,5,,,,,
player,201111060kan,kan,CassMa00,pass_sacked_yds,26,,,,,
player,201111060kan,kan,CassMa00,pass_long,37,,,,,
player,201111060kan,kan,CassMa00,pass_rating,71.8,,,,,
player,201111060kan,kan,CassMa00,rush_att,9,,,,,
player,201111060kan,kan,CassMa00,rush_yds,38,,,,,
player,201111060kan,kan,CassMa00,rush_td,0,,,,,
player,201111060kan,kan,CassMa00,rush_long,11,,,,,
player,201111060kan,kan,CassMa00,targets,0,,,,,
player,201111060kan,kan,CassMa00,rec,0,,,,,
player,201111060kan,kan,CassMa00,rec_yds,0,,,,,
player,201111060kan,kan,CassMa00,rec_td,0,,,,,
player,201111060kan,kan,CassMa00,rec_long,0,,,,,
player,201111060kan,kan,CassMa00,fumbles,1,,,,,
player,201111060kan,kan,CassMa00,fumbles_lost,0,,,,,
player,201111060kan,kan,BattJa00,pass_cmp,0,,,,,
player,201111060kan,kan,BattJa00,pass_att,0,,,,,
player,201111060kan,kan,BattJa00,pass_yds,0,,,,,
player,201111060kan,kan,BattJa00,pass_td,0,,,,,
player,201111060kan,kan,BattJa00,pass_int,0,,,,,
player,201111060kan,kan,BattJa00,pass_sacked,0,,,,,
player,201111060kan,kan,BattJa00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,BattJa00,pass_long,0,,,,,
player,201111060kan,kan,BattJa00,pass_rating,,,,,,
player,201111060kan,kan,BattJa00,rush_att,14,,,,,
player,201111060kan,kan,BattJa00,rush_yds,40,,,,,
player,201111060kan,kan,BattJa00,rush_td,0,,,,,
player,201111060kan,kan,BattJa00,rush_long,8,,,,,
player,201111060kan,kan,BattJa00,targets,2,,,,,
player,201111060kan,kan,BattJa00,rec,1,,,,,
player,201111060kan,kan,BattJa00,rec_yds,9,,,,,
player,201111060kan,kan,BattJa00,rec_td,0,,,,,
player,201111060kan,kan,BattJa00,rec_long,9,,,,,
player,201111060kan,kan,BattJa00,fumbles,0,,,,,
player,201111060kan,kan,BattJa00,fumbles_lost,,,,,,
player,201111060kan,kan,McClDe00,pass_cmp,0,,,,,
player,201111060kan,kan,McClDe00,pass_att,0,,,,,
player,201111060kan,kan,McClDe00,pass_yds,0,,,,,
player,201111060kan,kan,McClDe00,pass_td,0,,,,,
player,201111060kan,kan,McClDe00,pass_int,0,,,,,
player,201111060kan,kan,McClDe00,pass_sacked,0,,,,,
player,201111060kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,McClDe00,pass_long,0,,,,,
player,201111060kan,kan,McClDe00,pass_rating,,,,,,
player,201111060kan,kan,McClDe00,rush_att,7,,,,,
player,201111060kan,kan,McClDe00,rush_yds,36,,,,,
player,201111060kan,kan,McClDe00,rush_td,0,,,,,
player,201111060kan,kan,McClDe00,rush_long,11,,,,,
player,201111060kan,kan,McClDe00,targets,4,,,,,
player,201111060kan,kan,McClDe00,rec,1,,,,,
player,201111060kan,kan,McClDe00,rec_yds,8,,,,,
player,201111060kan,kan,McClDe00,rec_td,0,,,,,
player,201111060kan,kan,McClDe00,rec_long,8,,,,,
player,201111060kan,kan,McClDe00,fumbles,0,,,,,
player,201111060kan,kan,McClDe00,fumbles_lost,,,,,,
player,201111060kan,kan,JoneTh00,pass_cmp,0,,,,,
player,201111060kan,kan,JoneTh00,pass_att,0,,,,,
player,201111060kan,kan,JoneTh00,pass_yds,0,,,,,
player,201111060kan,kan,JoneTh00,pass_td,0,,,,,
player,201111060kan,kan,JoneTh00,pass_int,0,,,,,
player,201111060kan,kan,JoneTh00,pass_sacked,0,,,,,
player,201111060kan,kan,JoneTh00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,JoneTh00,pass_long,0,,,,,
player,201111060kan,kan,JoneTh00,pass_rating,,,,,,
player,201111060kan,kan,JoneTh00,rush_att,3,,,,,
player,201111060kan,kan,JoneTh00,rush_yds,5,,,,,
player,201111060kan,kan,JoneTh00,rush_td,0,,,,,
player,201111060kan,kan,JoneTh00,rush_long,5,,,,,
player,201111060kan,kan,JoneTh00,targets,0,,,,,
player,201111060kan,kan,JoneTh00,rec,0,,,,,
player,201111060kan,kan,JoneTh00,rec_yds,0,,,,,
player,201111060kan,kan,JoneTh00,rec_td,0,,,,,
player,201111060kan,kan,JoneTh00,rec_long,0,,,,,
player,201111060kan,kan,JoneTh00,fumbles,0,,,,,
player,201111060kan,kan,JoneTh00,fumbles_lost,,,,,,
player,201111060kan,kan,BreaSt00,pass_cmp,0,,,,,
player,201111060kan,kan,BreaSt00,pass_att,0,,,,,
player,201111060kan,kan,BreaSt00,pass_yds,0,,,,,
player,201111060kan,kan,BreaSt00,pass_td,0,,,,,
player,201111060kan,kan,BreaSt00,pass_int,0,,,,,
player,201111060kan,kan,BreaSt00,pass_sacked,0,,,,,
player,201111060kan,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,BreaSt00,pass_long,0,,,,,
player,201111060kan,kan,BreaSt00,pass_rating,,,,,,
player,201111060kan,kan,BreaSt00,rush_att,0,,,,,
player,201111060kan,kan,BreaSt00,rush_yds,0,,,,,
player,201111060kan,kan,BreaSt00,rush_td,0,,,,,
player,201111060kan,kan,BreaSt00,rush_long,0,,,,,
player,201111060kan,kan,BreaSt00,targets,11,,,,,
player,201111060kan,kan,BreaSt00,rec,7,,,,,
player,201111060kan,kan,BreaSt00,rec_yds,115,,,,,
player,201111060kan,kan,BreaSt00,rec_td,0,,,,,
player,201111060kan,kan,BreaSt00,rec_long,37,,,,,
player,201111060kan,kan,BreaSt00,fumbles,0,,,,,
player,201111060kan,kan,BreaSt00,fumbles_lost,,,,,,
player,201111060kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201111060kan,kan,BoweDw00,pass_att,0,,,,,
player,201111060kan,kan,BoweDw00,pass_yds,0,,,,,
player,201111060kan,kan,BoweDw00,pass_td,0,,,,,
player,201111060kan,kan,BoweDw00,pass_int,0,,,,,
player,201111060kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201111060kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,BoweDw00,pass_long,0,,,,,
player,201111060kan,kan,BoweDw00,pass_rating,,,,,,
player,201111060kan,kan,BoweDw00,rush_att,0,,,,,
player,201111060kan,kan,BoweDw00,rush_yds,0,,,,,
player,201111060kan,kan,BoweDw00,rush_td,0,,,,,
player,201111060kan,kan,BoweDw00,rush_long,0,,,,,
player,201111060kan,kan,BoweDw00,targets,10,,,,,
player,201111060kan,kan,BoweDw00,rec,6,,,,,
player,201111060kan,kan,BoweDw00,rec_yds,88,,,,,
player,201111060kan,kan,BoweDw00,rec_td,0,,,,,
player,201111060kan,kan,BoweDw00,rec_long,31,,,,,
player,201111060kan,kan,BoweDw00,fumbles,0,,,,,
player,201111060kan,kan,BoweDw00,fumbles_lost,,,,,,
player,201111060kan,kan,BaldJo00,pass_cmp,0,,,,,
player,201111060kan,kan,BaldJo00,pass_att,0,,,,,
player,201111060kan,kan,BaldJo00,pass_yds,0,,,,,
player,201111060kan,kan,BaldJo00,pass_td,0,,,,,
player,201111060kan,kan,BaldJo00,pass_int,0,,,,,
player,201111060kan,kan,BaldJo00,pass_sacked,0,,,,,
player,201111060kan,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,BaldJo00,pass_long,0,,,,,
player,201111060kan,kan,BaldJo00,pass_rating,,,,,,
player,201111060kan,kan,BaldJo00,rush_att,0,,,,,
player,201111060kan,kan,BaldJo00,rush_yds,0,,,,,
player,201111060kan,kan,BaldJo00,rush_td,0,,,,,
player,201111060kan,kan,BaldJo00,rush_long,0,,,,,
player,201111060kan,kan,BaldJo00,targets,5,,,,,
player,201111060kan,kan,BaldJo00,rec,1,,,,,
player,201111060kan,kan,BaldJo00,rec_yds,12,,,,,
player,201111060kan,kan,BaldJo00,rec_td,0,,,,,
player,201111060kan,kan,BaldJo00,rec_long,12,,,,,
player,201111060kan,kan,BaldJo00,fumbles,0,,,,,
player,201111060kan,kan,BaldJo00,fumbles_lost,,,,,,
player,201111060kan,kan,PopeLe00,pass_cmp,0,,,,,
player,201111060kan,kan,PopeLe00,pass_att,0,,,,,
player,201111060kan,kan,PopeLe00,pass_yds,0,,,,,
player,201111060kan,kan,PopeLe00,pass_td,0,,,,,
player,201111060kan,kan,PopeLe00,pass_int,0,,,,,
player,201111060kan,kan,PopeLe00,pass_sacked,0,,,,,
player,201111060kan,kan,PopeLe00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,PopeLe00,pass_long,0,,,,,
player,201111060kan,kan,PopeLe00,pass_rating,,,,,,
player,201111060kan,kan,PopeLe00,rush_att,0,,,,,
player,201111060kan,kan,PopeLe00,rush_yds,0,,,,,
player,201111060kan,kan,PopeLe00,rush_td,0,,,,,
player,201111060kan,kan,PopeLe00,rush_long,0,,,,,
player,201111060kan,kan,PopeLe00,targets,2,,,,,
player,201111060kan,kan,PopeLe00,rec,1,,,,,
player,201111060kan,kan,PopeLe00,rec_yds,9,,,,,
player,201111060kan,kan,PopeLe00,rec_td,0,,,,,
player,201111060kan,kan,PopeLe00,rec_long,9,,,,,
player,201111060kan,kan,PopeLe00,fumbles,0,,,,,
player,201111060kan,kan,PopeLe00,fumbles_lost,,,,,,
player,201111060kan,kan,ColbKe00,pass_cmp,0,,,,,
player,201111060kan,kan,ColbKe00,pass_att,0,,,,,
player,201111060kan,kan,ColbKe00,pass_yds,0,,,,,
player,201111060kan,kan,ColbKe00,pass_td,0,,,,,
player,201111060kan,kan,ColbKe00,pass_int,0,,,,,
player,201111060kan,kan,ColbKe00,pass_sacked,0,,,,,
player,201111060kan,kan,ColbKe00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,ColbKe00,pass_long,0,,,,,
player,201111060kan,kan,ColbKe00,pass_rating,,,,,,
player,201111060kan,kan,ColbKe00,rush_att,0,,,,,
player,201111060kan,kan,ColbKe00,rush_yds,0,,,,,
player,201111060kan,kan,ColbKe00,rush_td,0,,,,,
player,201111060kan,kan,ColbKe00,rush_long,0,,,,,
player,201111060kan,kan,ColbKe00,targets,1,,,,,
player,201111060kan,kan,ColbKe00,rec,1,,,,,
player,201111060kan,kan,ColbKe00,rec_yds,5,,,,,
player,201111060kan,kan,ColbKe00,rec_td,0,,,,,
player,201111060kan,kan,ColbKe00,rec_long,5,,,,,
player,201111060kan,kan,ColbKe00,fumbles,0,,,,,
player,201111060kan,kan,ColbKe00,fumbles_lost,,,,,,
player,201111060kan,kan,McClLe00,pass_cmp,0,,,,,
player,201111060kan,kan,McClLe00,pass_att,0,,,,,
player,201111060kan,kan,McClLe00,pass_yds,0,,,,,
player,201111060kan,kan,McClLe00,pass_td,0,,,,,
player,201111060kan,kan,McClLe00,pass_int,0,,,,,
player,201111060kan,kan,McClLe00,pass_sacked,0,,,,,
player,201111060kan,kan,McClLe00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,McClLe00,pass_long,0,,,,,
player,201111060kan,kan,McClLe00,pass_rating,,,,,,
player,201111060kan,kan,McClLe00,rush_att,0,,,,,
player,201111060kan,kan,McClLe00,rush_yds,0,,,,,
player,201111060kan,kan,McClLe00,rush_td,0,,,,,
player,201111060kan,kan,McClLe00,rush_long,0,,,,,
player,201111060kan,kan,McClLe00,targets,1,,,,,
player,201111060kan,kan,McClLe00,rec,1,,,,,
player,201111060kan,kan,McClLe00,rec_yds,4,,,,,
player,201111060kan,kan,McClLe00,rec_td,0,,,,,
player,201111060kan,kan,McClLe00,rec_long,4,,,,,
player,201111060kan,kan,McClLe00,fumbles,0,,,,,
player,201111060kan,kan,McClLe00,fumbles_lost,,,,,,
player,201111060kan,kan,OConJa00,pass_cmp,0,,,,,
player,201111060kan,kan,OConJa00,pass_att,0,,,,,
player,201111060kan,kan,OConJa00,pass_yds,0,,,,,
player,201111060kan,kan,OConJa00,pass_td,0,,,,,
player,201111060kan,kan,OConJa00,pass_int,0,,,,,
player,201111060kan,kan,OConJa00,pass_sacked,0,,,,,
player,201111060kan,kan,OConJa00,pass_sacked_yds,0,,,,,
player,201111060kan,kan,OConJa00,pass_long,0,,,,,
player,201111060kan,kan,OConJa00,pass_rating,,,,,,
player,201111060kan,kan,OConJa00,rush_att,0,,,,,
player,201111060kan,kan,OConJa00,rush_yds,0,,,,,
player,201111060kan,kan,OConJa00,rush_td,0,,,,,
player,201111060kan,kan,OConJa00,rush_long,0,,,,,
player,201111060kan,kan,OConJa00,targets,3,,,,,
player,201111060kan,kan,OConJa00,rec,1,,,,,
player,201111060kan,kan,OConJa00,rec_yds,3,,,,,
player,201111060kan,kan,OConJa00,rec_td,0,,,,,
player,201111060kan,kan,OConJa00,rec_long,3,,,,,
player,201111060kan,kan,OConJa00,fumbles,0,,,,,
player,201111060kan,kan,OConJa00,fumbles_lost,,,,,,
player,201111060kan,kan,ColqDu20,pass_cmp,0,,,,,
player,201111060kan,kan,ColqDu20,pass_att,0,,,,,
player,201111060kan,kan,ColqDu20,pass_yds,0,,,,,
player,201111060kan,kan,ColqDu20,pass_td,0,,,,,
player,201111060kan,kan,ColqDu20,pass_int,0,,,,,
player,201111060kan,kan,ColqDu20,pass_sacked,0,,,,,
player,201111060kan,kan,ColqDu20,pass_sacked_yds,0,,,,,
player,201111060kan,kan,ColqDu20,pass_long,0,,,,,
player,201111060kan,kan,ColqDu20,pass_rating,,,,,,
player,201111060kan,kan,ColqDu20,rush_att,1,,,,,
player,201111060kan,kan,ColqDu20,rush_yds,-3,,,,,
player,201111060kan,kan,ColqDu20,rush_td,0,,,,,
player,201111060kan,kan,ColqDu20,rush_long,-3,,,,,
player,201111060kan,kan,ColqDu20,targets,0,,,,,
player,201111060kan,kan,ColqDu20,rec,0,,,,,
player,201111060kan,kan,ColqDu20,rec_yds,0,,,,,
player,201111060kan,kan,ColqDu20,rec_td,0,,,,,
player,201111060kan,kan,ColqDu20,rec_long,0,,,,,
player,201111060kan,kan,ColqDu20,fumbles,1,,,,,
player,201111060kan,kan,ColqDu20,fumbles_lost,0,,,,,
player,201111060kan,mia,BurnKe20,def_int,0,,,,,
player,201111060kan,mia,BurnKe20,def_int_yds,0,,,,,
player,201111060kan,mia,BurnKe20,def_int_td,0,,,,,
player,201111060kan,mia,BurnKe20,def_int_long,0,,,,,
player,201111060kan,mia,BurnKe20,pass_defended,0,,,,,
player,201111060kan,mia,BurnKe20,sacks,1.5,,,,,
player,201111060kan,mia,BurnKe20,tackles_combined,12,,,,,
player,201111060kan,mia,BurnKe20,tackles_solo,10,,,,,
player,201111060kan,mia,BurnKe20,tackles_assists,2,,,,,
player,201111060kan,mia,BurnKe20,tackles_loss,3,,,,,
player,201111060kan,mia,BurnKe20,qb_hits,2,,,,,
player,201111060kan,mia,BurnKe20,fumbles_rec,0,,,,,
player,201111060kan,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201111060kan,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201111060kan,mia,BurnKe20,fumbles_forced,0,,,,,
player,201111060kan,mia,CulvTy20,def_int,0,,,,,
player,201111060kan,mia,CulvTy20,def_int_yds,0,,,,,
player,201111060kan,mia,CulvTy20,def_int_td,0,,,,,
player,201111060kan,mia,CulvTy20,def_int_long,0,,,,,
player,201111060kan,mia,CulvTy20,pass_defended,0,,,,,
player,201111060kan,mia,CulvTy20,sacks,1.0,,,,,
player,201111060kan,mia,CulvTy20,tackles_combined,4,,,,,
player,201111060kan,mia,CulvTy20,tackles_solo,4,,,,,
player,201111060kan,mia,CulvTy20,tackles_assists,0,,,,,
player,201111060kan,mia,CulvTy20,tackles_loss,1,,,,,
player,201111060kan,mia,CulvTy20,qb_hits,1,,,,,
player,201111060kan,mia,CulvTy20,fumbles_rec,0,,,,,
player,201111060kan,mia,CulvTy20,fumbles_rec_yds,0,,,,,
player,201111060kan,mia,CulvTy20,fumbles_rec_td,0,,,,,
player,201111060kan,mia,CulvTy20,fumbles_forced,0,,,,,
player,201111060kan,mia,McDaTo20,def_int,0,,,,,
player,201111060kan,mia,McDaTo20,def_int_yds,0,,,,,
player,201111060kan,mia,McDaTo20,def_int_td,0,,,,,
player,201111060kan,mia,McDaTo20,def_int_long,0,,,,,
player,201111060kan,mia,McDaTo20,pass_defended,1,,,,,
player,201111060kan,mia,McDaTo20,sacks,1.0,,,,,
player,201111060kan,mia,McDaTo20,tackles_combined,2,,,,,
player,201111060kan,mia,McDaTo20,tackles_solo,2,,,,,
player,201111060kan,mia,McDaTo20,tackles_assists,0,,,,,
player,201111060kan,mia,McDaTo20,tackles_loss,0,,,,,
player,201111060kan,mia,McDaTo20,qb_hits,1,,,,,
player,201111060kan,mia,McDaTo20,fumbles_rec,0,,,,,
player,201111060kan,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201111060kan,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201111060kan,mia,McDaTo20,fumbles_forced,0,,,,,
player,201111060kan,mia,OdriJa99,def_int,0,,,,,
player,201111060kan,mia,OdriJa99,def_int_yds,0,,,,,
player,201111060kan,mia,OdriJa99,def_int_td,0,,,,,
player,201111060kan,mia,OdriJa99,def_int_long,0,,,,,
player,201111060kan,mia,OdriJa99,pass_defended,0,,,,,
player,201111060kan,mia,OdriJa99,sacks,1.0,,,,,
player,201111060kan,mia,OdriJa99,tackles_combined,1,,,,,
player,201111060kan,mia,OdriJa99,tackles_solo,1,,,,,
