game,2011,17,20120101,201201010nwe,buf,"Buffalo Bills",21,nwe,"New England Patriots",49
player,201201010nwe,nwe,JohnCh01,rush_td,0,,,,,
player,201201010nwe,nwe,JohnCh01,rush_long,0,,,,,
player,201201010nwe,nwe,JohnCh01,targets,1,,,,,
player,201201010nwe,nwe,JohnCh01,rec,0,,,,,
player,201201010nwe,nwe,JohnCh01,rec_yds,0,,,,,
player,201201010nwe,nwe,JohnCh01,rec_td,0,,,,,
player,201201010nwe,nwe,JohnCh01,rec_long,0,,,,,
player,201201010nwe,nwe,JohnCh01,fumbles,0,,,,,
player,201201010nwe,nwe,JohnCh01,fumbles_lost,,,,,,
player,201201010nwe,buf,BarnNi20,def_int,1,,,,,
player,201201010nwe,buf,BarnNi20,def_int_yds,33,,,,,
player,201201010nwe,buf,BarnNi20,def_int_td,0,,,,,
player,201201010nwe,buf,BarnNi20,def_int_long,33,,,,,
player,201201010nwe,buf,BarnNi20,pass_defended,2,,,,,
player,201201010nwe,buf,BarnNi20,sacks,0.0,,,,,
player,201201010nwe,buf,BarnNi20,tackles_combined,11,,,,,
player,201201010nwe,buf,BarnNi20,tackles_solo,3,,,,,
player,201201010nwe,buf,BarnNi20,tackles_assists,8,,,,,
player,201201010nwe,buf,BarnNi20,tackles_loss,0,,,,,
player,201201010nwe,buf,BarnNi20,qb_hits,0,,,,,
player,201201010nwe,buf,BarnNi20,fumbles_rec,0,,,,,
player,201201010nwe,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,BarnNi20,fumbles_forced,0,,,,,
player,201201010nwe,buf,HearKe00,def_int,0,,,,,
player,201201010nwe,buf,HearKe00,def_int_yds,0,,,,,
player,201201010nwe,buf,HearKe00,def_int_td,0,,,,,
player,201201010nwe,buf,HearKe00,def_int_long,0,,,,,
player,201201010nwe,buf,HearKe00,pass_defended,0,,,,,
player,201201010nwe,buf,HearKe00,sacks,2.0,,,,,
player,201201010nwe,buf,HearKe00,tackles_combined,5,,,,,
player,201201010nwe,buf,HearKe00,tackles_solo,3,,,,,
player,201201010nwe,buf,HearKe00,tackles_assists,2,,,,,
player,201201010nwe,buf,HearKe00,tackles_loss,2,,,,,
player,201201010nwe,buf,HearKe00,qb_hits,1,,,,,
player,201201010nwe,buf,HearKe00,fumbles_rec,0,,,,,
player,201201010nwe,buf,HearKe00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,HearKe00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,HearKe00,fumbles_forced,1,,,,,
player,201201010nwe,buf,MoatAr00,def_int,0,,,,,
player,201201010nwe,buf,MoatAr00,def_int_yds,0,,,,,
player,201201010nwe,buf,MoatAr00,def_int_td,0,,,,,
player,201201010nwe,buf,MoatAr00,def_int_long,0,,,,,
player,201201010nwe,buf,MoatAr00,pass_defended,0,,,,,
player,201201010nwe,buf,MoatAr00,sacks,1.0,,,,,
player,201201010nwe,buf,MoatAr00,tackles_combined,3,,,,,
player,201201010nwe,buf,MoatAr00,tackles_solo,1,,,,,
player,201201010nwe,buf,MoatAr00,tackles_assists,2,,,,,
player,201201010nwe,buf,MoatAr00,tackles_loss,1,,,,,
player,201201010nwe,buf,MoatAr00,qb_hits,1,,,,,
player,201201010nwe,buf,MoatAr00,fumbles_rec,0,,,,,
player,201201010nwe,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,MoatAr00,fumbles_forced,0,,,,,
player,201201010nwe,buf,EdwaDw20,def_int,0,,,,,
player,201201010nwe,buf,EdwaDw20,def_int_yds,0,,,,,
player,201201010nwe,buf,EdwaDw20,def_int_td,0,,,,,
player,201201010nwe,buf,EdwaDw20,def_int_long,0,,,,,
player,201201010nwe,buf,EdwaDw20,pass_defended,0,,,,,
player,201201010nwe,buf,EdwaDw20,sacks,1.0,,,,,
player,201201010nwe,buf,EdwaDw20,tackles_combined,1,,,,,
player,201201010nwe,buf,EdwaDw20,tackles_solo,1,,,,,
player,201201010nwe,buf,EdwaDw20,tackles_assists,0,,,,,
player,201201010nwe,buf,EdwaDw20,tackles_loss,0,,,,,
player,201201010nwe,buf,EdwaDw20,qb_hits,1,,,,,
player,201201010nwe,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201201010nwe,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201201010nwe,buf,WilsGe01,def_int,0,,,,,
player,201201010nwe,buf,WilsGe01,def_int_yds,0,,,,,
player,201201010nwe,buf,WilsGe01,def_int_td,0,,,,,
player,201201010nwe,buf,WilsGe01,def_int_long,0,,,,,
player,201201010nwe,buf,WilsGe01,pass_defended,0,,,,,
player,201201010nwe,buf,WilsGe01,sacks,0.0,,,,,
player,201201010nwe,buf,WilsGe01,tackles_combined,10,,,,,
player,201201010nwe,buf,WilsGe01,tackles_solo,6,,,,,
player,201201010nwe,buf,WilsGe01,tackles_assists,4,,,,,
player,201201010nwe,buf,WilsGe01,tackles_loss,0,,,,,
player,201201010nwe,buf,WilsGe01,qb_hits,0,,,,,
player,201201010nwe,buf,WilsGe01,fumbles_rec,0,,,,,
player,201201010nwe,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,WilsGe01,fumbles_forced,1,,,,,
player,201201010nwe,buf,ScotBr20,def_int,0,,,,,
player,201201010nwe,buf,ScotBr20,def_int_yds,0,,,,,
player,201201010nwe,buf,ScotBr20,def_int_td,0,,,,,
player,201201010nwe,buf,ScotBr20,def_int_long,0,,,,,
player,201201010nwe,buf,ScotBr20,pass_defended,0,,,,,
player,201201010nwe,buf,ScotBr20,sacks,0.0,,,,,
player,201201010nwe,buf,ScotBr20,tackles_combined,7,,,,,
player,201201010nwe,buf,ScotBr20,tackles_solo,3,,,,,
player,201201010nwe,buf,ScotBr20,tackles_assists,4,,,,,
player,201201010nwe,buf,ScotBr20,tackles_loss,0,,,,,
player,201201010nwe,buf,ScotBr20,qb_hits,0,,,,,
player,201201010nwe,buf,ScotBr20,fumbles_rec,0,,,,,
player,201201010nwe,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,ScotBr20,fumbles_forced,0,,,,,
player,201201010nwe,buf,ShepKe00,def_int,0,,,,,
player,201201010nwe,buf,ShepKe00,def_int_yds,0,,,,,
player,201201010nwe,buf,ShepKe00,def_int_td,0,,,,,
player,201201010nwe,buf,ShepKe00,def_int_long,0,,,,,
player,201201010nwe,buf,ShepKe00,pass_defended,0,,,,,
player,201201010nwe,buf,ShepKe00,sacks,0.0,,,,,
player,201201010nwe,buf,ShepKe00,tackles_combined,6,,,,,
player,201201010nwe,buf,ShepKe00,tackles_solo,3,,,,,
player,201201010nwe,buf,ShepKe00,tackles_assists,3,,,,,
player,201201010nwe,buf,ShepKe00,tackles_loss,0,,,,,
player,201201010nwe,buf,ShepKe00,qb_hits,0,,,,,
player,201201010nwe,buf,ShepKe00,fumbles_rec,0,,,,,
player,201201010nwe,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,ShepKe00,fumbles_forced,0,,,,,
player,201201010nwe,buf,KelsCh21,def_int,0,,,,,
player,201201010nwe,buf,KelsCh21,def_int_yds,0,,,,,
player,201201010nwe,buf,KelsCh21,def_int_td,0,,,,,
player,201201010nwe,buf,KelsCh21,def_int_long,0,,,,,
player,201201010nwe,buf,KelsCh21,pass_defended,0,,,,,
player,201201010nwe,buf,KelsCh21,sacks,0.0,,,,,
player,201201010nwe,buf,KelsCh21,tackles_combined,4,,,,,
player,201201010nwe,buf,KelsCh21,tackles_solo,1,,,,,
player,201201010nwe,buf,KelsCh21,tackles_assists,3,,,,,
player,201201010nwe,buf,KelsCh21,tackles_loss,0,,,,,
player,201201010nwe,buf,KelsCh21,qb_hits,0,,,,,
player,201201010nwe,buf,KelsCh21,fumbles_rec,0,,,,,
player,201201010nwe,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,KelsCh21,fumbles_forced,0,,,,,
player,201201010nwe,buf,RogeJu00,def_int,0,,,,,
player,201201010nwe,buf,RogeJu00,def_int_yds,0,,,,,
player,201201010nwe,buf,RogeJu00,def_int_td,0,,,,,
player,201201010nwe,buf,RogeJu00,def_int_long,0,,,,,
player,201201010nwe,buf,RogeJu00,pass_defended,0,,,,,
player,201201010nwe,buf,RogeJu00,sacks,0.0,,,,,
player,201201010nwe,buf,RogeJu00,tackles_combined,4,,,,,
player,201201010nwe,buf,RogeJu00,tackles_solo,3,,,,,
player,201201010nwe,buf,RogeJu00,tackles_assists,1,,,,,
player,201201010nwe,buf,RogeJu00,tackles_loss,0,,,,,
player,201201010nwe,buf,RogeJu00,qb_hits,0,,,,,
player,201201010nwe,buf,RogeJu00,fumbles_rec,0,,,,,
player,201201010nwe,buf,RogeJu00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,RogeJu00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,RogeJu00,fumbles_forced,0,,,,,
player,201201010nwe,buf,ByrdJa99,def_int,0,,,,,
player,201201010nwe,buf,ByrdJa99,def_int_yds,0,,,,,
player,201201010nwe,buf,ByrdJa99,def_int_td,0,,,,,
player,201201010nwe,buf,ByrdJa99,def_int_long,0,,,,,
player,201201010nwe,buf,ByrdJa99,pass_defended,0,,,,,
player,201201010nwe,buf,ByrdJa99,sacks,0.0,,,,,
player,201201010nwe,buf,ByrdJa99,tackles_combined,3,,,,,
player,201201010nwe,buf,ByrdJa99,tackles_solo,1,,,,,
player,201201010nwe,buf,ByrdJa99,tackles_assists,2,,,,,
player,201201010nwe,buf,ByrdJa99,tackles_loss,0,,,,,
player,201201010nwe,buf,ByrdJa99,qb_hits,0,,,,,
player,201201010nwe,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201201010nwe,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201201010nwe,buf,WillAa00,def_int,0,,,,,
player,201201010nwe,buf,WillAa00,def_int_yds,0,,,,,
player,201201010nwe,buf,WillAa00,def_int_td,0,,,,,
player,201201010nwe,buf,WillAa00,def_int_long,0,,,,,
player,201201010nwe,buf,WillAa00,pass_defended,0,,,,,
player,201201010nwe,buf,WillAa00,sacks,0.0,,,,,
player,201201010nwe,buf,WillAa00,tackles_combined,3,,,,,
player,201201010nwe,buf,WillAa00,tackles_solo,3,,,,,
player,201201010nwe,buf,WillAa00,tackles_assists,0,,,,,
player,201201010nwe,buf,WillAa00,tackles_loss,0,,,,,
player,201201010nwe,buf,WillAa00,qb_hits,0,,,,,
player,201201010nwe,buf,WillAa00,fumbles_rec,0,,,,,
player,201201010nwe,buf,WillAa00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,WillAa00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,WillAa00,fumbles_forced,0,,,,,
player,201201010nwe,buf,JohnSp20,def_int,0,,,,,
player,201201010nwe,buf,JohnSp20,def_int_yds,0,,,,,
player,201201010nwe,buf,JohnSp20,def_int_td,0,,,,,
player,201201010nwe,buf,JohnSp20,def_int_long,0,,,,,
player,201201010nwe,buf,JohnSp20,pass_defended,0,,,,,
player,201201010nwe,buf,JohnSp20,sacks,0.0,,,,,
player,201201010nwe,buf,JohnSp20,tackles_combined,2,,,,,
player,201201010nwe,buf,JohnSp20,tackles_solo,0,,,,,
player,201201010nwe,buf,JohnSp20,tackles_assists,2,,,,,
player,201201010nwe,buf,JohnSp20,tackles_loss,0,,,,,
player,201201010nwe,buf,JohnSp20,qb_hits,0,,,,,
player,201201010nwe,buf,JohnSp20,fumbles_rec,0,,,,,
player,201201010nwe,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,JohnSp20,fumbles_forced,0,,,,,
player,201201010nwe,buf,MoorKy99,def_int,0,,,,,
player,201201010nwe,buf,MoorKy99,def_int_yds,0,,,,,
player,201201010nwe,buf,MoorKy99,def_int_td,0,,,,,
player,201201010nwe,buf,MoorKy99,def_int_long,0,,,,,
player,201201010nwe,buf,MoorKy99,pass_defended,0,,,,,
player,201201010nwe,buf,MoorKy99,sacks,0.0,,,,,
player,201201010nwe,buf,MoorKy99,tackles_combined,2,,,,,
player,201201010nwe,buf,MoorKy99,tackles_solo,2,,,,,
player,201201010nwe,buf,MoorKy99,tackles_assists,0,,,,,
player,201201010nwe,buf,MoorKy99,tackles_loss,0,,,,,
player,201201010nwe,buf,MoorKy99,qb_hits,0,,,,,
player,201201010nwe,buf,MoorKy99,fumbles_rec,0,,,,,
player,201201010nwe,buf,MoorKy99,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,MoorKy99,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,MoorKy99,fumbles_forced,0,,,,,
player,201201010nwe,buf,MorrKi20,def_int,0,,,,,
player,201201010nwe,buf,MorrKi20,def_int_yds,0,,,,,
player,201201010nwe,buf,MorrKi20,def_int_td,0,,,,,
player,201201010nwe,buf,MorrKi20,def_int_long,0,,,,,
player,201201010nwe,buf,MorrKi20,pass_defended,0,,,,,
player,201201010nwe,buf,MorrKi20,sacks,0.0,,,,,
player,201201010nwe,buf,MorrKi20,tackles_combined,2,,,,,
player,201201010nwe,buf,MorrKi20,tackles_solo,1,,,,,
player,201201010nwe,buf,MorrKi20,tackles_assists,1,,,,,
player,201201010nwe,buf,MorrKi20,tackles_loss,0,,,,,
player,201201010nwe,buf,MorrKi20,qb_hits,0,,,,,
player,201201010nwe,buf,MorrKi20,fumbles_rec,0,,,,,
player,201201010nwe,buf,MorrKi20,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,MorrKi20,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,MorrKi20,fumbles_forced,0,,,,,
player,201201010nwe,buf,BattDa99,def_int,0,,,,,
player,201201010nwe,buf,BattDa99,def_int_yds,0,,,,,
player,201201010nwe,buf,BattDa99,def_int_td,0,,,,,
player,201201010nwe,buf,BattDa99,def_int_long,0,,,,,
player,201201010nwe,buf,BattDa99,pass_defended,0,,,,,
player,201201010nwe,buf,BattDa99,sacks,0.0,,,,,
player,201201010nwe,buf,BattDa99,tackles_combined,1,,,,,
player,201201010nwe,buf,BattDa99,tackles_solo,0,,,,,
player,201201010nwe,buf,BattDa99,tackles_assists,1,,,,,
player,201201010nwe,buf,BattDa99,tackles_loss,0,,,,,
player,201201010nwe,buf,BattDa99,qb_hits,0,,,,,
player,201201010nwe,buf,BattDa99,fumbles_rec,0,,,,,
player,201201010nwe,buf,BattDa99,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,BattDa99,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,BattDa99,fumbles_forced,0,,,,,
player,201201010nwe,buf,CarrAl99,def_int,0,,,,,
player,201201010nwe,buf,CarrAl99,def_int_yds,0,,,,,
player,201201010nwe,buf,CarrAl99,def_int_td,0,,,,,
player,201201010nwe,buf,CarrAl99,def_int_long,0,,,,,
player,201201010nwe,buf,CarrAl99,pass_defended,0,,,,,
player,201201010nwe,buf,CarrAl99,sacks,0.0,,,,,
player,201201010nwe,buf,CarrAl99,tackles_combined,1,,,,,
player,201201010nwe,buf,CarrAl99,tackles_solo,0,,,,,
player,201201010nwe,buf,CarrAl99,tackles_assists,1,,,,,
player,201201010nwe,buf,CarrAl99,tackles_loss,0,,,,,
player,201201010nwe,buf,CarrAl99,qb_hits,0,,,,,
player,201201010nwe,buf,CarrAl99,fumbles_rec,0,,,,,
player,201201010nwe,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,CarrAl99,fumbles_forced,0,,,,,
player,201201010nwe,buf,DareMa00,def_int,0,,,,,
player,201201010nwe,buf,DareMa00,def_int_yds,0,,,,,
player,201201010nwe,buf,DareMa00,def_int_td,0,,,,,
player,201201010nwe,buf,DareMa00,def_int_long,0,,,,,
player,201201010nwe,buf,DareMa00,pass_defended,0,,,,,
player,201201010nwe,buf,DareMa00,sacks,0.0,,,,,
player,201201010nwe,buf,DareMa00,tackles_combined,1,,,,,
player,201201010nwe,buf,DareMa00,tackles_solo,1,,,,,
player,201201010nwe,buf,DareMa00,tackles_assists,0,,,,,
player,201201010nwe,buf,DareMa00,tackles_loss,0,,,,,
player,201201010nwe,buf,DareMa00,qb_hits,0,,,,,
player,201201010nwe,buf,DareMa00,fumbles_rec,0,,,,,
player,201201010nwe,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,DareMa00,fumbles_forced,0,,,,,
player,201201010nwe,buf,DaviAn20,def_int,0,,,,,
player,201201010nwe,buf,DaviAn20,def_int_yds,0,,,,,
player,201201010nwe,buf,DaviAn20,def_int_td,0,,,,,
player,201201010nwe,buf,DaviAn20,def_int_long,0,,,,,
player,201201010nwe,buf,DaviAn20,pass_defended,0,,,,,
player,201201010nwe,buf,DaviAn20,sacks,0.0,,,,,
player,201201010nwe,buf,DaviAn20,tackles_combined,1,,,,,
player,201201010nwe,buf,DaviAn20,tackles_solo,1,,,,,
player,201201010nwe,buf,DaviAn20,tackles_assists,0,,,,,
player,201201010nwe,buf,DaviAn20,tackles_loss,1,,,,,
player,201201010nwe,buf,DaviAn20,qb_hits,0,,,,,
player,201201010nwe,buf,DaviAn20,fumbles_rec,0,,,,,
player,201201010nwe,buf,DaviAn20,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,DaviAn20,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,DaviAn20,fumbles_forced,0,,,,,
player,201201010nwe,buf,DotsLi99,def_int,0,,,,,
player,201201010nwe,buf,DotsLi99,def_int_yds,0,,,,,
player,201201010nwe,buf,DotsLi99,def_int_td,0,,,,,
player,201201010nwe,buf,DotsLi99,def_int_long,0,,,,,
player,201201010nwe,buf,DotsLi99,pass_defended,0,,,,,
player,201201010nwe,buf,DotsLi99,sacks,0.0,,,,,
player,201201010nwe,buf,DotsLi99,tackles_combined,1,,,,,
player,201201010nwe,buf,DotsLi99,tackles_solo,0,,,,,
player,201201010nwe,buf,DotsLi99,tackles_assists,1,,,,,
player,201201010nwe,buf,DotsLi99,tackles_loss,0,,,,,
player,201201010nwe,buf,DotsLi99,qb_hits,0,,,,,
player,201201010nwe,buf,DotsLi99,fumbles_rec,0,,,,,
player,201201010nwe,buf,DotsLi99,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,DotsLi99,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,DotsLi99,fumbles_forced,0,,,,,
player,201201010nwe,buf,FlorDr20,def_int,0,,,,,
player,201201010nwe,buf,FlorDr20,def_int_yds,0,,,,,
player,201201010nwe,buf,FlorDr20,def_int_td,0,,,,,
player,201201010nwe,buf,FlorDr20,def_int_long,0,,,,,
player,201201010nwe,buf,FlorDr20,pass_defended,0,,,,,
player,201201010nwe,buf,FlorDr20,sacks,0.0,,,,,
player,201201010nwe,buf,FlorDr20,tackles_combined,1,,,,,
player,201201010nwe,buf,FlorDr20,tackles_solo,1,,,,,
player,201201010nwe,buf,FlorDr20,tackles_assists,0,,,,,
player,201201010nwe,buf,FlorDr20,tackles_loss,0,,,,,
player,201201010nwe,buf,FlorDr20,qb_hits,0,,,,,
player,201201010nwe,buf,FlorDr20,fumbles_rec,0,,,,,
player,201201010nwe,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,FlorDr20,fumbles_forced,0,,,,,
player,201201010nwe,buf,HagaDe00,def_int,0,,,,,
player,201201010nwe,buf,HagaDe00,def_int_yds,0,,,,,
player,201201010nwe,buf,HagaDe00,def_int_td,0,,,,,
player,201201010nwe,buf,HagaDe00,def_int_long,0,,,,,
player,201201010nwe,buf,HagaDe00,pass_defended,0,,,,,
player,201201010nwe,buf,HagaDe00,sacks,0.0,,,,,
player,201201010nwe,buf,HagaDe00,tackles_combined,1,,,,,
player,201201010nwe,buf,HagaDe00,tackles_solo,0,,,,,
player,201201010nwe,buf,HagaDe00,tackles_assists,1,,,,,
player,201201010nwe,buf,HagaDe00,tackles_loss,0,,,,,
player,201201010nwe,buf,HagaDe00,qb_hits,0,,,,,
player,201201010nwe,buf,HagaDe00,fumbles_rec,0,,,,,
player,201201010nwe,buf,HagaDe00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,HagaDe00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,HagaDe00,fumbles_forced,0,,,,,
player,201201010nwe,buf,MartRu00,def_int,0,,,,,
player,201201010nwe,buf,MartRu00,def_int_yds,0,,,,,
player,201201010nwe,buf,MartRu00,def_int_td,0,,,,,
player,201201010nwe,buf,MartRu00,def_int_long,0,,,,,
player,201201010nwe,buf,MartRu00,pass_defended,0,,,,,
player,201201010nwe,buf,MartRu00,sacks,0.0,,,,,
player,201201010nwe,buf,MartRu00,tackles_combined,1,,,,,
player,201201010nwe,buf,MartRu00,tackles_solo,0,,,,,
player,201201010nwe,buf,MartRu00,tackles_assists,1,,,,,
player,201201010nwe,buf,MartRu00,tackles_loss,0,,,,,
player,201201010nwe,buf,MartRu00,qb_hits,0,,,,,
player,201201010nwe,buf,MartRu00,fumbles_rec,0,,,,,
player,201201010nwe,buf,MartRu00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,MartRu00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,MartRu00,fumbles_forced,0,,,,,
player,201201010nwe,buf,SearDa00,def_int,0,,,,,
player,201201010nwe,buf,SearDa00,def_int_yds,0,,,,,
player,201201010nwe,buf,SearDa00,def_int_td,0,,,,,
player,201201010nwe,buf,SearDa00,def_int_long,0,,,,,
player,201201010nwe,buf,SearDa00,pass_defended,0,,,,,
player,201201010nwe,buf,SearDa00,sacks,0.0,,,,,
player,201201010nwe,buf,SearDa00,tackles_combined,1,,,,,
player,201201010nwe,buf,SearDa00,tackles_solo,0,,,,,
player,201201010nwe,buf,SearDa00,tackles_assists,1,,,,,
player,201201010nwe,buf,SearDa00,tackles_loss,0,,,,,
player,201201010nwe,buf,SearDa00,qb_hits,0,,,,,
player,201201010nwe,buf,SearDa00,fumbles_rec,0,,,,,
player,201201010nwe,buf,SearDa00,fumbles_rec_yds,0,,,,,
player,201201010nwe,buf,SearDa00,fumbles_rec_td,0,,,,,
player,201201010nwe,buf,SearDa00,fumbles_forced,0,,,,,
player,201201010nwe,nwe,MoorSt00,def_int,2,,,,,
player,201201010nwe,nwe,MoorSt00,def_int_yds,26,,,,,
player,201201010nwe,nwe,MoorSt00,def_int_td,1,,,,,
player,201201010nwe,nwe,MoorSt00,def_int_long,21,,,,,
player,201201010nwe,nwe,MoorSt00,pass_defended,2,,,,,
player,201201010nwe,nwe,MoorSt00,sacks,0.0,,,,,
player,201201010nwe,nwe,MoorSt00,tackles_combined,1,,,,,
player,201201010nwe,nwe,MoorSt00,tackles_solo,0,,,,,
player,201201010nwe,nwe,MoorSt00,tackles_assists,1,,,,,
player,201201010nwe,nwe,MoorSt00,tackles_loss,0,,,,,
player,201201010nwe,nwe,MoorSt00,qb_hits,0,,,,,
player,201201010nwe,nwe,MoorSt00,fumbles_rec,0,,,,,
player,201201010nwe,nwe,MoorSt00,fumbles_rec_yds,0,,,,,
player,201201010nwe,nwe,MoorSt00,fumbles_rec_td,0,,,,,
player,201201010nwe,nwe,MoorSt00,fumbles_forced,0,,,,,
player,201201010nwe,nwe,MoldAn99,def_int,1,,,,,
player,201201010nwe,nwe,MoldAn99,def_int_yds,13,,,,,
player,201201010nwe,nwe,MoldAn99,def_int_td,0,,,,,
player,201201010nwe,nwe,MoldAn99,def_int_long,13,,,,,
player,201201010nwe,nwe,MoldAn99,pass_defended,1,,,,,
player,201201010nwe,nwe,MoldAn99,sacks,0.0,,,,,
player,201201010nwe,nwe,MoldAn99,tackles_combined,7,,,,,
player,201201010nwe,nwe,MoldAn99,tackles_solo,7,,,,,
player,201201010nwe,nwe,MoldAn99,tackles_assists,0,,,,,
player,201201010nwe,nwe,MoldAn99,tackles_loss,0,,,,,
player,201201010nwe,nwe,MoldAn99,qb_hits,0,,,,,
player,201201010nwe,nwe,MoldAn99,fumbles_rec,0,,,,,
player,201201010nwe,nwe,MoldAn99,fumbles_rec_yds,0,,,,,
player,201201010nwe,nwe,MoldAn99,fumbles_rec_td,0,,,,,
player,201201010nwe,nwe,MoldAn99,fumbles_forced,0,,,,,
player,201201010nwe,nwe,McCoDe99,def_int,1,,,,,
player,201201010nwe,nwe,McCoDe99,def_int_yds,38,,,,,
player,201201010nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201201010nwe,nwe,McCoDe99,def_int_long,38,,,,,
player,201201010nwe,nwe,McCoDe99,pass_defended,1,,,,,
player,201201010nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201201010nwe,nwe,McCoDe99,tackles_combined,5,,,,,
player,201201010nwe,nwe,McCoDe99,tackles_solo,2,,,,,
player,201201010nwe,nwe,McCoDe99,tackles_assists,3,,,,,
player,201201010nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201201010nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201201010nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201201010nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201201010nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201201010nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201201010nwe,nwe,AndeMa21,def_int,0,,,,,
player,201201010nwe,nwe,AndeMa21,def_int_yds,0,,,,,
player,201201010nwe,nwe,AndeMa21,def_int_td,0,,,,,
player,201201010nwe,nwe,AndeMa21,def_int_long,0,,,,,
player,201201010nwe,nwe,AndeMa21,pass_defended,0,,,,,
player,201201010nwe,nwe,AndeMa21,sacks,1.0,,,,,
player,201201010nwe,nwe,AndeMa21,tackles_combined,7,,,,,
player,201201010nwe,nwe,AndeMa21,tackles_solo,3,,,,,
player,201201010nwe,nwe,AndeMa21,tackles_assists,4,,,,,
player,201201010nwe,nwe,AndeMa21,tackles_loss,2,,,,,
player,201201010nwe,nwe,AndeMa21,qb_hits,1,,,,,
player,201201010nwe,nwe,AndeMa21,fumbles_rec,0,,,,,
player,201201010nwe,nwe,AndeMa21,fumbles_rec_yds,0,,,,,
player,201201010nwe,nwe,AndeMa21,fumbles_rec_td,0,,,,,
player,201201010nwe,nwe,AndeMa21,fumbles_forced,0,,,,,
player,201201010nwe,nwe,LoveKy00,def_int,0,,,,,
player,201201010nwe,nwe,LoveKy00,def_int_yds,0,,,,,
player,201201010nwe,nwe,LoveKy00,def_int_td,0,,,,,
player,201201010nwe,nwe,LoveKy00,def_int_long,0,,,,,
player,201201010nwe,nwe,LoveKy00,pass_defended,0,,,,,
player,201201010nwe,nwe,LoveKy00,sacks,1.0,,,,,
player,201201010nwe,nwe,LoveKy00,tackles_combined,1,,,,,
player,201201010nwe,nwe,LoveKy00,tackles_solo,1,,,,,
