game,2011,6,20111016,201110160pit,jax,"Jacksonville Jaguars",13,pit,"Pittsburgh Steelers",17
player,201110160pit,jax,DrewMa00,pass_att,0,,,,,
player,201110160pit,jax,DrewMa00,pass_yds,0,,,,,
player,201110160pit,jax,DrewMa00,pass_td,0,,,,,
player,201110160pit,jax,DrewMa00,pass_int,0,,,,,
player,201110160pit,jax,DrewMa00,pass_sacked,0,,,,,
player,201110160pit,jax,DrewMa00,pass_sacked_yds,0,,,,,
player,201110160pit,jax,DrewMa00,pass_long,0,,,,,
player,201110160pit,jax,DrewMa00,pass_rating,,,,,,
player,201110160pit,jax,DrewMa00,rush_att,22,,,,,
player,201110160pit,jax,DrewMa00,rush_yds,96,,,,,
player,201110160pit,jax,DrewMa00,rush_td,0,,,,,
player,201110160pit,jax,DrewMa00,rush_long,19,,,,,
player,201110160pit,jax,DrewMa00,targets,3,,,,,
player,201110160pit,jax,DrewMa00,rec,2,,,,,
player,201110160pit,jax,DrewMa00,rec_yds,8,,,,,
player,201110160pit,jax,DrewMa00,rec_td,0,,,,,
player,201110160pit,jax,DrewMa00,rec_long,11,,,,,
player,201110160pit,jax,DrewMa00,fumbles,0,,,,,
player,201110160pit,jax,DrewMa00,fumbles_lost,,,,,,
player,201110160pit,jax,KariDe00,pass_cmp,0,,,,,
player,201110160pit,jax,KariDe00,pass_att,0,,,,,
player,201110160pit,jax,KariDe00,pass_yds,0,,,,,
player,201110160pit,jax,KariDe00,pass_td,0,,,,,
player,201110160pit,jax,KariDe00,pass_int,0,,,,,
player,201110160pit,jax,KariDe00,pass_sacked,0,,,,,
player,201110160pit,jax,KariDe00,pass_sacked_yds,0,,,,,
player,201110160pit,jax,KariDe00,pass_long,0,,,,,
player,201110160pit,jax,KariDe00,pass_rating,,,,,,
player,201110160pit,jax,KariDe00,rush_att,5,,,,,
player,201110160pit,jax,KariDe00,rush_yds,21,,,,,
player,201110160pit,jax,KariDe00,rush_td,0,,,,,
player,201110160pit,jax,KariDe00,rush_long,14,,,,,
player,201110160pit,jax,KariDe00,targets,1,,,,,
player,201110160pit,jax,KariDe00,rec,0,,,,,
player,201110160pit,jax,KariDe00,rec_yds,0,,,,,
player,201110160pit,jax,KariDe00,rec_td,0,,,,,
player,201110160pit,jax,KariDe00,rec_long,0,,,,,
player,201110160pit,jax,KariDe00,fumbles,0,,,,,
player,201110160pit,jax,KariDe00,fumbles_lost,,,,,,
player,201110160pit,jax,ThomMi01,pass_cmp,0,,,,,
player,201110160pit,jax,ThomMi01,pass_att,0,,,,,
player,201110160pit,jax,ThomMi01,pass_yds,0,,,,,
player,201110160pit,jax,ThomMi01,pass_td,0,,,,,
player,201110160pit,jax,ThomMi01,pass_int,0,,,,,
player,201110160pit,jax,ThomMi01,pass_sacked,0,,,,,
player,201110160pit,jax,ThomMi01,pass_sacked_yds,0,,,,,
player,201110160pit,jax,ThomMi01,pass_long,0,,,,,
player,201110160pit,jax,ThomMi01,pass_rating,,,,,,
player,201110160pit,jax,ThomMi01,rush_att,0,,,,,
player,201110160pit,jax,ThomMi01,rush_yds,0,,,,,
player,201110160pit,jax,ThomMi01,rush_td,0,,,,,
player,201110160pit,jax,ThomMi01,rush_long,0,,,,,
player,201110160pit,jax,ThomMi01,targets,6,,,,,
player,201110160pit,jax,ThomMi01,rec,4,,,,,
player,201110160pit,jax,ThomMi01,rec_yds,36,,,,,
player,201110160pit,jax,ThomMi01,rec_td,0,,,,,
player,201110160pit,jax,ThomMi01,rec_long,18,,,,,
player,201110160pit,jax,ThomMi01,fumbles,0,,,,,
player,201110160pit,jax,ThomMi01,fumbles_lost,,,,,,
player,201110160pit,jax,LewiMa00,pass_cmp,0,,,,,
player,201110160pit,jax,LewiMa00,pass_att,0,,,,,
player,201110160pit,jax,LewiMa00,pass_yds,0,,,,,
player,201110160pit,jax,LewiMa00,pass_td,0,,,,,
player,201110160pit,jax,LewiMa00,pass_int,0,,,,,
player,201110160pit,jax,LewiMa00,pass_sacked,0,,,,,
player,201110160pit,jax,LewiMa00,pass_sacked_yds,0,,,,,
player,201110160pit,jax,LewiMa00,pass_long,0,,,,,
player,201110160pit,jax,LewiMa00,pass_rating,,,,,,
player,201110160pit,jax,LewiMa00,rush_att,0,,,,,
player,201110160pit,jax,LewiMa00,rush_yds,0,,,,,
player,201110160pit,jax,LewiMa00,rush_td,0,,,,,
player,201110160pit,jax,LewiMa00,rush_long,0,,,,,
player,201110160pit,jax,LewiMa00,targets,8,,,,,
player,201110160pit,jax,LewiMa00,rec,2,,,,,
player,201110160pit,jax,LewiMa00,rec_yds,29,,,,,
player,201110160pit,jax,LewiMa00,rec_td,0,,,,,
player,201110160pit,jax,LewiMa00,rec_long,21,,,,,
player,201110160pit,jax,LewiMa00,fumbles,0,,,,,
player,201110160pit,jax,LewiMa00,fumbles_lost,,,,,,
player,201110160pit,jax,HillJa00,pass_cmp,0,,,,,
player,201110160pit,jax,HillJa00,pass_att,0,,,,,
player,201110160pit,jax,HillJa00,pass_yds,0,,,,,
player,201110160pit,jax,HillJa00,pass_td,0,,,,,
player,201110160pit,jax,HillJa00,pass_int,0,,,,,
player,201110160pit,jax,HillJa00,pass_sacked,0,,,,,
player,201110160pit,jax,HillJa00,pass_sacked_yds,0,,,,,
player,201110160pit,jax,HillJa00,pass_long,0,,,,,
player,201110160pit,jax,HillJa00,pass_rating,,,,,,
player,201110160pit,jax,HillJa00,rush_att,0,,,,,
player,201110160pit,jax,HillJa00,rush_yds,0,,,,,
player,201110160pit,jax,HillJa00,rush_td,0,,,,,
player,201110160pit,jax,HillJa00,rush_long,0,,,,,
player,201110160pit,jax,HillJa00,targets,3,,,,,
player,201110160pit,jax,HillJa00,rec,2,,,,,
player,201110160pit,jax,HillJa00,rec_yds,29,,,,,
player,201110160pit,jax,HillJa00,rec_td,1,,,,,
player,201110160pit,jax,HillJa00,rec_long,18,,,,,
player,201110160pit,jax,HillJa00,fumbles,0,,,,,
player,201110160pit,jax,HillJa00,fumbles_lost,,,,,,
player,201110160pit,jax,DillJa00,pass_cmp,0,,,,,
player,201110160pit,jax,DillJa00,pass_att,0,,,,,
player,201110160pit,jax,DillJa00,pass_yds,0,,,,,
player,201110160pit,jax,DillJa00,pass_td,0,,,,,
player,201110160pit,jax,DillJa00,pass_int,0,,,,,
player,201110160pit,jax,DillJa00,pass_sacked,0,,,,,
player,201110160pit,jax,DillJa00,pass_sacked_yds,0,,,,,
player,201110160pit,jax,DillJa00,pass_long,0,,,,,
player,201110160pit,jax,DillJa00,pass_rating,,,,,,
player,201110160pit,jax,DillJa00,rush_att,0,,,,,
player,201110160pit,jax,DillJa00,rush_yds,0,,,,,
player,201110160pit,jax,DillJa00,rush_td,0,,,,,
player,201110160pit,jax,DillJa00,rush_long,0,,,,,
player,201110160pit,jax,DillJa00,targets,3,,,,,
player,201110160pit,jax,DillJa00,rec,1,,,,,
player,201110160pit,jax,DillJa00,rec_yds,7,,,,,
player,201110160pit,jax,DillJa00,rec_td,0,,,,,
player,201110160pit,jax,DillJa00,rec_long,7,,,,,
player,201110160pit,jax,DillJa00,fumbles,0,,,,,
player,201110160pit,jax,DillJa00,fumbles_lost,,,,,,
player,201110160pit,jax,JoneGr01,pass_cmp,0,,,,,
player,201110160pit,jax,JoneGr01,pass_att,0,,,,,
player,201110160pit,jax,JoneGr01,pass_yds,0,,,,,
player,201110160pit,jax,JoneGr01,pass_td,0,,,,,
player,201110160pit,jax,JoneGr01,pass_int,0,,,,,
player,201110160pit,jax,JoneGr01,pass_sacked,0,,,,,
player,201110160pit,jax,JoneGr01,pass_sacked_yds,0,,,,,
player,201110160pit,jax,JoneGr01,pass_long,0,,,,,
player,201110160pit,jax,JoneGr01,pass_rating,,,,,,
player,201110160pit,jax,JoneGr01,rush_att,0,,,,,
player,201110160pit,jax,JoneGr01,rush_yds,0,,,,,
player,201110160pit,jax,JoneGr01,rush_td,0,,,,,
player,201110160pit,jax,JoneGr01,rush_long,0,,,,,
player,201110160pit,jax,JoneGr01,targets,1,,,,,
player,201110160pit,jax,JoneGr01,rec,1,,,,,
player,201110160pit,jax,JoneGr01,rec_yds,0,,,,,
player,201110160pit,jax,JoneGr01,rec_td,0,,,,,
player,201110160pit,jax,JoneGr01,rec_long,0,,,,,
player,201110160pit,jax,JoneGr01,fumbles,0,,,,,
player,201110160pit,jax,JoneGr01,fumbles_lost,,,,,,
player,201110160pit,pit,RoetBe00,pass_cmp,12,,,,,
player,201110160pit,pit,RoetBe00,pass_att,23,,,,,
player,201110160pit,pit,RoetBe00,pass_yds,200,,,,,
player,201110160pit,pit,RoetBe00,pass_td,1,,,,,
player,201110160pit,pit,RoetBe00,pass_int,0,,,,,
player,201110160pit,pit,RoetBe00,pass_sacked,3,,,,,
player,201110160pit,pit,RoetBe00,pass_sacked_yds,15,,,,,
player,201110160pit,pit,RoetBe00,pass_long,48,,,,,
player,201110160pit,pit,RoetBe00,pass_rating,96.3,,,,,
player,201110160pit,pit,RoetBe00,rush_att,3,,,,,
player,201110160pit,pit,RoetBe00,rush_yds,9,,,,,
player,201110160pit,pit,RoetBe00,rush_td,0,,,,,
player,201110160pit,pit,RoetBe00,rush_long,7,,,,,
player,201110160pit,pit,RoetBe00,targets,0,,,,,
player,201110160pit,pit,RoetBe00,rec,0,,,,,
player,201110160pit,pit,RoetBe00,rec_yds,0,,,,,
player,201110160pit,pit,RoetBe00,rec_td,0,,,,,
player,201110160pit,pit,RoetBe00,rec_long,0,,,,,
player,201110160pit,pit,RoetBe00,fumbles,1,,,,,
player,201110160pit,pit,RoetBe00,fumbles_lost,0,,,,,
player,201110160pit,pit,MendRa00,pass_cmp,0,,,,,
player,201110160pit,pit,MendRa00,pass_att,0,,,,,
player,201110160pit,pit,MendRa00,pass_yds,0,,,,,
player,201110160pit,pit,MendRa00,pass_td,0,,,,,
player,201110160pit,pit,MendRa00,pass_int,0,,,,,
player,201110160pit,pit,MendRa00,pass_sacked,0,,,,,
player,201110160pit,pit,MendRa00,pass_sacked_yds,0,,,,,
player,201110160pit,pit,MendRa00,pass_long,0,,,,,
player,201110160pit,pit,MendRa00,pass_rating,,,,,,
player,201110160pit,pit,MendRa00,rush_att,23,,,,,
player,201110160pit,pit,MendRa00,rush_yds,146,,,,,
player,201110160pit,pit,MendRa00,rush_td,1,,,,,
player,201110160pit,pit,MendRa00,rush_long,68,,,,,
player,201110160pit,pit,MendRa00,targets,0,,,,,
player,201110160pit,pit,MendRa00,rec,0,,,,,
player,201110160pit,pit,MendRa00,rec_yds,0,,,,,
player,201110160pit,pit,MendRa00,rec_td,0,,,,,
player,201110160pit,pit,MendRa00,rec_long,0,,,,,
player,201110160pit,pit,MendRa00,fumbles,0,,,,,
player,201110160pit,pit,MendRa00,fumbles_lost,,,,,,
player,201110160pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201110160pit,pit,RedmIs20,pass_att,0,,,,,
player,201110160pit,pit,RedmIs20,pass_yds,0,,,,,
player,201110160pit,pit,RedmIs20,pass_td,0,,,,,
player,201110160pit,pit,RedmIs20,pass_int,0,,,,,
player,201110160pit,pit,RedmIs20,pass_sacked,0,,,,,
player,201110160pit,pit,RedmIs20,pass_sacked_yds,0,,,,,
player,201110160pit,pit,RedmIs20,pass_long,0,,,,,
player,201110160pit,pit,RedmIs20,pass_rating,,,,,,
player,201110160pit,pit,RedmIs20,rush_att,4,,,,,
player,201110160pit,pit,RedmIs20,rush_yds,22,,,,,
player,201110160pit,pit,RedmIs20,rush_td,0,,,,,
player,201110160pit,pit,RedmIs20,rush_long,11,,,,,
player,201110160pit,pit,RedmIs20,targets,1,,,,,
player,201110160pit,pit,RedmIs20,rec,1,,,,,
player,201110160pit,pit,RedmIs20,rec_yds,2,,,,,
player,201110160pit,pit,RedmIs20,rec_td,0,,,,,
player,201110160pit,pit,RedmIs20,rec_long,2,,,,,
player,201110160pit,pit,RedmIs20,fumbles,0,,,,,
player,201110160pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201110160pit,pit,DwyeJo00,pass_cmp,0,,,,,
player,201110160pit,pit,DwyeJo00,pass_att,0,,,,,
player,201110160pit,pit,DwyeJo00,pass_yds,0,,,,,
player,201110160pit,pit,DwyeJo00,pass_td,0,,,,,
player,201110160pit,pit,DwyeJo00,pass_int,0,,,,,
player,201110160pit,pit,DwyeJo00,pass_sacked,0,,,,,
player,201110160pit,pit,DwyeJo00,pass_sacked_yds,0,,,,,
player,201110160pit,pit,DwyeJo00,pass_long,0,,,,,
player,201110160pit,pit,DwyeJo00,pass_rating,,,,,,
player,201110160pit,pit,DwyeJo00,rush_att,2,,,,,
player,201110160pit,pit,DwyeJo00,rush_yds,8,,,,,
player,201110160pit,pit,DwyeJo00,rush_td,0,,,,,
player,201110160pit,pit,DwyeJo00,rush_long,7,,,,,
player,201110160pit,pit,DwyeJo00,targets,0,,,,,
player,201110160pit,pit,DwyeJo00,rec,0,,,,,
player,201110160pit,pit,DwyeJo00,rec_yds,0,,,,,
player,201110160pit,pit,DwyeJo00,rec_td,0,,,,,
player,201110160pit,pit,DwyeJo00,rec_long,0,,,,,
player,201110160pit,pit,DwyeJo00,fumbles,0,,,,,
player,201110160pit,pit,DwyeJo00,fumbles_lost,,,,,,
player,201110160pit,pit,WallMi00,pass_cmp,0,,,,,
player,201110160pit,pit,WallMi00,pass_att,0,,,,,
player,201110160pit,pit,WallMi00,pass_yds,0,,,,,
player,201110160pit,pit,WallMi00,pass_td,0,,,,,
player,201110160pit,pit,WallMi00,pass_int,0,,,,,
player,201110160pit,pit,WallMi00,pass_sacked,0,,,,,
player,201110160pit,pit,WallMi00,pass_sacked_yds,0,,,,,
player,201110160pit,pit,WallMi00,pass_long,0,,,,,
player,201110160pit,pit,WallMi00,pass_rating,,,,,,
player,201110160pit,pit,WallMi00,rush_att,0,,,,,
player,201110160pit,pit,WallMi00,rush_yds,0,,,,,
player,201110160pit,pit,WallMi00,rush_td,0,,,,,
player,201110160pit,pit,WallMi00,rush_long,0,,,,,
player,201110160pit,pit,WallMi00,targets,6,,,,,
player,201110160pit,pit,WallMi00,rec,2,,,,,
player,201110160pit,pit,WallMi00,rec_yds,76,,,,,
player,201110160pit,pit,WallMi00,rec_td,1,,,,,
player,201110160pit,pit,WallMi00,rec_long,48,,,,,
player,201110160pit,pit,WallMi00,fumbles,0,,,,,
player,201110160pit,pit,WallMi00,fumbles_lost,,,,,,
player,201110160pit,pit,WardHi00,pass_cmp,0,,,,,
player,201110160pit,pit,WardHi00,pass_att,0,,,,,
player,201110160pit,pit,WardHi00,pass_yds,0,,,,,
player,201110160pit,pit,WardHi00,pass_td,0,,,,,
player,201110160pit,pit,WardHi00,pass_int,0,,,,,
player,201110160pit,pit,WardHi00,pass_sacked,0,,,,,
player,201110160pit,pit,WardHi00,pass_sacked_yds,0,,,,,
player,201110160pit,pit,WardHi00,pass_long,0,,,,,
player,201110160pit,pit,WardHi00,pass_rating,,,,,,
player,201110160pit,pit,WardHi00,rush_att,0,,,,,
player,201110160pit,pit,WardHi00,rush_yds,0,,,,,
player,201110160pit,pit,WardHi00,rush_td,0,,,,,
player,201110160pit,pit,WardHi00,rush_long,0,,,,,
player,201110160pit,pit,WardHi00,targets,4,,,,,
player,201110160pit,pit,WardHi00,rec,3,,,,,
player,201110160pit,pit,WardHi00,rec_yds,47,,,,,
player,201110160pit,pit,WardHi00,rec_td,0,,,,,
player,201110160pit,pit,WardHi00,rec_long,19,,,,,
player,201110160pit,pit,WardHi00,fumbles,0,,,,,
player,201110160pit,pit,WardHi00,fumbles_lost,,,,,,
player,201110160pit,pit,SandEm00,pass_cmp,0,,,,,
player,201110160pit,pit,SandEm00,pass_att,0,,,,,
player,201110160pit,pit,SandEm00,pass_yds,0,,,,,
player,201110160pit,pit,SandEm00,pass_td,0,,,,,
player,201110160pit,pit,SandEm00,pass_int,0,,,,,
player,201110160pit,pit,SandEm00,pass_sacked,0,,,,,
player,201110160pit,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201110160pit,pit,SandEm00,pass_long,0,,,,,
player,201110160pit,pit,SandEm00,pass_rating,,,,,,
player,201110160pit,pit,SandEm00,rush_att,0,,,,,
player,201110160pit,pit,SandEm00,rush_yds,0,,,,,
player,201110160pit,pit,SandEm00,rush_td,0,,,,,
player,201110160pit,pit,SandEm00,rush_long,0,,,,,
player,201110160pit,pit,SandEm00,targets,4,,,,,
player,201110160pit,pit,SandEm00,rec,1,,,,,
player,201110160pit,pit,SandEm00,rec_yds,32,,,,,
player,201110160pit,pit,SandEm00,rec_td,0,,,,,
player,201110160pit,pit,SandEm00,rec_long,32,,,,,
player,201110160pit,pit,SandEm00,fumbles,0,,,,,
player,201110160pit,pit,SandEm00,fumbles_lost,,,,,,
player,201110160pit,pit,MillHe00,pass_cmp,0,,,,,
player,201110160pit,pit,MillHe00,pass_att,0,,,,,
player,201110160pit,pit,MillHe00,pass_yds,0,,,,,
player,201110160pit,pit,MillHe00,pass_td,0,,,,,
player,201110160pit,pit,MillHe00,pass_int,0,,,,,
player,201110160pit,pit,MillHe00,pass_sacked,0,,,,,
player,201110160pit,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201110160pit,pit,MillHe00,pass_long,0,,,,,
player,201110160pit,pit,MillHe00,pass_rating,,,,,,
player,201110160pit,pit,MillHe00,rush_att,0,,,,,
player,201110160pit,pit,MillHe00,rush_yds,0,,,,,
player,201110160pit,pit,MillHe00,rush_td,0,,,,,
player,201110160pit,pit,MillHe00,rush_long,0,,,,,
player,201110160pit,pit,MillHe00,targets,6,,,,,
player,201110160pit,pit,MillHe00,rec,4,,,,,
player,201110160pit,pit,MillHe00,rec_yds,27,,,,,
player,201110160pit,pit,MillHe00,rec_td,0,,,,,
player,201110160pit,pit,MillHe00,rec_long,13,,,,,
player,201110160pit,pit,MillHe00,fumbles,0,,,,,
player,201110160pit,pit,MillHe00,fumbles_lost,,,,,,
player,201110160pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201110160pit,pit,BrowAn04,pass_att,0,,,,,
player,201110160pit,pit,BrowAn04,pass_yds,0,,,,,
player,201110160pit,pit,BrowAn04,pass_td,0,,,,,
player,201110160pit,pit,BrowAn04,pass_int,0,,,,,
player,201110160pit,pit,BrowAn04,pass_sacked,0,,,,,
player,201110160pit,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201110160pit,pit,BrowAn04,pass_long,0,,,,,
player,201110160pit,pit,BrowAn04,pass_rating,,,,,,
player,201110160pit,pit,BrowAn04,rush_att,0,,,,,
player,201110160pit,pit,BrowAn04,rush_yds,0,,,,,
player,201110160pit,pit,BrowAn04,rush_td,0,,,,,
player,201110160pit,pit,BrowAn04,rush_long,0,,,,,
player,201110160pit,pit,BrowAn04,targets,2,,,,,
player,201110160pit,pit,BrowAn04,rec,1,,,,,
player,201110160pit,pit,BrowAn04,rec_yds,16,,,,,
player,201110160pit,pit,BrowAn04,rec_td,0,,,,,
player,201110160pit,pit,BrowAn04,rec_long,16,,,,,
player,201110160pit,pit,BrowAn04,fumbles,0,,,,,
player,201110160pit,pit,BrowAn04,fumbles_lost,,,,,,
player,201110160pit,jax,RothMa20,def_int,0,,,,,
player,201110160pit,jax,RothMa20,def_int_yds,0,,,,,
player,201110160pit,jax,RothMa20,def_int_td,0,,,,,
player,201110160pit,jax,RothMa20,def_int_long,0,,,,,
player,201110160pit,jax,RothMa20,pass_defended,0,,,,,
player,201110160pit,jax,RothMa20,sacks,1.0,,,,,
player,201110160pit,jax,RothMa20,tackles_combined,5,,,,,
player,201110160pit,jax,RothMa20,tackles_solo,3,,,,,
player,201110160pit,jax,RothMa20,tackles_assists,2,,,,,
player,201110160pit,jax,RothMa20,tackles_loss,2,,,,,
player,201110160pit,jax,RothMa20,qb_hits,1,,,,,
player,201110160pit,jax,RothMa20,fumbles_rec,0,,,,,
player,201110160pit,jax,RothMa20,fumbles_rec_yds,0,,,,,
player,201110160pit,jax,RothMa20,fumbles_rec_td,0,,,,,
player,201110160pit,jax,RothMa20,fumbles_forced,0,,,,,
player,201110160pit,jax,AluaTy99,def_int,0,,,,,
player,201110160pit,jax,AluaTy99,def_int_yds,0,,,,,
player,201110160pit,jax,AluaTy99,def_int_td,0,,,,,
player,201110160pit,jax,AluaTy99,def_int_long,0,,,,,
player,201110160pit,jax,AluaTy99,pass_defended,0,,,,,
player,201110160pit,jax,AluaTy99,sacks,1.0,,,,,
player,201110160pit,jax,AluaTy99,tackles_combined,3,,,,,
player,201110160pit,jax,AluaTy99,tackles_solo,3,,,,,
player,201110160pit,jax,AluaTy99,tackles_assists,0,,,,,
player,201110160pit,jax,AluaTy99,tackles_loss,1,,,,,
player,201110160pit,jax,AluaTy99,qb_hits,1,,,,,
player,201110160pit,jax,AluaTy99,fumbles_rec,0,,,,,
player,201110160pit,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201110160pit,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201110160pit,jax,AluaTy99,fumbles_forced,0,,,,,
player,201110160pit,jax,ChicJo00,def_int,0,,,,,
player,201110160pit,jax,ChicJo00,def_int_yds,0,,,,,
player,201110160pit,jax,ChicJo00,def_int_td,0,,,,,
player,201110160pit,jax,ChicJo00,def_int_long,0,,,,,
player,201110160pit,jax,ChicJo00,pass_defended,0,,,,,
player,201110160pit,jax,ChicJo00,sacks,1.0,,,,,
player,201110160pit,jax,ChicJo00,tackles_combined,1,,,,,
player,201110160pit,jax,ChicJo00,tackles_solo,1,,,,,
player,201110160pit,jax,ChicJo00,tackles_assists,0,,,,,
player,201110160pit,jax,ChicJo00,tackles_loss,0,,,,,
player,201110160pit,jax,ChicJo00,qb_hits,0,,,,,
player,201110160pit,jax,ChicJo00,fumbles_rec,0,,,,,
player,201110160pit,jax,ChicJo00,fumbles_rec_yds,0,,,,,
player,201110160pit,jax,ChicJo00,fumbles_rec_td,0,,,,,
player,201110160pit,jax,ChicJo00,fumbles_forced,1,,,,,
player,201110160pit,jax,PoluPa99,def_int,0,,,,,
player,201110160pit,jax,PoluPa99,def_int_yds,0,,,,,
player,201110160pit,jax,PoluPa99,def_int_td,0,,,,,
player,201110160pit,jax,PoluPa99,def_int_long,0,,,,,
player,201110160pit,jax,PoluPa99,pass_defended,0,,,,,
player,201110160pit,jax,PoluPa99,sacks,0.0,,,,,
player,201110160pit,jax,PoluPa99,tackles_combined,16,,,,,
player,201110160pit,jax,PoluPa99,tackles_solo,9,,,,,
player,201110160pit,jax,PoluPa99,tackles_assists,7,,,,,
player,201110160pit,jax,PoluPa99,tackles_loss,0,,,,,
player,201110160pit,jax,PoluPa99,qb_hits,1,,,,,
player,201110160pit,jax,PoluPa99,fumbles_rec,0,,,,,
player,201110160pit,jax,PoluPa99,fumbles_rec_yds,0,,,,,
player,201110160pit,jax,PoluPa99,fumbles_rec_td,0,,,,,
player,201110160pit,jax,PoluPa99,fumbles_forced,0,,,,,
player,201110160pit,jax,MincJe99,def_int,0,,,,,
player,201110160pit,jax,MincJe99,def_int_yds,0,,,,,
player,201110160pit,jax,MincJe99,def_int_td,0,,,,,
player,201110160pit,jax,MincJe99,def_int_long,0,,,,,
player,201110160pit,jax,MincJe99,pass_defended,0,,,,,
player,201110160pit,jax,MincJe99,sacks,0.0,,,,,
player,201110160pit,jax,MincJe99,tackles_combined,8,,,,,
player,201110160pit,jax,MincJe99,tackles_solo,3,,,,,
player,201110160pit,jax,MincJe99,tackles_assists,5,,,,,
player,201110160pit,jax,MincJe99,tackles_loss,1,,,,,
player,201110160pit,jax,MincJe99,qb_hits,0,,,,,
player,201110160pit,jax,MincJe99,fumbles_rec,0,,,,,
player,201110160pit,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201110160pit,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201110160pit,jax,MincJe99,fumbles_forced,0,,,,,
player,201110160pit,jax,SmitDa24,def_int,0,,,,,
player,201110160pit,jax,SmitDa24,def_int_yds,0,,,,,
player,201110160pit,jax,SmitDa24,def_int_td,0,,,,,
player,201110160pit,jax,SmitDa24,def_int_long,0,,,,,
player,201110160pit,jax,SmitDa24,pass_defended,0,,,,,
player,201110160pit,jax,SmitDa24,sacks,0.0,,,,,
player,201110160pit,jax,SmitDa24,tackles_combined,8,,,,,
player,201110160pit,jax,SmitDa24,tackles_solo,5,,,,,
player,201110160pit,jax,SmitDa24,tackles_assists,3,,,,,
player,201110160pit,jax,SmitDa24,tackles_loss,0,,,,,
player,201110160pit,jax,SmitDa24,qb_hits,0,,,,,
player,201110160pit,jax,SmitDa24,fumbles_rec,0,,,,,
player,201110160pit,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201110160pit,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201110160pit,jax,SmitDa24,fumbles_forced,0,,,,,
player,201110160pit,jax,MiddWi98,def_int,0,,,,,
player,201110160pit,jax,MiddWi98,def_int_yds,0,,,,,
