game,2011,13,20111205,201112050jax,sdg,"San Diego Chargers",38,jax,"Jacksonville Jaguars",14
player,201112050jax,jax,AluaTy99,def_int_td,0,,,,,
player,201112050jax,jax,AluaTy99,def_int_long,0,,,,,
player,201112050jax,jax,AluaTy99,pass_defended,0,,,,,
player,201112050jax,jax,AluaTy99,sacks,0.0,,,,,
player,201112050jax,jax,AluaTy99,tackles_combined,2,,,,,
player,201112050jax,jax,AluaTy99,tackles_solo,2,,,,,
player,201112050jax,jax,AluaTy99,tackles_assists,0,,,,,
player,201112050jax,jax,AluaTy99,tackles_loss,0,,,,,
player,201112050jax,jax,AluaTy99,qb_hits,2,,,,,
player,201112050jax,jax,AluaTy99,fumbles_rec,0,,,,,
player,201112050jax,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201112050jax,jax,AluaTy99,fumbles_forced,0,,,,,
player,201112050jax,jax,KnigTe99,def_int,0,,,,,
player,201112050jax,jax,KnigTe99,def_int_yds,0,,,,,
player,201112050jax,jax,KnigTe99,def_int_td,0,,,,,
player,201112050jax,jax,KnigTe99,def_int_long,0,,,,,
player,201112050jax,jax,KnigTe99,pass_defended,0,,,,,
player,201112050jax,jax,KnigTe99,sacks,0.0,,,,,
player,201112050jax,jax,KnigTe99,tackles_combined,2,,,,,
player,201112050jax,jax,KnigTe99,tackles_solo,1,,,,,
player,201112050jax,jax,KnigTe99,tackles_assists,1,,,,,
player,201112050jax,jax,KnigTe99,tackles_loss,0,,,,,
player,201112050jax,jax,KnigTe99,qb_hits,1,,,,,
player,201112050jax,jax,KnigTe99,fumbles_rec,0,,,,,
player,201112050jax,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201112050jax,jax,KnigTe99,fumbles_forced,0,,,,,
player,201112050jax,jax,MincJe99,def_int,0,,,,,
player,201112050jax,jax,MincJe99,def_int_yds,0,,,,,
player,201112050jax,jax,MincJe99,def_int_td,0,,,,,
player,201112050jax,jax,MincJe99,def_int_long,0,,,,,
player,201112050jax,jax,MincJe99,pass_defended,0,,,,,
player,201112050jax,jax,MincJe99,sacks,0.0,,,,,
player,201112050jax,jax,MincJe99,tackles_combined,2,,,,,
player,201112050jax,jax,MincJe99,tackles_solo,2,,,,,
player,201112050jax,jax,MincJe99,tackles_assists,0,,,,,
player,201112050jax,jax,MincJe99,tackles_loss,1,,,,,
player,201112050jax,jax,MincJe99,qb_hits,1,,,,,
player,201112050jax,jax,MincJe99,fumbles_rec,0,,,,,
player,201112050jax,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201112050jax,jax,MincJe99,fumbles_forced,0,,,,,
player,201112050jax,jax,ColeDr20,def_int,0,,,,,
player,201112050jax,jax,ColeDr20,def_int_yds,0,,,,,
player,201112050jax,jax,ColeDr20,def_int_td,0,,,,,
player,201112050jax,jax,ColeDr20,def_int_long,0,,,,,
player,201112050jax,jax,ColeDr20,pass_defended,0,,,,,
player,201112050jax,jax,ColeDr20,sacks,0.0,,,,,
player,201112050jax,jax,ColeDr20,tackles_combined,1,,,,,
player,201112050jax,jax,ColeDr20,tackles_solo,1,,,,,
player,201112050jax,jax,ColeDr20,tackles_assists,0,,,,,
player,201112050jax,jax,ColeDr20,tackles_loss,0,,,,,
player,201112050jax,jax,ColeDr20,qb_hits,0,,,,,
player,201112050jax,jax,ColeDr20,fumbles_rec,0,,,,,
player,201112050jax,jax,ColeDr20,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,ColeDr20,fumbles_rec_td,0,,,,,
player,201112050jax,jax,ColeDr20,fumbles_forced,0,,,,,
player,201112050jax,jax,CollNa20,def_int,0,,,,,
player,201112050jax,jax,CollNa20,def_int_yds,0,,,,,
player,201112050jax,jax,CollNa20,def_int_td,0,,,,,
player,201112050jax,jax,CollNa20,def_int_long,0,,,,,
player,201112050jax,jax,CollNa20,pass_defended,0,,,,,
player,201112050jax,jax,CollNa20,sacks,0.0,,,,,
player,201112050jax,jax,CollNa20,tackles_combined,1,,,,,
player,201112050jax,jax,CollNa20,tackles_solo,0,,,,,
player,201112050jax,jax,CollNa20,tackles_assists,1,,,,,
player,201112050jax,jax,CollNa20,tackles_loss,0,,,,,
player,201112050jax,jax,CollNa20,qb_hits,0,,,,,
player,201112050jax,jax,CollNa20,fumbles_rec,0,,,,,
player,201112050jax,jax,CollNa20,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,CollNa20,fumbles_rec_td,0,,,,,
player,201112050jax,jax,CollNa20,fumbles_forced,0,,,,,
player,201112050jax,jax,JoneDa99,def_int,0,,,,,
player,201112050jax,jax,JoneDa99,def_int_yds,0,,,,,
player,201112050jax,jax,JoneDa99,def_int_td,0,,,,,
player,201112050jax,jax,JoneDa99,def_int_long,0,,,,,
player,201112050jax,jax,JoneDa99,pass_defended,0,,,,,
player,201112050jax,jax,JoneDa99,sacks,0.0,,,,,
player,201112050jax,jax,JoneDa99,tackles_combined,1,,,,,
player,201112050jax,jax,JoneDa99,tackles_solo,1,,,,,
player,201112050jax,jax,JoneDa99,tackles_assists,0,,,,,
player,201112050jax,jax,JoneDa99,tackles_loss,0,,,,,
player,201112050jax,jax,JoneDa99,qb_hits,0,,,,,
player,201112050jax,jax,JoneDa99,fumbles_rec,0,,,,,
player,201112050jax,jax,JoneDa99,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,JoneDa99,fumbles_rec_td,0,,,,,
player,201112050jax,jax,JoneDa99,fumbles_forced,0,,,,,
player,201112050jax,jax,LandDa21,def_int,0,,,,,
player,201112050jax,jax,LandDa21,def_int_yds,0,,,,,
player,201112050jax,jax,LandDa21,def_int_td,0,,,,,
player,201112050jax,jax,LandDa21,def_int_long,0,,,,,
player,201112050jax,jax,LandDa21,pass_defended,0,,,,,
player,201112050jax,jax,LandDa21,sacks,0.0,,,,,
player,201112050jax,jax,LandDa21,tackles_combined,1,,,,,
player,201112050jax,jax,LandDa21,tackles_solo,1,,,,,
player,201112050jax,jax,LandDa21,tackles_assists,0,,,,,
player,201112050jax,jax,LandDa21,tackles_loss,0,,,,,
player,201112050jax,jax,LandDa21,qb_hits,0,,,,,
player,201112050jax,jax,LandDa21,fumbles_rec,0,,,,,
player,201112050jax,jax,LandDa21,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,LandDa21,fumbles_rec_td,0,,,,,
player,201112050jax,jax,LandDa21,fumbles_forced,0,,,,,
player,201112050jax,jax,OwenMo01,def_int,0,,,,,
player,201112050jax,jax,OwenMo01,def_int_yds,0,,,,,
player,201112050jax,jax,OwenMo01,def_int_td,0,,,,,
player,201112050jax,jax,OwenMo01,def_int_long,0,,,,,
player,201112050jax,jax,OwenMo01,pass_defended,0,,,,,
player,201112050jax,jax,OwenMo01,sacks,0.0,,,,,
player,201112050jax,jax,OwenMo01,tackles_combined,1,,,,,
player,201112050jax,jax,OwenMo01,tackles_solo,1,,,,,
player,201112050jax,jax,OwenMo01,tackles_assists,0,,,,,
player,201112050jax,jax,OwenMo01,tackles_loss,0,,,,,
player,201112050jax,jax,OwenMo01,qb_hits,0,,,,,
player,201112050jax,jax,OwenMo01,fumbles_rec,0,,,,,
player,201112050jax,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201112050jax,jax,OwenMo01,fumbles_forced,0,,,,,
player,201112050jax,jax,ProsCh00,def_int,0,,,,,
player,201112050jax,jax,ProsCh00,def_int_yds,0,,,,,
player,201112050jax,jax,ProsCh00,def_int_td,0,,,,,
player,201112050jax,jax,ProsCh00,def_int_long,0,,,,,
player,201112050jax,jax,ProsCh00,pass_defended,0,,,,,
player,201112050jax,jax,ProsCh00,sacks,0.0,,,,,
player,201112050jax,jax,ProsCh00,tackles_combined,1,,,,,
player,201112050jax,jax,ProsCh00,tackles_solo,1,,,,,
player,201112050jax,jax,ProsCh00,tackles_assists,0,,,,,
player,201112050jax,jax,ProsCh00,tackles_loss,0,,,,,
player,201112050jax,jax,ProsCh00,qb_hits,0,,,,,
player,201112050jax,jax,ProsCh00,fumbles_rec,0,,,,,
player,201112050jax,jax,ProsCh00,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,ProsCh00,fumbles_rec_td,0,,,,,
player,201112050jax,jax,ProsCh00,fumbles_forced,0,,,,,
player,201112050jax,jax,TrenMo99,def_int,0,,,,,
player,201112050jax,jax,TrenMo99,def_int_yds,0,,,,,
player,201112050jax,jax,TrenMo99,def_int_td,0,,,,,
player,201112050jax,jax,TrenMo99,def_int_long,0,,,,,
player,201112050jax,jax,TrenMo99,pass_defended,0,,,,,
player,201112050jax,jax,TrenMo99,sacks,0.0,,,,,
player,201112050jax,jax,TrenMo99,tackles_combined,1,,,,,
player,201112050jax,jax,TrenMo99,tackles_solo,1,,,,,
player,201112050jax,jax,TrenMo99,tackles_assists,0,,,,,
player,201112050jax,jax,TrenMo99,tackles_loss,0,,,,,
player,201112050jax,jax,TrenMo99,qb_hits,0,,,,,
player,201112050jax,jax,TrenMo99,fumbles_rec,0,,,,,
player,201112050jax,jax,TrenMo99,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,TrenMo99,fumbles_rec_td,0,,,,,
player,201112050jax,jax,TrenMo99,fumbles_forced,0,,,,,
player,201112050jax,jax,YoubAs20,def_int,0,,,,,
player,201112050jax,jax,YoubAs20,def_int_yds,0,,,,,
player,201112050jax,jax,YoubAs20,def_int_td,0,,,,,
player,201112050jax,jax,YoubAs20,def_int_long,0,,,,,
player,201112050jax,jax,YoubAs20,pass_defended,0,,,,,
player,201112050jax,jax,YoubAs20,sacks,0.0,,,,,
player,201112050jax,jax,YoubAs20,tackles_combined,1,,,,,
player,201112050jax,jax,YoubAs20,tackles_solo,1,,,,,
player,201112050jax,jax,YoubAs20,tackles_assists,0,,,,,
player,201112050jax,jax,YoubAs20,tackles_loss,0,,,,,
player,201112050jax,jax,YoubAs20,qb_hits,0,,,,,
player,201112050jax,jax,YoubAs20,fumbles_rec,0,,,,,
player,201112050jax,jax,YoubAs20,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,YoubAs20,fumbles_rec_td,0,,,,,
player,201112050jax,jax,YoubAs20,fumbles_forced,0,,,,,
player,201112050jax,sdg,CrayPa00,kick_ret,0,,,,,
player,201112050jax,sdg,CrayPa00,kick_ret_yds,0,,,,,
player,201112050jax,sdg,CrayPa00,kick_ret_yds_per_ret,,,,,,
player,201112050jax,sdg,CrayPa00,kick_ret_td,0,,,,,
player,201112050jax,sdg,CrayPa00,kick_ret_long,0,,,,,
player,201112050jax,sdg,CrayPa00,punt_ret,1,,,,,
player,201112050jax,sdg,CrayPa00,punt_ret_yds,0,,,,,
player,201112050jax,sdg,CrayPa00,punt_ret_yds_per_ret,0.0,,,,,
player,201112050jax,sdg,CrayPa00,punt_ret_td,0,,,,,
player,201112050jax,sdg,CrayPa00,punt_ret_long,0,,,,,
player,201112050jax,sdg,GoodRi00,kick_ret,1,,,,,
player,201112050jax,sdg,GoodRi00,kick_ret_yds,36,,,,,
player,201112050jax,sdg,GoodRi00,kick_ret_yds_per_ret,36.0,,,,,
player,201112050jax,sdg,GoodRi00,kick_ret_td,0,,,,,
player,201112050jax,sdg,GoodRi00,kick_ret_long,36,,,,,
player,201112050jax,sdg,GoodRi00,punt_ret,0,,,,,
player,201112050jax,sdg,GoodRi00,punt_ret_yds,0,,,,,
player,201112050jax,sdg,GoodRi00,punt_ret_yds_per_ret,,,,,,
player,201112050jax,sdg,GoodRi00,punt_ret_td,0,,,,,
player,201112050jax,sdg,GoodRi00,punt_ret_long,0,,,,,
player,201112050jax,jax,ThomMi01,kick_ret,0,,,,,
player,201112050jax,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201112050jax,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201112050jax,jax,ThomMi01,kick_ret_td,0,,,,,
player,201112050jax,jax,ThomMi01,kick_ret_long,0,,,,,
player,201112050jax,jax,ThomMi01,punt_ret,3,,,,,
player,201112050jax,jax,ThomMi01,punt_ret_yds,11,,,,,
player,201112050jax,jax,ThomMi01,punt_ret_yds_per_ret,3.7,,,,,
player,201112050jax,jax,ThomMi01,punt_ret_td,0,,,,,
player,201112050jax,jax,ThomMi01,punt_ret_long,7,,,,,
player,201112050jax,jax,HarrDu01,kick_ret,3,,,,,
player,201112050jax,jax,HarrDu01,kick_ret_yds,68,,,,,
player,201112050jax,jax,HarrDu01,kick_ret_yds_per_ret,22.7,,,,,
player,201112050jax,jax,HarrDu01,kick_ret_td,0,,,,,
player,201112050jax,jax,HarrDu01,kick_ret_long,26,,,,,
player,201112050jax,jax,HarrDu01,punt_ret,0,,,,,
player,201112050jax,jax,HarrDu01,punt_ret_yds,0,,,,,
player,201112050jax,jax,HarrDu01,punt_ret_yds_per_ret,,,,,,
player,201112050jax,jax,HarrDu01,punt_ret_td,0,,,,,
player,201112050jax,jax,HarrDu01,punt_ret_long,0,,,,,
player,201112050jax,jax,ShorCe00,kick_ret,3,,,,,
player,201112050jax,jax,ShorCe00,kick_ret_yds,63,,,,,
player,201112050jax,jax,ShorCe00,kick_ret_yds_per_ret,21.0,,,,,
player,201112050jax,jax,ShorCe00,kick_ret_td,0,,,,,
player,201112050jax,jax,ShorCe00,kick_ret_long,23,,,,,
player,201112050jax,jax,ShorCe00,punt_ret,0,,,,,
player,201112050jax,jax,ShorCe00,punt_ret_yds,0,,,,,
player,201112050jax,jax,ShorCe00,punt_ret_yds_per_ret,,,,,,
player,201112050jax,jax,ShorCe00,punt_ret_td,0,,,,,
player,201112050jax,jax,ShorCe00,punt_ret_long,0,,,,,
player,201112050jax,sdg,novaknic01,xpm,5,,,,,
player,201112050jax,sdg,novaknic01,xpa,5,,,,,
player,201112050jax,sdg,novaknic01,fgm,1,,,,,
player,201112050jax,sdg,novaknic01,fga,1,,,,,
player,201112050jax,sdg,novaknic01,punt,0,,,,,
player,201112050jax,sdg,novaknic01,punt_yds,0,,,,,
player,201112050jax,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201112050jax,sdg,novaknic01,punt_long,0,,,,,
player,201112050jax,sdg,ScifMi20,xpm,,,,,,
player,201112050jax,sdg,ScifMi20,xpa,,,,,,
player,201112050jax,sdg,ScifMi20,fgm,,,,,,
player,201112050jax,sdg,ScifMi20,fga,,,,,,
player,201112050jax,sdg,ScifMi20,punt,4,,,,,
player,201112050jax,sdg,ScifMi20,punt_yds,179,,,,,
player,201112050jax,sdg,ScifMi20,punt_yds_per_punt,44.8,,,,,
player,201112050jax,sdg,ScifMi20,punt_long,52,,,,,
player,201112050jax,jax,scobejos01,xpm,2,,,,,
player,201112050jax,jax,scobejos01,xpa,2,,,,,
player,201112050jax,jax,scobejos01,fgm,,,,,,
player,201112050jax,jax,scobejos01,fga,,,,,,
player,201112050jax,jax,scobejos01,punt,0,,,,,
player,201112050jax,jax,scobejos01,punt_yds,0,,,,,
player,201112050jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201112050jax,jax,scobejos01,punt_long,0,,,,,
player,201112050jax,jax,HarrNi20,xpm,,,,,,
player,201112050jax,jax,HarrNi20,xpa,,,,,,
player,201112050jax,jax,HarrNi20,fgm,,,,,,
player,201112050jax,jax,HarrNi20,fga,,,,,,
player,201112050jax,jax,HarrNi20,punt,5,,,,,
player,201112050jax,jax,HarrNi20,punt_yds,217,,,,,
player,201112050jax,jax,HarrNi20,punt_yds_per_punt,43.4,,,,,
player,201112050jax,jax,HarrNi20,punt_long,52,,,,,
