game,2011,13,20111204,201112040pit,cin,"Cincinnati Bengals",7,pit,"Pittsburgh Steelers",35
player,201112040pit,cin,BensCe00,targets,0,,,,,
player,201112040pit,cin,BensCe00,rec,0,,,,,
player,201112040pit,cin,BensCe00,rec_yds,0,,,,,
player,201112040pit,cin,BensCe00,rec_td,0,,,,,
player,201112040pit,cin,BensCe00,rec_long,0,,,,,
player,201112040pit,cin,BensCe00,fumbles,0,,,,,
player,201112040pit,cin,BensCe00,fumbles_lost,,,,,,
player,201112040pit,cin,ScotBe00,pass_cmp,0,,,,,
player,201112040pit,cin,ScotBe00,pass_att,0,,,,,
player,201112040pit,cin,ScotBe00,pass_yds,0,,,,,
player,201112040pit,cin,ScotBe00,pass_td,0,,,,,
player,201112040pit,cin,ScotBe00,pass_int,0,,,,,
player,201112040pit,cin,ScotBe00,pass_sacked,0,,,,,
player,201112040pit,cin,ScotBe00,pass_sacked_yds,0,,,,,
player,201112040pit,cin,ScotBe00,pass_long,0,,,,,
player,201112040pit,cin,ScotBe00,pass_rating,,,,,,
player,201112040pit,cin,ScotBe00,rush_att,5,,,,,
player,201112040pit,cin,ScotBe00,rush_yds,30,,,,,
player,201112040pit,cin,ScotBe00,rush_td,0,,,,,
player,201112040pit,cin,ScotBe00,rush_long,19,,,,,
player,201112040pit,cin,ScotBe00,targets,1,,,,,
player,201112040pit,cin,ScotBe00,rec,0,,,,,
player,201112040pit,cin,ScotBe00,rec_yds,0,,,,,
player,201112040pit,cin,ScotBe00,rec_td,0,,,,,
player,201112040pit,cin,ScotBe00,rec_long,0,,,,,
player,201112040pit,cin,ScotBe00,fumbles,0,,,,,
player,201112040pit,cin,ScotBe00,fumbles_lost,,,,,,
player,201112040pit,cin,GreeA.00,pass_cmp,0,,,,,
player,201112040pit,cin,GreeA.00,pass_att,0,,,,,
player,201112040pit,cin,GreeA.00,pass_yds,0,,,,,
player,201112040pit,cin,GreeA.00,pass_td,0,,,,,
player,201112040pit,cin,GreeA.00,pass_int,0,,,,,
player,201112040pit,cin,GreeA.00,pass_sacked,0,,,,,
player,201112040pit,cin,GreeA.00,pass_sacked_yds,0,,,,,
player,201112040pit,cin,GreeA.00,pass_long,0,,,,,
player,201112040pit,cin,GreeA.00,pass_rating,,,,,,
player,201112040pit,cin,GreeA.00,rush_att,1,,,,,
player,201112040pit,cin,GreeA.00,rush_yds,15,,,,,
player,201112040pit,cin,GreeA.00,rush_td,0,,,,,
player,201112040pit,cin,GreeA.00,rush_long,15,,,,,
player,201112040pit,cin,GreeA.00,targets,11,,,,,
player,201112040pit,cin,GreeA.00,rec,6,,,,,
player,201112040pit,cin,GreeA.00,rec_yds,87,,,,,
player,201112040pit,cin,GreeA.00,rec_td,1,,,,,
player,201112040pit,cin,GreeA.00,rec_long,43,,,,,
player,201112040pit,cin,GreeA.00,fumbles,0,,,,,
player,201112040pit,cin,GreeA.00,fumbles_lost,,,,,,
player,201112040pit,cin,GresJe00,pass_cmp,0,,,,,
player,201112040pit,cin,GresJe00,pass_att,0,,,,,
player,201112040pit,cin,GresJe00,pass_yds,0,,,,,
player,201112040pit,cin,GresJe00,pass_td,0,,,,,
player,201112040pit,cin,GresJe00,pass_int,0,,,,,
player,201112040pit,cin,GresJe00,pass_sacked,0,,,,,
player,201112040pit,cin,GresJe00,pass_sacked_yds,0,,,,,
player,201112040pit,cin,GresJe00,pass_long,0,,,,,
player,201112040pit,cin,GresJe00,pass_rating,,,,,,
player,201112040pit,cin,GresJe00,rush_att,0,,,,,
player,201112040pit,cin,GresJe00,rush_yds,0,,,,,
player,201112040pit,cin,GresJe00,rush_td,0,,,,,
player,201112040pit,cin,GresJe00,rush_long,0,,,,,
player,201112040pit,cin,GresJe00,targets,7,,,,,
player,201112040pit,cin,GresJe00,rec,3,,,,,
player,201112040pit,cin,GresJe00,rec_yds,37,,,,,
player,201112040pit,cin,GresJe00,rec_td,0,,,,,
player,201112040pit,cin,GresJe00,rec_long,20,,,,,
player,201112040pit,cin,GresJe00,fumbles,0,,,,,
player,201112040pit,cin,GresJe00,fumbles_lost,,,,,,
player,201112040pit,cin,LeonBr00,pass_cmp,0,,,,,
player,201112040pit,cin,LeonBr00,pass_att,0,,,,,
player,201112040pit,cin,LeonBr00,pass_yds,0,,,,,
player,201112040pit,cin,LeonBr00,pass_td,0,,,,,
player,201112040pit,cin,LeonBr00,pass_int,0,,,,,
player,201112040pit,cin,LeonBr00,pass_sacked,0,,,,,
player,201112040pit,cin,LeonBr00,pass_sacked_yds,0,,,,,
player,201112040pit,cin,LeonBr00,pass_long,0,,,,,
player,201112040pit,cin,LeonBr00,pass_rating,,,,,,
player,201112040pit,cin,LeonBr00,rush_att,0,,,,,
player,201112040pit,cin,LeonBr00,rush_yds,0,,,,,
player,201112040pit,cin,LeonBr00,rush_td,0,,,,,
player,201112040pit,cin,LeonBr00,rush_long,0,,,,,
player,201112040pit,cin,LeonBr00,targets,4,,,,,
player,201112040pit,cin,LeonBr00,rec,4,,,,,
player,201112040pit,cin,LeonBr00,rec_yds,20,,,,,
player,201112040pit,cin,LeonBr00,rec_td,0,,,,,
player,201112040pit,cin,LeonBr00,rec_long,9,,,,,
player,201112040pit,cin,LeonBr00,fumbles,0,,,,,
player,201112040pit,cin,LeonBr00,fumbles_lost,,,,,,
player,201112040pit,cin,HawkAn00,pass_cmp,0,,,,,
player,201112040pit,cin,HawkAn00,pass_att,0,,,,,
player,201112040pit,cin,HawkAn00,pass_yds,0,,,,,
player,201112040pit,cin,HawkAn00,pass_td,0,,,,,
player,201112040pit,cin,HawkAn00,pass_int,0,,,,,
player,201112040pit,cin,HawkAn00,pass_sacked,0,,,,,
player,201112040pit,cin,HawkAn00,pass_sacked_yds,0,,,,,
player,201112040pit,cin,HawkAn00,pass_long,0,,,,,
player,201112040pit,cin,HawkAn00,pass_rating,,,,,,
player,201112040pit,cin,HawkAn00,rush_att,0,,,,,
player,201112040pit,cin,HawkAn00,rush_yds,0,,,,,
player,201112040pit,cin,HawkAn00,rush_td,0,,,,,
player,201112040pit,cin,HawkAn00,rush_long,0,,,,,
player,201112040pit,cin,HawkAn00,targets,2,,,,,
player,201112040pit,cin,HawkAn00,rec,1,,,,,
player,201112040pit,cin,HawkAn00,rec_yds,8,,,,,
player,201112040pit,cin,HawkAn00,rec_td,0,,,,,
player,201112040pit,cin,HawkAn00,rec_long,8,,,,,
player,201112040pit,cin,HawkAn00,fumbles,0,,,,,
player,201112040pit,cin,HawkAn00,fumbles_lost,,,,,,
player,201112040pit,cin,CochCo00,pass_cmp,0,,,,,
player,201112040pit,cin,CochCo00,pass_att,0,,,,,
player,201112040pit,cin,CochCo00,pass_yds,0,,,,,
player,201112040pit,cin,CochCo00,pass_td,0,,,,,
player,201112040pit,cin,CochCo00,pass_int,0,,,,,
player,201112040pit,cin,CochCo00,pass_sacked,0,,,,,
player,201112040pit,cin,CochCo00,pass_sacked_yds,0,,,,,
player,201112040pit,cin,CochCo00,pass_long,0,,,,,
player,201112040pit,cin,CochCo00,pass_rating,,,,,,
player,201112040pit,cin,CochCo00,rush_att,0,,,,,
player,201112040pit,cin,CochCo00,rush_yds,0,,,,,
player,201112040pit,cin,CochCo00,rush_td,0,,,,,
player,201112040pit,cin,CochCo00,rush_long,0,,,,,
player,201112040pit,cin,CochCo00,targets,2,,,,,
player,201112040pit,cin,CochCo00,rec,0,,,,,
player,201112040pit,cin,CochCo00,rec_yds,0,,,,,
player,201112040pit,cin,CochCo00,rec_td,0,,,,,
player,201112040pit,cin,CochCo00,rec_long,0,,,,,
player,201112040pit,cin,CochCo00,fumbles,0,,,,,
player,201112040pit,cin,CochCo00,fumbles_lost,,,,,,
player,201112040pit,cin,SimpJe00,pass_cmp,0,,,,,
player,201112040pit,cin,SimpJe00,pass_att,0,,,,,
player,201112040pit,cin,SimpJe00,pass_yds,0,,,,,
player,201112040pit,cin,SimpJe00,pass_td,0,,,,,
player,201112040pit,cin,SimpJe00,pass_int,0,,,,,
player,201112040pit,cin,SimpJe00,pass_sacked,0,,,,,
player,201112040pit,cin,SimpJe00,pass_sacked_yds,0,,,,,
player,201112040pit,cin,SimpJe00,pass_long,0,,,,,
player,201112040pit,cin,SimpJe00,pass_rating,,,,,,
player,201112040pit,cin,SimpJe00,rush_att,0,,,,,
player,201112040pit,cin,SimpJe00,rush_yds,0,,,,,
player,201112040pit,cin,SimpJe00,rush_td,0,,,,,
player,201112040pit,cin,SimpJe00,rush_long,0,,,,,
player,201112040pit,cin,SimpJe00,targets,3,,,,,
player,201112040pit,cin,SimpJe00,rec,0,,,,,
player,201112040pit,cin,SimpJe00,rec_yds,0,,,,,
player,201112040pit,cin,SimpJe00,rec_td,0,,,,,
player,201112040pit,cin,SimpJe00,rec_long,0,,,,,
player,201112040pit,cin,SimpJe00,fumbles,0,,,,,
player,201112040pit,cin,SimpJe00,fumbles_lost,,,,,,
player,201112040pit,pit,RoetBe00,pass_cmp,15,,,,,
player,201112040pit,pit,RoetBe00,pass_att,23,,,,,
player,201112040pit,pit,RoetBe00,pass_yds,176,,,,,
player,201112040pit,pit,RoetBe00,pass_td,2,,,,,
player,201112040pit,pit,RoetBe00,pass_int,0,,,,,
player,201112040pit,pit,RoetBe00,pass_sacked,2,,,,,
player,201112040pit,pit,RoetBe00,pass_sacked_yds,13,,,,,
player,201112040pit,pit,RoetBe00,pass_long,45,,,,,
player,201112040pit,pit,RoetBe00,pass_rating,117.3,,,,,
player,201112040pit,pit,RoetBe00,rush_att,0,,,,,
player,201112040pit,pit,RoetBe00,rush_yds,0,,,,,
player,201112040pit,pit,RoetBe00,rush_td,0,,,,,
player,201112040pit,pit,RoetBe00,rush_long,0,,,,,
player,201112040pit,pit,RoetBe00,targets,0,,,,,
player,201112040pit,pit,RoetBe00,rec,0,,,,,
player,201112040pit,pit,RoetBe00,rec_yds,0,,,,,
player,201112040pit,pit,RoetBe00,rec_td,0,,,,,
player,201112040pit,pit,RoetBe00,rec_long,0,,,,,
player,201112040pit,pit,RoetBe00,fumbles,0,,,,,
player,201112040pit,pit,RoetBe00,fumbles_lost,,,,,,
player,201112040pit,pit,MendRa00,pass_cmp,0,,,,,
player,201112040pit,pit,MendRa00,pass_att,0,,,,,
player,201112040pit,pit,MendRa00,pass_yds,0,,,,,
player,201112040pit,pit,MendRa00,pass_td,0,,,,,
player,201112040pit,pit,MendRa00,pass_int,0,,,,,
player,201112040pit,pit,MendRa00,pass_sacked,0,,,,,
player,201112040pit,pit,MendRa00,pass_sacked_yds,0,,,,,
player,201112040pit,pit,MendRa00,pass_long,0,,,,,
player,201112040pit,pit,MendRa00,pass_rating,,,,,,
player,201112040pit,pit,MendRa00,rush_att,16,,,,,
player,201112040pit,pit,MendRa00,rush_yds,60,,,,,
player,201112040pit,pit,MendRa00,rush_td,2,,,,,
player,201112040pit,pit,MendRa00,rush_long,15,,,,,
player,201112040pit,pit,MendRa00,targets,0,,,,,
player,201112040pit,pit,MendRa00,rec,0,,,,,
player,201112040pit,pit,MendRa00,rec_yds,0,,,,,
player,201112040pit,pit,MendRa00,rec_td,0,,,,,
player,201112040pit,pit,MendRa00,rec_long,0,,,,,
player,201112040pit,pit,MendRa00,fumbles,0,,,,,
player,201112040pit,pit,MendRa00,fumbles_lost,,,,,,
player,201112040pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201112040pit,pit,RedmIs20,pass_att,0,,,,,
player,201112040pit,pit,RedmIs20,pass_yds,0,,,,,
player,201112040pit,pit,RedmIs20,pass_td,0,,,,,
player,201112040pit,pit,RedmIs20,pass_int,0,,,,,
player,201112040pit,pit,RedmIs20,pass_sacked,0,,,,,
player,201112040pit,pit,RedmIs20,pass_sacked_yds,0,,,,,
player,201112040pit,pit,RedmIs20,pass_long,0,,,,,
player,201112040pit,pit,RedmIs20,pass_rating,,,,,,
player,201112040pit,pit,RedmIs20,rush_att,8,,,,,
player,201112040pit,pit,RedmIs20,rush_yds,51,,,,,
player,201112040pit,pit,RedmIs20,rush_td,0,,,,,
player,201112040pit,pit,RedmIs20,rush_long,27,,,,,
player,201112040pit,pit,RedmIs20,targets,0,,,,,
player,201112040pit,pit,RedmIs20,rec,0,,,,,
player,201112040pit,pit,RedmIs20,rec_yds,0,,,,,
player,201112040pit,pit,RedmIs20,rec_td,0,,,,,
player,201112040pit,pit,RedmIs20,rec_long,0,,,,,
player,201112040pit,pit,RedmIs20,fumbles,0,,,,,
player,201112040pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201112040pit,pit,MoorMe00,pass_cmp,0,,,,,
player,201112040pit,pit,MoorMe00,pass_att,0,,,,,
player,201112040pit,pit,MoorMe00,pass_yds,0,,,,,
player,201112040pit,pit,MoorMe00,pass_td,0,,,,,
player,201112040pit,pit,MoorMe00,pass_int,0,,,,,
player,201112040pit,pit,MoorMe00,pass_sacked,0,,,,,
player,201112040pit,pit,MoorMe00,pass_sacked_yds,0,,,,,
player,201112040pit,pit,MoorMe00,pass_long,0,,,,,
player,201112040pit,pit,MoorMe00,pass_rating,,,,,,
player,201112040pit,pit,MoorMe00,rush_att,1,,,,,
player,201112040pit,pit,MoorMe00,rush_yds,13,,,,,
player,201112040pit,pit,MoorMe00,rush_td,0,,,,,
player,201112040pit,pit,MoorMe00,rush_long,13,,,,,
player,201112040pit,pit,MoorMe00,targets,1,,,,,
player,201112040pit,pit,MoorMe00,rec,0,,,,,
player,201112040pit,pit,MoorMe00,rec_yds,0,,,,,
player,201112040pit,pit,MoorMe00,rec_td,0,,,,,
player,201112040pit,pit,MoorMe00,rec_long,0,,,,,
player,201112040pit,pit,MoorMe00,fumbles,0,,,,,
player,201112040pit,pit,MoorMe00,fumbles_lost,,,,,,
player,201112040pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201112040pit,pit,BrowAn04,pass_att,0,,,,,
player,201112040pit,pit,BrowAn04,pass_yds,0,,,,,
player,201112040pit,pit,BrowAn04,pass_td,0,,,,,
player,201112040pit,pit,BrowAn04,pass_int,0,,,,,
player,201112040pit,pit,BrowAn04,pass_sacked,0,,,,,
player,201112040pit,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201112040pit,pit,BrowAn04,pass_long,0,,,,,
player,201112040pit,pit,BrowAn04,pass_rating,,,,,,
player,201112040pit,pit,BrowAn04,rush_att,1,,,,,
player,201112040pit,pit,BrowAn04,rush_yds,9,,,,,
player,201112040pit,pit,BrowAn04,rush_td,0,,,,,
player,201112040pit,pit,BrowAn04,rush_long,9,,,,,
player,201112040pit,pit,BrowAn04,targets,4,,,,,
player,201112040pit,pit,BrowAn04,rec,2,,,,,
player,201112040pit,pit,BrowAn04,rec_yds,67,,,,,
player,201112040pit,pit,BrowAn04,rec_td,0,,,,,
player,201112040pit,pit,BrowAn04,rec_long,45,,,,,
player,201112040pit,pit,BrowAn04,fumbles,0,,,,,
player,201112040pit,pit,BrowAn04,fumbles_lost,,,,,,
player,201112040pit,pit,DwyeJo00,pass_cmp,0,,,,,
player,201112040pit,pit,DwyeJo00,pass_att,0,,,,,
player,201112040pit,pit,DwyeJo00,pass_yds,0,,,,,
player,201112040pit,pit,DwyeJo00,pass_td,0,,,,,
player,201112040pit,pit,DwyeJo00,pass_int,0,,,,,
player,201112040pit,pit,DwyeJo00,pass_sacked,0,,,,,
player,201112040pit,pit,DwyeJo00,pass_sacked_yds,0,,,,,
player,201112040pit,pit,DwyeJo00,pass_long,0,,,,,
player,201112040pit,pit,DwyeJo00,pass_rating,,,,,,
player,201112040pit,pit,DwyeJo00,rush_att,3,,,,,
player,201112040pit,pit,DwyeJo00,rush_yds,8,,,,,
player,201112040pit,pit,DwyeJo00,rush_td,0,,,,,
player,201112040pit,pit,DwyeJo00,rush_long,8,,,,,
player,201112040pit,pit,DwyeJo00,targets,0,,,,,
player,201112040pit,pit,DwyeJo00,rec,0,,,,,
player,201112040pit,pit,DwyeJo00,rec_yds,0,,,,,
player,201112040pit,pit,DwyeJo00,rec_td,0,,,,,
player,201112040pit,pit,DwyeJo00,rec_long,0,,,,,
player,201112040pit,pit,DwyeJo00,fumbles,0,,,,,
player,201112040pit,pit,DwyeJo00,fumbles_lost,,,,,,
player,201112040pit,pit,WardHi00,pass_cmp,0,,,,,
player,201112040pit,pit,WardHi00,pass_att,0,,,,,
player,201112040pit,pit,WardHi00,pass_yds,0,,,,,
player,201112040pit,pit,WardHi00,pass_td,0,,,,,
player,201112040pit,pit,WardHi00,pass_int,0,,,,,
player,201112040pit,pit,WardHi00,pass_sacked,0,,,,,
player,201112040pit,pit,WardHi00,pass_sacked_yds,0,,,,,
player,201112040pit,pit,WardHi00,pass_long,0,,,,,
player,201112040pit,pit,WardHi00,pass_rating,,,,,,
player,201112040pit,pit,WardHi00,rush_att,0,,,,,
player,201112040pit,pit,WardHi00,rush_yds,0,,,,,
player,201112040pit,pit,WardHi00,rush_td,0,,,,,
player,201112040pit,pit,WardHi00,rush_long,0,,,,,
player,201112040pit,pit,WardHi00,targets,6,,,,,
player,201112040pit,pit,WardHi00,rec,5,,,,,
player,201112040pit,pit,WardHi00,rec_yds,30,,,,,
player,201112040pit,pit,WardHi00,rec_td,0,,,,,
player,201112040pit,pit,WardHi00,rec_long,12,,,,,
player,201112040pit,pit,WardHi00,fumbles,0,,,,,
player,201112040pit,pit,WardHi00,fumbles_lost,,,,,,
player,201112040pit,pit,SaunWe00,pass_cmp,0,,,,,
player,201112040pit,pit,SaunWe00,pass_att,0,,,,,
player,201112040pit,pit,SaunWe00,pass_yds,0,,,,,
player,201112040pit,pit,SaunWe00,pass_td,0,,,,,
player,201112040pit,pit,SaunWe00,pass_int,0,,,,,
player,201112040pit,pit,SaunWe00,pass_sacked,0,,,,,
player,201112040pit,pit,SaunWe00,pass_sacked_yds,0,,,,,
player,201112040pit,pit,SaunWe00,pass_long,0,,,,,
player,201112040pit,pit,SaunWe00,pass_rating,,,,,,
player,201112040pit,pit,SaunWe00,rush_att,0,,,,,
player,201112040pit,pit,SaunWe00,rush_yds,0,,,,,
player,201112040pit,pit,SaunWe00,rush_td,0,,,,,
player,201112040pit,pit,SaunWe00,rush_long,0,,,,,
player,201112040pit,pit,SaunWe00,targets,1,,,,,
player,201112040pit,pit,SaunWe00,rec,1,,,,,
player,201112040pit,pit,SaunWe00,rec_yds,14,,,,,
player,201112040pit,pit,SaunWe00,rec_td,0,,,,,
player,201112040pit,pit,SaunWe00,rec_long,14,,,,,
player,201112040pit,pit,SaunWe00,fumbles,0,,,,,
player,201112040pit,pit,SaunWe00,fumbles_lost,,,,,,
player,201112040pit,pit,MillHe00,pass_cmp,0,,,,,
player,201112040pit,pit,MillHe00,pass_att,0,,,,,
player,201112040pit,pit,MillHe00,pass_yds,0,,,,,
player,201112040pit,pit,MillHe00,pass_td,0,,,,,
player,201112040pit,pit,MillHe00,pass_int,0,,,,,
player,201112040pit,pit,MillHe00,pass_sacked,0,,,,,
player,201112040pit,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201112040pit,pit,MillHe00,pass_long,0,,,,,
player,201112040pit,pit,MillHe00,pass_rating,,,,,,
player,201112040pit,pit,MillHe00,rush_att,0,,,,,
player,201112040pit,pit,MillHe00,rush_yds,0,,,,,
player,201112040pit,pit,MillHe00,rush_td,0,,,,,
player,201112040pit,pit,MillHe00,rush_long,0,,,,,
player,201112040pit,pit,MillHe00,targets,3,,,,,
player,201112040pit,pit,MillHe00,rec,2,,,,,
player,201112040pit,pit,MillHe00,rec_yds,12,,,,,
player,201112040pit,pit,MillHe00,rec_td,0,,,,,
player,201112040pit,pit,MillHe00,rec_long,7,,,,,
player,201112040pit,pit,MillHe00,fumbles,0,,,,,
player,201112040pit,pit,MillHe00,fumbles_lost,,,,,,
player,201112040pit,pit,JohnDa05,pass_cmp,0,,,,,
player,201112040pit,pit,JohnDa05,pass_att,0,,,,,
player,201112040pit,pit,JohnDa05,pass_yds,0,,,,,
player,201112040pit,pit,JohnDa05,pass_td,0,,,,,
player,201112040pit,pit,JohnDa05,pass_int,0,,,,,
player,201112040pit,pit,JohnDa05,pass_sacked,0,,,,,
player,201112040pit,pit,JohnDa05,pass_sacked_yds,0,,,,,
player,201112040pit,pit,JohnDa05,pass_long,0,,,,,
player,201112040pit,pit,JohnDa05,pass_rating,,,,,,
player,201112040pit,pit,JohnDa05,rush_att,0,,,,,
player,201112040pit,pit,JohnDa05,rush_yds,0,,,,,
player,201112040pit,pit,JohnDa05,rush_td,0,,,,,
player,201112040pit,pit,JohnDa05,rush_long,0,,,,,
player,201112040pit,pit,JohnDa05,targets,1,,,,,
player,201112040pit,pit,JohnDa05,rec,1,,,,,
player,201112040pit,pit,JohnDa05,rec_yds,9,,,,,
player,201112040pit,pit,JohnDa05,rec_td,0,,,,,
player,201112040pit,pit,JohnDa05,rec_long,9,,,,,
player,201112040pit,pit,JohnDa05,fumbles,0,,,,,
player,201112040pit,pit,JohnDa05,fumbles_lost,,,,,,
player,201112040pit,pit,SandEm00,pass_cmp,0,,,,,
player,201112040pit,pit,SandEm00,pass_att,0,,,,,
player,201112040pit,pit,SandEm00,pass_yds,0,,,,,
player,201112040pit,pit,SandEm00,pass_td,0,,,,,
player,201112040pit,pit,SandEm00,pass_int,0,,,,,
player,201112040pit,pit,SandEm00,pass_sacked,0,,,,,
player,201112040pit,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201112040pit,pit,SandEm00,pass_long,0,,,,,
player,201112040pit,pit,SandEm00,pass_rating,,,,,,
player,201112040pit,pit,SandEm00,rush_att,0,,,,,
player,201112040pit,pit,SandEm00,rush_yds,0,,,,,
player,201112040pit,pit,SandEm00,rush_td,0,,,,,
player,201112040pit,pit,SandEm00,rush_long,0,,,,,
player,201112040pit,pit,SandEm00,targets,2,,,,,
player,201112040pit,pit,SandEm00,rec,1,,,,,
player,201112040pit,pit,SandEm00,rec_yds,6,,,,,
player,201112040pit,pit,SandEm00,rec_td,0,,,,,
player,201112040pit,pit,SandEm00,rec_long,6,,,,,
player,201112040pit,pit,SandEm00,fumbles,0,,,,,
player,201112040pit,pit,SandEm00,fumbles_lost,,,,,,
player,201112040pit,pit,BatcCh00,pass_cmp,0,,,,,
player,201112040pit,pit,BatcCh00,pass_att,0,,,,,
player,201112040pit,pit,BatcCh00,pass_yds,0,,,,,
player,201112040pit,pit,BatcCh00,pass_td,0,,,,,
player,201112040pit,pit,BatcCh00,pass_int,0,,,,,
player,201112040pit,pit,BatcCh00,pass_sacked,1,,,,,
player,201112040pit,pit,BatcCh00,pass_sacked_yds,4,,,,,
player,201112040pit,pit,BatcCh00,pass_long,0,,,,,
player,201112040pit,pit,BatcCh00,pass_rating,,,,,,
player,201112040pit,pit,BatcCh00,rush_att,3,,,,,
player,201112040pit,pit,BatcCh00,rush_yds,-2,,,,,
player,201112040pit,pit,BatcCh00,rush_td,0,,,,,
player,201112040pit,pit,BatcCh00,rush_long,0,,,,,
player,201112040pit,pit,BatcCh00,targets,0,,,,,
player,201112040pit,pit,BatcCh00,rec,0,,,,,
player,201112040pit,pit,BatcCh00,rec_yds,0,,,,,
