game,2011,7,20111023,201110230mia,den,"Denver Broncos",18,mia,"Miami Dolphins",15
player,201110230mia,den,MaysJo99,def_int_td,0,,,,,
player,201110230mia,den,MaysJo99,def_int_long,0,,,,,
player,201110230mia,den,MaysJo99,pass_defended,0,,,,,
player,201110230mia,den,MaysJo99,sacks,0.0,,,,,
player,201110230mia,den,MaysJo99,tackles_combined,6,,,,,
player,201110230mia,den,MaysJo99,tackles_solo,5,,,,,
player,201110230mia,den,MaysJo99,tackles_assists,1,,,,,
player,201110230mia,den,MaysJo99,tackles_loss,0,,,,,
player,201110230mia,den,MaysJo99,qb_hits,0,,,,,
player,201110230mia,den,MaysJo99,fumbles_rec,0,,,,,
player,201110230mia,den,MaysJo99,fumbles_rec_yds,0,,,,,
player,201110230mia,den,MaysJo99,fumbles_rec_td,0,,,,,
player,201110230mia,den,MaysJo99,fumbles_forced,0,,,,,
player,201110230mia,den,McBeRy99,def_int,0,,,,,
player,201110230mia,den,McBeRy99,def_int_yds,0,,,,,
player,201110230mia,den,McBeRy99,def_int_td,0,,,,,
player,201110230mia,den,McBeRy99,def_int_long,0,,,,,
player,201110230mia,den,McBeRy99,pass_defended,0,,,,,
player,201110230mia,den,McBeRy99,sacks,0.0,,,,,
player,201110230mia,den,McBeRy99,tackles_combined,6,,,,,
player,201110230mia,den,McBeRy99,tackles_solo,3,,,,,
player,201110230mia,den,McBeRy99,tackles_assists,3,,,,,
player,201110230mia,den,McBeRy99,tackles_loss,2,,,,,
player,201110230mia,den,McBeRy99,qb_hits,0,,,,,
player,201110230mia,den,McBeRy99,fumbles_rec,0,,,,,
player,201110230mia,den,McBeRy99,fumbles_rec_yds,0,,,,,
player,201110230mia,den,McBeRy99,fumbles_rec_td,0,,,,,
player,201110230mia,den,McBeRy99,fumbles_forced,0,,,,,
player,201110230mia,den,WoodWe20,def_int,0,,,,,
player,201110230mia,den,WoodWe20,def_int_yds,0,,,,,
player,201110230mia,den,WoodWe20,def_int_td,0,,,,,
player,201110230mia,den,WoodWe20,def_int_long,0,,,,,
player,201110230mia,den,WoodWe20,pass_defended,0,,,,,
player,201110230mia,den,WoodWe20,sacks,0.0,,,,,
player,201110230mia,den,WoodWe20,tackles_combined,5,,,,,
player,201110230mia,den,WoodWe20,tackles_solo,4,,,,,
player,201110230mia,den,WoodWe20,tackles_assists,1,,,,,
player,201110230mia,den,WoodWe20,tackles_loss,0,,,,,
player,201110230mia,den,WoodWe20,qb_hits,0,,,,,
player,201110230mia,den,WoodWe20,fumbles_rec,0,,,,,
player,201110230mia,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201110230mia,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201110230mia,den,WoodWe20,fumbles_forced,0,,,,,
player,201110230mia,den,BailCh00,def_int,0,,,,,
player,201110230mia,den,BailCh00,def_int_yds,0,,,,,
player,201110230mia,den,BailCh00,def_int_td,0,,,,,
player,201110230mia,den,BailCh00,def_int_long,0,,,,,
player,201110230mia,den,BailCh00,pass_defended,0,,,,,
player,201110230mia,den,BailCh00,sacks,0.0,,,,,
player,201110230mia,den,BailCh00,tackles_combined,4,,,,,
player,201110230mia,den,BailCh00,tackles_solo,3,,,,,
player,201110230mia,den,BailCh00,tackles_assists,1,,,,,
player,201110230mia,den,BailCh00,tackles_loss,0,,,,,
player,201110230mia,den,BailCh00,qb_hits,0,,,,,
player,201110230mia,den,BailCh00,fumbles_rec,0,,,,,
player,201110230mia,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201110230mia,den,BailCh00,fumbles_rec_td,0,,,,,
player,201110230mia,den,BailCh00,fumbles_forced,0,,,,,
player,201110230mia,den,BunkBr20,def_int,0,,,,,
player,201110230mia,den,BunkBr20,def_int_yds,0,,,,,
player,201110230mia,den,BunkBr20,def_int_td,0,,,,,
player,201110230mia,den,BunkBr20,def_int_long,0,,,,,
player,201110230mia,den,BunkBr20,pass_defended,0,,,,,
player,201110230mia,den,BunkBr20,sacks,0.0,,,,,
player,201110230mia,den,BunkBr20,tackles_combined,4,,,,,
player,201110230mia,den,BunkBr20,tackles_solo,3,,,,,
player,201110230mia,den,BunkBr20,tackles_assists,1,,,,,
player,201110230mia,den,BunkBr20,tackles_loss,1,,,,,
player,201110230mia,den,BunkBr20,qb_hits,0,,,,,
player,201110230mia,den,BunkBr20,fumbles_rec,0,,,,,
player,201110230mia,den,BunkBr20,fumbles_rec_yds,0,,,,,
player,201110230mia,den,BunkBr20,fumbles_rec_td,0,,,,,
player,201110230mia,den,BunkBr20,fumbles_forced,0,,,,,
player,201110230mia,den,CartQu01,def_int,0,,,,,
player,201110230mia,den,CartQu01,def_int_yds,0,,,,,
player,201110230mia,den,CartQu01,def_int_td,0,,,,,
player,201110230mia,den,CartQu01,def_int_long,0,,,,,
player,201110230mia,den,CartQu01,pass_defended,0,,,,,
player,201110230mia,den,CartQu01,sacks,0.0,,,,,
player,201110230mia,den,CartQu01,tackles_combined,3,,,,,
player,201110230mia,den,CartQu01,tackles_solo,2,,,,,
player,201110230mia,den,CartQu01,tackles_assists,1,,,,,
player,201110230mia,den,CartQu01,tackles_loss,0,,,,,
player,201110230mia,den,CartQu01,qb_hits,0,,,,,
player,201110230mia,den,CartQu01,fumbles_rec,0,,,,,
player,201110230mia,den,CartQu01,fumbles_rec_yds,0,,,,,
player,201110230mia,den,CartQu01,fumbles_rec_td,0,,,,,
player,201110230mia,den,CartQu01,fumbles_forced,0,,,,,
player,201110230mia,den,GoodAn20,def_int,0,,,,,
player,201110230mia,den,GoodAn20,def_int_yds,0,,,,,
player,201110230mia,den,GoodAn20,def_int_td,0,,,,,
player,201110230mia,den,GoodAn20,def_int_long,0,,,,,
player,201110230mia,den,GoodAn20,pass_defended,0,,,,,
player,201110230mia,den,GoodAn20,sacks,0.0,,,,,
player,201110230mia,den,GoodAn20,tackles_combined,3,,,,,
player,201110230mia,den,GoodAn20,tackles_solo,2,,,,,
player,201110230mia,den,GoodAn20,tackles_assists,1,,,,,
player,201110230mia,den,GoodAn20,tackles_loss,0,,,,,
player,201110230mia,den,GoodAn20,qb_hits,0,,,,,
player,201110230mia,den,GoodAn20,fumbles_rec,0,,,,,
player,201110230mia,den,GoodAn20,fumbles_rec_yds,0,,,,,
player,201110230mia,den,GoodAn20,fumbles_rec_td,0,,,,,
player,201110230mia,den,GoodAn20,fumbles_forced,0,,,,,
player,201110230mia,den,AyerRo99,def_int,0,,,,,
player,201110230mia,den,AyerRo99,def_int_yds,0,,,,,
player,201110230mia,den,AyerRo99,def_int_td,0,,,,,
player,201110230mia,den,AyerRo99,def_int_long,0,,,,,
player,201110230mia,den,AyerRo99,pass_defended,0,,,,,
player,201110230mia,den,AyerRo99,sacks,0.0,,,,,
player,201110230mia,den,AyerRo99,tackles_combined,2,,,,,
player,201110230mia,den,AyerRo99,tackles_solo,1,,,,,
player,201110230mia,den,AyerRo99,tackles_assists,1,,,,,
player,201110230mia,den,AyerRo99,tackles_loss,0,,,,,
player,201110230mia,den,AyerRo99,qb_hits,0,,,,,
player,201110230mia,den,AyerRo99,fumbles_rec,0,,,,,
player,201110230mia,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201110230mia,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201110230mia,den,AyerRo99,fumbles_forced,0,,,,,
player,201110230mia,den,HarrCh01,def_int,0,,,,,
player,201110230mia,den,HarrCh01,def_int_yds,0,,,,,
player,201110230mia,den,HarrCh01,def_int_td,0,,,,,
player,201110230mia,den,HarrCh01,def_int_long,0,,,,,
player,201110230mia,den,HarrCh01,pass_defended,2,,,,,
player,201110230mia,den,HarrCh01,sacks,0.0,,,,,
player,201110230mia,den,HarrCh01,tackles_combined,2,,,,,
player,201110230mia,den,HarrCh01,tackles_solo,1,,,,,
player,201110230mia,den,HarrCh01,tackles_assists,1,,,,,
player,201110230mia,den,HarrCh01,tackles_loss,0,,,,,
player,201110230mia,den,HarrCh01,qb_hits,0,,,,,
player,201110230mia,den,HarrCh01,fumbles_rec,0,,,,,
player,201110230mia,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201110230mia,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201110230mia,den,HarrCh01,fumbles_forced,0,,,,,
player,201110230mia,den,ThomMa99,def_int,0,,,,,
player,201110230mia,den,ThomMa99,def_int_yds,0,,,,,
player,201110230mia,den,ThomMa99,def_int_td,0,,,,,
player,201110230mia,den,ThomMa99,def_int_long,0,,,,,
player,201110230mia,den,ThomMa99,pass_defended,0,,,,,
player,201110230mia,den,ThomMa99,sacks,0.0,,,,,
player,201110230mia,den,ThomMa99,tackles_combined,2,,,,,
player,201110230mia,den,ThomMa99,tackles_solo,2,,,,,
player,201110230mia,den,ThomMa99,tackles_assists,0,,,,,
player,201110230mia,den,ThomMa99,tackles_loss,0,,,,,
player,201110230mia,den,ThomMa99,qb_hits,0,,,,,
player,201110230mia,den,ThomMa99,fumbles_rec,0,,,,,
player,201110230mia,den,ThomMa99,fumbles_rec_yds,0,,,,,
player,201110230mia,den,ThomMa99,fumbles_rec_td,0,,,,,
player,201110230mia,den,ThomMa99,fumbles_forced,0,,,,,
player,201110230mia,den,BrutDa99,def_int,0,,,,,
player,201110230mia,den,BrutDa99,def_int_yds,0,,,,,
player,201110230mia,den,BrutDa99,def_int_td,0,,,,,
player,201110230mia,den,BrutDa99,def_int_long,0,,,,,
player,201110230mia,den,BrutDa99,pass_defended,0,,,,,
player,201110230mia,den,BrutDa99,sacks,0.0,,,,,
player,201110230mia,den,BrutDa99,tackles_combined,1,,,,,
player,201110230mia,den,BrutDa99,tackles_solo,1,,,,,
player,201110230mia,den,BrutDa99,tackles_assists,0,,,,,
player,201110230mia,den,BrutDa99,tackles_loss,0,,,,,
player,201110230mia,den,BrutDa99,qb_hits,0,,,,,
player,201110230mia,den,BrutDa99,fumbles_rec,0,,,,,
player,201110230mia,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201110230mia,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201110230mia,den,BrutDa99,fumbles_forced,0,,,,,
player,201110230mia,den,DumeEl20,def_int,0,,,,,
player,201110230mia,den,DumeEl20,def_int_yds,0,,,,,
player,201110230mia,den,DumeEl20,def_int_td,0,,,,,
player,201110230mia,den,DumeEl20,def_int_long,0,,,,,
player,201110230mia,den,DumeEl20,pass_defended,0,,,,,
player,201110230mia,den,DumeEl20,sacks,0.0,,,,,
player,201110230mia,den,DumeEl20,tackles_combined,1,,,,,
player,201110230mia,den,DumeEl20,tackles_solo,1,,,,,
player,201110230mia,den,DumeEl20,tackles_assists,0,,,,,
player,201110230mia,den,DumeEl20,tackles_loss,0,,,,,
player,201110230mia,den,DumeEl20,qb_hits,0,,,,,
player,201110230mia,den,DumeEl20,fumbles_rec,0,,,,,
player,201110230mia,den,DumeEl20,fumbles_rec_yds,0,,,,,
player,201110230mia,den,DumeEl20,fumbles_rec_td,0,,,,,
player,201110230mia,den,DumeEl20,fumbles_forced,0,,,,,
player,201110230mia,den,HuntJa24,def_int,0,,,,,
player,201110230mia,den,HuntJa24,def_int_yds,0,,,,,
player,201110230mia,den,HuntJa24,def_int_td,0,,,,,
player,201110230mia,den,HuntJa24,def_int_long,0,,,,,
player,201110230mia,den,HuntJa24,pass_defended,0,,,,,
player,201110230mia,den,HuntJa24,sacks,0.0,,,,,
player,201110230mia,den,HuntJa24,tackles_combined,1,,,,,
player,201110230mia,den,HuntJa24,tackles_solo,0,,,,,
player,201110230mia,den,HuntJa24,tackles_assists,1,,,,,
player,201110230mia,den,HuntJa24,tackles_loss,0,,,,,
player,201110230mia,den,HuntJa24,qb_hits,0,,,,,
player,201110230mia,den,HuntJa24,fumbles_rec,0,,,,,
player,201110230mia,den,HuntJa24,fumbles_rec_yds,0,,,,,
player,201110230mia,den,HuntJa24,fumbles_rec_td,0,,,,,
player,201110230mia,den,HuntJa24,fumbles_forced,0,,,,,
player,201110230mia,den,UnreMi00,def_int,0,,,,,
player,201110230mia,den,UnreMi00,def_int_yds,0,,,,,
player,201110230mia,den,UnreMi00,def_int_td,0,,,,,
player,201110230mia,den,UnreMi00,def_int_long,0,,,,,
player,201110230mia,den,UnreMi00,pass_defended,0,,,,,
player,201110230mia,den,UnreMi00,sacks,0.0,,,,,
player,201110230mia,den,UnreMi00,tackles_combined,1,,,,,
player,201110230mia,den,UnreMi00,tackles_solo,1,,,,,
player,201110230mia,den,UnreMi00,tackles_assists,0,,,,,
player,201110230mia,den,UnreMi00,tackles_loss,0,,,,,
player,201110230mia,den,UnreMi00,qb_hits,0,,,,,
player,201110230mia,den,UnreMi00,fumbles_rec,0,,,,,
player,201110230mia,den,UnreMi00,fumbles_rec_yds,0,,,,,
player,201110230mia,den,UnreMi00,fumbles_rec_td,0,,,,,
player,201110230mia,den,UnreMi00,fumbles_forced,0,,,,,
player,201110230mia,mia,WakeCa00,def_int,0,,,,,
player,201110230mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201110230mia,mia,WakeCa00,def_int_td,0,,,,,
player,201110230mia,mia,WakeCa00,def_int_long,0,,,,,
player,201110230mia,mia,WakeCa00,pass_defended,0,,,,,
player,201110230mia,mia,WakeCa00,sacks,2.0,,,,,
player,201110230mia,mia,WakeCa00,tackles_combined,4,,,,,
player,201110230mia,mia,WakeCa00,tackles_solo,4,,,,,
player,201110230mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201110230mia,mia,WakeCa00,tackles_loss,2,,,,,
player,201110230mia,mia,WakeCa00,qb_hits,3,,,,,
player,201110230mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201110230mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201110230mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201110230mia,mia,BellYe20,def_int,0,,,,,
player,201110230mia,mia,BellYe20,def_int_yds,0,,,,,
player,201110230mia,mia,BellYe20,def_int_td,0,,,,,
player,201110230mia,mia,BellYe20,def_int_long,0,,,,,
player,201110230mia,mia,BellYe20,pass_defended,0,,,,,
player,201110230mia,mia,BellYe20,sacks,1.0,,,,,
player,201110230mia,mia,BellYe20,tackles_combined,7,,,,,
player,201110230mia,mia,BellYe20,tackles_solo,6,,,,,
player,201110230mia,mia,BellYe20,tackles_assists,1,,,,,
player,201110230mia,mia,BellYe20,tackles_loss,1,,,,,
player,201110230mia,mia,BellYe20,qb_hits,1,,,,,
player,201110230mia,mia,BellYe20,fumbles_rec,1,,,,,
player,201110230mia,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201110230mia,mia,BellYe20,fumbles_forced,0,,,,,
player,201110230mia,mia,OdriJa99,def_int,0,,,,,
player,201110230mia,mia,OdriJa99,def_int_yds,0,,,,,
player,201110230mia,mia,OdriJa99,def_int_td,0,,,,,
player,201110230mia,mia,OdriJa99,def_int_long,0,,,,,
player,201110230mia,mia,OdriJa99,pass_defended,0,,,,,
player,201110230mia,mia,OdriJa99,sacks,1.0,,,,,
player,201110230mia,mia,OdriJa99,tackles_combined,3,,,,,
player,201110230mia,mia,OdriJa99,tackles_solo,3,,,,,
player,201110230mia,mia,OdriJa99,tackles_assists,0,,,,,
player,201110230mia,mia,OdriJa99,tackles_loss,1,,,,,
player,201110230mia,mia,OdriJa99,qb_hits,2,,,,,
player,201110230mia,mia,OdriJa99,fumbles_rec,0,,,,,
player,201110230mia,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201110230mia,mia,OdriJa99,fumbles_forced,0,,,,,
player,201110230mia,mia,StarRa20,def_int,0,,,,,
player,201110230mia,mia,StarRa20,def_int_yds,0,,,,,
player,201110230mia,mia,StarRa20,def_int_td,0,,,,,
player,201110230mia,mia,StarRa20,def_int_long,0,,,,,
player,201110230mia,mia,StarRa20,pass_defended,0,,,,,
player,201110230mia,mia,StarRa20,sacks,1.0,,,,,
player,201110230mia,mia,StarRa20,tackles_combined,2,,,,,
player,201110230mia,mia,StarRa20,tackles_solo,2,,,,,
player,201110230mia,mia,StarRa20,tackles_assists,0,,,,,
player,201110230mia,mia,StarRa20,tackles_loss,1,,,,,
player,201110230mia,mia,StarRa20,qb_hits,2,,,,,
player,201110230mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201110230mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201110230mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201110230mia,mia,TaylJa03,def_int,0,,,,,
player,201110230mia,mia,TaylJa03,def_int_yds,0,,,,,
player,201110230mia,mia,TaylJa03,def_int_td,0,,,,,
player,201110230mia,mia,TaylJa03,def_int_long,0,,,,,
player,201110230mia,mia,TaylJa03,pass_defended,0,,,,,
player,201110230mia,mia,TaylJa03,sacks,1.0,,,,,
player,201110230mia,mia,TaylJa03,tackles_combined,2,,,,,
player,201110230mia,mia,TaylJa03,tackles_solo,2,,,,,
player,201110230mia,mia,TaylJa03,tackles_assists,0,,,,,
player,201110230mia,mia,TaylJa03,tackles_loss,1,,,,,
player,201110230mia,mia,TaylJa03,qb_hits,2,,,,,
player,201110230mia,mia,TaylJa03,fumbles_rec,0,,,,,
player,201110230mia,mia,TaylJa03,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,TaylJa03,fumbles_rec_td,0,,,,,
player,201110230mia,mia,TaylJa03,fumbles_forced,0,,,,,
player,201110230mia,mia,DansKa20,def_int,0,,,,,
player,201110230mia,mia,DansKa20,def_int_yds,0,,,,,
player,201110230mia,mia,DansKa20,def_int_td,0,,,,,
player,201110230mia,mia,DansKa20,def_int_long,0,,,,,
player,201110230mia,mia,DansKa20,pass_defended,1,,,,,
player,201110230mia,mia,DansKa20,sacks,0.0,,,,,
player,201110230mia,mia,DansKa20,tackles_combined,12,,,,,
player,201110230mia,mia,DansKa20,tackles_solo,8,,,,,
player,201110230mia,mia,DansKa20,tackles_assists,4,,,,,
player,201110230mia,mia,DansKa20,tackles_loss,0,,,,,
player,201110230mia,mia,DansKa20,qb_hits,0,,,,,
player,201110230mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201110230mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201110230mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201110230mia,mia,BurnKe20,def_int,0,,,,,
player,201110230mia,mia,BurnKe20,def_int_yds,0,,,,,
player,201110230mia,mia,BurnKe20,def_int_td,0,,,,,
player,201110230mia,mia,BurnKe20,def_int_long,0,,,,,
player,201110230mia,mia,BurnKe20,pass_defended,0,,,,,
player,201110230mia,mia,BurnKe20,sacks,0.0,,,,,
player,201110230mia,mia,BurnKe20,tackles_combined,8,,,,,
player,201110230mia,mia,BurnKe20,tackles_solo,7,,,,,
player,201110230mia,mia,BurnKe20,tackles_assists,1,,,,,
player,201110230mia,mia,BurnKe20,tackles_loss,0,,,,,
player,201110230mia,mia,BurnKe20,qb_hits,0,,,,,
player,201110230mia,mia,BurnKe20,fumbles_rec,0,,,,,
player,201110230mia,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201110230mia,mia,BurnKe20,fumbles_forced,0,,,,,
player,201110230mia,mia,SmitSe99,def_int,0,,,,,
player,201110230mia,mia,SmitSe99,def_int_yds,0,,,,,
player,201110230mia,mia,SmitSe99,def_int_td,0,,,,,
player,201110230mia,mia,SmitSe99,def_int_long,0,,,,,
player,201110230mia,mia,SmitSe99,pass_defended,0,,,,,
player,201110230mia,mia,SmitSe99,sacks,0.0,,,,,
player,201110230mia,mia,SmitSe99,tackles_combined,7,,,,,
player,201110230mia,mia,SmitSe99,tackles_solo,7,,,,,
player,201110230mia,mia,SmitSe99,tackles_assists,0,,,,,
player,201110230mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201110230mia,mia,SmitSe99,qb_hits,0,,,,,
player,201110230mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201110230mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201110230mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201110230mia,mia,SoliPa99,def_int,0,,,,,
player,201110230mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201110230mia,mia,SoliPa99,def_int_td,0,,,,,
player,201110230mia,mia,SoliPa99,def_int_long,0,,,,,
player,201110230mia,mia,SoliPa99,pass_defended,0,,,,,
player,201110230mia,mia,SoliPa99,sacks,0.0,,,,,
player,201110230mia,mia,SoliPa99,tackles_combined,5,,,,,
player,201110230mia,mia,SoliPa99,tackles_solo,3,,,,,
player,201110230mia,mia,SoliPa99,tackles_assists,2,,,,,
player,201110230mia,mia,SoliPa99,tackles_loss,1,,,,,
player,201110230mia,mia,SoliPa99,qb_hits,0,,,,,
player,201110230mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201110230mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201110230mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201110230mia,mia,AlleWi20,def_int,0,,,,,
player,201110230mia,mia,AlleWi20,def_int_yds,0,,,,,
player,201110230mia,mia,AlleWi20,def_int_td,0,,,,,
player,201110230mia,mia,AlleWi20,def_int_long,0,,,,,
player,201110230mia,mia,AlleWi20,pass_defended,0,,,,,
player,201110230mia,mia,AlleWi20,sacks,0.0,,,,,
player,201110230mia,mia,AlleWi20,tackles_combined,3,,,,,
player,201110230mia,mia,AlleWi20,tackles_solo,3,,,,,
player,201110230mia,mia,AlleWi20,tackles_assists,0,,,,,
player,201110230mia,mia,AlleWi20,tackles_loss,1,,,,,
player,201110230mia,mia,AlleWi20,qb_hits,0,,,,,
player,201110230mia,mia,AlleWi20,fumbles_rec,0,,,,,
player,201110230mia,mia,AlleWi20,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,AlleWi20,fumbles_rec_td,0,,,,,
player,201110230mia,mia,AlleWi20,fumbles_forced,0,,,,,
player,201110230mia,mia,CulvTy20,def_int,0,,,,,
player,201110230mia,mia,CulvTy20,def_int_yds,0,,,,,
player,201110230mia,mia,CulvTy20,def_int_td,0,,,,,
player,201110230mia,mia,CulvTy20,def_int_long,0,,,,,
player,201110230mia,mia,CulvTy20,pass_defended,0,,,,,
player,201110230mia,mia,CulvTy20,sacks,0.0,,,,,
player,201110230mia,mia,CulvTy20,tackles_combined,3,,,,,
player,201110230mia,mia,CulvTy20,tackles_solo,3,,,,,
player,201110230mia,mia,CulvTy20,tackles_assists,0,,,,,
player,201110230mia,mia,CulvTy20,tackles_loss,0,,,,,
player,201110230mia,mia,CulvTy20,qb_hits,0,,,,,
player,201110230mia,mia,CulvTy20,fumbles_rec,0,,,,,
player,201110230mia,mia,CulvTy20,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,CulvTy20,fumbles_rec_td,0,,,,,
player,201110230mia,mia,CulvTy20,fumbles_forced,1,,,,,
player,201110230mia,mia,McDaTo20,def_int,0,,,,,
player,201110230mia,mia,McDaTo20,def_int_yds,0,,,,,
player,201110230mia,mia,McDaTo20,def_int_td,0,,,,,
player,201110230mia,mia,McDaTo20,def_int_long,0,,,,,
player,201110230mia,mia,McDaTo20,pass_defended,0,,,,,
player,201110230mia,mia,McDaTo20,sacks,0.0,,,,,
player,201110230mia,mia,McDaTo20,tackles_combined,3,,,,,
player,201110230mia,mia,McDaTo20,tackles_solo,1,,,,,
player,201110230mia,mia,McDaTo20,tackles_assists,2,,,,,
player,201110230mia,mia,McDaTo20,tackles_loss,0,,,,,
player,201110230mia,mia,McDaTo20,qb_hits,0,,,,,
player,201110230mia,mia,McDaTo20,fumbles_rec,0,,,,,
player,201110230mia,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201110230mia,mia,McDaTo20,fumbles_forced,0,,,,,
player,201110230mia,mia,MisiKo99,def_int,0,,,,,
player,201110230mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201110230mia,mia,MisiKo99,def_int_td,0,,,,,
player,201110230mia,mia,MisiKo99,def_int_long,0,,,,,
player,201110230mia,mia,MisiKo99,pass_defended,0,,,,,
player,201110230mia,mia,MisiKo99,sacks,0.0,,,,,
player,201110230mia,mia,MisiKo99,tackles_combined,3,,,,,
player,201110230mia,mia,MisiKo99,tackles_solo,2,,,,,
player,201110230mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201110230mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201110230mia,mia,MisiKo99,qb_hits,0,,,,,
player,201110230mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201110230mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201110230mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201110230mia,mia,LangKe98,def_int,0,,,,,
player,201110230mia,mia,LangKe98,def_int_yds,0,,,,,
player,201110230mia,mia,LangKe98,def_int_td,0,,,,,
player,201110230mia,mia,LangKe98,def_int_long,0,,,,,
player,201110230mia,mia,LangKe98,pass_defended,0,,,,,
player,201110230mia,mia,LangKe98,sacks,0.0,,,,,
player,201110230mia,mia,LangKe98,tackles_combined,2,,,,,
player,201110230mia,mia,LangKe98,tackles_solo,1,,,,,
player,201110230mia,mia,LangKe98,tackles_assists,1,,,,,
player,201110230mia,mia,LangKe98,tackles_loss,0,,,,,
player,201110230mia,mia,LangKe98,qb_hits,0,,,,,
player,201110230mia,mia,LangKe98,fumbles_rec,0,,,,,
player,201110230mia,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201110230mia,mia,LangKe98,fumbles_forced,1,,,,,
player,201110230mia,mia,DennJo20,def_int,0,,,,,
player,201110230mia,mia,DennJo20,def_int_yds,0,,,,,
player,201110230mia,mia,DennJo20,def_int_td,0,,,,,
player,201110230mia,mia,DennJo20,def_int_long,0,,,,,
player,201110230mia,mia,DennJo20,pass_defended,0,,,,,
player,201110230mia,mia,DennJo20,sacks,0.0,,,,,
player,201110230mia,mia,DennJo20,tackles_combined,1,,,,,
player,201110230mia,mia,DennJo20,tackles_solo,1,,,,,
player,201110230mia,mia,DennJo20,tackles_assists,0,,,,,
player,201110230mia,mia,DennJo20,tackles_loss,0,,,,,
player,201110230mia,mia,DennJo20,qb_hits,0,,,,,
player,201110230mia,mia,DennJo20,fumbles_rec,0,,,,,
player,201110230mia,mia,DennJo20,fumbles_rec_yds,0,,,,,
player,201110230mia,mia,DennJo20,fumbles_rec_td,0,,,,,
player,201110230mia,mia,DennJo20,fumbles_forced,0,,,,,
player,201110230mia,mia,MoorMa02,def_int,0,,,,,
player,201110230mia,mia,MoorMa02,def_int_yds,0,,,,,
player,201110230mia,mia,MoorMa02,def_int_td,0,,,,,
player,201110230mia,mia,MoorMa02,def_int_long,0,,,,,
player,201110230mia,mia,MoorMa02,pass_defended,0,,,,,
player,201110230mia,mia,MoorMa02,sacks,0.0,,,,,
player,201110230mia,mia,MoorMa02,tackles_combined,1,,,,,
player,201110230mia,mia,MoorMa02,tackles_solo,1,,,,,
player,201110230mia,mia,MoorMa02,tackles_assists,0,,,,,
player,201110230mia,mia,MoorMa02,tackles_loss,0,,,,,
player,201110230mia,mia,MoorMa02,qb_hits,0,,,,,
player,201110230mia,mia,MoorMa02,fumbles_rec,0,,,,,
