game,2011,3,20110925,201109250clt,pit,"Pittsburgh Steelers",23,clt,"Indianapolis Colts",20
player,201109250clt,pit,RoetBe00,rec_yds,0,,,,,
player,201109250clt,pit,RoetBe00,rec_td,0,,,,,
player,201109250clt,pit,RoetBe00,rec_long,0,,,,,
player,201109250clt,pit,RoetBe00,fumbles,2,,,,,
player,201109250clt,pit,RoetBe00,fumbles_lost,2,,,,,
player,201109250clt,pit,MendRa00,pass_cmp,0,,,,,
player,201109250clt,pit,MendRa00,pass_att,0,,,,,
player,201109250clt,pit,MendRa00,pass_yds,0,,,,,
player,201109250clt,pit,MendRa00,pass_td,0,,,,,
player,201109250clt,pit,MendRa00,pass_int,0,,,,,
player,201109250clt,pit,MendRa00,pass_sacked,0,,,,,
player,201109250clt,pit,MendRa00,pass_sacked_yds,0,,,,,
player,201109250clt,pit,MendRa00,pass_long,0,,,,,
player,201109250clt,pit,MendRa00,pass_rating,,,,,,
player,201109250clt,pit,MendRa00,rush_att,18,,,,,
player,201109250clt,pit,MendRa00,rush_yds,37,,,,,
player,201109250clt,pit,MendRa00,rush_td,0,,,,,
player,201109250clt,pit,MendRa00,rush_long,15,,,,,
player,201109250clt,pit,MendRa00,targets,4,,,,,
player,201109250clt,pit,MendRa00,rec,3,,,,,
player,201109250clt,pit,MendRa00,rec_yds,9,,,,,
player,201109250clt,pit,MendRa00,rec_td,0,,,,,
player,201109250clt,pit,MendRa00,rec_long,5,,,,,
player,201109250clt,pit,MendRa00,fumbles,0,,,,,
player,201109250clt,pit,MendRa00,fumbles_lost,,,,,,
player,201109250clt,pit,MoorMe00,pass_cmp,0,,,,,
player,201109250clt,pit,MoorMe00,pass_att,0,,,,,
player,201109250clt,pit,MoorMe00,pass_yds,0,,,,,
player,201109250clt,pit,MoorMe00,pass_td,0,,,,,
player,201109250clt,pit,MoorMe00,pass_int,0,,,,,
player,201109250clt,pit,MoorMe00,pass_sacked,0,,,,,
player,201109250clt,pit,MoorMe00,pass_sacked_yds,0,,,,,
player,201109250clt,pit,MoorMe00,pass_long,0,,,,,
player,201109250clt,pit,MoorMe00,pass_rating,,,,,,
player,201109250clt,pit,MoorMe00,rush_att,2,,,,,
player,201109250clt,pit,MoorMe00,rush_yds,9,,,,,
player,201109250clt,pit,MoorMe00,rush_td,0,,,,,
player,201109250clt,pit,MoorMe00,rush_long,5,,,,,
player,201109250clt,pit,MoorMe00,targets,1,,,,,
player,201109250clt,pit,MoorMe00,rec,1,,,,,
player,201109250clt,pit,MoorMe00,rec_yds,22,,,,,
player,201109250clt,pit,MoorMe00,rec_td,0,,,,,
player,201109250clt,pit,MoorMe00,rec_long,22,,,,,
player,201109250clt,pit,MoorMe00,fumbles,0,,,,,
player,201109250clt,pit,MoorMe00,fumbles_lost,,,,,,
player,201109250clt,pit,RedmIs20,pass_cmp,0,,,,,
player,201109250clt,pit,RedmIs20,pass_att,0,,,,,
player,201109250clt,pit,RedmIs20,pass_yds,0,,,,,
player,201109250clt,pit,RedmIs20,pass_td,0,,,,,
player,201109250clt,pit,RedmIs20,pass_int,0,,,,,
player,201109250clt,pit,RedmIs20,pass_sacked,0,,,,,
player,201109250clt,pit,RedmIs20,pass_sacked_yds,0,,,,,
player,201109250clt,pit,RedmIs20,pass_long,0,,,,,
player,201109250clt,pit,RedmIs20,pass_rating,,,,,,
player,201109250clt,pit,RedmIs20,rush_att,3,,,,,
player,201109250clt,pit,RedmIs20,rush_yds,6,,,,,
player,201109250clt,pit,RedmIs20,rush_td,0,,,,,
player,201109250clt,pit,RedmIs20,rush_long,3,,,,,
player,201109250clt,pit,RedmIs20,targets,0,,,,,
player,201109250clt,pit,RedmIs20,rec,0,,,,,
player,201109250clt,pit,RedmIs20,rec_yds,0,,,,,
player,201109250clt,pit,RedmIs20,rec_td,0,,,,,
player,201109250clt,pit,RedmIs20,rec_long,0,,,,,
player,201109250clt,pit,RedmIs20,fumbles,0,,,,,
player,201109250clt,pit,RedmIs20,fumbles_lost,,,,,,
player,201109250clt,pit,WallMi00,pass_cmp,0,,,,,
player,201109250clt,pit,WallMi00,pass_att,0,,,,,
player,201109250clt,pit,WallMi00,pass_yds,0,,,,,
player,201109250clt,pit,WallMi00,pass_td,0,,,,,
player,201109250clt,pit,WallMi00,pass_int,0,,,,,
player,201109250clt,pit,WallMi00,pass_sacked,0,,,,,
player,201109250clt,pit,WallMi00,pass_sacked_yds,0,,,,,
player,201109250clt,pit,WallMi00,pass_long,0,,,,,
player,201109250clt,pit,WallMi00,pass_rating,,,,,,
player,201109250clt,pit,WallMi00,rush_att,0,,,,,
player,201109250clt,pit,WallMi00,rush_yds,0,,,,,
player,201109250clt,pit,WallMi00,rush_td,0,,,,,
player,201109250clt,pit,WallMi00,rush_long,0,,,,,
player,201109250clt,pit,WallMi00,targets,7,,,,,
player,201109250clt,pit,WallMi00,rec,5,,,,,
player,201109250clt,pit,WallMi00,rec_yds,144,,,,,
player,201109250clt,pit,WallMi00,rec_td,1,,,,,
player,201109250clt,pit,WallMi00,rec_long,81,,,,,
player,201109250clt,pit,WallMi00,fumbles,0,,,,,
player,201109250clt,pit,WallMi00,fumbles_lost,,,,,,
player,201109250clt,pit,BrowAn04,pass_cmp,0,,,,,
player,201109250clt,pit,BrowAn04,pass_att,0,,,,,
player,201109250clt,pit,BrowAn04,pass_yds,0,,,,,
player,201109250clt,pit,BrowAn04,pass_td,0,,,,,
player,201109250clt,pit,BrowAn04,pass_int,0,,,,,
player,201109250clt,pit,BrowAn04,pass_sacked,0,,,,,
player,201109250clt,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201109250clt,pit,BrowAn04,pass_long,0,,,,,
player,201109250clt,pit,BrowAn04,pass_rating,,,,,,
player,201109250clt,pit,BrowAn04,rush_att,0,,,,,
player,201109250clt,pit,BrowAn04,rush_yds,0,,,,,
player,201109250clt,pit,BrowAn04,rush_td,0,,,,,
player,201109250clt,pit,BrowAn04,rush_long,0,,,,,
player,201109250clt,pit,BrowAn04,targets,8,,,,,
player,201109250clt,pit,BrowAn04,rec,4,,,,,
player,201109250clt,pit,BrowAn04,rec_yds,75,,,,,
player,201109250clt,pit,BrowAn04,rec_td,0,,,,,
player,201109250clt,pit,BrowAn04,rec_long,21,,,,,
player,201109250clt,pit,BrowAn04,fumbles,0,,,,,
player,201109250clt,pit,BrowAn04,fumbles_lost,,,,,,
player,201109250clt,pit,MillHe00,pass_cmp,0,,,,,
player,201109250clt,pit,MillHe00,pass_att,0,,,,,
player,201109250clt,pit,MillHe00,pass_yds,0,,,,,
player,201109250clt,pit,MillHe00,pass_td,0,,,,,
player,201109250clt,pit,MillHe00,pass_int,0,,,,,
player,201109250clt,pit,MillHe00,pass_sacked,0,,,,,
player,201109250clt,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201109250clt,pit,MillHe00,pass_long,0,,,,,
player,201109250clt,pit,MillHe00,pass_rating,,,,,,
player,201109250clt,pit,MillHe00,rush_att,0,,,,,
player,201109250clt,pit,MillHe00,rush_yds,0,,,,,
player,201109250clt,pit,MillHe00,rush_td,0,,,,,
player,201109250clt,pit,MillHe00,rush_long,0,,,,,
player,201109250clt,pit,MillHe00,targets,6,,,,,
player,201109250clt,pit,MillHe00,rec,5,,,,,
player,201109250clt,pit,MillHe00,rec_yds,71,,,,,
player,201109250clt,pit,MillHe00,rec_td,0,,,,,
player,201109250clt,pit,MillHe00,rec_long,30,,,,,
player,201109250clt,pit,MillHe00,fumbles,0,,,,,
player,201109250clt,pit,MillHe00,fumbles_lost,,,,,,
player,201109250clt,pit,SandEm00,pass_cmp,0,,,,,
player,201109250clt,pit,SandEm00,pass_att,0,,,,,
player,201109250clt,pit,SandEm00,pass_yds,0,,,,,
player,201109250clt,pit,SandEm00,pass_td,0,,,,,
player,201109250clt,pit,SandEm00,pass_int,0,,,,,
player,201109250clt,pit,SandEm00,pass_sacked,0,,,,,
player,201109250clt,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201109250clt,pit,SandEm00,pass_long,0,,,,,
player,201109250clt,pit,SandEm00,pass_rating,,,,,,
player,201109250clt,pit,SandEm00,rush_att,0,,,,,
player,201109250clt,pit,SandEm00,rush_yds,0,,,,,
player,201109250clt,pit,SandEm00,rush_td,0,,,,,
player,201109250clt,pit,SandEm00,rush_long,0,,,,,
player,201109250clt,pit,SandEm00,targets,5,,,,,
player,201109250clt,pit,SandEm00,rec,2,,,,,
player,201109250clt,pit,SandEm00,rec_yds,21,,,,,
player,201109250clt,pit,SandEm00,rec_td,0,,,,,
player,201109250clt,pit,SandEm00,rec_long,18,,,,,
player,201109250clt,pit,SandEm00,fumbles,0,,,,,
player,201109250clt,pit,SandEm00,fumbles_lost,,,,,,
player,201109250clt,pit,WardHi00,pass_cmp,0,,,,,
player,201109250clt,pit,WardHi00,pass_att,0,,,,,
player,201109250clt,pit,WardHi00,pass_yds,0,,,,,
player,201109250clt,pit,WardHi00,pass_td,0,,,,,
player,201109250clt,pit,WardHi00,pass_int,0,,,,,
player,201109250clt,pit,WardHi00,pass_sacked,0,,,,,
player,201109250clt,pit,WardHi00,pass_sacked_yds,0,,,,,
player,201109250clt,pit,WardHi00,pass_long,0,,,,,
player,201109250clt,pit,WardHi00,pass_rating,,,,,,
player,201109250clt,pit,WardHi00,rush_att,0,,,,,
player,201109250clt,pit,WardHi00,rush_yds,0,,,,,
player,201109250clt,pit,WardHi00,rush_td,0,,,,,
player,201109250clt,pit,WardHi00,rush_long,0,,,,,
player,201109250clt,pit,WardHi00,targets,4,,,,,
player,201109250clt,pit,WardHi00,rec,3,,,,,
player,201109250clt,pit,WardHi00,rec_yds,17,,,,,
player,201109250clt,pit,WardHi00,rec_td,0,,,,,
player,201109250clt,pit,WardHi00,rec_long,11,,,,,
player,201109250clt,pit,WardHi00,fumbles,0,,,,,
player,201109250clt,pit,WardHi00,fumbles_lost,,,,,,
player,201109250clt,pit,JohnDa05,pass_cmp,0,,,,,
player,201109250clt,pit,JohnDa05,pass_att,0,,,,,
player,201109250clt,pit,JohnDa05,pass_yds,0,,,,,
player,201109250clt,pit,JohnDa05,pass_td,0,,,,,
player,201109250clt,pit,JohnDa05,pass_int,0,,,,,
player,201109250clt,pit,JohnDa05,pass_sacked,0,,,,,
player,201109250clt,pit,JohnDa05,pass_sacked_yds,0,,,,,
player,201109250clt,pit,JohnDa05,pass_long,0,,,,,
player,201109250clt,pit,JohnDa05,pass_rating,,,,,,
player,201109250clt,pit,JohnDa05,rush_att,0,,,,,
player,201109250clt,pit,JohnDa05,rush_yds,0,,,,,
player,201109250clt,pit,JohnDa05,rush_td,0,,,,,
player,201109250clt,pit,JohnDa05,rush_long,0,,,,,
player,201109250clt,pit,JohnDa05,targets,1,,,,,
player,201109250clt,pit,JohnDa05,rec,1,,,,,
player,201109250clt,pit,JohnDa05,rec_yds,3,,,,,
player,201109250clt,pit,JohnDa05,rec_td,0,,,,,
player,201109250clt,pit,JohnDa05,rec_long,3,,,,,
player,201109250clt,pit,JohnDa05,fumbles,0,,,,,
player,201109250clt,pit,JohnDa05,fumbles_lost,,,,,,
player,201109250clt,pit,SaunWe00,pass_cmp,0,,,,,
player,201109250clt,pit,SaunWe00,pass_att,0,,,,,
player,201109250clt,pit,SaunWe00,pass_yds,0,,,,,
player,201109250clt,pit,SaunWe00,pass_td,0,,,,,
player,201109250clt,pit,SaunWe00,pass_int,0,,,,,
player,201109250clt,pit,SaunWe00,pass_sacked,0,,,,,
player,201109250clt,pit,SaunWe00,pass_sacked_yds,0,,,,,
player,201109250clt,pit,SaunWe00,pass_long,0,,,,,
player,201109250clt,pit,SaunWe00,pass_rating,,,,,,
player,201109250clt,pit,SaunWe00,rush_att,0,,,,,
player,201109250clt,pit,SaunWe00,rush_yds,0,,,,,
player,201109250clt,pit,SaunWe00,rush_td,0,,,,,
player,201109250clt,pit,SaunWe00,rush_long,0,,,,,
player,201109250clt,pit,SaunWe00,targets,1,,,,,
player,201109250clt,pit,SaunWe00,rec,1,,,,,
player,201109250clt,pit,SaunWe00,rec_yds,2,,,,,
player,201109250clt,pit,SaunWe00,rec_td,0,,,,,
player,201109250clt,pit,SaunWe00,rec_long,2,,,,,
player,201109250clt,pit,SaunWe00,fumbles,0,,,,,
player,201109250clt,pit,SaunWe00,fumbles_lost,,,,,,
player,201109250clt,clt,CollKe00,pass_cmp,13,,,,,
player,201109250clt,clt,CollKe00,pass_att,29,,,,,
player,201109250clt,clt,CollKe00,pass_yds,93,,,,,
player,201109250clt,clt,CollKe00,pass_td,0,,,,,
player,201109250clt,clt,CollKe00,pass_int,0,,,,,
player,201109250clt,clt,CollKe00,pass_sacked,0,,,,,
player,201109250clt,clt,CollKe00,pass_sacked_yds,0,,,,,
player,201109250clt,clt,CollKe00,pass_long,29,,,,,
player,201109250clt,clt,CollKe00,pass_rating,52.8,,,,,
player,201109250clt,clt,CollKe00,rush_att,0,,,,,
player,201109250clt,clt,CollKe00,rush_yds,0,,,,,
player,201109250clt,clt,CollKe00,rush_td,0,,,,,
player,201109250clt,clt,CollKe00,rush_long,0,,,,,
player,201109250clt,clt,CollKe00,targets,0,,,,,
player,201109250clt,clt,CollKe00,rec,0,,,,,
player,201109250clt,clt,CollKe00,rec_yds,0,,,,,
player,201109250clt,clt,CollKe00,rec_td,0,,,,,
player,201109250clt,clt,CollKe00,rec_long,0,,,,,
player,201109250clt,clt,CollKe00,fumbles,0,,,,,
player,201109250clt,clt,CollKe00,fumbles_lost,,,,,,
player,201109250clt,clt,PainCu00,pass_cmp,5,,,,,
player,201109250clt,clt,PainCu00,pass_att,11,,,,,
player,201109250clt,clt,PainCu00,pass_yds,60,,,,,
player,201109250clt,clt,PainCu00,pass_td,0,,,,,
player,201109250clt,clt,PainCu00,pass_int,0,,,,,
player,201109250clt,clt,PainCu00,pass_sacked,1,,,,,
player,201109250clt,clt,PainCu00,pass_sacked_yds,9,,,,,
player,201109250clt,clt,PainCu00,pass_long,27,,,,,
player,201109250clt,clt,PainCu00,pass_rating,62.7,,,,,
player,201109250clt,clt,PainCu00,rush_att,0,,,,,
player,201109250clt,clt,PainCu00,rush_yds,0,,,,,
player,201109250clt,clt,PainCu00,rush_td,0,,,,,
player,201109250clt,clt,PainCu00,rush_long,0,,,,,
player,201109250clt,clt,PainCu00,targets,0,,,,,
player,201109250clt,clt,PainCu00,rec,0,,,,,
player,201109250clt,clt,PainCu00,rec_yds,0,,,,,
player,201109250clt,clt,PainCu00,rec_td,0,,,,,
player,201109250clt,clt,PainCu00,rec_long,0,,,,,
player,201109250clt,clt,PainCu00,fumbles,1,,,,,
player,201109250clt,clt,PainCu00,fumbles_lost,1,,,,,
player,201109250clt,clt,AddaJo00,pass_cmp,0,,,,,
player,201109250clt,clt,AddaJo00,pass_att,0,,,,,
player,201109250clt,clt,AddaJo00,pass_yds,0,,,,,
player,201109250clt,clt,AddaJo00,pass_td,0,,,,,
player,201109250clt,clt,AddaJo00,pass_int,0,,,,,
player,201109250clt,clt,AddaJo00,pass_sacked,0,,,,,
player,201109250clt,clt,AddaJo00,pass_sacked_yds,0,,,,,
player,201109250clt,clt,AddaJo00,pass_long,0,,,,,
player,201109250clt,clt,AddaJo00,pass_rating,,,,,,
player,201109250clt,clt,AddaJo00,rush_att,17,,,,,
player,201109250clt,clt,AddaJo00,rush_yds,86,,,,,
player,201109250clt,clt,AddaJo00,rush_td,1,,,,,
player,201109250clt,clt,AddaJo00,rush_long,11,,,,,
player,201109250clt,clt,AddaJo00,targets,2,,,,,
player,201109250clt,clt,AddaJo00,rec,1,,,,,
player,201109250clt,clt,AddaJo00,rec_yds,2,,,,,
player,201109250clt,clt,AddaJo00,rec_td,0,,,,,
player,201109250clt,clt,AddaJo00,rec_long,2,,,,,
player,201109250clt,clt,AddaJo00,fumbles,0,,,,,
player,201109250clt,clt,AddaJo00,fumbles_lost,,,,,,
player,201109250clt,clt,CartDe01,pass_cmp,0,,,,,
player,201109250clt,clt,CartDe01,pass_att,0,,,,,
player,201109250clt,clt,CartDe01,pass_yds,0,,,,,
player,201109250clt,clt,CartDe01,pass_td,0,,,,,
player,201109250clt,clt,CartDe01,pass_int,0,,,,,
player,201109250clt,clt,CartDe01,pass_sacked,0,,,,,
player,201109250clt,clt,CartDe01,pass_sacked_yds,0,,,,,
player,201109250clt,clt,CartDe01,pass_long,0,,,,,
player,201109250clt,clt,CartDe01,pass_rating,,,,,,
player,201109250clt,clt,CartDe01,rush_att,4,,,,,
player,201109250clt,clt,CartDe01,rush_yds,11,,,,,
player,201109250clt,clt,CartDe01,rush_td,0,,,,,
player,201109250clt,clt,CartDe01,rush_long,6,,,,,
player,201109250clt,clt,CartDe01,targets,1,,,,,
player,201109250clt,clt,CartDe01,rec,0,,,,,
player,201109250clt,clt,CartDe01,rec_yds,0,,,,,
player,201109250clt,clt,CartDe01,rec_td,0,,,,,
player,201109250clt,clt,CartDe01,rec_long,0,,,,,
player,201109250clt,clt,CartDe01,fumbles,0,,,,,
player,201109250clt,clt,CartDe01,fumbles_lost,,,,,,
player,201109250clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201109250clt,clt,GarcPi00,pass_att,0,,,,,
player,201109250clt,clt,GarcPi00,pass_yds,0,,,,,
player,201109250clt,clt,GarcPi00,pass_td,0,,,,,
player,201109250clt,clt,GarcPi00,pass_int,0,,,,,
player,201109250clt,clt,GarcPi00,pass_sacked,0,,,,,
player,201109250clt,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201109250clt,clt,GarcPi00,pass_long,0,,,,,
player,201109250clt,clt,GarcPi00,pass_rating,,,,,,
player,201109250clt,clt,GarcPi00,rush_att,0,,,,,
player,201109250clt,clt,GarcPi00,rush_yds,0,,,,,
player,201109250clt,clt,GarcPi00,rush_td,0,,,,,
player,201109250clt,clt,GarcPi00,rush_long,0,,,,,
player,201109250clt,clt,GarcPi00,targets,10,,,,,
player,201109250clt,clt,GarcPi00,rec,6,,,,,
player,201109250clt,clt,GarcPi00,rec_yds,82,,,,,
player,201109250clt,clt,GarcPi00,rec_td,0,,,,,
player,201109250clt,clt,GarcPi00,rec_long,29,,,,,
player,201109250clt,clt,GarcPi00,fumbles,0,,,,,
player,201109250clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201109250clt,clt,CollAu00,pass_cmp,0,,,,,
player,201109250clt,clt,CollAu00,pass_att,0,,,,,
player,201109250clt,clt,CollAu00,pass_yds,0,,,,,
player,201109250clt,clt,CollAu00,pass_td,0,,,,,
player,201109250clt,clt,CollAu00,pass_int,0,,,,,
player,201109250clt,clt,CollAu00,pass_sacked,0,,,,,
player,201109250clt,clt,CollAu00,pass_sacked_yds,0,,,,,
player,201109250clt,clt,CollAu00,pass_long,0,,,,,
player,201109250clt,clt,CollAu00,pass_rating,,,,,,
player,201109250clt,clt,CollAu00,rush_att,0,,,,,
player,201109250clt,clt,CollAu00,rush_yds,0,,,,,
player,201109250clt,clt,CollAu00,rush_td,0,,,,,
player,201109250clt,clt,CollAu00,rush_long,0,,,,,
player,201109250clt,clt,CollAu00,targets,7,,,,,
player,201109250clt,clt,CollAu00,rec,5,,,,,
player,201109250clt,clt,CollAu00,rec_yds,29,,,,,
player,201109250clt,clt,CollAu00,rec_td,0,,,,,
player,201109250clt,clt,CollAu00,rec_long,11,,,,,
player,201109250clt,clt,CollAu00,fumbles,0,,,,,
player,201109250clt,clt,CollAu00,fumbles_lost,,,,,,
player,201109250clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201109250clt,clt,WaynRe00,pass_att,0,,,,,
player,201109250clt,clt,WaynRe00,pass_yds,0,,,,,
player,201109250clt,clt,WaynRe00,pass_td,0,,,,,
player,201109250clt,clt,WaynRe00,pass_int,0,,,,,
player,201109250clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201109250clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201109250clt,clt,WaynRe00,pass_long,0,,,,,
player,201109250clt,clt,WaynRe00,pass_rating,,,,,,
player,201109250clt,clt,WaynRe00,rush_att,0,,,,,
player,201109250clt,clt,WaynRe00,rush_yds,0,,,,,
player,201109250clt,clt,WaynRe00,rush_td,0,,,,,
player,201109250clt,clt,WaynRe00,rush_long,0,,,,,
player,201109250clt,clt,WaynRe00,targets,13,,,,,
player,201109250clt,clt,WaynRe00,rec,3,,,,,
player,201109250clt,clt,WaynRe00,rec_yds,24,,,,,
player,201109250clt,clt,WaynRe00,rec_td,0,,,,,
player,201109250clt,clt,WaynRe00,rec_long,11,,,,,
player,201109250clt,clt,WaynRe00,fumbles,0,,,,,
player,201109250clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201109250clt,clt,ClarDa00,pass_cmp,0,,,,,
player,201109250clt,clt,ClarDa00,pass_att,0,,,,,
player,201109250clt,clt,ClarDa00,pass_yds,0,,,,,
player,201109250clt,clt,ClarDa00,pass_td,0,,,,,
player,201109250clt,clt,ClarDa00,pass_int,0,,,,,
player,201109250clt,clt,ClarDa00,pass_sacked,0,,,,,
player,201109250clt,clt,ClarDa00,pass_sacked_yds,0,,,,,
player,201109250clt,clt,ClarDa00,pass_long,0,,,,,
player,201109250clt,clt,ClarDa00,pass_rating,,,,,,
player,201109250clt,clt,ClarDa00,rush_att,0,,,,,
player,201109250clt,clt,ClarDa00,rush_yds,0,,,,,
player,201109250clt,clt,ClarDa00,rush_td,0,,,,,
player,201109250clt,clt,ClarDa00,rush_long,0,,,,,
player,201109250clt,clt,ClarDa00,targets,6,,,,,
player,201109250clt,clt,ClarDa00,rec,2,,,,,
player,201109250clt,clt,ClarDa00,rec_yds,12,,,,,
player,201109250clt,clt,ClarDa00,rec_td,0,,,,,
player,201109250clt,clt,ClarDa00,rec_long,6,,,,,
player,201109250clt,clt,ClarDa00,fumbles,0,,,,,
player,201109250clt,clt,ClarDa00,fumbles_lost,,,,,,
player,201109250clt,clt,EldrBr00,pass_cmp,0,,,,,
player,201109250clt,clt,EldrBr00,pass_att,0,,,,,
player,201109250clt,clt,EldrBr00,pass_yds,0,,,,,
player,201109250clt,clt,EldrBr00,pass_td,0,,,,,
player,201109250clt,clt,EldrBr00,pass_int,0,,,,,
player,201109250clt,clt,EldrBr00,pass_sacked,0,,,,,
player,201109250clt,clt,EldrBr00,pass_sacked_yds,0,,,,,
player,201109250clt,clt,EldrBr00,pass_long,0,,,,,
player,201109250clt,clt,EldrBr00,pass_rating,,,,,,
player,201109250clt,clt,EldrBr00,rush_att,0,,,,,
player,201109250clt,clt,EldrBr00,rush_yds,0,,,,,
player,201109250clt,clt,EldrBr00,rush_td,0,,,,,
player,201109250clt,clt,EldrBr00,rush_long,0,,,,,
player,201109250clt,clt,EldrBr00,targets,1,,,,,
player,201109250clt,clt,EldrBr00,rec,1,,,,,
player,201109250clt,clt,EldrBr00,rec_yds,4,,,,,
player,201109250clt,clt,EldrBr00,rec_td,0,,,,,
player,201109250clt,clt,EldrBr00,rec_long,4,,,,,
player,201109250clt,clt,EldrBr00,fumbles,0,,,,,
player,201109250clt,clt,EldrBr00,fumbles_lost,,,,,,
player,201109250clt,pit,HarrJa23,def_int,0,,,,,
player,201109250clt,pit,HarrJa23,def_int_yds,0,,,,,
player,201109250clt,pit,HarrJa23,def_int_td,0,,,,,
player,201109250clt,pit,HarrJa23,def_int_long,0,,,,,
player,201109250clt,pit,HarrJa23,pass_defended,0,,,,,
player,201109250clt,pit,HarrJa23,sacks,1.0,,,,,
player,201109250clt,pit,HarrJa23,tackles_combined,7,,,,,
player,201109250clt,pit,HarrJa23,tackles_solo,6,,,,,
player,201109250clt,pit,HarrJa23,tackles_assists,1,,,,,
player,201109250clt,pit,HarrJa23,tackles_loss,2,,,,,
player,201109250clt,pit,HarrJa23,qb_hits,1,,,,,
player,201109250clt,pit,HarrJa23,fumbles_rec,0,,,,,
player,201109250clt,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201109250clt,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201109250clt,pit,HarrJa23,fumbles_forced,1,,,,,
player,201109250clt,pit,ClarRy20,def_int,0,,,,,
player,201109250clt,pit,ClarRy20,def_int_yds,0,,,,,
player,201109250clt,pit,ClarRy20,def_int_td,0,,,,,
player,201109250clt,pit,ClarRy20,def_int_long,0,,,,,
player,201109250clt,pit,ClarRy20,pass_defended,1,,,,,
player,201109250clt,pit,ClarRy20,sacks,0.0,,,,,
player,201109250clt,pit,ClarRy20,tackles_combined,6,,,,,
player,201109250clt,pit,ClarRy20,tackles_solo,3,,,,,
player,201109250clt,pit,ClarRy20,tackles_assists,3,,,,,
player,201109250clt,pit,ClarRy20,tackles_loss,0,,,,,
player,201109250clt,pit,ClarRy20,qb_hits,0,,,,,
player,201109250clt,pit,ClarRy20,fumbles_rec,0,,,,,
player,201109250clt,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201109250clt,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201109250clt,pit,ClarRy20,fumbles_forced,0,,,,,
player,201109250clt,pit,GayxWi99,def_int,0,,,,,
player,201109250clt,pit,GayxWi99,def_int_yds,0,,,,,
player,201109250clt,pit,GayxWi99,def_int_td,0,,,,,
player,201109250clt,pit,GayxWi99,def_int_long,0,,,,,
player,201109250clt,pit,GayxWi99,pass_defended,0,,,,,
