game,2010,17,20110102,201101020htx,jax,"Jacksonville Jaguars",17,htx,"Houston Texans",34
team,201101020htx,jax,First Downs,23,,,,,,
team,201101020htx,htx,First Downs,22,,,,,,
team,201101020htx,jax,Rush-Yds-TDs,35-198-1,,,,,,
team,201101020htx,htx,Rush-Yds-TDs,37-244-3,,,,,,
team,201101020htx,jax,Cmp-Att-Yd-TD-INT,12-25-140-1-1,,,,,,
team,201101020htx,htx,Cmp-Att-Yd-TD-INT,18-22-253-1-0,,,,,,
team,201101020htx,jax,Sacked-Yards,2-16,,,,,,
team,201101020htx,htx,Sacked-Yards,0-0,,,,,,
team,201101020htx,jax,Net Pass Yards,124,,,,,,
team,201101020htx,htx,Net Pass Yards,253,,,,,,
team,201101020htx,jax,Total Yards,322,,,,,,
team,201101020htx,htx,Total Yards,497,,,,,,
team,201101020htx,jax,Fumbles-Lost,1-1,,,,,,
team,201101020htx,htx,Fumbles-Lost,0-0,,,,,,
team,201101020htx,jax,Turnovers,2,,,,,,
team,201101020htx,htx,Turnovers,0,,,,,,
team,201101020htx,jax,Penalties-Yards,2-15,,,,,,
team,201101020htx,htx,Penalties-Yards,5-48,,,,,,
team,201101020htx,jax,Third Down Conv.,1-10,,,,,,
team,201101020htx,htx,Third Down Conv.,5-11,,,,,,
team,201101020htx,jax,Fourth Down Conv.,3-3,,,,,,
team,201101020htx,htx,Fourth Down Conv.,0-1,,,,,,
team,201101020htx,jax,Time of Possession,30:48,,,,,,
team,201101020htx,htx,Time of Possession,29:12,,,,,,
player,201101020htx,jax,EdwaTr01,pass_cmp,12,,,,,
player,201101020htx,jax,EdwaTr01,pass_att,25,,,,,
player,201101020htx,jax,EdwaTr01,pass_yds,140,,,,,
player,201101020htx,jax,EdwaTr01,pass_td,1,,,,,
player,201101020htx,jax,EdwaTr01,pass_int,1,,,,,
player,201101020htx,jax,EdwaTr01,pass_sacked,2,,,,,
player,201101020htx,jax,EdwaTr01,pass_sacked_yds,16,,,,,
player,201101020htx,jax,EdwaTr01,pass_long,44,,,,,
player,201101020htx,jax,EdwaTr01,pass_rating,62.1,,,,,
player,201101020htx,jax,EdwaTr01,rush_att,4,,,,,
player,201101020htx,jax,EdwaTr01,rush_yds,18,,,,,
player,201101020htx,jax,EdwaTr01,rush_td,0,,,,,
player,201101020htx,jax,EdwaTr01,rush_long,14,,,,,
player,201101020htx,jax,EdwaTr01,targets,0,,,,,
player,201101020htx,jax,EdwaTr01,rec,0,,,,,
player,201101020htx,jax,EdwaTr01,rec_yds,0,,,,,
player,201101020htx,jax,EdwaTr01,rec_td,0,,,,,
player,201101020htx,jax,EdwaTr01,rec_long,0,,,,,
player,201101020htx,jax,EdwaTr01,fumbles,0,,,,,
player,201101020htx,jax,EdwaTr01,fumbles_lost,,,,,,
player,201101020htx,jax,JennRa00,pass_cmp,0,,,,,
player,201101020htx,jax,JennRa00,pass_att,0,,,,,
player,201101020htx,jax,JennRa00,pass_yds,0,,,,,
player,201101020htx,jax,JennRa00,pass_td,0,,,,,
player,201101020htx,jax,JennRa00,pass_int,0,,,,,
player,201101020htx,jax,JennRa00,pass_sacked,,,,,,
player,201101020htx,jax,JennRa00,pass_sacked_yds,,,,,,
player,201101020htx,jax,JennRa00,pass_long,0,,,,,
player,201101020htx,jax,JennRa00,pass_rating,,,,,,
player,201101020htx,jax,JennRa00,rush_att,22,,,,,
player,201101020htx,jax,JennRa00,rush_yds,108,,,,,
player,201101020htx,jax,JennRa00,rush_td,1,,,,,
player,201101020htx,jax,JennRa00,rush_long,16,,,,,
player,201101020htx,jax,JennRa00,targets,7,,,,,
player,201101020htx,jax,JennRa00,rec,4,,,,,
player,201101020htx,jax,JennRa00,rec_yds,34,,,,,
player,201101020htx,jax,JennRa00,rec_td,0,,,,,
player,201101020htx,jax,JennRa00,rec_long,16,,,,,
player,201101020htx,jax,JennRa00,fumbles,0,,,,,
player,201101020htx,jax,JennRa00,fumbles_lost,,,,,,
player,201101020htx,jax,KariDe00,pass_cmp,0,,,,,
player,201101020htx,jax,KariDe00,pass_att,0,,,,,
player,201101020htx,jax,KariDe00,pass_yds,0,,,,,
player,201101020htx,jax,KariDe00,pass_td,0,,,,,
player,201101020htx,jax,KariDe00,pass_int,0,,,,,
player,201101020htx,jax,KariDe00,pass_sacked,,,,,,
