game,2010,16,20101228,201012280phi,min,"Minnesota Vikings",24,phi,"Philadelphia Eagles",14
player,201012280phi,min,WebbJo00,fumbles_lost,,,,,,
player,201012280phi,min,PeteAd01,pass_cmp,0,,,,,
player,201012280phi,min,PeteAd01,pass_att,0,,,,,
player,201012280phi,min,PeteAd01,pass_yds,0,,,,,
player,201012280phi,min,PeteAd01,pass_td,0,,,,,
player,201012280phi,min,PeteAd01,pass_int,0,,,,,
player,201012280phi,min,PeteAd01,pass_sacked,,,,,,
player,201012280phi,min,PeteAd01,pass_sacked_yds,,,,,,
player,201012280phi,min,PeteAd01,pass_long,0,,,,,
player,201012280phi,min,PeteAd01,pass_rating,,,,,,
player,201012280phi,min,PeteAd01,rush_att,22,,,,,
player,201012280phi,min,PeteAd01,rush_yds,118,,,,,
player,201012280phi,min,PeteAd01,rush_td,1,,,,,
player,201012280phi,min,PeteAd01,rush_long,27,,,,,
player,201012280phi,min,PeteAd01,targets,1,,,,,
player,201012280phi,min,PeteAd01,rec,1,,,,,
player,201012280phi,min,PeteAd01,rec_yds,11,,,,,
player,201012280phi,min,PeteAd01,rec_td,0,,,,,
player,201012280phi,min,PeteAd01,rec_long,11,,,,,
player,201012280phi,min,PeteAd01,fumbles,1,,,,,
player,201012280phi,min,PeteAd01,fumbles_lost,1,,,,,
player,201012280phi,min,HarvPe00,pass_cmp,0,,,,,
player,201012280phi,min,HarvPe00,pass_att,0,,,,,
player,201012280phi,min,HarvPe00,pass_yds,0,,,,,
player,201012280phi,min,HarvPe00,pass_td,0,,,,,
player,201012280phi,min,HarvPe00,pass_int,0,,,,,
player,201012280phi,min,HarvPe00,pass_sacked,,,,,,
player,201012280phi,min,HarvPe00,pass_sacked_yds,,,,,,
player,201012280phi,min,HarvPe00,pass_long,0,,,,,
player,201012280phi,min,HarvPe00,pass_rating,,,,,,
player,201012280phi,min,HarvPe00,rush_att,2,,,,,
player,201012280phi,min,HarvPe00,rush_yds,6,,,,,
player,201012280phi,min,HarvPe00,rush_td,0,,,,,
player,201012280phi,min,HarvPe00,rush_long,7,,,,,
player,201012280phi,min,HarvPe00,targets,8,,,,,
player,201012280phi,min,HarvPe00,rec,7,,,,,
player,201012280phi,min,HarvPe00,rec_yds,100,,,,,
player,201012280phi,min,HarvPe00,rec_td,0,,,,,
player,201012280phi,min,HarvPe00,rec_long,46,,,,,
player,201012280phi,min,HarvPe00,fumbles,0,,,,,
player,201012280phi,min,HarvPe00,fumbles_lost,,,,,,
player,201012280phi,min,GerhTo00,pass_cmp,0,,,,,
player,201012280phi,min,GerhTo00,pass_att,0,,,,,
player,201012280phi,min,GerhTo00,pass_yds,0,,,,,
player,201012280phi,min,GerhTo00,pass_td,0,,,,,
player,201012280phi,min,GerhTo00,pass_int,0,,,,,
player,201012280phi,min,GerhTo00,pass_sacked,,,,,,
player,201012280phi,min,GerhTo00,pass_sacked_yds,,,,,,
player,201012280phi,min,GerhTo00,pass_long,0,,,,,
player,201012280phi,min,GerhTo00,pass_rating,,,,,,
player,201012280phi,min,GerhTo00,rush_att,1,,,,,
player,201012280phi,min,GerhTo00,rush_yds,6,,,,,
player,201012280phi,min,GerhTo00,rush_td,0,,,,,
player,201012280phi,min,GerhTo00,rush_long,6,,,,,
player,201012280phi,min,GerhTo00,targets,0,,,,,
player,201012280phi,min,GerhTo00,rec,0,,,,,
player,201012280phi,min,GerhTo00,rec_yds,0,,,,,
player,201012280phi,min,GerhTo00,rec_td,0,,,,,
player,201012280phi,min,GerhTo00,rec_long,0,,,,,
player,201012280phi,min,GerhTo00,fumbles,0,,,,,
player,201012280phi,min,GerhTo00,fumbles_lost,,,,,,
player,201012280phi,min,ShiaVi00,pass_cmp,0,,,,,
player,201012280phi,min,ShiaVi00,pass_att,0,,,,,
player,201012280phi,min,ShiaVi00,pass_yds,0,,,,,
player,201012280phi,min,ShiaVi00,pass_td,0,,,,,
player,201012280phi,min,ShiaVi00,pass_int,0,,,,,
player,201012280phi,min,ShiaVi00,pass_sacked,,,,,,
player,201012280phi,min,ShiaVi00,pass_sacked_yds,,,,,,
player,201012280phi,min,ShiaVi00,pass_long,0,,,,,
player,201012280phi,min,ShiaVi00,pass_rating,,,,,,
player,201012280phi,min,ShiaVi00,rush_att,0,,,,,
player,201012280phi,min,ShiaVi00,rush_yds,0,,,,,
player,201012280phi,min,ShiaVi00,rush_td,0,,,,,
player,201012280phi,min,ShiaVi00,rush_long,0,,,,,
player,201012280phi,min,ShiaVi00,targets,5,,,,,
player,201012280phi,min,ShiaVi00,rec,3,,,,,
player,201012280phi,min,ShiaVi00,rec_yds,32,,,,,
player,201012280phi,min,ShiaVi00,rec_td,0,,,,,
player,201012280phi,min,ShiaVi00,rec_long,23,,,,,
player,201012280phi,min,ShiaVi00,fumbles,0,,,,,
player,201012280phi,min,ShiaVi00,fumbles_lost,,,,,,
player,201012280phi,min,BerrBe00,pass_cmp,0,,,,,
player,201012280phi,min,BerrBe00,pass_att,0,,,,,
player,201012280phi,min,BerrBe00,pass_yds,0,,,,,
player,201012280phi,min,BerrBe00,pass_td,0,,,,,
player,201012280phi,min,BerrBe00,pass_int,0,,,,,
player,201012280phi,min,BerrBe00,pass_sacked,,,,,,
player,201012280phi,min,BerrBe00,pass_sacked_yds,,,,,,
player,201012280phi,min,BerrBe00,pass_long,0,,,,,
player,201012280phi,min,BerrBe00,pass_rating,,,,,,
player,201012280phi,min,BerrBe00,rush_att,0,,,,,
player,201012280phi,min,BerrBe00,rush_yds,0,,,,,
player,201012280phi,min,BerrBe00,rush_td,0,,,,,
player,201012280phi,min,BerrBe00,rush_long,0,,,,,
player,201012280phi,min,BerrBe00,targets,4,,,,,
player,201012280phi,min,BerrBe00,rec,2,,,,,
player,201012280phi,min,BerrBe00,rec_yds,16,,,,,
player,201012280phi,min,BerrBe00,rec_td,0,,,,,
player,201012280phi,min,BerrBe00,rec_long,8,,,,,
player,201012280phi,min,BerrBe00,fumbles,0,,,,,
player,201012280phi,min,BerrBe00,fumbles_lost,,,,,,
player,201012280phi,min,RiceSi01,pass_cmp,0,,,,,
player,201012280phi,min,RiceSi01,pass_att,0,,,,,
player,201012280phi,min,RiceSi01,pass_yds,0,,,,,
player,201012280phi,min,RiceSi01,pass_td,0,,,,,
player,201012280phi,min,RiceSi01,pass_int,0,,,,,
player,201012280phi,min,RiceSi01,pass_sacked,,,,,,
player,201012280phi,min,RiceSi01,pass_sacked_yds,,,,,,
player,201012280phi,min,RiceSi01,pass_long,0,,,,,
player,201012280phi,min,RiceSi01,pass_rating,,,,,,
player,201012280phi,min,RiceSi01,rush_att,0,,,,,
player,201012280phi,min,RiceSi01,rush_yds,0,,,,,
player,201012280phi,min,RiceSi01,rush_td,0,,,,,
player,201012280phi,min,RiceSi01,rush_long,0,,,,,
player,201012280phi,min,RiceSi01,targets,5,,,,,
player,201012280phi,min,RiceSi01,rec,1,,,,,
player,201012280phi,min,RiceSi01,rec_yds,16,,,,,
player,201012280phi,min,RiceSi01,rec_td,0,,,,,
player,201012280phi,min,RiceSi01,rec_long,16,,,,,
player,201012280phi,min,RiceSi01,fumbles,0,,,,,
player,201012280phi,min,RiceSi01,fumbles_lost,,,,,,
player,201012280phi,min,TahiNa00,pass_cmp,0,,,,,
player,201012280phi,min,TahiNa00,pass_att,0,,,,,
player,201012280phi,min,TahiNa00,pass_yds,0,,,,,
player,201012280phi,min,TahiNa00,pass_td,0,,,,,
player,201012280phi,min,TahiNa00,pass_int,0,,,,,
player,201012280phi,min,TahiNa00,pass_sacked,,,,,,
player,201012280phi,min,TahiNa00,pass_sacked_yds,,,,,,
player,201012280phi,min,TahiNa00,pass_long,0,,,,,
player,201012280phi,min,TahiNa00,pass_rating,,,,,,
player,201012280phi,min,TahiNa00,rush_att,0,,,,,
player,201012280phi,min,TahiNa00,rush_yds,0,,,,,
player,201012280phi,min,TahiNa00,rush_td,0,,,,,
player,201012280phi,min,TahiNa00,rush_long,0,,,,,
player,201012280phi,min,TahiNa00,targets,1,,,,,
player,201012280phi,min,TahiNa00,rec,1,,,,,
player,201012280phi,min,TahiNa00,rec_yds,11,,,,,
player,201012280phi,min,TahiNa00,rec_td,0,,,,,
player,201012280phi,min,TahiNa00,rec_long,11,,,,,
player,201012280phi,min,TahiNa00,fumbles,0,,,,,
player,201012280phi,min,TahiNa00,fumbles_lost,,,,,,
player,201012280phi,min,BookLo00,pass_cmp,0,,,,,
player,201012280phi,min,BookLo00,pass_att,0,,,,,
player,201012280phi,min,BookLo00,pass_yds,0,,,,,
player,201012280phi,min,BookLo00,pass_td,0,,,,,
player,201012280phi,min,BookLo00,pass_int,0,,,,,
player,201012280phi,min,BookLo00,pass_sacked,,,,,,
player,201012280phi,min,BookLo00,pass_sacked_yds,,,,,,
player,201012280phi,min,BookLo00,pass_long,0,,,,,
player,201012280phi,min,BookLo00,pass_rating,,,,,,
player,201012280phi,min,BookLo00,rush_att,0,,,,,
player,201012280phi,min,BookLo00,rush_yds,0,,,,,
player,201012280phi,min,BookLo00,rush_td,0,,,,,
player,201012280phi,min,BookLo00,rush_long,0,,,,,
player,201012280phi,min,BookLo00,targets,1,,,,,
player,201012280phi,min,BookLo00,rec,1,,,,,
player,201012280phi,min,BookLo00,rec_yds,6,,,,,
player,201012280phi,min,BookLo00,rec_td,0,,,,,
player,201012280phi,min,BookLo00,rec_long,6,,,,,
player,201012280phi,min,BookLo00,fumbles,0,,,,,
player,201012280phi,min,BookLo00,fumbles_lost,,,,,,
player,201012280phi,min,KleiJi00,pass_cmp,0,,,,,
player,201012280phi,min,KleiJi00,pass_att,0,,,,,
player,201012280phi,min,KleiJi00,pass_yds,0,,,,,
player,201012280phi,min,KleiJi00,pass_td,0,,,,,
player,201012280phi,min,KleiJi00,pass_int,0,,,,,
player,201012280phi,min,KleiJi00,pass_sacked,,,,,,
player,201012280phi,min,KleiJi00,pass_sacked_yds,,,,,,
player,201012280phi,min,KleiJi00,pass_long,0,,,,,
player,201012280phi,min,KleiJi00,pass_rating,,,,,,
player,201012280phi,min,KleiJi00,rush_att,0,,,,,
player,201012280phi,min,KleiJi00,rush_yds,0,,,,,
player,201012280phi,min,KleiJi00,rush_td,0,,,,,
player,201012280phi,min,KleiJi00,rush_long,0,,,,,
player,201012280phi,min,KleiJi00,targets,1,,,,,
player,201012280phi,min,KleiJi00,rec,1,,,,,
player,201012280phi,min,KleiJi00,rec_yds,3,,,,,
player,201012280phi,min,KleiJi00,rec_td,0,,,,,
player,201012280phi,min,KleiJi00,rec_long,3,,,,,
player,201012280phi,min,KleiJi00,fumbles,0,,,,,
player,201012280phi,min,KleiJi00,fumbles_lost,,,,,,
player,201012280phi,phi,VickMi00,pass_cmp,25,,,,,
player,201012280phi,phi,VickMi00,pass_att,43,,,,,
player,201012280phi,phi,VickMi00,pass_yds,263,,,,,
player,201012280phi,phi,VickMi00,pass_td,1,,,,,
player,201012280phi,phi,VickMi00,pass_int,1,,,,,
player,201012280phi,phi,VickMi00,pass_sacked,6,,,,,
player,201012280phi,phi,VickMi00,pass_sacked_yds,39,,,,,
player,201012280phi,phi,VickMi00,pass_long,28,,,,,
player,201012280phi,phi,VickMi00,pass_rating,74.1,,,,,
player,201012280phi,phi,VickMi00,rush_att,8,,,,,
player,201012280phi,phi,VickMi00,rush_yds,63,,,,,
player,201012280phi,phi,VickMi00,rush_td,1,,,,,
player,201012280phi,phi,VickMi00,rush_long,14,,,,,
player,201012280phi,phi,VickMi00,targets,0,,,,,
player,201012280phi,phi,VickMi00,rec,0,,,,,
player,201012280phi,phi,VickMi00,rec_yds,0,,,,,
player,201012280phi,phi,VickMi00,rec_td,0,,,,,
player,201012280phi,phi,VickMi00,rec_long,0,,,,,
player,201012280phi,phi,VickMi00,fumbles,2,,,,,
player,201012280phi,phi,VickMi00,fumbles_lost,2,,,,,
player,201012280phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201012280phi,phi,McCoLe01,pass_att,0,,,,,
player,201012280phi,phi,McCoLe01,pass_yds,0,,,,,
player,201012280phi,phi,McCoLe01,pass_td,0,,,,,
player,201012280phi,phi,McCoLe01,pass_int,0,,,,,
player,201012280phi,phi,McCoLe01,pass_sacked,,,,,,
player,201012280phi,phi,McCoLe01,pass_sacked_yds,,,,,,
player,201012280phi,phi,McCoLe01,pass_long,0,,,,,
player,201012280phi,phi,McCoLe01,pass_rating,,,,,,
player,201012280phi,phi,McCoLe01,rush_att,13,,,,,
player,201012280phi,phi,McCoLe01,rush_yds,44,,,,,
player,201012280phi,phi,McCoLe01,rush_td,0,,,,,
player,201012280phi,phi,McCoLe01,rush_long,10,,,,,
player,201012280phi,phi,McCoLe01,targets,5,,,,,
player,201012280phi,phi,McCoLe01,rec,4,,,,,
player,201012280phi,phi,McCoLe01,rec_yds,41,,,,,
player,201012280phi,phi,McCoLe01,rec_td,0,,,,,
player,201012280phi,phi,McCoLe01,rec_long,28,,,,,
player,201012280phi,phi,McCoLe01,fumbles,0,,,,,
player,201012280phi,phi,McCoLe01,fumbles_lost,,,,,,
player,201012280phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201012280phi,phi,CeleBr00,pass_att,0,,,,,
player,201012280phi,phi,CeleBr00,pass_yds,0,,,,,
player,201012280phi,phi,CeleBr00,pass_td,0,,,,,
player,201012280phi,phi,CeleBr00,pass_int,0,,,,,
player,201012280phi,phi,CeleBr00,pass_sacked,,,,,,
player,201012280phi,phi,CeleBr00,pass_sacked_yds,,,,,,
player,201012280phi,phi,CeleBr00,pass_long,0,,,,,
player,201012280phi,phi,CeleBr00,pass_rating,,,,,,
player,201012280phi,phi,CeleBr00,rush_att,0,,,,,
player,201012280phi,phi,CeleBr00,rush_yds,0,,,,,
player,201012280phi,phi,CeleBr00,rush_td,0,,,,,
player,201012280phi,phi,CeleBr00,rush_long,0,,,,,
player,201012280phi,phi,CeleBr00,targets,12,,,,,
player,201012280phi,phi,CeleBr00,rec,10,,,,,
player,201012280phi,phi,CeleBr00,rec_yds,97,,,,,
player,201012280phi,phi,CeleBr00,rec_td,0,,,,,
player,201012280phi,phi,CeleBr00,rec_long,22,,,,,
player,201012280phi,phi,CeleBr00,fumbles,0,,,,,
player,201012280phi,phi,CeleBr00,fumbles_lost,,,,,,
player,201012280phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201012280phi,phi,MaclJe00,pass_att,0,,,,,
player,201012280phi,phi,MaclJe00,pass_yds,0,,,,,
player,201012280phi,phi,MaclJe00,pass_td,0,,,,,
player,201012280phi,phi,MaclJe00,pass_int,0,,,,,
player,201012280phi,phi,MaclJe00,pass_sacked,,,,,,
player,201012280phi,phi,MaclJe00,pass_sacked_yds,,,,,,
player,201012280phi,phi,MaclJe00,pass_long,0,,,,,
player,201012280phi,phi,MaclJe00,pass_rating,,,,,,
player,201012280phi,phi,MaclJe00,rush_att,0,,,,,
player,201012280phi,phi,MaclJe00,rush_yds,0,,,,,
player,201012280phi,phi,MaclJe00,rush_td,0,,,,,
player,201012280phi,phi,MaclJe00,rush_long,0,,,,,
player,201012280phi,phi,MaclJe00,targets,8,,,,,
player,201012280phi,phi,MaclJe00,rec,6,,,,,
player,201012280phi,phi,MaclJe00,rec_yds,74,,,,,
player,201012280phi,phi,MaclJe00,rec_td,0,,,,,
player,201012280phi,phi,MaclJe00,rec_long,28,,,,,
player,201012280phi,phi,MaclJe00,fumbles,0,,,,,
player,201012280phi,phi,MaclJe00,fumbles_lost,,,,,,
player,201012280phi,phi,JackDe00,pass_cmp,0,,,,,
player,201012280phi,phi,JackDe00,pass_att,0,,,,,
player,201012280phi,phi,JackDe00,pass_yds,0,,,,,
player,201012280phi,phi,JackDe00,pass_td,0,,,,,
player,201012280phi,phi,JackDe00,pass_int,0,,,,,
player,201012280phi,phi,JackDe00,pass_sacked,,,,,,
player,201012280phi,phi,JackDe00,pass_sacked_yds,,,,,,
player,201012280phi,phi,JackDe00,pass_long,0,,,,,
player,201012280phi,phi,JackDe00,pass_rating,,,,,,
player,201012280phi,phi,JackDe00,rush_att,1,,,,,
player,201012280phi,phi,JackDe00,rush_yds,0,,,,,
player,201012280phi,phi,JackDe00,rush_td,0,,,,,
player,201012280phi,phi,JackDe00,rush_long,0,,,,,
player,201012280phi,phi,JackDe00,targets,12,,,,,
player,201012280phi,phi,JackDe00,rec,2,,,,,
player,201012280phi,phi,JackDe00,rec_yds,32,,,,,
player,201012280phi,phi,JackDe00,rec_td,0,,,,,
player,201012280phi,phi,JackDe00,rec_long,21,,,,,
player,201012280phi,phi,JackDe00,fumbles,0,,,,,
player,201012280phi,phi,JackDe00,fumbles_lost,,,,,,
player,201012280phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201012280phi,phi,AvanJa00,pass_att,0,,,,,
player,201012280phi,phi,AvanJa00,pass_yds,0,,,,,
player,201012280phi,phi,AvanJa00,pass_td,0,,,,,
player,201012280phi,phi,AvanJa00,pass_int,0,,,,,
player,201012280phi,phi,AvanJa00,pass_sacked,,,,,,
player,201012280phi,phi,AvanJa00,pass_sacked_yds,,,,,,
player,201012280phi,phi,AvanJa00,pass_long,0,,,,,
player,201012280phi,phi,AvanJa00,pass_rating,,,,,,
player,201012280phi,phi,AvanJa00,rush_att,0,,,,,
player,201012280phi,phi,AvanJa00,rush_yds,0,,,,,
player,201012280phi,phi,AvanJa00,rush_td,0,,,,,
player,201012280phi,phi,AvanJa00,rush_long,0,,,,,
player,201012280phi,phi,AvanJa00,targets,4,,,,,
player,201012280phi,phi,AvanJa00,rec,2,,,,,
player,201012280phi,phi,AvanJa00,rec_yds,16,,,,,
player,201012280phi,phi,AvanJa00,rec_td,0,,,,,
player,201012280phi,phi,AvanJa00,rec_long,10,,,,,
player,201012280phi,phi,AvanJa00,fumbles,0,,,,,
player,201012280phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201012280phi,phi,HarbCl00,pass_cmp,0,,,,,
player,201012280phi,phi,HarbCl00,pass_att,0,,,,,
player,201012280phi,phi,HarbCl00,pass_yds,0,,,,,
player,201012280phi,phi,HarbCl00,pass_td,0,,,,,
player,201012280phi,phi,HarbCl00,pass_int,0,,,,,
player,201012280phi,phi,HarbCl00,pass_sacked,,,,,,
player,201012280phi,phi,HarbCl00,pass_sacked_yds,,,,,,
player,201012280phi,phi,HarbCl00,pass_long,0,,,,,
player,201012280phi,phi,HarbCl00,pass_rating,,,,,,
player,201012280phi,phi,HarbCl00,rush_att,0,,,,,
player,201012280phi,phi,HarbCl00,rush_yds,0,,,,,
player,201012280phi,phi,HarbCl00,rush_td,0,,,,,
player,201012280phi,phi,HarbCl00,rush_long,0,,,,,
player,201012280phi,phi,HarbCl00,targets,1,,,,,
player,201012280phi,phi,HarbCl00,rec,1,,,,,
player,201012280phi,phi,HarbCl00,rec_yds,3,,,,,
player,201012280phi,phi,HarbCl00,rec_td,1,,,,,
player,201012280phi,phi,HarbCl00,rec_long,3,,,,,
player,201012280phi,phi,HarbCl00,fumbles,0,,,,,
player,201012280phi,phi,HarbCl00,fumbles_lost,,,,,,
player,201012280phi,min,AbduHu99,def_int,1,,,,,
player,201012280phi,min,AbduHu99,def_int_yds,0,,,,,
player,201012280phi,min,AbduHu99,def_int_td,0,,,,,
player,201012280phi,min,AbduHu99,def_int_long,0,,,,,
player,201012280phi,min,AbduHu99,pass_defended,3,,,,,
player,201012280phi,min,AbduHu99,sacks,0.0,,,,,
player,201012280phi,min,AbduHu99,tackles_combined,1,,,,,
player,201012280phi,min,AbduHu99,tackles_solo,1,,,,,
player,201012280phi,min,AbduHu99,tackles_assists,0,,,,,
player,201012280phi,min,AbduHu99,tackles_loss,0,,,,,
player,201012280phi,min,AbduHu99,qb_hits,0,,,,,
player,201012280phi,min,AbduHu99,fumbles_rec,0,,,,,
player,201012280phi,min,AbduHu99,fumbles_rec_yds,0,,,,,
player,201012280phi,min,AbduHu99,fumbles_rec_td,0,,,,,
player,201012280phi,min,AbduHu99,fumbles_forced,0,,,,,
player,201012280phi,min,WinfAn20,def_int,0,,,,,
player,201012280phi,min,WinfAn20,def_int_yds,0,,,,,
player,201012280phi,min,WinfAn20,def_int_td,0,,,,,
player,201012280phi,min,WinfAn20,def_int_long,0,,,,,
player,201012280phi,min,WinfAn20,pass_defended,0,,,,,
player,201012280phi,min,WinfAn20,sacks,2.0,,,,,
player,201012280phi,min,WinfAn20,tackles_combined,9,,,,,
player,201012280phi,min,WinfAn20,tackles_solo,8,,,,,
player,201012280phi,min,WinfAn20,tackles_assists,1,,,,,
player,201012280phi,min,WinfAn20,tackles_loss,1,,,,,
player,201012280phi,min,WinfAn20,qb_hits,1,,,,,
player,201012280phi,min,WinfAn20,fumbles_rec,1,,,,,
player,201012280phi,min,WinfAn20,fumbles_rec_yds,45,,,,,
player,201012280phi,min,WinfAn20,fumbles_rec_td,1,,,,,
player,201012280phi,min,WinfAn20,fumbles_forced,1,,,,,
player,201012280phi,min,SanfJa99,def_int,0,,,,,
player,201012280phi,min,SanfJa99,def_int_yds,0,,,,,
player,201012280phi,min,SanfJa99,def_int_td,0,,,,,
player,201012280phi,min,SanfJa99,def_int_long,0,,,,,
player,201012280phi,min,SanfJa99,pass_defended,0,,,,,
player,201012280phi,min,SanfJa99,sacks,1.0,,,,,
player,201012280phi,min,SanfJa99,tackles_combined,5,,,,,
player,201012280phi,min,SanfJa99,tackles_solo,4,,,,,
player,201012280phi,min,SanfJa99,tackles_assists,1,,,,,
player,201012280phi,min,SanfJa99,tackles_loss,1,,,,,
player,201012280phi,min,SanfJa99,qb_hits,1,,,,,
player,201012280phi,min,SanfJa99,fumbles_rec,0,,,,,
player,201012280phi,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201012280phi,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201012280phi,min,SanfJa99,fumbles_forced,0,,,,,
player,201012280phi,min,AlleJa22,def_int,0,,,,,
player,201012280phi,min,AlleJa22,def_int_yds,0,,,,,
player,201012280phi,min,AlleJa22,def_int_td,0,,,,,
player,201012280phi,min,AlleJa22,def_int_long,0,,,,,
player,201012280phi,min,AlleJa22,pass_defended,0,,,,,
player,201012280phi,min,AlleJa22,sacks,1.0,,,,,
player,201012280phi,min,AlleJa22,tackles_combined,4,,,,,
player,201012280phi,min,AlleJa22,tackles_solo,4,,,,,
player,201012280phi,min,AlleJa22,tackles_assists,0,,,,,
player,201012280phi,min,AlleJa22,tackles_loss,2,,,,,
player,201012280phi,min,AlleJa22,qb_hits,2,,,,,
player,201012280phi,min,AlleJa22,fumbles_rec,1,,,,,
player,201012280phi,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201012280phi,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201012280phi,min,AlleJa22,fumbles_forced,0,,,,,
player,201012280phi,min,EdwaRa21,def_int,0,,,,,
player,201012280phi,min,EdwaRa21,def_int_yds,0,,,,,
player,201012280phi,min,EdwaRa21,def_int_td,0,,,,,
player,201012280phi,min,EdwaRa21,def_int_long,0,,,,,
player,201012280phi,min,EdwaRa21,pass_defended,1,,,,,
player,201012280phi,min,EdwaRa21,sacks,1.0,,,,,
player,201012280phi,min,EdwaRa21,tackles_combined,2,,,,,
player,201012280phi,min,EdwaRa21,tackles_solo,2,,,,,
player,201012280phi,min,EdwaRa21,tackles_assists,0,,,,,
player,201012280phi,min,EdwaRa21,tackles_loss,1,,,,,
player,201012280phi,min,EdwaRa21,qb_hits,2,,,,,
player,201012280phi,min,EdwaRa21,fumbles_rec,0,,,,,
player,201012280phi,min,EdwaRa21,fumbles_rec_yds,0,,,,,
player,201012280phi,min,EdwaRa21,fumbles_rec_td,0,,,,,
player,201012280phi,min,EdwaRa21,fumbles_forced,0,,,,,
player,201012280phi,min,GuioLe99,def_int,0,,,,,
player,201012280phi,min,GuioLe99,def_int_yds,0,,,,,
player,201012280phi,min,GuioLe99,def_int_td,0,,,,,
player,201012280phi,min,GuioLe99,def_int_long,0,,,,,
player,201012280phi,min,GuioLe99,pass_defended,0,,,,,
player,201012280phi,min,GuioLe99,sacks,1.0,,,,,
player,201012280phi,min,GuioLe99,tackles_combined,2,,,,,
player,201012280phi,min,GuioLe99,tackles_solo,2,,,,,
player,201012280phi,min,GuioLe99,tackles_assists,0,,,,,
player,201012280phi,min,GuioLe99,tackles_loss,1,,,,,
player,201012280phi,min,GuioLe99,qb_hits,1,,,,,
player,201012280phi,min,GuioLe99,fumbles_rec,0,,,,,
player,201012280phi,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201012280phi,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201012280phi,min,GuioLe99,fumbles_forced,0,,,,,
player,201012280phi,min,GreeCh99,def_int,0,,,,,
player,201012280phi,min,GreeCh99,def_int_yds,0,,,,,
player,201012280phi,min,GreeCh99,def_int_td,0,,,,,
player,201012280phi,min,GreeCh99,def_int_long,0,,,,,
player,201012280phi,min,GreeCh99,pass_defended,0,,,,,
player,201012280phi,min,GreeCh99,sacks,0.0,,,,,
player,201012280phi,min,GreeCh99,tackles_combined,9,,,,,
player,201012280phi,min,GreeCh99,tackles_solo,8,,,,,
