game,2010,14,20101212,201012120buf,cle,"Cleveland Browns",6,buf,"Buffalo Bills",13
player,201012120buf,cle,WardT.99,tackles_solo,10,,,,,
player,201012120buf,cle,WardT.99,tackles_assists,2,,,,,
player,201012120buf,cle,WardT.99,tackles_loss,0,,,,,
player,201012120buf,cle,WardT.99,qb_hits,0,,,,,
player,201012120buf,cle,WardT.99,fumbles_rec,0,,,,,
player,201012120buf,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201012120buf,cle,WardT.99,fumbles_forced,0,,,,,
player,201012120buf,cle,RubiAh99,def_int,0,,,,,
player,201012120buf,cle,RubiAh99,def_int_yds,0,,,,,
player,201012120buf,cle,RubiAh99,def_int_td,0,,,,,
player,201012120buf,cle,RubiAh99,def_int_long,0,,,,,
player,201012120buf,cle,RubiAh99,pass_defended,0,,,,,
player,201012120buf,cle,RubiAh99,sacks,0.0,,,,,
player,201012120buf,cle,RubiAh99,tackles_combined,9,,,,,
player,201012120buf,cle,RubiAh99,tackles_solo,5,,,,,
player,201012120buf,cle,RubiAh99,tackles_assists,4,,,,,
player,201012120buf,cle,RubiAh99,tackles_loss,0,,,,,
player,201012120buf,cle,RubiAh99,qb_hits,0,,,,,
player,201012120buf,cle,RubiAh99,fumbles_rec,0,,,,,
player,201012120buf,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201012120buf,cle,RubiAh99,fumbles_forced,0,,,,,
player,201012120buf,cle,RothMa20,def_int,0,,,,,
player,201012120buf,cle,RothMa20,def_int_yds,0,,,,,
player,201012120buf,cle,RothMa20,def_int_td,0,,,,,
player,201012120buf,cle,RothMa20,def_int_long,0,,,,,
player,201012120buf,cle,RothMa20,pass_defended,0,,,,,
player,201012120buf,cle,RothMa20,sacks,0.0,,,,,
player,201012120buf,cle,RothMa20,tackles_combined,8,,,,,
player,201012120buf,cle,RothMa20,tackles_solo,3,,,,,
player,201012120buf,cle,RothMa20,tackles_assists,5,,,,,
player,201012120buf,cle,RothMa20,tackles_loss,0,,,,,
player,201012120buf,cle,RothMa20,qb_hits,0,,,,,
player,201012120buf,cle,RothMa20,fumbles_rec,0,,,,,
player,201012120buf,cle,RothMa20,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,RothMa20,fumbles_rec_td,0,,,,,
player,201012120buf,cle,RothMa20,fumbles_forced,0,,,,,
player,201012120buf,cle,BrowSh20,def_int,0,,,,,
player,201012120buf,cle,BrowSh20,def_int_yds,0,,,,,
player,201012120buf,cle,BrowSh20,def_int_td,0,,,,,
player,201012120buf,cle,BrowSh20,def_int_long,0,,,,,
player,201012120buf,cle,BrowSh20,pass_defended,1,,,,,
player,201012120buf,cle,BrowSh20,sacks,0.0,,,,,
player,201012120buf,cle,BrowSh20,tackles_combined,6,,,,,
player,201012120buf,cle,BrowSh20,tackles_solo,5,,,,,
player,201012120buf,cle,BrowSh20,tackles_assists,1,,,,,
player,201012120buf,cle,BrowSh20,tackles_loss,0,,,,,
player,201012120buf,cle,BrowSh20,qb_hits,0,,,,,
player,201012120buf,cle,BrowSh20,fumbles_rec,0,,,,,
player,201012120buf,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201012120buf,cle,BrowSh20,fumbles_forced,0,,,,,
player,201012120buf,cle,ColeKe20,def_int,0,,,,,
player,201012120buf,cle,ColeKe20,def_int_yds,0,,,,,
player,201012120buf,cle,ColeKe20,def_int_td,0,,,,,
player,201012120buf,cle,ColeKe20,def_int_long,0,,,,,
player,201012120buf,cle,ColeKe20,pass_defended,0,,,,,
player,201012120buf,cle,ColeKe20,sacks,0.0,,,,,
player,201012120buf,cle,ColeKe20,tackles_combined,6,,,,,
player,201012120buf,cle,ColeKe20,tackles_solo,4,,,,,
player,201012120buf,cle,ColeKe20,tackles_assists,2,,,,,
player,201012120buf,cle,ColeKe20,tackles_loss,0,,,,,
player,201012120buf,cle,ColeKe20,qb_hits,0,,,,,
player,201012120buf,cle,ColeKe20,fumbles_rec,0,,,,,
player,201012120buf,cle,ColeKe20,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,ColeKe20,fumbles_rec_td,0,,,,,
player,201012120buf,cle,ColeKe20,fumbles_forced,0,,,,,
player,201012120buf,cle,ElamAb20,def_int,0,,,,,
player,201012120buf,cle,ElamAb20,def_int_yds,0,,,,,
player,201012120buf,cle,ElamAb20,def_int_td,0,,,,,
player,201012120buf,cle,ElamAb20,def_int_long,0,,,,,
player,201012120buf,cle,ElamAb20,pass_defended,1,,,,,
player,201012120buf,cle,ElamAb20,sacks,0.0,,,,,
player,201012120buf,cle,ElamAb20,tackles_combined,6,,,,,
player,201012120buf,cle,ElamAb20,tackles_solo,2,,,,,
player,201012120buf,cle,ElamAb20,tackles_assists,4,,,,,
player,201012120buf,cle,ElamAb20,tackles_loss,0,,,,,
player,201012120buf,cle,ElamAb20,qb_hits,0,,,,,
player,201012120buf,cle,ElamAb20,fumbles_rec,0,,,,,
player,201012120buf,cle,ElamAb20,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,ElamAb20,fumbles_rec_td,0,,,,,
player,201012120buf,cle,ElamAb20,fumbles_forced,0,,,,,
player,201012120buf,cle,TrusJa99,def_int,0,,,,,
player,201012120buf,cle,TrusJa99,def_int_yds,0,,,,,
player,201012120buf,cle,TrusJa99,def_int_td,0,,,,,
player,201012120buf,cle,TrusJa99,def_int_long,0,,,,,
player,201012120buf,cle,TrusJa99,pass_defended,0,,,,,
player,201012120buf,cle,TrusJa99,sacks,0.0,,,,,
player,201012120buf,cle,TrusJa99,tackles_combined,6,,,,,
player,201012120buf,cle,TrusJa99,tackles_solo,5,,,,,
player,201012120buf,cle,TrusJa99,tackles_assists,1,,,,,
player,201012120buf,cle,TrusJa99,tackles_loss,0,,,,,
player,201012120buf,cle,TrusJa99,qb_hits,0,,,,,
player,201012120buf,cle,TrusJa99,fumbles_rec,0,,,,,
player,201012120buf,cle,TrusJa99,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,TrusJa99,fumbles_rec_td,0,,,,,
player,201012120buf,cle,TrusJa99,fumbles_forced,0,,,,,
player,201012120buf,cle,BartEr20,def_int,0,,,,,
player,201012120buf,cle,BartEr20,def_int_yds,0,,,,,
player,201012120buf,cle,BartEr20,def_int_td,0,,,,,
player,201012120buf,cle,BartEr20,def_int_long,0,,,,,
player,201012120buf,cle,BartEr20,pass_defended,0,,,,,
player,201012120buf,cle,BartEr20,sacks,0.0,,,,,
player,201012120buf,cle,BartEr20,tackles_combined,5,,,,,
player,201012120buf,cle,BartEr20,tackles_solo,5,,,,,
player,201012120buf,cle,BartEr20,tackles_assists,0,,,,,
player,201012120buf,cle,BartEr20,tackles_loss,0,,,,,
player,201012120buf,cle,BartEr20,qb_hits,0,,,,,
player,201012120buf,cle,BartEr20,fumbles_rec,0,,,,,
player,201012120buf,cle,BartEr20,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,BartEr20,fumbles_rec_td,0,,,,,
player,201012120buf,cle,BartEr20,fumbles_forced,0,,,,,
player,201012120buf,cle,RobiDe21,def_int,0,,,,,
player,201012120buf,cle,RobiDe21,def_int_yds,0,,,,,
player,201012120buf,cle,RobiDe21,def_int_td,0,,,,,
player,201012120buf,cle,RobiDe21,def_int_long,0,,,,,
player,201012120buf,cle,RobiDe21,pass_defended,0,,,,,
player,201012120buf,cle,RobiDe21,sacks,0.0,,,,,
player,201012120buf,cle,RobiDe21,tackles_combined,4,,,,,
player,201012120buf,cle,RobiDe21,tackles_solo,2,,,,,
player,201012120buf,cle,RobiDe21,tackles_assists,2,,,,,
player,201012120buf,cle,RobiDe21,tackles_loss,0,,,,,
player,201012120buf,cle,RobiDe21,qb_hits,0,,,,,
player,201012120buf,cle,RobiDe21,fumbles_rec,0,,,,,
player,201012120buf,cle,RobiDe21,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,RobiDe21,fumbles_rec_td,0,,,,,
player,201012120buf,cle,RobiDe21,fumbles_forced,0,,,,,
player,201012120buf,cle,BoweDa20,def_int,0,,,,,
player,201012120buf,cle,BoweDa20,def_int_yds,0,,,,,
player,201012120buf,cle,BoweDa20,def_int_td,0,,,,,
player,201012120buf,cle,BoweDa20,def_int_long,0,,,,,
player,201012120buf,cle,BoweDa20,pass_defended,0,,,,,
player,201012120buf,cle,BoweDa20,sacks,0.0,,,,,
player,201012120buf,cle,BoweDa20,tackles_combined,3,,,,,
player,201012120buf,cle,BoweDa20,tackles_solo,3,,,,,
player,201012120buf,cle,BoweDa20,tackles_assists,0,,,,,
player,201012120buf,cle,BoweDa20,tackles_loss,0,,,,,
player,201012120buf,cle,BoweDa20,qb_hits,0,,,,,
player,201012120buf,cle,BoweDa20,fumbles_rec,0,,,,,
player,201012120buf,cle,BoweDa20,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,BoweDa20,fumbles_rec_td,0,,,,,
player,201012120buf,cle,BoweDa20,fumbles_forced,0,,,,,
player,201012120buf,cle,SchaBr00,def_int,0,,,,,
player,201012120buf,cle,SchaBr00,def_int_yds,0,,,,,
player,201012120buf,cle,SchaBr00,def_int_td,0,,,,,
player,201012120buf,cle,SchaBr00,def_int_long,0,,,,,
player,201012120buf,cle,SchaBr00,pass_defended,0,,,,,
player,201012120buf,cle,SchaBr00,sacks,0.0,,,,,
player,201012120buf,cle,SchaBr00,tackles_combined,3,,,,,
player,201012120buf,cle,SchaBr00,tackles_solo,1,,,,,
player,201012120buf,cle,SchaBr00,tackles_assists,2,,,,,
player,201012120buf,cle,SchaBr00,tackles_loss,0,,,,,
player,201012120buf,cle,SchaBr00,qb_hits,0,,,,,
player,201012120buf,cle,SchaBr00,fumbles_rec,0,,,,,
player,201012120buf,cle,SchaBr00,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,SchaBr00,fumbles_rec_td,0,,,,,
player,201012120buf,cle,SchaBr00,fumbles_forced,0,,,,,
player,201012120buf,cle,AdamMi21,def_int,0,,,,,
player,201012120buf,cle,AdamMi21,def_int_yds,0,,,,,
player,201012120buf,cle,AdamMi21,def_int_td,0,,,,,
player,201012120buf,cle,AdamMi21,def_int_long,0,,,,,
player,201012120buf,cle,AdamMi21,pass_defended,0,,,,,
player,201012120buf,cle,AdamMi21,sacks,0.0,,,,,
player,201012120buf,cle,AdamMi21,tackles_combined,2,,,,,
player,201012120buf,cle,AdamMi21,tackles_solo,2,,,,,
player,201012120buf,cle,AdamMi21,tackles_assists,0,,,,,
player,201012120buf,cle,AdamMi21,tackles_loss,0,,,,,
player,201012120buf,cle,AdamMi21,qb_hits,0,,,,,
player,201012120buf,cle,AdamMi21,fumbles_rec,0,,,,,
player,201012120buf,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201012120buf,cle,AdamMi21,fumbles_forced,0,,,,,
player,201012120buf,cle,AlexEr20,def_int,0,,,,,
player,201012120buf,cle,AlexEr20,def_int_yds,0,,,,,
player,201012120buf,cle,AlexEr20,def_int_td,0,,,,,
player,201012120buf,cle,AlexEr20,def_int_long,0,,,,,
player,201012120buf,cle,AlexEr20,pass_defended,0,,,,,
player,201012120buf,cle,AlexEr20,sacks,0.0,,,,,
player,201012120buf,cle,AlexEr20,tackles_combined,2,,,,,
player,201012120buf,cle,AlexEr20,tackles_solo,2,,,,,
player,201012120buf,cle,AlexEr20,tackles_assists,0,,,,,
player,201012120buf,cle,AlexEr20,tackles_loss,0,,,,,
player,201012120buf,cle,AlexEr20,qb_hits,0,,,,,
player,201012120buf,cle,AlexEr20,fumbles_rec,0,,,,,
player,201012120buf,cle,AlexEr20,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,AlexEr20,fumbles_rec_td,0,,,,,
player,201012120buf,cle,AlexEr20,fumbles_forced,1,,,,,
player,201012120buf,cle,RogeSh99,def_int,0,,,,,
player,201012120buf,cle,RogeSh99,def_int_yds,0,,,,,
player,201012120buf,cle,RogeSh99,def_int_td,0,,,,,
player,201012120buf,cle,RogeSh99,def_int_long,0,,,,,
player,201012120buf,cle,RogeSh99,pass_defended,0,,,,,
player,201012120buf,cle,RogeSh99,sacks,0.0,,,,,
player,201012120buf,cle,RogeSh99,tackles_combined,2,,,,,
player,201012120buf,cle,RogeSh99,tackles_solo,1,,,,,
player,201012120buf,cle,RogeSh99,tackles_assists,1,,,,,
player,201012120buf,cle,RogeSh99,tackles_loss,0,,,,,
player,201012120buf,cle,RogeSh99,qb_hits,0,,,,,
player,201012120buf,cle,RogeSh99,fumbles_rec,0,,,,,
player,201012120buf,cle,RogeSh99,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,RogeSh99,fumbles_rec_td,0,,,,,
player,201012120buf,cle,RogeSh99,fumbles_forced,0,,,,,
player,201012120buf,cle,WrigEr99,def_int,0,,,,,
player,201012120buf,cle,WrigEr99,def_int_yds,0,,,,,
player,201012120buf,cle,WrigEr99,def_int_td,0,,,,,
player,201012120buf,cle,WrigEr99,def_int_long,0,,,,,
player,201012120buf,cle,WrigEr99,pass_defended,0,,,,,
player,201012120buf,cle,WrigEr99,sacks,0.0,,,,,
player,201012120buf,cle,WrigEr99,tackles_combined,2,,,,,
player,201012120buf,cle,WrigEr99,tackles_solo,2,,,,,
player,201012120buf,cle,WrigEr99,tackles_assists,0,,,,,
player,201012120buf,cle,WrigEr99,tackles_loss,1,,,,,
player,201012120buf,cle,WrigEr99,qb_hits,0,,,,,
player,201012120buf,cle,WrigEr99,fumbles_rec,1,,,,,
player,201012120buf,cle,WrigEr99,fumbles_rec_yds,11,,,,,
player,201012120buf,cle,WrigEr99,fumbles_rec_td,0,,,,,
player,201012120buf,cle,WrigEr99,fumbles_forced,0,,,,,
player,201012120buf,cle,PiscSa99,def_int,0,,,,,
player,201012120buf,cle,PiscSa99,def_int_yds,0,,,,,
player,201012120buf,cle,PiscSa99,def_int_td,0,,,,,
player,201012120buf,cle,PiscSa99,def_int_long,0,,,,,
player,201012120buf,cle,PiscSa99,pass_defended,0,,,,,
player,201012120buf,cle,PiscSa99,sacks,0.0,,,,,
player,201012120buf,cle,PiscSa99,tackles_combined,1,,,,,
player,201012120buf,cle,PiscSa99,tackles_solo,1,,,,,
player,201012120buf,cle,PiscSa99,tackles_assists,0,,,,,
player,201012120buf,cle,PiscSa99,tackles_loss,0,,,,,
player,201012120buf,cle,PiscSa99,qb_hits,0,,,,,
player,201012120buf,cle,PiscSa99,fumbles_rec,0,,,,,
player,201012120buf,cle,PiscSa99,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,PiscSa99,fumbles_rec_td,0,,,,,
player,201012120buf,cle,PiscSa99,fumbles_forced,0,,,,,
player,201012120buf,cle,HadeJo99,def_int,0,,,,,
player,201012120buf,cle,HadeJo99,def_int_yds,0,,,,,
player,201012120buf,cle,HadeJo99,def_int_td,0,,,,,
player,201012120buf,cle,HadeJo99,def_int_long,0,,,,,
player,201012120buf,cle,HadeJo99,pass_defended,1,,,,,
player,201012120buf,cle,HadeJo99,sacks,0.0,,,,,
player,201012120buf,cle,HadeJo99,tackles_combined,0,,,,,
player,201012120buf,cle,HadeJo99,tackles_solo,0,,,,,
player,201012120buf,cle,HadeJo99,tackles_assists,0,,,,,
player,201012120buf,cle,HadeJo99,tackles_loss,0,,,,,
player,201012120buf,cle,HadeJo99,qb_hits,0,,,,,
player,201012120buf,cle,HadeJo99,fumbles_rec,0,,,,,
player,201012120buf,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201012120buf,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201012120buf,cle,HadeJo99,fumbles_forced,0,,,,,
player,201012120buf,buf,McKeLe99,def_int,1,,,,,
player,201012120buf,buf,McKeLe99,def_int_yds,10,,,,,
player,201012120buf,buf,McKeLe99,def_int_td,0,,,,,
player,201012120buf,buf,McKeLe99,def_int_long,10,,,,,
player,201012120buf,buf,McKeLe99,pass_defended,2,,,,,
player,201012120buf,buf,McKeLe99,sacks,0.0,,,,,
player,201012120buf,buf,McKeLe99,tackles_combined,1,,,,,
player,201012120buf,buf,McKeLe99,tackles_solo,1,,,,,
player,201012120buf,buf,McKeLe99,tackles_assists,0,,,,,
player,201012120buf,buf,McKeLe99,tackles_loss,0,,,,,
player,201012120buf,buf,McKeLe99,qb_hits,0,,,,,
player,201012120buf,buf,McKeLe99,fumbles_rec,0,,,,,
player,201012120buf,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201012120buf,buf,McKeLe99,fumbles_forced,0,,,,,
player,201012120buf,buf,MoatAr00,def_int,0,,,,,
player,201012120buf,buf,MoatAr00,def_int_yds,0,,,,,
player,201012120buf,buf,MoatAr00,def_int_td,0,,,,,
player,201012120buf,buf,MoatAr00,def_int_long,0,,,,,
player,201012120buf,buf,MoatAr00,pass_defended,0,,,,,
player,201012120buf,buf,MoatAr00,sacks,1.0,,,,,
player,201012120buf,buf,MoatAr00,tackles_combined,4,,,,,
player,201012120buf,buf,MoatAr00,tackles_solo,1,,,,,
player,201012120buf,buf,MoatAr00,tackles_assists,3,,,,,
player,201012120buf,buf,MoatAr00,tackles_loss,0,,,,,
player,201012120buf,buf,MoatAr00,qb_hits,0,,,,,
player,201012120buf,buf,MoatAr00,fumbles_rec,0,,,,,
player,201012120buf,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201012120buf,buf,MoatAr00,fumbles_forced,1,,,,,
player,201012120buf,buf,AyodAk20,def_int,0,,,,,
player,201012120buf,buf,AyodAk20,def_int_yds,0,,,,,
player,201012120buf,buf,AyodAk20,def_int_td,0,,,,,
player,201012120buf,buf,AyodAk20,def_int_long,0,,,,,
player,201012120buf,buf,AyodAk20,pass_defended,1,,,,,
player,201012120buf,buf,AyodAk20,sacks,0.0,,,,,
player,201012120buf,buf,AyodAk20,tackles_combined,10,,,,,
player,201012120buf,buf,AyodAk20,tackles_solo,6,,,,,
player,201012120buf,buf,AyodAk20,tackles_assists,4,,,,,
player,201012120buf,buf,AyodAk20,tackles_loss,0,,,,,
player,201012120buf,buf,AyodAk20,qb_hits,0,,,,,
player,201012120buf,buf,AyodAk20,fumbles_rec,0,,,,,
player,201012120buf,buf,AyodAk20,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,AyodAk20,fumbles_rec_td,0,,,,,
player,201012120buf,buf,AyodAk20,fumbles_forced,0,,,,,
player,201012120buf,buf,PoluPa99,def_int,0,,,,,
player,201012120buf,buf,PoluPa99,def_int_yds,0,,,,,
player,201012120buf,buf,PoluPa99,def_int_td,0,,,,,
player,201012120buf,buf,PoluPa99,def_int_long,0,,,,,
player,201012120buf,buf,PoluPa99,pass_defended,0,,,,,
player,201012120buf,buf,PoluPa99,sacks,0.0,,,,,
player,201012120buf,buf,PoluPa99,tackles_combined,9,,,,,
player,201012120buf,buf,PoluPa99,tackles_solo,6,,,,,
player,201012120buf,buf,PoluPa99,tackles_assists,3,,,,,
player,201012120buf,buf,PoluPa99,tackles_loss,0,,,,,
player,201012120buf,buf,PoluPa99,qb_hits,0,,,,,
player,201012120buf,buf,PoluPa99,fumbles_rec,0,,,,,
player,201012120buf,buf,PoluPa99,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,PoluPa99,fumbles_rec_td,0,,,,,
player,201012120buf,buf,PoluPa99,fumbles_forced,0,,,,,
player,201012120buf,buf,ByrdJa99,def_int,0,,,,,
player,201012120buf,buf,ByrdJa99,def_int_yds,0,,,,,
player,201012120buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201012120buf,buf,ByrdJa99,def_int_long,0,,,,,
player,201012120buf,buf,ByrdJa99,pass_defended,0,,,,,
player,201012120buf,buf,ByrdJa99,sacks,0.0,,,,,
player,201012120buf,buf,ByrdJa99,tackles_combined,8,,,,,
player,201012120buf,buf,ByrdJa99,tackles_solo,6,,,,,
player,201012120buf,buf,ByrdJa99,tackles_assists,2,,,,,
player,201012120buf,buf,ByrdJa99,tackles_loss,0,,,,,
player,201012120buf,buf,ByrdJa99,qb_hits,0,,,,,
player,201012120buf,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201012120buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201012120buf,buf,ByrdJa99,fumbles_forced,2,,,,,
player,201012120buf,buf,WhitDo20,def_int,0,,,,,
player,201012120buf,buf,WhitDo20,def_int_yds,0,,,,,
player,201012120buf,buf,WhitDo20,def_int_td,0,,,,,
player,201012120buf,buf,WhitDo20,def_int_long,0,,,,,
player,201012120buf,buf,WhitDo20,pass_defended,0,,,,,
player,201012120buf,buf,WhitDo20,sacks,0.0,,,,,
player,201012120buf,buf,WhitDo20,tackles_combined,5,,,,,
player,201012120buf,buf,WhitDo20,tackles_solo,2,,,,,
player,201012120buf,buf,WhitDo20,tackles_assists,3,,,,,
player,201012120buf,buf,WhitDo20,tackles_loss,0,,,,,
player,201012120buf,buf,WhitDo20,qb_hits,0,,,,,
player,201012120buf,buf,WhitDo20,fumbles_rec,0,,,,,
player,201012120buf,buf,WhitDo20,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,WhitDo20,fumbles_rec_td,0,,,,,
player,201012120buf,buf,WhitDo20,fumbles_forced,1,,,,,
player,201012120buf,buf,FlorDr20,def_int,0,,,,,
player,201012120buf,buf,FlorDr20,def_int_yds,0,,,,,
player,201012120buf,buf,FlorDr20,def_int_td,0,,,,,
player,201012120buf,buf,FlorDr20,def_int_long,0,,,,,
player,201012120buf,buf,FlorDr20,pass_defended,0,,,,,
player,201012120buf,buf,FlorDr20,sacks,0.0,,,,,
player,201012120buf,buf,FlorDr20,tackles_combined,4,,,,,
player,201012120buf,buf,FlorDr20,tackles_solo,3,,,,,
player,201012120buf,buf,FlorDr20,tackles_assists,1,,,,,
player,201012120buf,buf,FlorDr20,tackles_loss,0,,,,,
player,201012120buf,buf,FlorDr20,qb_hits,0,,,,,
player,201012120buf,buf,FlorDr20,fumbles_rec,0,,,,,
player,201012120buf,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201012120buf,buf,FlorDr20,fumbles_forced,0,,,,,
player,201012120buf,buf,KelsCh21,def_int,0,,,,,
player,201012120buf,buf,KelsCh21,def_int_yds,0,,,,,
player,201012120buf,buf,KelsCh21,def_int_td,0,,,,,
player,201012120buf,buf,KelsCh21,def_int_long,0,,,,,
player,201012120buf,buf,KelsCh21,pass_defended,0,,,,,
player,201012120buf,buf,KelsCh21,sacks,0.0,,,,,
player,201012120buf,buf,KelsCh21,tackles_combined,4,,,,,
player,201012120buf,buf,KelsCh21,tackles_solo,4,,,,,
player,201012120buf,buf,KelsCh21,tackles_assists,0,,,,,
player,201012120buf,buf,KelsCh21,tackles_loss,0,,,,,
player,201012120buf,buf,KelsCh21,qb_hits,0,,,,,
player,201012120buf,buf,KelsCh21,fumbles_rec,0,,,,,
player,201012120buf,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201012120buf,buf,KelsCh21,fumbles_forced,1,,,,,
player,201012120buf,buf,ScotBr20,def_int,0,,,,,
player,201012120buf,buf,ScotBr20,def_int_yds,0,,,,,
player,201012120buf,buf,ScotBr20,def_int_td,0,,,,,
player,201012120buf,buf,ScotBr20,def_int_long,0,,,,,
player,201012120buf,buf,ScotBr20,pass_defended,0,,,,,
player,201012120buf,buf,ScotBr20,sacks,0.0,,,,,
player,201012120buf,buf,ScotBr20,tackles_combined,3,,,,,
player,201012120buf,buf,ScotBr20,tackles_solo,3,,,,,
player,201012120buf,buf,ScotBr20,tackles_assists,0,,,,,
player,201012120buf,buf,ScotBr20,tackles_loss,0,,,,,
player,201012120buf,buf,ScotBr20,qb_hits,0,,,,,
player,201012120buf,buf,ScotBr20,fumbles_rec,1,,,,,
player,201012120buf,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201012120buf,buf,ScotBr20,fumbles_forced,0,,,,,
player,201012120buf,buf,JohnSp20,def_int,0,,,,,
player,201012120buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201012120buf,buf,JohnSp20,def_int_td,0,,,,,
player,201012120buf,buf,JohnSp20,def_int_long,0,,,,,
player,201012120buf,buf,JohnSp20,pass_defended,0,,,,,
player,201012120buf,buf,JohnSp20,sacks,0.0,,,,,
player,201012120buf,buf,JohnSp20,tackles_combined,2,,,,,
player,201012120buf,buf,JohnSp20,tackles_solo,2,,,,,
player,201012120buf,buf,JohnSp20,tackles_assists,0,,,,,
player,201012120buf,buf,JohnSp20,tackles_loss,0,,,,,
player,201012120buf,buf,JohnSp20,qb_hits,0,,,,,
player,201012120buf,buf,JohnSp20,fumbles_rec,0,,,,,
player,201012120buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201012120buf,buf,JohnSp20,fumbles_forced,0,,,,,
player,201012120buf,buf,WoodPi20,def_int,0,,,,,
player,201012120buf,buf,WoodPi20,def_int_yds,0,,,,,
player,201012120buf,buf,WoodPi20,def_int_td,0,,,,,
player,201012120buf,buf,WoodPi20,def_int_long,0,,,,,
player,201012120buf,buf,WoodPi20,pass_defended,0,,,,,
player,201012120buf,buf,WoodPi20,sacks,0.0,,,,,
player,201012120buf,buf,WoodPi20,tackles_combined,2,,,,,
player,201012120buf,buf,WoodPi20,tackles_solo,1,,,,,
player,201012120buf,buf,WoodPi20,tackles_assists,1,,,,,
player,201012120buf,buf,WoodPi20,tackles_loss,0,,,,,
player,201012120buf,buf,WoodPi20,qb_hits,0,,,,,
player,201012120buf,buf,WoodPi20,fumbles_rec,0,,,,,
player,201012120buf,buf,WoodPi20,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,WoodPi20,fumbles_rec_td,0,,,,,
player,201012120buf,buf,WoodPi20,fumbles_forced,0,,,,,
player,201012120buf,buf,CarrAl99,def_int,0,,,,,
player,201012120buf,buf,CarrAl99,def_int_yds,0,,,,,
player,201012120buf,buf,CarrAl99,def_int_td,0,,,,,
player,201012120buf,buf,CarrAl99,def_int_long,0,,,,,
player,201012120buf,buf,CarrAl99,pass_defended,0,,,,,
player,201012120buf,buf,CarrAl99,sacks,0.0,,,,,
player,201012120buf,buf,CarrAl99,tackles_combined,1,,,,,
player,201012120buf,buf,CarrAl99,tackles_solo,1,,,,,
player,201012120buf,buf,CarrAl99,tackles_assists,0,,,,,
player,201012120buf,buf,CarrAl99,tackles_loss,0,,,,,
player,201012120buf,buf,CarrAl99,qb_hits,0,,,,,
player,201012120buf,buf,CarrAl99,fumbles_rec,0,,,,,
player,201012120buf,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201012120buf,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201012120buf,buf,CarrAl99,fumbles_forced,0,,,,,
player,201012120buf,buf,JoneDo00,def_int,0,,,,,
player,201012120buf,buf,JoneDo00,def_int_yds,0,,,,,
player,201012120buf,buf,JoneDo00,def_int_td,0,,,,,
player,201012120buf,buf,JoneDo00,def_int_long,0,,,,,
player,201012120buf,buf,JoneDo00,pass_defended,0,,,,,
player,201012120buf,buf,JoneDo00,sacks,0.0,,,,,
player,201012120buf,buf,JoneDo00,tackles_combined,1,,,,,
