game,2010,8,20101031,201010310crd,tam,"Tampa Bay Buccaneers",38,crd,"Arizona Cardinals",35
player,201010310crd,crd,PatrBe00,rec_long,,,,,,
player,201010310crd,crd,PatrBe00,fumbles,,,,,,
player,201010310crd,crd,PatrBe00,fumbles_lost,,,,,,
player,201010310crd,tam,TaliAq99,def_int,2,,,,,
player,201010310crd,tam,TaliAq99,def_int_yds,45,,,,,
player,201010310crd,tam,TaliAq99,def_int_td,1,,,,,
player,201010310crd,tam,TaliAq99,def_int_long,45,,,,,
player,201010310crd,tam,TaliAq99,pass_defended,2,,,,,
player,201010310crd,tam,TaliAq99,sacks,0.0,,,,,
player,201010310crd,tam,TaliAq99,tackles_combined,5,,,,,
player,201010310crd,tam,TaliAq99,tackles_solo,5,,,,,
player,201010310crd,tam,TaliAq99,tackles_assists,0,,,,,
player,201010310crd,tam,TaliAq99,tackles_loss,0,,,,,
player,201010310crd,tam,TaliAq99,qb_hits,0,,,,,
player,201010310crd,tam,TaliAq99,fumbles_rec,0,,,,,
player,201010310crd,tam,TaliAq99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,TaliAq99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,TaliAq99,fumbles_forced,0,,,,,
player,201010310crd,tam,RuudBa20,def_int,1,,,,,
player,201010310crd,tam,RuudBa20,def_int_yds,1,,,,,
player,201010310crd,tam,RuudBa20,def_int_td,0,,,,,
player,201010310crd,tam,RuudBa20,def_int_long,1,,,,,
player,201010310crd,tam,RuudBa20,pass_defended,2,,,,,
player,201010310crd,tam,RuudBa20,sacks,0.0,,,,,
player,201010310crd,tam,RuudBa20,tackles_combined,6,,,,,
player,201010310crd,tam,RuudBa20,tackles_solo,6,,,,,
player,201010310crd,tam,RuudBa20,tackles_assists,0,,,,,
player,201010310crd,tam,RuudBa20,tackles_loss,0,,,,,
player,201010310crd,tam,RuudBa20,qb_hits,0,,,,,
player,201010310crd,tam,RuudBa20,fumbles_rec,0,,,,,
player,201010310crd,tam,RuudBa20,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,RuudBa20,fumbles_rec_td,0,,,,,
player,201010310crd,tam,RuudBa20,fumbles_forced,0,,,,,
player,201010310crd,tam,HayeGe98,def_int,1,,,,,
player,201010310crd,tam,HayeGe98,def_int_yds,41,,,,,
player,201010310crd,tam,HayeGe98,def_int_td,1,,,,,
player,201010310crd,tam,HayeGe98,def_int_long,41,,,,,
player,201010310crd,tam,HayeGe98,pass_defended,3,,,,,
player,201010310crd,tam,HayeGe98,sacks,0.0,,,,,
player,201010310crd,tam,HayeGe98,tackles_combined,5,,,,,
player,201010310crd,tam,HayeGe98,tackles_solo,5,,,,,
player,201010310crd,tam,HayeGe98,tackles_assists,0,,,,,
player,201010310crd,tam,HayeGe98,tackles_loss,1,,,,,
player,201010310crd,tam,HayeGe98,qb_hits,0,,,,,
player,201010310crd,tam,HayeGe98,fumbles_rec,0,,,,,
player,201010310crd,tam,HayeGe98,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,HayeGe98,fumbles_rec_td,0,,,,,
player,201010310crd,tam,HayeGe98,fumbles_forced,0,,,,,
player,201010310crd,tam,WhitGr99,def_int,0,,,,,
player,201010310crd,tam,WhitGr99,def_int_yds,0,,,,,
player,201010310crd,tam,WhitGr99,def_int_td,0,,,,,
player,201010310crd,tam,WhitGr99,def_int_long,0,,,,,
player,201010310crd,tam,WhitGr99,pass_defended,0,,,,,
player,201010310crd,tam,WhitGr99,sacks,1.0,,,,,
player,201010310crd,tam,WhitGr99,tackles_combined,4,,,,,
player,201010310crd,tam,WhitGr99,tackles_solo,4,,,,,
player,201010310crd,tam,WhitGr99,tackles_assists,0,,,,,
player,201010310crd,tam,WhitGr99,tackles_loss,,,,,,
player,201010310crd,tam,WhitGr99,qb_hits,,,,,,
player,201010310crd,tam,WhitGr99,fumbles_rec,0,,,,,
player,201010310crd,tam,WhitGr99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,WhitGr99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,WhitGr99,fumbles_forced,1,,,,,
player,201010310crd,tam,GrimCo99,def_int,0,,,,,
player,201010310crd,tam,GrimCo99,def_int_yds,0,,,,,
player,201010310crd,tam,GrimCo99,def_int_td,0,,,,,
player,201010310crd,tam,GrimCo99,def_int_long,0,,,,,
player,201010310crd,tam,GrimCo99,pass_defended,0,,,,,
player,201010310crd,tam,GrimCo99,sacks,0.0,,,,,
player,201010310crd,tam,GrimCo99,tackles_combined,8,,,,,
player,201010310crd,tam,GrimCo99,tackles_solo,4,,,,,
player,201010310crd,tam,GrimCo99,tackles_assists,4,,,,,
player,201010310crd,tam,GrimCo99,tackles_loss,0,,,,,
player,201010310crd,tam,GrimCo99,qb_hits,0,,,,,
player,201010310crd,tam,GrimCo99,fumbles_rec,0,,,,,
player,201010310crd,tam,GrimCo99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,GrimCo99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,GrimCo99,fumbles_forced,0,,,,,
player,201010310crd,tam,BlacQu99,def_int,0,,,,,
player,201010310crd,tam,BlacQu99,def_int_yds,0,,,,,
player,201010310crd,tam,BlacQu99,def_int_td,0,,,,,
player,201010310crd,tam,BlacQu99,def_int_long,0,,,,,
player,201010310crd,tam,BlacQu99,pass_defended,0,,,,,
player,201010310crd,tam,BlacQu99,sacks,0.0,,,,,
player,201010310crd,tam,BlacQu99,tackles_combined,5,,,,,
player,201010310crd,tam,BlacQu99,tackles_solo,5,,,,,
player,201010310crd,tam,BlacQu99,tackles_assists,0,,,,,
player,201010310crd,tam,BlacQu99,tackles_loss,1,,,,,
player,201010310crd,tam,BlacQu99,qb_hits,0,,,,,
player,201010310crd,tam,BlacQu99,fumbles_rec,0,,,,,
player,201010310crd,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,BlacQu99,fumbles_forced,0,,,,,
player,201010310crd,tam,McCoGe99,def_int,0,,,,,
player,201010310crd,tam,McCoGe99,def_int_yds,0,,,,,
player,201010310crd,tam,McCoGe99,def_int_td,0,,,,,
player,201010310crd,tam,McCoGe99,def_int_long,0,,,,,
player,201010310crd,tam,McCoGe99,pass_defended,0,,,,,
player,201010310crd,tam,McCoGe99,sacks,0.0,,,,,
player,201010310crd,tam,McCoGe99,tackles_combined,4,,,,,
player,201010310crd,tam,McCoGe99,tackles_solo,3,,,,,
player,201010310crd,tam,McCoGe99,tackles_assists,1,,,,,
player,201010310crd,tam,McCoGe99,tackles_loss,1,,,,,
player,201010310crd,tam,McCoGe99,qb_hits,1,,,,,
player,201010310crd,tam,McCoGe99,fumbles_rec,0,,,,,
player,201010310crd,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,McCoGe99,fumbles_forced,0,,,,,
player,201010310crd,tam,MillRo99,def_int,0,,,,,
player,201010310crd,tam,MillRo99,def_int_yds,0,,,,,
player,201010310crd,tam,MillRo99,def_int_td,0,,,,,
player,201010310crd,tam,MillRo99,def_int_long,0,,,,,
player,201010310crd,tam,MillRo99,pass_defended,0,,,,,
player,201010310crd,tam,MillRo99,sacks,0.0,,,,,
player,201010310crd,tam,MillRo99,tackles_combined,4,,,,,
player,201010310crd,tam,MillRo99,tackles_solo,3,,,,,
player,201010310crd,tam,MillRo99,tackles_assists,1,,,,,
player,201010310crd,tam,MillRo99,tackles_loss,0,,,,,
player,201010310crd,tam,MillRo99,qb_hits,0,,,,,
player,201010310crd,tam,MillRo99,fumbles_rec,0,,,,,
player,201010310crd,tam,MillRo99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,MillRo99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,MillRo99,fumbles_forced,0,,,,,
player,201010310crd,tam,BiggE.99,def_int,0,,,,,
player,201010310crd,tam,BiggE.99,def_int_yds,0,,,,,
player,201010310crd,tam,BiggE.99,def_int_td,0,,,,,
player,201010310crd,tam,BiggE.99,def_int_long,0,,,,,
player,201010310crd,tam,BiggE.99,pass_defended,0,,,,,
player,201010310crd,tam,BiggE.99,sacks,0.0,,,,,
player,201010310crd,tam,BiggE.99,tackles_combined,3,,,,,
player,201010310crd,tam,BiggE.99,tackles_solo,3,,,,,
player,201010310crd,tam,BiggE.99,tackles_assists,0,,,,,
player,201010310crd,tam,BiggE.99,tackles_loss,0,,,,,
player,201010310crd,tam,BiggE.99,qb_hits,0,,,,,
player,201010310crd,tam,BiggE.99,fumbles_rec,0,,,,,
player,201010310crd,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,BiggE.99,fumbles_forced,0,,,,,
player,201010310crd,tam,JoneSe20,def_int,0,,,,,
player,201010310crd,tam,JoneSe20,def_int_yds,0,,,,,
player,201010310crd,tam,JoneSe20,def_int_td,0,,,,,
player,201010310crd,tam,JoneSe20,def_int_long,0,,,,,
player,201010310crd,tam,JoneSe20,pass_defended,0,,,,,
player,201010310crd,tam,JoneSe20,sacks,0.0,,,,,
player,201010310crd,tam,JoneSe20,tackles_combined,3,,,,,
player,201010310crd,tam,JoneSe20,tackles_solo,1,,,,,
player,201010310crd,tam,JoneSe20,tackles_assists,2,,,,,
player,201010310crd,tam,JoneSe20,tackles_loss,0,,,,,
player,201010310crd,tam,JoneSe20,qb_hits,1,,,,,
player,201010310crd,tam,JoneSe20,fumbles_rec,0,,,,,
player,201010310crd,tam,JoneSe20,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,JoneSe20,fumbles_rec_td,0,,,,,
player,201010310crd,tam,JoneSe20,fumbles_forced,0,,,,,
player,201010310crd,tam,BarbRo00,def_int,0,,,,,
player,201010310crd,tam,BarbRo00,def_int_yds,0,,,,,
player,201010310crd,tam,BarbRo00,def_int_td,0,,,,,
player,201010310crd,tam,BarbRo00,def_int_long,0,,,,,
player,201010310crd,tam,BarbRo00,pass_defended,1,,,,,
player,201010310crd,tam,BarbRo00,sacks,0.0,,,,,
player,201010310crd,tam,BarbRo00,tackles_combined,2,,,,,
player,201010310crd,tam,BarbRo00,tackles_solo,2,,,,,
player,201010310crd,tam,BarbRo00,tackles_assists,0,,,,,
player,201010310crd,tam,BarbRo00,tackles_loss,0,,,,,
player,201010310crd,tam,BarbRo00,qb_hits,0,,,,,
player,201010310crd,tam,BarbRo00,fumbles_rec,0,,,,,
player,201010310crd,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201010310crd,tam,BarbRo00,fumbles_forced,0,,,,,
player,201010310crd,tam,BennMi99,def_int,0,,,,,
player,201010310crd,tam,BennMi99,def_int_yds,0,,,,,
player,201010310crd,tam,BennMi99,def_int_td,0,,,,,
player,201010310crd,tam,BennMi99,def_int_long,0,,,,,
player,201010310crd,tam,BennMi99,pass_defended,0,,,,,
player,201010310crd,tam,BennMi99,sacks,0.0,,,,,
player,201010310crd,tam,BennMi99,tackles_combined,2,,,,,
player,201010310crd,tam,BennMi99,tackles_solo,2,,,,,
player,201010310crd,tam,BennMi99,tackles_assists,0,,,,,
player,201010310crd,tam,BennMi99,tackles_loss,0,,,,,
player,201010310crd,tam,BennMi99,qb_hits,0,,,,,
player,201010310crd,tam,BennMi99,fumbles_rec,0,,,,,
player,201010310crd,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,BennMi99,fumbles_forced,0,,,,,
player,201010310crd,tam,LyncCo99,def_int,0,,,,,
player,201010310crd,tam,LyncCo99,def_int_yds,0,,,,,
player,201010310crd,tam,LyncCo99,def_int_td,0,,,,,
player,201010310crd,tam,LyncCo99,def_int_long,0,,,,,
player,201010310crd,tam,LyncCo99,pass_defended,0,,,,,
player,201010310crd,tam,LyncCo99,sacks,0.0,,,,,
player,201010310crd,tam,LyncCo99,tackles_combined,2,,,,,
player,201010310crd,tam,LyncCo99,tackles_solo,2,,,,,
player,201010310crd,tam,LyncCo99,tackles_assists,0,,,,,
player,201010310crd,tam,LyncCo99,tackles_loss,0,,,,,
player,201010310crd,tam,LyncCo99,qb_hits,0,,,,,
player,201010310crd,tam,LyncCo99,fumbles_rec,0,,,,,
player,201010310crd,tam,LyncCo99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,LyncCo99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,LyncCo99,fumbles_forced,0,,,,,
player,201010310crd,tam,CrowTi99,def_int,0,,,,,
player,201010310crd,tam,CrowTi99,def_int_yds,0,,,,,
player,201010310crd,tam,CrowTi99,def_int_td,0,,,,,
player,201010310crd,tam,CrowTi99,def_int_long,0,,,,,
player,201010310crd,tam,CrowTi99,pass_defended,0,,,,,
player,201010310crd,tam,CrowTi99,sacks,0.0,,,,,
player,201010310crd,tam,CrowTi99,tackles_combined,1,,,,,
player,201010310crd,tam,CrowTi99,tackles_solo,0,,,,,
player,201010310crd,tam,CrowTi99,tackles_assists,1,,,,,
player,201010310crd,tam,CrowTi99,tackles_loss,0,,,,,
player,201010310crd,tam,CrowTi99,qb_hits,0,,,,,
player,201010310crd,tam,CrowTi99,fumbles_rec,0,,,,,
player,201010310crd,tam,CrowTi99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,CrowTi99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,CrowTi99,fumbles_forced,0,,,,,
player,201010310crd,tam,EconAn20,def_int,0,,,,,
player,201010310crd,tam,EconAn20,def_int_yds,0,,,,,
player,201010310crd,tam,EconAn20,def_int_td,0,,,,,
player,201010310crd,tam,EconAn20,def_int_long,0,,,,,
player,201010310crd,tam,EconAn20,pass_defended,0,,,,,
player,201010310crd,tam,EconAn20,sacks,0.0,,,,,
player,201010310crd,tam,EconAn20,tackles_combined,1,,,,,
player,201010310crd,tam,EconAn20,tackles_solo,1,,,,,
player,201010310crd,tam,EconAn20,tackles_assists,0,,,,,
player,201010310crd,tam,EconAn20,tackles_loss,0,,,,,
player,201010310crd,tam,EconAn20,qb_hits,0,,,,,
player,201010310crd,tam,EconAn20,fumbles_rec,0,,,,,
player,201010310crd,tam,EconAn20,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,EconAn20,fumbles_rec_td,0,,,,,
player,201010310crd,tam,EconAn20,fumbles_forced,0,,,,,
player,201010310crd,tam,HardDe00,def_int,0,,,,,
player,201010310crd,tam,HardDe00,def_int_yds,0,,,,,
player,201010310crd,tam,HardDe00,def_int_td,0,,,,,
player,201010310crd,tam,HardDe00,def_int_long,0,,,,,
player,201010310crd,tam,HardDe00,pass_defended,0,,,,,
player,201010310crd,tam,HardDe00,sacks,0.0,,,,,
player,201010310crd,tam,HardDe00,tackles_combined,1,,,,,
player,201010310crd,tam,HardDe00,tackles_solo,1,,,,,
player,201010310crd,tam,HardDe00,tackles_assists,0,,,,,
player,201010310crd,tam,HardDe00,tackles_loss,,,,,,
player,201010310crd,tam,HardDe00,qb_hits,,,,,,
player,201010310crd,tam,HardDe00,fumbles_rec,0,,,,,
player,201010310crd,tam,HardDe00,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,HardDe00,fumbles_rec_td,0,,,,,
player,201010310crd,tam,HardDe00,fumbles_forced,0,,,,,
player,201010310crd,tam,HaywAd98,def_int,0,,,,,
player,201010310crd,tam,HaywAd98,def_int_yds,0,,,,,
player,201010310crd,tam,HaywAd98,def_int_td,0,,,,,
player,201010310crd,tam,HaywAd98,def_int_long,0,,,,,
player,201010310crd,tam,HaywAd98,pass_defended,0,,,,,
player,201010310crd,tam,HaywAd98,sacks,0.0,,,,,
player,201010310crd,tam,HaywAd98,tackles_combined,1,,,,,
player,201010310crd,tam,HaywAd98,tackles_solo,1,,,,,
player,201010310crd,tam,HaywAd98,tackles_assists,0,,,,,
player,201010310crd,tam,HaywAd98,tackles_loss,0,,,,,
player,201010310crd,tam,HaywAd98,qb_hits,0,,,,,
player,201010310crd,tam,HaywAd98,fumbles_rec,0,,,,,
player,201010310crd,tam,HaywAd98,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,HaywAd98,fumbles_rec_td,0,,,,,
player,201010310crd,tam,HaywAd98,fumbles_forced,0,,,,,
player,201010310crd,tam,KoutNi20,def_int,0,,,,,
player,201010310crd,tam,KoutNi20,def_int_yds,0,,,,,
player,201010310crd,tam,KoutNi20,def_int_td,0,,,,,
player,201010310crd,tam,KoutNi20,def_int_long,0,,,,,
player,201010310crd,tam,KoutNi20,pass_defended,0,,,,,
player,201010310crd,tam,KoutNi20,sacks,0.0,,,,,
player,201010310crd,tam,KoutNi20,tackles_combined,1,,,,,
player,201010310crd,tam,KoutNi20,tackles_solo,1,,,,,
player,201010310crd,tam,KoutNi20,tackles_assists,0,,,,,
player,201010310crd,tam,KoutNi20,tackles_loss,0,,,,,
player,201010310crd,tam,KoutNi20,qb_hits,0,,,,,
player,201010310crd,tam,KoutNi20,fumbles_rec,0,,,,,
player,201010310crd,tam,KoutNi20,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,KoutNi20,fumbles_rec_td,0,,,,,
player,201010310crd,tam,KoutNi20,fumbles_forced,0,,,,,
player,201010310crd,tam,LewiMy99,def_int,0,,,,,
player,201010310crd,tam,LewiMy99,def_int_yds,0,,,,,
player,201010310crd,tam,LewiMy99,def_int_td,0,,,,,
player,201010310crd,tam,LewiMy99,def_int_long,0,,,,,
player,201010310crd,tam,LewiMy99,pass_defended,1,,,,,
player,201010310crd,tam,LewiMy99,sacks,0.0,,,,,
player,201010310crd,tam,LewiMy99,tackles_combined,1,,,,,
player,201010310crd,tam,LewiMy99,tackles_solo,1,,,,,
player,201010310crd,tam,LewiMy99,tackles_assists,0,,,,,
player,201010310crd,tam,LewiMy99,tackles_loss,0,,,,,
player,201010310crd,tam,LewiMy99,qb_hits,0,,,,,
player,201010310crd,tam,LewiMy99,fumbles_rec,0,,,,,
player,201010310crd,tam,LewiMy99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,LewiMy99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,LewiMy99,fumbles_forced,0,,,,,
player,201010310crd,tam,PiscSa99,def_int,0,,,,,
player,201010310crd,tam,PiscSa99,def_int_yds,0,,,,,
player,201010310crd,tam,PiscSa99,def_int_td,0,,,,,
player,201010310crd,tam,PiscSa99,def_int_long,0,,,,,
player,201010310crd,tam,PiscSa99,pass_defended,0,,,,,
player,201010310crd,tam,PiscSa99,sacks,0.0,,,,,
player,201010310crd,tam,PiscSa99,tackles_combined,1,,,,,
player,201010310crd,tam,PiscSa99,tackles_solo,1,,,,,
player,201010310crd,tam,PiscSa99,tackles_assists,0,,,,,
player,201010310crd,tam,PiscSa99,tackles_loss,0,,,,,
player,201010310crd,tam,PiscSa99,qb_hits,0,,,,,
player,201010310crd,tam,PiscSa99,fumbles_rec,0,,,,,
player,201010310crd,tam,PiscSa99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,PiscSa99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,PiscSa99,fumbles_forced,0,,,,,
player,201010310crd,tam,SpurMi00,def_int,0,,,,,
player,201010310crd,tam,SpurMi00,def_int_yds,0,,,,,
player,201010310crd,tam,SpurMi00,def_int_td,0,,,,,
player,201010310crd,tam,SpurMi00,def_int_long,0,,,,,
player,201010310crd,tam,SpurMi00,pass_defended,0,,,,,
player,201010310crd,tam,SpurMi00,sacks,0.0,,,,,
player,201010310crd,tam,SpurMi00,tackles_combined,1,,,,,
player,201010310crd,tam,SpurMi00,tackles_solo,1,,,,,
player,201010310crd,tam,SpurMi00,tackles_assists,0,,,,,
player,201010310crd,tam,SpurMi00,tackles_loss,0,,,,,
player,201010310crd,tam,SpurMi00,qb_hits,0,,,,,
player,201010310crd,tam,SpurMi00,fumbles_rec,0,,,,,
player,201010310crd,tam,SpurMi00,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,SpurMi00,fumbles_rec_td,0,,,,,
player,201010310crd,tam,SpurMi00,fumbles_forced,0,,,,,
player,201010310crd,tam,StroSa00,def_int,0,,,,,
player,201010310crd,tam,StroSa00,def_int_yds,0,,,,,
player,201010310crd,tam,StroSa00,def_int_td,0,,,,,
player,201010310crd,tam,StroSa00,def_int_long,0,,,,,
player,201010310crd,tam,StroSa00,pass_defended,0,,,,,
player,201010310crd,tam,StroSa00,sacks,0.0,,,,,
player,201010310crd,tam,StroSa00,tackles_combined,1,,,,,
player,201010310crd,tam,StroSa00,tackles_solo,1,,,,,
player,201010310crd,tam,StroSa00,tackles_assists,0,,,,,
player,201010310crd,tam,StroSa00,tackles_loss,0,,,,,
player,201010310crd,tam,StroSa00,qb_hits,0,,,,,
player,201010310crd,tam,StroSa00,fumbles_rec,0,,,,,
player,201010310crd,tam,StroSa00,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,StroSa00,fumbles_rec_td,0,,,,,
player,201010310crd,tam,StroSa00,fumbles_forced,0,,,,,
player,201010310crd,tam,WatsDe99,def_int,0,,,,,
player,201010310crd,tam,WatsDe99,def_int_yds,0,,,,,
player,201010310crd,tam,WatsDe99,def_int_td,0,,,,,
player,201010310crd,tam,WatsDe99,def_int_long,0,,,,,
player,201010310crd,tam,WatsDe99,pass_defended,0,,,,,
player,201010310crd,tam,WatsDe99,sacks,0.0,,,,,
player,201010310crd,tam,WatsDe99,tackles_combined,1,,,,,
player,201010310crd,tam,WatsDe99,tackles_solo,1,,,,,
player,201010310crd,tam,WatsDe99,tackles_assists,0,,,,,
player,201010310crd,tam,WatsDe99,tackles_loss,0,,,,,
player,201010310crd,tam,WatsDe99,qb_hits,0,,,,,
player,201010310crd,tam,WatsDe99,fumbles_rec,0,,,,,
player,201010310crd,tam,WatsDe99,fumbles_rec_yds,0,,,,,
player,201010310crd,tam,WatsDe99,fumbles_rec_td,0,,,,,
player,201010310crd,tam,WatsDe99,fumbles_forced,0,,,,,
player,201010310crd,crd,DaviWi99,def_int,0,,,,,
player,201010310crd,crd,DaviWi99,def_int_yds,0,,,,,
player,201010310crd,crd,DaviWi99,def_int_td,0,,,,,
player,201010310crd,crd,DaviWi99,def_int_long,0,,,,,
player,201010310crd,crd,DaviWi99,pass_defended,0,,,,,
player,201010310crd,crd,DaviWi99,sacks,1.0,,,,,
player,201010310crd,crd,DaviWi99,tackles_combined,5,,,,,
player,201010310crd,crd,DaviWi99,tackles_solo,5,,,,,
player,201010310crd,crd,DaviWi99,tackles_assists,0,,,,,
player,201010310crd,crd,DaviWi99,tackles_loss,1,,,,,
player,201010310crd,crd,DaviWi99,qb_hits,1,,,,,
player,201010310crd,crd,DaviWi99,fumbles_rec,0,,,,,
player,201010310crd,crd,DaviWi99,fumbles_rec_yds,0,,,,,
player,201010310crd,crd,DaviWi99,fumbles_rec_td,0,,,,,
player,201010310crd,crd,DaviWi99,fumbles_forced,0,,,,,
player,201010310crd,crd,PortJo00,def_int,0,,,,,
player,201010310crd,crd,PortJo00,def_int_yds,0,,,,,
player,201010310crd,crd,PortJo00,def_int_td,0,,,,,
player,201010310crd,crd,PortJo00,def_int_long,0,,,,,
player,201010310crd,crd,PortJo00,pass_defended,0,,,,,
player,201010310crd,crd,PortJo00,sacks,1.0,,,,,
player,201010310crd,crd,PortJo00,tackles_combined,3,,,,,
player,201010310crd,crd,PortJo00,tackles_solo,3,,,,,
player,201010310crd,crd,PortJo00,tackles_assists,0,,,,,
player,201010310crd,crd,PortJo00,tackles_loss,1,,,,,
player,201010310crd,crd,PortJo00,qb_hits,1,,,,,
player,201010310crd,crd,PortJo00,fumbles_rec,0,,,,,
player,201010310crd,crd,PortJo00,fumbles_rec_yds,0,,,,,
player,201010310crd,crd,PortJo00,fumbles_rec_td,0,,,,,
player,201010310crd,crd,PortJo00,fumbles_forced,0,,,,,
player,201010310crd,crd,RhodKe20,def_int,0,,,,,
player,201010310crd,crd,RhodKe20,def_int_yds,0,,,,,
player,201010310crd,crd,RhodKe20,def_int_td,0,,,,,
player,201010310crd,crd,RhodKe20,def_int_long,0,,,,,
player,201010310crd,crd,RhodKe20,pass_defended,0,,,,,
player,201010310crd,crd,RhodKe20,sacks,0.0,,,,,
player,201010310crd,crd,RhodKe20,tackles_combined,10,,,,,
player,201010310crd,crd,RhodKe20,tackles_solo,9,,,,,
player,201010310crd,crd,RhodKe20,tackles_assists,1,,,,,
player,201010310crd,crd,RhodKe20,tackles_loss,0,,,,,
player,201010310crd,crd,RhodKe20,qb_hits,0,,,,,
player,201010310crd,crd,RhodKe20,fumbles_rec,0,,,,,
player,201010310crd,crd,RhodKe20,fumbles_rec_yds,0,,,,,
player,201010310crd,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201010310crd,crd,RhodKe20,fumbles_forced,0,,,,,
player,201010310crd,crd,CampCa99,def_int,0,,,,,
player,201010310crd,crd,CampCa99,def_int_yds,0,,,,,
player,201010310crd,crd,CampCa99,def_int_td,0,,,,,
player,201010310crd,crd,CampCa99,def_int_long,0,,,,,
player,201010310crd,crd,CampCa99,pass_defended,0,,,,,
player,201010310crd,crd,CampCa99,sacks,0.0,,,,,
player,201010310crd,crd,CampCa99,tackles_combined,6,,,,,
player,201010310crd,crd,CampCa99,tackles_solo,3,,,,,
player,201010310crd,crd,CampCa99,tackles_assists,3,,,,,
player,201010310crd,crd,CampCa99,tackles_loss,0,,,,,
player,201010310crd,crd,CampCa99,qb_hits,0,,,,,
player,201010310crd,crd,CampCa99,fumbles_rec,0,,,,,
player,201010310crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201010310crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201010310crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201010310crd,crd,DockDa20,def_int,0,,,,,
player,201010310crd,crd,DockDa20,def_int_yds,0,,,,,
player,201010310crd,crd,DockDa20,def_int_td,0,,,,,
player,201010310crd,crd,DockDa20,def_int_long,0,,,,,
player,201010310crd,crd,DockDa20,pass_defended,0,,,,,
player,201010310crd,crd,DockDa20,sacks,0.0,,,,,
player,201010310crd,crd,DockDa20,tackles_combined,5,,,,,
player,201010310crd,crd,DockDa20,tackles_solo,4,,,,,
player,201010310crd,crd,DockDa20,tackles_assists,1,,,,,
player,201010310crd,crd,DockDa20,tackles_loss,0,,,,,
player,201010310crd,crd,DockDa20,qb_hits,1,,,,,
player,201010310crd,crd,DockDa20,fumbles_rec,0,,,,,
player,201010310crd,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201010310crd,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201010310crd,crd,DockDa20,fumbles_forced,0,,,,,
player,201010310crd,crd,HayeGe20,def_int,0,,,,,
player,201010310crd,crd,HayeGe20,def_int_yds,0,,,,,
player,201010310crd,crd,HayeGe20,def_int_td,0,,,,,
player,201010310crd,crd,HayeGe20,def_int_long,0,,,,,
player,201010310crd,crd,HayeGe20,pass_defended,0,,,,,
player,201010310crd,crd,HayeGe20,sacks,0.0,,,,,
player,201010310crd,crd,HayeGe20,tackles_combined,5,,,,,
player,201010310crd,crd,HayeGe20,tackles_solo,3,,,,,
player,201010310crd,crd,HayeGe20,tackles_assists,2,,,,,
player,201010310crd,crd,HayeGe20,tackles_loss,1,,,,,
player,201010310crd,crd,HayeGe20,qb_hits,0,,,,,
player,201010310crd,crd,HayeGe20,fumbles_rec,1,,,,,
player,201010310crd,crd,HayeGe20,fumbles_rec_yds,21,,,,,
player,201010310crd,crd,HayeGe20,fumbles_rec_td,1,,,,,
player,201010310crd,crd,HayeGe20,fumbles_forced,0,,,,,
player,201010310crd,crd,LenoPa20,def_int,0,,,,,
